sex,Religion,sexuality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Female,Other,Other,Yes,E,19.67185834232491,D,-146.12253114043702,82.37832410919482,-1.9785356990809455,85.73525970125418,-132.71206464550116,-23.61836338146661,B,A,A,-72.2201214675981,D,-167.37158024182335,-176.53395825203887,0
Female,Jewish,Bisexual,Veteran,C,116.37916236731112,A,87.09716149108134,4.848290792723787,37.32814630228108,-54.45796646924397,-3.018960903782568,-81.84772390279467,A,D,B,19.955163931573626,C,-5.196088068236997,234.71429090795164,1
Male,Muslim,Bisexual,No,A,5.946295603333234,C,-205.42248827444678,-55.72718852475538,84.50063905717784,230.66267455390883,-114.92677063947943,-180.26330002567545,B,D,D,-134.1054395495471,D,79.84848462250903,62.298413249382634,0
Female,Jewish,Homosexual,Yes,C,-265.20635108211934,E,-191.06554902153755,47.984585982574714,-28.765668537586407,-135.862121641441,74.63318997842259,100.93459261419129,C,B,D,-42.024023604524494,D,87.31216033413082,55.77573997851659,1
Other,Buddhist,Heterosexual,Yes,B,-35.602445345805414,B,-251.62568244597838,-61.83725131374661,144.70316119558177,33.91887598268468,-50.266921477171245,-13.035673046745025,B,A,D,-5.189419635549803,E,36.836837126923186,33.641555346584056,1
Female,Christian,Homosexual,Yes,B,-24.1944667565856,C,2.2172582162985455,162.38589942560498,195.4695068908408,-77.07855970415757,-6.923145574640062,37.125020919604665,C,E,C,8.681098267257138,D,-0.21922852646436936,77.05006448348195,1
Non-binary,Muslim,Homosexual,Non-Veteran,D,69.0037678697256,A,-98.70238880953214,-29.569253938396265,108.36066193751597,182.91609534373748,-137.02789529199174,-56.02977365045353,C,D,C,-70.57682364694725,A,-142.22652588331513,-57.35756085846817,0
F,Jewish,Homosexual,Non-Veteran,D,84.63077880110673,C,-96.39388534990539,75.48595214215307,-15.851559323598527,-95.376538367505,-4.983496878396894,6.929193773860614,C,A,C,24.543730306590042,D,-112.64691238205171,-32.56435712204839,0
F,Jewish,Bisexual,Yes,E,-59.52665400491085,D,-29.589286904965228,51.83498717164375,11.848029431480786,53.262032492579806,-125.62148297297868,72.00941348522883,B,A,E,-42.67918773742595,D,89.27485259186686,-34.009295168859175,1
F,Muslim,Bisexual,No,A,86.81234815976359,B,-115.89729744873556,-124.11300968020431,-63.0847541318172,-138.11240936144432,58.25735060174433,-108.85070498572316,C,A,B,212.07631520742774,A,-127.12331166344082,5.630351661492082,0
Non-binary,Christian,Homosexual,Non-Veteran,A,87.39259798979775,C,-2.875755364607243,5.253879675101997,-66.35293954907253,171.89783198805804,-76.74835839377852,109.96743569714205,A,B,E,-79.1893343011646,E,137.38222234670442,-24.69942437978038,1
F,Muslim,Homosexual,Non-Veteran,E,49.88456265785896,C,16.17794224321753,50.749343750882005,63.85537662460782,-155.0548583771527,-27.9886344986623,-66.87235594327781,A,A,A,-188.4497271613157,C,13.695712468990243,21.796481850137646,0
Male,None,Other,No,A,-4.991880797732548,D,-51.08053961490435,49.651001132386575,-75.41668784857309,81.93135611244838,99.12519914472824,-17.310871404648992,B,D,E,-15.052878733137629,C,-39.55745478458063,79.5045700517857,1
M,Muslim,Other,No,B,-97.89898632259208,D,139.4748570875539,-48.45074259969735,171.42331837044864,104.38465559479728,68.05602578911697,-141.76542451827254,B,D,D,18.83510846971297,B,91.7690611631208,-176.6977755269743,1
Female,Other,Bisexual,No,E,-8.236311948008513,E,-27.98664622987779,-111.46540781558514,-70.28372560497796,99.78386187477524,-87.98324870944015,86.08127150772344,C,B,E,-150.62025032745092,C,-124.96291508156678,106.79793678995128,1
F,Other,Heterosexual,No,E,-99.71219133585403,E,3.435885322984967,-93.11688608834912,70.7435956919134,64.24150138513318,91.5565476272364,-114.74808136821075,C,D,B,16.07517147546248,C,74.47811466512495,-49.18621419881576,1
Male,Jewish,Other,Yes,B,9.134864871238191,D,26.162793916022952,-26.776170271968734,-65.96215676906576,-243.420963628447,69.23038647221207,-54.98660696129374,D,A,E,56.606323494595266,D,-149.37718910534687,110.70224047399253,0
Male,None,Heterosexual,No,A,0.8026037421204288,A,57.22621209103856,-142.9743213855801,133.72445470480872,116.53898539254754,-32.86242333571432,-24.812972115061612,A,D,D,-270.26174267942406,A,-103.22484529671353,-1.0238677377487266,0
Non-binary,Muslim,Heterosexual,Yes,B,-29.66096688116892,B,28.942852548347346,46.22606339894888,-71.89083109167717,125.91548839864338,65.56263245063414,-29.643830230817187,C,D,B,-11.599404290064133,D,43.55677418681554,99.41110216746658,0
M,None,Other,Veteran,D,-5.300391071582699,E,-58.76624336235342,-144.55689123846224,179.218595262865,-27.30392164307857,-28.90692274509855,61.860850660862596,D,B,E,215.83650420114674,D,-12.406288688692898,-45.20310221075459,1
Female,Other,Heterosexual,Yes,D,25.51095753844362,B,28.154214119839672,63.21522152767001,45.832158606705505,-152.58885629449148,65.3245282960371,-124.78671319709352,A,D,D,-18.15224316089962,B,30.519763703720503,50.62473557456349,1
M,Hindu,Bisexual,Veteran,B,-22.99334589665938,B,-72.31369324687853,1.1190510504744349,55.471511923887604,-76.70318394065741,-20.159168899886016,-31.324291074562886,A,E,D,55.95921680789518,C,45.77099949872608,-36.88667941488408,1
F,Christian,Heterosexual,Yes,D,77.40999955452679,C,-98.38532457556637,-30.835190845059312,8.59948192929085,-14.923984209808353,57.00518212573664,-86.38137888639228,B,C,D,163.61942963676077,A,23.54019841181327,63.61128918271712,0
Female,None,Homosexual,Veteran,E,-26.112650371126634,B,-20.386023946571736,-137.43309543080557,72.80743952912833,-100.04772458586457,70.13068435812411,69.09995179178674,B,B,D,-64.1789006570288,B,35.42194315189044,90.9068901947241,1
Other,None,Homosexual,No,A,-70.89483477017495,B,-268.97348822558433,-11.063754458659455,-174.2139766160568,147.44492196011305,306.6415080642765,-162.0915426123827,A,A,D,97.50414084502653,E,4.165223211338323,-19.385316627545528,0
Male,Buddhist,Bisexual,No,D,-42.666430779860605,B,-34.978471167028616,-119.39539347652945,-47.96369312940847,-100.27740091525969,68.22746231546589,-119.2373261251549,C,E,A,178.11576573157626,E,46.57727137292472,13.81390350681422,0
Non-binary,Other,Homosexual,Veteran,D,94.78146824235316,B,-181.20917560140842,9.780466853785148,-122.6509932602805,8.12203657225019,7.049408913835249,193.89442762036623,E,C,A,-58.381450138196556,D,262.4951740267812,22.896729828480623,1
M,Hindu,Bisexual,Veteran,B,109.24861687575513,C,112.78349947098832,107.24750079334046,11.857041771430469,-162.6297016288117,-2.9753173189923854,3.5544323458296145,A,C,D,-97.98633068763408,D,13.748576603476415,-4.075204923700242,1
Non-binary,Muslim,Bisexual,No,B,97.05609552306697,A,37.08490271921826,-109.58010391616727,-281.65154168896794,-106.08949707889145,-166.67593565257187,-132.3837159019299,C,D,D,159.89642702496195,E,-293.68886871586824,30.608073970462215,1
Male,Hindu,Heterosexual,Non-Veteran,B,-115.14724891612715,B,-124.14775878213682,-1.1232887709170383,46.377469799431665,17.0445392058108,49.597527414174955,-1.180084823671712,D,C,A,-25.52512890931545,E,95.25543854692644,-172.58184808709473,1
F,Christian,Homosexual,No,C,53.15314852342193,A,-21.92985368246306,22.106328901330183,52.065032068399674,57.91573030348041,-61.756318986174485,162.63165053208448,E,D,B,28.911318078101665,B,41.648751031810676,-35.50931016341579,0
Male,Christian,Heterosexual,Yes,D,-94.2495694688306,D,-120.18443498516827,49.88252837314609,-145.07463542192468,-287.1621051348671,-80.71594055281935,100.45792649519927,B,C,E,22.900330259956426,C,68.44997836535426,-40.490163063160516,0
Non-binary,Other,Bisexual,Non-Veteran,C,-36.38084675740159,A,114.09162705744804,60.61806017071917,201.61995724663336,156.1216940289807,62.758205005590604,-33.87407632130894,C,C,E,-127.69407736517664,D,-101.1045107072063,-106.36707451660608,1
Female,None,Bisexual,No,E,41.5151522991826,A,122.95919776538267,-156.99388762822358,30.984366200514284,22.01371330249737,-63.766269630723215,135.83074261059465,C,A,E,-74.06621312069464,D,-55.11503561590547,-67.3954556803381,0
F,None,Homosexual,Non-Veteran,B,-44.83090299731987,D,-109.32392022225561,50.89826206724336,199.55638248571006,-206.7017539861228,-91.19712427913447,25.356078158166394,A,E,B,26.187258020831727,C,18.781058711641045,-31.93325163164966,0
Non-binary,Hindu,Other,Non-Veteran,C,-61.86328407024922,E,37.98313549660174,-190.04934372476652,149.8497568961793,96.84194859896643,-87.29136408669204,99.47970018656704,A,D,B,84.26975561339972,C,52.07189334726209,-49.8605799668899,1
Other,Muslim,Other,No,E,73.99859839560293,C,0.19035111305660002,-61.60589379141038,-187.23622072924647,132.10642363523522,114.15863043697098,-60.86953601823346,E,C,E,-154.6947349482319,E,-126.18504673000304,-120.06289193590169,1
M,Hindu,Bisexual,Yes,C,19.306098700202114,B,313.1193723334044,197.25900263292112,-55.92658659505536,96.56255834520366,-37.02870229871421,52.89704055575278,A,C,B,-13.033740536892893,C,64.60238902073354,-108.28843198250316,1
Other,Hindu,Other,Veteran,E,-55.770239105377925,C,17.690157117464622,-60.66588425118864,69.6014755987853,38.20805586521081,-15.521580477467062,-52.66960698414152,B,B,B,116.67525914592306,E,-21.41971137808765,-19.698827383997465,0
Non-binary,Christian,Heterosexual,No,C,-78.0290382697226,D,105.22364701078864,-20.31337424999026,-48.43212128966779,-28.226395074111903,27.33807968995745,-9.290426207669105,B,A,A,-130.16807185862191,B,152.6761886009498,86.76418404056135,1
Male,Other,Bisexual,Yes,D,94.98817246881553,E,12.159979935206172,-172.53254308907248,64.39367320694373,39.05003982369808,-56.632229647340225,89.85799170868034,A,B,E,-39.45105032537624,E,-34.71558649028992,22.394901115854466,1
F,Hindu,Heterosexual,Yes,D,185.30064453271828,E,-245.63853813251845,154.4952230695855,-78.41551520646578,77.93914984633584,14.18099343959208,-93.0033848292861,B,D,B,-46.205153697961094,A,80.45561902442432,-95.74261806934956,0
M,Hindu,Other,Non-Veteran,E,66.14817823693366,C,-174.34769091185032,-126.41718010727328,23.719959462734053,63.43286500272048,89.22756713811279,125.16439739743672,D,B,C,89.27264583151523,C,-101.98658379559484,-1.6787444896829355,0
M,Other,Homosexual,Non-Veteran,C,107.55462309749821,C,-5.109661945118271,144.51427575598032,7.314673145251051,11.878444210686126,-40.586532271481666,-155.80260953649585,D,A,B,31.11442690622892,D,172.9080559099742,-169.58683586263663,1
M,Other,Homosexual,Non-Veteran,A,19.741074225533687,E,-40.48686276044136,217.32224283860853,-65.59866489739666,-7.926617132556572,-17.521841825247765,-83.93548328288182,B,A,E,-141.4059837689473,A,73.58191720432328,-210.35720242520154,1
Non-binary,None,Other,Non-Veteran,E,73.71438410893411,A,63.16802696465344,-34.66584069481125,-66.23669304501337,33.558536172172005,164.55542250973954,-154.20025112029643,C,E,A,-201.9683989230431,E,-28.08376413640555,-132.38167204123616,0
Other,Other,Other,Non-Veteran,C,-54.78252548545295,A,-101.37653521462448,-43.28505290655787,-91.67857251836683,-4.290296193542466,-60.854820778546916,23.700545394440116,A,C,A,-11.500379597620464,A,62.081102257715706,59.66658228608011,1
Male,None,Homosexual,Veteran,E,-37.5032146397337,D,-132.72472042301862,85.5286683411358,68.64072174792555,156.76631778499265,50.691388158621805,27.122444698524163,C,D,E,-9.730519953473857,D,19.980222907544352,-4.971631686539659,0
Non-binary,Muslim,Bisexual,Yes,C,-77.54284680442062,A,1.957619823675167,-62.27170706543613,-41.1392226327878,136.39825720015466,103.44501273726749,9.53498313442159,D,B,D,147.02048705230862,B,-78.55359128809494,-111.32079480912364,1
F,None,Homosexual,No,A,-49.190371504851896,D,-374.680291334713,-71.19405710404698,-77.05955966885331,100.35594119427549,131.2732958876316,35.08710696826171,B,C,C,-48.808469966371405,C,-56.94997451557335,41.445254042395334,1
M,Muslim,Bisexual,Non-Veteran,A,12.82516739338824,B,105.44611517361484,5.427913193483811,8.569917717006696,11.362180365202226,-137.31375717356718,-54.42143796409577,C,E,E,125.40703051233923,E,67.29621284989415,57.13016136641388,1
Female,Buddhist,Other,Non-Veteran,E,-77.11311664531534,E,-160.6091145843726,18.209714280042096,187.78594422799105,-12.379217382493984,27.765860627861866,-46.2567858250049,A,D,D,97.57778280396676,E,-159.96990510903584,-17.916133423536344,0
F,Christian,Bisexual,Yes,E,-130.3644575490734,B,-123.35421813962341,45.6820281730031,63.53995255054048,92.8706999449735,22.685162842184084,76.52998211799166,E,D,E,114.6569705575176,B,-24.152229532985235,-18.647068288825153,0
M,Christian,Bisexual,Non-Veteran,A,37.8331998528551,A,-40.22696269033556,30.043703771471904,-56.60340698857215,31.327628374641424,44.457430285619694,-79.23384032702405,D,A,C,-71.87526957079045,E,-62.83543894267839,-112.50970359210845,1
Non-binary,Other,Other,Yes,B,48.84356141747645,C,101.37072589514797,-34.530683708120655,-85.73403182612932,-72.45796652108649,-7.593247480452479,64.71621848290485,A,C,C,71.70862451263254,C,210.32429006750326,10.367444364357448,0
Non-binary,Jewish,Heterosexual,Veteran,A,-12.721939078521071,C,3.7232942932032858,35.81886505418351,-28.94196503421742,-132.71700513360443,78.79696055009248,21.125221169319047,E,B,A,-16.409765146397778,E,149.89186764085653,167.9413047993245,1
M,Jewish,Homosexual,Yes,D,90.6852473816487,A,225.59273751441648,-79.54558276934596,-150.38334674449766,-140.38882244840298,-59.603415599323874,34.271754111319254,B,E,E,-156.86699185452653,B,-92.61522201451645,61.65502856761126,0
F,Buddhist,Bisexual,Veteran,C,-223.76645639247408,B,-106.67825145946975,80.59466716273234,-88.7739318219862,26.39370748040472,161.1959888585295,53.055200872551275,A,A,A,-91.2729780922921,B,123.1679820407817,-33.58534612589631,1
Female,Other,Bisexual,Non-Veteran,B,136.43968290613955,C,100.80285894887409,152.3242254064043,4.860814725485764,35.55691350254709,-13.491593796497678,126.7904946261893,E,C,D,144.116058916372,E,0.7963245042420424,-24.124927984424332,1
Other,Muslim,Heterosexual,No,A,-97.55152966574214,E,101.21876702647312,-146.99100997677266,257.23974364988516,24.633734839370195,123.30569273621796,-64.13316819740919,A,D,E,23.884914362297348,C,-34.05209101646878,-1.847336630688064,1
M,Christian,Other,Veteran,C,221.36400282002833,C,34.26249240498392,-6.57643820563079,31.091137499074335,62.92358088720677,7.078745260489732,-212.97974882339324,B,D,B,8.19288268971279,C,-32.83249744550151,-25.49667171952296,0
F,Hindu,Other,Veteran,B,5.571657702967829,C,32.45654976176288,223.1689578381186,-179.30861113053894,-10.814188154197435,-16.194736194340155,-173.55237510637204,D,E,D,201.662659956488,D,66.24827429917619,-13.57147032286932,0
M,Jewish,Heterosexual,Non-Veteran,D,30.47757083050048,B,121.16754191004364,-16.895262796469257,179.52809008765226,22.268340931274146,15.449846982970467,42.224971369595735,E,A,A,73.13927522842884,C,-49.53442106186824,61.080379689583054,0
M,Muslim,Heterosexual,No,B,-118.10760028459617,E,-17.74437236158261,3.524923841938072,-233.58772013807388,-19.111412084295665,181.95158315020882,27.84503703796769,A,E,E,110.56764461279045,C,24.8918605301127,14.691229326734867,0
Male,Muslim,Homosexual,Veteran,C,-77.83769219490219,D,48.52491548423968,39.6911521549497,-83.25196854192235,109.37533981160506,132.80775489313555,88.3457535308315,B,C,E,-179.96323166213045,C,-44.74234543282585,45.11792790876136,0
Female,Muslim,Other,Yes,A,146.10990218642655,B,167.25504420305387,1.8123703178573012,-24.318063533885052,-56.87282132014603,86.70959105533562,-110.9058867703413,D,E,A,-88.968064264291,D,-76.00955355719893,72.50107651811777,0
F,Jewish,Heterosexual,Yes,E,-185.58441996636287,E,41.33825138597626,-36.38292321787745,-207.58866734644766,264.58066744840977,-109.6293444834114,-147.15889915837892,B,C,C,118.0567663520691,A,102.37517679980279,15.728381049369258,1
M,Buddhist,Other,Veteran,B,17.90213881408889,C,-150.80588686727253,-148.43361196193783,-51.05490798309308,35.85580497483828,15.130480653849187,-8.892490872799875,D,E,A,-22.657623569096195,B,-195.61470187735864,98.40760752890868,1
Non-binary,Hindu,Heterosexual,Non-Veteran,D,236.66952419991335,D,145.7595372268037,-169.13974400444332,32.50346365507899,-246.38631999652,-254.89300918679047,-83.08600657264911,B,A,E,30.09681665235413,E,-72.45703711810233,-139.6534269686491,1
Non-binary,Jewish,Bisexual,Non-Veteran,A,-32.249295714344676,E,263.6764973810848,-162.97931964888724,-54.46335238172884,-86.17045134307497,18.405327199690433,14.69213502590474,B,B,B,-241.33829418200943,A,22.900399108706342,49.6163344454761,1
M,Muslim,Homosexual,Yes,B,104.15631646583367,A,69.24520966101583,-57.40764922553987,-66.26542496769795,87.2270798857641,99.57398494893275,-120.45291188643183,E,A,B,147.03723212847785,A,21.138203914137467,-257.3571534091395,0
F,Muslim,Other,Veteran,D,-95.92963778394132,A,13.495380290569736,-73.83547052782556,185.0482219165933,-96.50183358066505,11.966406158119293,-280.7282366404336,D,A,D,156.10129286976948,D,-4.8340316229045,57.43963646953972,0
Other,Other,Other,Veteran,E,-76.02361783845771,C,-25.40466940239416,-5.634886226799217,-253.91454540799847,-101.30988436582689,-154.4409580828548,239.344950065589,D,A,C,-14.642253376122962,A,-109.70663826300786,74.0056431117699,0
F,Hindu,Other,Veteran,B,-36.02026291970976,B,-77.93531394934978,-44.65464802861412,-27.811726754313582,-39.220658987661245,74.93722413866037,150.70240180691616,E,D,D,270.31669931242516,E,-78.03633688873718,0.8096160618503654,1
Male,Buddhist,Heterosexual,Yes,A,95.04971606618533,E,-70.74322097723002,51.18207736001727,-81.0155372694327,48.38478568749368,130.0492274533113,36.77502667956722,C,B,B,39.23248811583277,A,1.7376414218031841,-280.40169274641244,0
Male,Christian,Bisexual,Non-Veteran,C,34.73233790134497,C,50.42730097639006,-11.195290483998752,-72.23564971898126,92.34213045019602,112.27275154601519,153.84941743909764,C,D,B,4.483325452098745,D,-102.18606220899025,-38.12671212313735,1
Male,Buddhist,Heterosexual,No,A,-42.313387452779054,D,-39.369326492335304,-41.23285847040255,-67.03013676515015,52.56174912025402,144.09604783905908,133.2863132664511,E,B,C,46.7203647818077,E,47.8318484435971,-70.91696024870276,1
F,Other,Bisexual,Yes,D,-11.466935182611445,B,-54.514137126652415,-144.0839084607895,-29.099836873275546,94.40273918034512,-79.83158734043417,-392.2984908009719,D,A,C,119.89889786444303,B,4.730281482175484,-295.07702720858265,0
F,Muslim,Other,Yes,C,-56.09637447992244,D,54.59242206800311,-56.46634624321676,-75.7640239569321,11.780846815656652,30.941340448253406,-114.66848490689365,C,A,C,169.39418187542304,E,-12.357778280200177,-243.50064177757545,1
Female,Hindu,Bisexual,No,A,29.989059602937807,B,-35.32545377149337,67.43968848364257,-77.41495419228464,35.70637835637219,-77.76648135956509,-32.229130217221865,C,E,D,-160.23787709698158,C,-22.346408610171085,5.85147777987318,1
M,Jewish,Other,No,A,-92.02266170111774,B,-15.490538681274979,-80.05585603763315,92.39256775092107,-40.598283551293406,8.764973244288914,73.7954192961791,B,B,A,-75.17393340507105,C,-46.00973821663634,6.3223006669586095,0
Male,Jewish,Heterosexual,Non-Veteran,D,-136.68533979960353,B,95.11712432885308,68.38261142182662,138.3149401000052,-86.02568534452732,-12.054288528434006,175.29972397241974,C,C,C,-95.06383745583517,E,-129.5887417439681,-75.61692713186822,1
Female,Hindu,Other,Veteran,E,-90.60160038246394,A,73.60148232425219,-168.4120328376459,-24.356072949888155,-34.96852528813917,173.8971622366609,52.35151421050169,C,C,C,79.97958094427783,D,-17.447741104019045,-58.01142848359382,0
M,None,Heterosexual,Veteran,C,38.14345374318995,B,-79.87582838690376,0.5802785274766926,63.78491291651973,167.64943344857718,-154.20831233215748,-15.911155138990129,C,C,A,-36.88891578871666,D,123.89832230461747,-21.52654526760971,0
M,Muslim,Homosexual,Yes,E,-200.6222294102859,E,2.423804805183826,-45.7797711428633,0.9978169325448677,57.99808881317341,244.08626892397714,77.42455276526363,A,A,C,37.32174523620005,D,73.05857804708229,37.59659866435584,1
Other,Jewish,Bisexual,No,C,118.97515150172735,B,-102.02411227106309,142.47069121233193,-29.338528713340423,159.635218372205,-6.978553069993497,29.75287398697638,E,A,D,6.713553342849407,C,-168.599775876193,-143.5237252796844,0
F,None,Other,Veteran,C,-80.79295693491339,B,21.699612551445863,-87.1199460552204,-127.90533295464066,148.16953456774846,-115.0363526796008,-33.425617743670045,E,B,A,-50.88330429844592,C,-71.54151343853485,28.275572786102458,0
Female,Jewish,Homosexual,Non-Veteran,D,-38.29423063476279,D,-145.2949657305761,100.1708983569556,-31.468525382707803,-8.40076163114925,2.9905931850663854,-18.37303816899851,C,A,C,26.013460783452206,D,-136.04700369397415,-61.57292774658825,1
F,Muslim,Other,No,D,81.5764558801524,D,-61.34542670712063,-52.696049045169126,201.89769063670667,15.421058105777213,1.2588438910777582,-40.00032820329104,B,C,D,-34.428934217629724,D,-38.77853053719138,82.10294087174216,1
M,Hindu,Bisexual,No,E,41.263887691219765,C,113.9421648145191,-12.343042651004357,21.154201213100965,48.68600256649693,-234.00376567507752,114.59184096710385,D,B,D,-187.3703976831617,C,-139.24413742312694,-97.57855111260866,1
M,Hindu,Bisexual,Yes,D,2.3955347496522226,B,-79.76698074241362,-23.796556795385158,-97.60985570629109,124.02603175469918,40.33967735427601,-93.71089525730143,B,B,A,-101.53465703002078,B,-70.5734399337509,87.44152523544622,1
Non-binary,None,Homosexual,Veteran,A,49.5841772076947,A,-174.44730469136826,231.61722439221575,101.2679864566159,-173.55803377553244,161.78152508189996,-170.604687388078,C,B,E,-114.79318754111276,E,-270.0133544045976,-152.34573477113247,1
Male,Other,Heterosexual,No,D,135.03788860778025,C,-17.517226197083,-102.83377830362977,176.28840669982523,26.569943607242802,-75.2159499404309,-116.97740892753224,B,D,A,-197.91978246772138,A,-9.849100424750807,42.32151177135827,1
Other,Hindu,Other,Yes,A,42.031473334070064,C,-74.49582843989222,184.21392736757295,-11.13878436399773,22.882994220897405,-101.2206427568159,64.67937442113075,C,B,C,-121.14284616632204,B,-77.0386076547844,-32.02236201795826,0
Female,Hindu,Bisexual,Yes,E,-22.048896152776038,E,-135.62251080037117,-108.36895900881862,-1.4625042360434188,89.9260849526524,-7.25532086343206,101.1041066093313,D,B,E,-53.705362246477314,E,-21.305704955522607,-135.76980210354296,0
F,Buddhist,Other,Veteran,E,-32.257175339217284,C,120.88600390287398,-59.030771391453705,-89.91024072712116,-58.286028630269996,20.298146658710525,156.37327543876032,D,E,C,-179.9243096533014,B,-81.25812595240289,10.405739876214216,1
Other,Other,Other,Yes,A,47.38381551897737,B,-91.48110552479288,11.3751828966001,15.959150286121638,-112.78171049814094,62.25548008571762,144.38527376556885,B,E,C,-57.17783419127896,C,-71.43879732633278,75.72748274996925,0
F,None,Homosexual,Non-Veteran,D,63.08874806567722,D,-167.72762632711502,-3.5993233801872213,-165.42856746406835,-24.030509422065276,13.549865281957125,6.104542180340757,E,E,E,-55.24215599047195,B,-144.15672328966576,84.21420980756503,0
F,Muslim,Heterosexual,Veteran,D,-104.29582514279126,A,-2.0594916700479042,-68.53064187652326,22.88041484053747,-53.427618793210904,-43.23582061671498,-70.00226061866738,E,D,E,117.88490870361564,A,73.34698359989765,-36.64084526848635,1
Other,Buddhist,Other,No,E,38.371568019059005,B,202.5855733261464,-78.54777416157074,-94.5417885338204,83.48962488791084,81.40420007125756,34.64827812782166,E,A,D,-43.37178438292336,E,-76.209858691379,99.02778472862033,1
Male,Jewish,Other,No,C,-44.00180070058484,A,-39.00932164702739,-108.39009281795364,-54.565760785906626,38.42844479839007,0.11964138614652506,-118.05452240931177,D,C,C,-132.76376195890566,E,106.901575553623,112.18207449778852,1
Non-binary,Hindu,Other,Yes,B,51.1305878567597,C,50.12622383485492,-175.0046907491527,-106.53988222043806,135.53452641789946,9.806988590388006,-123.13771792999444,E,A,D,-15.842321125802917,B,207.6479288898738,47.73715012772133,1
Other,Muslim,Heterosexual,No,B,-97.86858573822114,B,155.37843715881135,-16.394262141325065,71.10417254244175,-4.631935159797932,19.267144254402158,-129.57842938245832,B,D,D,28.84413864117038,E,186.9690777304358,101.08038631357785,1
Female,None,Other,Non-Veteran,C,68.76044976099125,D,-123.47375650896477,80.7591597996054,67.7913280804611,126.90876420989454,-61.83484712759021,-27.617075568016503,D,A,D,57.59626783451962,E,25.06429650697851,105.07280094575158,1
Other,Christian,Bisexual,Non-Veteran,E,34.410518336510556,B,-49.52859153350984,157.787679923733,-33.3873814059608,83.61645045743248,-13.578447507361204,60.30908008101946,C,E,B,-170.77605244320978,C,174.49539025468863,-48.43436860375793,0
Other,Hindu,Other,Yes,A,-15.807481920095793,B,-4.503304816489241,-9.886035027723816,-10.169622914128299,154.61080567893407,-27.476668382168874,-87.29674080036912,C,C,C,-165.0882170746534,E,147.56333224455454,-6.9128647158760925,0
Other,Buddhist,Bisexual,Veteran,B,-42.44490406908752,B,221.31041560127588,-58.80944484414502,-60.74430562227722,-16.320598380503174,-17.15475879305687,74.31061452186727,B,A,B,34.0480333792026,D,81.83165807755925,-55.53977900788003,0
F,Jewish,Bisexual,Non-Veteran,A,89.39318450826998,A,111.4160644244205,45.22189360970365,90.02830622938993,-89.1810225989498,-62.044887867235445,-87.63777548647032,B,B,A,-108.95097749426712,B,103.59037803168553,173.34218614781238,1
Other,Hindu,Other,Yes,D,39.7325909798994,C,-40.963711666095534,98.61889132925157,-133.29573448978957,51.90522536958356,-42.76118792793045,60.060158242101444,C,A,D,64.73002299288123,B,100.88693570954783,126.78536985505093,0
Other,None,Homosexual,Yes,A,-124.44305814134297,A,-79.24845090856046,10.164844405363418,41.62218420289074,-65.72937579987969,-142.6699050676805,-71.54685354489455,C,E,D,-38.149496480045656,B,-180.37766412967613,95.072023429006,0
Non-binary,Christian,Heterosexual,Veteran,A,75.31773557712309,D,36.63045090119547,-148.42748607022276,11.185753212801677,50.62261745847384,92.54692752694152,-78.93272638343275,B,C,A,-49.25540245949864,C,-86.7298775424381,-275.7225644512156,1
M,Muslim,Heterosexual,Yes,D,-160.94939960701493,E,-66.17279118910935,100.74026453443561,-62.05265940394402,-132.15540691378112,-117.19409536160244,78.95222344202747,D,B,D,212.45855095627263,E,14.755130387068938,149.8977069258589,0
Non-binary,Hindu,Heterosexual,Non-Veteran,A,20.49612544501397,C,59.24693987861459,-35.421309073636344,222.7794623296209,-78.54950319000301,52.9133615492807,-70.72760889264545,B,D,A,-20.5450643787632,C,-275.3301335751537,-84.67048039884877,1
F,Hindu,Homosexual,Veteran,A,-80.73578280605958,D,-44.924505444008716,-134.50698034136553,61.015156187128994,78.32447373857056,51.81847943530651,-200.02852304677444,D,D,A,155.62602220982856,B,-22.60296131696352,-14.76912459911002,0
Non-binary,Hindu,Other,Yes,A,-6.755568748259769,A,-87.46407298484496,-81.47286842770743,113.81084389465317,-20.021555883882183,96.21052167933134,63.69641125731809,C,D,B,-136.15587620999878,A,-97.35560424743132,27.55180193126623,0
F,Hindu,Heterosexual,Veteran,A,51.48411017894606,E,-34.375138105985855,45.89442051638086,26.414784517306895,-37.66379872221483,109.11775833262763,-69.6724140361549,C,C,D,-219.36176638848076,C,-58.361965720054,22.226043991371995,0
Other,Hindu,Heterosexual,No,A,-42.591078481017426,C,-106.54802684048883,20.567820035599294,-96.55925726861557,-13.239068541976392,-46.66491652460473,134.0662625142253,D,E,E,-68.57354158785222,E,50.33961741986255,154.10709208595594,1
Other,Jewish,Bisexual,Yes,D,6.083251366152439,B,131.1855772072339,-65.80071645238678,-39.97682073777136,-23.353319750259068,19.66190026746823,-41.31724642576945,D,E,A,-57.29182363801893,A,33.111431579567096,98.74810105499886,0
Non-binary,Muslim,Homosexual,Veteran,E,2.826206194138306,A,-80.32988205027165,3.747905145379158,111.78661703806507,145.63807027912793,-159.1277982610498,-20.37927383373405,D,C,A,-126.89718342542842,D,72.3221464664217,-2.1335089861216594,0
