Veteran,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
No,Other,-133.10140988556287,C,-60.9966695297015,93.11164316636899,-4.185863810506686,-117.58592177191407,-34.32270543399735,200.0111707859849,1
Non-Veteran,Other,-97.82534317917491,C,-96.89334818561045,-193.52169634069145,26.408433612444526,90.37527707580433,-8.111180805273376,-52.51660355228963,1
Non-Veteran,Bisexual,-145.31231342007462,E,155.7909942295802,62.32394406163496,-23.169861928978552,10.00201252568248,-62.52864440490002,40.049338152881134,0
Yes,Homosexual,36.41843160448281,B,53.34361461791246,-145.81571222856718,60.419714790192,-167.16225525644487,29.880272497172474,-279.8022380479882,0
No,Homosexual,-38.09609770924375,B,-82.74199700705734,25.14705072829477,97.83015508025954,198.95552160790436,-14.536778160695837,-1.838371824600426,0
Non-Veteran,Heterosexual,157.98125218118267,E,74.71569014991546,-5.92348774313803,-30.7656730951073,13.217768561948192,-65.85036092193336,46.25831432993599,0
No,Other,110.68477479877012,E,89.87801000491716,-50.321605030541846,148.4593151778656,-148.41943486641318,196.37272805923175,-118.22810460798287,0
No,Homosexual,-171.72237310517102,A,-2.6956944810426027,-167.54934898636716,105.09774676735326,-20.842428634783335,122.36434180775684,-40.87881465511085,1
Non-Veteran,Other,106.80318014897681,A,41.33282480365648,47.59701706983842,-163.754176603536,36.15958167550138,-2.970368752987773,-142.71627692655352,1
Veteran,Homosexual,38.346822427672926,C,-12.728328191029112,-231.22593406319137,157.0397032675261,-91.28106967203345,76.67742383861213,-142.60615941602757,0
Non-Veteran,Other,91.32580374553217,B,-10.2845515475425,102.62996202671704,-96.29642215876328,114.03099787099671,147.6060698030794,67.22176098823101,0
Veteran,Heterosexual,47.754806122057644,A,202.09534658403996,-145.576643823379,77.51899310736798,154.46812109519482,103.46319061387143,-166.69782147711595,1
No,Homosexual,120.88952401176786,B,-101.53673518825394,-36.69363640044195,143.94898308873417,-166.3084376786282,39.31943275676984,-1.6544078587730593,1
Veteran,Heterosexual,-48.99879201045515,E,-307.3088079662675,-104.78982623826786,1.8339536628529989,84.24312395174212,107.50392530737449,-15.855718246730055,1
Yes,Other,-20.175541977667095,D,-4.936648176785428,120.45738903835921,25.725271146005298,51.72137423321666,-25.54086719978845,37.377991673865985,1
Non-Veteran,Heterosexual,55.406833331601305,C,-59.42315068744479,-43.112921541222185,58.41738263779289,-30.26338871762625,48.485370460449424,-84.87184561025505,1
Non-Veteran,Homosexual,149.45855369956703,A,-31.30576959139601,190.49224616671853,0.730329080922435,-12.368986341276383,-54.69255965160803,-58.027495617533454,0
Veteran,Heterosexual,86.8203914394746,B,-2.6871157440836875,249.72397062551997,145.40740217642053,66.32569991563535,-38.17535286833606,-2.1623674867692415,0
Yes,Other,-25.779782090306796,E,-103.84016306537906,28.051608539467725,-42.539051655234886,21.641829656065266,-168.34305808669882,-221.24357254598505,0
Yes,Bisexual,-103.95254619646062,B,150.426385230334,56.84239910243287,-126.32042129257502,114.99165806923372,176.07198593247668,21.53683396241544,0
Non-Veteran,Homosexual,142.74313433257035,A,39.28200038335692,-128.89245489320854,17.53685402068481,-51.466392838146746,-171.79795152258487,-229.82755065447762,1
No,Homosexual,-142.06924755741736,D,-22.5068613831782,8.327677796092779,-58.55508695226448,-80.45323711149138,-118.33464191052117,-110.98367292233719,1
Veteran,Homosexual,-65.43833037725781,A,-76.4798463050957,-106.11213612877073,-72.11758813119708,113.4901356162977,-220.72590518521474,54.41145501058483,0
No,Heterosexual,53.61490079605728,E,-85.74469186173843,103.4371114388185,40.215454117516046,-83.77493504921335,-23.309946732939267,10.897427609067323,1
Veteran,Bisexual,109.18748851370256,C,3.7294815842506246,-24.051686566657125,-37.042059703252754,30.72978499303064,-104.9532573627816,89.03161497570287,1
Veteran,Homosexual,9.674088672800494,C,37.9093887277982,207.24502191338541,-62.90335121795147,-186.11005966792956,-29.606987494647946,60.61556358739727,1
No,Heterosexual,-0.7200746116358564,C,71.7231578205942,-163.40155809979848,53.54480936290618,-14.723611644418572,115.75800855364078,-17.434773854660122,1
No,Other,-50.733751759673304,C,-39.89912131166161,-53.57498474330761,23.443608813409927,144.53890492349893,-53.368767012944495,-81.55015293545262,1
Yes,Homosexual,-128.3882643932296,C,-10.445494889881209,65.45491286077598,122.23967931306699,67.57625042080551,169.17681251546307,10.877056016130116,0
Veteran,Other,-126.27851263515129,C,-40.76660445187014,69.61007657604867,43.56328197048525,66.5978189825082,-181.86298867915977,-46.20161096868494,1
Veteran,Homosexual,-5.298160893629386,B,-29.201885702167846,13.302534003840606,34.475651709498685,-107.82735182152601,-139.33388714340867,4.723463241068836,1
No,Homosexual,134.63497792119935,A,-18.316412776624873,7.625469485561968,47.27129236532864,128.74054944876372,-5.980112406345053,-47.58946431903368,1
Veteran,Homosexual,158.55449053758556,D,-91.49508615914218,-63.34743871603594,30.53832841816756,20.967419036159253,108.0129306474091,93.9282595776092,1
Veteran,Bisexual,-21.502782525979335,E,41.955206123356845,41.512460532439704,3.0775842633610377,-163.99898512374122,-15.079385527959225,14.71256103081053,1
Yes,Homosexual,70.22071889821085,C,-61.88766485540417,-16.117808754005555,-11.296833983703076,104.83008305766381,-77.04545504375896,18.14469299636715,1
Non-Veteran,Other,78.28079545598607,C,-106.43998607643161,-143.7782371850336,-12.367622227647992,152.96644059476117,-120.52330117617352,-5.886735244273806,1
No,Heterosexual,-19.008709345640877,B,66.18040885234664,221.58652031264506,30.656383988853484,-27.1826622085893,-24.85679642118648,119.91726230560569,0
Non-Veteran,Homosexual,-235.27105589932273,C,-162.45562700862587,-63.57932310649379,-22.777234794615843,-92.0675939398907,-232.4687908717835,-124.1109792387078,1
No,Bisexual,-182.48470819838266,E,32.13003213351398,117.08292335567627,149.8414423833397,-199.165906614893,78.1945468656237,-80.95705770325685,1
Yes,Homosexual,85.41809370352603,E,100.31199688082215,108.49202557281532,-134.71338831625616,43.48568154467579,-79.73977776202197,38.99670173256068,0
Non-Veteran,Homosexual,-32.95124440221116,A,-40.72237902238812,-70.96665204420079,97.62430264331404,-92.37543244752617,-79.14237021685732,-207.85858892309653,1
Veteran,Heterosexual,199.93313395655613,C,-18.39481770332817,-204.28700805488603,-60.818033439304116,61.63992082777655,-40.090559006083545,162.5816758235573,1
Veteran,Bisexual,3.689900202929005,E,-69.01490233101333,-151.9966048190461,136.73250032674162,7.009780807677177,-57.32195029849642,-29.096355995930068,1
No,Other,-70.42576935529398,B,-196.15450349542775,120.33229469877227,13.164638000787729,15.819962140355367,-144.20589018827584,143.35788927071437,0
Veteran,Bisexual,92.28077303681091,A,91.21981854966708,-66.56043790574606,95.16052419685809,150.58688389432592,-76.06619148023596,62.35745500641472,0
Veteran,Bisexual,-143.11650623869113,E,106.18908794009837,-105.65973595436927,1.4730281976949817,73.71689618671329,13.628612780422076,29.511072665812797,1
Veteran,Bisexual,150.92288625653288,C,-75.56978702263847,-23.81653653072242,221.6800460639031,3.7833985386889277,-89.8982341860016,17.47623299127011,1
Veteran,Homosexual,103.18885899831159,E,-127.26627745751877,77.65636519484079,232.48550589199132,-154.1557387288628,-150.45185960974396,95.42461759516983,0
Yes,Heterosexual,104.38687078750249,D,84.99501230570829,40.75323259307157,133.15412816547322,23.41678508438868,-34.94050244168317,24.778890520628,1
No,Other,-109.05175485817541,D,-158.05949204563322,47.51278764967417,-10.396601091079932,16.131158285746963,-259.63986787879276,-69.2570420809977,0
No,Heterosexual,-34.44862952947683,E,-23.5298735591256,-21.00726993357267,-231.86178885443104,-94.02232446936561,39.43336792232224,171.45193711899728,1
Veteran,Other,-75.33535821483645,D,-208.78128724953783,28.310455968204767,-165.37400443391525,-97.17821452375159,92.34472005996382,-3.7024156573612945,1
Non-Veteran,Bisexual,101.57760246704024,E,-65.777922647604,-33.858805733117634,45.680176558076084,30.014112847474948,48.057585459106484,-62.59262550784504,1
Veteran,Homosexual,-10.801256571750699,A,-131.56209087893117,99.53901982854086,3.2439720067602797,97.41372644585223,-43.69553234730712,34.04601716191381,1
Non-Veteran,Homosexual,28.532947827909844,D,259.4823890869955,25.81630693801687,168.85051623936073,-188.60776870907574,149.3062092624176,2.192683754879809,0
No,Homosexual,63.7872601998689,C,99.9766188439691,16.985699290632468,-31.082902027570906,116.51592511927895,46.622863095916145,-133.57793306812346,0
No,Homosexual,-75.5058259144541,B,-90.11886817590316,-64.44728425392984,45.80723752056954,29.867142383645064,7.099919918672774,53.78385561537045,1
Yes,Homosexual,-4.708720837502704,E,-81.2676331459372,-33.31424395250878,-66.50976682532182,67.99011639193556,-119.35595202358465,-67.19140832199038,0
No,Heterosexual,-214.57708433148747,D,-79.7693457683404,-70.30764603641386,-148.20050441167643,-139.51545196779503,103.74715758554467,-80.497430306126,1
Yes,Homosexual,17.112295962733615,D,-157.0952260167187,-137.3672234970714,-18.80306087859149,59.83341332607608,-35.524301599349144,-2.5812032721956593,0
No,Homosexual,-49.09058999203386,B,-272.5384044137575,28.828896392181306,-32.99146736030657,73.15577744791312,103.36894602925841,-95.64554731443783,0
Yes,Bisexual,58.303951139017684,A,-112.34040053968855,-147.01567918247494,102.86844588688828,-139.41304193213094,-59.390886465709144,66.42208568358441,0
Veteran,Homosexual,-127.3576077714975,D,-144.22684564134286,53.4306654417278,-82.49581249115424,-167.208413643651,-116.40845445111525,127.55289004632728,0
Non-Veteran,Bisexual,-21.02445963236645,C,59.119531582972996,-175.22315470809102,-138.35367957140474,-60.90927809879511,-59.80827612173666,-73.45425245200614,1
No,Bisexual,-18.219554288273045,A,-57.67701929427499,-22.86011379042766,-187.23420071167175,-140.49860682276315,16.36474830347302,-23.743279822321476,0
Non-Veteran,Heterosexual,8.873438666382057,C,74.5983710371137,-53.16732707485053,56.249387507439586,-39.68704649069389,-77.67635641058897,-54.626176921894164,0
No,Homosexual,135.6531384744351,D,-110.63263274769217,26.064195000118335,-60.22310698333876,-52.3545770157563,-194.38012638673547,-84.69640479385546,0
Veteran,Other,-66.27329941030966,C,96.96414118133094,13.001597359734243,-69.86314762690876,100.10917075452201,-34.955714340649195,21.22417333029879,1
Veteran,Heterosexual,-23.576926088872536,C,3.0128751148399577,-168.49837441384045,-40.32876107644485,-0.6344586765069011,18.317196455153088,102.2829714866005,1
Veteran,Heterosexual,116.76841337051994,E,30.81068048955681,-12.526328742046863,-7.552622231938313,44.49676734075352,87.5962589068443,-65.32439545522578,0
Veteran,Heterosexual,22.58321134639238,A,-124.16320357362953,-87.66237408683378,46.555694080424345,29.523480337399775,91.48129489632102,9.953662889507752,0
Yes,Bisexual,-168.99248137899818,A,16.719796808173733,-29.509630653358265,-7.652647972144518,-17.917620440860997,120.26428267247937,12.370105888751556,0
Non-Veteran,Heterosexual,-154.66461797713222,D,20.40426011218432,-84.7488741092958,15.442388770715793,-43.24221232955557,-12.552521124171054,-80.5615682082711,1
Veteran,Heterosexual,-108.01124437233914,D,-34.39276122906179,21.42002046375693,-55.00942086720724,38.65598578135251,-68.08947118965796,37.189909515374836,1
No,Homosexual,-144.59951361713019,C,-62.92608207614627,-98.17725107306676,-144.00253695615882,10.846605893174246,43.98490540827545,20.68866656735398,1
No,Bisexual,181.3587342643496,A,127.97664575645756,-111.70199229408435,-87.22905011102648,-189.7960470252317,-132.30091700272928,-107.48552675212618,1
Non-Veteran,Other,-54.68990382413772,B,51.49819177240326,1.8271247354099205,-127.74701434183162,0.182016632698615,137.9838743621845,74.34321594602542,0
Non-Veteran,Homosexual,-25.675517504060576,A,-34.51069656658913,44.03175777711699,-21.930585215311467,-174.8713220886157,4.1297055012500286,-19.861976940221034,1
Non-Veteran,Heterosexual,98.15688309865205,C,51.99811702203336,-76.01790572250616,-63.71043078288253,194.41316314513045,156.40900544402712,-26.282393062851085,1
Veteran,Bisexual,-132.79722945505839,C,65.50334828606651,-30.513512374080015,66.58575536776465,114.16344006222002,-118.59986193800114,33.32392552628032,1
Non-Veteran,Other,-35.58052101871596,D,114.84805188373903,98.83149491468286,19.259738066961322,63.70991659433888,-57.44066340729076,-63.47555213718963,1
Veteran,Bisexual,90.79407052346274,D,-9.987589084082304,-142.99306076188776,11.89527692802944,-88.94231259912489,-122.41905406388258,-288.09421684485017,0
Non-Veteran,Bisexual,137.48351841673824,E,-8.220958652461965,11.658970572281904,5.3979713473954405,64.1028067910541,-113.76291457367407,-132.29776844789686,1
Yes,Homosexual,129.08341249144283,D,-98.59116658342447,-98.4018340224011,-157.0141025548379,188.48790502417862,-46.42541555074227,94.35252399748795,0
Yes,Homosexual,-0.47776252204222636,B,9.602721424243354,-20.574123695989762,45.53384123999596,-106.12764086753077,-72.5213653013582,58.466630610445215,1
Veteran,Bisexual,101.45622655714175,E,-19.11606502475538,-107.62795111934945,-129.9956678147788,43.35696066987488,-130.8026057481262,30.577673101512538,1
Veteran,Bisexual,128.85188266248937,D,-75.73109469474012,-141.91678931641567,-87.86397813167098,-35.57498934724118,-144.99545554236363,107.89200844463245,1
Veteran,Homosexual,-30.488490168007342,E,-158.35027836538828,53.50396555858568,-95.41657812240024,61.307869801764966,-40.85653535895101,94.08081112134428,1
Yes,Bisexual,-50.13113844046791,D,-17.27998677506654,-147.69292255651715,-180.29608226040625,-58.04892430163863,109.28143048230268,-54.48594623163068,1
Non-Veteran,Bisexual,25.39118272328284,E,-137.63862549606523,-56.925675626452666,-68.06489294308379,-44.44056159905554,-101.56720889497433,-72.5821859809559,0
No,Heterosexual,156.48109177840985,C,-102.578124699206,39.98858044567055,-172.6260399417378,-8.430593071836558,-20.983214865469662,-158.8112090751112,1
Non-Veteran,Heterosexual,78.58328322483608,E,-144.91918338271122,-1.0324022913817443,-14.999097794660477,83.44746651924795,-153.69205789746937,101.16329996896134,0
No,Bisexual,-73.73428789998965,D,21.639209514856088,12.504361669006952,-7.061635560184825,-215.8879944728894,74.56588599434646,60.09516177083978,0
Yes,Heterosexual,-137.2936405679494,C,-7.303143993552792,156.82470194129021,-142.1276628271233,-195.920964828306,9.228827284079541,-199.01025188169586,1
Yes,Heterosexual,-23.43031665712898,A,98.4941863359712,4.215709242727215,14.214217096674991,12.022570177169781,-167.10203205417022,-92.21324433598882,0
Non-Veteran,Heterosexual,-141.51245612403306,C,-45.015319818996126,-140.10049194829048,30.414547730703482,141.2513364205781,9.987307331580906,-18.999878475093332,1
Non-Veteran,Other,110.96751582741511,E,90.81270176976518,-7.998652416085804,-23.63996286870534,75.36013259570773,28.681758449910898,-101.53406695941709,1
No,Homosexual,46.451284003180824,C,-104.82501002895539,66.42778271207928,-29.74030361601092,-265.1573798043144,-26.839069994449556,-52.552478382348625,0
Yes,Bisexual,-79.29453334541364,E,47.273870311457465,-95.03172539498365,103.88779003551653,-73.46731425733319,-100.14350830894216,129.30661593564707,0
No,Bisexual,111.34103382435217,E,-13.350674134619933,-0.42125022047978056,-41.14061253054843,94.82861669500426,-111.23971823592218,-151.79256597025235,0
Veteran,Homosexual,-193.4551104023125,B,-79.61763654367728,25.268974538501965,-76.46874608750858,57.27280616243171,-8.729781104140095,43.86502177194792,0
Non-Veteran,Other,-106.43902897762649,E,-82.07319510645917,-0.35837554547128964,-27.284546479494022,6.71107773259503,70.17120741959246,106.4854859719048,1
Non-Veteran,Bisexual,82.160812148075,E,-118.5383670277216,105.81343612122494,157.3405031640391,4.128895756565005,59.26964174819324,-102.83579140640546,0
No,Heterosexual,114.9744791498058,A,31.635805342054734,111.0379460615158,64.18658473560993,149.3879240675326,89.09331566302556,160.48532015942635,1
No,Heterosexual,171.59581562377824,C,102.9155016323787,-75.07342439696504,2.7209135504663884,57.57202210631455,12.04977171394899,-31.028156761987052,0
No,Bisexual,42.762810489498335,D,-84.05954592809364,135.66717683631936,-157.19886580757935,-64.22803916162079,-40.90648961129425,-9.58426252458689,0
Yes,Other,-60.76844911299779,A,-64.75544627621265,82.80188558770337,-75.51942520191156,67.78023016074428,163.61386057343745,-17.50057457463791,1
Yes,Homosexual,-84.719722127012,D,9.463077765273114,184.45487295162442,-37.26711526944716,140.36455846921714,-138.66669940759363,-93.42132373365159,1
No,Homosexual,232.09870590396636,C,82.85899731669903,26.46097766166811,-13.658184797202475,190.94266676769558,92.39764455951914,-58.46038937187213,0
Non-Veteran,Other,-84.7818539911626,D,-128.67874463215236,62.01268689069836,57.08056945288392,70.41561067010261,-164.1795881112967,134.27411591939625,0
Yes,Other,161.57414040210853,B,-55.74192328434886,-80.32574869544679,-25.919761259354644,-119.00795037943688,-222.38471167427255,131.21638069608204,0
Non-Veteran,Other,-132.40044973697027,D,-7.721477225871432,-163.76898423255605,122.53733654500462,-74.68238666338284,-87.86585140592469,108.12059234550769,1
No,Other,-142.54920371839304,A,-15.455736745021692,44.73594802979173,151.10256321258802,-35.298640190895824,44.58984848442079,-29.589607446649417,0
Veteran,Other,224.38926899867596,D,186.1598904688653,249.59390472118437,-72.81389622840531,-24.59452534874445,54.18803754358781,80.57935728531113,0
Veteran,Heterosexual,37.14623914548718,A,81.9985403450168,55.412169654011066,43.35783971718183,171.43021908304476,-104.33105578716504,-69.33889323309413,0
Veteran,Homosexual,97.4937282997639,B,6.558169379406667,57.32079031062058,-40.55040079711843,32.10254393528027,41.71416091148016,-91.92933403486782,0
No,Other,-94.49767559170577,C,-70.8764083177868,66.71886069044662,4.315920889913408,-183.81975212168047,107.93248489350593,-198.26740876322606,1
No,Bisexual,-30.074585462292745,D,-14.028417100125864,7.612193358456038,37.7989300450208,-56.14076682059377,27.00587879312443,-120.12556644837993,1
Yes,Homosexual,-43.15685384289088,B,75.74189019684138,-215.9693010455523,105.70216000944093,-155.49938678041593,-125.29259333112839,26.820817866984868,0
Veteran,Bisexual,66.0475091588952,D,-54.44352636560835,-134.5007789826273,-88.46344714889474,-55.09910580435889,-160.33213539035592,-10.998364380668782,0
Yes,Heterosexual,46.85156270651097,E,-17.7445050620729,13.398672033611044,-156.95016658148307,76.24560787344248,221.056597757971,237.98240626138397,0
Veteran,Homosexual,63.74914576669145,C,-101.21267086952903,8.504849749713573,85.04429274747501,-101.08645997878081,5.435568648024963,-102.00683926932356,1
Non-Veteran,Other,95.87721479107104,D,-206.30882885076116,-120.06603257318031,-43.437506190725614,-43.28630559345412,-82.57687827299975,46.104635675311876,1
Non-Veteran,Bisexual,-39.68462266448567,C,39.64915206088676,124.18797767517711,-108.64306300733722,-158.4747143293451,-33.552451288837176,-47.592188483807455,0
Veteran,Bisexual,121.2454934883018,C,-77.63843806700608,163.8138044087375,-109.26383173438686,-100.711589691658,-78.98179349641757,-214.433775759363,1
Non-Veteran,Other,51.727721147959585,D,109.03343094888962,-19.76877472912455,-21.037464889983873,116.46487101925933,-77.08734754443434,63.95004002333704,1
Yes,Homosexual,19.638528542423828,D,-2.025298318593899,-119.92121099004245,79.1337075900453,-41.51305133047998,-101.73828608803773,132.23416387722546,0
Non-Veteran,Other,53.79207165252093,E,54.09562112604193,-155.07779771104836,-27.24773732706291,-149.35499081450627,117.05211840870562,-156.51151271102168,1
Yes,Heterosexual,13.360706305163076,B,-82.66748679188292,-142.45368807128938,-89.55095296190805,-182.75496406839713,-26.85377192939871,-79.52279544841275,1
Veteran,Homosexual,28.11171494634272,E,-37.72056368657712,-73.09991741523785,35.17248316076553,-148.30014281627288,40.14115392350613,39.718584431234426,0
Veteran,Bisexual,-127.43677730802649,D,-192.63529424235142,-92.11214206582413,13.958142254358524,7.255821748232052,-103.14971978489997,15.085541013664763,0
Yes,Homosexual,2.642324801602156,A,91.43274278298678,-42.947936933667734,-53.29948460178582,-45.691717277789344,62.89956608332391,-81.31292155971538,0
Non-Veteran,Heterosexual,205.79260147878205,E,-82.44653467695173,157.7510017864465,48.105820350837966,37.77272775845183,-82.14664711074303,-65.65565448303695,1
No,Other,-44.50167566738924,A,-194.11345711223274,-178.66454052250467,30.083224259638065,235.11623663408437,38.032383633431294,110.25667175542296,1
Yes,Bisexual,163.22627737600504,E,111.99463570131888,104.98667466925475,-177.51826666058489,-32.08000982549698,-20.273193464153554,-152.51919555752065,0
Yes,Heterosexual,-51.67669911284023,E,-121.20388885763604,-91.66574921980299,5.766441872982113,26.157461356740676,-100.68704992234497,20.22444018238913,0
Veteran,Bisexual,65.12139185647244,B,61.213471968315694,135.8528296937127,40.19287832985749,-234.5921502014797,35.52509725175012,43.76056636775395,0
No,Homosexual,71.63253989335139,A,-181.8954974445437,92.12251180457733,-54.25677730651836,-53.153679595094395,15.458713787895602,14.537505741721999,1
No,Bisexual,-54.07394118630757,C,-81.47444731123,32.48390987419064,60.762948974527234,-132.98789549280116,56.85935253511584,65.00840223434385,0
No,Homosexual,-60.293670828456726,D,-35.50010187632948,155.85008021191965,-27.82403087703343,-33.20425402885978,-63.04125533106658,-35.75878734261897,1
Non-Veteran,Homosexual,40.239348401416855,B,-3.906741101715469,5.42910369632009,31.599087522241813,-98.77661150566855,-16.717684692991615,-104.6314476716023,1
Veteran,Bisexual,-189.71719609633823,B,198.7492818372936,87.97541777300766,84.24655878404789,64.63654276818735,-107.45236367876862,25.73489399063159,1
No,Homosexual,140.11439720266213,E,-78.81497608366303,33.38159985241836,60.041747483261155,76.34798524019739,92.0720101217828,162.1372734725998,1
Yes,Homosexual,-65.80901308802622,C,-128.25851772822097,-241.27437017331093,-81.1364927461983,-77.57532935818091,10.374291995432518,191.72525531636845,0
Yes,Heterosexual,70.0121818446311,E,-110.09883904272439,-16.967196974932687,-42.815515557681685,21.12414602059742,-41.03173444531185,28.408333572751367,1
No,Bisexual,-150.9861899906677,C,169.60454840267673,13.667078475608523,-30.419167847974197,33.19483548695177,-51.61268899947436,-24.693415593985968,0
Veteran,Bisexual,118.14105308487892,C,-73.6193943414537,53.45425983424329,48.959535979013516,18.593543096447487,-142.74716228314165,-19.509912784541818,0
No,Heterosexual,-14.758708350543074,D,-98.71392094648904,-62.668251379328254,130.9528853594454,105.39052614047118,-162.43496015495134,-192.55578652291788,0
Non-Veteran,Bisexual,32.279814878810235,D,-99.94109820959282,-175.24354215559333,-150.0515325402989,-231.15258727002166,-212.66364985265267,29.11228048272083,1
Yes,Bisexual,-65.96357307419048,B,-122.21987300955233,-73.37399938453802,88.46130841102698,-53.669949107198754,90.02169655389342,143.30070860828238,1
Veteran,Other,173.61347810061554,E,81.67326048621807,30.110715803066995,273.84209050911375,24.709143873702637,161.26384329217512,6.952606450664691,0
Non-Veteran,Other,-121.84525937981216,B,50.04714952113355,43.98754560017689,121.04617068809644,8.740950526803772,19.527754408631147,2.223487178517243,1
Yes,Homosexual,-129.57412189021213,B,-98.82554195306048,187.49208769966972,51.05257213490448,-27.01312446068006,144.6883068221707,-24.921360573279426,1
No,Bisexual,65.900314949969,C,6.824168727010271,-110.10742919064877,14.372786461770282,22.667942082876102,40.01977535595208,-91.41778448469124,0
Veteran,Heterosexual,139.1389239018451,D,41.45788567791996,-43.80678014497528,-155.19457947161615,-105.49732167318963,-8.534329594883014,-52.61879390224647,0
No,Other,-30.864335991736297,E,70.76792384603678,-117.76580779088629,143.30753947326411,-164.07995708689774,-46.17520456603884,-33.68312908926877,0
No,Other,-50.58403944975049,B,24.35583136828714,88.1372702973509,-46.11679045382052,89.45547876201783,45.35950268239149,-56.39922872971229,0
No,Heterosexual,27.312583188337424,A,-165.73616387042995,-46.89782527437145,-124.52872525428702,-82.23487314102817,58.20311961194589,8.025155068997357,0
No,Heterosexual,-66.81727055415703,C,182.80729904312537,-183.41635870891912,-250.70530758351893,-76.91909008745212,-88.08364443703015,81.62994088926379,0
No,Bisexual,-84.24622787697179,C,184.3664088165742,58.058951187663844,121.62082855919039,68.89186317354222,-66.56798080079236,67.06206578346661,0
Non-Veteran,Bisexual,37.51656442012213,A,13.397139061667545,-63.5626818202544,43.09687284784043,22.84630093442446,108.13262735380226,184.81831247247663,1
Yes,Other,16.2916081374345,A,208.8019909422485,-93.95680473278026,-155.70671574102005,-111.49838690838112,2.756459997443797,109.23331864082463,1
Yes,Other,-12.400510818134503,B,73.90182638836687,57.77694134948547,227.37745566446907,-44.91679131684535,34.17858767321587,33.56706852844197,1
Non-Veteran,Heterosexual,46.099751686164645,E,-150.0702121904226,-87.37947154132698,20.387893459240118,-79.44411854993857,-27.372012040381943,-34.473966457033455,0
Yes,Other,44.85936156728277,D,83.49412463902685,98.41065959596888,-48.70417106806235,-125.06298898224229,-82.6318272804341,5.143449010860176,1
Yes,Other,-6.049692191684907,B,34.82463419046787,111.35139638064602,-318.92853620180216,74.22785260384605,-44.31965374881448,-30.97319051502096,0
Non-Veteran,Bisexual,-29.6798986632126,E,22.31035776050613,128.99727708527743,9.847486039383899,117.13144201091966,32.38764511546709,23.456262860278873,0
Veteran,Bisexual,81.36059386666183,A,218.42345555411745,93.12762531603943,-33.98910976372887,30.336533087792937,37.451962555207594,-54.486542110785955,0
Non-Veteran,Other,161.18822445579596,A,-19.275262274886366,109.50306917068266,6.18798845007602,103.07227317719725,43.35093404555276,-118.90992602537578,1
Non-Veteran,Homosexual,-72.86477353044206,B,56.41551309310934,176.02164714387754,38.74913822447877,25.190354141231396,169.01572189337537,-2.998383479416729,0
Veteran,Homosexual,-79.89830439762473,D,-165.31856503182132,5.477814243997379,-86.89917112908138,29.727011364506367,-21.982522626645586,-137.77988474954043,0
Non-Veteran,Heterosexual,127.85043094255258,C,178.02042425571068,180.6893126787721,-29.093299805794764,-102.99671396763388,-86.54012072658979,15.304098572769853,0
Non-Veteran,Heterosexual,-42.6691899836501,A,-166.52096493264926,-95.9045875174878,-164.25061379220017,-80.96914599618343,-26.748906044623983,178.03088051435458,1
No,Homosexual,37.358140863721715,D,120.31694610590915,-66.02050786962936,-103.71860083034825,-52.305859725430004,-208.9564995288793,-43.16036267964375,1
No,Other,-100.97163122733991,A,-49.16215954262863,-177.9047768023212,-49.25729961360307,-2.9678144352447267,-98.82923864481631,-69.89454800831811,1
Non-Veteran,Bisexual,-5.705834206147341,D,-58.79040482197201,106.43155454716431,87.55301536362514,122.16560888393843,-69.28329806927312,117.60137456752022,0
Non-Veteran,Heterosexual,77.17574359895099,C,20.84986602630667,-67.73672097331892,77.57564016613212,24.25665563436387,-126.57554196894687,-88.13987308476001,1
Yes,Homosexual,304.05623378513366,B,-212.06882482609274,46.069279673023075,45.55449683287977,111.0227599241906,143.84766256192285,-150.96492961480413,1
Yes,Other,-87.90617369304591,E,-179.30272168209788,-4.62590159113623,0.7837432867900354,-40.20183566172834,-28.82275107891452,-107.30065735566379,0
Yes,Homosexual,3.1372620727547873,A,-204.9129775656868,-42.320842800685185,89.88114995742345,26.60980413131461,-24.305249297956504,54.09402762001479,0
Non-Veteran,Bisexual,21.128657341280622,D,100.37318743249983,-16.680691927288574,48.485342728565456,78.42999732794031,-167.2861992542126,60.03973703168731,1
Yes,Other,13.015500200132065,E,54.226483166184124,60.52669697332214,-120.01866031503121,115.84358158760331,-85.5880188462633,73.08176592867987,1
Veteran,Homosexual,-54.52866449243644,E,165.5380852666914,-65.22091675364126,78.30757460464261,107.07299670505832,52.921453945839936,-115.69677857673699,1
Veteran,Heterosexual,46.27118948398958,B,161.54108563932175,-168.39414902103954,-38.34029399915277,2.0101868704036105,-95.53505867481206,14.348294429158544,0
No,Heterosexual,-30.295174833969813,A,106.21418221156462,109.15633291768359,-113.42050803982669,44.70780195259821,151.5147340113727,23.22959894463604,0
No,Bisexual,197.8568372576882,D,75.02826437321099,22.96724108919031,-109.13821967303686,215.32060752529367,-138.489799374354,-86.40661497527594,1
No,Bisexual,198.47356520161492,C,-5.814464308501583,-75.34984536233205,-98.84848863609037,-21.29974968226803,-49.14387229952595,-33.12643587744843,1
Yes,Homosexual,13.973973134598605,C,25.694963802200625,20.04436320391385,7.905413131200767,103.35533609018903,-29.009800626073922,-118.9417400211015,1
