AGE,military,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
68,No,No,E,208.8384754354393,-26.92619173002751,E,-241.46720586839228,A,B,D,-74.57770340187027,C,-66.33669775879217,B,A,E,0
36,No,Mental,C,32.49502545605917,7.0674118760049005,D,-26.64215276765349,D,E,D,66.15031020029232,E,67.70687875681703,B,B,A,1
64,No,No,D,53.10364775386811,39.95030715341395,E,123.35403191322871,E,E,D,64.73216305543369,D,-44.34114249125935,E,E,B,0
45,Yes,Physical,C,159.62012869574536,-219.34632311039533,C,92.57819688925609,D,E,B,-1.1231296251211336,C,-138.62774112295682,C,A,A,0
36,Yes,Both,E,-79.8744144314811,49.03589862033032,E,33.93820025616161,B,D,B,37.26671138974852,A,109.34815743846306,D,C,D,1
33,No,None,C,156.7699772070801,41.42825175578375,E,-84.1608873758325,B,C,B,8.454945587259198,C,-26.54512992656621,C,D,A,0
55,Yes,Physical,B,32.68432811533059,40.471116078001465,E,-52.430281049605995,D,E,B,-3.392189216918029,C,-47.90555215296269,C,B,A,1
45,Non-Veteran,Both,A,94.03147981588712,-87.58867896444752,D,-29.31794399247186,C,E,A,168.94460083724073,C,60.2461747993978,C,B,A,1
39,Yes,Yes,E,-30.676367624951332,221.12679601262806,E,79.88672504963004,C,D,A,96.11926035785723,D,36.69574224961751,C,E,D,1
43,Yes,Physical,E,1.3890745260657644,-206.8152584276196,D,117.91401376313948,A,C,A,-15.31814201964449,A,-10.968791883447281,C,A,C,1
27,Non-Veteran,None,E,145.35755363952003,-145.53492917160736,A,-130.66602138304688,D,B,E,145.02090861107737,C,26.4561728751392,E,C,D,1
62,Non-Veteran,Physical,C,-335.2716203190425,154.1944793200845,B,-69.3419388317623,B,E,B,2.5197881804269104,D,31.482673771704782,A,E,D,0
46,Yes,None,E,-138.16051585063676,10.787390636395674,A,5.391719936389194,D,D,C,30.181649944945672,A,-109.84926519024046,A,A,A,1
75,Non-Veteran,Both,C,-104.28387328807406,-103.4662629494562,E,28.222010397468832,C,B,D,15.399731740695286,E,68.48760732406447,C,D,E,0
24,Yes,Both,E,148.23371335383197,-146.92243471181405,A,167.06320797412545,C,C,B,93.92989094553657,C,175.71707703706892,D,C,B,0
36,Yes,Physical,C,30.205750680784988,66.89563074824214,E,-68.6924711500623,B,C,D,171.19219315289314,E,-43.956426020205,B,D,B,1
51,Yes,None,B,78.90090052617347,25.609545469720302,E,72.04321317367001,D,C,D,100.81685851095146,D,0.8121700682943864,B,B,A,0
66,Veteran,None,E,-89.99920659498756,57.11007968062707,B,72.28140056874871,C,B,A,-154.68190477343,B,-41.38670077005863,E,D,C,0
61,No,Mental,E,-8.967136427418744,4.564712860549881,E,-38.64458541914752,A,D,C,114.60143641515847,B,76.20062517424118,C,E,D,1
50,No,Both,E,42.145923010786376,84.27242461362322,C,37.24539959682689,A,C,E,-83.55358223805284,C,21.50867950922399,A,C,D,1
71,Non-Veteran,Physical,E,63.747934299605234,-241.90529934538128,C,50.35413987283535,E,D,C,-68.2941640338039,B,-112.3458757389494,E,C,B,1
50,No,Yes,E,42.028895712672316,-55.81629944344454,B,-45.36273558975989,D,C,D,152.01249962135705,B,-84.34494966012794,A,A,D,0
58,Veteran,Both,A,-47.36146348857036,243.12835057809076,C,48.56546359757331,A,E,C,-122.63203542881003,C,-30.583460184376786,B,D,D,0
21,Non-Veteran,Mental,A,126.10195951832578,25.86326616427861,E,101.32136129643834,A,E,D,20.949221311228737,B,-1.6369743682707372,D,D,C,1
22,No,Yes,D,-114.13268268513876,99.46247993641059,B,-13.817418683292892,A,D,A,-75.60624141239244,A,-135.64890134530503,A,B,A,0
58,No,Physical,C,77.90560103393564,-86.51683622959615,D,226.75726321276616,C,C,B,-70.04578193247605,B,26.91483885144214,A,E,E,1
45,Veteran,Both,D,20.646577081850396,-56.63438233402086,A,-38.65646083409761,C,B,A,-80.88948337402206,A,-32.834594156453704,E,A,A,0
19,Non-Veteran,Both,B,-57.099563117485566,43.29574153220271,E,-44.007732376077314,C,E,D,-144.22166584994918,A,-45.140075736598,A,C,B,0
54,Yes,Physical,E,28.921092156790433,-72.2870529027267,E,-68.4968344044264,B,D,E,-19.908563062157466,D,-5.629690358619851,A,E,E,0
61,Veteran,Both,A,30.46644844207313,61.67202879445421,C,6.635326589232088,D,E,C,-9.689394558199606,C,-104.50856495409029,C,C,C,0
63,Veteran,Mental,B,309.61959545681196,27.65349477244618,B,-114.85625056006121,C,C,A,-185.27805257317652,D,-37.29416704470094,B,B,D,1
60,Non-Veteran,None,E,-2.547494602986759,164.86805367740226,A,-59.508609685498925,C,D,D,113.69232247445578,A,-19.6853123576298,B,B,C,0
36,No,Mental,C,150.42353526390463,21.676857802661697,D,43.85875137929542,B,C,A,224.32691418079673,A,31.269684729603934,E,E,C,1
20,Non-Veteran,No,B,137.9566853669334,-39.76650781406997,D,-61.46566443989677,D,D,E,-8.778928754733057,E,-114.14682726164102,C,B,E,0
32,Yes,Yes,A,-34.47896725796042,-39.056440210138966,A,112.14937129584565,E,B,A,-109.94174595780184,C,-132.67455837270623,D,D,C,0
72,No,Physical,B,23.700467840624125,13.759191360936395,A,-111.60859223443158,A,C,E,-4.007138366637435,D,-71.67348438525477,C,A,A,0
28,No,Yes,D,47.54674881696766,178.79987384323982,B,-230.07546946820804,E,C,B,-7.682469288251468,E,-5.116790312291801,A,A,C,1
27,No,None,A,66.2380628194195,-14.41880427800768,C,24.422501167824315,B,D,B,-63.27113569242866,D,181.23304806411738,B,E,A,1
49,Non-Veteran,None,A,-119.99607026754163,-52.997416451673395,E,154.190375520778,A,C,B,-34.892926951202966,A,19.414565202528017,D,C,B,0
37,Veteran,Both,C,-34.90836133016229,16.067857855320504,C,-60.06384824225252,A,C,D,-196.42361605609034,B,95.15739219352261,E,A,D,0
31,Non-Veteran,Yes,E,-165.61203182801975,-64.66278281200326,A,32.580179723734666,E,E,B,71.02235632723065,C,-29.06801939973575,A,E,E,0
79,Non-Veteran,Both,D,173.12723615115945,63.95112200379947,A,146.33104795449475,A,D,C,-157.97932461984445,B,-89.65984176868689,C,C,B,0
61,No,Yes,D,46.216401769880825,-18.693982749492513,E,5.714624767470393,C,C,C,33.307480299598005,A,-192.50365380515376,D,D,D,1
44,Yes,Physical,D,-68.23305296484008,69.00958717942535,E,18.265920323592418,D,C,C,7.721006228052656,B,-125.8523550680559,B,A,D,1
19,Non-Veteran,None,A,-158.305313065993,-128.5988429996208,C,-20.218211450150562,C,B,A,-37.739066425613224,D,-13.81322096946778,D,B,E,0
35,No,No,A,-110.90642232589482,-132.83581643682462,E,-136.00629905782077,A,C,A,99.72475116556775,D,-52.5897625578357,A,C,E,0
48,Veteran,Yes,B,-58.15831809069613,-125.37125159199547,E,56.17448224496303,E,D,D,-100.17810019985671,B,-67.05359159731495,C,A,E,0
23,No,Mental,D,-168.16613262533153,113.26889242263596,B,235.1287428853765,E,E,A,92.73164340592423,C,118.65391362636883,C,E,C,0
65,No,Both,A,100.79525689178656,31.613657074195796,E,17.313656986315973,D,E,C,33.402111658952904,C,-48.94208907072001,D,C,C,1
77,No,Yes,B,-197.61753490385993,59.0323875538624,A,53.31582436693177,E,B,B,166.30030407359632,B,86.87372721152083,C,B,B,1
32,Veteran,Yes,C,-13.921594950091038,-3.5876501963073975,C,-13.392451876063353,B,D,D,178.8547635621592,C,-189.28875565074773,C,B,E,0
44,Yes,Both,D,-128.23152510418566,-42.063171841494636,A,-159.22505567241572,E,C,A,-166.74355362542806,D,84.41483342155374,B,D,E,1
25,No,None,A,74.4856222805533,109.70061727775293,E,73.6570361113019,E,E,D,-29.14753222841911,E,13.542656496773068,E,B,E,1
27,Yes,No,A,-203.91508631181904,21.69751551606715,D,136.05487257502858,C,C,A,-86.79157523609949,E,-97.45848076222251,C,B,D,1
47,Non-Veteran,No,A,-137.85948678710537,-19.582420500311752,B,-3.389711331080066,A,C,B,-36.304013000406556,E,116.36675983263956,A,D,C,0
76,Yes,None,A,217.8869165109882,-63.34632552874297,B,-50.133536296268865,A,E,D,84.42653853124469,B,-5.2677821667948095,B,C,D,1
50,Yes,Yes,C,-0.6457313626610621,-225.59606354822986,A,-4.554424359613115,B,E,C,66.40955448784747,A,18.016060087266855,A,B,C,1
35,No,Physical,E,90.3496966609834,184.45079059572043,B,11.00928134245716,D,C,D,-35.58619253306649,C,-110.07158663812275,E,E,E,0
42,Yes,None,B,-70.50918616782602,-116.12960240632108,C,2.976947554682657,A,D,D,-84.09876866155778,B,-66.38559963706065,D,A,A,1
39,Veteran,Both,E,113.45036022294927,-75.41392370985506,D,125.90753627160238,C,C,C,72.43550615103437,B,6.649094046004967,C,D,D,1
75,Veteran,Mental,E,5.490937696601635,14.058923282503292,E,-86.94868024167826,A,C,C,-61.130096009745806,B,-53.18137962405901,A,D,D,1
51,Non-Veteran,Yes,E,-122.05626805735955,103.77098194539616,D,-33.97663783535385,D,C,E,-137.99294285631717,A,32.88018782265251,B,D,C,0
35,Non-Veteran,No,D,23.209467861667473,-33.15838003089989,C,1.4065044856326692,A,E,B,45.16908985036012,B,-145.9689394878561,B,D,A,1
60,Non-Veteran,Both,D,97.17050268883827,45.068156003588754,C,-90.32274815431408,B,B,B,109.26002007383453,B,94.63305074976446,A,C,A,1
79,Yes,No,E,-169.88775953706917,11.66342968132956,B,5.781578549827314,A,C,B,-9.521594654251555,D,112.45472318270133,A,C,E,0
23,No,Both,E,-73.25271803330864,-155.90097159610832,A,-137.7194237316891,C,B,B,16.494378458080902,E,-114.874790196488,C,A,C,1
60,Yes,Physical,B,32.71049838590449,-51.84992480408348,E,-11.519554042610363,A,A,C,43.361151413332166,C,119.00952771256587,C,B,D,1
24,No,No,C,29.512425325124898,72.41986837394452,E,94.24457778790408,A,D,B,-9.295258849383062,D,-6.784916628391071,B,A,A,0
21,Yes,Yes,D,-121.57663196718049,-72.59839856585273,E,-25.061108889753914,D,D,D,-22.159958461665322,A,58.45331566383274,C,D,A,1
36,Veteran,Physical,A,-184.6001292355933,-139.8337897439105,C,-6.725528902217888,C,D,A,205.28759953299289,A,-13.065707093749188,A,C,E,1
78,Yes,Both,D,-33.40844024095784,5.65920637693107,B,40.62963259491627,D,D,B,141.6160955539271,A,8.466431328166673,B,A,B,0
34,Yes,Yes,A,151.04363941079467,-66.88351003252187,E,-20.60775121683972,A,A,E,44.78862604303392,C,-27.581678416188243,B,E,D,1
51,No,Yes,A,70.37734744279985,-53.26237137116837,A,-36.72947193259022,C,E,B,-81.63935214105874,B,-71.31679752574608,D,D,B,0
18,No,Mental,B,143.8050366097287,-65.95054161719156,A,-21.54076581347471,D,D,B,106.20072072144873,E,-27.058539734093003,A,E,A,1
43,Veteran,Physical,A,31.562250482399218,-58.070904533961375,E,52.26041221645536,C,E,E,-31.411942120213254,B,20.336552939738773,C,C,D,0
46,No,Both,B,-72.576535362934,-1.683940119058904,E,94.2250562602281,E,A,A,73.53030000424774,A,79.60626259412851,A,D,D,0
69,Veteran,Yes,D,-165.94613321723483,-31.86504490775984,E,22.767230696890664,C,C,C,121.29664989481135,B,141.7762835273381,D,A,D,0
45,Non-Veteran,Physical,A,42.633569420498276,-88.38996113997602,C,60.872126622997314,D,C,B,-319.95544725388106,E,14.345194054336128,C,E,E,0
45,Non-Veteran,Yes,E,-47.898877132995246,63.79693351134539,E,-64.07257727739449,C,A,B,107.09699497894374,B,45.30376992275308,E,D,E,1
39,Yes,Both,C,-9.727536448598118,-6.483938798723406,A,9.977937050138364,D,B,C,79.98016333711361,E,66.60122073505508,D,C,D,0
79,Non-Veteran,None,E,-144.94912455137631,-60.13587843634102,E,139.2314141397198,A,D,C,66.43888940754951,C,-21.233086804384456,E,A,C,0
29,Non-Veteran,No,A,66.39327388123873,-4.969576786868075,B,-24.318682093079467,A,E,B,28.00980905075227,E,93.18483309289131,C,B,C,0
73,No,Mental,D,23.013064177094172,118.36963735332522,C,-34.309691080118235,A,E,D,-143.08081599108485,A,-40.36295877767947,D,D,B,1
50,Non-Veteran,Both,B,-118.05893363656827,-113.6091193272375,E,136.25965417324517,C,D,B,-22.351561087395368,E,-151.79034423005794,D,A,A,1
28,Veteran,No,A,38.87092155906426,73.43159980124474,E,36.14052066723368,E,E,D,-73.5672159882548,D,-33.332020197237064,E,C,E,1
36,Non-Veteran,Both,B,-52.396258003804405,79.87407115229624,A,114.43267735716086,A,B,E,-63.0511847972945,E,34.03716476590869,E,A,C,0
37,No,Both,B,105.63947072455595,-144.6095873343743,D,107.82225880749128,E,C,B,-34.41468121551961,A,-121.7833680087547,B,E,A,0
24,Yes,Yes,E,33.30931046881926,-0.7345798193503535,E,60.375689291653956,D,D,C,15.272798623168216,A,228.53158933580792,C,E,A,0
31,Veteran,Mental,B,-15.647575598107416,81.21509082719574,A,80.56414716799817,D,C,A,-59.35341464023236,A,-56.08926576226364,E,C,E,1
41,Veteran,Mental,C,-23.591398743311427,17.353173264963,C,-225.0759364690634,D,D,E,89.3753558402135,C,-85.9276779855565,B,A,D,1
37,Veteran,No,A,-66.61127733480603,143.92794586492658,D,23.41377210157726,A,C,A,-19.357725253290933,E,-79.89219670527802,C,E,E,0
45,Yes,No,E,69.41968186438459,-185.41684841257216,C,17.276490354393054,E,B,A,-45.386773538287486,D,6.889389335481715,E,C,A,1
34,Yes,None,E,57.92710675188653,-113.70026011290373,A,58.75602713891539,B,E,C,-83.40841077246182,C,254.62789605788208,D,E,B,0
72,Yes,Physical,C,43.724657461410246,138.09484898910162,B,-59.02967998075786,C,B,B,-110.30596660299872,A,16.955529394720497,C,D,E,1
74,No,Both,D,76.8590479596566,-79.38305357187333,D,-56.361053701177234,C,E,A,-44.72228299160281,B,63.69952446039133,C,D,E,0
25,No,Mental,B,-120.15959203821458,71.0961132781794,D,-119.44827690004726,E,B,C,-182.10583141843338,D,85.06514446069076,C,B,E,1
65,Yes,None,C,5.835124730237193,-84.90412363853234,A,-43.35102563114517,C,B,B,150.67677388467646,E,-18.50699654433007,C,E,E,0
42,Yes,Mental,E,-209.25583324585241,-46.36396821449669,B,-13.715928897495635,D,E,E,-63.8035488799504,A,-58.54640812768784,D,E,D,1
52,Yes,Physical,B,-202.48749615337607,-11.669557387175358,C,30.260856462120223,B,A,D,-7.1068562804252275,B,-21.01166930844297,B,B,C,0
40,Yes,None,D,46.294128286176964,-20.579776385493822,D,112.31626811650077,D,E,C,67.56659102102435,B,3.5778867290854026,E,D,D,0
52,No,Physical,B,-239.2169915240441,-44.197938471953556,D,-14.794113971324588,C,E,B,-32.850465777977014,A,-40.438011989563115,B,D,A,1
50,No,Physical,C,-95.61828993924657,31.49357874398439,E,175.92876492344934,C,A,D,13.89666683401621,B,-115.97221926946462,B,A,D,1
32,Non-Veteran,Mental,A,51.09681814865107,67.29661423172907,D,40.286039836455565,E,C,A,-59.23600630020876,E,6.8977763557341465,D,C,B,1
30,Non-Veteran,Physical,A,-7.329143664355217,85.86477317887747,C,46.000739097136766,C,C,C,7.8892741492307845,A,58.98081533005309,C,E,C,0
38,No,No,D,32.651040522747024,-30.208048035796065,A,23.657491666820135,E,D,D,-94.97785743196533,A,-126.88376474701242,D,E,D,1
55,No,Physical,D,196.6837107064054,25.235373231584212,E,-56.32538377582789,D,D,A,7.174529076795921,E,13.954709180013195,D,E,A,1
25,Yes,No,C,-153.21147074610047,25.588363850401585,C,30.12150277172192,C,C,D,5.82028539983761,A,19.280731788923248,B,D,C,1
52,Veteran,Both,C,-133.08673248182038,-154.92996321587893,E,-127.4346269959226,E,C,D,0.607223401056451,B,99.8744794808169,D,D,D,0
33,Veteran,Physical,D,166.55718852084323,-50.87565917887626,B,129.23981026903627,E,E,E,-33.17738314264597,D,68.1821817620166,E,B,B,0
73,Veteran,Yes,C,-71.88193611393797,-93.1389549165926,E,-113.24085763993257,C,B,D,22.043828238455614,D,-20.716574534614853,E,E,D,1
25,No,Mental,C,136.36288940087587,-122.35312688744176,C,172.66996418289563,D,C,D,-55.32476433136186,B,68.09580434137291,E,E,A,1
28,Non-Veteran,No,E,-27.122454748653652,14.637066465548157,E,77.71915714108162,E,A,E,99.30375396494944,D,7.075381660075649,C,D,D,1
33,Veteran,Physical,B,-83.25812707825379,189.24760836259867,B,114.01511736931604,E,B,D,-67.69462877053606,A,-84.80770222880504,E,B,E,0
50,No,Both,E,80.76258309516669,10.174394873986458,D,-67.8031121408392,E,B,C,-60.61534112751706,B,95.90349723755374,E,E,B,1
21,Yes,Both,B,58.99635051821114,1.4844800317254394,C,-128.04744563905263,C,C,A,105.64125927420238,E,56.42814926523779,E,D,B,0
36,Yes,Mental,A,-210.93385241393236,-117.24190173487754,B,19.986061805218696,D,D,E,-26.75540581267861,A,-41.31260812691097,C,A,B,1
57,No,No,A,214.07524409495375,23.459181269781887,D,52.35217592379836,B,E,A,-151.12972981389524,D,-201.41391359161167,B,C,D,1
48,Veteran,Physical,E,124.47348666181684,-53.59767177496258,D,-151.69229099478207,D,D,E,-78.16628412780375,E,-109.56071603142948,D,E,A,0
43,Non-Veteran,Yes,E,20.517157073957645,54.2149791419229,E,-14.088632730248998,A,C,B,72.32074645420913,D,-34.949416855787845,B,D,B,0
23,Veteran,No,C,-0.06748589868590485,-37.38877766713595,E,68.42917771499455,C,D,E,3.074177474386622,C,1.378082112504247,A,D,C,1
37,Non-Veteran,Physical,C,-2.928532565894164,-79.39946488582108,E,60.187378199297704,E,D,B,105.48063743860175,A,295.10214935346823,A,D,A,0
46,Non-Veteran,Yes,C,25.12079648193112,37.53182700752832,A,-96.07810708298143,A,C,B,20.00102173723767,E,-119.38446734673995,B,D,C,1
54,Non-Veteran,No,C,-55.80230027155382,14.999274371045109,A,-9.157432680253168,B,E,A,-8.440638156695837,D,-52.64139792474203,D,A,A,1
56,Veteran,Both,E,-30.134488506354533,-109.56395926455464,B,-44.34935283111584,B,B,D,-90.5783306082504,E,-56.20853032401367,E,D,C,0
60,No,Physical,C,12.9792660922907,126.14917580914344,A,6.89620777357174,D,C,A,72.81461628441375,D,46.45521992948544,D,A,B,0
47,Veteran,Both,E,133.55706008530845,-93.25816563458758,B,12.063820625340167,A,A,C,181.13218026920399,A,49.98567907077177,A,D,B,0
61,Non-Veteran,None,B,179.88301747773124,-19.56493699820239,E,-39.98876487889108,B,B,C,44.11814808471443,D,78.49384565432263,B,E,D,1
63,No,Physical,C,-18.384253584258822,-35.1096100950169,E,139.10590053531882,A,E,D,-37.316515635315284,A,41.57122782269303,B,D,D,1
21,Yes,None,B,88.0105591584856,-2.8370289089645095,C,-24.996157698398054,D,D,A,-80.0077563500054,A,-29.439469585691008,B,C,A,1
37,Veteran,Both,B,24.628154892723696,-165.6980468214232,E,-30.491521443481272,D,E,A,109.49127024087477,E,34.14634925072495,B,D,A,0
78,Yes,Physical,B,-19.63406974115694,71.15618414853346,D,15.713217441659877,D,D,E,-31.193327736270536,A,-118.72833254228932,D,A,A,1
38,Non-Veteran,Both,D,-98.46283616912848,111.00385662437253,E,4.214760204684125,D,E,A,120.9729949464184,C,-100.6915483227014,D,D,C,0
24,Veteran,None,D,38.59689729553036,-61.505512985441825,E,115.608120808495,C,C,E,37.87295529647997,A,110.82588628885641,A,C,B,1
57,Non-Veteran,No,A,-12.479769576879123,-53.69086639559426,A,-211.2946216763541,A,D,B,30.178525088563322,C,189.33267883075715,E,A,E,0
38,No,No,D,20.720431375940034,13.812948380582124,A,52.45715105926646,C,A,B,-51.37744916858441,D,-66.11992015890591,E,C,A,0
64,Non-Veteran,Both,E,112.4132326623073,-67.15449578623345,C,121.60234156995809,B,A,A,5.059199990748078,B,-105.3446196580535,E,C,E,0
78,No,Physical,A,-7.544851442551562,-17.99901442881692,D,-26.959639155548697,E,E,A,70.45527538190957,E,235.32687238083804,A,E,A,0
74,Veteran,Physical,B,34.561821259431674,-190.99373244089938,B,204.86637307659993,C,A,C,-161.99883399834565,C,35.41042996603156,B,D,B,1
55,No,Physical,B,51.93110263013967,-99.09718164434216,B,17.979750256695013,C,D,C,169.73920219703697,B,-55.91999012628063,D,A,D,0
74,Non-Veteran,Mental,E,-107.31764830922788,14.911589061194425,E,-62.86937943330121,E,C,C,11.556322227102896,A,-68.35680256402223,A,D,D,1
48,No,Mental,E,25.040822713264628,16.112566749309316,C,2.967328241344344,C,E,C,58.03111437854525,D,14.49085270115266,E,C,D,1
69,Yes,None,C,-108.90299597380387,-194.78742742766735,C,30.377735473436584,E,A,B,49.96923950108658,A,-54.94693881689832,D,E,D,0
36,Veteran,Both,A,208.3599804306346,7.1906878121121505,C,237.2493543537875,D,D,C,53.270096094856356,A,146.73962283593417,C,D,E,1
36,No,Physical,E,-94.64496354261026,73.47003932084867,A,104.27264857639524,A,D,B,-51.556453060667096,D,-69.330577773111,A,C,A,0
43,No,None,A,124.09478536737717,-53.89210553842825,C,-102.98290439569489,E,D,A,-37.18036896457019,E,-39.94155053559019,D,B,B,0
61,Non-Veteran,Yes,D,22.288567762203627,-199.6150266957474,B,-98.0276224478354,D,B,D,115.10239479083593,C,-29.378582181149394,A,A,D,0
40,Yes,Mental,E,-49.391667279716636,-63.17690103342852,C,-129.18920174567774,C,D,E,40.34476900301867,E,-58.91252963181602,B,E,D,0
40,Yes,Yes,A,103.87909883617266,109.49602151554612,E,101.41951111472277,E,D,D,-27.65601118575189,C,162.88254044203276,D,D,B,1
45,Veteran,Physical,D,-178.75521371201415,53.39947925330488,E,192.5073869423324,C,B,D,-146.93394846889072,A,-96.0463080049027,A,A,E,0
47,Veteran,Physical,C,65.2364964483958,-31.502603822300863,B,38.44907314961775,D,D,B,-100.09733257218481,B,-43.7342654302077,A,A,A,1
42,Non-Veteran,None,B,-53.22524237037397,93.26649415717853,D,-55.77829731980457,C,B,D,-67.1015990964295,B,-78.03688174650253,D,B,E,1
38,Non-Veteran,No,D,-117.18619030199615,-54.40976449538375,E,155.22700595524074,E,E,E,17.0125262486849,A,-48.18640249404332,B,A,A,1
50,Veteran,Physical,C,-58.03574424693608,23.049526654076196,B,27.349048682044085,D,D,B,-112.13732104828918,B,23.142804386568113,B,E,D,0
79,Veteran,No,C,-61.28110313414239,-154.6845938287862,E,-152.5010547270622,A,B,B,-16.988188920237963,E,123.06710723034426,D,C,B,1
53,Veteran,Mental,B,51.912209304582305,-81.51955923103729,E,-118.8333756752793,A,E,C,131.92929091752467,D,128.1579890816533,B,D,D,1
33,Veteran,None,C,148.64533841953966,-28.942329117174054,B,-45.48974586493096,E,C,D,-8.294844864573518,D,-21.811381111497884,C,C,E,1
23,Non-Veteran,Yes,A,33.643885338180745,99.32792875620174,E,-126.43817512409375,C,C,E,-114.49267813956156,C,142.36990723419996,C,A,A,0
30,Veteran,No,A,22.57240765278513,46.407653592030364,A,-127.00960421199837,B,D,B,-109.04770962932038,C,-77.63586967738652,C,D,C,0
21,Yes,Yes,B,-5.752469452844086,8.49667715513109,C,-94.57280755051121,E,C,D,35.678496090910386,E,42.630860173540505,B,E,A,1
51,Yes,No,C,-39.376724168713466,18.806630140958173,B,-28.422999643641262,E,E,A,-77.86620020253467,B,7.2930543229659,B,B,C,1
24,Yes,Both,B,-114.38683797830693,-122.61506166396717,A,92.01832399993971,E,E,D,-30.453950314976836,D,14.266870532817807,E,E,E,0
25,Veteran,Yes,A,121.10178563435166,40.373121309863485,E,-62.9430745003161,E,D,C,-180.91493743826737,D,173.77256050797445,D,B,E,0
25,No,No,B,57.95086216484502,67.20827707292086,D,220.0682383828886,E,A,C,-52.70793466228408,C,85.79522311602251,E,B,C,1
71,Non-Veteran,Physical,C,-129.71783942078554,-39.87290390848406,B,-131.10236120896096,E,A,B,75.38619465290746,A,-152.9221065130149,B,E,A,0
45,Yes,None,A,28.215889003908888,98.3319983496097,E,-55.23790748341752,B,A,E,-67.114035811272,C,71.93721753069917,B,A,E,1
32,No,Physical,A,-76.145253015419,96.24107233653008,A,11.294017153491854,B,D,D,-149.48461694717327,A,-121.91810380273466,A,A,B,1
44,Yes,Mental,A,162.66251527842607,52.08133638683796,B,69.75210318490952,B,A,A,128.41927777373252,A,-183.80035626174794,A,E,D,0
60,Non-Veteran,No,B,-35.6452439299202,50.42844858167298,A,6.801664019089339,B,B,B,-91.84258468831408,C,9.52751635259544,B,A,A,1
43,No,Physical,E,-98.82254694220505,-103.37268547576943,A,34.575590573789036,B,C,C,90.6983519159123,A,68.2713754055455,A,C,A,1
26,Non-Veteran,Physical,D,49.51163267648225,80.66112254024412,B,-60.901920555771724,A,E,B,88.66382935954317,A,72.29280245841693,B,C,E,0
45,Veteran,Mental,B,-179.5875414124515,49.26089852033614,E,-104.59191065112572,D,A,E,72.56584917082586,E,296.402798890671,E,E,B,0
50,Veteran,Yes,A,11.988140702153572,178.62587101812832,B,-45.11060607346275,B,A,A,-4.536761012726802,A,25.35641826992695,D,E,D,0
78,No,No,E,5.251434758105733,0.7181563195063173,E,-208.11490858074623,A,C,E,-74.04019472786658,D,-5.984932542158333,E,E,B,1
40,No,None,B,139.8189033849748,-56.743904246681,B,-61.915324838219874,D,B,B,-39.35979810680186,B,134.97692231329503,B,C,C,1
62,Non-Veteran,Both,E,119.93219491754952,11.53461499094889,B,-159.55778667641255,B,E,E,104.68129147162195,B,-46.23728258934463,C,D,C,1
76,Veteran,Physical,E,-4.3687159711966,14.936245170493642,E,81.72347706736045,D,B,A,45.882930581006924,A,30.260374340851786,B,A,C,1
37,No,Mental,A,41.19683725311558,-40.20510916894021,B,-71.35389915420662,E,C,B,42.03271365849375,C,-37.406807199163985,A,A,A,0
44,Veteran,None,D,-73.0247249166219,141.3481071380682,A,-196.34897844201905,A,D,D,42.31271396234499,A,11.754367966960096,B,D,D,0
63,Veteran,Physical,B,28.748443624970083,-149.25636005301982,B,-1.3461338107164293,E,E,E,33.411709863370966,B,-241.09078580356012,E,E,B,0
63,Non-Veteran,Both,B,-28.325347747274126,76.6729176466949,E,121.87349655551189,C,B,A,37.11768389697144,C,-100.92740953360398,C,D,A,1
65,No,Mental,A,26.54820365490156,110.96552686613266,D,156.44777599152576,C,D,E,-66.00513769466522,A,-29.41818377452332,B,E,A,0
38,Veteran,No,B,101.34556176416882,101.6679408588592,B,174.45013937110795,E,E,D,-93.37728910129492,D,-23.986684271051715,B,E,E,0
30,Non-Veteran,No,D,125.35984796156828,16.402468910746173,A,-16.791721014106564,C,A,D,60.171488258727024,E,75.2106868049123,C,A,B,0
63,Yes,Physical,A,-95.77503041395651,15.081218724775574,E,-120.89156728090174,A,E,B,-97.29227482902901,E,128.61755713662382,D,A,A,1
54,No,Mental,E,7.745540289893733,-46.92350148970918,C,-136.0035063981037,C,D,D,-84.93862792717934,E,16.598939390631777,C,C,D,0
20,Non-Veteran,Yes,A,8.271999927033589,-67.03578870378567,A,27.625687820240643,D,B,C,-21.350346014601946,D,39.69020419908168,B,B,C,0
36,No,None,E,68.469631084053,-104.8945980730492,A,65.03005292439737,B,E,D,115.32137409009819,B,179.4240999447235,D,B,E,0
77,Non-Veteran,Yes,C,116.21573849631818,77.45829259653415,B,-71.56380039828137,A,B,B,60.17723227102438,B,91.80419277301714,C,C,D,0
27,Non-Veteran,No,A,-77.09244203896492,-128.6627640688573,D,66.52287235188876,E,A,C,22.89893369485132,C,-161.451791424943,E,C,B,1
68,Yes,Yes,B,-17.827327093512967,187.40557580570615,E,-179.88888890318634,D,A,E,-307.1941897030905,B,115.65662904635514,B,E,E,0
28,Veteran,Mental,D,25.277194639796125,-50.03884305819971,C,-14.37309494677404,E,B,A,-87.54399423091044,D,150.03032597046203,C,E,B,0
18,Yes,No,E,-0.43294195505502747,38.58474999113112,C,68.71360552881585,D,B,D,-31.15855138751316,B,-17.575224384953835,C,B,B,1
