veteran,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
No,M,B,50.84377434206687,D,10.421528348036317,E,28.946118330947357,35.85181289286002,91.67496470464305,C,91.63896546280857,A,16.662803248149576,0
Yes,F,A,111.5672142682169,B,78.82938878382674,D,103.51935959092278,-27.13452623782193,-4.585844928638413,D,-226.24686790140652,C,-12.95499154477821,0
No,Female,C,-15.929144196997466,A,-93.73828468589352,D,-37.45870192303923,-205.5182926293371,52.18764419794778,E,-121.35024859770964,C,257.9817674025501,0
Yes,Other,A,51.365765082870084,D,-9.045108336649701,B,54.106071131356394,80.9207966895389,204.8491729025521,D,-26.73807000444524,C,-53.231978982956896,1
Non-Veteran,Other,C,12.386604933643323,B,78.27453449897939,B,-81.61209952878168,-199.75343518632548,-34.31386229881663,A,-90.91064866744627,E,50.212871834231045,1
Veteran,Non-binary,B,2.585245372159099,C,-23.78056530982107,B,152.5969503197259,48.92928169924238,73.27603581831428,A,54.27505008657225,A,-68.88484925519231,0
Yes,Female,E,-28.58176783342725,C,-11.55156975415879,E,127.82574953301193,-114.05386842766919,-39.36830357721621,A,233.3342509844001,A,49.25615706242676,1
Yes,M,A,110.28747686006619,E,-112.3931702620176,E,179.38067178724773,31.440814954395886,-63.91086511524322,A,-101.73582802268153,D,123.16586624894607,0
Veteran,Female,C,86.97276458576611,C,98.66560924687995,D,19.484253676969615,-88.41827272904953,61.27504340853399,C,-172.0733427270626,B,61.30719618144608,0
Yes,Other,A,-1.1217457318187711,D,-111.34981844445973,A,-21.37200731265369,-42.49595714548984,-127.60194330883235,B,42.775241140144985,E,-17.2491679911492,0
Non-Veteran,Non-binary,B,-132.1471915030914,B,57.679223732397155,E,159.66945885882978,81.83156090443849,-28.199863012026476,B,11.430876054281953,C,142.91734089901692,0
No,M,B,-177.55971116749976,E,64.26609656713167,E,27.650350084765414,122.08287392975392,-37.670835497232105,B,53.75007745180002,A,-59.47261284210863,1
Veteran,M,A,31.453157239296857,B,-92.0362614897548,A,34.56825156665823,-29.508569767169668,121.30215115925083,B,41.006171615498424,A,176.51977767235104,1
Yes,M,D,31.815497943361095,C,-36.873188661808456,B,-204.10865005924794,111.40043591845905,-40.503129958417766,A,-73.61107738249385,B,-76.77914144676178,1
Yes,Female,A,74.64043781855453,C,-234.15338917631124,D,-92.7516260390812,80.21178967940621,132.22063485946848,D,-163.22101847615994,A,-55.77139588543246,1
Non-Veteran,Non-binary,B,123.01924564496385,A,50.956401820200014,E,-98.9549681026481,-9.645157979666184,-102.58834022414239,A,-228.94673383788185,E,50.29423782739889,1
Veteran,Non-binary,D,231.80981211085242,E,115.0433823570273,D,-20.210857958259272,-73.19825198257331,-42.99602747734149,A,114.99289412937989,B,-199.84086731432615,1
Non-Veteran,Other,A,-85.88894290852757,C,27.112117418517723,B,39.50371941980242,-51.145758338181494,10.503967275622278,A,104.49377531109461,D,-188.94047443031226,0
Non-Veteran,Other,B,30.37732832541145,E,68.97538609384861,C,102.93856768941613,18.118626567606693,175.10891567417764,E,108.992403540599,D,47.71879128601148,0
Veteran,Male,E,12.145270785231267,E,70.57013039887708,E,-50.59932840767423,6.054472025258751,112.32046608933672,E,32.62335159020803,E,111.6515820214367,1
No,Non-binary,B,-138.9063189108539,C,122.4663176923559,B,-108.36985051719392,-27.53144004286335,28.400152604106037,B,-82.76317654913376,E,3.8214360440309845,0
Non-Veteran,M,D,-78.56588146341804,E,-91.13186954008044,A,-90.36381362168436,-115.42282908682625,30.7438394234748,A,51.533232824824594,E,101.23198171597052,1
Yes,Non-binary,D,155.8741190688109,B,7.438623048361022,B,-225.72829754233163,-18.128358345290543,-26.355160302855445,C,-138.9970424059077,B,84.15789738422451,0
Yes,F,E,2.389458975859634,A,-120.09238559134133,D,-68.92146336382508,-140.42515669276796,-45.046041813652465,D,15.794812692569685,D,-129.90743337593548,0
No,M,C,-42.00267995958238,D,-85.34714801515324,B,-74.98484662320499,-37.38136739168237,190.35366779028226,E,153.6276560270681,C,91.28820231010143,0
Veteran,Male,B,73.79731728719202,B,-34.21315987045301,E,-23.939558247437326,-170.31920110500255,-137.22993314195645,E,104.44463405726884,C,-182.89787517063104,1
Veteran,F,A,173.59089411932007,C,-10.031770209132304,A,289.88363065910914,100.98104710357836,-209.5810479911771,D,-67.8252058857627,A,63.9587676067518,0
Veteran,Male,A,-82.27919792346226,E,21.467450707260085,C,-103.17437339592404,179.48340031362747,-178.53943286279443,C,-82.77363345223458,A,66.67352412538742,0
Non-Veteran,Female,D,-113.15485636220181,E,-143.05941515215056,E,-173.2047346009206,-148.1804253507599,-26.785451979446652,D,-17.889329419785252,C,-66.08613059146946,1
Yes,Female,D,-76.30425411392157,C,-8.7892030746841,C,86.26461440899322,6.512349209859379,57.20137375985052,D,148.93390909281757,B,-51.98190964496086,0
Yes,Female,D,34.2174242243635,A,-78.08636818364816,C,-84.8094222548623,7.549381432249688,-110.65924991865377,E,79.51116233475413,E,-43.31835613921854,1
No,Other,C,-129.44270346947505,C,159.3601659168396,E,-25.166029820688184,4.797558070604784,-53.21615840846404,B,-162.81948638145286,A,20.924804337910796,0
Non-Veteran,Non-binary,B,108.47439608198863,E,-54.82274207309865,C,-77.0401885154211,-19.821188424504587,39.83646038254749,A,52.90948871102036,A,-128.04220375475202,0
Yes,Other,E,110.42979976178977,D,-109.77762532520028,C,69.03795705277832,169.41107427993282,168.16462292798786,A,97.76988000396662,C,13.056250442935923,0
Non-Veteran,M,A,-97.9993542354035,A,-30.422331996163127,C,-48.03500624060991,-233.8146592104982,11.385289271690393,D,-134.74204275113308,E,-115.55275583359648,1
No,F,B,-16.091481029587566,B,63.87250544621963,E,-9.866540872458996,-34.621684983298074,-64.74257111698437,C,-67.97311197193278,C,-151.00995764958955,0
Yes,Non-binary,D,54.47966707474713,E,70.95628518979687,E,73.58786128927865,-88.2329460515579,-4.581452778894956,E,-7.344379080014186,A,22.763589276722666,1
No,Other,C,7.463208656150823,C,0.4322970970538801,B,80.71695687016052,-54.57333438972354,90.39709135409998,A,-31.622207681369414,B,-123.94348763943752,1
Veteran,M,B,32.07052531011914,A,37.73240593095474,C,173.87188579663766,-70.30745561429703,-22.210374251141676,E,16.235977421209252,A,84.46448696667387,1
No,Female,C,-67.35231895710116,D,141.81024667065424,D,81.98111863341413,45.27743577878879,87.87192406072754,D,74.78687633368808,A,-19.401132885676205,1
Veteran,M,A,-151.02482375560052,C,80.83114673152372,D,-138.1604285823301,22.107650734792944,-31.326727276091816,D,-54.25516151883046,B,-81.73884551007666,0
Veteran,F,E,48.19610386303732,B,-83.87183546994957,E,10.106417665184601,-51.462445675544764,-194.22404825300382,A,139.61029315776892,B,-126.89810493881414,1
Non-Veteran,Non-binary,C,-78.26625330526724,D,51.835021160950156,B,-74.35999680229,10.124936410296968,-5.863626783033768,B,-85.7363215533579,A,-28.7783492622943,1
No,Non-binary,D,123.69863746700918,C,-114.75893319974439,C,-15.32548362535705,-97.64438923762945,50.06973397862594,A,2.915482904514176,E,-175.3616837913109,0
No,Female,B,-118.33042913841803,D,52.13274042390251,E,-3.6113796755247707,149.60808477513942,-114.68618917397461,E,2.8655372181227103,D,7.777380159561706,0
Veteran,Non-binary,D,-65.06616082707028,A,7.152334221427992,D,-152.62282269495583,16.43436579404686,31.005072633638527,B,-59.77182348943552,C,-1.3724472478557088,1
No,Non-binary,D,-40.89057367103615,B,-138.6680614799905,E,121.16494738773827,130.0194202112998,62.96148465341129,E,-45.71253394672766,D,170.62979266970856,0
Non-Veteran,Non-binary,C,-71.47478081348207,E,-124.2894672350176,D,20.262277734760588,32.49228863941231,-60.76079048729785,A,-24.2012979450649,B,-30.571756257249234,1
Veteran,Other,D,55.33576569953937,C,-65.49808706612893,D,-25.60107031246732,2.855255535718873,-65.03553902953041,D,-74.50763605001562,B,16.90268692794229,1
Veteran,Other,D,-10.187316119888699,D,142.3353720171599,A,-62.879927291628924,4.175541536867308,211.65983757181226,A,18.236696854529924,B,-65.04367064442019,0
No,F,E,-73.62302361479173,A,-6.145202463693889,B,18.651492863272544,0.1700593829929949,36.95414614710355,A,-79.81596562625037,B,-17.16940167450111,1
Yes,F,E,199.3549006813837,E,-47.36483105484879,E,102.41464644099432,48.1835387379299,151.17570813712467,D,-180.09882198578765,D,28.417307995140472,1
Veteran,Non-binary,B,25.440289434143033,B,92.27323914508528,D,104.14239362494308,-19.10936588467488,-3.6226100025400796,D,-46.74495496450666,D,-44.27926893003158,1
Veteran,Female,D,-10.4629673173883,C,86.42875762734458,C,-45.185702922494144,58.3260722266189,4.168065960924384,D,-182.79886656932104,E,-77.5921571626258,1
No,Other,E,-7.721723448304889,C,-107.59194737939073,D,159.2637805044833,132.3265375592526,-64.60020983443839,B,83.70246217996228,C,6.952773546664686,0
No,M,E,-244.933861829626,B,159.66514375726481,B,127.19815612832804,41.40847226998655,-22.810849726255427,E,216.92294939423508,B,20.375803743635593,1
No,M,D,142.04596169837157,A,35.068978447251595,C,-1.9455974135902807,-1.7293070431577822,190.98145317031484,D,135.748815552954,A,-106.54607618525225,1
Veteran,Other,D,-74.03780100339678,D,-85.37212534765008,D,112.13551947743608,25.563302538797682,-6.176760097238523,B,72.1200686985891,D,-42.47958155422464,0
Non-Veteran,Other,E,-154.89557194810058,D,-32.132649812180695,E,-46.64401846385868,-137.79690432368955,-90.81720739782241,A,-112.2381219036133,D,230.07124975503754,0
Veteran,Female,D,-108.67218777040499,C,35.32704577305678,C,38.716081165271085,84.97695237449476,153.05580664382106,B,66.77134051439702,A,102.28235830937345,0
Yes,F,A,25.397219225688332,C,-87.24354270424344,D,140.8999760669587,104.66308172294765,-63.555819986995985,B,-62.00231993466016,E,-76.94836460350434,0
No,F,D,176.39434857640356,E,-59.03189803108978,A,31.080548138932578,126.90551405699084,-33.94380136125862,A,-51.6996783812389,A,-0.6089774352496762,0
No,F,E,-175.326299719388,C,-136.19625788651484,D,150.86730407628787,-9.005437465806814,2.986024024549902,B,36.37743492466316,A,82.27405375323032,0
Yes,Other,C,-22.48932583287692,C,-123.62698449013052,B,133.3308351777524,180.98382134531286,-26.096228204680354,C,-4.651723969630251,B,122.77075302740725,1
No,Non-binary,D,-20.176400521695363,A,36.494640127607184,A,66.59448798441441,6.014088421007554,-112.07852659214359,D,-76.33181456622397,D,-3.5899004397946186,0
No,M,C,-7.606662078888863,E,51.732866710598415,E,121.46979369005571,-48.71118708313642,156.71862385658483,E,-143.56495207174243,D,-82.86082007144496,0
Veteran,Male,C,-67.82142271237713,D,-119.65962422122705,A,85.13943560901967,0.7308171838758312,-0.02033604506080727,C,-50.29056055783311,E,132.5757640124988,0
Non-Veteran,Non-binary,D,124.08782207923814,D,-56.098965670051314,D,-136.24851408875682,-46.602063211080576,99.31300736091731,E,-11.686393240542634,E,67.94013222139738,1
Non-Veteran,Non-binary,E,141.75449774514064,D,-16.081927242250934,C,209.25961897539187,34.197269750942866,-77.23066540579691,E,70.0739420515712,E,-127.4631671446207,0
Yes,Male,C,-61.304250190270324,D,-65.17569299035215,D,-58.25890417961376,-148.9178706005076,-39.924425643373695,A,112.2598100079944,E,222.79394725998435,1
Non-Veteran,Non-binary,D,51.87589270209263,E,-51.235491222343576,B,110.97348630861663,16.59197132571448,-44.45295562925738,B,18.791866255440613,B,55.0596195448019,1
Non-Veteran,F,B,27.521446022366387,C,-67.87849437928782,D,-206.8382648970692,-116.99898231468728,38.84888642282334,A,56.28576112516443,A,-42.37616323388559,1
Yes,Non-binary,A,18.442186723310947,A,-216.06871353203525,A,32.78446402063733,-85.1362519542184,-114.16204167371843,B,-99.62875210264211,A,67.81733246403256,0
Non-Veteran,Non-binary,A,156.69286691009194,A,-105.66439092760018,C,79.99003299289684,102.49376190878579,-41.93250986048925,D,32.37394477130875,C,-92.91106788261658,1
Yes,Other,A,121.04352351725565,A,-66.5865322506309,E,-201.73791476892657,6.276168143018911,48.26049993968976,D,76.68854955235554,A,-114.83923201489408,0
Yes,F,A,-36.397407641944476,C,-91.87502803047124,C,-74.89635985267233,-61.082526931214296,-29.713105167684528,B,65.90752562325375,D,-155.1520314757437,0
Yes,Other,C,-29.578258193051216,D,108.50019558643183,A,38.645063657173075,-65.56979750836899,77.53479471034214,A,-77.90303855956947,C,-32.460325165906944,1
Yes,F,D,-26.65969052679202,C,110.63645226329368,A,-166.71173861083065,96.01778460348235,-137.67240712464613,C,-145.48061155669473,A,-67.54876867924511,1
No,M,A,-197.02310928565709,A,-132.9403496106073,A,-24.216183061791053,9.941943908756267,-215.77679393071043,D,153.78523095503223,B,20.34161185444313,1
Yes,Other,A,-219.59702469529486,D,20.055338964470817,B,-200.95514927788872,-115.25910188459747,-33.02759146222971,D,31.53122080550258,B,14.41911907715944,1
Non-Veteran,Other,B,104.2850793357179,A,50.57873765450095,B,-41.90420326500244,22.294057328877827,-41.98576569391053,B,-112.95205352009647,D,-223.51870170116027,0
Veteran,Female,D,139.71287991815285,E,120.45929988569557,C,-112.35304959760812,15.78697239606093,-82.02693578515073,D,-29.94422455035595,B,206.67975843905967,0
Non-Veteran,Non-binary,E,-6.304881635705646,C,92.53992099097769,D,135.3177352884985,89.96411619980177,-146.1716436919997,B,12.593319459361672,D,-30.678184506766804,1
Yes,F,E,58.64361272529516,D,-86.28357290598807,C,-96.7832492083117,-175.73310295999576,-104.35357315702379,D,22.61532196274813,E,18.496103682686797,1
Yes,Non-binary,C,172.8251441540923,C,47.99247648646311,B,-44.252831431021605,54.33418287518903,2.950528803258175,E,68.85759418558986,B,-43.697690306147834,0
No,Other,D,-99.37737351390655,D,81.5407251404031,D,-132.31378389713205,106.23554599947556,-23.667382867911087,B,46.098729717698475,C,-79.73386584769541,0
No,Non-binary,D,27.220545072414144,C,-82.25168127254949,C,-136.10692941484874,-35.02039641189992,-202.19654407024882,B,18.659041313956205,C,162.8109955771919,0
Non-Veteran,Other,D,0.9142293281001848,C,2.2043657631871643,A,126.6432905846931,-16.390117161770938,-35.523841715662336,C,142.2803278802334,B,-91.52923379178426,1
Veteran,Non-binary,E,-106.23194841724701,C,-22.57254052889619,C,102.88751627367444,3.3964803353321518,0.05425073515322313,B,97.88808338732535,B,40.314718822642426,1
Veteran,F,C,140.07714770932728,E,-28.332612262524968,E,-32.746113785309426,58.55594631373692,55.918336298393015,A,-4.421062332976415,C,-68.02816008501166,1
Yes,F,D,53.5715035935334,A,20.698363555086917,D,2.7871058539540394,-127.23267956281148,-153.10457430103614,D,-81.75362674069294,C,-52.58534895222363,1
No,Female,D,-43.18032160648058,A,-155.96362466991513,D,59.227552892393476,14.523345265451226,52.54865701841105,A,61.68230433302404,A,-41.53051691317638,1
Non-Veteran,Male,B,75.11818669942146,D,-117.68505353329131,C,-0.5390911764612787,72.50113735392694,168.46941586838471,D,-34.38922976950223,E,-239.26357786943063,0
Non-Veteran,F,C,41.84831189898682,A,62.39940696473971,D,-86.4531262918673,85.1930127884208,4.431938720292132,C,-63.20382683157436,C,-73.63607173496433,1
No,Male,E,158.50812264958847,C,102.66658558040203,C,-5.306050560730405,-50.54084556590232,2.7826474175886853,E,-80.6624201926453,E,-70.18397492935622,1
No,M,C,14.695440741751248,A,41.601880392160986,C,100.5960077741755,93.3032330697558,-69.29051600526381,D,-142.00874468612673,E,100.52678165715865,0
Yes,Non-binary,E,0.3488495386238047,E,-73.53802162609367,D,38.33985722206528,184.11883070598995,103.0027470908912,A,35.33840338833511,B,-25.548133122432283,0
Non-Veteran,Male,B,-6.708232881922458,A,-20.341838236881596,E,-84.115484278191,94.42571076188213,88.5827092673115,D,-98.01798091502354,D,-39.519903343712414,0
No,Male,E,53.86692647910082,A,63.4641842766703,C,-58.80963149202094,20.0347780058583,-136.65849566624712,B,176.79347987616265,C,47.064256095569625,0
Yes,Non-binary,A,-32.08288152307946,A,-44.829959449784354,C,138.11271778035857,18.715658404570508,11.38847426395162,D,-48.91634992937472,B,-156.2987697972427,0
Veteran,M,B,6.347729540452221,C,-74.85027833835507,E,-70.07160906350019,-6.533961715680374,-26.53426240758141,E,66.71358284988399,C,-159.4261522702054,1
Yes,F,B,-20.58824131072593,D,-80.05980203857939,E,192.23997066055924,-16.687095812230616,-118.04169072626343,A,-50.067015887738386,E,59.189301360242254,0
Yes,Female,C,-78.16967074061772,E,118.16685308865064,B,157.99717598610837,27.258564799695193,59.23516077734051,B,212.29581485695226,E,-15.560361892675957,1
Yes,Other,A,-184.00345495911498,C,43.313766842562885,D,-95.44642568685482,-42.70296914702331,-47.63854405275458,A,52.024498373404036,D,-99.2664289764696,0
Veteran,M,B,132.99558468400596,B,76.96999038805868,E,31.621242610810828,67.54896101694096,65.38410241773761,D,52.85221261082389,B,-34.527157210606816,1
Yes,Male,A,-82.07141848885577,E,-26.160248014132137,D,-102.94984855688365,127.72578204392889,-127.12935821778726,E,124.35992078946138,B,84.98801282004335,0
Veteran,Other,A,119.71595065844276,E,-108.8917717427974,D,23.81416630315422,48.96354325980158,-184.46106323247778,C,-49.545132663637695,C,69.09884097429271,1
Veteran,Non-binary,D,-9.40230970728131,B,10.30375983978906,C,-58.21061326291325,27.96750388510655,-16.8099302044237,D,93.41473772731294,C,-78.3847802329044,1
Yes,Male,D,-1.5655283531416364,D,-21.633857291899623,E,-266.1976457534837,-8.326329372234152,57.533575019557844,E,-114.47237842657572,A,-75.15143536652758,0
Veteran,F,A,5.400548102450227,C,-44.72042641242924,E,-28.758971318219327,-34.48583947391093,22.321493137617985,E,-154.7745586765815,B,15.86105073937678,0
No,Female,A,-158.3549833724082,B,-65.88893203727821,C,-34.56439700775163,107.88247805012723,-84.88647835070047,D,-38.83023227753454,E,-94.40704522013613,0
Veteran,M,E,113.1141617186417,B,57.57745060831431,B,156.77900428844072,-151.4961671647287,-141.00660917546492,C,-5.851611978723876,C,-138.2691485130535,1
Yes,M,D,-103.43332609875881,C,-89.04678899833326,D,56.81015051717202,34.06334484942513,-138.3132558578656,B,-273.929942601732,B,-3.9277594589829676,1
Non-Veteran,Female,B,107.26326945750537,C,-25.871562254707587,C,128.42101611789957,66.39858944935396,-30.680416882802277,A,0.5039191287120764,B,-12.022550890572079,0
Veteran,Male,C,78.02896125432727,C,4.5075116009419745,E,-3.461052515190261,-163.993255897921,25.07029240242869,D,-146.75368655849837,A,-59.70515313335104,1
Non-Veteran,Female,E,59.75626412534627,A,-94.40860750671722,C,61.455122922755265,-82.02951728354114,-105.99166564271326,C,29.648195942684314,A,114.65353439522747,1
Veteran,Female,C,-26.72294337253766,B,-62.57531538484451,C,-111.65361832062773,-45.53174862593643,84.18637296269556,B,160.11578454726094,A,-188.1423653523118,1
Yes,Male,E,75.53941977511217,D,31.31287128342734,D,25.826571474188746,16.553722144508278,7.8619594336310685,A,-99.45524482285958,B,-60.826537547854045,0
Yes,M,A,-81.82513379676868,C,-0.5209679022485842,D,-46.057857435998415,-139.34376649017878,-155.19495053868582,D,-14.257326960944953,D,236.73648985726547,0
No,M,E,-8.964953398834705,C,-138.97619754532678,A,86.5718641432173,27.793707436031763,9.923961380132395,C,-70.09606051239918,E,-2.918087547707403,0
Yes,F,D,180.36908669059147,B,167.70312012748568,E,-30.105885391589034,-18.247686394881132,162.9866124582899,C,46.55255208131113,D,55.679859239381656,0
Veteran,F,E,42.55034406409639,A,-246.55955992564157,E,-93.43098497513819,85.26268258173423,54.848833525144514,B,-68.3233170647118,C,85.39377545286132,1
Yes,Other,E,-123.02312671155684,B,131.56039455413352,C,53.73356024331242,35.234020046837045,8.07344359840467,E,62.45511597140343,E,-15.681459991734823,0
Non-Veteran,Non-binary,B,-46.08546499880178,B,-29.2302586825286,B,147.76491677078357,3.318153207145169,-125.42135265259682,D,-78.39290477070875,C,143.9204648054665,1
Non-Veteran,Male,A,21.023860597412618,E,-90.48046110134283,B,-119.61697922059625,-46.4177630167976,133.02377772181862,E,-84.96152695065888,A,-95.0274053563346,0
Veteran,Female,B,8.961259930041981,D,160.81705963787454,C,-3.825115042773063,74.29793514108829,-0.7120920765297328,E,-23.332367638752753,D,-40.38121323812833,1
Veteran,M,D,38.11409356488395,C,-202.25947918702101,E,-55.741783373750145,-50.20046313349829,32.98531058867997,D,17.14250483891536,D,17.334635684526884,0
Yes,F,A,-76.51309864221702,C,-28.02435579696862,E,66.01638652543629,-21.46115972390457,155.61663297887648,E,70.85922483210051,E,-147.95934641943612,1
Yes,Female,C,80.69690668893175,C,161.59356995081964,D,-90.25371133837604,-78.55022964979545,10.253336462711554,C,22.488533675928526,E,64.75002601642908,1
Veteran,Non-binary,E,-177.94642462627783,A,-99.32715255789378,B,78.66306840434211,126.27396853356132,57.9774561920528,D,5.861284128918665,A,116.03211413838099,0
Yes,Male,E,-96.25409927705658,E,-45.68171046384092,B,-36.62333426420269,-27.975246033556378,-141.42562253197443,E,2.0977509096078477,A,-106.65076451621064,1
Non-Veteran,Female,B,-220.35415249691548,B,-136.93249305011858,A,-77.72372788982001,-376.7031769248056,72.64512727867962,E,77.59463708849059,E,33.31133231516191,1
Veteran,Other,E,95.27745806286643,B,-9.850934160554955,D,-124.06552269206581,58.1582783935349,-56.83356495983909,C,116.07964343205177,C,54.88773061886896,0
Non-Veteran,M,E,202.22617684575573,B,-9.837887041150825,C,-2.819313592927031,67.39207763031845,-3.6559991758407016,A,-25.221667762442664,E,59.70195067292452,1
Veteran,M,C,-87.48049779141091,B,15.364784518966006,A,-28.68815443525244,199.8047442936414,-160.24831127019644,E,55.9877780485909,B,6.891105722944864,1
Veteran,M,A,7.662807806145612,E,168.11933276578702,D,92.14970100721277,-101.682251746348,98.74241823803244,D,-3.4497795839398058,E,-0.2903102949549716,0
Veteran,Male,A,-38.99818490841152,D,-79.66257147227509,C,118.16376625904587,4.253016559962284,-126.21101988791577,D,-16.220614541856694,B,-54.424530302226145,0
Non-Veteran,Other,D,6.759372648763376,D,-0.1565914302374212,D,-23.940245267161217,-23.560279576269437,-186.39922862923302,D,33.76682091078319,E,-109.24824923283845,0
No,M,B,83.55018126281456,C,-154.43680346214924,D,-1.7728291473462454,99.1308533864141,-33.415230619990446,A,18.83374320712135,B,195.3989632804121,0
Veteran,Male,B,47.317394517009944,B,52.835375009533614,C,-118.45880322873228,-84.24058596025242,-131.75282182914896,E,49.35907674005615,C,-62.66099242178166,1
Non-Veteran,Non-binary,B,158.63587332442,B,128.54996166174408,A,-149.8621189794512,27.98929781535139,-51.64094777755227,B,-68.21953450476613,A,92.05005696574248,1
Yes,Other,A,-62.01054796705311,A,-72.45639743041006,E,56.33067638652044,5.303637417551429,-113.54746984242179,A,-87.85241909165337,A,-15.030023282608251,0
Yes,Male,A,1.7287079926574849,C,62.22229535956869,E,-94.08145002806623,-105.52167572233778,110.82597376219583,A,168.42997496346808,A,14.0655980267902,0
Veteran,Female,B,-212.36599501584905,E,182.61845937130312,B,-59.984586190415435,159.36931412859548,241.02932721335551,C,-29.225323289968593,A,-131.12089425314966,1
No,Female,E,-5.111365661542638,A,-19.64385481230649,B,-1.3935431674650538,-52.658261276021236,-113.02987134191702,A,62.195482179787206,B,-45.19288240177435,1
Veteran,Male,D,-61.03361005665114,A,-102.06565353958811,B,-143.10970333169925,83.88448275482435,-32.44088100511018,C,-73.6137107959718,D,-51.508254609644,1
Non-Veteran,Non-binary,E,143.3105104378137,D,25.67593289021039,E,-13.37810869064876,-44.13977122863273,-68.4801418549322,E,-111.15535140988742,E,155.64397147431765,1
Yes,Non-binary,E,160.55866177787576,D,-13.381244757516727,C,0.19144732359025515,-7.913118102905599,17.824566153658335,C,139.08051188648417,C,39.49630072583919,0
Non-Veteran,Female,C,-26.458280478689765,D,-59.103394456886946,B,11.448466336847845,37.808837077431875,193.8381626884764,B,63.59819122900466,E,-31.897368079278028,1
Yes,Female,D,-18.674848657035035,A,73.5462405701267,B,45.71370955487964,-6.089170795951134,-78.48416098012578,A,-176.54728436587587,E,-18.95088922275413,1
No,Female,E,-20.200370441747985,C,-176.82505502321646,C,-33.82487240110265,-73.18270984161244,193.78761912227574,C,76.63565446244823,B,-77.71776486864178,0
Veteran,Male,D,-36.62849070583587,C,-145.72408820365038,E,42.23550907755506,-33.23157884405832,7.078067024633226,A,-81.52715412412209,E,-42.362309135486086,1
Veteran,M,E,-9.998505138380002,B,150.5565138383355,B,-48.161418385617644,62.510258747197156,-94.77254800968994,D,106.80754442345462,A,80.52644661489407,1
Non-Veteran,Male,D,101.95995967983107,D,-18.61972774742896,B,-25.982042583472982,7.509577704384365,11.338003081536021,A,-109.35209557380419,D,34.960835246230715,1
Yes,Male,C,42.53191005822458,D,-21.191421606784715,C,197.57965893869888,160.79108822579343,44.06321914330852,A,8.425292600069293,E,127.87463779076876,0
Veteran,Male,A,158.18344656541737,C,32.76048439891192,C,-28.810459678619527,-85.24769897590816,-153.3361772602116,D,-11.04233777548763,D,64.2118745313793,0
Non-Veteran,F,B,-133.1528594862923,E,10.270105160083366,D,133.477974187452,-87.18720123985845,99.76624203157893,D,-14.517451467321674,A,7.144659943729062,1
Non-Veteran,Non-binary,B,128.03970432797408,C,-95.90070197932977,E,-73.6124184546759,213.59274117193462,2.8052978662672112,C,180.46394305212826,A,166.70431860848626,1
Yes,Male,A,-3.386484539764186,A,36.61325298901814,B,-22.94279141228412,36.458583382038036,36.991922950461365,A,-127.0171265688315,C,47.811315918526496,0
Yes,M,C,83.59447810271902,B,-90.2640524413859,B,4.903812369770958,-55.26829657983987,101.4477319718502,B,120.9706021219394,A,-26.71437409077302,1
Non-Veteran,Other,B,56.50064353646732,D,-45.02476318324074,D,5.868509582919702,-166.48879847713022,85.86425228469278,D,33.80753507530526,C,196.73291719467824,1
No,F,A,-94.14218802329694,C,26.375351309154144,D,58.79475582425279,129.75685949635397,72.07498187937308,B,47.723086900725654,A,31.75751962356165,1
Non-Veteran,M,C,62.23302644771638,E,137.66499908083483,B,158.36956227203822,-29.120388889432398,-94.93727681490769,D,-95.41993314355845,C,-83.59551052927611,1
Non-Veteran,M,D,-38.39196210474571,D,-24.051549648626196,C,45.67157999303244,63.32728577830387,18.604965086017515,E,165.8748759134688,B,-123.97271904968885,1
Yes,Female,E,55.2113218736296,D,110.71435816528646,A,15.587908288155244,80.86009800586844,-3.9544902362909653,E,101.83715721671491,B,-27.751596833959546,1
No,Non-binary,D,2.9725794309568068,A,-19.62812977031117,E,-96.31157625626888,-78.74238939525193,54.26340275636994,D,63.019099367715846,B,139.279720118253,0
Yes,Non-binary,D,-42.07319546414798,A,-132.13598260168956,A,-98.03644384845457,-65.07686192677009,-5.708134854328993,A,113.04491507949604,A,-23.68961070484189,0
Non-Veteran,Male,E,13.13093820562297,D,-58.807074061155106,A,-150.20251642060563,58.316336130444725,-127.33342427368608,A,-102.35249871483383,C,-6.661699185736411,1
No,Other,B,121.61348485430071,E,101.29515323578899,C,-167.11035314666242,53.83673592564541,-67.25623855925177,C,-41.42806884454246,C,-104.60716585936822,0
Yes,Non-binary,A,-74.62946435052486,E,19.79730277804,A,73.42762719982746,62.10141094791536,-122.98224347143294,A,10.575099683679543,A,82.54774435486797,0
Veteran,Female,C,175.1292713909415,C,211.87957692361704,D,40.51218791740731,102.97927766205378,-80.78239561461227,A,-85.28115164227626,C,-53.0154661020928,0
No,Female,B,18.549685367068328,A,-6.85889633581231,D,-86.03360801265059,28.741929442910003,112.38692094044373,C,95.13490448434555,C,-9.68012128390883,1
Yes,Non-binary,C,105.08090036504363,C,-30.45260975785165,A,90.72685204994787,57.80552399342093,-3.592750554564251,C,-15.766438711219518,B,50.41226704298616,1
Yes,Male,E,40.452616362311176,E,-152.71989057491913,A,-35.57338427895514,-38.43755843192844,65.27776157382233,B,43.19240280934569,C,37.8029595266361,1
