RACE,faith,Veteran,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Other,Jewish,Yes,Mental,C,102.14618484432361,C,D,99.80375046071896,-70.94339761300697,-26.611048135808137,-69.98493406448443,1
Asian,Buddhist,Yes,Mental,B,-98.86441493720187,D,C,110.33797379269443,182.15842427044663,97.85947436684398,-29.562695401620687,1
Black,Jewish,No,Mental,A,-34.41479594887163,A,A,-170.24812898834526,77.46449987175595,173.95493164772998,-68.46194773069053,1
Black,Muslim,Yes,None,C,-72.67386558084074,E,A,-112.40450010197931,10.19824326650856,26.661720804373147,-75.93438816094293,0
African American,Muslim,Veteran,None,A,-277.3180412425158,A,D,-11.455666153522719,-27.813138598223553,51.690339185091915,-22.126133591961455,1
Hispanic,Hindu,Veteran,Mental,B,-113.6016977614815,E,D,-163.20950916579332,41.557589973949725,103.0102867618839,18.030272876225933,0
Other,Other,No,Yes,A,198.4494156821663,B,A,85.96255447317877,-137.90722061055433,165.77025397581585,-53.243304473759736,0
Hispanic,Jewish,Non-Veteran,No,A,-104.04155807040371,E,C,-25.8473463680403,53.54494033924341,63.75836258010165,30.852095661214385,0
Asian,Muslim,Yes,Mental,A,-24.156946955287456,A,E,59.60369357266383,-271.4700724305494,-32.350195157102974,67.42500299065748,0
Black,Jewish,Non-Veteran,Mental,A,-51.55355900386667,B,B,-34.97281300325704,-131.68705751535833,-19.610367561771806,-72.02797816578467,0
Other,Christian,Non-Veteran,Mental,D,59.770450740156114,E,C,-86.67723802249994,-83.37928227970441,-188.74389017098858,-189.29142317439073,0
Hispanic,Buddhist,Non-Veteran,No,A,-55.277308139850135,B,C,-67.01013653579834,-98.85116706669271,-2.044615440449317,-86.5350825460304,0
Hispanic,Jewish,No,Yes,B,68.5412171607176,D,B,243.77967178894622,-74.73435070236415,-197.58615996088028,-30.026220259165864,0
Other,Hindu,Veteran,Physical,C,17.466111763677773,D,C,-120.57989492775214,-171.32293390279315,131.02158221399543,137.93596789477792,1
Other,Christian,Yes,None,D,147.50576634524987,C,D,-160.23946254831495,-92.04951843098576,109.84325515496806,48.80913464650928,0
Hispanic,Jewish,Non-Veteran,Yes,D,147.48092122516564,C,E,-25.040707485599693,144.45683947160015,156.75553141821152,61.34133484109218,0
Hispanic,Jewish,Yes,Mental,C,-19.006233231089496,A,E,143.8876422735676,57.00627831543772,-140.18244832966056,-138.75365389741108,1
Asian,None,No,No,C,24.398680442915325,B,B,-3.767955064435075,-191.67691600895404,135.68240512671917,-58.20762610968363,0
Other,Jewish,Yes,No,A,-142.77435082668245,A,C,-72.91196912231554,24.7888387890005,34.272344298675165,-22.270361504110916,1
Other,Muslim,Veteran,Yes,D,31.70838395261977,C,E,-101.12892953379014,-103.90436258959019,-33.0731105296379,2.6756145736374495,1
Black,Jewish,Non-Veteran,No,A,99.74744345760713,C,A,-217.69915539053164,-123.02208831687327,118.04593705098803,11.40311162824918,0
Asian,Jewish,No,Mental,B,41.58177632675062,C,B,157.22892985446623,-140.50852355386104,-105.58081669805715,-30.884025339471137,0
White,None,Non-Veteran,Physical,A,-10.279963571934147,B,D,-46.31933651649028,-47.167949120285265,-77.58013792468861,11.406449146424059,0
White,Other,Yes,No,E,-3.7217572921025033,B,E,-0.8508258172422299,-17.881518116524266,-125.32027429966088,-152.17746025468549,0
Black,Hindu,Non-Veteran,Mental,D,-88.043879737551,E,C,2.364027920747108,-129.2984447369431,-145.06456453163995,170.1336245621732,0
African American,Other,No,Both,D,123.90259537844027,A,C,13.668369888434432,18.393306615187033,33.79782628965628,16.921974743102453,0
Asian,Hindu,Veteran,Physical,C,28.448240072677685,E,E,-115.76844022628,43.91416323114454,-84.48129102006777,51.459117334618234,0
White,Jewish,No,Yes,D,-28.37974656642957,B,C,-122.19493402318929,92.3194651077233,92.76959550025437,11.316199536425337,1
African American,Christian,No,Yes,A,-14.10318163503762,E,A,-92.15303140218911,-42.52341833686207,59.9016809740597,110.48459043933336,1
White,Jewish,No,Both,B,-149.14326999184001,A,D,-77.64823682422913,38.649228932648704,154.05497071001116,-25.38627669949974,1
White,Muslim,Veteran,Both,B,-7.720080015028423,E,A,-51.32635774533384,-51.42526872959018,-60.699446307442074,93.30760780310499,0
White,None,Veteran,No,B,94.67110468599485,B,C,-135.92534996053905,119.05872709415821,165.55765264889374,-9.953371670944911,0
Hispanic,Other,Yes,None,E,49.58085853993152,D,B,36.85950029877368,-23.662620434071336,-66.78969779111559,-51.84699069161994,1
African American,Buddhist,Yes,None,C,10.860800990020385,C,E,-69.77857853892479,139.82627341447886,-34.88034679537214,-85.74458557746583,1
Asian,Hindu,Veteran,No,C,-107.37647880460655,D,A,-24.761272021427256,45.18466690468534,145.90473789787794,-33.387962594376326,0
Asian,Muslim,Non-Veteran,Mental,E,76.63750620748931,A,C,120.88966082393429,-46.84642535725476,135.13136065421796,229.3885207119976,1
African American,Other,No,Yes,B,319.7680567817221,D,B,-185.69149681271676,34.68782033210958,151.98521702822848,-88.2635686977003,0
African American,Christian,Non-Veteran,Both,A,-39.868656095075075,C,B,51.51560138211671,-63.723767467293456,52.93856938910445,96.60686475413881,0
Hispanic,Other,No,Yes,E,36.89147806075005,C,B,-115.22501803797694,8.8556572844765,-47.599845156773156,141.92483889332584,1
Asian,Buddhist,Yes,Both,C,95.97886664670916,C,E,181.0309776812614,-26.246051466715237,38.80638610547412,100.23328964328763,1
White,Other,Non-Veteran,None,D,23.795080165839035,E,B,76.55633472127234,-53.83686519774623,-257.0712892590658,-28.041960913912817,0
Asian,Hindu,No,Physical,A,26.68719015628661,D,E,1.0052949814883467,-97.24674997289227,57.701850312900724,-62.15066583082051,1
White,Jewish,Yes,None,B,83.5499284126806,C,B,83.19474880815059,51.01177715226166,-83.91444145824762,116.40851937943691,0
Other,Christian,No,No,E,136.1229721587283,B,D,143.8180023374767,107.92351747560996,155.08458213027313,101.8525338353763,1
African American,Muslim,Veteran,No,D,16.511280361916437,E,B,-102.72075539150556,-41.83755921611044,-110.56354173850087,39.87577020601648,1
Black,Muslim,Non-Veteran,Both,E,-143.33580275101534,B,D,79.77339371095204,7.380830041886574,113.15693211328164,-116.50043932286287,0
Asian,Other,Non-Veteran,Physical,A,12.715362349340728,E,D,-135.48589540970676,-100.43094627940074,-27.86740513845185,-21.68981091423044,0
White,Christian,No,Physical,D,-100.20280549649763,E,A,271.0887903137253,-131.78069105499634,33.40289623427463,60.392491892427415,1
White,Christian,Veteran,Yes,C,-129.14166688605752,B,A,110.96606129058357,-93.87260065300342,-168.56297723884205,-32.48583117090079,0
White,Hindu,Veteran,No,C,-47.77008202861911,A,B,136.1109932517595,-101.85180590000455,-10.455321336136544,-28.207287790138462,1
Asian,Buddhist,Yes,No,B,12.24461049056397,B,A,-11.190085783134835,159.16818910794234,-67.05315554361337,-25.629989093628936,1
White,Other,Veteran,Physical,A,-50.477104045509144,A,D,17.479008731410396,-25.284729693690732,-32.0978494475369,112.36152142871909,1
Hispanic,Muslim,Yes,Yes,B,29.7042825531418,E,A,-87.39939992598138,55.66129291921563,-57.39169212218673,40.330643146165826,1
White,Hindu,Yes,Yes,D,-162.19317263653326,A,B,0.8899739230302329,-44.26249977858347,-83.61937211451993,-53.678734921321514,0
Other,Other,No,Yes,D,-51.90613029866462,D,A,-89.43282656070892,-110.53110961810471,-145.63773442840008,135.87457833511942,0
Asian,None,Non-Veteran,Yes,A,-146.3263965330932,D,A,46.31874892246097,-17.658395544889828,68.2398993657637,225.932135378566,1
African American,Jewish,No,Physical,E,19.042409508347767,D,A,-44.37398803197918,112.97990198960693,9.735295981020442,-88.55184800011182,0
Hispanic,Hindu,Non-Veteran,Both,B,-73.73666438722105,E,E,235.51652290376563,70.31578971453406,65.85032059951097,-103.12384958105547,1
Hispanic,Other,Veteran,Yes,C,11.108849339737983,E,C,-183.6248226856581,158.90503199643226,122.62161932331999,74.54667274373435,0
Other,Muslim,Yes,Yes,C,0.6254818377180127,A,C,68.15593791438182,45.81381870966823,48.372648257838826,39.469144718317715,1
Asian,Other,Non-Veteran,None,C,-53.11816875352263,D,B,71.11254699623056,-22.736314311161617,28.56879688172586,187.394581459045,0
White,Hindu,No,None,B,18.434234411544494,B,B,50.47459474103749,-259.3636336322292,-12.056611971929664,-33.538170299760566,0
White,Other,Yes,No,E,-85.14348796458371,B,D,110.44443543091798,-58.500633155660985,-124.2190490003028,-147.39110453379288,1
White,Other,Veteran,Both,E,-15.735016693192355,B,B,-70.97713090266055,62.81884508855345,-100.86503538311327,-1.021353069694831,1
White,Hindu,Veteran,Yes,E,-66.6385502492752,E,E,73.47585257293396,-142.0992688861782,-153.57119806091694,-156.44164221392975,1
Asian,None,No,Physical,B,-14.372322742421517,B,D,-144.52769692484492,78.03245950725633,-27.021409562698413,-171.75692210307338,1
White,Buddhist,No,Mental,A,56.92755186215407,C,D,-124.03349297890603,309.5012168384947,74.18857345781319,0.5598630836225484,0
Other,Other,Yes,Yes,C,-104.63182146541325,A,A,41.52593991310153,40.92767835294597,18.924565808491312,-167.96072902674788,1
White,Hindu,Non-Veteran,Mental,D,-113.56111867679968,D,B,15.314018988139031,-101.42772991868547,68.37097571469329,169.40530169089314,1
Black,Buddhist,No,Yes,C,26.141800600597655,B,A,91.71949321991198,-73.13710715981388,67.61774272308578,-49.27430141858531,1
African American,Christian,Non-Veteran,Mental,B,-41.57546109320672,C,E,-295.4108649308919,42.83226082003561,-32.243976000634724,-149.14648267203177,0
African American,Other,No,Physical,B,206.21537359601598,D,E,-200.19387927955083,-79.52460739437494,113.04228760083524,-6.898875086944946,1
African American,Hindu,Veteran,Yes,E,16.263015067068316,B,D,78.32417593802332,-67.93077868499556,-100.02142857957664,98.70374022646351,0
Black,Hindu,Veteran,No,D,142.40397594928746,B,B,81.51084420810378,-120.78631552245471,-55.1670712884974,-83.2845913866279,0
Asian,Christian,No,No,C,33.6283232558256,C,D,131.9319508335047,-5.873895729479528,-168.88526674204985,14.483766578679594,1
African American,Christian,Veteran,Both,D,-59.95357845420591,B,E,100.89722431557256,100.63104183820563,-50.4772628642676,-92.25850897684558,1
Black,None,Non-Veteran,Both,D,-26.85002520840013,D,B,174.61760581327462,-70.99044200676315,6.280810525277691,206.911120821399,0
Asian,Buddhist,No,Physical,B,42.61699788072532,B,B,18.030478677240474,115.11131666280991,128.37053832119,-84.54720119497979,0
African American,Jewish,Yes,Mental,A,-30.680209197202135,D,B,-55.346385181261645,-134.0056036550046,-16.25057778291543,-83.30746248602172,1
White,Muslim,Non-Veteran,Physical,D,24.31526650259796,E,B,-83.81097090203475,51.68235724717856,-14.36727419746589,43.458407474215186,1
Hispanic,None,Veteran,No,E,161.1051288812438,D,E,-98.09473796676504,181.5997992572312,-25.57907063517007,-41.74371867902957,1
Hispanic,Buddhist,Non-Veteran,No,C,134.06286835978298,D,A,130.498899490871,-103.97020725880448,-103.4594177445008,-9.383108129920458,0
White,Hindu,Veteran,Physical,A,112.2290445502434,E,D,-23.398048580962396,-236.76933186785672,26.64577611352436,-44.062162605227606,0
Hispanic,Jewish,Veteran,Both,D,-98.52572362559458,D,A,18.360205599521507,-239.97661610681834,16.996338414032756,22.34977100063153,0
Other,Jewish,No,Yes,A,-29.048578664609053,C,C,-221.2182163567808,-128.11524173747418,-12.64837738768393,-222.2166158252344,1
Hispanic,Buddhist,Veteran,Mental,C,-117.45103243653405,C,B,-113.18124076534697,12.82210387182051,-31.50122890504168,36.045890883823425,1
African American,None,Veteran,Yes,E,167.81528570497645,E,E,-115.3385223719295,-61.32626234488332,-29.474483700488214,39.79131827475606,1
Black,None,Yes,Physical,E,-50.71192550213941,A,E,14.933568038586337,37.033766777244665,23.7225630560335,99.98279073145191,0
Asian,Muslim,Non-Veteran,Both,D,-65.39973086930691,A,B,124.48079125588265,-24.922522237812142,53.052230609799835,230.13328644588535,1
Hispanic,Muslim,Veteran,Mental,D,48.570825229827626,E,B,-26.78597589380822,-67.22815365040438,12.450300988338304,47.499059786931866,1
Other,Christian,Non-Veteran,Both,B,85.48586542967564,A,B,1.5282694388830178,-41.82745717391595,187.21000055408635,-11.724529997875731,1
Asian,Buddhist,Non-Veteran,No,D,3.0384011782911937,E,C,-35.6155553260394,-97.95348671355077,-8.106410868697816,-19.900644848526106,0
African American,Jewish,Yes,Physical,B,-0.22792808098320286,D,D,-167.97178277331557,-121.69383193954427,10.830545996609642,38.18256558578815,1
White,Hindu,No,Physical,B,-50.61196990311936,B,C,20.93129475881612,117.0411476366635,124.64756036361983,-18.108444979204375,0
African American,Jewish,Non-Veteran,Both,C,-15.860365798196815,B,E,-40.46420218153283,-55.543542450901576,-103.35598228875472,-113.5376541584268,0
Black,Buddhist,Yes,Physical,E,33.066445151675076,A,A,-99.4872002030698,-70.90224719751821,61.926671753644136,-52.28976714039817,0
African American,Christian,Non-Veteran,Mental,A,-137.92229655231293,D,B,33.315160814588026,-126.86102209656751,-29.460798580054902,200.96569879857267,1
Black,None,Veteran,None,C,-84.84397711366672,E,C,-54.43847575823034,159.04382767780683,-77.4451413615869,-66.38586908827875,0
Black,Muslim,Non-Veteran,Physical,B,-34.84816209869412,A,B,25.76733632809278,-49.98993155729792,55.87083445151192,-166.0340287706797,1
White,Christian,Veteran,Both,E,20.834606179624558,E,C,33.57934012960169,-52.66615820875003,68.81196669502091,-2.7098682726238508,1
Asian,Jewish,Non-Veteran,Both,B,147.87820590869302,E,D,-178.6349564058996,28.979877193775668,167.05946138784867,-75.91184701839386,0
White,Muslim,Veteran,Mental,D,134.9535904137077,E,D,53.21997968413476,77.43567813421011,-58.261848091018024,5.42029764098884,1
Black,Jewish,No,Yes,C,-69.1839922176432,D,D,58.84130379167932,80.34380194586173,187.5861008363429,-10.74237812692989,0
Other,Buddhist,Non-Veteran,Mental,C,-110.96744425230392,C,A,44.48827494542694,51.101808688200364,-48.79695670269803,-45.55793749507247,1
Asian,Other,Non-Veteran,None,C,-58.850068599069125,C,D,-0.22434355980244994,181.8498679629106,135.19021413098548,-78.59910197699682,1
Hispanic,Other,Veteran,None,B,-84.44245294280176,C,A,134.8081436299767,-48.90492247867675,8.44374015335092,-80.4839267899903,0
Other,Jewish,Yes,Mental,A,-46.89332098622745,C,D,32.46189804601462,-7.650116809144425,104.68899381630806,145.95395491755193,0
Asian,None,Veteran,None,B,55.84154866949002,D,C,67.6268125920195,25.130920982901152,35.914112718809534,-84.65244646417386,1
African American,Christian,Veteran,Physical,B,22.57893366440544,B,B,21.334203721188512,-151.4392579371378,-55.571983611828124,-2.2454496416203176,0
Asian,Christian,Yes,Mental,E,-91.90426012743731,C,D,-20.669245442584526,-96.15630176276817,-144.72988540369184,-31.3952288001223,0
White,Other,Veteran,Both,B,-141.7016485044668,E,D,-160.41674647073273,-159.59963884219675,31.17962396804695,66.10642362798794,0
Hispanic,Hindu,Non-Veteran,Physical,A,-22.59378540700617,B,E,-5.387503245733818,-18.247242735248218,102.01809432372815,23.684577258067673,1
Black,Christian,Yes,Both,D,-21.36326718394803,E,B,91.50669570138797,-185.69625143953533,-102.10141345838923,91.0110631116879,0
Asian,Other,Yes,Yes,C,-27.914767434340998,B,A,-42.17853889899003,-74.05626219773322,-12.789204742798214,21.95043173644073,0
Black,Christian,Yes,No,E,-99.92922408464356,C,C,-153.47116906850414,16.755444405115803,-16.165169310288935,-89.24762582885451,1
White,Buddhist,Veteran,None,E,-190.28872790179145,A,C,120.50299391187474,-34.79380088330514,-5.09581898348143,247.2126833634301,1
Other,Buddhist,No,None,B,95.84531872879654,E,E,69.05140418676623,72.68064796252341,33.49292483715684,185.2711381442693,1
White,Christian,No,Both,C,109.35905631949923,B,E,171.04651442049956,-121.22703439679505,63.40757466356467,45.04763222226529,1
Black,Other,Yes,Both,A,-200.26169346195823,C,C,27.85017422796355,81.5900253157673,-285.6103850535296,8.34523908549771,0
White,Buddhist,Non-Veteran,Both,D,-0.4100149397608393,A,D,199.1352072164429,-42.82801584167511,-123.92894902381686,-52.43045435533875,0
African American,Muslim,Yes,Mental,E,-121.96382916183204,E,A,-196.46187495054244,-103.03145595501265,-36.565773075593135,2.010823403520873,0
Black,Christian,Yes,No,B,-40.7776923860781,E,A,150.50467802495092,-1.015074556101087,83.55818948441653,33.326137935408596,1
White,Hindu,Veteran,Physical,E,-179.50981001819352,A,C,364.369631709729,37.56090826117075,17.722701946176265,-50.37316134510665,1
Hispanic,Jewish,Veteran,Yes,B,-7.699036957067594,B,D,-71.33885692538082,-64.1819675719843,175.0504034624459,-93.94628803881156,1
African American,Hindu,No,Both,B,53.20401856276293,A,A,-86.7091133055567,-72.87995165617268,-120.43145590155531,-6.907519448159107,0
White,Other,Yes,Mental,A,172.03912220175494,C,B,10.80221801483364,-60.354667833670426,38.29289274970017,-24.737240335564533,0
Black,Hindu,Veteran,Yes,D,11.770728836634166,B,C,-50.84515811743918,28.618610738593325,-33.93832943003082,92.30256680305702,1
Asian,Muslim,No,Both,A,34.079674936180204,C,E,-70.07012608741469,152.7369358610849,-88.20664043078575,-128.49407473258728,1
Asian,Buddhist,Non-Veteran,No,A,64.06515735050789,D,D,95.65946400140308,32.40061218610455,-26.222750080811117,12.386161957677436,1
White,Christian,Yes,Both,E,175.31518374026754,C,A,-152.81585059628864,3.8682454768812047,90.21678557422173,-153.66161838341137,1
Black,Jewish,Yes,None,B,-162.18298794627515,B,D,-134.72261922300194,28.763836248779313,52.77981495525882,-11.75811234426978,0
Black,Hindu,Veteran,No,D,37.965938606594335,B,B,-129.98290686675523,95.81094812710688,124.86040564344947,77.16199462334042,0
African American,Buddhist,Non-Veteran,Mental,C,61.7322641548689,A,A,-35.37130126962483,36.35403743059431,7.462138389336713,34.04271402960095,1
African American,Other,Non-Veteran,Mental,B,-186.7244703156388,A,B,18.081651004885792,73.36301101287503,-35.03593443728612,-54.790234619403876,0
White,Buddhist,Yes,Physical,E,142.53416588861734,B,D,-185.9770069573461,79.48356974521933,-100.80502394321012,-170.61419080062555,0
Other,Christian,No,Both,E,6.771208612132944,D,A,35.861140086344555,21.144905944307858,-19.20346165257208,63.82088690334151,1
Black,Other,No,Physical,B,-151.46030989025877,E,E,-17.441327274874013,-114.9118853114257,-100.40399460027602,45.74009455667704,0
Hispanic,Buddhist,Yes,Mental,C,124.93010950665837,D,D,-111.68227007082079,14.35564735232191,9.240624980046722,110.26104997595212,1
Hispanic,Buddhist,Non-Veteran,Both,A,90.50114896182183,A,E,-42.90240692106412,-21.93291873756307,-75.25364005229447,-55.79265036377608,1
Other,Muslim,Yes,Mental,E,117.36095722664686,E,D,252.51443394482826,-84.34867240617774,29.20856455199205,-16.228906500478995,1
Asian,Other,No,No,B,28.046563344407254,C,E,13.252402152362722,2.5316550208611965,8.002856585391108,-126.35252103400607,0
White,Muslim,Yes,Yes,D,-52.6494001325156,C,A,-61.00983130230095,76.29323371864116,-100.05336484501667,-179.61211537244458,1
Hispanic,Buddhist,Veteran,Both,D,-86.79159985882721,B,B,114.06951860728208,116.15450427603669,44.08921352134268,164.35003754833917,1
Other,Muslim,Non-Veteran,None,D,171.04683679370777,E,B,-6.983118535549869,-75.73573295841092,-15.591817563706407,-61.04315984730706,1
Hispanic,Jewish,No,No,C,-72.54484275538304,C,C,-34.67384989145016,58.30273924324124,-161.08612390586322,2.204411053494094,0
Black,Muslim,No,No,D,-16.47011203077905,A,B,-176.8082433450674,-78.52801068489012,95.12073387791278,121.53560447251162,0
Asian,Jewish,Yes,Both,D,99.30762455683617,B,D,-88.55150615361038,-110.27414296247669,47.07426687506888,22.400826436383348,0
Other,Hindu,No,None,A,-96.17709986825516,C,B,-108.42100814012052,-40.93983066628283,173.95882666259482,60.060264110220686,0
White,Other,Non-Veteran,Yes,B,63.25983149757262,D,D,12.938215445812068,88.53599712226867,183.6012808923104,-2.079927992332692,1
White,Christian,No,Both,B,-14.262153497964892,A,B,256.0825135122399,-57.369458386468544,-105.534155943879,55.96858217965512,1
African American,Buddhist,Yes,Physical,B,43.01251337655092,A,B,59.19183262595289,-162.974802600406,15.44076077890325,-41.42291085233559,0
White,Buddhist,Non-Veteran,None,D,-57.52036906682987,A,B,26.238233090116225,163.43122000808748,-29.37122467648912,16.169737507048573,0
Asian,Buddhist,Veteran,Yes,C,-88.23056368788048,C,B,8.94869495477103,-121.48348587118285,152.33416754242774,-139.12818331011792,1
Hispanic,Christian,Non-Veteran,No,D,72.46068436840898,D,D,49.42383273497277,-53.68700337321349,179.12351458386775,13.618719845191432,0
White,Christian,Veteran,No,C,58.25926780551778,A,E,24.627583321210466,-15.062338993504664,-156.10277120393158,-48.14663195366899,1
African American,Jewish,No,Physical,D,93.54383546393396,E,A,102.1875448454521,58.67665680231392,72.67180809421234,-66.16553404925621,0
African American,Hindu,No,Yes,B,-19.55947462719811,E,C,91.0414425625977,-40.33007629392891,-113.66135940112171,-75.35532964447336,0
Asian,Hindu,Non-Veteran,None,B,81.70607027657078,C,B,-18.617011117480217,213.79861275697363,-130.26904075304796,64.79480195803298,0
Black,Jewish,No,Physical,E,-94.86906372453582,C,A,-57.18934081303534,164.2610909832926,19.62323024080704,42.58552181444431,1
White,Christian,No,Yes,A,-169.81027079480393,B,A,99.28227906368359,137.194718636694,4.1991122099756755,52.14834640348238,0
Other,None,Veteran,Yes,C,-17.76068762234467,C,B,-27.033566461396834,26.53428660308806,12.801249416863522,-50.88162528034649,1
Other,Christian,No,None,D,221.96574898807384,B,D,-191.1293946769041,77.34460707325667,-201.35220949759244,-216.6353821731048,0
Asian,Jewish,Veteran,Both,C,-58.69546404931219,B,C,52.155304143562056,-28.293846447760483,-5.9113978852920654,-78.10693383670757,1
Hispanic,Christian,No,None,B,150.31018451463925,B,E,-100.1130426202942,19.13734806130832,138.73415820158056,-52.26711372572901,0
Other,Buddhist,Non-Veteran,Yes,C,-126.23363032630938,D,C,131.60625079364397,212.20381820196806,-37.389529969672175,63.52656865715739,1
Other,Buddhist,Yes,Both,C,3.7180447552984415,B,E,-245.98025102898066,-83.74130823571258,-29.905830725630132,55.94319760575058,0
Other,Christian,Non-Veteran,Yes,C,56.890670484722726,E,C,48.56857397170733,-24.078264508714593,-38.86240013487963,72.83162443446453,0
White,Muslim,No,None,A,-160.8241251174931,C,B,-134.3133096331711,32.14777035720514,137.51006998081456,145.30474979546966,1
Asian,Buddhist,Veteran,Physical,E,68.88390838547622,A,A,-46.525787076133454,-70.57270486556286,-84.1605594003184,-116.54094137126722,0
Hispanic,Muslim,No,Yes,E,-9.417849070065932,E,C,-57.429532107632184,71.0288487558525,-94.02416365953727,-95.82958159309787,0
White,Other,Yes,Physical,A,-23.77296140978031,E,C,-100.74948670082011,108.43649861341021,-106.98467700755991,-48.056645490122065,0
White,Jewish,Non-Veteran,Yes,D,-10.689144775355887,D,D,28.72657309094179,-64.285064117639,246.51234395111206,-29.137864832120492,1
Black,Hindu,No,None,C,-12.335219541004408,A,E,-6.276026757256953,70.86568771047332,-19.40730922455995,-232.73395409318587,1
African American,Muslim,Yes,Yes,C,22.35470739093071,D,C,-89.82336573087122,-112.62701885817137,103.37863438847191,-114.68070778673054,1
Other,Hindu,Non-Veteran,Mental,D,8.499918187780132,C,C,18.43735727946151,-55.89739404123102,-16.707442372294427,-79.83351509430176,0
Asian,Buddhist,No,No,E,-264.28395565789793,A,A,16.198868753716127,29.343558358758603,152.30167688312093,195.4407551812616,0
Asian,Jewish,No,None,E,140.5302192300307,A,D,-83.5425941104268,-60.586706641367805,77.811535684088,-93.4126734950287,1
White,Buddhist,Veteran,Yes,D,-78.41760071651747,A,D,32.02992319403224,209.19636232433146,-133.47336319727918,-29.149173995446215,1
African American,Christian,No,Yes,E,26.953360520802477,C,A,-31.953584764137172,26.26378868510238,-101.70333438738628,-10.31676387399588,1
Black,Jewish,No,No,B,1.128951899939523,E,C,70.43845027691691,-37.91168858695925,-16.253985443867826,-13.808297017823017,1
White,None,Veteran,Both,C,-13.247431234711888,A,D,-61.28605309143232,-7.617565417575871,-42.97328431545564,-48.574983773172114,0
White,None,Yes,None,D,4.928194582210824,A,E,113.71884553048865,58.18622212030425,37.82255448993492,-33.04806371034393,0
Asian,Christian,Non-Veteran,None,B,94.77843650137125,A,A,-78.2564577412592,-15.32545173149046,2.426504885643979,85.59345973729462,0
Asian,None,Non-Veteran,Yes,C,-74.49741805225239,B,A,91.8592381269921,-124.68882632413415,-166.3399555026534,183.96097694560768,1
Other,Christian,Veteran,Physical,D,-33.41643634515299,C,E,85.58713933096381,49.569768506495976,-71.87276356533216,-25.09135665595427,1
African American,Other,Veteran,None,B,64.01420873348684,B,C,139.83590075545055,-68.81644974235563,-86.22118448372177,127.35563648284791,0
Other,Other,Veteran,Both,B,-182.65906964198842,B,B,115.4192390090536,-20.021559068985333,-75.0029281696486,27.27073248840507,0
African American,Hindu,Veteran,Yes,E,167.4615964640136,B,D,-100.83317050377548,-83.61390504022137,-176.73001293753597,142.45369124600674,0
Other,Buddhist,Yes,Mental,B,80.8297287941721,E,D,-126.54652845468696,-138.11892386323828,258.58793762150157,175.7254337765846,0
Black,Jewish,No,None,A,32.68856495364506,D,E,-20.61391148303999,-4.812254968013169,-30.986267805657953,-7.760707963471105,0
African American,Muslim,Non-Veteran,Physical,C,218.0472804257708,B,E,-116.31247927765438,128.21799665735375,63.4785967164804,-92.40953713888038,1
White,Jewish,Yes,Mental,A,-73.41320629863195,D,B,47.429441785855566,26.96024538405518,-5.153949891835924,64.44491263368461,0
White,Muslim,No,No,A,-43.964058404357786,C,B,168.1821305280788,-45.76265038372948,72.06698769556296,-78.0950883991054,0
African American,Jewish,Non-Veteran,Mental,A,-81.67737005440964,E,C,147.39940222821664,-21.55520148644343,-110.35955260858069,-51.48677373197978,1
Other,Other,Yes,No,D,-3.459971977005473,E,A,20.841888021821674,10.218442146724929,-117.11030276048042,68.90196484944771,0
White,None,Veteran,None,E,-73.1649927845266,B,B,3.2051931275963117,18.92318234084634,-9.89782481695587,24.392316639943168,1
White,None,Non-Veteran,Mental,E,81.40385227217153,A,A,-38.852396252874385,96.32494997116473,-96.79766295112518,56.70310888223582,1
African American,Jewish,No,None,E,24.568613263274884,C,E,44.920238143310996,-149.11330291287152,-133.36925052538896,-94.46015799611796,1
Black,Other,Veteran,No,A,-202.0535795326971,D,A,22.72132271021146,-195.64225321467245,-103.03889574973479,-249.56008091125793,0
African American,Christian,Veteran,Mental,E,-96.22444642192941,C,C,34.25531500755989,101.44822888435259,42.410938525782264,112.35439073353149,1
Hispanic,Jewish,No,Both,C,106.64495374246302,C,E,13.5665225192772,192.75998961576445,-7.782464579412957,-84.73580737499643,1
African American,Hindu,Veteran,Physical,C,61.28413586154341,A,B,28.386341798818236,-319.02621454226573,7.531779157777301,112.17349298599105,1
Asian,Christian,No,Yes,B,4.133151887842907,B,B,131.50715012999748,67.58344395305362,-54.28144080709583,-70.16974425884733,1
Asian,Other,No,No,E,-163.77467143227534,A,A,-47.422201070531514,-76.4637957079106,158.34128809793884,-27.644642983317247,1
African American,Buddhist,Yes,None,E,16.681495679608187,D,D,-93.60507220703921,10.224378905367987,308.5417511311018,131.64806860063442,0
Asian,Buddhist,No,Mental,E,-93.58582982681949,D,E,-151.2667935184754,-166.43600195765592,-75.28340770005003,-18.99782878376538,1
African American,Jewish,Veteran,None,C,-114.7015532428527,B,A,27.60661029680015,-154.5659919813296,73.20592700773796,107.46047389579051,0
Asian,Christian,Non-Veteran,Mental,E,-158.1585083404659,D,D,-34.76345617647032,-103.01027191358617,52.214272570129296,7.673902647120548,0
Black,Buddhist,Non-Veteran,None,C,47.095982612384276,A,B,30.979919257265546,-148.571011186268,-142.32592542798074,-84.67477153658665,0
African American,None,Veteran,Yes,C,153.38323928439516,E,D,177.98312534690973,-11.181742060112052,52.00682308114004,-110.93650808234601,1
