AgeGroup,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
51-65,Non-binary,C,14.006992450042727,C,A,A,-16.43428077936904,9.017461411133057,E,46.20214247882023,-75.20021051247964,E,B,A,1
18-25,Other,A,-5.774199304654045,C,A,B,91.28927711848624,45.91100329647427,E,-3.252827458752769,38.42676555151239,E,E,D,1
51-65,Non-binary,A,-124.62876234721685,D,C,A,-7.317776776903519,-34.6771007777757,A,53.27982958284123,237.36564350799117,C,C,D,1
36-50,Non-binary,E,-97.98254937258342,A,A,A,8.295812049590564,40.51700665789767,D,48.84980631897866,122.38593876617068,B,A,B,0
36-50,Male,A,164.75871628068452,D,E,B,-13.411887373424545,-4.834562895589256,D,100.92510034815803,-13.611529598564859,C,D,A,1
18-25,F,D,37.69906333950868,D,A,A,18.826450652187127,-21.70646593468702,E,92.17815460899027,8.858764549484892,A,A,D,0
26-35,Female,E,129.06372431978278,D,D,D,-113.8735482889266,-99.57555056083055,E,-21.326077813067613,6.342667263770887,B,C,B,1
26-35,Female,C,26.245464112719084,B,E,D,-112.13653109689162,81.42692111050202,A,-21.847603055379306,11.967747165518313,D,C,B,1
18-25,Other,A,-53.83992415670002,A,C,E,31.63593091892263,-130.13606905096174,B,6.417229193577693,58.83972812447844,D,D,E,0
36-50,Other,D,23.30050028835266,E,C,C,-158.87341715325653,64.88659546610228,A,66.50336117300223,-80.76320474157312,A,B,E,1
36-50,Other,A,96.50009972998072,E,D,D,69.60472770777032,-20.5564492786397,A,-43.70852454201706,-168.61078384855475,A,B,D,1
26-35,Female,D,-38.599449635739006,B,E,E,-47.79517528558277,-46.79639860049332,D,-51.64876556522271,-24.164324568558474,B,B,D,1
65+,M,A,164.4278184983294,A,E,D,-62.23472037245866,57.6728696693707,E,81.54878491945304,-154.01869161380796,B,D,A,0
26-35,Other,D,2.7642344089063213,E,C,E,35.61404801917949,87.67400814665129,E,-11.457424698003415,-174.05345218758777,B,B,A,0
65+,F,D,194.04316014558646,E,C,E,71.75486942223873,-19.097064043305096,B,-98.27185271998874,-47.88706431124014,B,E,A,0
18-25,Non-binary,B,-70.38711888995887,C,B,D,21.00545776487639,61.34998410283231,D,34.28436930146953,126.41324801456663,D,C,D,1
18-25,Male,D,103.97474383140603,A,A,A,40.74915444547458,-103.382275507726,D,-7.350737864062605,-68.50023280738523,C,E,A,1
26-35,F,D,48.94950517860674,C,D,D,94.46651557695259,60.524348628924464,B,110.8881675927,-101.61618572922279,A,A,A,1
65+,F,A,81.83920540695809,B,D,E,-184.76910322773966,-205.53085002356752,C,18.480231352602598,46.3388866617987,A,D,C,0
51-65,M,A,155.38904624254155,B,A,E,31.157941161678743,-45.805059382675736,A,31.540268181455787,-182.95770504907964,B,E,E,1
26-35,Female,D,93.9174617646055,C,B,D,-74.22253533280393,165.21550241050682,E,-1.7637767519368748,-23.407962458152166,A,E,C,1
36-50,F,C,183.95495440370536,A,E,D,-31.306148753579922,-88.8067104180804,C,-40.63837047719722,8.888043118418034,C,E,B,1
65+,F,A,-81.12154820985593,C,E,C,52.87648642469173,-113.57487975029443,C,45.10002269447053,-18.235555298062515,A,A,B,0
51-65,F,E,-44.900279726700134,D,C,E,-126.29030579253151,-196.7868350279103,D,66.13016063797879,-19.05507885512494,D,D,E,1
18-25,Male,A,-117.71219753878559,C,E,D,9.368983323767571,101.46312142376703,E,-42.76497469157693,-11.079032517218572,B,E,C,0
65+,F,B,-226.3403798759497,C,D,C,-67.40248781772762,62.8435439860685,D,46.778156678025866,-45.201075975359316,B,E,A,1
36-50,Other,D,-34.8981632255177,A,D,B,38.45733950125726,26.36905050071192,B,7.845290974972964,-26.865980287215045,B,E,C,1
51-65,Female,D,45.03024850128023,D,D,D,187.72688385552505,-58.74936774062175,B,102.76127534672766,-9.954327123031078,E,B,E,1
36-50,Other,B,-150.94904408936256,D,C,B,-109.35314742261453,1.7731784993232362,A,136.1395506163474,166.8114439164949,B,B,C,1
18-25,F,E,-113.99874770492569,D,D,E,-77.84334835461436,-82.39579540207667,C,104.90892874255064,-164.76961284279787,A,B,C,0
51-65,M,A,119.96071737440191,E,A,B,173.39144201296784,-44.89122412544743,A,-37.99879338375668,-82.6322328293758,A,E,A,1
36-50,Non-binary,B,-19.51211509426609,E,D,B,87.33216339950108,26.284425272342553,B,-21.631979914505315,99.56586640191667,B,D,B,1
51-65,Female,E,-74.3629442324424,E,A,D,16.869287508305966,151.61088655161896,E,125.63352685105684,144.31388282851,C,A,B,1
36-50,Other,A,121.98026015470913,D,A,C,-62.66309711334811,13.664783177426616,C,-38.92671530565507,-121.18270807643856,A,D,E,1
36-50,Male,C,-116.85054626542615,B,D,B,-154.05073794655272,-54.34901784009599,E,-69.26090653943102,-31.710790598336093,A,E,D,1
51-65,Non-binary,D,15.723905686533898,E,E,D,60.12091200240519,-72.94762183910522,D,-83.91591540665831,170.63223408257238,A,A,A,1
65+,Female,E,-50.09411872040602,D,B,C,43.748223048448445,103.3430083599063,A,19.203916592372458,-23.946865703254925,C,E,E,0
51-65,Non-binary,B,76.55517424568285,D,C,E,-117.04631884921848,-167.2125796590491,A,76.09340420763513,-29.784516087082824,A,C,D,0
18-25,Non-binary,E,89.20669107907703,C,E,D,-44.02602923933796,-20.099734238086064,A,-74.85398615445803,32.13353786201295,A,C,C,1
36-50,Female,B,136.1780977404482,D,E,A,-72.05602236460015,-73.40870854863675,B,-106.69177680905526,97.62862294764291,E,B,A,1
26-35,F,E,-0.4130016406983102,B,D,B,-89.67274426202698,-103.54703809811276,D,156.47616371579147,82.41420474655405,D,C,B,0
18-25,M,E,15.957980495388476,D,D,C,-50.47713281198563,134.14567146946067,C,53.25143199186141,-35.0235466612838,C,D,A,1
36-50,Non-binary,D,99.24360718989213,B,D,E,60.64066233748589,19.39103855609617,E,-140.73095463558894,56.6216881571578,E,A,D,0
26-35,Non-binary,B,62.67423280187471,D,D,D,61.79289110833571,2.447410412992821,D,37.36483510142739,69.16815672625721,D,B,D,1
65+,M,E,85.472003232485,E,D,D,-131.36222330375028,-160.32368773539037,B,-107.47045526987868,13.113227376074327,D,D,D,0
65+,Male,A,37.778368700484535,B,A,E,139.85539309721997,17.09432172759812,D,63.149570396642716,-113.98644547699939,D,D,E,1
26-35,Female,E,100.70622650968333,E,A,A,20.174823297664396,-180.3955117780879,D,-45.456630807686196,10.110767419269115,A,E,C,0
18-25,Male,B,107.0142167811958,E,C,A,-66.55295909723226,-72.3859867473518,B,144.14699351903607,48.91135676218358,D,D,D,1
51-65,F,C,183.48031527459358,E,E,E,-36.00261603377352,105.36980597405528,D,104.65282308782211,-54.448525433951644,A,D,E,0
51-65,M,C,19.066444358909937,E,C,D,-48.18192027765472,75.0944541011829,E,0.5146388294130291,-49.029128522377334,E,D,E,0
18-25,M,A,-23.137861456949068,C,A,B,-66.48456646504684,42.09299764479356,E,6.051820497296685,-13.830721772421962,D,C,C,0
65+,Female,C,-83.3075042905562,A,A,D,62.755973867763196,88.4373187672618,A,93.93399934912344,53.500604319982536,C,B,A,0
26-35,Non-binary,B,151.7237570088597,D,E,B,-18.210965224230616,127.12530648692042,E,-85.96460975716832,-67.11036819381874,B,A,D,0
36-50,Other,D,64.71699085223732,D,B,C,66.29213686679202,-91.18770053990225,A,-106.1237585809035,-44.723456755076015,C,B,A,1
26-35,F,A,130.17257335877494,E,C,B,-63.28543278508813,79.32881822164155,A,103.35612110666672,-66.37338572196356,B,D,C,0
26-35,Other,A,-153.28281906812867,D,E,C,-151.77848000733164,-102.64197732362288,D,195.0953459650129,-66.65281935467814,A,B,E,1
26-35,Female,E,-47.89156037360565,E,B,C,8.242986593818081,-134.80968214470158,A,1.003868661644724,-13.72931540011653,C,B,D,0
18-25,Female,E,13.83144998484999,C,D,D,82.2142763412164,-132.01377463647364,C,-80.32436272186001,44.85244522508858,D,E,B,0
36-50,F,A,62.802247592094126,B,E,C,-97.83514212490019,148.6096938227719,B,26.978556909644247,88.98415051845183,D,A,E,1
18-25,Female,A,48.283248803769986,B,D,B,-65.39707920332573,-60.48239234328284,B,-63.651146109328884,-73.2612292883485,B,E,C,1
26-35,Male,E,27.219715447378178,D,E,E,-158.88770978740865,-21.91841293019316,C,-7.134272627136541,43.776035791249925,E,C,E,0
18-25,Female,E,-21.033631295431125,E,A,E,41.04933784017674,-118.25585405166102,C,29.46277593206438,-17.368507566482005,E,E,D,0
18-25,Female,E,59.45393770379095,A,A,A,43.15950283526029,-31.147646508399458,C,61.132381409030536,-209.4885747239791,A,D,D,0
36-50,Female,B,-12.493082063788584,A,E,D,-136.71896119340207,69.49491513000213,C,-5.217771118636168,-9.807743269728673,C,B,E,1
51-65,Other,A,-112.26307352056821,A,B,B,-149.8303705103466,-177.41891497708798,D,161.07501636109143,-127.80374280998399,C,D,E,0
18-25,Non-binary,B,37.765702798097394,C,A,D,-135.08871188475632,-88.84654882772539,E,-76.61911916765398,78.9584066828213,A,C,C,1
36-50,F,C,-167.37767264071107,B,B,C,-28.961799361549325,-17.16177681104768,C,29.005754202007378,-37.088428162261046,E,A,D,1
36-50,Other,E,231.9684470983152,A,C,E,35.23114616698575,-58.8008225897076,A,-137.67190897239556,-69.54195018956233,D,A,C,1
36-50,Other,A,32.15592011901985,C,A,E,54.83545579368084,-10.674316613929461,D,-108.45127034465266,21.486745807834335,A,A,C,1
36-50,Male,C,-19.849520045227454,B,E,E,-144.00005661862608,104.57579543931763,C,19.913779308509596,52.22641184990198,B,B,D,1
65+,F,B,-45.461287796696794,A,C,C,28.988960979909656,-205.0542961711983,A,-99.3564777290856,2.872907551180059,A,A,C,1
36-50,M,B,15.374677414406094,B,D,C,-4.725168026674069,-68.609004556369,B,112.4021172807661,-315.06951578212096,A,B,A,0
26-35,Non-binary,B,96.3062623466903,D,C,D,145.82637642442012,74.28909321834523,B,-2.068218847644616,-171.08857019545343,C,A,D,0
26-35,F,A,-77.28694524956971,B,B,D,-106.63589019154315,-19.39619827093361,C,-127.82719450382703,-6.210518075956089,A,B,D,1
51-65,F,A,73.89188710973328,E,A,C,19.650708292386692,-49.82646034404326,B,47.31579727370019,160.71100286950949,A,A,E,0
65+,Other,B,16.89816751960944,D,B,C,-192.67455918350717,-54.86524514349519,A,97.48359879027994,105.77974257299414,E,E,C,1
18-25,Other,B,-89.87045281391669,E,C,C,-57.94156715473066,64.26411206241353,A,-94.16195694553203,-27.471339453965456,A,A,D,0
51-65,Male,C,15.86252014123132,B,A,B,-9.940402140559607,-118.66593745146763,D,-165.45545243626123,40.41798385671924,B,C,E,1
51-65,F,A,-127.82057317059437,A,B,B,-59.91252564264816,65.44653853167448,C,12.559084258252016,102.20400190908092,B,D,A,0
36-50,F,C,186.98355500339005,E,E,E,-209.20958462910798,-100.27320202381853,C,-263.56609427252795,119.13173151092928,E,E,A,0
26-35,Female,A,-0.5109042511374954,B,D,D,139.2942291613191,24.518093980919893,E,22.370749679332008,-116.9530504113028,E,B,D,0
65+,M,B,-32.61318192833833,A,E,C,37.44353747400986,137.30034385926197,E,-166.85280968948192,-96.662486144974,E,E,D,0
51-65,Female,E,-45.86370357076543,D,E,C,-143.46669643773126,-118.41744116817637,C,-81.22258634683254,-49.14864864201232,A,D,B,0
18-25,Female,A,27.44518005649898,A,B,D,-16.389348624455284,15.956955171315832,C,-172.7784628057675,-79.5019337553992,E,A,C,1
36-50,Female,B,-223.47423057780819,A,C,E,-32.824849291433964,-62.51073209671626,E,-24.29474754903263,7.817747969948327,C,D,D,1
18-25,Female,C,133.74706551244532,D,B,E,-22.943625887243204,-46.36831532237971,E,78.82311873822505,-68.84294550629357,E,D,D,1
51-65,Female,D,37.00455257365217,A,C,B,163.42342467497747,24.93708019000541,B,-41.76591156959522,-73.52418267005005,E,C,C,1
18-25,M,B,29.51688197719407,C,D,B,-14.901188997009227,-47.366170359812024,C,138.98938812393345,24.996711681569415,C,A,B,0
65+,M,B,-19.569909463195952,D,C,A,-82.83340579313477,-44.848136676669924,A,143.35974774506272,-14.598074206471326,E,B,B,0
18-25,Non-binary,D,22.24514523771207,B,D,D,-183.6248082800724,36.73435955314123,E,84.54307333364297,129.01583519952894,B,E,C,1
18-25,Male,E,-74.30892924801552,A,A,E,-39.91043056621993,124.52681578778646,A,72.14699441277791,71.055833905179,E,A,D,0
26-35,F,C,65.26315053765119,D,B,C,-109.56864542032865,68.97655864382905,E,2.4165468486093884,-93.65587297905923,D,B,B,1
26-35,M,C,-84.83064514376737,C,D,E,-74.3243784362994,-67.58778092717264,D,-94.11664034624032,30.77643829746874,D,B,C,1
26-35,Male,E,11.345693532591058,E,A,B,-86.4147577941673,-174.479693717048,C,-85.51965539390953,90.48291379813887,B,C,B,1
36-50,Non-binary,C,-90.10625491844816,C,B,D,-21.381715979587494,1.4235786138827804,A,-102.25402647368907,-18.424947498292628,E,E,D,0
51-65,Female,C,-14.910669143378799,C,C,E,47.26401756342845,31.090677232122495,C,43.63489718120095,132.56768189381802,B,D,D,1
18-25,Male,B,-91.57239055258255,A,A,A,-65.55040660213106,47.899225786607495,D,-17.29360640736905,-7.600250486824713,B,E,D,1
51-65,Other,B,30.5134431383414,D,C,A,20.089210116983807,108.300007752241,D,-221.94537711331125,-46.248005131981586,B,B,E,1
51-65,Non-binary,E,-92.23824682757473,A,E,E,101.47630623828434,43.91333949588896,D,-101.09017859109706,-62.751847439161004,D,C,B,1
65+,Female,B,50.25907748589324,D,D,D,-97.07696528844623,46.633471435094414,B,-164.73729115191844,30.39168459763502,E,C,E,0
26-35,Female,B,-42.84158967222181,A,E,A,-13.259550415386917,96.96143587051719,C,114.34083125096069,-31.169140254564986,E,B,A,1
65+,M,C,110.90351654056025,E,C,A,232.48605720264774,-120.67643933531964,B,113.13155490758207,13.860287844690228,B,C,B,1
18-25,Male,D,185.91518217214335,C,C,C,141.80410740704906,-114.09092522636858,D,-16.10798031426845,45.17267943509728,C,A,E,1
26-35,Male,C,-22.503744811183292,A,D,E,25.7008650245597,-43.3952411724002,D,101.97995785961398,164.2283661059138,B,D,D,1
26-35,M,A,104.29316745095332,D,B,A,47.57304971905765,175.60095864844646,D,-19.187189856609244,86.46302724474172,C,E,E,1
18-25,F,A,-60.995264747263455,D,C,E,13.389055909112804,-101.63067494974266,C,205.10114384867913,24.896527549117135,A,D,E,1
65+,Other,E,-67.12599578815946,E,A,C,-102.24517644555353,80.75912859082753,E,8.741574947482704,-58.57967959891279,E,A,D,0
65+,Female,C,205.20107315007604,D,C,A,146.73418179028667,-30.791870987840962,C,-39.72937131500056,-40.585276412820285,C,D,B,0
26-35,Non-binary,B,15.155064184801509,E,A,E,57.53238959129374,-14.528334719498199,E,-89.12910796339726,-115.88196146663509,E,A,E,0
65+,M,E,13.376035893494858,B,C,B,-73.80806033540216,-43.794080506173984,C,-70.09228263379481,12.657476857293998,C,B,B,0
51-65,F,A,120.7765879474718,E,D,D,-0.4916371695478424,34.97448406054693,E,-20.24776012639757,-7.811175061701594,E,E,B,1
51-65,Non-binary,E,-118.33935142182422,C,E,C,145.4927722744049,-51.46635550014832,A,-95.14103519491432,93.1476990733444,E,E,B,0
51-65,M,B,-285.1922029695286,D,A,B,11.113683015355715,-36.25131554904157,C,0.3101336113681757,8.627452654585465,B,B,D,1
18-25,Female,E,-133.6034940115035,C,C,E,-65.09523293502859,73.05721935355885,E,70.92190875498129,58.915360577498035,E,D,D,0
26-35,M,B,-16.734280083547773,C,D,D,54.0822105346372,22.560546625546614,B,-176.10594823825753,-95.25777484991737,C,A,A,1
65+,M,E,-192.77323177555812,C,E,C,-58.49681990345141,-41.06223388429314,E,-85.56975771879563,-45.589961800725156,C,B,B,1
18-25,M,C,-105.81019849053948,B,D,D,215.82685161527894,113.77625866100504,A,-169.5271708672987,25.429859950601646,C,C,A,1
18-25,Female,D,-61.88971852505969,D,A,D,7.944460355602858,60.79728340662287,A,-19.234706858190158,-67.99854048514581,A,C,A,1
26-35,Non-binary,A,35.19757144836688,C,D,C,-31.207440840406175,52.02553861403161,A,-108.35628205346599,-124.83137694248411,B,E,B,0
65+,Other,B,1.2787447970179917,A,D,A,0.06897324392613526,-212.41202389953204,E,-37.790197550708214,66.87226633075619,C,C,A,0
26-35,Non-binary,B,-19.544303116988313,B,D,E,-3.9504463567231376,-77.48242032169036,A,-8.98644279066012,171.21424038757726,E,C,C,1
51-65,F,A,-56.00977637115218,D,B,C,-46.259968295069896,-167.83268194935982,C,-112.95517883299244,-154.73654100864417,B,A,D,1
51-65,M,E,159.5605403204751,C,B,B,207.20663735261158,103.99057665956852,E,17.815177337114612,130.20324896667847,B,A,D,1
26-35,F,D,88.74939174081989,B,E,D,-147.0604368575709,-23.073555587446435,C,-72.03449882134892,43.88606575386244,D,D,D,0
26-35,F,C,21.408293299472245,A,A,C,-21.09275077805583,106.93761934115962,A,117.29346489918524,106.10478438883533,E,E,D,1
36-50,Male,A,61.975318131171406,A,D,D,-83.9134420409116,-62.66455548455507,D,-27.47065247059823,-52.93678510583836,E,C,E,0
36-50,M,A,107.00756782930019,E,D,C,-168.02597008994752,106.86945807902121,A,-36.06943345692483,72.21636449222613,B,D,E,1
26-35,Non-binary,D,210.36974042029354,C,A,C,142.10910301028517,22.099437052535595,A,-36.709337221018636,-78.03091795746766,C,B,E,1
36-50,Other,D,19.075476221308012,B,E,D,87.21916165880876,32.35578604528493,C,101.89053741235703,69.09074688790875,C,A,D,0
51-65,Male,B,-54.48473305891102,B,E,E,-238.1574132069771,-52.68500337255714,C,142.1305268209223,-47.134432084531376,C,C,C,1
26-35,F,D,-1.0056376515615124,C,A,D,20.586349542955613,2.246042525218118,C,114.04379866383698,197.17308899002862,A,C,B,0
65+,Male,D,-42.935757599588364,D,C,C,-19.774518581355167,87.61406383012988,A,203.61776409445446,-164.54314280068905,B,E,C,0
51-65,Male,D,231.30395818941113,B,A,C,-91.81923233450475,14.155038738237167,D,46.7111265724517,46.883084644162956,C,E,B,0
36-50,Other,E,197.38777905894523,D,D,A,-1.446998569734736,130.8117931584008,C,-33.91489738511397,96.21575362940459,A,A,D,0
18-25,Other,E,-136.34649821912294,D,C,D,7.998867327484836,60.841750526030616,A,-28.493652876359892,-133.86537264117948,C,C,E,0
51-65,F,E,3.5835294510397264,E,E,D,63.446328424999486,-199.41852320670463,E,100.08804373745177,48.76185884022019,B,C,E,0
18-25,Female,D,73.72145922281739,D,E,C,140.3008957045238,-5.502666615229583,C,143.45551016983356,81.3075427274638,C,D,C,0
51-65,Other,D,-110.22628504166559,B,E,D,155.0145011962599,-88.32204320008047,D,11.322807501337412,62.77294658507071,A,B,D,1
18-25,Other,A,81.92767048775913,A,E,B,40.43437847011314,-354.0985671671911,A,105.39835705639493,3.2109281301614634,E,B,C,1
51-65,F,E,165.68956526780184,C,B,D,3.4896562746267317,-53.00330372834116,B,6.70031239310338,105.56274881667036,A,E,D,1
51-65,F,B,84.03496644992191,C,E,A,-77.06463021326225,-3.410189966443891,A,-40.09065164184691,-19.465576020823665,C,A,B,1
51-65,Female,A,13.738211496666072,D,D,E,16.961716886100888,6.875550902349896,A,52.204662765388136,70.84617921521779,E,A,A,1
51-65,Non-binary,B,-38.038066601410364,C,D,C,-85.74782002990153,-212.46615587744992,C,-268.54101703264416,145.47350002695256,B,A,A,0
26-35,Non-binary,B,190.0991523308255,B,A,A,-16.74576747653088,35.77916293967965,B,131.45404570089235,83.72813400948183,B,A,B,1
26-35,Other,E,105.5815773694975,B,E,E,131.3917894888958,16.619729919985044,A,-31.896537601515636,67.88210466908924,A,D,B,0
51-65,Other,B,-138.89243441661927,A,C,C,-39.8063665243069,8.654386542838402,C,-88.81969233638688,-87.43346094637316,D,D,C,1
65+,F,E,67.94894578059859,C,D,E,-187.90699425968222,108.8470703953043,C,90.02225083025014,284.335052192712,C,C,A,1
65+,Non-binary,A,32.75691263001592,D,D,D,53.63625763782962,-72.41030127949514,D,89.06863535444963,157.03278791202834,D,A,B,1
51-65,F,B,45.62126581872157,D,D,C,86.57250557119328,-31.617727444233175,B,-31.080196181270324,18.74950527329643,E,B,B,1
65+,Other,E,-73.63160371347092,D,E,E,-37.09383376202689,-112.6760214446515,C,43.672566537236094,-16.476183613367354,D,D,E,0
18-25,Male,D,3.9340403585978225,D,C,C,10.13723900679731,4.96549962870503,A,-190.5787534492417,-111.38257939999438,C,B,C,0
26-35,Female,B,-267.2136697756327,D,B,E,-1.5801229950763334,76.73687005797207,C,115.24732583480315,-146.23599381647784,B,B,E,0
51-65,Male,B,-30.661884477071354,D,B,B,97.12443165513142,42.501660578036265,A,128.32861711946012,-103.90734523017116,E,A,C,0
51-65,Female,C,58.002169167870285,C,A,E,214.48239679462176,137.7831364674567,B,39.51834589143118,-8.619452622263037,D,A,E,0
36-50,M,A,56.748384502855544,D,D,A,-4.731878347233094,-43.03532368225426,B,36.25976687042274,260.512246911449,E,D,A,1
26-35,Non-binary,C,-166.64213441770946,D,E,B,-72.14244458864837,-101.27374150407182,A,-125.50152848242453,97.54671152020553,E,D,D,0
18-25,M,E,-18.220526968449498,B,D,D,-89.50897710437698,121.47800280966278,D,-102.97981406295303,-101.39431318370747,C,D,A,1
51-65,Female,A,67.96048422655187,C,E,E,53.017499376109555,48.84658060154771,D,-30.49978368926252,-21.844076559828206,B,C,A,1
36-50,Female,A,67.03814758700253,D,E,A,66.1253168584974,-109.26591230767278,C,205.59040190090082,31.936688594198078,D,D,E,1
26-35,Male,D,-194.54228075011395,A,C,E,-13.05966904412542,-31.485210855060767,C,41.39093152472704,-72.68153309129723,A,A,E,1
51-65,Male,C,46.02214860058225,D,C,E,-39.121764709825285,-162.38044707327168,E,56.43017262646297,-136.66122134499463,E,C,A,0
26-35,Female,A,72.36259102555746,D,E,C,24.486680429677467,73.7057670168518,D,159.0094988638878,59.42028171050657,B,B,E,1
36-50,M,C,-172.8399961219537,C,A,B,-6.3992424592202095,-174.98247721971273,D,-69.01695388607561,33.05646895982738,D,E,D,1
18-25,Other,B,-0.9343244501222736,D,B,B,-82.64378384120796,-95.97591456443435,A,56.9317641499159,-153.22027274236098,E,A,E,0
51-65,Female,C,82.21183966643564,A,D,D,81.34031723226171,105.36590081208969,B,-29.167696333840503,133.35568140924693,B,D,C,1
26-35,Female,E,258.3857765157545,B,B,E,110.82543695180853,-219.45732522419146,B,-28.69111531841078,-301.6715703920991,A,C,D,0
18-25,Non-binary,B,-121.81407182900375,A,C,D,14.704399200423337,150.886916159421,C,33.87101438809557,-17.72278524536644,C,A,C,0
51-65,Other,C,90.29804888545868,D,B,B,-271.253475712502,-92.7039735974237,C,29.62703869584184,165.89896879797027,B,B,C,0
36-50,M,D,-19.740064241898686,D,E,C,-55.41510049290246,-65.67173391519717,C,390.91071763366295,-94.09785250389345,C,A,C,1
26-35,Female,D,-79.51551838479986,C,B,D,-1.4866624182058346,-40.44601277252891,C,-319.0445802093893,1.6148242601899023,B,E,C,1
26-35,M,C,173.39950245960566,B,B,A,-123.25860897803655,15.151668424157297,A,168.71986728027068,-195.72180688988726,C,A,C,1
65+,Non-binary,A,88.76424703324786,D,C,B,207.6972211552461,-23.96176249063853,B,139.2869916567024,13.04054484049765,B,B,A,0
26-35,Male,E,-6.08204595863804,A,D,B,19.152001424944377,-43.86994148817924,B,62.345239050679965,103.98977714384611,D,B,C,1
65+,F,C,11.77127844044464,A,D,B,114.01572897379224,66.84066359254548,E,95.95345904664849,105.55083980563195,A,C,A,1
51-65,Female,B,-96.77010975793596,B,B,A,58.13834246982395,-21.732325339970057,D,117.93763396166268,-8.548771333302179,A,C,B,1
36-50,F,B,-23.355307821776847,D,C,B,48.24177996549653,167.4041646059311,B,41.63007591066252,-233.4550927700374,B,B,B,1
36-50,F,C,8.125202311273934,B,D,B,-21.902158378298076,102.02024214855948,B,3.8149877160016277,45.6741895442525,B,D,E,0
18-25,Female,D,107.94336332015155,B,C,D,214.54126856297916,-25.504892659715477,D,122.19707653833925,-5.686159776045743,C,D,E,1
18-25,Male,C,114.7710629756405,B,E,E,-215.61112478881893,51.239539237645374,C,65.54561806927164,-11.54689425598928,C,E,E,1
36-50,M,C,-142.36422500892954,D,D,B,-15.588919879111247,94.49586424314052,C,31.731111157316285,18.691056055459452,B,D,B,1
51-65,Non-binary,C,-19.425335888435956,D,C,B,-220.6899666691496,-137.21826069647256,B,39.075040528683424,-111.99921055516377,A,A,B,0
51-65,M,C,91.06091645832224,B,A,D,8.816753776980578,-100.17394460903928,A,20.948884302738442,185.21350355715154,B,A,B,1
36-50,Non-binary,C,133.84322770596023,E,D,B,-114.82676529338372,34.62600319871891,E,-124.97537429266727,100.18621377115733,B,D,E,0
18-25,F,A,-89.2000205551531,C,B,D,-18.6449982456745,118.83179753286322,B,19.016631521741054,-80.54851517574868,A,D,D,1
18-25,F,E,98.41775567198864,C,A,A,-18.27036132028791,1.1308220208775788,B,-105.87888897752842,-178.58596772572602,E,B,B,1
18-25,Non-binary,A,163.6230635034384,D,A,C,-96.1639910425117,-123.50501844956791,D,65.92383585585657,63.36166232663323,D,D,E,0
36-50,Male,D,41.88720172098962,B,E,D,-69.8920105524382,61.31870260818481,D,-55.91988022270915,-36.18043224258389,D,B,A,1
26-35,Non-binary,B,5.375013586063426,D,D,E,122.31643780589745,-107.9477645421831,E,96.76607381019171,-2.37909289505863,B,D,E,1
26-35,Male,D,59.22999913316737,C,D,A,-15.71798115749418,29.79987787948587,B,89.10816288930248,72.59013080548144,B,B,A,1
26-35,Other,E,85.35633273384569,B,D,D,-106.38204389217493,-180.51386002970474,E,-2.5652922920088557,81.78307322272451,C,D,A,0
26-35,Male,A,-23.972873104067002,C,C,D,-72.86745302994791,314.21401923572313,B,49.309671448049166,32.45507246852783,A,B,C,0
51-65,Other,C,84.35210244517289,B,C,D,216.17382663902353,126.01939501944284,D,-49.41481069976884,16.81309548927042,D,A,A,1
36-50,F,B,59.5292060987419,D,D,D,200.11026789878318,-119.73204809296443,D,-3.086268015733091,18.691178188788033,D,C,A,0
36-50,Female,A,319.40731051866635,B,C,C,4.042772687192706,-206.51340681463583,E,117.11217627855012,-7.157313350638972,D,C,E,0
36-50,Non-binary,C,-45.80657103963865,C,A,A,112.52148318889064,-78.08881081283225,C,-33.69432725704601,26.8375037571739,D,A,B,1
36-50,Female,B,-42.31735912549622,C,C,D,-71.07335081004113,-36.92032863708501,A,-7.323609791774252,-180.86468146199843,C,C,A,0
65+,M,D,33.302244284103736,E,E,D,-63.69356780753237,-20.64361440285525,E,96.261492854298,-73.45262878674146,E,B,B,0
26-35,Female,A,-155.475342530564,C,B,B,-64.30253528235812,50.51534081601374,E,-195.11532336313053,-23.416449602396504,B,E,D,0
36-50,Other,B,-30.74676543314812,E,A,C,17.14919505286948,97.01283076641253,A,118.7478906252726,93.87165071740745,A,E,E,1
65+,Other,B,79.5196185822633,E,E,E,38.557948113067205,61.04067938798008,E,112.96272182752382,-44.64841578062474,E,D,A,0
26-35,Male,B,-10.969505962515766,C,B,E,-43.03487896292374,-319.3626520344063,A,8.650749182109626,-47.30987147616433,D,E,E,1
18-25,Female,E,6.065847624872276,C,B,D,-24.187696825420755,36.89728638298202,C,32.47683838882111,-111.1124384814473,D,A,A,0
51-65,M,A,-188.91065392661997,E,B,B,-114.61873219305927,-153.78440883131174,D,140.03066896496617,-98.79471522981252,E,C,B,0
65+,Other,C,-27.322915624640736,A,C,B,-134.2387807403261,-201.00149626811395,D,71.54030392385255,69.4890736670661,E,E,D,1
18-25,Other,E,36.53471448334435,B,D,C,-111.13111846053802,98.7674321407394,E,14.776981770128728,-117.78209591578232,A,E,D,1
18-25,Male,B,35.67530102617027,D,B,E,-79.64077639042256,10.424191534199641,B,-65.42365516465867,73.55282456895821,D,A,D,1
