SEX,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Male,Other,47.323626443539574,60.04796816201999,B,D,48.09063861286742,E,29.916815322132827,-62.27357981195121,E,39.77763047716431,0
Non-binary,China,-31.91780061537149,6.595605197051156,B,A,-89.57497956480258,B,56.075787363433975,231.4498965792264,B,94.86720078292862,1
Other,US,-93.90115870297252,30.96107143731834,D,E,154.88637594587559,A,88.54411905117716,27.99034340215618,D,-134.44521135530508,0
M,Other,94.689076918283,77.15739902358885,B,B,24.752366506293793,C,-59.30654654290441,-21.776709568941584,D,180.9019906822088,1
Non-binary,Mexico,-17.14860316704677,-224.6862879602598,A,E,-30.99572905008985,B,-160.65729713820312,-17.498564772759032,C,-231.11222570314158,0
M,China,-51.59128054528461,-31.102423695825692,C,A,-4.139288233242208,A,150.02498998946888,-7.748609241140681,C,41.055560927810795,0
Non-binary,India,33.07815115696039,29.01082460233018,E,D,-88.1621036030847,C,-18.265377609067574,62.478264535916075,A,3.3320423195194993,0
F,UK,-11.540753844360196,98.06302009524398,A,B,-11.53839299138425,A,212.03184482845376,-84.18177524869559,D,127.41113956003353,1
Other,India,111.8856953955331,-29.23706810055849,C,E,22.095310291973735,D,-68.66395903371274,45.177922692243776,C,-152.5200619105308,1
Male,China,-173.64176057413798,-119.16528787436414,D,B,32.15867267086775,C,126.35823619475781,12.782465862226811,E,140.43045590180148,0
Female,Mexico,37.448222327503096,-41.716362266687035,C,D,-145.60408871051357,E,152.72630320582644,-89.4913030416469,B,11.618614139559794,1
Other,Other,141.6393710347393,-57.406793617208805,C,B,-76.98748437588273,E,-4.248741023868333,100.87601441444075,C,-194.43148692402661,1
F,Germany,9.282879911340252,38.12070504967902,D,D,67.63308620528163,E,35.40873142992543,-31.304755911419523,A,95.71015840634355,0
F,UK,-283.9618521343987,-96.45331124212176,E,A,-52.53926710253506,A,11.16766051563927,-37.20184383971258,A,-95.80825345125204,1
Other,Mexico,67.25449721456901,-34.60179337721442,E,D,30.431725049279244,A,-12.1378483254802,44.61928163322975,A,-21.56910747409904,0
F,Mexico,32.43118303493794,-120.58263149356598,E,A,9.611370848934374,C,26.847426471345536,239.54259451377217,D,136.5473841762196,0
Male,India,-32.14297564579762,-204.15230916758125,D,E,67.7103782815234,D,-72.16316522780834,150.58561416314978,A,33.112056517084,0
Other,Germany,4.540508405182872,66.25104520189747,D,E,-3.5762949379818476,E,88.73154477278011,144.77851916286866,C,34.38263037856957,1
M,Germany,19.837253375559197,50.04793275832098,E,A,-135.19341226975078,E,54.40081858785861,-27.477705978571326,D,-100.88053158400605,1
M,China,-21.898074492088696,7.1929980830583125,B,A,235.18843632682683,A,110.34014890026597,-62.729809727589746,C,-53.84422337765346,1
M,US,-0.03832334220804418,-123.62516840976153,D,C,-133.78048000387076,A,-23.516721562758942,189.3898120082824,D,-6.8395849766102605,1
M,Germany,-193.61774117041023,101.76745927479772,D,E,79.73651744500671,C,6.508582271042148,107.54647623901464,A,-51.37683800073195,1
F,UK,-55.11310345824788,-55.41720407827127,D,C,32.58929497451534,E,58.039257362467836,-2.8916670941279454,B,58.54901001503773,0
Non-binary,China,194.85105179687528,-24.430117806974827,E,A,-37.92531078946294,C,-35.84242347310702,-99.81638694627779,B,107.91662362078651,0
M,India,34.177842979402314,38.78673977175942,C,E,66.18181667365663,C,-100.86476265505067,-64.11021045101532,D,-42.72014666646064,1
F,Other,-99.82155763926849,70.70989967084891,A,D,79.58226634056939,A,-148.7696172079409,-81.18223774644865,C,40.8944429410542,0
Male,UK,116.80689176379562,-9.511764114501977,E,D,-188.1807611577197,D,-183.30971034158122,36.999945129299014,C,-81.32453509003822,0
Male,China,51.98116229056481,-29.83195021020854,C,A,-66.32899212510047,E,67.08534745080318,90.68369415939468,A,-12.059742895045755,1
Male,India,-81.6863223550115,10.887741540260395,A,E,100.58029846019001,A,-1.794683102817644,-11.632204398152227,B,218.79736438430547,1
Other,Other,119.08357192414259,-207.78844825962602,E,A,69.15728796905842,B,33.36634148857597,-54.243626339202144,C,0.6715305731336173,1
M,Brazil,-79.0266757040627,-5.68975366509624,B,E,86.48209956903695,E,-119.27597893598386,-52.93687495702807,A,14.902366939274113,0
Female,Mexico,70.97143473797145,113.11540516202369,A,B,197.1215697541811,C,-241.5376654314607,50.52349270153192,D,90.50766081339904,0
M,Mexico,76.7141100468346,20.220220706824126,E,B,58.97549674497399,B,37.67948741082813,-212.40769202413117,A,41.29467678257354,1
Other,China,-99.73073432301696,-34.79878039591897,A,A,136.0230147895632,A,-256.323937046712,-37.39384909848988,A,107.59146015779035,1
Male,India,129.63233093730696,-147.0516818238128,E,A,-102.06770843859148,A,161.77342215066471,104.95203841191838,C,-10.396147080351028,1
Other,China,80.59352926095218,87.63663567609586,B,B,-147.66579337581226,D,123.44588137777986,-42.454786726101986,A,-181.27394635065883,1
Male,Germany,-203.9231497665921,-104.38295629960925,B,D,-64.6273788081875,E,58.342096059632276,-68.82157444818439,E,103.07114219660359,0
M,China,20.814134285703663,49.17037799752283,B,E,-112.44498357589931,A,98.97751074617081,-163.5570427542092,D,13.184763663034083,0
Non-binary,UK,-62.27140849818416,-78.52079768927268,A,A,-41.992410876118306,E,131.1188515615949,7.670263620099544,D,-221.46674141888604,1
Non-binary,US,77.37968966256258,-73.33230726627762,D,C,-157.35501983395008,C,172.05800384325562,54.136361166862336,C,-229.16813509708888,0
M,US,83.56203191905362,-18.924261412428535,D,B,-59.68902588857037,C,-153.5086256775038,-96.31913092312197,A,128.15753883510664,0
F,China,63.17927308101755,132.96939406855734,A,C,-72.38253013260709,E,-102.24212001424692,-49.649315790582655,D,-52.91078724610401,0
Non-binary,UK,-2.41727920161193,50.81004562977686,D,E,76.03723802036923,E,-57.23098476090881,89.23800398321298,B,-88.67319156967865,0
Female,UK,-26.98692979091055,13.176799977416506,A,E,-79.3745610420246,C,-107.31258470618495,245.69176563515072,E,290.9317064181573,0
M,US,-18.16028789883305,103.49446791204157,C,A,69.10281880477346,B,21.21846756599516,-133.27825355323267,C,-184.3345910316693,0
M,US,5.0785561519138955,189.8877203461262,B,B,-111.04459731357123,D,15.238330166032824,94.9963548554034,B,-1.0501227914632048,1
Female,US,44.72289014037559,-105.59386677384117,E,C,65.6827101937584,D,-99.96548040460905,-1.1789041268565117,E,181.11728974578213,0
Female,Germany,-14.450402966781557,-87.80961616965871,D,D,18.325900587658516,D,229.4359088688426,152.57227146841956,D,-14.117813650809696,0
Non-binary,Other,45.2638919975078,160.77031812716922,E,D,-96.35429785262659,C,35.889002037828604,-44.085144215946286,A,-117.29149751909038,0
F,Mexico,90.16120759312774,28.834676135855453,C,A,-10.756865532557908,A,7.440688854636754,169.85223094426786,D,-118.71496026654482,1
Non-binary,Brazil,-6.695119936348466,38.38940045334203,E,E,137.0690928190303,D,-162.0082576589849,45.82456578896357,A,-17.44305601916975,0
M,China,-82.57764412255717,63.75501514122227,B,A,-67.36305686809203,A,29.520001033797783,64.68481901631853,B,226.89066026563967,1
Male,UK,-51.40671040093292,192.26837888725058,A,C,-169.3561380858613,B,-123.09631920895899,55.478954516830306,A,34.44225598961228,1
Non-binary,China,-135.97255458326515,-84.78176677878673,B,D,-141.3227628390285,C,116.98224070354964,20.71966003346527,E,-15.653142526191905,0
M,Mexico,103.05872843380111,-24.657179048357747,C,A,13.10285432028169,A,-51.15011056302535,-14.765768793741312,A,16.21157451512402,1
Other,US,34.50088082806487,89.95774961141746,E,A,59.61179750272437,C,-220.78834398157468,-54.97036889071523,C,1.5289262980861236,0
F,Germany,0.09762255720717104,152.7704891575826,A,B,-31.453319410440677,A,86.28356112940452,-157.30633867641976,C,92.49643302083197,1
Male,China,117.13982901397245,-135.06806007753192,A,D,184.62279703296966,B,-68.45245177895262,-66.92592656231842,E,84.97517383999367,0
Male,China,-19.21692534888993,35.080032912141284,E,C,-76.45293243905066,C,87.72495642583772,-73.8900609731929,C,38.65124854276025,1
Female,Brazil,-90.09175431341399,-106.85329316778468,A,D,17.68008744179915,B,-48.65994772409194,122.58179009537022,B,-64.373599297771,0
Male,Other,29.861336115723624,161.7777651762146,A,B,84.7598278411514,D,-194.91467874863787,65.41661518288957,B,60.71167332122299,1
Male,India,-158.60258317578985,121.30681319735352,A,C,-148.38968831011863,D,-34.18088289187722,20.489267000634918,E,-172.6894621366856,0
Non-binary,Brazil,47.801532685408475,163.22448570271524,C,B,-5.342607731197997,C,61.39041898107831,10.137688676692898,A,0.5223259033749941,1
M,China,-80.41120245182125,4.561331875177191,E,A,-16.843008604045824,A,8.232828451984945,-2.1294905854291297,C,158.38145641241474,0
F,Germany,170.74048803715766,187.0892981421105,E,B,59.86155605681437,B,176.66996198428603,99.34897124908872,A,-155.74864445605226,1
Female,UK,94.1299081134582,191.1469816936742,C,C,79.81225926781225,B,6.102364781485341,-143.07897925853737,B,-52.34990331956965,0
M,Brazil,-44.96407905998463,159.99247777770037,B,A,71.38897368078997,E,134.92249324574655,-67.12686026408181,A,6.374669842488616,1
F,Other,126.93611096615788,74.3638632206737,D,A,-115.81416390203204,D,141.97764056739985,-7.128354360448526,C,74.31863764942287,1
Male,Mexico,39.58384499063526,78.98681176180303,A,A,126.8874850124962,A,-6.797626875987074,65.26912615016016,E,-122.65506405438312,1
Other,China,-122.93849795589405,-47.741105508904404,D,B,-27.0063297536224,C,-12.254853885282387,-120.79948216116625,A,-106.6330989565015,0
Female,UK,205.9115213658976,123.60164651923589,A,E,217.88423196578836,C,16.401625826575128,23.10588484210519,B,34.89145984349376,0
Female,India,6.745718852553193,14.92849159570734,D,A,-43.77437389660423,C,-23.10484628867283,86.75801443364104,B,-45.24619887392852,0
M,India,117.90124138736333,33.638766033406036,E,A,26.348904601261385,B,-66.80046250991676,138.58032038866094,E,-27.826314062771285,0
Non-binary,India,-39.3759611223683,-29.176352354361747,D,B,20.13207192881095,A,40.86953694663812,44.91732040584628,A,206.0657528444478,0
Male,India,0.3496252115634558,157.22818982797583,B,E,135.75584744669038,A,-7.138298562174721,-65.49234718043991,C,61.82193109059047,1
Non-binary,UK,-7.616706235511404,-47.361517252770916,B,D,-192.22603106280076,C,33.38266408226609,-59.896826164101725,B,-11.810460759522984,0
Non-binary,Mexico,28.318335542731653,14.055813232137302,C,D,80.13587211224477,C,32.04746042852907,89.78955603551596,D,-89.75058422382828,1
Female,Brazil,-164.8170647581441,-150.41390349679142,E,E,-141.58256363905141,E,-219.33914467503146,94.79526085674678,E,-27.464175366569503,0
Non-binary,UK,56.31520280544362,-28.420860120404818,C,B,-68.41220071667885,C,99.03214696020703,-240.33740511520244,B,49.29820978360879,0
Non-binary,UK,154.61619973489476,9.129457428355991,B,E,-25.169520017290477,E,281.5727255649204,48.66305162181319,E,47.89492081108745,1
Non-binary,India,-60.27258921181572,-45.00561121210321,D,C,-9.452450491825584,B,86.51770573211776,-192.76390578022045,E,-105.14357907028685,0
F,China,50.149023921559454,189.77368642705449,D,E,66.51130066697294,C,-93.07863423132399,-176.98473053229148,B,-34.26764298700268,0
Non-binary,US,146.31711387577232,-72.24723375142315,C,A,86.72904722686945,B,-115.68743124017635,-125.29173291884021,A,7.078196095998113,0
F,US,134.04275893731136,77.86192478236221,D,D,-18.14448048145222,B,-89.24174515893101,40.59059553474912,B,76.55454023256159,0
Female,Brazil,82.23980737243454,94.61711807274719,D,B,-71.92256592275614,D,-43.182772156160496,169.1153126854309,C,76.45074657014062,1
Non-binary,Germany,-115.83057875784084,157.04925769296608,A,D,-13.972938235395524,D,-68.76152894906905,115.00248467533021,D,68.80367969200414,1
Female,Other,-109.99798832888767,-23.842906027847178,A,B,24.235090603318685,E,61.47484488443211,52.68264020849705,C,-25.654954283381535,1
Non-binary,China,-201.8203430574694,-46.72557215875898,E,C,-14.295760581464572,B,-14.728561523360248,-138.23128862490182,C,9.638187361682405,1
Female,India,45.15986090233477,288.34754426429697,C,A,52.83442110004807,A,118.31037883973087,102.26432392717513,A,133.83894860398698,0
Non-binary,Mexico,46.30183811137168,-106.06564217128384,A,D,-33.472551769133055,D,40.92649022803792,-75.79754418318151,B,-171.91342764630633,0
M,UK,103.18606231815642,-108.21767145341978,D,C,115.00879009845374,E,186.7494952586168,-125.30334583373066,D,183.27299139223024,0
Other,Brazil,-90.96294667234534,68.93858380425795,B,C,-10.359845137862319,E,-51.94862491083627,37.30629334478138,D,113.40805766840299,0
M,US,-15.45820955333395,-40.32837542881406,A,D,50.12066341504591,A,84.60420789603135,-50.08304250563575,B,-19.484115775164383,0
Other,China,0.5537794734705807,-129.63982451594435,B,E,-25.434761059572438,C,-4.8323563672653,201.89417033219777,B,-36.33794277073036,1
Non-binary,Other,-121.4982058677337,10.609616383398182,B,A,-70.67366352751607,C,-73.16609832789995,-86.09468961298742,C,-13.935279666796898,1
Non-binary,UK,149.46874783257658,-77.09963741335272,C,B,-97.98064201779512,C,186.63221555294612,-17.555620156878334,D,124.00874806639699,1
F,India,-194.19149988202645,54.134656872713904,B,B,17.61387086623619,A,2.851760269030946,33.582289008076735,D,29.929557930767764,0
Male,Mexico,-56.73634599868659,-75.73493338983145,A,B,138.73610203580625,E,163.34643061895775,-19.590468446442127,A,62.4074755265366,1
Female,Other,158.41521811722401,-12.213174285049536,C,D,-67.67397549637681,C,-196.90023348508538,-142.9956151062653,B,-128.15496938847988,0
F,Mexico,82.13911983566791,-107.62137418576887,B,E,116.88955178069507,C,-29.643619020261593,85.28405737351753,E,-64.34590429698001,0
Male,US,-150.61202166404516,147.23114420903772,A,D,51.10687227419035,D,35.010879756443295,-118.83868851646491,B,-258.0278285423218,0
M,China,-5.556045311851696,44.13603267314532,E,C,105.56742588103954,E,-30.16556013024395,206.7739634702558,A,46.549125570750064,0
Non-binary,China,181.78498339359015,0.5936011706442657,A,A,-89.88865605521738,C,145.24284377514928,199.3800983242027,C,-34.1617551954682,1
F,Mexico,-38.38541402152183,44.353100990016024,D,C,123.88588905562861,E,-90.09975232999936,86.01644849327161,A,-87.39980153354607,0
F,UK,92.20142145516779,-30.13049442460517,D,D,68.09989218856177,B,-59.08838907176344,-31.619183644249233,D,40.71106354609129,1
Male,Other,37.81190287163786,70.8025945641255,A,C,3.273825613768543,D,97.04757419389537,47.74447250299883,A,44.57764163542046,0
Male,India,-127.3360587569667,173.02421799184015,C,A,141.5833309156472,A,-36.792652297476614,-52.93657965930068,C,-92.75919577463473,0
M,US,-79.35359986426398,49.08989770817871,E,D,101.62399459693276,E,-56.015784779459345,-64.09057394934798,E,139.10249920823955,1
Non-binary,Brazil,109.24962182460614,-39.08206951102718,C,E,30.1185087902957,D,57.5227726689458,56.47465799539001,E,79.3959719468225,1
Male,Germany,-102.63333779926363,-180.26755421437045,E,D,-167.2117771983487,A,-17.367592343483896,-38.575361654685665,E,-20.57747688512911,1
Other,US,-6.968455810985083,196.44801010517074,D,A,4.538107789991878,E,-12.495314945359347,9.91291901239046,B,-95.3144576229372,1
Non-binary,US,-42.05192200001933,118.63703484467149,B,E,55.21346874540141,B,48.960320652090346,-163.16076018466566,E,122.0318272577277,1
M,Mexico,129.30511136846897,132.58840875715524,D,C,34.62400447216166,E,167.64058457865988,60.85336868027325,B,-91.62746892408204,1
M,UK,-81.58966301592892,152.30981912926296,B,A,-123.9050904258106,D,46.615706441023555,106.26755441296713,A,4.2713144751386745,1
F,US,-49.31305947544246,64.59339462015203,C,C,-78.1498881507916,A,45.82540051617634,-206.62365411879634,E,-59.20260985164123,1
M,Other,134.23813976135136,-202.94706601173252,E,C,102.25237826194807,E,-104.19044275353355,-69.17288585712478,E,52.08208814380462,1
Other,Other,-55.96476284486206,8.126560134997895,E,E,-184.0495330620482,C,35.90140373627838,52.672748581395666,C,48.53776380635787,1
Other,Mexico,71.10129008358236,85.1538274024087,D,B,213.0569980734946,C,-37.79998754170285,-25.00672044826695,A,-137.71766202377748,1
F,India,-77.54751815945939,-42.26709908690541,D,C,11.370502296785855,A,36.44609107339487,75.54552515440875,E,-149.59108072650474,0
Female,China,-153.98875652114265,87.04643691183487,A,A,91.82969779999613,A,93.09563149560364,-23.685916596486635,D,157.68306089878877,0
Female,Mexico,-30.026875669993096,-21.433755793407137,D,A,50.96875134692902,D,-45.351926884641784,47.230982035138695,A,-116.03046416523213,0
Other,Mexico,-25.042232569682838,111.32192725423162,A,E,38.33614389920696,A,47.30638452826186,-8.540930608116632,E,-27.33964404613672,0
Other,UK,-123.06242028387695,-197.0938180607595,D,D,-81.1443224815922,A,-191.6001885103033,-50.12865852305842,E,187.78794619324586,0
M,China,95.12796116024718,3.518614684889037,C,A,-21.46216621753269,A,-16.061404721672588,81.76067972511656,D,34.306526806803085,1
Male,Other,28.035326096113973,-87.64417326716746,D,B,-286.59383912396896,E,-41.8907204067071,-22.689206284370258,E,-132.58720497938873,1
Male,Other,73.01160948393853,-72.43518210386928,D,B,148.87029913621973,A,9.014226950238777,-32.68267953964173,A,-55.47220836937979,0
Other,US,-53.14496786699628,-25.72204383657551,E,A,156.6628997986142,B,148.12526981200247,-80.90708394067853,B,102.36660822458117,1
Other,Brazil,51.14111540291791,90.79368712079183,B,A,-37.84149802309803,C,-1.1207810419874245,104.85829615913809,D,57.57108340588159,1
F,US,-124.38558403301134,-34.317256717726465,B,A,-146.9760853595492,D,-13.045446552283533,80.81011434404623,E,-10.778964201662683,1
Non-binary,India,88.3664765768627,-53.90746341726188,D,D,179.64810379702635,B,76.70064781300692,-27.00699348598146,B,-51.42400160670706,0
Other,Germany,-15.722113806154505,-72.75852494429701,C,E,83.8072813967095,E,-11.062258100654606,-83.11089238087006,B,-29.903042133782538,0
F,China,65.45215542530148,61.395574454150584,B,A,21.104036603181605,E,-213.5866900492203,76.56721832022806,E,-26.107627383584553,0
Female,UK,-82.62519751189701,-14.51693239575918,E,B,-41.80215291611631,D,-39.542736659319885,106.59412835621829,B,31.989554045080425,1
M,Mexico,47.95874633460674,-31.45580699342733,D,E,112.61644522857654,A,10.04214640339504,-23.119609946872423,C,116.2392633332948,1
Female,Brazil,14.83004509273993,108.54485311822711,E,D,173.86054275067065,E,2.6099302923342855,-231.96502399362367,A,32.62427990380819,1
Male,Other,0.161715583582615,-43.98600134593811,D,B,32.24783675199594,E,-225.20536983303492,-202.62350777001393,D,-36.31082927054188,1
F,UK,-114.96186664772064,33.835581849442555,E,D,63.23126054305342,E,-110.33831193836967,50.679983287762134,B,-14.674610109081703,0
Female,Other,65.19410604258667,-240.50819384505346,C,D,32.1138193481745,B,172.18883245422546,-14.570449107408386,B,-145.93220829264365,0
Other,Other,-214.6770365174282,-62.4039925287965,B,C,52.67650031498016,D,-25.642688125229373,128.52577996207336,B,-19.476433535653868,0
Female,Other,96.4697540263162,-229.75387371045466,A,C,-66.30537958281563,C,-3.2142844653729297,59.455670107556536,E,14.154035143444718,1
Male,Germany,52.996764772314386,-184.01732145653773,D,B,30.76804498735045,D,32.96202639711238,-142.33002372102595,E,7.672791026053701,1
Other,China,-2.4486719647146287,41.79855845845272,A,C,31.759988099173103,A,-47.26930299573354,55.86474401563836,C,124.45521706581,0
Male,Brazil,-60.185776707538466,-90.4695340762926,C,D,13.731187211750253,C,-91.59246924906348,-53.506643978224986,D,-52.99289668530148,0
Non-binary,India,-54.64809097431406,-197.522595750063,E,A,-119.92094940808332,C,-32.74443104272049,-63.52540889256708,A,-72.21459923180167,0
Female,India,-23.75103615881362,263.63722754780497,D,C,177.70234959800644,D,110.58178096421642,-6.0038722279022325,E,249.38407617326703,0
Male,Mexico,-120.9213182853734,-197.42533250405972,D,C,-16.34376808823557,B,7.413719543313324,-8.278336048924288,B,-2.6639303430076384,1
Other,Brazil,49.766208790444054,176.41140395696922,B,A,-86.9848832920793,A,211.8170386585201,50.32336574175243,E,-225.1806089701055,1
Other,UK,3.9209782138623352,-129.26054123578356,B,A,87.18389343236213,D,67.28769458426797,-53.878483423553845,A,-46.724005779055396,0
F,UK,-1.4694911084261721,130.2935950451976,E,E,-112.40477916267268,E,-47.265652414666235,118.17399421689775,D,-56.133081018025585,0
F,China,76.96702627991809,56.629514213361354,B,D,-207.23635872802527,B,162.22055594784916,36.505632301202,E,167.73866389863755,0
F,Brazil,-137.49418448674916,16.84444270627643,B,C,169.3344580021644,D,-92.34433597985992,-5.598637735565498,A,-25.91419164586951,0
Other,Brazil,3.7238812373018306,81.54528081224004,E,D,-71.12582157831007,B,-68.42485951652172,47.8139405334601,A,-124.92931954171907,1
M,US,43.14858341623215,-95.48309882330462,D,A,79.91970970437846,D,-94.45350719522028,-136.62956731469035,B,145.91390909501092,1
F,Germany,-1.0493675478647193,-99.65161521412364,E,C,-46.05692680825415,B,-5.85016382586308,-75.76882159471772,D,54.73477132504203,1
Male,India,-76.64596844781786,-68.24338361099566,C,A,221.01290818530694,A,-43.92380760972353,113.08393305065691,A,-87.19021213428397,0
Female,Germany,150.89512140665252,140.66969368502492,C,B,114.7287448184223,A,46.274502628944084,-89.1487117999187,D,-63.32763775465106,1
Male,UK,-30.36411366338379,-91.29649345447723,A,D,-68.35025616829274,E,64.86076087333336,-145.1830709521257,E,-212.0562727983295,0
Female,UK,8.889072787588624,148.66745845893712,E,E,71.68120416551855,D,116.61016931129726,-145.27614113309582,D,22.41485140708963,1
Other,Brazil,122.10241859422517,70.06826725660126,A,D,89.24089708458817,D,-102.97178226837487,19.358777987150596,E,-190.03192950357914,1
M,India,-147.647991933624,-38.12106634553565,A,A,-184.67609082838533,E,-75.86995422461568,-163.35191129031523,A,-102.01749099748253,1
Female,UK,-26.983571338369693,-116.7906222433514,D,C,81.66381027706358,D,79.39165449899195,-245.35477294348823,E,-160.39281571309152,1
Non-binary,Mexico,-61.87450924577441,15.75806820792691,B,D,-77.18844550808201,E,-183.98021150822652,-202.92369616852534,D,133.15735373806524,1
Male,Brazil,93.68093552386493,-144.37386812399345,A,A,-70.90558691847542,B,21.350864925386876,30.990439307880518,B,83.79328813075901,0
Other,US,-51.77072957861687,-13.348179600014385,C,B,63.13958343245554,D,-31.50593194381614,-153.42099820315224,C,-12.531157183609878,0
Other,India,36.04517291487905,-33.78401978876543,C,E,45.94552796172518,B,28.63305070292354,-129.45112723367214,E,-14.133161944279681,0
M,Other,-38.57429748502947,-104.31821115954874,A,D,-58.281824775705935,D,51.99321084603109,81.58605848716391,B,-5.766411707769898,0
Other,UK,108.25715170487132,-64.66364862961494,B,A,56.37311881895091,D,-83.25312465719348,12.935692655377057,B,-112.8715588768205,0
Male,US,-127.06525009411642,28.44928187735336,B,D,-77.65842099466396,A,-8.00619064257976,54.871551399265265,D,-21.615306971195068,0
Male,Germany,228.88829399355646,100.89522347304218,C,D,36.747931244753154,B,-91.69070341266257,-25.448624195576453,D,63.03640530476542,1
Other,US,-0.8250166403357048,-51.82812423278236,A,A,-160.70837407568104,B,-74.40833530665839,30.4485725103481,E,-66.5245463449271,0
Non-binary,China,-54.2175695373944,-97.39484889379365,E,E,-85.22904025504404,D,-54.843603364773315,12.084819169384005,E,-56.232037081204766,1
F,Mexico,-13.521843250587212,12.423052985729544,B,C,-94.48970257076613,E,-53.62189476470402,3.410369352829856,B,-77.53719718661,0
M,Other,-155.44080537537806,37.7124683449585,C,B,300.263385963104,E,62.88992146670176,131.6498092462028,D,24.196745011076537,1
F,India,92.79155958946403,-188.51606177870124,C,C,159.41363129811552,A,-81.64030892966201,66.38689456845103,E,18.793061693580555,0
M,Germany,16.864339915231845,104.556998725132,A,C,113.86687741792103,C,17.63260300144836,209.40772400239825,D,-13.342826115829954,0
F,Mexico,17.322853377600698,22.12997004959785,D,D,-96.85215380429166,E,100.80329346817933,46.91169716952032,D,-75.8841383461588,0
Female,Germany,17.074865287291967,55.17776470997626,A,A,52.84341361923289,B,-135.13829839852153,-23.18654568724918,A,-15.849294255192262,1
F,China,19.139339745047234,101.08941682694419,D,C,101.89840525663982,E,56.2119792831312,145.90158176331965,B,121.59645558823536,1
Female,Brazil,-13.784684348498244,-112.2624002816936,A,B,-86.67288285683024,C,105.36025469107713,119.19758309747249,A,30.03925757061034,0
F,Germany,48.6625976994896,-173.77264305133764,E,D,5.6345837712927,A,18.789707660251693,61.567183427135355,D,-24.633317729805892,1
F,Brazil,-36.716018556741446,-18.03169187304297,B,A,-35.012023164476055,A,-75.75798078968401,-53.00467951518518,B,-116.07176117335776,0
Other,Germany,-49.640859186853284,-180.84556923675973,A,B,-20.061106385984676,E,254.04917190681454,-48.866254397189,E,-85.5192919437132,0
Other,India,-10.58843960618305,0.9579558145994505,D,E,124.9145944933294,A,34.62266101986392,-13.55604333027028,B,95.5566201279776,0
Female,Other,28.856284896588996,110.66286039357529,A,B,180.2477492443565,B,91.50817728978757,-148.87465983880188,C,-131.567965023777,0
Non-binary,Brazil,-26.86384046282097,119.77769513189116,E,E,-99.38708558755395,B,59.17687078924379,-56.19965634442558,E,112.63903536515978,1
Other,UK,-40.32049347049267,197.40767522613461,E,D,33.04902279791886,D,-122.31546318096281,-107.34201751219426,E,-163.07173915731775,1
Non-binary,UK,-32.20621402472312,43.71113747176246,D,A,81.02974529663392,B,-7.68800536226043,-2.9232343871418816,C,171.06937958078595,0
Male,Brazil,-94.66809641162457,116.26754002338939,C,A,65.85963868810121,D,-151.32889306052334,-211.03406683996275,C,-51.02473139483461,1
M,Other,-10.40194196750124,-147.42785631722055,D,B,-64.95749489035188,B,59.99813167418594,116.38370240867482,A,-9.748327572847636,0
Other,UK,18.429819747793452,-154.41458201856244,D,A,119.11010367420678,D,-128.637684538976,-98.68513149285388,C,-81.12179019929953,1
Other,India,131.56753576932329,89.52904563465009,A,B,53.448269131601734,C,172.07515883317055,53.99117434745951,C,64.40544926163064,0
Female,Other,-55.99703873213336,183.909951007369,B,B,61.60858783993426,D,-0.7260917828244612,-105.15679125250847,E,82.77778287228388,0
Female,US,-41.2398221694941,152.48976691319413,B,E,-14.88216971640877,D,-104.44334059059821,-78.49661810894638,D,-94.77166773962178,1
F,China,-53.55836901383408,138.3276968898103,D,D,46.933303894133054,A,121.59686165930665,43.42155865408957,C,-37.722709925469225,1
Other,China,114.00244210422241,-30.918833466638475,A,A,174.890841930634,D,232.41316144374852,47.691145063130165,A,35.27539104317614,0
Non-binary,Mexico,-133.9449345297951,-19.0699986582133,B,A,57.52169936141609,C,-124.97114902336088,-124.4784128163004,E,107.19360660021282,1
Other,Mexico,-110.89785368644752,-109.73678222989815,A,D,8.644098165401585,A,50.04601266474313,89.55005493408494,D,15.260201428732529,0
Male,US,68.11027809519673,4.958714342172152,B,E,87.32834603189028,A,-0.6274686532219828,6.685712866459941,E,58.97901252156367,0
Non-binary,UK,-198.4998823811969,34.54890668561751,A,A,-297.0422035440633,B,38.543064035522775,-185.90287791997076,E,118.89915195540466,1
Female,US,205.38701056875928,-104.37807630667785,B,C,39.48002369135096,E,-107.28440844703293,77.26639352201882,E,-29.233853707901712,1
Male,Brazil,-168.86906316208933,-57.81887700353292,B,A,-70.98471691597493,C,92.15168816930475,-126.69272399117484,A,41.764093475468805,1
Male,India,-111.48373382475928,3.2234603406992606,E,D,25.467158121306564,B,-136.34487820663315,-82.00669457670169,E,-157.7827281641665,0
Male,Mexico,-90.9272488948638,5.32464282471999,C,C,-59.775570916316425,E,-110.52376264839614,97.5744070922733,E,173.63710782206357,1
Female,Other,187.51222004094055,98.57658140810544,A,C,104.07547093533292,C,-136.2709961884139,52.56450526845037,B,-99.29411296792688,0
Non-binary,UK,8.713719057515991,-15.779727153193251,B,A,-19.853979402088612,E,20.284596367785,-36.303937732383,A,-20.906501343167605,1
Other,Brazil,-69.48133965930819,57.38903989840676,C,A,-45.385657476080695,C,112.65121461523742,159.32515581905312,D,-16.897545246397506,1
