anos,Race,age_range,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,target
63,Black,18-25,US,-117.91761455184874,E,B,B,C,0
30,Other,26-35,US,13.890125595888058,C,D,C,D,0
51,African American,18-25,US,-42.15924143159723,C,E,D,E,0
75,White,65+,India,99.181524612804,A,E,E,C,1
38,White,65+,UK,4.343865023105075,A,E,B,D,0
74,White,18-25,Germany,-35.691357078962135,A,D,C,C,1
71,Hispanic,18-25,UK,80.87011061969035,A,B,C,B,0
51,African American,65+,China,-103.46520322021382,D,B,B,D,0
58,Black,26-35,Mexico,127.47246308190137,A,A,C,B,1
54,Asian,36-50,Brazil,-89.93594525165298,D,A,A,B,0
61,White,18-25,Brazil,64.43072965459152,B,D,B,A,0
77,Other,36-50,Germany,-42.39370462490826,E,E,E,C,1
50,Other,18-25,China,-41.705047391698415,B,C,B,E,0
39,African American,51-65,Mexico,116.92741041765542,C,D,D,B,1
26,Other,65+,Germany,173.58227309119562,D,B,B,B,1
36,Other,18-25,China,-64.16533970911345,B,C,C,E,1
76,African American,36-50,China,126.3918589742469,E,D,A,D,0
53,Hispanic,26-35,Germany,-135.03403642120756,D,A,B,D,0
20,White,65+,Germany,-88.23145255994815,B,B,C,D,1
48,Asian,65+,Mexico,-85.68657375480016,D,E,E,E,0
76,Black,36-50,Other,-34.85309988871112,C,C,E,B,0
66,White,26-35,China,-132.38466905923602,D,C,C,E,1
38,Asian,51-65,US,60.49842803622346,B,D,E,E,1
67,Black,65+,Other,57.895547401634595,E,C,A,B,0
76,African American,26-35,India,-8.84709922941786,A,A,C,D,1
25,Other,18-25,China,-163.78816267860026,A,E,B,E,1
76,Other,65+,Mexico,12.804776738284732,D,D,C,E,1
27,African American,26-35,US,-169.6761266591861,E,E,B,D,1
42,Asian,65+,Germany,-114.83320403279491,C,B,D,D,1
75,Asian,26-35,Germany,61.938138243684925,D,B,B,D,1
38,White,65+,Mexico,-215.33925076220984,C,D,E,A,0
76,White,65+,UK,-107.37841942458168,A,B,D,A,0
50,Black,26-35,India,0.6296986769468643,C,B,A,C,0
28,White,65+,US,43.07602288496413,C,A,B,D,1
38,Hispanic,65+,India,5.39197183667592,E,A,E,E,0
45,Black,36-50,India,-189.78849828486557,C,C,A,A,1
46,Other,36-50,US,15.787140844885656,B,D,E,A,1
78,Asian,65+,India,-96.50207127583234,B,A,E,D,1
59,African American,36-50,Mexico,65.43446979409316,E,C,E,D,0
59,African American,36-50,US,51.52801790677143,E,E,B,D,0
71,Asian,51-65,India,17.241691253173308,B,D,B,E,1
59,Hispanic,51-65,China,-50.50834838334719,B,D,B,D,1
45,African American,26-35,China,-114.36146174134998,A,A,C,C,1
69,Asian,51-65,China,302.4206495668644,A,C,A,E,1
30,Asian,36-50,China,97.6270364254152,D,E,A,C,1
19,Other,18-25,Brazil,76.47774650087469,A,A,A,D,1
42,African American,26-35,China,-46.26734058947993,D,E,B,D,1
26,White,51-65,China,98.66877293336688,A,D,E,B,1
49,Other,65+,Brazil,-7.239921929158238,D,C,B,D,1
19,Black,65+,US,11.599603856029027,B,A,C,A,1
30,Hispanic,65+,Brazil,15.108573480574824,D,B,A,E,0
42,Other,51-65,India,37.50825725837746,C,E,D,E,1
53,African American,51-65,Other,229.20062602797375,B,A,C,E,0
20,Asian,51-65,China,115.90309639872565,B,B,C,A,0
40,Asian,51-65,UK,-43.79917882161553,E,A,C,E,0
35,Other,26-35,China,32.62574408036556,D,D,D,E,0
43,White,18-25,US,-85.3054554190732,C,E,B,D,0
59,Black,36-50,UK,36.97226194561941,C,A,B,E,1
34,Black,18-25,India,-76.83157251642972,E,B,D,D,1
43,Asian,26-35,UK,-57.12212341918745,D,B,A,D,1
41,Black,26-35,China,-131.28261032130698,D,C,B,B,0
41,Black,26-35,Mexico,-201.73091566193492,B,D,D,C,0
59,African American,51-65,China,85.98005429564147,A,A,D,A,0
68,White,18-25,UK,-133.1874832344592,A,C,E,B,0
43,African American,26-35,Other,-103.84918454848781,B,B,A,D,1
18,Black,51-65,US,-61.392828872905866,A,C,A,A,0
42,Other,26-35,India,83.46402024695833,B,B,A,D,0
69,Asian,65+,Other,-44.584914006941595,C,D,C,E,0
75,White,18-25,Brazil,-6.602514613800311,E,E,A,C,1
24,African American,65+,Mexico,98.39674042945366,D,B,B,C,1
78,White,26-35,UK,124.16889518633837,D,B,E,A,0
72,Other,26-35,US,-96.17675080042588,C,B,D,C,0
46,Black,65+,Brazil,-20.91113053654728,D,D,E,C,0
35,White,65+,US,181.11823668815262,E,D,E,D,1
67,African American,26-35,Mexico,2.479432403874382,E,E,A,A,1
23,Black,26-35,Mexico,129.02983361998142,D,E,C,C,0
38,Asian,36-50,India,-160.4147984013616,A,E,A,B,1
37,Hispanic,51-65,Mexico,-22.93699368327283,C,A,C,C,1
48,Asian,51-65,Other,-7.070181797378579,C,D,A,B,1
29,Hispanic,51-65,China,79.3706356599223,C,C,A,B,0
61,Asian,65+,Brazil,197.19727650117645,A,D,D,B,1
74,African American,65+,US,48.7211362526933,D,C,A,E,0
68,Black,36-50,Brazil,-130.0864745758421,D,C,C,B,0
46,Asian,65+,UK,-94.62392968623195,C,D,B,C,0
28,White,18-25,Mexico,-57.089051920772214,B,D,B,D,0
51,Black,36-50,Mexico,-71.66741222569374,B,B,C,D,0
62,Black,36-50,Brazil,-205.7461148949758,E,C,D,E,1
23,Hispanic,51-65,UK,42.50328295700317,B,B,D,D,0
68,African American,26-35,Mexico,-262.8665770445203,D,B,E,A,0
36,Asian,51-65,UK,-87.63539089998972,E,B,E,B,1
20,White,18-25,Mexico,-57.85315280749524,B,A,B,A,1
48,White,18-25,Germany,92.96527495124874,D,D,E,A,0
61,Other,51-65,Mexico,41.44352095935039,C,B,A,D,0
58,Black,18-25,Germany,-187.9329002425835,B,D,E,D,1
43,White,26-35,US,-23.424163975300356,A,D,E,B,1
51,African American,65+,US,163.30011283908482,E,D,C,E,1
42,Black,51-65,Brazil,-170.73417709654953,A,E,C,B,1
63,Asian,65+,Other,150.89425871200154,A,B,E,E,0
76,Hispanic,65+,UK,-54.303283700624085,E,B,B,E,0
50,White,36-50,India,-67.75670349252604,C,E,B,A,1
66,Asian,26-35,Germany,-75.77530863810277,C,B,B,E,1
64,Black,36-50,Mexico,-41.18794443949116,B,B,E,B,0
48,African American,26-35,Brazil,-23.72701525231297,A,D,E,E,1
79,Asian,18-25,UK,-102.04100541632253,B,A,C,E,0
44,African American,18-25,India,-49.438762932603105,E,D,E,D,1
78,African American,26-35,Mexico,-89.44867666439707,B,A,E,B,0
35,Asian,18-25,Other,-163.35805762890797,C,E,E,B,0
40,African American,26-35,UK,108.01045247585814,E,C,B,A,0
49,Hispanic,18-25,Mexico,198.46786833205383,A,C,C,C,1
56,Hispanic,26-35,China,-20.440599556117,C,A,D,A,1
27,White,26-35,UK,-96.36897206725037,D,E,A,E,1
64,Black,51-65,Brazil,63.3208782975374,C,E,D,E,1
29,Hispanic,36-50,UK,29.039269211894286,E,D,A,A,0
78,Asian,65+,UK,107.15757444146405,A,C,B,C,0
52,African American,26-35,UK,-150.55971957324266,E,D,C,A,0
60,Hispanic,36-50,US,5.187016857702463,E,E,C,C,1
41,African American,26-35,Germany,-40.88176399704576,A,C,B,E,1
53,Hispanic,26-35,China,-99.3387082015764,C,A,E,B,0
31,Other,51-65,China,115.1353885116057,B,D,D,C,0
45,Black,18-25,Germany,6.2891678882119955,C,E,C,C,0
57,White,36-50,Mexico,-113.40999630559303,A,A,B,C,1
46,African American,51-65,Other,8.187797009375956,C,B,E,B,0
67,Asian,18-25,US,110.20650631268651,D,A,D,D,1
35,African American,51-65,Other,29.60258054330748,C,A,B,D,0
69,Black,51-65,Mexico,-51.58556362016674,C,A,E,A,1
48,African American,26-35,India,-36.59617009157174,E,E,B,E,1
48,African American,26-35,US,3.076671222051553,B,E,D,D,0
29,White,65+,China,-26.5303620127917,B,E,D,B,0
48,White,51-65,India,44.29970596559675,E,C,B,D,0
48,Other,26-35,Other,65.67818710588689,E,B,C,A,0
77,White,26-35,Mexico,225.66989655043898,A,B,B,A,1
22,Other,18-25,Other,23.377355575129855,D,D,C,C,1
74,Hispanic,65+,Mexico,-419.2686236578382,C,C,C,D,0
76,Asian,26-35,Other,101.15194131599941,D,E,E,C,0
71,Hispanic,26-35,India,72.41008720578147,B,B,A,E,0
62,Other,36-50,Brazil,-84.99396186204889,E,A,C,C,1
20,Hispanic,65+,Brazil,-54.21247985805315,A,B,B,A,1
35,Hispanic,26-35,UK,176.3702332257022,E,B,C,C,1
41,Asian,65+,China,-65.22315611550776,D,D,A,D,0
36,African American,36-50,US,-17.10084483787202,A,B,E,A,0
31,White,51-65,China,199.1734831574766,B,D,E,A,0
75,Hispanic,18-25,Germany,79.95177673408182,C,C,C,B,1
49,White,65+,India,-86.84978116985967,A,C,A,E,1
57,Black,65+,Germany,7.007570962816787,B,A,E,E,1
59,African American,26-35,India,9.270758360509353,D,A,E,E,0
63,Hispanic,51-65,Other,-93.85694032850294,A,D,E,A,1
72,Black,26-35,Brazil,24.057174599727972,D,B,B,A,1
18,White,36-50,US,33.476693087652606,A,C,A,C,0
78,African American,51-65,Mexico,13.386518167422148,C,C,B,D,0
68,African American,65+,Germany,172.17778223882567,A,E,C,D,1
31,White,65+,Other,142.76369282244707,E,D,E,E,0
59,White,51-65,India,-45.183255911352745,C,B,B,C,0
28,Hispanic,36-50,US,-34.49335684308137,B,D,A,E,0
18,White,51-65,UK,-70.19084762350607,C,C,E,D,0
55,Black,26-35,China,151.73715030697383,D,E,E,B,0
34,Hispanic,65+,Mexico,22.681545610579615,C,D,D,B,1
72,African American,65+,India,128.0280512423787,C,E,A,D,0
30,Black,26-35,Brazil,-89.85054497976796,D,B,B,D,0
34,African American,18-25,UK,-123.86768808489508,E,A,A,B,0
26,White,26-35,Brazil,-99.08553894041567,A,D,B,A,0
66,White,65+,China,-114.06653766845518,C,A,D,C,1
60,Black,51-65,Germany,-73.42289979679508,E,D,A,D,1
46,African American,51-65,US,66.31971865637726,D,B,B,B,1
18,African American,65+,UK,43.456331523660424,D,E,E,E,0
35,Black,18-25,Other,-10.52517370596692,E,D,C,D,1
68,White,26-35,Brazil,-15.849325197361322,C,C,E,A,1
75,African American,51-65,Mexico,67.63832507961,C,D,C,D,1
50,Asian,51-65,Other,-51.34044195467165,E,B,D,B,0
27,Other,65+,Mexico,-120.57465057184737,A,C,C,A,0
37,White,26-35,UK,-9.790232039308961,D,B,D,C,1
22,White,36-50,Brazil,62.32813033562794,A,D,E,A,1
76,White,65+,China,8.995810930982728,D,C,A,A,0
27,White,36-50,Other,32.20385345003052,A,D,C,D,1
42,Hispanic,51-65,Germany,-60.3476838091316,C,B,C,D,0
30,Hispanic,18-25,Other,55.92209260087151,B,B,C,E,1
49,African American,26-35,US,91.62305481398782,D,A,B,A,0
56,Asian,36-50,UK,96.50745154159515,E,C,E,A,1
64,Hispanic,36-50,India,13.530230131835735,C,B,B,D,1
77,White,18-25,US,-32.99031244271319,D,A,E,D,0
74,Hispanic,51-65,China,-63.100262018454345,E,D,B,D,0
46,Hispanic,26-35,US,31.702364609812523,D,C,B,A,1
57,African American,51-65,Brazil,159.73340406522536,B,C,D,B,0
69,Other,36-50,Germany,0.2095415770215091,A,D,A,E,1
36,African American,26-35,Brazil,20.63996505953606,B,C,D,C,1
40,Other,65+,UK,-90.33532633392117,D,E,C,E,0
35,Asian,51-65,Brazil,13.712734205160771,A,B,C,D,1
24,White,51-65,US,-177.24111954631047,D,C,C,B,1
39,Black,65+,Other,108.62256386241206,E,A,D,A,0
63,African American,18-25,UK,-4.766069402827106,E,C,B,D,1
40,Asian,26-35,UK,-41.85317861938527,D,A,C,B,0
64,Asian,51-65,Other,41.8508475842074,A,C,D,D,0
46,Hispanic,26-35,India,83.61727496342365,A,C,E,C,1
20,Black,26-35,Other,44.50751822638219,C,E,B,C,0
60,White,65+,Mexico,-162.3967859830904,C,D,A,A,0
21,Asian,18-25,China,-0.3775615249345083,B,D,C,E,1
40,Other,51-65,Brazil,56.10161823262471,B,B,B,E,0
54,African American,51-65,Mexico,-40.34639346590806,A,E,A,E,0
67,White,26-35,Other,79.15441581613621,C,D,C,C,0
34,Hispanic,26-35,US,-115.09040190965682,C,D,B,E,0
37,Asian,26-35,Germany,82.91956920391947,E,B,E,C,0
35,Other,26-35,Mexico,166.0391004184842,B,A,E,D,0
24,Black,65+,China,-83.91916935277071,B,A,C,A,0
32,White,18-25,Brazil,-109.49376856976596,B,C,A,C,0
52,Other,51-65,UK,85.38842285904514,C,A,A,A,1
30,Black,65+,Mexico,29.284347477243532,C,C,D,B,1
72,Black,36-50,Germany,64.84032698882125,C,D,D,C,0
24,Asian,18-25,Mexico,-16.821890960018283,D,E,E,C,1
61,Other,51-65,UK,-119.58985028646674,D,B,D,E,1
31,Other,51-65,India,118.68038911156258,D,C,D,B,0
65,Other,26-35,Germany,159.09541775741744,D,A,E,B,1
29,Other,26-35,China,154.96031852777247,B,C,D,C,1
71,Black,36-50,US,-137.46268598712777,D,E,E,D,0
56,Black,26-35,US,29.371555251940322,A,C,C,A,1
39,Hispanic,36-50,Other,-152.6391760999609,C,B,D,A,1
72,White,26-35,US,-100.77099091140249,C,E,A,D,0
26,White,36-50,India,-30.07997700988923,B,D,B,D,0
73,Hispanic,65+,Germany,-16.57862664388336,B,B,D,C,0
45,Black,36-50,India,-161.6439381414141,E,B,A,B,1
46,White,26-35,US,-14.829655738612434,E,E,C,C,1
74,White,65+,US,64.079766753441,C,C,B,B,1
19,African American,26-35,India,-21.5581884186637,B,A,C,C,0
69,Hispanic,51-65,UK,-137.13042597818327,D,B,A,E,1
49,Asian,36-50,US,-177.66365909322005,B,B,E,C,1
65,Other,36-50,US,77.59584168131093,C,C,E,E,1
54,Hispanic,36-50,Other,-120.5612207737256,D,A,E,D,0
41,African American,51-65,Mexico,-171.41097611281134,A,B,E,A,0
50,Black,65+,India,47.33789795100065,C,D,A,E,0
46,Asian,65+,Other,-23.40332834700514,E,A,E,A,1
41,Other,65+,Brazil,-179.56045334475084,E,D,A,E,0
37,Black,65+,Germany,51.657837000691856,A,E,B,C,1
26,Other,51-65,India,-18.02116376534221,E,C,B,B,0
66,Other,18-25,India,-23.85137290144232,E,D,E,B,0
53,Asian,26-35,Other,50.761292427575256,A,B,B,A,0
34,Black,51-65,Other,-69.33840145569654,D,A,B,B,1
22,Hispanic,18-25,Mexico,-16.423891192802213,D,A,E,D,0
70,African American,36-50,China,15.889759669372323,C,C,D,D,1
31,Other,51-65,Brazil,-7.790308176695945,A,B,E,B,1
59,Asian,51-65,Brazil,-108.06072246984336,B,E,D,D,1
48,Asian,36-50,US,56.31810119493208,E,B,A,B,0
74,Asian,26-35,Other,-166.06868961072627,D,E,C,B,1
30,Asian,65+,Other,30.45173486478462,E,E,E,A,0
41,African American,18-25,Mexico,11.519553599226727,B,A,B,E,1
79,Asian,36-50,Mexico,-148.84371064806464,D,B,B,D,1
31,White,26-35,Brazil,-99.11857286308636,E,B,B,C,1
44,White,36-50,Other,89.66035626980768,E,B,D,C,0
36,White,36-50,UK,-13.995169930706933,E,C,B,D,0
56,Other,26-35,US,-141.2669737732245,B,D,E,E,0
47,Black,26-35,China,-66.72505331065855,B,A,D,E,0
22,African American,36-50,Mexico,-170.63616874049197,A,E,C,C,0
70,Asian,36-50,Mexico,2.4240194861714874,A,A,C,D,0
72,African American,65+,Germany,5.038123764042783,B,E,A,B,1
35,White,51-65,India,206.99649938767072,C,A,C,A,0
53,White,18-25,Mexico,-24.126785289593748,B,D,D,E,0
56,Other,18-25,Mexico,-100.84188826967141,E,C,A,B,1
29,Hispanic,36-50,India,99.70797979343928,A,C,C,E,0
68,Asian,51-65,India,88.09950568596273,D,D,A,D,0
73,Other,36-50,US,82.05736571321196,A,E,A,D,0
23,White,65+,UK,96.39022121456844,E,E,C,A,1
35,Other,18-25,India,-37.6967399020902,E,D,D,A,0
60,White,26-35,India,-102.79097980721828,C,B,E,A,0
56,Hispanic,36-50,China,24.640632305752167,A,C,B,D,1
59,Hispanic,51-65,US,109.48324046336168,D,E,B,A,1
38,African American,65+,Brazil,26.92482917324727,D,D,D,B,0
71,Black,26-35,US,-64.85995292022474,A,C,A,B,0
23,Black,36-50,US,121.35904433285971,A,E,E,D,0
38,Black,18-25,US,11.014722624852256,C,A,C,E,1
77,Black,36-50,Germany,63.82654913855923,D,D,C,D,1
24,Asian,51-65,US,245.08637919375187,E,E,C,E,0
78,Hispanic,26-35,Other,-40.534049704636935,C,A,B,A,1
54,White,18-25,US,-52.39849948219985,C,D,A,A,0
46,Hispanic,18-25,Brazil,-29.421262033056543,A,C,A,C,0
18,Other,51-65,Other,54.784001673768145,D,C,B,A,1
47,White,51-65,Brazil,-54.262118728349705,A,E,D,D,0
34,Asian,18-25,China,-122.56207219654758,C,B,C,B,1
66,Asian,36-50,India,-23.399350393137865,D,E,E,B,0
45,Black,18-25,US,34.68870690536796,C,A,E,E,1
33,Other,18-25,US,-145.91639379305502,C,C,A,A,1
29,Black,65+,India,91.19720025005408,A,D,D,D,0
55,Other,26-35,Other,-97.63578509043728,E,D,B,A,1
36,Black,26-35,Brazil,-43.262101631432984,B,A,D,D,0
77,African American,51-65,Germany,-38.376708976813156,A,C,B,B,0
73,White,65+,Mexico,3.45068441877091,E,B,B,C,0
46,African American,36-50,China,-36.29953282154252,B,D,D,C,0
56,Black,36-50,China,-172.25909452007232,C,D,E,D,1
66,Hispanic,65+,Mexico,93.79557076602242,A,D,B,E,0
22,Asian,18-25,Germany,7.8846571955596065,D,B,B,E,0
23,Black,36-50,Germany,21.6483927402099,D,D,D,B,0
58,White,36-50,Germany,-22.60458238502231,E,D,B,D,1
19,Asian,65+,Other,-3.4212403562029614,B,D,E,E,0
57,Other,18-25,Mexico,-64.05003328634149,E,C,B,D,1
63,White,65+,UK,-120.00034538539606,D,D,A,D,0
47,Other,26-35,US,99.91713011381613,B,E,E,B,1
72,Hispanic,18-25,India,-10.637072727900005,D,A,C,B,1
75,Other,65+,US,111.13639565923776,A,B,B,E,1
27,Hispanic,51-65,India,-43.727357155954,E,D,C,A,1
69,White,26-35,China,-13.692123782820682,D,C,E,D,1
21,White,18-25,Germany,-21.400614689953684,D,B,A,B,0
29,African American,51-65,China,140.70421247202697,C,E,B,A,1
32,White,51-65,Other,31.93698733051771,A,E,B,A,0
47,White,26-35,US,193.47521638832646,D,D,A,D,1
22,African American,36-50,UK,136.5937741757824,D,E,A,D,0
53,Black,36-50,India,-95.13903290879135,A,E,A,E,0
22,Asian,18-25,Brazil,37.197024303073825,D,C,B,D,1
34,Hispanic,65+,Mexico,-45.06469784455346,B,A,B,B,0
74,Hispanic,51-65,Mexico,-100.0252941022505,A,E,A,D,0
52,Hispanic,26-35,Mexico,-23.115285510209308,A,B,D,C,0
20,White,36-50,US,9.487346867193551,D,D,D,C,0
63,African American,36-50,Brazil,-1.8586789343341243,D,A,D,A,1
60,Black,36-50,China,55.90444130865493,C,A,E,A,0
36,Asian,65+,China,-45.12655420974297,D,B,B,D,1
19,White,36-50,Mexico,10.438080216092791,B,D,A,E,0
45,Black,65+,Brazil,154.35499194652218,C,A,D,A,1
65,Asian,65+,Germany,122.66841647330634,D,E,D,A,1
67,Hispanic,65+,Mexico,-122.01753309471073,C,D,A,B,0
34,African American,65+,China,33.180627855509975,C,B,B,B,1
30,Other,26-35,Mexico,-116.24726938461163,B,D,D,E,1
50,Black,65+,UK,3.8590906869278547,E,C,C,B,0
66,Hispanic,65+,Mexico,85.36086883919857,B,B,D,E,0
71,Other,18-25,Mexico,-163.78120770152975,C,B,B,E,0
78,Asian,65+,US,-142.27132545728387,A,A,D,A,1
76,African American,51-65,UK,110.32201144421457,C,D,E,B,1
61,African American,36-50,US,35.77314419635789,E,A,D,E,0
70,Hispanic,36-50,Brazil,-121.0185899006909,D,A,C,B,1
19,Black,36-50,Other,128.09948321746896,A,E,A,B,0
63,Other,51-65,China,23.07130990303489,C,A,A,B,0
42,Black,65+,UK,-48.22847558876493,D,E,E,C,1
37,White,36-50,Mexico,85.8229513619457,D,D,C,E,0
73,Hispanic,26-35,US,190.2893265311741,A,D,B,A,0
50,African American,36-50,Other,-78.81110977709875,E,A,A,C,1
29,White,26-35,US,20.08608281591256,B,D,B,C,0
75,African American,18-25,UK,79.69075633789934,C,A,D,D,0
40,African American,36-50,US,98.97437450036468,E,E,A,E,0
59,Other,51-65,Mexico,45.894768730084444,A,A,D,B,1
59,Asian,65+,India,48.821155411042895,B,A,C,E,1
78,African American,65+,Brazil,38.59291188065368,B,C,E,E,1
30,African American,36-50,US,151.08554032027348,D,C,D,A,1
59,White,18-25,Germany,-66.56027506459998,B,C,D,B,0
49,Black,36-50,India,36.17015274025094,D,D,B,D,1
63,African American,26-35,US,-233.27070808775883,D,A,A,C,0
29,Black,51-65,US,-45.49634421002004,A,B,A,A,1
79,Asian,51-65,US,-125.82108394343001,B,E,C,E,0
22,White,26-35,India,131.3790453012834,D,B,D,C,1
34,Asian,26-35,Other,31.230838585303506,A,B,D,A,1
43,Other,51-65,China,152.23378525270186,C,B,D,C,0
73,Hispanic,18-25,Germany,30.11019071446582,E,D,B,C,0
39,Asian,36-50,China,-88.98296501957932,E,C,D,D,1
63,White,26-35,UK,42.85048101228866,C,E,D,D,0
58,African American,65+,US,-46.428093127374446,C,D,D,D,1
41,African American,18-25,US,-86.44728797536264,E,E,A,E,1
37,Black,18-25,India,36.229876259919614,A,C,B,E,1
74,White,36-50,Brazil,193.89508211037335,E,E,B,B,1
38,African American,36-50,UK,-133.49644859741952,B,A,E,E,1
57,Black,18-25,China,94.03324002385892,C,E,E,D,1
44,Hispanic,51-65,US,-2.1615916446558217,B,C,E,B,0
26,Asian,51-65,Other,56.13945376544355,C,C,C,B,0
62,Other,36-50,Germany,4.732092298268411,A,D,B,A,0
49,Black,18-25,Mexico,120.90816240207864,B,E,E,B,1
79,Other,51-65,China,57.13374820561962,D,C,C,D,1
22,Asian,51-65,Mexico,-190.87737490025526,B,E,B,C,1
71,Hispanic,26-35,India,-50.729972713333595,D,E,D,E,1
24,Other,26-35,India,-29.5115095591513,B,C,E,D,0
29,Black,18-25,UK,-242.934169504148,A,E,D,E,1
46,Hispanic,36-50,India,-61.87898161205298,A,D,C,E,0
77,White,65+,India,87.2939818769622,A,E,B,D,0
19,Other,18-25,India,81.96275557690117,E,B,E,C,0
62,Other,18-25,UK,-115.07449144072328,B,A,D,E,0
50,Black,18-25,China,60.82203882926475,E,A,D,D,1
36,African American,36-50,Mexico,150.45535136947447,B,C,A,A,1
67,White,65+,UK,-46.21172722339006,B,A,C,D,1
28,White,51-65,UK,-14.765580888398569,C,A,C,D,1
71,White,26-35,Brazil,-145.34887634721173,E,E,D,C,1
69,Black,18-25,Mexico,-117.31880316833778,C,B,E,B,0
43,Black,65+,India,167.575409361486,B,B,C,B,0
53,White,18-25,US,-1.425840423319679,C,B,E,A,1
31,Asian,65+,Brazil,18.528749434160073,C,D,C,B,1
59,White,65+,UK,165.68114130138702,B,C,C,A,0
52,Hispanic,26-35,US,-57.427288523927835,D,B,D,D,0
34,Hispanic,18-25,India,-53.099699622423515,A,D,E,C,0
67,Other,51-65,US,26.689374099310836,D,E,C,D,1
73,Hispanic,65+,China,-51.01989539530987,A,A,B,C,0
37,White,65+,Brazil,30.725356315919555,B,C,C,C,1
32,Asian,26-35,Mexico,-26.098752162696588,A,C,E,A,0
74,Asian,36-50,China,-0.4687907537629838,E,A,C,A,1
64,Other,36-50,Brazil,55.239189955861924,C,D,B,B,0
54,Hispanic,18-25,Mexico,-101.9523959686933,C,A,A,B,0
48,Hispanic,36-50,Germany,208.3806546232549,E,C,E,A,0
22,Hispanic,26-35,China,136.2518595100193,D,B,C,E,1
22,African American,18-25,China,17.075605344647336,B,B,A,C,0
55,White,51-65,Mexico,-131.64692178161957,D,B,C,D,1
69,White,18-25,Mexico,-112.43906025280322,B,B,E,A,1
19,White,51-65,US,0.3007560615503622,C,C,B,D,1
79,Hispanic,26-35,China,89.4740966596338,D,C,B,E,1
20,Black,65+,US,-132.65229345614418,E,D,C,C,0
22,Asian,26-35,Germany,251.83074339694116,B,A,A,E,0
45,African American,51-65,UK,-146.8654268916752,D,B,C,A,0
71,Black,36-50,Mexico,61.64248528338011,C,C,A,A,0
33,White,36-50,Germany,144.11769817248245,E,B,D,C,0
74,White,26-35,UK,18.425193003455355,D,A,B,D,0
63,Asian,65+,Mexico,-150.74252245237204,E,A,C,C,1
30,Hispanic,51-65,Mexico,-14.40500406253838,D,A,D,C,0
53,African American,51-65,China,45.31960297828245,D,C,A,E,0
40,Hispanic,18-25,China,-89.06756022513267,D,D,B,E,0
74,Hispanic,51-65,Mexico,-81.74383033475802,D,B,A,D,0
23,Other,18-25,China,-53.533613407751155,C,E,D,B,0
23,Asian,36-50,Germany,60.0622575020464,D,C,D,D,0
39,White,26-35,Brazil,103.96263636599127,D,D,A,E,1
59,Other,18-25,US,105.67971927222204,C,E,D,C,0
43,Black,18-25,Mexico,-6.981109498194553,B,D,E,D,1
24,White,51-65,Other,-48.23685635442587,C,A,B,D,0
70,Other,65+,Brazil,74.69812947285517,A,A,D,A,0
19,White,26-35,China,8.8213604599387,C,D,E,B,1
49,Other,51-65,Other,-157.67600065327528,E,A,D,E,1
78,Other,51-65,Other,48.49882220636814,C,B,D,E,0
47,Asian,36-50,Other,41.90208138783068,B,D,E,A,0
75,Black,36-50,China,-10.590398263830512,B,B,D,D,0
74,Other,26-35,China,-108.55266187790775,C,A,B,D,1
30,African American,26-35,China,-20.933497421260185,A,B,B,B,1
54,Hispanic,51-65,China,4.3785347536797,D,C,E,B,1
64,African American,26-35,China,-70.51747683444191,B,B,D,C,1
56,Black,36-50,US,-49.979672532383155,B,A,D,D,0
76,Black,36-50,India,35.54444133783878,D,B,A,B,0
57,White,65+,China,201.93617679317026,E,A,D,A,1
46,African American,51-65,Germany,-50.54330998238928,A,D,B,E,0
56,White,65+,China,-100.45356022582332,C,A,D,C,1
45,Other,65+,Brazil,-7.021709949575652,B,B,D,D,0
58,African American,18-25,Germany,-45.007499835851206,A,C,E,B,0
21,Black,26-35,Mexico,209.57765093560346,D,E,D,D,1
51,White,36-50,Mexico,115.39942640763385,B,B,C,A,1
54,African American,51-65,China,-81.0651339211111,B,D,E,D,0
20,Hispanic,36-50,Mexico,-88.1284902666205,D,C,D,C,1
41,Asian,26-35,Other,-63.42780269353221,C,B,B,A,0
67,African American,65+,UK,-43.78823448207288,A,B,E,E,0
69,White,51-65,India,80.49285206071391,C,D,C,E,1
77,Asian,51-65,US,93.6998540774311,C,B,E,B,1
65,Other,26-35,US,154.54348729497235,B,E,C,B,0
43,Black,65+,Other,2.3689414427903803,C,C,E,B,0
71,White,36-50,Mexico,51.0436471802432,C,B,D,D,0
75,White,18-25,Germany,-44.26033728812558,E,A,A,D,1
52,White,65+,Mexico,-40.71644601576697,A,B,E,E,0
67,Black,65+,UK,-156.3215414176164,A,E,E,E,0
62,Asian,51-65,US,-22.127385341328047,E,C,C,D,1
57,White,51-65,Other,18.907604984173684,C,D,E,C,1
29,White,51-65,Brazil,-247.66225461895374,D,E,D,D,0
56,Other,51-65,Brazil,24.959684722534753,D,C,D,E,0
68,Other,65+,Other,69.20454839323048,E,D,D,D,1
18,White,65+,Brazil,-237.23965941383972,E,A,C,A,0
61,African American,65+,Brazil,-91.93331020223015,E,C,C,E,1
69,White,65+,Brazil,31.631554192785778,E,B,A,E,0
39,Black,26-35,UK,-71.26864914511489,B,C,D,B,0
38,Black,65+,Brazil,2.101542120142317,C,C,E,B,1
66,Asian,36-50,UK,181.3179361165909,E,A,D,E,0
