disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
No,B,-1.6498192771465106,56.28041485888596,E,-102.7073874083287,C,B,1
Both,E,-318.0483844368658,18.48194762232092,E,12.520105912223304,C,A,1
Mental,E,24.656460095382343,140.2024880015354,B,-249.0772776875926,B,C,0
None,A,79.8482810510076,97.95206714450958,E,91.66131208363412,B,A,0
No,E,207.44965053643662,-77.53161065167589,D,29.281678332004418,B,B,0
Physical,D,93.32315115456933,-102.7809430914207,E,-167.9832821519963,D,D,1
Both,D,8.308441579530552,-67.00968281373144,D,121.01453521300314,A,B,0
Mental,E,-46.59186106023606,-1.8448248603906037,B,-28.41269270153787,B,C,0
Mental,B,131.00321435548642,-112.9119400039381,C,8.824919588119744,D,D,0
Mental,C,-106.88320972205115,-24.662149609938567,C,-74.25310394544114,E,C,0
Physical,C,-128.07234610560675,-21.991380309005514,A,47.13684384701289,E,E,1
No,A,35.91264260164446,-117.5741261059461,D,-19.034760131762248,D,A,0
Both,B,-207.69392108629222,-107.76383798947371,E,205.935462037633,A,E,1
Physical,A,17.8970687817849,-85.79343326339254,B,42.93517042379392,D,D,0
No,B,114.68251531928549,2.384508210407084,B,-96.98675165774006,B,C,0
Both,A,22.428270182062263,-59.694721274364916,E,-243.17959294830067,A,B,1
Mental,A,12.274994786859063,68.43900807914744,A,100.07329933429072,E,E,1
Both,C,37.01438184880186,-13.251477186819823,B,137.60977701689959,D,D,0
Physical,B,48.18468181316766,62.2045024041469,B,76.82517903395535,D,A,0
Yes,A,12.92335662654116,-91.09015086287404,E,97.18963707444735,C,D,1
None,D,-46.76913943507477,126.40459753535458,E,-92.45819657620399,C,E,1
Yes,A,-109.17824702076182,-61.07398578977224,D,-110.44463390644133,E,E,0
Both,B,69.30813806453132,-140.69905412139175,D,-173.8825929256226,B,D,0
Both,E,-3.229511506125301,-29.442098918045616,B,8.173628939438968,A,B,1
Physical,E,82.85147162789596,-102.12086164065258,C,197.02408480167972,E,B,1
Yes,D,7.191734269735235,-74.52658450115727,A,6.760880534522491,C,C,0
Yes,D,-3.6188346851621853,-19.50782625483492,B,-66.84927216934476,A,A,1
None,C,52.33278755418711,49.88427336791449,D,61.80683873170945,D,A,1
Both,A,-211.62108242775193,117.78915062498197,D,103.45318984266454,B,A,0
Yes,E,29.149712333724036,103.03196662792185,D,-112.19147363274875,D,C,1
Both,C,-10.500167857902632,-75.59471258607304,D,10.655579917111295,C,B,1
No,C,-22.36761755400099,137.1052563622362,B,86.01228849994637,A,B,1
Physical,C,-145.35481721151316,69.44407274479505,A,187.26324501464714,C,B,1
Physical,D,-195.34058152614418,-26.233714648857294,B,269.48954482513693,C,A,0
Both,B,-7.1032245399461065,162.26554071814238,C,80.35077212796658,E,A,1
Physical,D,52.28785437752952,116.24564740723588,E,-143.37910418142187,C,E,1
No,D,-136.48323600966293,38.26527140614987,E,26.016479604111215,A,A,1
Both,A,212.38311265139146,16.883812693088373,B,61.131780229281475,B,A,1
Both,B,-81.61176828917777,116.61280006823638,C,119.90410630587299,D,D,0
None,D,78.97446644785927,-5.483727048238326,C,-12.362697912115433,C,E,0
Both,D,7.74030910088063,-270.42085011882665,A,34.3751829968176,C,B,0
Mental,D,-1.635244848739887,52.28552566247415,C,103.57054876633723,A,C,0
Physical,E,-37.73589349908516,-89.02149283169388,A,106.7969821088108,A,C,0
Yes,E,175.33654246125312,-16.82105210566729,E,79.10437195576128,E,A,0
Physical,D,3.256023982734972,-41.309544698685826,A,-55.9481582215501,A,D,1
None,C,67.08106078399739,-92.09269701442577,D,-60.36631026540174,D,B,1
Mental,D,31.45792384396752,22.424060458922366,C,95.02335011041107,D,A,1
No,C,-88.1458674718402,-119.74250931406527,E,-274.84142985919493,C,D,1
Both,B,50.57007207131407,17.204718634704513,A,-107.4141195058532,E,B,1
No,A,130.47923522634403,16.19363147501404,C,-60.83423674292813,E,B,0
Both,E,33.19158177107387,-7.404274949804412,B,-28.876719681093192,B,D,1
No,E,-33.80324193508063,9.152055394869693,B,-6.634798149349487,E,D,0
Both,D,-69.96449882214618,-2.4071400979942768,B,-32.65487164348874,D,E,1
Yes,B,19.800700731279576,30.521131109682052,D,-64.16943562134973,E,A,1
Mental,A,113.16836336692853,-26.117460442323548,B,-151.5405671993557,D,D,1
Yes,B,68.55647071404798,-9.229273550450309,B,115.97150398477376,C,B,1
Yes,E,5.336781568410949,44.678926483938234,A,-37.20675718416109,C,D,0
Yes,D,-187.4910362230591,-12.852457764419864,E,6.089335236188377,C,C,0
Physical,E,-61.86739500714518,78.08254781058407,A,-129.21596854202605,D,E,0
Physical,C,-83.25673578552083,54.01689794769757,A,21.677466144633925,B,B,1
Yes,D,-148.17978379842071,37.916290698489036,B,165.4580607914751,B,D,0
None,D,-7.822928039017735,-43.61986848189915,D,-144.01595375884216,C,A,0
Physical,C,12.243450879505971,-82.2964371661604,A,16.350385267013507,E,D,0
Mental,D,-128.7198634613756,34.68289462554073,A,83.29473177030631,B,A,1
Yes,C,38.17178576279037,-12.120898613118367,C,30.26392126165238,E,D,1
Both,E,64.41753413766351,76.48409457271326,B,35.80000359617506,A,D,1
Both,E,-69.89610136277886,-17.06689861611986,E,-240.71280304033934,E,B,0
None,B,-168.79307280060453,25.117613480905394,A,-50.35808053569105,B,E,1
Mental,C,33.06359829065393,-102.5580631414583,E,20.33302609067697,D,E,1
Both,E,116.68582549374247,62.051305117026665,E,-195.81723192737707,E,A,0
Mental,C,-100.19196029304555,-53.119357993633386,C,-226.57567793998558,C,E,0
Yes,B,-100.55508292887558,-74.81608528638677,B,122.7988137628412,C,E,1
Both,A,-221.04564627395183,27.817531730148676,D,-40.064724709796636,C,E,1
Yes,C,-130.6790477419761,165.5254171044519,D,-74.08086561987403,D,D,0
Mental,C,-168.17024946330307,209.32072125406762,D,-127.272870586725,D,B,0
None,D,43.06227531800913,-19.618922501881855,C,-122.896049374264,E,C,1
Both,A,-0.35314270704188194,-82.87664157694913,D,159.1120060672352,D,E,0
None,D,109.04298123941349,-2.4590184876314494,A,-38.472501650341584,D,A,1
Physical,C,-192.71798106419632,135.70976602894123,A,-69.82505017681298,D,B,1
Physical,D,-104.66044774394894,-6.687546200198066,C,-10.839960509238848,B,B,0
Physical,E,-138.748488519811,-116.76235558287222,E,-23.18966490329894,D,D,0
Mental,A,0.09140730436643664,11.452410382625814,A,23.956119196144375,E,D,0
Mental,B,-51.908814163814895,252.19069181085052,C,102.31956209816873,A,E,1
None,C,-2.092145006397407,-5.751573928270925,B,-4.741233729921376,C,E,0
Yes,D,81.57069414378624,-244.1199044270234,E,-29.264377254946822,B,D,1
None,D,-6.706177004656126,63.78716975422113,D,-53.93173251687353,C,E,0
Physical,D,-208.71891525214545,76.5510470981954,B,-7.746995941009496,B,E,1
Both,B,-117.58828219613149,-57.96780350408513,A,109.84591650390674,B,E,0
Physical,C,-198.2380580576096,6.216691181044126,A,268.11250266587734,B,E,1
None,A,-42.38796526205512,108.78346854821726,A,-45.67516007440639,C,C,1
No,C,35.09998262280429,28.502370889720723,B,-6.03151987791786,E,A,1
Yes,B,-34.88773502007439,-100.84577183506913,E,40.597841290610006,B,A,0
Mental,C,-42.951595758818065,-134.83099972928042,C,23.05429233189416,E,D,0
None,B,148.20648512922185,-20.476161157477122,B,24.243236858657657,D,D,0
None,A,31.621255495580343,68.92744377432237,B,97.56328077639736,D,B,0
Physical,C,119.52275887889807,51.65198706654846,E,69.89538422319814,A,B,1
Both,C,-58.66053152322605,-22.53787629432604,A,-64.7392188548905,D,A,1
Yes,E,-16.810321808261932,37.76216625152819,A,3.5466866244369433,D,D,0
Physical,A,-39.44852740365432,184.2976383266866,D,-48.23049732120914,C,A,1
No,C,-54.51120674230354,-43.97832875099101,B,73.99287985350317,A,B,1
Mental,B,20.815427891923296,-138.61743589383866,D,-111.97716015086402,A,D,0
Physical,B,93.1983774696176,-122.56141700050276,B,5.5727322929927245,E,A,0
Yes,C,-93.91105538840372,112.17871137007369,C,35.768226105746365,D,E,1
No,C,-29.14322618475587,217.1217864874364,D,94.83939413395322,A,D,1
Physical,B,85.14192072222914,71.66648581249828,A,45.58948703524421,C,B,1
Mental,B,218.74208849846238,58.7612165036974,E,-109.24547705723514,E,D,1
Physical,D,-82.23933941331491,-28.092366977699523,A,82.0426086693043,A,E,1
Physical,C,108.91680140432905,-63.35269469899439,B,174.29272265910757,D,E,1
Mental,B,-121.70016025176132,-147.5301450821999,D,-1.8019316175057785,C,D,1
No,B,4.5782828985872746,53.12258155096168,A,-124.33368719504266,C,B,1
None,B,6.233611914989925,97.22884940865394,C,-7.982177716174771,C,B,0
No,C,109.0049743801311,-126.3808623889695,C,-90.96062965524385,B,A,0
None,C,-167.64314847101605,20.890109590548928,E,85.30457809672404,A,D,1
Mental,C,62.560552824804596,116.70813148704646,E,-126.21803266568392,A,D,0
Both,E,62.8137511120998,-115.82142264797008,C,161.7628704822958,C,A,1
Both,E,-18.613952284641645,-45.30300040277942,D,6.7239847940373325,A,E,1
No,E,57.77109676955187,-33.51943612556917,B,-19.622110840899847,C,B,1
None,D,55.02530579481251,-42.25185734372039,C,-184.82976017293552,A,D,1
Physical,A,-56.55273438569448,76.81404831542093,A,-79.20171689420097,C,B,1
Yes,D,45.98752372615421,-104.12159486751442,C,53.66430660781493,B,C,1
Mental,C,22.670897014706078,187.73996891892358,A,55.56668367554142,C,A,1
No,E,-86.8847239014627,208.62611438755346,A,126.90595572743074,D,A,1
Physical,D,-23.987218098816733,-107.06424362335545,E,-81.04250683049824,E,D,0
Both,E,-71.67765156850973,-124.84379993580616,E,81.41170013926448,B,E,0
Mental,D,171.6544326445961,3.7314753921908554,C,53.68318976904074,B,A,0
No,E,-120.43169098706825,14.926058222617364,B,79.48185077275055,E,C,1
No,A,20.997566243200307,119.37848052591077,D,-2.4893774084975036,D,B,0
Yes,D,-75.75715152300563,141.8888760779351,A,-18.75381903075101,D,E,1
Both,D,-102.52599875020718,170.71244312617492,E,123.23038717074853,A,B,1
Both,E,-51.59249361496438,-11.063141175357929,E,156.12842219483386,D,C,0
Physical,A,-85.11779770664464,131.8711019535449,D,-108.25628624969528,A,A,0
None,E,-55.14843247844702,-107.27697894336488,E,-106.13636123097645,D,A,1
Yes,E,-121.06173207894074,-76.26237355722775,C,-80.10207338373787,B,B,0
None,D,-31.96369261796585,-96.99313956735094,B,23.645387288204297,A,A,0
No,E,140.21104506343642,-127.25255751171099,E,142.36759990984098,C,A,0
Yes,A,-116.88152666842105,-12.207805896079476,C,92.08735288635825,C,C,0
Physical,E,62.91022547728947,85.86615847306996,C,72.70450143752578,A,E,0
Both,E,47.73638885776921,82.27754980616136,E,-50.838126423714435,C,D,0
Mental,A,-14.761635435063411,75.480113134882,C,74.1901720928984,C,B,1
Both,E,157.8537923293335,-168.14905704341285,E,-58.85330843024382,B,B,0
Physical,B,99.15145125813498,204.7965214679933,B,91.04510828550455,C,A,1
No,D,20.17438739684595,-36.187133656691216,A,1.7030657104276314,E,D,0
None,D,77.67329614325476,-159.26450383081405,D,-163.11577718310016,E,C,0
Mental,E,-10.520133707412898,149.61792137820913,D,-91.75477170146755,C,A,1
No,A,-59.963647855549965,-140.6853585016448,B,142.94069585294937,C,C,0
Both,B,-26.304017518088862,-263.9253980663108,E,88.1191416886138,D,B,1
Yes,A,-26.780821450109904,-95.14926841355728,D,-143.92013106088763,E,E,1
Physical,E,-76.31598728132212,132.76313860789816,D,80.90793604705169,D,B,0
No,D,128.89748170359735,110.96770318914766,A,-202.2999226906028,C,D,1
Both,C,40.745658727455194,26.58629978804542,E,-55.969481316934576,A,B,1
Both,C,7.107663805295283,-147.8461482656141,E,-16.006801761267837,E,D,1
Both,A,-179.32961271350095,-132.43813059077425,B,-134.2226328432295,E,D,0
Physical,E,120.4966979410682,129.0251964931418,A,66.49733574218345,B,D,0
Yes,D,94.90632866285225,44.74937356251375,C,80.37117920779247,E,C,1
Mental,C,94.74461711787121,-16.883462799226592,C,96.60376968624882,C,E,0
Both,A,11.733829284778134,-44.44818307566363,B,-86.26450146647471,C,D,0
Yes,E,-38.54148112826611,98.38515877926243,D,180.82054119167358,E,A,1
No,C,220.3838742024797,-177.22007541184752,B,65.90668067338596,C,D,1
Both,B,-64.6704732887377,-87.93988671471614,E,-13.948988615426805,B,C,1
Both,A,-47.78282457822339,-155.83240117988692,B,82.94758569713701,C,D,1
Both,C,10.295812135476078,-244.0192408658062,E,24.23660207143155,B,A,1
None,C,11.406801308680889,-39.83879350176643,E,198.95708943714607,D,C,0
Both,E,47.818861277118984,48.17850422824991,C,73.11502534393921,C,C,1
Physical,A,66.09791178028718,199.9623940960872,A,105.94596780016796,C,C,1
Both,D,101.70888539881318,130.39432949785325,C,-54.582470974405304,E,E,1
None,B,-88.56476134870147,74.97165940513352,B,61.657924128493605,A,A,0
Yes,E,-175.05299375325066,96.23538141314545,E,-74.8333285412739,C,B,1
None,B,54.6866555813544,-168.18378281544585,C,-93.07912815244457,C,D,0
Yes,A,-4.551605196539071,118.55121352336432,D,124.66037361092542,D,B,0
Both,B,64.79479730742187,-131.3500171513607,A,77.65655743580494,C,A,1
Both,C,-48.46259744747305,-75.04093942727928,D,-12.781292776555764,A,A,1
None,C,29.77719948408207,36.388319304344805,B,-210.8826383351292,B,D,0
No,D,161.99168904528287,-41.882959796996296,A,110.50690147439377,B,E,1
Both,C,48.24989598828828,-60.49731687118464,E,84.7516452796924,E,A,0
Yes,E,-96.34162324919669,67.34140652568757,D,39.72845110414659,D,D,1
Both,E,-80.9085286964485,90.46890227958411,A,114.22013621931467,E,E,1
Both,C,-7.979356946729032,-42.379573574340874,A,-31.808259670616852,D,A,0
Physical,C,-46.471240011818146,16.645798927722407,B,36.769992593838516,E,D,0
None,B,-69.57403602048554,92.94397426416077,C,91.3265424400456,A,E,1
Yes,E,-82.08810004736277,-2.6341701300675457,E,-174.02908764168274,C,C,1
Yes,B,-6.021182532891458,22.372546081720355,E,144.40579760133437,A,C,0
Physical,A,179.4338997975016,6.929796713708825,A,40.963528898841034,B,D,0
None,C,-98.00681644103273,-85.13747120004072,A,-9.874807614794214,B,D,1
Mental,D,4.360388902013501,100.03513506756143,C,82.60400834119865,A,C,1
None,A,25.542838650062784,1.7229515662393808,C,11.20898903623663,A,E,0
Physical,D,155.60009423500992,-158.449934478811,C,82.23933007531481,E,D,0
Both,A,112.06882909763046,103.87187273554265,A,48.65312690608343,A,B,0
Yes,B,-141.09343429483408,107.87744662593475,B,-97.87937446228916,B,B,1
Yes,B,11.121221088525306,-144.27391190414528,D,108.82331127594793,D,B,1
Physical,B,-105.92075664004265,25.668167207692967,E,-93.37200200715877,C,A,0
Both,B,14.933408346989749,179.42753835891602,C,39.04606688016386,D,B,1
Physical,B,148.45083671212478,95.23463824717979,E,38.264265365442995,A,C,1
Both,E,-97.6846884877911,-23.8770241808552,D,102.42827012121774,D,E,1
Mental,A,-27.68319655569188,234.64261202740474,A,-2.3283908337438133,E,C,1
Mental,C,19.552266491475145,-166.77670580515988,A,-65.16627609200754,C,B,0
No,D,-36.392999271453526,113.84268582438575,B,18.107980986304327,D,A,1
Mental,C,108.89570824786429,48.16653982534071,B,-197.53273312052775,C,A,1
Yes,C,31.73954069097341,59.09630762169511,A,-180.2355001795902,C,C,0
None,C,120.5024915811169,-62.70833382634103,B,24.24428286378034,A,B,1
Physical,C,-159.6963414209043,-195.65619583379575,E,-25.062818248052498,B,E,1
None,B,-26.53462059846082,68.51792850871406,C,-36.4929809438307,A,E,0
Yes,B,-106.93631449505712,79.97499448989335,A,-164.0999091538124,B,E,0
Physical,A,-48.71426034936524,-8.23421229617029,D,-95.42677808214152,E,B,1
Physical,B,-82.32235544712543,-61.97467034897235,D,-57.20431227098548,B,E,0
Both,C,-96.92194765207259,62.00088402963766,B,-153.63793873357838,D,C,1
Mental,D,-47.14983300917308,86.08875006987367,E,-136.62711581298873,E,C,1
Both,D,59.84669193206743,-26.06237114247986,A,30.950172972678715,D,A,0
No,A,51.512864730030394,-163.12067541910915,A,-51.72406289868763,B,D,1
Mental,C,20.402528309605547,-13.699962668792617,B,-40.9116036004624,C,D,1
Yes,D,-236.03748729684764,134.53917777688707,E,94.06486240315046,A,A,0
No,A,-120.04730079119912,-90.17179431389279,E,79.71014735971707,D,A,0
Mental,A,-45.546618473565104,159.07836217525443,E,42.20989727437538,D,E,1
Both,D,-46.65340313626002,-58.044647408220925,D,-67.49146400973483,D,B,1
No,D,-40.15958054127718,149.81632135419605,A,-132.13138270915053,C,C,1
Physical,D,66.08802743089494,136.91385776554495,A,20.026942809083426,A,D,0
Physical,B,-226.7238020893167,-134.0567109950288,E,90.7917419707123,B,A,0
None,C,21.400755225402957,-100.99233918238026,B,-194.23972130813559,E,A,0
Mental,C,93.33878515648642,83.30858501755208,C,-27.01275223357802,A,A,1
None,A,38.94060772969056,1.820016488176521,B,183.93213873438623,E,B,1
Yes,A,34.06920098794914,-70.06735469457472,A,-88.3884720651446,C,A,0
Both,C,-116.31795631845765,53.190435036227136,B,43.82040445796934,B,A,1
Both,A,124.70280766433031,-144.51275028124968,A,-265.37515932586564,E,C,0
Both,C,29.616822442493408,37.75464585074192,B,137.260490608337,E,B,1
Both,A,78.19568073837453,-113.32016507237677,E,75.61792469619309,A,B,0
Physical,C,-67.96958780974765,16.091502480894263,D,-119.2298271193238,A,B,1
None,E,-27.23587985070036,78.62807798142902,D,105.26763126008365,B,E,1
Physical,D,-57.89752271682443,-115.20335245731161,A,-25.71196536733319,C,C,0
Physical,B,-143.77480742401104,36.32984019666995,A,-51.833076794136446,C,B,0
Yes,B,53.976630624202,-64.96512025502156,C,-149.27943440933979,C,C,1
Physical,E,-6.529562855904683,146.02507310465253,A,60.30350091067631,D,C,1
Yes,B,-53.97063325928508,78.57446574880291,E,-4.386303498833131,E,A,1
Yes,D,-96.18602254940151,-98.71921089274558,D,92.7173895469721,C,B,1
Physical,D,44.36751085398892,60.82319067680505,C,281.2651632103727,E,E,1
Physical,E,30.034040146930163,-72.34341645607446,D,14.93822482840081,B,D,1
Mental,B,14.93975256395212,156.7935513073515,A,57.34368433911206,A,D,1
Yes,B,29.875200803992037,39.39496438174853,C,181.27493688261126,B,B,1
Mental,E,130.9811515359438,-306.68787234950463,B,19.09799771133197,B,B,0
Physical,C,-124.44811849744856,-46.40877925379945,B,182.95354719098532,C,A,1
Yes,A,25.606408180046834,44.16539983414307,D,-27.77798142192451,E,A,1
No,C,-243.26776099690633,-223.9165103045691,C,-127.78218700782622,E,D,1
Yes,C,-80.81971051650669,61.34829169824131,D,-125.19535736260377,E,D,0
Both,E,-93.03492408005924,27.48182897566565,A,136.78455401284776,A,A,1
Both,B,-149.81949515232776,190.85957447399795,C,-123.07658056992155,B,B,1
Both,C,-100.54899408283447,-68.98125358942983,C,53.47120187424377,D,C,1
None,D,12.308914330561722,170.21743658620272,B,175.6537587267231,A,E,0
Mental,B,121.81717980305508,42.07373514610459,B,51.2941012887813,A,B,0
None,D,-106.4119950396053,179.59006590867392,B,-7.887992118824644,D,E,0
Physical,E,28.501850758717755,-96.9102237658189,B,165.4984156011207,E,E,0
Physical,E,67.97192279327658,-156.28261292295772,C,-80.19188773925167,E,D,1
Mental,E,-92.29439095261938,-158.44916555792508,C,88.64129610311319,B,D,1
Yes,D,-56.6100034890773,64.18840724055627,D,73.22819276439455,E,E,0
None,C,41.98355768428873,-12.648253297231502,E,23.056155374054754,B,C,0
Physical,E,-66.25593680994677,-108.9859658776313,D,-185.06809107357833,D,B,0
Both,B,-57.59973734520302,156.14321220909883,B,55.352791804012114,E,B,1
None,B,15.247145485566138,-142.32538872840007,C,74.07265337423465,A,E,0
None,B,-129.2590394284025,229.35501296804128,A,28.325133819901556,B,D,1
Both,D,-80.88233921565168,-209.9584373827319,D,65.29553643091425,B,E,0
Physical,A,42.28073043791477,-139.5035910159954,C,-50.009486979797344,B,D,1
Both,D,-0.09313737574058761,61.15443399066914,B,-20.98497176830491,B,D,0
None,D,-62.84669359128975,137.90956470411533,A,-60.50562448999911,A,C,1
Mental,B,-3.5017770534957546,-16.29074094712598,E,25.834342453509286,B,B,0
Yes,E,140.20040957920378,-125.84326384349586,C,77.2200362111194,E,D,1
Both,C,25.17153365406884,-48.29040927114725,A,78.76789812195746,A,B,1
Yes,B,-108.76269904713251,67.26578442318191,B,-116.6721989814897,A,B,0
Both,C,-24.327456817952754,147.1655803076761,A,193.86869323725318,A,E,1
Mental,C,-81.28965003018726,111.46690973159853,E,146.2697571990107,A,E,0
Physical,E,65.34643084699312,146.38355409779987,E,73.33428100960553,C,A,0
Mental,E,67.95373186373203,42.43286902813846,B,118.27953309083117,A,D,0
Mental,D,212.19988817062637,-33.35811627515554,E,120.01262248570852,E,C,1
No,D,47.52495966543251,114.07612086713175,E,93.2524516497669,A,D,1
Mental,B,-83.99211548147298,-59.6158254427274,D,-86.17690193662968,D,C,1
Yes,E,-36.99990837739377,-72.15855618059855,E,83.73168579349544,A,B,1
None,D,83.5911302256844,-227.52347499327797,C,179.7490117486131,B,E,1
No,B,-58.588294458560455,-27.11465562391025,A,0.34195380122642044,C,B,0
None,D,-54.87479098841581,-80.3749410192076,B,173.67814155458035,C,E,0
Yes,C,37.60734002260143,180.60341034901978,E,180.95915004047686,C,A,1
Both,D,-196.34478625810507,16.236539698134404,E,-59.832000628877516,D,B,0
No,E,-174.44890657340522,82.36796462059365,C,48.68682376545865,A,E,0
Mental,E,90.67897782566068,107.78516443201337,E,92.05668961478494,B,E,1
Physical,A,-21.614387376902005,7.27609905856716,B,-117.04716221734654,E,E,0
Both,D,-112.0592249984264,23.87740140415294,A,-63.752468958120446,D,E,0
Yes,E,-69.57343305054908,95.78820063324653,A,258.3796334541622,E,E,0
Mental,C,-87.28671114375597,-159.3070737957044,D,68.83230100905557,D,A,1
Mental,B,154.11443227069486,10.300700049153718,C,-98.888644134998,D,D,0
None,D,38.569843114123714,-82.06099002779379,E,-35.00380289856789,C,C,0
Yes,D,105.2776055089212,229.67053883992085,B,-76.66931921546765,A,E,1
Physical,E,97.04725099017841,-62.8338820927906,C,-103.88075672227093,E,E,0
Yes,B,-119.60458075972522,-82.50367239981699,D,97.56029703144353,E,B,0
Yes,D,-0.7630249873383762,46.7249206969105,E,11.957609256198214,E,B,1
Mental,B,-44.230100816363404,-102.26497003473203,B,86.53215051764015,A,B,1
Mental,E,-130.50824510125366,-26.84780939719273,E,-41.384441383725566,C,C,1
Physical,B,-188.53313278947545,64.87643377183481,B,65.0004806421728,A,A,1
No,C,-93.78618730759206,-43.05803817977306,A,-118.28216361811126,E,E,0
None,C,41.64696020827196,176.5306217451291,B,117.25536175870124,D,B,0
No,E,-104.48181220521178,-33.32635821441289,B,28.6055515890968,D,C,0
Yes,D,-109.66202863999344,11.627235944549536,A,-55.50913474420602,A,C,1
No,B,86.5173054014367,115.57021899813662,D,-156.5570506434441,D,E,0
Yes,A,-45.203201566740994,115.04817038386086,E,-64.98810059051017,D,E,0
Mental,E,-154.83346941386534,-114.96942698204029,D,-16.357327425571082,E,C,1
Physical,D,-9.035542198569859,-91.01117806311815,E,-203.95449521227192,D,D,0
None,A,-25.166832318366968,33.00762819799481,B,124.46149073595363,B,D,1
None,D,52.25119322547739,-20.452467883857036,C,-82.5034942312971,C,C,0
Physical,A,20.886241207051544,-104.21674724408454,C,-81.50874622737093,D,E,1
Mental,D,42.072269028705584,241.05139450402774,E,-56.14119103388848,E,B,1
No,D,-100.45480556591441,108.50883582329102,E,-192.13468754614206,A,B,1
Yes,E,-219.39664818895142,-54.568811434083855,D,-33.47461184755895,A,A,0
Physical,A,-156.97459772963106,124.62574603442019,E,-192.18397994640145,D,C,1
No,A,137.8174102169872,-39.76964407714241,E,231.46445574215474,B,A,1
Physical,D,-24.761046439352533,-257.27508412662536,B,-82.29195623180271,C,E,0
Physical,A,139.20608865057076,225.7819888776018,A,106.372577804812,E,D,0
None,C,18.967919926702947,-45.98520786368783,B,59.47658526267454,C,A,1
Yes,D,-28.714069194250452,91.31294082064161,B,14.423920096456483,A,E,0
None,E,167.49575139787206,38.92287256976129,B,99.91554526420873,C,B,0
No,D,36.539543517804745,148.3982724318149,C,63.53497630342263,D,D,0
Physical,B,69.48583917562009,-42.24484599068069,C,-9.482820272573887,A,B,1
Physical,B,-127.02786484783186,-229.4433305867068,C,7.717330304638124,A,A,1
Both,E,-194.05690868472888,-64.84776053433521,C,-84.62421098495716,B,C,0
None,C,-75.0990066967776,-158.74006395169926,B,-132.71206738062517,E,E,1
None,C,-23.674485321472886,110.30000777765889,E,-25.75582207853071,D,C,1
Physical,B,-116.02029753022627,10.338850681524466,B,-70.99630028473715,B,A,0
Both,A,89.42827873399932,-2.0104783083482625,D,27.4499724366314,E,C,0
None,E,-59.90766031446453,0.5943122554353772,C,-220.57532755769515,E,C,1
None,D,35.83660855287788,-50.23347491714232,D,27.83437551128594,C,C,1
Physical,C,-23.007124454168043,-25.609966016335306,B,-16.983891365349574,A,D,1
No,C,55.13548954281654,18.04079215221339,D,11.213190871409342,D,B,1
Physical,E,12.935393858823044,-53.20928052310367,C,12.501332974441452,E,B,1
Physical,B,-13.405276708075304,118.50011587119769,A,41.26937188282501,D,D,1
Both,E,-126.55591092725749,174.00324917375866,D,-31.82425346372371,E,C,1
None,B,-237.80387168031618,-115.73774848928551,B,-38.73727610110298,E,D,0
No,E,-39.0414092025125,-15.008034036509057,D,-38.77930789664353,A,A,1
Both,D,147.5818852549353,57.86637889327946,E,45.58278018812373,D,D,0
Mental,C,73.95387797683239,-67.00506926505362,C,80.2567205070627,A,A,0
None,B,-191.49293139872225,62.74326293409083,A,-73.8425345655941,B,B,0
Yes,D,253.86785033804378,-2.078190252451481,A,178.35274793215845,C,B,1
Physical,C,-88.78641781095445,-9.425222736349378,B,-29.43241575633793,E,C,1
Both,A,-208.77385940132723,-84.23361807587867,A,98.44055564468063,D,E,1
Physical,C,-133.125283650471,22.250299315908514,E,-7.572401528279269,C,C,1
Physical,D,82.14123572435325,123.75791260931254,A,192.70032416237132,B,D,0
None,A,-161.34975604550354,-92.64110018711081,E,57.18649648513202,C,A,1
Physical,E,69.22161737875712,34.53051969591679,B,20.375805480860066,A,D,0
Physical,C,-2.45993574077416,-67.49333133708278,B,-33.26439506557344,A,B,1
None,A,27.96991256145104,-120.48189359123344,C,26.85668126393213,E,D,1
No,E,110.37089005815047,89.87862581580531,D,-86.90138656972367,C,C,0
Physical,D,110.488805901205,59.96924799986277,E,21.290839376353983,A,A,1
Mental,E,65.98030818263706,-161.82548498957829,E,-96.44491642598814,D,B,0
No,B,136.2240604104571,93.3550556896184,C,-51.34031658437169,B,D,1
Mental,B,38.40095464969818,44.95872133523505,E,102.40344739403639,A,E,1
Yes,B,-21.932622932184074,-99.80953502265454,A,-108.99565173993847,E,B,0
Both,A,-137.9151112051759,-124.20880717368459,B,109.62466299508455,E,C,1
Mental,C,51.71364219462128,2.6179181323479193,B,31.055984591681064,E,D,1
None,C,67.33062928141148,127.31082143183497,E,-36.762140186506834,C,D,0
None,D,65.45261084307036,-53.73351743513545,C,128.6966771230652,C,A,1
Yes,A,-99.2637214748855,-40.3612350324677,B,152.00180071357264,D,A,1
Mental,C,14.022856943160395,78.08164867770483,E,-13.576015762511359,A,D,1
Yes,B,-160.63580648985186,-31.68119221621638,B,-63.214847641054895,C,D,0
None,E,-101.96049549163355,72.2904508081829,C,41.174307509065656,D,D,1
Both,C,-70.93245501395504,-50.40410023809909,B,5.17576610123678,C,D,0
Both,A,-95.87809259190435,50.71035088098478,B,56.93542518234861,B,B,1
No,E,42.999755915667066,-36.76026218007187,C,27.918317270282262,C,D,1
Mental,B,-47.358349013189525,38.30020141944309,C,131.43348839857507,B,B,0
