orientation,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Other,African American,A,-102.50545896999321,B,-10.114088250603324,A,88.00638196144101,C,0
Other,African American,C,-56.82128704872501,E,-79.11281143799398,D,-22.335025754612758,E,0
Homosexual,Asian,B,-75.31517214056946,D,-131.97035608142374,E,-53.01483417866743,E,1
Other,Asian,A,-123.64115949117705,A,59.417007966887745,B,11.792719561771648,D,1
Bisexual,White,C,102.13807262506691,B,35.86664100450282,D,44.33014270660836,E,0
Other,White,A,-48.54236998884624,D,267.85058861567205,B,-118.05608115152191,A,1
Heterosexual,Other,C,60.124902665192735,E,12.61446696054962,B,142.23747219214889,B,1
Homosexual,African American,C,-97.85732926493512,A,-131.365358401008,D,53.57942974530868,A,0
Other,Black,D,-127.02909960034114,A,129.90776961127318,D,113.11809124044674,C,0
Other,White,E,160.37377497261528,B,81.71716169218404,A,-21.44777694597456,E,1
Homosexual,Black,A,-66.01706849838548,A,143.81129397178597,A,143.71713416809598,E,0
Bisexual,White,D,-114.4033803768201,A,78.05563316302599,A,-6.970770162541719,C,1
Bisexual,Hispanic,A,23.007206631376466,C,-29.840933716932472,E,48.89565540173606,C,1
Bisexual,Other,D,-134.18937195833186,A,35.63025477785851,D,-167.65702281456004,E,0
Heterosexual,White,C,-119.88316429253459,D,3.178759966581564,D,-68.89650359856134,A,0
Other,Other,A,-26.079862346799608,C,70.21057631683783,D,-51.14769592097692,B,0
Other,White,C,-71.56624158012782,C,-174.6447052572984,A,65.88992098004925,D,0
Bisexual,Asian,B,191.71856472133203,D,107.2186754758799,C,-121.27125525358555,B,0
Other,Other,A,-2.8488826528211426,D,243.88444713072636,D,-86.43988693148115,A,0
Other,Black,E,311.22906604228405,C,70.9530152546458,B,51.396600477786436,A,0
Homosexual,White,A,86.5257644522708,E,-121.88975823006139,A,-181.40197142018744,E,0
Bisexual,White,D,97.55728599058257,E,119.7207989849859,D,66.55186095386317,B,0
Homosexual,Asian,C,161.19526712433526,B,110.01103624733426,D,-92.93233757713726,E,1
Other,African American,B,8.185188116617251,A,-80.98024062573215,A,20.742450984573484,A,0
Homosexual,Asian,E,204.3562333218885,A,131.34650124896214,D,60.64802855436133,B,1
Other,Hispanic,B,135.11111985747422,A,-216.84480788171348,E,70.62528494188464,D,0
Homosexual,Hispanic,C,118.85640405166716,D,-146.60552290861176,B,58.112367190442015,E,1
Heterosexual,White,B,19.44587147986983,B,-6.4597983913031936,D,-25.215502222875752,A,1
Other,Hispanic,A,81.10503072148293,B,-11.420851989676452,D,-132.30749161300525,E,1
Homosexual,Hispanic,A,120.3139913271481,B,-19.5189979324747,A,71.39825319287448,D,1
Heterosexual,Asian,D,49.73249743296715,E,-84.18736861003909,B,-72.19406724858187,E,1
Homosexual,Hispanic,E,-63.214280248059715,E,47.110517392511476,E,116.81785023138404,E,1
Bisexual,Asian,D,-30.707486969229453,D,-8.049570027376005,D,9.623881754781436,A,1
Homosexual,Black,D,-57.498298880508905,D,-62.63294877013631,D,-72.59830641277098,C,1
Homosexual,Asian,A,57.345605856211535,D,-220.64274199486692,C,-11.439194457857631,D,1
Other,Asian,A,71.16590870795876,B,31.360833320388547,D,-148.74297097515446,B,1
Homosexual,Black,B,-22.93579251552152,A,-57.21512502497499,D,14.004705666299056,E,1
Heterosexual,Asian,C,172.97286411591796,E,22.32550733100255,B,22.485518115398918,C,1
Bisexual,Other,C,-49.45693777188399,A,61.80195933798582,E,150.2829595806394,B,1
Other,Black,C,-22.94185120439941,C,180.85154204966943,D,59.53069065693042,A,0
Bisexual,Black,E,27.873277650706463,A,63.627905658998706,D,15.22931377725964,E,0
Homosexual,Other,D,-68.65024156915933,D,2.7424347549547603,B,187.22677128959054,A,1
Homosexual,Hispanic,D,105.52671640048268,C,275.1294844261793,D,-49.951112836942,E,1
Homosexual,Black,C,73.04857856672344,C,-241.5723887615926,C,50.17140540010535,E,0
Other,Other,C,-46.725368560814786,D,-14.97841271391492,A,52.336270104786465,E,1
Homosexual,Black,C,-52.1420252552866,E,-1.71789076259822,D,-41.962987401294086,C,1
Homosexual,African American,B,-210.60283287746606,E,-82.50722540413311,D,121.12467354895027,C,0
Homosexual,Other,B,-164.7873344500762,C,55.79001636117865,C,172.00029070686608,B,1
Other,Black,E,-32.10947936551185,D,38.267783326793946,E,105.34380165579067,B,1
Heterosexual,Other,C,41.79872113825828,E,24.739258701340695,C,-149.93642116766333,C,1
Bisexual,Hispanic,D,-62.539720627154594,B,-25.032369964347858,C,31.8442042307907,C,1
Heterosexual,Other,A,141.93674319291543,B,-28.36275888761266,B,-115.76075842097751,A,0
Other,Other,A,102.81661985138908,B,-5.577374163242052,A,53.591988616908246,B,1
Bisexual,Hispanic,D,54.55237972870924,B,-150.72332002819573,E,49.624472940619455,A,0
Heterosexual,Black,E,-43.22622429511223,C,-89.00607812577324,D,172.26551746324634,A,1
Bisexual,White,C,-129.02028929029547,B,-105.60820911211475,E,16.11208787309068,B,0
Heterosexual,Black,D,41.40996695802357,B,-0.5784284476863006,A,-122.31412788886267,E,0
Bisexual,Black,B,66.96297419315901,D,-19.19385225657839,E,136.51344205139918,C,0
Homosexual,Asian,B,12.73868421153348,D,-89.62522776968498,D,-10.423730256813265,E,1
Bisexual,White,B,-42.42288261093704,B,-90.55138233005906,D,-12.91967850211988,C,0
Other,Black,D,1.2678549848169007,A,-111.06226903952057,D,-114.7119331894068,D,0
Other,African American,B,-24.16970358552603,E,58.41891562706307,D,-144.82244812865264,B,1
Homosexual,Asian,E,79.80353803893969,D,16.538985714863795,B,74.76840608263585,C,0
Other,Hispanic,C,-15.632862883707066,B,132.38753117896803,A,43.15311435544052,D,1
Bisexual,Black,E,17.210754003441014,B,111.6589030935445,C,37.7897244983682,E,0
Heterosexual,Other,E,-248.81493729440325,B,162.78129319416811,A,-37.73030661287826,B,1
Heterosexual,Asian,E,-165.85495108060346,D,-65.11318886198605,E,243.15038371834325,C,0
Other,Black,B,129.152687043595,E,83.34749064231033,A,-161.44400167463303,A,1
Bisexual,Hispanic,D,98.75868799838666,C,-172.82664097789845,E,-26.804606998825665,B,1
Homosexual,Other,B,-72.97461918801677,B,-121.0596611976879,A,-25.87138659446503,A,1
Heterosexual,Other,D,-93.30891495452265,A,32.20487045303903,B,-108.99641388735888,A,1
Other,Hispanic,E,-33.841838333724084,A,36.37512413178681,E,84.29784629441812,A,1
Heterosexual,Hispanic,D,80.00016978529538,E,7.9720861077297105,D,57.60807305367695,B,0
Other,Hispanic,C,-94.66104104457904,C,-23.33568817536677,B,-44.71454495730682,C,1
Bisexual,Asian,D,164.74663825220966,B,-139.2876396908738,D,3.039528820921491,B,0
Heterosexual,White,B,-71.01553606943504,D,1.9217397679001795,D,-150.48451116657847,C,0
Homosexual,African American,C,112.47167732541436,E,-6.306843135539012,E,-139.04155328280436,A,0
Other,White,B,-6.775523378087417,C,-165.54061557940932,A,167.4124257196446,D,1
Bisexual,African American,A,68.0308906899704,A,-150.09501515666105,E,-23.181555806239302,D,1
Bisexual,Asian,D,-316.0398060937705,B,111.72826143258348,C,-187.25207781203886,C,0
Bisexual,African American,D,-5.481619968673415,E,-120.6656831997696,C,44.82928538387132,C,1
Bisexual,Black,A,-141.68229740417289,B,95.43785288835022,E,-61.09141013197542,D,0
Other,Black,C,-244.8610974287766,C,-29.64850891016612,E,-76.96239122488797,B,0
Other,Asian,E,3.3914103015887322,C,41.310878361081905,D,2.40566740800406,E,1
Homosexual,African American,D,-6.634990048630798,A,-25.65820430796145,D,107.09754192226666,B,1
Heterosexual,Black,C,114.02906438398843,E,-64.52431084943301,B,87.67079532752734,D,1
Heterosexual,Hispanic,E,-84.15435503483401,C,-57.42921310580758,E,-2.567476184577654,E,0
Bisexual,African American,A,40.163857205207634,E,65.46295167546519,B,0.06264578524849242,A,1
Homosexual,Other,A,180.27881590357595,B,-93.69134388794348,A,66.98012236708917,C,1
Other,African American,A,52.31462854796264,A,70.5441410944319,D,88.46550099243109,C,0
Homosexual,Other,B,-66.57529605979788,B,70.26882033772989,E,-5.99064844116443,B,1
Other,Black,E,-58.11995489217821,B,-151.27815033428044,A,32.128297350962285,C,1
Homosexual,Asian,A,-12.094132052608565,C,23.994290971235348,E,201.58269595908362,C,1
Other,Other,B,-13.978413224536654,C,-57.74634366086261,B,156.3660417339693,E,1
Other,African American,B,43.347781271130046,B,-33.33531572038655,E,66.24822349220622,D,0
Homosexual,Hispanic,C,-52.019187933817214,A,55.53637757401483,D,-34.817846535137434,A,1
Other,White,C,-161.44160400851854,C,136.49319096488506,C,-101.25285883933985,E,0
Heterosexual,White,A,138.74859808682004,B,-103.77940840392925,C,-230.94666197883384,D,1
Other,Hispanic,E,-40.803119225048775,E,-114.84658920313653,E,-36.96504340997687,B,1
Heterosexual,African American,D,49.91532456839803,D,-48.872797739639765,D,22.308518861745767,D,1
Heterosexual,Other,B,34.432883666840375,A,11.300671002610637,A,-154.01310563878556,E,0
Heterosexual,Black,E,-31.799102899517816,A,55.13838429179052,A,97.51338654196509,E,0
Homosexual,Black,C,64.29922698909478,D,-103.89194460452924,C,-27.5753711746935,D,1
Homosexual,African American,C,113.99550019577885,C,90.12619273770282,B,-57.09741099531816,D,1
Heterosexual,African American,C,-52.74964510256969,B,-127.1268147458849,E,-100.25935832533925,B,1
Bisexual,African American,C,-43.71177696424121,E,-202.41820713779651,A,-54.23412149718183,D,0
Other,African American,D,86.82095879859413,E,1.5884233700003878,A,-75.32756247261881,A,1
Heterosexual,White,A,40.52970941765336,D,97.09639277729799,D,-69.46185105894926,D,0
Bisexual,Black,A,-32.07478516560808,D,-18.13790204619882,E,58.20462479291131,A,0
Bisexual,Hispanic,E,85.79677699486865,B,31.677015587910518,D,-78.01132073058984,B,0
Other,Black,A,-46.15877964161478,B,-87.41041613400297,B,-214.9519204646326,C,0
Bisexual,Asian,D,15.419451214131488,C,-181.87913888703855,E,-97.05519324749865,D,0
Homosexual,Hispanic,E,169.21734430027308,E,-92.60508150962885,C,-121.17205055193669,C,1
Homosexual,Hispanic,A,-70.94466079830995,E,-72.56332583106857,B,-113.28801042821924,B,1
Bisexual,White,D,-28.114108070023473,E,187.67626179925426,C,140.53286732061883,C,1
Bisexual,Asian,A,-0.2879400064713462,A,-29.27415518223539,C,-53.39305463495666,C,1
Homosexual,White,A,15.275568251034299,B,-73.26082454009058,B,-103.44031004294507,E,1
Bisexual,Asian,D,-122.77935178831231,A,5.4835770293077735,E,1.5266100419509518,C,0
Heterosexual,African American,A,-28.763235510423552,C,32.81797242455512,E,-24.161167781551363,E,0
Bisexual,Black,D,8.914913394167929,B,-52.78744828034627,A,122.73596340004393,E,0
Other,Other,E,-52.4657972845683,E,85.8296316974475,E,-99.01627582998765,E,1
Bisexual,Other,D,51.20941219297941,E,-94.17038257838122,C,-46.4289996431762,D,1
Heterosexual,Asian,D,-11.998010543919516,D,3.0014722641935316,C,-191.60261748074024,C,1
Bisexual,Other,E,-26.188495434074248,E,-113.88532740381217,E,-17.61764742586515,A,0
Heterosexual,Asian,C,124.29251166968412,C,91.69929278770988,E,192.20263231092574,D,0
Homosexual,White,A,-79.20901040329915,B,11.627254320841791,E,30.17429286793415,D,1
Other,African American,B,35.23360502973866,B,66.25593760774933,D,22.442223153406,B,0
Bisexual,Asian,C,-146.4900896960589,C,-182.69480446233436,A,-58.94708808124134,E,0
Other,African American,C,-159.59827543057114,D,53.104344470093444,E,78.41644632278157,B,0
Homosexual,White,D,-165.79929309686426,B,-30.43753535417662,E,9.350173690287306,A,0
Heterosexual,Other,D,-47.634852338039465,A,186.94812751659381,B,-9.93642497845973,D,1
Bisexual,African American,D,40.47515817138552,C,107.8680871161851,D,-168.1066075301344,C,0
Other,White,B,35.3954804286372,E,-56.142981486613294,A,164.1910417915247,B,1
Other,White,B,13.33724884791819,A,-63.21200881073196,E,-31.07593361353207,E,0
Other,Other,A,-35.22682035999311,D,43.87566177655523,B,121.5778108735278,A,0
Homosexual,Hispanic,D,93.62700800470193,D,108.52079915446988,A,-23.909403247128473,A,1
Homosexual,Hispanic,A,-0.7797032208490792,A,-60.22000830055313,B,121.03639805663884,D,1
Heterosexual,Hispanic,C,-41.61938812286253,C,218.5516696677221,E,118.8876667574226,E,1
Homosexual,Asian,D,-124.3065070041187,E,-40.27413618377653,C,86.91289610387925,D,1
Heterosexual,Other,A,40.61201649540243,B,50.32871524104541,A,-93.4093188744002,B,0
Heterosexual,Asian,A,52.44584397538177,C,150.411356701993,B,207.83675645517445,C,0
Other,White,B,-21.094263394146267,C,-41.89361904012766,B,-70.22526966814522,D,0
Heterosexual,Other,E,-52.6500442428287,A,-11.266396216383741,A,139.7961794281465,D,1
Homosexual,Hispanic,E,-30.661731589259457,A,0.6186562623086106,E,134.4120865027893,C,0
Bisexual,Black,D,-86.57226277347405,B,-98.34658546171693,D,96.89302726600144,B,1
Heterosexual,Other,C,24.059127641541732,B,-59.33390660347072,D,-12.770507908814208,E,0
Homosexual,Other,B,34.14609211660793,E,143.72836059254257,A,-128.1870340937883,B,1
Bisexual,Black,C,-129.24662386565979,C,32.08804179638874,D,126.26357844624061,A,0
Bisexual,Hispanic,C,-102.22334828870558,C,103.0240850419128,B,15.737543957422705,E,1
Homosexual,Hispanic,D,-98.59928238032127,A,97.2736505980714,E,-72.37098721224471,C,1
Bisexual,Hispanic,A,196.17628530355555,B,-84.59216776999934,D,16.412172454126505,B,0
Other,Other,C,52.49628649842215,A,-89.21216411794549,B,-53.49656473797343,E,1
Homosexual,Hispanic,E,-138.3826882243558,A,-34.22899428545959,D,-52.56877070410527,A,1
Heterosexual,White,A,-20.985972472144677,A,-215.3006316527973,D,-25.033074195138354,E,1
Homosexual,Hispanic,D,46.288192707806516,B,-81.21294132281866,D,-15.36105743539171,A,1
Other,Hispanic,D,29.82288990271596,C,54.63466373958797,B,205.01071538792633,A,1
Homosexual,White,E,82.58311696893402,E,287.2326848155694,A,65.52645392189244,B,0
Homosexual,Black,B,160.7031574294035,E,-255.0095465101257,D,-46.65092859288726,D,1
Other,Black,E,21.749254959570173,A,34.87833209847052,A,6.99115409135675,E,1
Homosexual,White,E,-49.709675465151776,C,69.47438248570374,D,69.21856794992401,C,0
Heterosexual,Black,A,174.9687820451893,E,-143.79887067922405,B,-50.053533777490564,B,0
Other,African American,C,83.88637473576175,C,249.38089165479477,D,3.9294722207292994,A,0
Heterosexual,Hispanic,D,-10.510321477964162,D,-143.82753560135845,D,-33.488333909505165,D,0
Other,Asian,D,6.595362537783276,A,-118.18651914760207,C,146.63701076563328,B,0
Other,African American,B,-35.79460718931919,B,47.974001793213894,B,-81.48059945311391,E,1
Homosexual,Hispanic,D,-9.296595219862786,C,191.34889748533942,B,18.495438062538675,A,1
Other,African American,E,-11.306573022149605,C,-99.9520968563704,B,-35.9251290322984,D,1
Heterosexual,Other,B,-106.58287678588133,D,-29.724011428776315,E,22.442555246992935,E,1
Homosexual,Asian,C,-168.83295804899092,C,69.92984988153216,A,-107.23363444363142,A,1
Homosexual,Black,B,-144.82965012464226,A,68.96711358681137,E,-24.19582308566387,D,0
Bisexual,Other,B,15.65875145554326,C,10.714265895214876,B,89.96256639519733,D,0
Heterosexual,Asian,A,-99.88998410305592,E,198.99461723655364,C,-5.944483228814324,E,1
Bisexual,White,A,-74.82074406079991,C,30.04642729085362,C,-145.1446976953137,E,0
Bisexual,White,B,85.4751028347009,E,105.91071748119174,C,-102.63348416482457,C,1
Heterosexual,Asian,C,-128.61945174693983,E,86.36358004428793,E,-47.01170800193232,D,1
Bisexual,Hispanic,E,-236.13646810061857,D,-69.33072340790909,C,37.93989007573191,E,0
Other,Black,B,49.08851817732787,C,76.2924197556673,A,-155.84376462816596,A,1
Heterosexual,Black,D,97.20320409585624,A,-0.0013237754362198412,D,57.82537275049548,C,0
Other,Other,C,141.2166818754357,C,203.0767482280964,E,6.459915995988896,B,0
Heterosexual,African American,A,88.8865398676908,A,-81.17649145025877,C,-47.78219227860755,D,0
Bisexual,Other,C,12.702599370539527,B,-7.365956837442149,E,-52.79895934251236,B,0
Bisexual,Asian,A,179.9481881048589,C,124.94398251159755,E,141.98580954910784,D,0
Homosexual,White,A,-49.63330587377669,C,-159.66526766999013,A,-135.07620788709886,A,1
Heterosexual,Other,B,-76.71928348650545,C,-0.25692986475601054,A,-41.90073365819331,E,0
Bisexual,Other,E,-47.90069612161829,C,-40.95010557128339,C,23.117551480586638,A,1
Other,Asian,A,28.87321751008339,E,26.583970135450976,D,-54.06431586092685,B,0
Other,White,C,-160.5030198299452,E,-19.599425318296618,D,10.857930977607056,A,1
Other,African American,E,-80.2204618365197,E,-149.89754602020466,D,119.60518225071507,C,1
Bisexual,Black,A,-68.75138884654709,A,4.8669145928197715,E,-104.57794153116915,B,0
Other,African American,A,223.05170251411673,E,111.4239171307611,A,-32.140420354499696,E,1
Homosexual,Asian,E,-118.12520458258379,C,-24.34881838023609,A,13.068277977935832,E,0
Bisexual,African American,C,143.3669651305755,C,14.520353661150839,C,75.44407904439369,B,1
Bisexual,African American,C,106.90168151237138,D,-15.214726586213544,A,123.05583308366288,C,1
Bisexual,Asian,B,-56.433720450841626,B,78.50077975462636,B,83.37989901837256,C,1
Other,Asian,E,-2.7613159002684804,E,-117.2163922958311,B,222.16331574031335,B,1
Other,Hispanic,D,21.282483397943487,B,-105.98692792729243,E,190.47360572184348,E,1
Heterosexual,Black,A,17.03765966943982,C,-6.522761935298833,B,-38.72873423298568,E,1
Heterosexual,Other,E,0.8219156584691544,C,233.38775070754045,E,-146.17506197576947,A,0
Heterosexual,African American,D,46.06695824576323,D,-140.3771555632474,A,-87.74589092028168,A,1
Bisexual,Other,B,35.21712954452609,A,-29.423697208579945,A,42.00490433417161,B,1
Heterosexual,Other,A,162.05474269500158,D,-95.41027984103063,D,102.43143564262613,D,0
Heterosexual,Other,D,-194.77465964270772,D,99.0193649297716,D,-40.26778713296499,E,0
Homosexual,Black,C,-121.9918029411931,A,-66.39414098308708,D,-161.91421602921983,A,1
Other,Asian,D,-85.07041566423266,E,-15.896398783246518,A,2.815773380856457,A,0
Homosexual,Black,E,-29.7941098258087,E,53.05923823305165,B,-139.08014081906344,A,1
Heterosexual,African American,A,159.99102966283886,A,-28.149603136615948,C,189.27872796393012,B,1
Other,Asian,B,-111.71486166443498,E,134.65282847772738,B,-152.15903993502073,D,0
Homosexual,Other,E,-10.834905945231421,B,-12.241535289952232,C,-57.10014216579127,D,0
Other,African American,D,-35.31908507352387,E,64.0446498774107,D,110.95441913303219,B,1
Heterosexual,Hispanic,C,18.445460968927126,C,17.188133343066863,D,134.74964474965725,B,1
Heterosexual,Black,B,28.56241549912926,A,-111.94577169021125,D,99.34938759226823,A,1
Homosexual,Asian,D,-15.229723675913359,D,33.8479878031296,E,190.5674102695522,D,1
Bisexual,Other,E,-51.33038648489926,B,-207.65164983869977,C,-30.372004577738345,C,1
Bisexual,Hispanic,B,-72.9037495242843,D,68.31393976953197,A,27.411671653544285,B,1
Other,White,B,-25.583256657325453,C,93.01978209587442,B,-77.20640830463306,E,1
Heterosexual,African American,A,41.501746633256076,A,7.950613864667912,D,-157.26926219836233,E,1
Homosexual,Hispanic,B,-11.001560695967486,B,-15.128760616746098,A,-2.6420203945770306,D,0
Heterosexual,Black,A,256.23311234483543,E,-38.82104229876966,C,25.55569466872825,B,0
Bisexual,African American,E,-181.59462917675887,D,-84.21641585711566,A,-165.36436931210102,A,1
Other,Black,A,6.6815797781607555,E,-104.06210741705266,D,-35.423547500464444,C,0
Homosexual,Black,D,11.002488587532117,B,102.04630958301793,C,-18.94426144718237,D,0
Heterosexual,Other,E,74.5085180032017,B,-83.80331194874097,A,-13.076827597430718,C,1
Bisexual,African American,A,-67.40456446180781,B,-94.79706215462339,B,83.40313229156195,C,0
Other,Asian,E,147.35235379154508,C,-167.73162281314464,A,20.872540416793054,C,0
Other,Hispanic,C,20.154561532337098,A,91.90918896861857,E,182.6131808111007,D,1
Other,White,E,-120.83612735977664,D,-58.274368076036055,A,-96.97603090375844,E,0
Heterosexual,African American,E,-47.60364547638438,E,82.19237194510983,D,-37.20357152088699,E,1
Heterosexual,Black,D,21.078011620829233,D,-4.598083367606996,A,-15.009998600879083,A,1
Homosexual,White,A,40.05652970607269,B,-129.5277925370701,C,-39.72338679316065,D,0
Other,Black,B,-46.38370422779156,A,-140.50446418423803,A,28.261846081354967,B,0
Bisexual,African American,E,-26.87613237901144,D,153.593058459922,D,-56.57509165930972,A,1
Heterosexual,Asian,E,-76.61645756758206,E,-65.65696677577857,C,136.9488207081433,B,1
Homosexual,African American,E,50.377909675763036,C,-177.10070351369225,D,-142.81348768459705,B,0
Other,Black,E,76.86062177857814,E,85.2493185606531,E,18.047451231263473,B,0
Heterosexual,Hispanic,D,23.8693814566893,E,-12.143330631203696,C,-21.34013497311357,B,0
Other,Other,D,-70.55199299890609,D,-29.46517053238718,B,34.765545484591584,A,0
Heterosexual,Other,D,1.7321905364812313,B,-145.88834181908683,A,-37.67549914630741,A,1
Bisexual,African American,B,-2.5966062386994473,B,57.805242744415644,B,-98.81425238147101,B,0
Bisexual,Other,E,-3.8988951270026106,E,-100.47197837128479,E,26.85315278052124,C,1
Heterosexual,Hispanic,A,-270.55647534678064,C,-109.8013109901681,E,-60.10913258577543,C,0
Heterosexual,African American,D,-69.9546510000281,A,26.662066108263833,D,40.40182851947376,C,1
Heterosexual,Other,E,-59.60161588307472,B,-44.613416063627334,C,29.024669115051772,A,0
Heterosexual,Black,A,200.42472563607507,D,-84.8825932722947,E,-20.97672996155018,A,1
Other,White,A,73.88560469611201,E,-65.74115076181558,D,109.32720078509381,C,0
Heterosexual,White,B,68.1693355182486,D,26.579229370672984,B,97.43379343235644,A,1
Heterosexual,White,A,-1.5990245492314241,A,-19.073487584044972,C,34.89355122843813,E,0
Bisexual,Other,C,-32.309880265978634,B,72.84929185250427,A,84.88051254536153,E,1
Heterosexual,Hispanic,B,91.58705516130134,C,-108.68245923378821,E,-90.00587185939101,A,0
Other,Asian,A,136.78994581521383,B,-24.048168725103537,C,-52.858584712239875,E,0
Bisexual,White,D,0.5073202938455649,B,-71.84206872662938,C,-94.85990050240707,A,1
Homosexual,Black,D,57.90375858045896,E,-85.00204264451438,C,63.5597090756025,E,0
Bisexual,African American,B,30.753135842324617,C,-213.7498228677212,D,-178.97540836815176,B,1
Homosexual,White,A,-122.70973625219715,A,-45.47949954346515,D,44.238741196080596,A,1
Bisexual,Black,A,-23.868649994291733,A,27.0326477393736,A,-129.8334237792282,E,1
Heterosexual,Asian,A,39.715561487061485,A,79.33100069149584,E,-49.780712288181704,D,1
Heterosexual,White,B,51.3451263731309,D,-41.97108292181609,C,-49.810387711453636,D,1
Heterosexual,Black,D,175.90455146981188,D,71.48209968302615,A,-157.8038447946292,E,0
Homosexual,Other,C,104.92925832045093,C,-187.00763733696974,E,7.799287541450731,E,1
Bisexual,African American,A,21.946380845718796,B,-18.472286549366387,C,6.61970416478441,D,1
Heterosexual,Asian,A,4.051987012802068,A,-142.56862689658533,D,75.83558914426933,B,0
Heterosexual,Asian,A,117.90686024355412,D,55.378154451069975,E,-71.68219302071493,E,1
Other,Black,E,-73.76599264148395,C,24.642783303438414,E,-9.251490870038575,B,1
Heterosexual,Other,C,87.06212389078301,E,19.949445114276052,D,24.42675284575185,D,1
Bisexual,Hispanic,D,60.004302782580076,B,108.95813742010017,A,15.253092442244334,D,0
Bisexual,Black,C,13.209475764674202,C,-223.1924520018979,E,286.1265296001336,A,1
Bisexual,Asian,A,176.95814680298705,C,-16.263830957381582,A,4.735723772537286,E,0
Bisexual,Black,D,-23.470078090761575,C,-43.48950246520007,A,7.328387340482484,C,1
Other,Hispanic,C,3.4343351025986686,A,-122.47006635222368,A,-191.10697951525023,D,1
Other,African American,C,-118.6364734691482,E,-51.04551993488676,E,2.9990947554452765,C,1
Bisexual,Black,A,-143.52082253341092,B,64.81964064965717,B,54.814351859954904,E,0
Homosexual,African American,B,38.30426158767923,D,28.55189491694355,D,131.05412565304462,A,1
Homosexual,Other,B,-199.03824044609814,D,245.46617543087476,B,14.349796471342053,D,1
Bisexual,Hispanic,A,22.166795346209696,C,33.460405875890615,C,-119.45247011313651,B,0
Other,Asian,A,-54.87816368326853,B,-87.34736763677424,A,77.38340576398096,E,0
Other,African American,B,61.60188061447231,A,88.94076625123107,B,-36.126627371472196,E,0
Other,Other,D,10.902876875196938,C,-39.936847757164266,C,151.87863495134044,A,1
Bisexual,White,C,58.080899228357474,A,99.38940372828262,C,9.856857859801563,E,0
Heterosexual,Hispanic,B,212.63863054286153,D,111.36407487395982,B,-38.532023000900836,C,0
Homosexual,Other,D,33.95715143130336,A,103.46347545021312,B,-30.53867634714644,E,0
Heterosexual,Hispanic,E,2.317868729479882,B,77.91995787075132,E,62.79355209996067,A,0
Homosexual,Asian,C,-142.0862220370251,C,-101.25035571104553,C,-3.0843648768409024,A,0
Other,Other,B,-207.8851861462861,E,-22.532432232204155,B,19.28656715221562,E,0
Other,Black,A,75.9673285598651,D,19.428125004726358,C,-106.67547354837595,C,1
Homosexual,White,E,-185.2573457722968,E,-41.87557887659503,E,-54.58793189285965,E,0
Other,Other,B,17.889618158882012,C,42.656835325843865,E,17.91865351087196,A,1
Bisexual,Other,D,44.88260319994743,D,-53.61511142952145,E,-42.135450274649585,E,0
Other,Asian,B,-112.89514829572269,E,218.8476986680977,C,-9.945861174952144,E,0
Heterosexual,White,E,-18.70795842624868,B,31.79467224666582,D,109.34259365706653,A,0
Other,Hispanic,D,-148.17440247753714,E,-42.40579256349971,C,32.11806783134723,E,0
Other,Asian,A,-156.2705636943231,B,23.272966860469165,A,169.97590959443755,C,1
Heterosexual,Hispanic,A,-108.09792147160996,D,46.82317832618181,A,71.32040130588467,A,0
Homosexual,Asian,C,-0.745826250331124,D,39.76537370612942,D,13.668450503750346,E,1
Bisexual,Black,C,-69.8936744778872,C,87.94893480309757,D,-105.49407364678729,C,0
Heterosexual,White,D,-106.22064155316787,C,166.61405423045903,D,-87.99623600356952,C,1
Bisexual,Black,C,-19.517524676413046,D,73.7571521250027,E,77.26596863249175,C,0
Bisexual,Hispanic,B,145.51018150996805,B,211.7990926840501,D,249.480471155344,B,1
Heterosexual,Asian,D,132.5082366924512,B,-87.18706585861214,E,41.71500670719778,C,0
Homosexual,Other,A,-86.14680780636431,D,154.1038100565314,C,98.82973114516606,A,0
Heterosexual,Asian,C,26.647151307275163,E,57.33894114623106,A,-41.99230048383464,A,0
Homosexual,Hispanic,A,72.45528834633963,A,-85.1638371572363,C,-76.06080937750015,D,1
Heterosexual,White,D,11.109097016244363,D,94.48487717409265,B,-54.39403454088734,B,1
Heterosexual,Hispanic,B,-76.45076499558937,D,3.0832456583814767,A,121.13902237147339,D,1
Homosexual,African American,A,-37.68290738850191,C,-146.44727878195422,E,47.71911796719029,C,1
Heterosexual,Asian,B,-6.143636505378447,D,-133.94123200456795,D,-131.73501940833384,A,0
Other,White,E,-30.26258513143173,D,-1.3198725513247995,C,7.458407017142174,B,0
Other,Black,D,-120.74398849672419,E,-3.3283603810185665,B,128.9102302671567,A,1
Homosexual,Hispanic,C,-225.55798391577534,E,16.607921790834688,A,7.965649792430504,A,1
Homosexual,Black,A,8.124015264239125,A,147.4666582089505,D,108.46013961203988,B,0
Bisexual,Asian,A,128.73734318215242,D,18.69598370985808,B,-34.056504187953735,C,0
Heterosexual,White,A,94.12127686346238,B,126.3844733237091,B,69.47596255618814,D,1
Heterosexual,White,E,-16.72841713045772,D,100.65076221042901,A,-209.08693612466487,A,0
Bisexual,African American,E,-252.14487372683277,C,-31.665488095778976,B,74.62638878163695,A,1
Other,Asian,D,-8.075512971669276,C,-50.80961133093594,E,21.176233982735766,A,0
