Disability,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
No,Homosexual,E,E,-110.76604170280883,E,A,-0.9312217680244801,B,36.26476837576343,D,-21.34374568262514,-46.78164315326166,C,E,27.276157691086585,E,B,0
Mental,Heterosexual,A,A,-35.56060210287416,A,E,-146.56631884863012,E,26.071512571020154,C,47.12172573474843,65.04507086197236,A,C,23.786064068350576,C,E,1
Yes,Other,A,B,-159.79091592975047,B,E,-147.0989457921774,B,-72.63119654096081,C,69.19479192929906,160.0394520285859,D,D,-100.2512013601199,D,A,0
None,Heterosexual,E,E,0.47397564366383205,E,A,-80.5429465246379,E,-14.259314661748682,C,-33.42255709386672,-89.78654807621844,D,D,12.480429132429954,E,A,0
Yes,Heterosexual,A,A,14.011440751485837,E,C,154.89835271840983,B,156.27654352856874,B,31.449186678857536,-145.98160321043733,C,E,-54.000091217823446,E,B,1
None,Bisexual,C,D,-11.92797247583143,A,B,21.53351978016164,C,121.14447172712515,D,-26.027452425782897,9.915812416940065,C,C,-63.571675629688684,E,A,1
None,Homosexual,E,A,103.20602461596344,D,A,69.54133880529946,B,-100.51685650524595,C,82.57627237939244,-73.33022930511231,D,A,98.00951970711937,E,E,0
Mental,Heterosexual,C,B,-34.43521461758118,E,A,-88.46328478484973,D,-121.16960152561464,D,-65.81112593886637,134.64857371641367,B,E,-126.60817794740338,E,E,1
Both,Heterosexual,D,D,82.57606119887004,D,D,-36.90920716041284,B,5.370537801573023,E,23.376724225154884,-31.33455281591176,B,B,-122.79801933260963,A,C,0
No,Bisexual,B,D,-82.45214764633182,C,B,102.14539511583081,D,-114.99742812401308,B,-18.26834541918562,1.9011795112239671,E,A,-101.18055603706755,C,D,1
Yes,Bisexual,C,A,-15.19955467476275,E,D,-2.935202871334111,B,67.65414183999731,C,150.6478460939039,9.141016781990478,D,C,18.979713194342928,A,D,1
None,Heterosexual,C,C,-23.857006059542545,E,C,79.70886033419994,A,-142.21915912840151,D,46.51075315822042,2.5997070711493566,A,B,-27.294863886289,C,C,1
Yes,Heterosexual,B,B,-13.709462584782264,D,A,87.03057696723604,E,159.55535820739857,A,-72.44049019019076,-115.60001339028507,C,D,-75.83792812766904,A,C,0
Both,Bisexual,B,B,49.30896214835225,E,D,-58.882122753090314,D,6.262363462998294,B,68.40228446877111,-23.75130958855391,B,B,94.64370341968507,A,C,0
None,Bisexual,E,B,-35.89584666359921,B,E,-116.43171852462626,A,1.6026032265236356,D,-151.60561730420767,88.50828504306759,B,C,-64.26952512645667,C,B,0
Both,Other,A,B,92.77608826080422,C,B,97.21589638484632,D,-94.46626945614453,D,49.51663297164629,26.248486992105562,A,E,88.41261045334795,C,D,0
None,Homosexual,B,D,-105.10204662703076,B,D,-75.58941977215174,D,-235.32957156157127,D,152.95867693437066,146.96401051683853,C,E,-80.61795516930272,E,D,0
None,Heterosexual,A,D,33.45993877056311,C,B,-90.65444595969387,A,103.14492412387453,B,17.94648911382496,49.95314120246759,C,B,-28.927342237056596,A,A,1
Yes,Other,D,D,-36.74432071483725,B,C,119.71628527509375,B,120.51569039607755,D,7.104545043607185,27.44539699944542,B,C,-51.86685158684683,E,B,0
Yes,Other,D,B,28.096876541524217,D,E,-53.64704470483521,A,-112.3922484864024,D,-119.87654953811406,74.63084141756192,D,C,-47.5810277616439,D,C,1
Yes,Homosexual,D,C,39.551770071368395,D,A,-117.278863253866,C,74.23918459123409,D,-115.26694900805714,189.53155731478873,B,B,-88.62060610264699,C,D,1
No,Homosexual,A,A,-118.54316866293671,E,C,-23.61477714336307,D,54.78046767169404,D,156.3366342665918,-64.61250605337054,E,D,-34.16880615732638,E,B,1
Yes,Heterosexual,A,A,234.10126260842296,E,A,144.97563181854142,A,122.2996445331539,B,-48.020745891578045,40.554842829526535,C,E,-46.30309419226677,D,C,1
Both,Other,D,A,-134.1832629820749,E,B,36.67723354303382,C,57.45442821224077,B,-156.7257089776135,-96.9193565880228,A,E,7.762596815505167,C,A,0
No,Bisexual,A,E,14.26250078743141,A,A,42.10778017959517,D,71.5913836227294,B,-32.547921301957786,48.70774592263631,B,E,-0.6562815978197405,E,A,1
Both,Other,B,C,110.44861717594354,B,D,-11.796914739311779,D,145.51313027740335,B,151.09041841257581,-118.58387258315162,E,A,-26.699558740510003,E,E,0
None,Heterosexual,A,C,-24.604717496970025,D,E,0.8804351800980336,B,32.908492961733025,D,-187.45868355231772,174.6493489996954,C,E,64.56951245993677,C,C,0
None,Homosexual,D,E,-111.47140788729453,E,E,-104.22647612132758,D,-40.257235016386446,E,72.66359232770981,-53.89938108915274,A,E,45.98671122447048,C,E,1
No,Other,D,B,68.70713482533989,C,B,-43.61389467887528,D,-30.455960509610758,B,-22.970302842407282,-236.1325152562392,A,A,-5.570135231456711,C,E,0
None,Bisexual,B,E,-148.67450920690231,C,B,33.76376958381391,A,-125.78846579582401,C,-11.937093846391287,104.86286942644286,E,C,16.280566068461294,D,C,0
Physical,Homosexual,E,A,74.16468486225857,A,B,91.32459657168494,E,0.6921203426060224,A,23.24272682249299,1.6400641954585122,C,B,-161.90796334255572,A,A,1
Yes,Heterosexual,B,C,-16.95281002870814,B,E,-149.92337595837245,A,87.88689780012592,C,-12.92383842370623,21.180422567583694,E,A,-23.721396010842117,A,B,0
Physical,Homosexual,C,A,-108.62851329837493,C,A,-164.51578732791165,B,-70.78856820109657,C,47.35396956403553,-211.5853789624129,E,D,71.65315955046587,C,E,0
Physical,Bisexual,E,A,63.16744008528995,B,C,-137.4845517981511,E,87.935068621081,E,107.86265590147335,-23.756160638873013,E,B,71.39178059715596,C,A,0
Physical,Homosexual,B,E,-72.76262561556524,A,A,168.61580543923125,C,64.3948204687727,E,125.99977859677875,35.073410015434746,A,A,35.56382350189022,B,D,0
Both,Bisexual,D,B,-24.34295477266007,A,A,4.490147425771527,C,164.70994530805297,E,-73.08626903975312,96.25155031383717,B,E,26.593420645613275,A,C,0
None,Heterosexual,B,C,-144.70939590418237,E,A,3.1278942476667475,E,104.27726381871156,D,-27.461890367729723,60.909985599760866,B,A,-33.253926629497066,A,A,0
Mental,Other,C,A,80.83033569159727,D,C,-85.24962148251005,C,40.084940781469456,E,-116.76917014103682,-221.69951163311038,A,B,52.36920280444479,B,D,1
Yes,Heterosexual,B,B,-31.40816580067921,B,D,-92.78551814831492,D,45.4193236821837,E,-80.59450103608319,-56.128740103089534,D,A,73.1409404165013,B,D,0
Mental,Homosexual,A,C,79.45908436482289,A,D,65.7047867333632,D,-76.66865753303836,B,-71.56538065300094,87.7262447618552,B,E,72.89973358463868,E,C,1
No,Bisexual,D,C,24.377405209863777,A,A,-27.72001085398158,B,-71.99893865667049,E,153.16156196007066,-47.48307865388939,B,D,-97.9170981776937,C,A,0
Physical,Other,D,B,-108.40271167965467,D,D,97.97221655838321,B,-8.896463949060443,A,-33.98193763203285,-72.57883085641015,B,A,-12.936888587798645,E,B,1
Physical,Bisexual,C,E,-133.70874272141558,D,C,140.58877877180507,D,-30.30934680943398,D,-147.78272303176783,152.03976831605516,E,A,77.29425884330333,E,E,0
Yes,Other,E,A,100.6265606864396,E,A,93.78874937209177,C,-176.03903415300218,B,-238.6102642814456,-123.56136407045184,C,B,83.50825292572064,E,A,1
Yes,Other,D,D,131.55057786028587,D,C,-40.08976725907343,B,-107.09461094537699,C,117.23776379280562,-73.83493477398086,E,C,21.031950622630948,C,B,0
Mental,Other,E,B,-89.94153470577044,C,D,-12.855605860817132,B,-33.03267884094001,A,-22.03491529517246,-0.07180662576856783,D,A,-14.930905934583045,A,B,1
Physical,Other,A,B,25.668106550119973,A,E,8.595863927135227,E,-23.800951913006525,E,52.1195133821066,-89.7834383552807,A,D,38.39001422965247,B,E,1
Physical,Heterosexual,C,C,-206.59164940345835,D,B,-98.16297915436417,C,37.99081059552656,D,-57.24017216038156,-42.00416278362178,B,B,-185.13483067544763,A,E,1
Mental,Homosexual,E,B,-12.692273642167839,A,B,31.56784187973416,E,78.34377207247269,D,54.6614439745668,-2.9688572675325466,E,C,-120.98145424481366,A,E,0
Mental,Heterosexual,A,E,-44.971836909548394,A,B,-37.12758333875681,B,29.062251655028824,E,136.57464556869235,113.57220503091605,A,A,-106.60451565957605,C,A,0
None,Heterosexual,E,C,-117.58514916740084,C,A,-36.647367736932395,B,18.492873624661488,D,-116.92246254258126,76.47682553215505,D,B,25.44802245976151,D,B,1
Mental,Bisexual,B,E,63.42348433721491,C,E,33.356028167764464,B,49.9055433614391,A,136.23626400521582,-94.27569980599569,A,D,-46.54612534181749,A,D,1
Mental,Homosexual,E,C,-58.773494870034185,A,A,35.96547863979136,A,-41.62391035110093,D,43.43643989764175,-131.19845033873074,E,B,-24.647131744019674,E,B,1
No,Other,E,D,-118.85407163730117,C,D,75.35647659350091,B,96.1323460925691,D,-10.28149805238263,-53.366004707663215,C,B,-59.66735899419383,D,B,0
No,Other,A,C,79.61036812260195,C,B,-140.48786865325957,A,-107.21148014052233,C,14.696120600429783,-45.33091528719435,C,E,-35.1663776259973,B,E,0
Both,Other,D,B,-83.75222912152466,C,A,-68.98440167426013,D,72.8793105617779,A,71.69597263997512,-59.22451083261719,B,E,-101.83393545035713,B,A,1
Yes,Homosexual,A,D,-177.47814965374334,A,B,155.83003928619422,B,77.06463855694108,E,-136.28005523901913,84.05245573882041,C,D,-96.56391158098027,D,A,0
Mental,Bisexual,C,A,-17.262577229425005,E,B,4.930061769497553,D,205.94179798268289,A,-30.225883057839926,3.2071929019759318,E,E,-48.1329800675067,E,A,1
None,Homosexual,D,D,-61.997608293496796,C,B,25.808807549309044,A,55.824727614902784,D,67.80737425147258,86.58354061311083,E,B,30.12210842742072,C,C,0
Mental,Heterosexual,E,B,34.173912899539374,E,E,180.8527920808562,B,-26.146115860144185,E,62.17863245974537,-29.208373867156595,A,B,-150.74149386011948,C,C,1
Mental,Other,C,B,23.758539975301357,C,C,10.758322873895022,B,181.87391526061614,A,-100.2723531366553,-58.46602615907892,A,A,90.36417456441191,E,E,1
Both,Heterosexual,D,B,-104.61864241340373,E,E,-197.64099133482443,A,136.68066571833353,A,94.78991455528511,255.33581391581532,A,C,-64.94037883673776,C,D,0
Yes,Heterosexual,E,B,59.14659109602645,B,A,-145.23131043347632,C,-91.05024879173389,B,31.612778630529597,37.38413404071117,E,B,-100.45470342183384,E,A,1
No,Homosexual,C,C,114.02530462842233,C,D,40.65327102611558,A,63.923379467051646,B,-32.24267792233816,-91.96964911284854,D,A,-27.134062973893077,B,E,0
None,Homosexual,A,E,-206.1059999947044,B,D,8.748126674843679,D,-27.925994533480374,A,-38.915364041459796,26.060850772996382,A,E,-134.02057335992254,E,E,0
Physical,Heterosexual,B,D,-138.6293237298689,C,A,-53.47100731941303,D,6.846398924124718,E,98.84308751384904,-133.2914236160809,C,C,161.69899840340025,C,E,1
Both,Heterosexual,D,A,-139.46011182983364,E,E,-25.789336944933595,C,-10.137116805681519,C,-23.069392042552998,69.36548796478117,C,C,59.414688222218444,D,E,0
Mental,Homosexual,D,D,92.69289089310814,D,D,189.90853133563317,E,-197.7251947386494,E,69.75251794070034,8.722202478207132,B,B,18.791125008847068,B,C,0
No,Heterosexual,D,E,-67.59648587109689,B,A,133.2775535362906,B,-55.55862716735449,E,147.57113520015065,108.57794265415899,E,C,-42.42563553733791,C,A,1
Yes,Heterosexual,A,D,-2.579406688684445,C,A,-98.74342317312632,E,125.18077829113064,B,-46.225393623494796,-85.90594886275744,B,E,-72.53125148665495,D,A,1
Yes,Other,D,E,-8.194525504507531,D,E,-158.63205498162753,C,-88.83991085914727,B,-154.01175220111537,13.561044396409944,D,C,50.9030231093807,A,B,0
None,Homosexual,D,C,-3.3205400138098513,D,D,-71.81761883642002,E,-23.882476671921975,B,119.46988668652996,143.8897415102169,A,C,-4.294247426400101,E,B,0
Yes,Heterosexual,D,A,122.01885960550473,D,E,22.745331938111534,D,-12.787581728602722,C,47.03008243930289,-185.48210295038743,C,A,137.17680920347505,C,E,1
None,Heterosexual,D,B,102.47649787740316,B,B,59.94491484032485,C,103.30415739943561,A,-13.3537788609146,55.57379471178315,C,B,-139.1729121837665,E,D,0
None,Bisexual,D,C,-1.8216580712277597,A,E,-15.532075657084924,C,38.46474790618189,A,64.02566495492835,158.57747955804984,A,E,54.064802988971664,E,E,0
Mental,Bisexual,A,D,-23.57914282564963,D,B,64.17580674546828,D,-175.46299457890936,D,-94.38334077020247,-43.95678084105478,D,C,-76.33623479080269,A,B,1
None,Heterosexual,E,D,2.7342722642236525,E,D,81.920404343137,D,80.12997230687972,E,159.24438176905338,77.5348563049642,A,C,43.27453841457492,E,E,0
Mental,Other,B,C,143.86875167156907,D,E,-5.60758671994991,D,63.47473075809794,A,12.16212662169248,-33.13666774860558,A,B,76.76182245377639,A,A,1
None,Other,E,D,162.41415123686303,A,A,18.069348607848244,E,-143.473710890126,B,97.07387486501857,122.89023907412431,B,A,-50.19312633383731,B,E,0
Both,Other,E,C,-69.2946695378626,B,A,-163.6753430183711,E,144.93455061378106,C,-165.98609921903775,3.2141968323988133,B,B,123.76319710824217,B,C,1
Both,Bisexual,E,D,-75.41129955238108,D,D,-197.94132170567784,C,36.51864248974129,D,-8.022160452280163,262.3301523015699,A,B,-138.579138071,C,E,1
Both,Other,B,E,149.452125362473,E,D,-24.8547765791605,A,-42.154192470820576,C,31.688411206927668,-97.11331549964854,E,E,-168.41070453135575,B,C,1
Both,Other,B,C,-34.896327368921256,C,C,-2.940676597841616,B,11.6243702665663,D,173.53879227537647,-180.96316247523586,D,B,89.07731044616408,E,B,0
Yes,Bisexual,A,D,39.15790338175683,D,D,218.83136320367186,D,-132.10682933342812,C,49.408741191552416,-17.069365445776697,A,C,67.94023404646289,A,D,0
None,Other,D,A,4.178754200215751,A,E,-105.63455899877047,E,-88.52528161278815,E,-77.0745269227441,159.61902462018077,E,B,40.05143843985084,B,D,0
Yes,Homosexual,E,C,-127.95817643220116,C,B,83.84656884827707,D,-26.655591100082475,B,184.2887159121345,-102.4086209935988,D,B,-153.1047270699083,D,B,0
Physical,Bisexual,C,E,-12.98914257476044,A,B,-167.32953189841234,D,91.53051205800257,D,-2.7197223107391544,-36.234765689183206,B,E,153.98678805593147,E,D,1
None,Homosexual,B,D,17.315007675137284,D,B,-184.056514242087,A,145.37508132042694,A,20.356376884236802,9.004218966070038,D,C,-95.39257138392273,E,B,1
Yes,Homosexual,E,E,204.67087677897337,A,C,-28.606927793670494,E,-41.56188412551509,B,-3.5350489383900827,-6.284053340999167,A,B,61.181652903983284,C,C,1
Physical,Heterosexual,E,B,-2.0617369793741664,E,B,69.908676592892,A,-88.48054036692355,B,10.488094603034742,-8.519607264293324,D,A,272.6609806963528,A,B,0
No,Other,C,B,50.03977326229069,C,A,-84.55606465653872,C,72.18829304936783,B,11.825594495407689,136.1044309958248,E,C,102.98396866421511,E,A,0
Yes,Heterosexual,E,A,77.98417582949081,B,A,-52.63091857076954,B,-112.35767995807346,B,-50.18503742784117,251.34725370443638,C,B,-123.72109330607925,C,B,0
Mental,Heterosexual,C,B,155.7794754793672,A,D,-45.153291775410224,D,55.295049551819794,E,-296.6316277598225,-52.94925494915217,D,B,-11.670844849698597,D,E,1
Physical,Other,C,C,-98.1831423849566,D,D,-43.546696425101544,C,52.98010250925028,C,-40.35785720654152,10.486309378568148,B,E,1.5534483736462998,A,D,1
Yes,Other,D,D,-69.83093026114734,A,D,117.25625613054387,D,-87.86095206909927,C,-10.782497241261341,54.825688490425605,D,D,8.174480325177168,E,B,0
No,Heterosexual,E,E,24.973436217700726,C,E,-2.517140238109469,E,97.15091322223519,C,20.8581575933733,9.173343048139436,E,E,-90.62599943555729,A,D,0
Both,Heterosexual,A,D,49.89898489776152,E,D,-262.9156185315095,A,24.372852318667768,E,-208.283799527993,61.183868596407244,C,E,28.528831384181867,D,C,0
Both,Other,C,B,-167.5225609279622,E,A,-115.78892857091161,D,131.95925780909624,B,-113.20474497784312,162.71290845689754,E,C,172.3204089918015,B,E,0
Yes,Bisexual,A,D,-6.399751262113365,C,B,-11.719986433676858,A,-17.74237695214816,E,196.41667575109292,137.66169782898226,A,E,-5.4741336583609135,E,C,1
No,Bisexual,C,C,-135.32598957142068,E,C,-2.610136637799916,E,35.20680573953742,D,-25.798332187789402,-69.53071422415637,E,C,90.31727604341621,A,A,0
None,Other,A,A,-112.02432644325486,B,A,-79.87245366746055,E,-59.13692465486168,C,-21.47170195483288,-139.33907761932377,D,D,34.06568112579405,C,E,0
No,Other,C,D,74.49748522526824,C,A,-95.4770620600161,B,8.727422630908933,E,-60.383571935514894,220.52314301812436,A,B,6.8358388830820545,B,A,0
Physical,Bisexual,E,E,78.15766837537615,C,C,122.2133342211982,D,215.60542884557975,E,22.905197130415853,113.02646468340572,B,C,148.84065774018603,C,E,1
Mental,Heterosexual,D,E,81.77143755276529,C,B,-166.1520272028913,B,15.399148211118337,B,3.1145686289868335,-38.73530351759294,E,C,56.207115891877265,C,A,0
Physical,Bisexual,C,B,-37.62183385597273,E,E,-124.89787596630234,B,163.62217873048098,A,-56.874022961504465,15.311042166768264,A,C,-64.36521153714547,A,A,0
No,Other,C,D,109.86848841625911,D,D,-143.23803602500607,B,-8.975481625004294,C,-170.98157009312425,-70.58572031742936,A,B,105.94640593044986,C,C,0
Physical,Bisexual,E,D,95.13770171339824,E,D,-141.663753205639,E,78.3433940456952,B,-160.97837698626503,-306.36483909329723,E,B,-4.976832555901773,A,C,0
Mental,Homosexual,E,E,-194.8782461910396,B,A,-1.3205828060471156,E,196.95641565239362,B,135.93315985260594,18.60446413205753,A,B,-13.92056542832806,C,E,0
Both,Other,B,C,65.9385252115247,A,C,34.035737970765545,E,53.465589051926074,A,148.2600779951185,-186.6599163725035,E,A,-88.17758471689748,A,A,0
Yes,Heterosexual,B,E,-54.850197510434015,D,D,-58.694946094518166,B,-44.02802622037087,D,-10.136156561189244,-63.1863770854741,B,D,-56.40878335862851,E,B,1
Both,Other,A,C,82.13946581437457,D,D,-106.42297413643638,C,62.93003483089491,D,-265.0087099162942,-61.214168628178435,B,A,10.855674771188466,E,D,1
None,Bisexual,A,E,-66.15994707460816,D,A,-3.265777622581538,C,4.068501847946486,E,7.712027057192422,-276.5676505991486,A,E,52.45088609042069,E,E,0
Mental,Heterosexual,D,D,-41.31355332551311,C,A,-23.79317195612857,D,-51.76707957268876,A,111.26988853978455,-190.80276733286055,D,B,-55.97952593003422,B,A,1
Physical,Homosexual,B,C,-45.418605979485406,A,C,103.63616466732478,E,-45.27199472122033,D,-211.75695602546952,17.457940452375556,D,B,48.44038464350197,E,B,0
None,Other,C,E,-271.8186416887123,A,B,-34.9866960465734,B,62.976549180907995,B,42.98834907893055,-189.966567584546,E,D,-20.59265372933849,D,D,1
Physical,Heterosexual,D,D,10.972732134384701,B,C,-113.92363561911432,E,-117.64053772557213,B,118.69872917060702,-60.10648545999824,C,C,83.70777374881213,E,E,0
Yes,Heterosexual,A,B,-172.00789890312467,A,B,-65.28681026675945,A,35.55995907522128,E,70.59176839094977,82.73310657531289,C,E,-13.577377078960593,E,C,1
No,Homosexual,E,A,108.14936728989926,E,C,-201.46118269751224,B,125.88556950726111,A,-17.494224942582605,-156.0550765790717,B,E,9.225516678873436,D,D,1
Both,Other,E,D,101.43811926523547,A,B,-136.7470382937424,A,79.02809679561013,E,-41.286717312350284,3.5418277518750254,A,D,53.60303797643283,B,C,1
Both,Other,D,E,57.92143093057353,A,E,-36.5452221376745,E,-180.0091692589194,B,-13.52254616385158,-24.90951092256597,E,C,-10.416785812794577,D,A,1
No,Bisexual,A,D,-152.89572663093466,D,E,54.302220714549385,A,193.16421402974612,E,-35.78245980040384,107.16948282102483,C,A,52.34360554617537,B,A,1
Yes,Heterosexual,D,E,-116.39673506505694,B,A,25.7292919434665,D,210.08043297794902,A,-86.85711309307472,-34.64178418665454,D,B,10.635787793310406,B,D,1
Both,Bisexual,D,A,24.61308887876735,E,C,-29.323020437388063,D,-69.76276676141191,A,-7.246883342538604,214.96540720796332,E,B,50.626029625522904,E,E,0
Both,Bisexual,A,C,8.342352361353631,E,B,-63.366169554434116,D,-72.95856022511896,B,-79.78982497246226,-46.21640508716056,A,A,-2.522807713882571,B,A,0
Both,Homosexual,B,C,35.05635611911458,E,A,0.9518392367338134,A,53.08649119544984,E,73.06942815103876,-41.821295424907824,D,C,63.0129905075993,A,E,1
Physical,Other,E,C,-84.45375647629777,A,B,-104.98572660154369,C,-122.20967637654307,C,194.65486436784337,-107.33337634061999,C,A,6.8321911590690965,D,E,1
No,Other,E,D,-72.93812838615013,A,C,49.03981381939154,D,-13.64511545424761,A,-60.005094709829045,-8.756281926340124,A,E,-50.28497586224682,B,D,0
Both,Bisexual,E,A,61.629144628580455,B,B,101.71568410540608,A,-28.740608554237827,B,173.58299321595666,-0.01859293494945324,E,D,-221.8397663342905,B,E,0
Both,Homosexual,C,A,-92.85680744186465,E,B,33.027499444503746,E,-15.660110789297722,D,-32.70209036326131,-18.02931578772657,B,D,-183.4142752086614,A,B,1
None,Other,D,E,-124.76725913116582,A,A,36.432305413594094,E,144.8362251303821,E,176.22373212328347,-10.331811148832763,C,A,85.70355924981932,E,B,1
Mental,Homosexual,C,E,-96.68932623358582,D,E,142.86872945424707,A,2.8727423611991805,C,-14.24014703469309,-55.645188206465036,E,A,31.312933158657465,B,C,1
Both,Other,A,B,26.996289850117428,E,B,-299.75477111334686,B,-86.00563674133434,A,-192.08804155174977,-2.255483317360447,A,D,-13.496349905133398,A,D,0
Yes,Heterosexual,A,E,81.85987758907713,B,E,-127.68406551501599,E,-62.48023811713558,E,95.84508812922017,-15.539031121449709,C,E,120.80760079087915,C,A,1
No,Bisexual,D,A,-100.19185563390754,C,B,166.12525664959853,B,-130.52570465239774,A,-174.0160864888788,-27.387657722232294,D,E,-22.08252396286413,E,C,1
Physical,Bisexual,C,A,-8.745265563395051,E,C,39.20866706885703,A,-56.06213211147113,C,94.64894088483268,62.79236824751617,B,A,77.87840478169552,B,A,1
None,Homosexual,C,C,-134.26173076591627,D,D,-83.70393536090731,D,-33.17330360707543,D,11.603249844453618,26.745398872293187,C,D,-40.877326256914024,A,D,1
Both,Heterosexual,B,B,91.66472284652964,A,A,-222.71994306737867,C,-91.04771806805643,E,170.67590639395763,-131.40415762644236,A,A,84.2425494188043,E,D,0
Yes,Heterosexual,E,B,-104.83880199091375,B,D,66.8901607757794,B,76.71593084037501,D,138.00375280610123,91.87386996103987,C,D,-70.3335465197788,E,D,0
None,Heterosexual,C,B,-130.9851413578888,B,C,176.37840614055253,B,169.87998729225328,D,72.30233595579854,16.354933123462267,C,A,-6.699204245870869,E,B,1
None,Bisexual,C,E,55.28461036254711,B,A,110.30380049334589,D,-13.359052989908966,A,24.39630691715533,-28.05973398915922,D,B,-12.113053977571669,B,B,0
Mental,Bisexual,E,C,-14.561026377671629,E,A,128.83353862268433,B,-52.00105940025488,D,-77.86739170586455,135.14914169478598,B,D,-170.30734227214552,E,B,1
None,Homosexual,C,C,47.325740267018986,A,A,-7.736292971922653,E,25.162198237498657,E,-55.514486981193244,125.08268100409421,D,E,121.07680162090162,A,C,1
Both,Homosexual,D,C,37.395558830857254,B,D,154.70050110381982,C,75.87588173373003,C,9.343260733948389,56.25643260354249,D,B,-40.65069568799504,C,C,1
Both,Heterosexual,E,D,-56.92966906849436,B,D,-110.45180108862573,C,12.939300685355803,E,-65.42654130100928,1.345960843898701,D,A,1.414726912547708,D,E,1
Mental,Other,D,B,-161.26958679436692,C,A,-64.94837074966874,C,-63.53838836788839,B,71.76846215652589,116.49685031144182,C,B,135.18288732473206,E,E,1
Mental,Bisexual,C,B,-68.80810829211575,C,E,-212.81347892549576,B,-134.17041828580994,B,-35.432685570238455,-31.22215121939604,D,D,-43.53168243827233,B,E,1
Both,Bisexual,C,C,-18.89909291546605,A,B,-96.61088395840532,C,-52.911439365520316,D,21.259263833450383,28.04359330551915,D,A,104.53587535034923,A,B,0
Both,Heterosexual,E,E,123.02103147829908,C,E,125.2070129621663,E,43.05196150430716,D,118.1929044796353,102.14241983477297,B,E,23.91159830308225,B,A,0
Both,Other,A,E,74.31278217022115,D,A,50.346502384242164,A,-139.96244493929782,D,40.411087069260965,-183.25788490004987,A,A,-78.3459405631824,D,B,0
Yes,Homosexual,D,A,-74.52300567046308,B,C,-18.019496947608506,A,-171.59765564619414,C,30.533005311874682,-52.05795524332301,C,D,-29.6403705874261,B,C,0
No,Other,E,A,111.450821606095,E,B,141.05988632743123,B,49.786829652866146,E,78.07645949996443,-15.793332537661078,B,B,15.150953290545408,C,D,0
None,Heterosexual,E,D,-15.945702577949636,D,C,-4.436695152810912,D,-19.50846481675122,D,-20.470112212376556,87.06234074228004,C,E,-26.43085464784532,E,C,1
Mental,Bisexual,E,B,69.42815117489843,D,B,131.69103348000937,B,-124.32724623756842,D,-67.14823601407869,-37.49429656670735,E,C,77.27276373651793,D,A,1
Mental,Homosexual,E,E,-154.7698982582705,E,D,13.800488761379428,B,104.88429210597366,D,22.73610126847081,-18.768046299436303,E,D,-28.56366000167036,D,B,0
Both,Homosexual,C,E,75.47409860851722,E,C,124.55347736313772,E,-202.76739222850358,E,2.6618428785573776,47.79900574300932,C,C,-21.76180355830005,A,C,1
None,Heterosexual,C,D,-98.7645646433976,D,A,-199.65898611042581,D,160.74143310476788,D,5.220962343037412,-116.08611601786707,B,B,-101.22360362730798,E,D,1
No,Heterosexual,A,D,-18.294226858055833,B,D,-6.685644166568354,B,53.82482796416465,A,-16.502071006951518,-49.189679011940896,D,D,-157.3304676455815,C,B,0
Mental,Other,B,E,152.10235871890546,B,C,-37.35927438672111,A,30.627934794337854,D,-135.12296036939006,-15.330492120358793,C,B,47.4164875727812,D,A,0
Mental,Heterosexual,E,C,-91.02024057505324,A,B,7.263134295139823,D,145.57851655631617,B,89.83301052907925,-53.58777105167696,E,E,2.3895993573730725,C,D,1
Both,Bisexual,A,B,-298.74223842718044,D,C,82.16865911361818,D,-141.62955970394512,A,-21.68111040601269,-12.857982810765439,A,D,93.57175973327416,B,A,1
Mental,Heterosexual,C,E,-195.28430006842373,B,C,57.68075021956782,B,-167.4650516703802,C,27.871869058082815,-55.381148887975286,A,C,49.2548461935167,B,C,0
None,Homosexual,B,D,126.37531254632937,C,B,126.62169547996298,C,-265.52293148050165,E,-51.96197730663701,-55.67556422616274,E,C,11.451578887592602,E,C,1
No,Other,C,D,194.4371328836863,E,B,89.12132738515932,B,-155.13748880305454,A,89.59478121744769,-116.16723684330206,B,E,-160.43078330209838,E,E,0
Both,Other,B,D,64.16491833248885,D,B,-23.033701216284648,B,-90.02079846082361,A,-19.592074613512807,35.795761567295486,E,E,113.53826579945057,A,B,0
None,Bisexual,A,A,41.14582594328386,A,A,2.3791146688911082,C,5.772459043286175,B,155.75999980486262,-212.99570264850175,E,B,39.47830435409659,D,D,1
Yes,Other,B,E,-28.55510462833924,B,E,25.873766136477045,C,5.323110089706433,A,51.15030125692951,37.9250568549791,B,B,111.18076606893996,E,B,1
Physical,Bisexual,A,B,55.371888444498495,C,A,77.30870503514495,C,-57.39836858777976,A,81.95933874529311,-10.312134494293723,C,D,-19.54158003614935,D,A,0
No,Other,D,A,-126.26751985155128,B,D,-120.86289913646564,B,-26.637240290771786,E,72.30256440428568,63.33908645330432,C,C,73.22264988428263,D,D,1
No,Bisexual,E,B,-88.10916279098679,C,E,20.252141833706368,B,65.75644143618506,B,20.246431684815406,-142.90491805735954,B,C,41.8652743145994,C,B,1
No,Heterosexual,B,A,176.22833880294976,A,D,34.91034429145896,C,-61.810215410476964,A,67.0142972731641,-9.920840614828846,E,D,34.178964975939024,D,C,1
