Nationality,anos,age_range,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Other,21,26-35,Other,E,A,122.36079947461418,-128.79074042423483,-72.22439704260164,-59.114425560129426,137.82307010564338,-130.6006598285851,42.16499040414904,A,A,-61.87686096403561,276.13760101720754,1
Other,48,65+,Other,D,A,-174.86096543745825,-46.49246331188255,57.30367540719781,93.90674380776638,-218.14077934919055,-127.87026479520122,76.23986498902012,B,A,-45.5230476499314,-29.6285185704732,0
UK,65,51-65,M,C,D,-38.81499591625018,140.1008020279286,171.08159744346395,72.6674867445252,165.40143722046906,8.093328056882248,-109.84300407173997,A,C,48.632280794084146,64.89194574047468,0
US,75,65+,Non-binary,B,B,-210.6185755082664,-82.48853559206208,-11.89293325286451,109.24675723221505,-66.12472246418865,79.69590049030253,34.61448960496691,A,D,105.52802849057494,-41.83382850392217,0
Mexico,57,26-35,Other,D,B,-151.37101173031684,201.01153670525292,-17.125407129388353,-5.836611175054353,97.29965843189201,56.170317395394406,53.69803606638587,A,D,60.753214375641505,-144.14229208659086,1
India,31,36-50,F,A,E,-64.94102440415809,70.24330845680255,22.898193990213837,-35.03564121319974,-46.08181314485993,127.13813760898735,-12.583294638911974,A,B,-90.91521582860472,29.231483427234185,1
Other,78,18-25,M,B,E,-93.97561061294289,-23.237242018975344,179.43185329811774,204.54788529412264,108.03033477850816,-160.00580805395472,191.8171047365863,C,A,150.90277706575185,177.22000250975103,1
US,63,26-35,Female,E,B,144.37325940719472,-8.382377090267887,-140.18177963640036,-12.055981706147778,-114.19344886911146,78.48083444358618,51.77505577366542,D,C,3.9629851084321546,10.859530025418607,1
Other,65,36-50,M,A,B,15.864746359933285,42.18848696323282,-141.2870764665016,-63.53332428361414,191.03315005795326,134.032167818583,49.49939823166168,B,A,-59.342110643703805,142.1408095855713,1
Mexico,49,18-25,M,E,D,27.419697124655595,-109.32340061465766,-66.98743680787244,27.89158580022864,-166.45244514273878,-45.04216183946318,145.13780001084103,E,B,7.564791175235428,71.38529988435522,0
India,79,65+,M,B,D,222.3116372525384,75.55734205774007,-73.28890940486511,252.61608349929747,15.715462246118658,-165.62619225342485,121.3878351010558,E,B,-34.268908718876524,60.195211312549326,1
Germany,30,26-35,Other,C,C,126.61927839450631,-5.08047280486894,-81.75446151676609,56.834973967543014,-116.78932168781398,-131.38549123917704,-27.580661918724083,E,D,-52.556627346185614,-98.05205366022358,0
India,65,36-50,F,B,E,-35.171195513893316,127.57534789434428,61.628836259351814,97.59386904413425,-20.05052263567871,53.99507374734795,182.05579653730126,B,C,-27.73021623069969,58.48005319103711,0
Other,38,51-65,Male,D,B,40.38042598599565,183.89179662013552,-28.72455198305487,13.242945055186258,89.60236127620527,3.116056807914817,-35.0868926093359,D,A,-14.373050765548362,56.81770306739446,1
India,23,36-50,Other,E,E,159.57365134948446,4.72743222738735,172.06066710398488,103.88663176614055,-5.1567290943231505,74.8546882459618,134.12448247117618,B,A,-205.9610145420603,114.26267424197123,1
Germany,58,65+,Other,C,A,139.24854135523887,-194.92173451107496,50.491928022581554,-75.99355022602299,-63.34624258875281,69.23356900785123,-68.59155834795565,D,B,-12.911069415962201,-71.08341034377067,0
China,46,65+,Male,E,C,-103.49705854417184,43.52834275841113,-54.88422269231871,-15.862839264503826,15.908785415765847,43.40348949859148,-19.2974135200576,E,A,79.60235358363296,66.20719061057964,0
Mexico,25,36-50,Female,D,B,85.85795794211998,-44.00503750248008,134.59740693875543,2.942907657138474,105.40733383954648,77.77725864060136,-72.15160429936167,D,C,85.87071678891735,-48.34276513192121,1
China,45,36-50,Non-binary,E,B,-170.93990335021417,88.71684955294131,46.08434999108753,-107.68972258885508,-8.22639543337226,-96.71799439643259,58.77490026879775,E,C,-159.28505619345893,-21.092788929998452,0
Mexico,64,36-50,Female,A,A,30.710813704296037,-71.93054520261849,66.34074214001706,146.4916345635155,-83.93410183699174,-85.40079741627879,-180.70758988004278,B,B,3.933493193192404,66.06906623458595,1
Brazil,48,26-35,Female,A,D,56.094309493475095,-31.112485168286685,-12.145860599648856,42.876608468805,35.46381005141929,48.93967114965463,101.83804068000146,D,B,-7.824274290575314,-30.423205062172816,0
China,69,18-25,F,A,C,-195.70166709898726,57.44640873564908,31.398100081246717,-54.90583254735897,-72.3425005749002,51.649303767801015,113.67769721741902,C,C,-27.556089085014545,0.8058890439874296,0
US,30,36-50,M,E,D,54.182755125482785,-180.35201522712057,-58.178615217735306,-15.4002612321595,105.98344603137566,-3.1840093757665326,-230.31182772534086,B,A,263.2686750279381,70.08660993442682,0
India,65,65+,Non-binary,B,D,-59.839837436450004,109.51230331391102,53.07634322097162,67.81461393698348,-52.49852475863723,-206.84241887841804,-236.11614880259393,A,B,-64.34340102195793,-76.4778890161592,1
Mexico,64,51-65,Non-binary,C,E,182.51149581015437,4.117732735265486,-280.3623907686306,-132.6873713644491,186.50566960541107,114.44056854411127,-2.4604707816255256,E,A,-71.81778125860897,86.92192280231944,1
Mexico,34,26-35,Female,A,B,80.29622277172466,124.1233011083565,138.15412218791604,-16.21789962581222,-165.81408397642795,58.16039262626561,-19.190281727842624,D,E,-147.03954750232637,-47.087183546404376,1
China,67,18-25,Female,C,E,-91.73150457839233,48.299049629622495,211.5398277765121,147.381757572936,-31.77609465616565,-15.566173088218111,-48.43959194624382,A,C,-21.05076421683694,80.37959730571677,0
US,76,65+,Female,D,E,77.23826447910812,96.49826811364287,8.87460049605853,-75.14198583589804,-120.82022864195243,-166.35865848045802,13.893423897836929,D,D,-96.00980142315947,119.9177231538507,0
Brazil,65,65+,M,B,E,-203.7490855962647,-146.4452022090069,6.085575631203125,-147.8641963783642,32.390735282590036,-17.05359238166968,191.90212137528835,E,D,34.38167637202725,16.827222954674948,1
China,74,65+,Other,C,E,-41.985711273099,-26.776167530073092,-106.61362191995785,64.08909166846335,17.910316501270078,24.521087781156798,-8.828843605365682,B,E,32.650848764787135,121.75528873799688,1
Brazil,77,18-25,Other,B,B,-122.42486180829243,19.42444265895652,-161.36569797327275,201.57212016332403,-41.49378833137442,27.38811938706934,91.10276204834594,D,E,137.08339801150672,-1.342261221420686,0
Germany,26,36-50,Non-binary,C,B,128.9247807715322,18.812761302170987,-54.31286804027705,-110.00289298341714,-45.843221634274975,-35.848856829168696,-59.58596724577397,A,E,-163.55066566794846,-24.88137290324223,1
Other,48,18-25,F,D,E,105.21332197716198,155.4104092182698,-18.35268989765729,-265.2120455195268,59.93327044672857,118.22862418418465,130.75987529593115,E,B,-57.82608009672418,35.73311508289241,1
India,45,65+,Non-binary,A,E,-87.80849766116388,32.75174748948063,-9.486661538528313,-208.63263071104262,-85.92271263532561,62.16060085357572,99.5556993162247,E,D,-63.45265690412787,-79.7736432123184,1
UK,62,36-50,Male,C,A,68.77992280417618,-101.18511111722106,-86.0332287174982,35.59569424519435,-131.942104849308,-82.17582334016724,60.48373409979438,E,C,119.17711903345358,-29.599389137618893,1
US,28,26-35,Non-binary,E,E,-132.30121709357584,7.878937359927562,18.05427496063351,11.541912407169223,71.15817355799491,86.48377941812599,74.3974739514335,A,D,-18.346163541936843,13.253704133569356,0
US,54,36-50,M,D,B,-231.12493108286517,115.07914877776606,-69.99656390753333,-122.69164307011803,-128.7831317093534,17.648263342550607,-22.106210765900233,C,D,-0.9975846406724278,147.32797951287682,1
China,25,36-50,M,C,B,383.7705794944629,-37.482406197041215,3.7167628952276157,33.23259226215265,72.10455363299656,73.62380023692438,259.74909847325904,D,B,-53.905519328714476,45.09110598442253,1
China,69,26-35,Non-binary,E,A,-56.227776523445215,41.08266264594505,-129.73858068311623,-0.9670247736220083,-43.50167814445775,19.19301551646284,28.294162158131797,C,A,-35.23318927475,-36.92061214083105,1
Other,71,51-65,Male,C,B,101.84765308284925,-98.0461665455548,-33.30085792577964,-5.08485451247936,49.386891159677674,72.27493900900166,-168.77557605412932,E,A,-32.32047905431435,33.24588979246334,0
Germany,24,18-25,Non-binary,C,C,-48.937426419896056,-153.59135405301413,-72.15334380407212,-21.86424130570194,-30.218096058637826,106.33816525826401,43.04942281930418,C,A,-200.68980120820535,-81.06730173689155,0
US,71,65+,Male,E,E,-81.51884287031932,148.21024937908692,0.4025394314957053,235.4476001161741,-123.94084018476778,-159.0686959912897,-93.07700995773861,D,D,-176.38417510220273,29.090190373397647,0
India,40,36-50,M,D,C,34.04492868474141,17.447584154432814,137.4039626831547,-27.2943983761687,123.52672194650948,-38.322809836483614,113.39846366182935,E,D,28.52992751412839,146.23452008164682,0
UK,78,26-35,Non-binary,E,E,-25.410041776092,8.814664373819635,87.29256177372844,60.49414865626714,17.02066665573886,166.83138073977617,-101.6840615370308,C,B,55.811833288099656,112.12564841306832,1
Mexico,53,36-50,M,B,D,-9.04136933378719,118.12102010568233,71.141699953452,-39.66503039710552,-61.89164667423367,-35.84724816690031,169.3137088158118,C,D,-63.233500515335884,65.18414496350394,1
US,37,26-35,M,B,A,-189.47573748147798,-76.9822499821081,30.773444137357505,87.58043350976888,-107.12039831943147,-69.46754029238927,14.763483631677119,A,B,80.37816870676674,-90.74156556940855,1
China,18,18-25,F,D,E,-5.125857722416646,-26.661336675611015,56.35163794917213,102.26396915148361,114.54487472323855,-128.4457573378889,28.598759547630564,D,A,-181.70115589447778,-167.5672210730546,0
Other,37,36-50,M,D,A,-103.3148437024048,-222.57055421099872,99.5533554274935,-21.565612183794062,-36.99162586500731,-80.69822559486542,147.7850278535776,C,C,-208.735087796585,-121.53602176713105,0
China,59,51-65,M,B,D,-130.095754074133,-48.69689111245788,-5.55150297371976,-26.728703112457147,-151.8880753654598,69.80924479300312,110.4480153607104,D,A,-103.78287655151814,-139.27418912329753,1
US,39,36-50,Other,B,E,-137.88749789443168,102.32360695834379,-167.71438387090546,28.91935368943476,-125.76162841438882,90.95038321155296,-59.70570625353822,D,D,56.30429520414479,36.19738716247332,1
Mexico,75,26-35,M,C,E,-132.27442182770042,-54.18950856217093,-136.93284761686343,-158.93067710796578,-154.37366871267525,-156.7759103489869,-238.12390776676065,C,A,-191.4155844341548,-21.231681972303313,0
Brazil,36,36-50,Other,B,A,-18.775072980004985,-18.32684355517746,-20.29388989468464,22.29514350908361,-58.85116996260735,182.13598707513697,-118.10445614996605,E,A,-149.70115512316602,154.652595155641,1
Other,25,36-50,Male,E,E,60.268487794267045,36.0342717698027,247.04880747124238,-153.7320129832974,-82.0665974946001,-51.09536863432626,41.541322472028526,C,E,-19.886869012069784,108.62319319804021,0
China,56,26-35,Female,C,D,-67.03986082621796,-57.49704402832445,-2.0667670282135613,-47.02301009407999,-117.00435545291845,95.46549120022027,28.129470408211343,E,D,141.5281638389745,38.90060151624132,0
US,79,26-35,M,A,E,56.10016014079267,85.23054098475562,148.46559819569518,118.23093416658799,23.024207490831394,93.95929087725267,-28.515365126255954,D,C,-161.36487384859905,71.0908354017953,0
US,21,65+,Other,E,A,-71.68757165421464,26.410969417653753,-11.272247807818413,-45.88130205640276,-22.57162594182482,92.72658377698846,30.26198438070944,C,D,97.6988815485969,-2.632443495193606,0
Germany,77,18-25,Male,E,C,90.44915538249757,-154.75725977245952,-106.18357393168318,-91.82456429704457,-99.42061300473674,-28.43999091911435,-140.85119681568196,C,E,79.59295162399714,17.700817214704383,1
UK,49,36-50,F,C,A,-5.99680571841957,96.7116532419717,25.93315341115877,-48.811192629412034,-127.19351327996613,122.2894636899849,-20.7009358746738,E,E,30.315967652672455,27.84057435024116,1
US,19,36-50,Male,E,D,-55.49406284027937,37.57136180687961,-78.29909185122439,-62.105483329846386,-36.189831003573595,14.846435724278134,-77.06996951443695,D,E,-45.952470022152085,217.07738625527563,1
Brazil,19,36-50,Other,A,D,115.22421233132067,-79.33514601187947,126.33318516955731,116.67909441687824,-32.82792549730376,142.49610330652297,238.29784489046477,A,B,-14.330879193707052,-63.669664748666634,1
US,60,65+,M,E,E,145.7037855374512,-4.059396316031507,-19.13400513367284,-12.697024029977921,-90.19436147988077,44.49611398760025,-71.70537873435123,C,E,140.85581789633537,-30.21693756713171,0
China,57,18-25,Other,C,D,58.712858436587254,6.219672371615085,50.41321433392197,9.130570876772277,-69.28470004479188,64.56904907867992,36.82148276185568,E,B,-69.7926365508581,-117.8205385423878,0
UK,75,36-50,F,D,D,-63.38261213476047,-130.29161247143116,-1.228195191965587,13.811625446308826,155.41640263546515,-17.08881040932307,-97.73047066098192,C,A,89.17959405557681,-82.33130822622013,0
China,39,18-25,Male,E,A,141.51482597128924,-105.47846462009443,70.8428934281097,57.268279145006716,191.1976525682942,84.6118687568594,-54.33085907790739,A,D,98.90448239451055,65.05804193472025,0
Mexico,59,18-25,Female,D,B,-24.24769988873931,147.01835182805254,147.58886133792996,-78.32999912999065,-125.03509082252049,-26.957558099096403,11.455910246186614,A,A,-90.17517732781464,-18.46630792772511,0
Brazil,69,18-25,F,D,B,-84.40786942602656,0.17693816043522517,19.762727138876265,-96.01099453779376,-0.46976994295083957,34.46203023402238,127.041131739537,B,B,-63.99315902332396,128.5629395888778,1
Germany,39,18-25,Other,B,A,10.667758206839839,-112.02233867106742,-0.5076363319018231,76.09680498125087,25.758650667448148,183.59031753737835,-80.92909972969909,D,D,-115.19778005111677,114.19360651600256,0
India,38,36-50,F,A,E,-86.35804914894646,-15.220770256494301,-39.61165456845793,-83.04299848619507,132.33082983384782,29.28286018285019,-77.46849934434009,E,C,-148.23594863071264,28.217049237886727,0
Brazil,40,36-50,M,B,E,2.626113044588971,149.34305251153614,-42.28649235441693,58.55000913084053,2.295206317075131,68.43266348987672,-25.378054497737722,C,A,-100.79317276770188,46.23829167356867,0
China,29,65+,F,B,E,72.83196028626219,141.78503400943134,49.43715915074811,-98.7809848321839,139.10685381648844,-8.974771363382365,154.97006339611835,C,E,-78.1426652210973,-94.09195247510242,0
UK,25,36-50,Other,D,B,59.38808920629414,37.8243093619582,-136.07090509463907,93.76724452303117,138.49025143346307,-29.271861566325434,31.027799599225816,D,E,255.40858250029643,-199.595463534239,0
Brazil,77,65+,Male,C,A,50.99039257194795,-22.213434575146813,-82.36819739590912,-67.91338813253883,161.26073250320337,47.091600447406705,-98.21881884263696,B,D,28.707739914931057,-101.91930971607262,1
Brazil,70,36-50,Non-binary,E,E,177.78050688445137,-166.10345104369367,-36.74398687406388,-107.20639313239116,8.134492866691392,58.605545186210016,-6.268210859016568,E,C,-52.971488133826405,11.535961024986726,0
India,27,65+,Female,A,A,119.40044979913422,-26.366029330414737,25.71290320589479,-125.7074317955068,59.26933090645347,46.8853985983084,12.090958104339066,A,B,112.88205290132989,-17.30989315519685,0
Germany,48,36-50,Male,B,E,40.12245812386111,-67.14428423920606,-109.31622446025926,86.22523398062934,-195.97234683108428,240.31232682676014,19.630206434874832,D,B,-111.59890563063,135.46496081830142,0
Brazil,74,51-65,Female,B,B,26.638852823091145,106.24984839426435,35.835894370490514,64.55542673695574,-177.96127283680232,-184.1110197893332,111.82214968762081,D,E,-34.06164541750483,-129.31205039466508,1
Germany,76,36-50,Other,D,D,8.353226778002968,33.47119801345072,39.65380922028178,54.63326382668329,18.281225219898385,42.843629494832435,-119.81523574088999,C,D,-119.61835005850263,222.24751350125112,1
UK,58,51-65,Non-binary,E,C,-142.84510777878467,173.10781843227537,-159.49398653321788,34.66775359284081,81.0725579528139,36.53618768667685,0.3688418057003776,B,E,0.8803052776414892,-45.34126423410703,0
Other,47,36-50,Other,A,E,-99.55674604898043,244.15140469060051,-82.08832572037103,79.56514806251243,21.979964482839357,-205.87490606974274,-67.87695687678371,A,C,-59.289012487616965,-16.51460962003639,0
UK,78,65+,Male,B,D,178.3632929464676,75.77705514686089,-113.26739815453901,13.610373197349373,-53.77167911116442,-78.91259734506929,125.45151603260987,E,B,-33.351189861410326,22.643563605042168,0
India,41,65+,Male,A,A,0.9425107342351389,213.23295472880218,23.994023218454412,85.20869436363702,21.183834704996467,39.201119955622815,-109.46912618405847,A,C,104.33501493797263,2.805950990121434,1
Brazil,72,26-35,Other,E,D,-152.87785419229155,81.50551911193575,-26.599917737277345,155.26814132644046,13.29767143502432,99.86689966960859,191.276855433382,C,E,-25.498353678645014,77.74328848756257,1
India,41,65+,M,A,A,200.29803483806035,91.44887418023096,49.65891462965351,-12.742605256120232,15.35921223103498,20.899660637369255,-40.921590801439905,B,B,-124.7262465216624,-136.36089875047665,1
Other,64,26-35,Male,C,E,-34.24481777577747,-110.44781913638101,124.78970954506923,97.39146546867536,107.20928281941342,-101.05736287580373,46.95246890198195,B,A,-122.40424577288032,-18.270327270518084,0
China,27,18-25,M,C,C,75.4167747542155,-16.632824825068813,67.11461925084375,-81.40632756723039,19.32408626151086,-156.03864007126404,35.95574070773917,C,B,-37.34519395577659,10.779842379671704,0
Mexico,39,18-25,Non-binary,A,B,-174.31921171622747,73.79675443227617,-55.50171511451936,-150.31282732488512,60.38896535636374,-38.42797983503571,54.825590702339014,B,C,27.961991046637348,-90.11006602713461,1
UK,25,65+,M,E,D,-63.70035885708638,22.320287147351365,-5.786869350069332,-153.61502943602267,101.8026533747866,-17.96238233857972,-30.59902953885515,E,A,-156.51088568849607,-127.62364653213234,1
China,23,51-65,Female,B,E,40.07555975037871,78.61659662647665,68.34603463071646,-286.9490611852326,111.84570566530564,-145.8328097715183,-148.8517281311767,E,C,133.529794132236,197.561461376483,0
US,64,26-35,F,A,B,98.29796756956488,55.73823714016372,79.02263620721041,53.02792172021147,143.28553359544253,-121.55327196806904,-166.91206567309717,B,C,5.849936951047994,90.80859250734113,0
Other,42,65+,Female,A,D,-45.981839185940096,29.768919394610045,-118.38719953275378,34.475552647841376,-57.70388875187032,1.2520942313711267,-30.036006890574175,B,B,-2.8715075203549585,-22.221510349146577,0
Germany,61,26-35,Male,C,E,-176.5533585545769,-28.763455850843684,-165.29111466967308,18.234599375356613,-31.063650026431976,27.281059553321775,1.538696585736339,A,A,8.349224966582645,-34.96137891594727,1
Brazil,48,65+,F,D,B,-78.93193006835581,-0.18920912289086722,25.937556883534334,-65.94136434271371,16.57464949475944,8.22666502489796,-210.97793740828524,B,E,-132.49208106158494,-9.7920234426656,1
India,60,26-35,Male,E,E,60.36838910948127,-52.86989387027724,-100.5664667975287,-3.927331852210177,-98.29976979640165,-218.76695024310462,-25.229237775056333,B,B,-223.11206637197446,121.46897477459424,0
China,47,18-25,F,B,A,-26.780942124006696,-44.92275240488758,230.01231280945814,-210.9089184412721,150.37839442755586,-75.40830892191337,36.114291118202814,A,A,-45.892063701544586,-11.456868027565807,1
Germany,70,26-35,M,E,C,18.005734360313696,-10.977648248411837,86.95539723940831,-49.183693009804394,123.01581014135255,-79.05209516262815,62.86413660542447,A,A,80.61528450143652,45.8805248277326,1
Other,68,36-50,M,D,E,-28.845415830436146,49.03066995948125,-48.7556151207056,52.10635724571105,30.117180434588843,-13.002792009342546,-17.509243685478822,E,C,7.800987567565942,-102.62711155061494,0
Mexico,42,36-50,Other,C,B,30.45519545478454,111.20111089616248,51.49296433645289,10.52766618702067,60.89105906883423,-166.59755014378774,50.90426170241054,A,B,-100.72270451387526,-8.546016271879521,0
Other,49,26-35,M,C,C,15.320647779749603,-6.22857564254977,-24.90216323214073,177.42444150798553,-18.396981976635402,-281.1078580601349,1.3271998958438553,B,B,-17.093001791312997,119.0639968044203,0
China,67,65+,F,A,A,154.11317552333958,-108.75166531425775,-82.37883745400468,181.76885074558575,128.6574347105616,43.73541574059396,39.64253438065109,B,C,130.65615879847974,-21.48065036203109,0
UK,64,65+,F,A,D,2.0091875644186032,-51.188683419538435,-176.5187514189989,65.94924992036262,-29.17241236276855,90.49934780453486,-152.83367010074153,E,E,-20.556445452744782,130.59081024797445,0
US,34,36-50,Other,A,A,-73.00779838083767,20.852192801733523,11.21056573944711,-39.194495640892626,7.789140113477357,177.29674294137587,-23.870347610221863,A,C,117.41933958261257,-66.48789962274945,0
Germany,25,65+,M,A,E,102.47273152396916,55.66931989452978,-40.3358658408101,-69.73640064195307,49.48490809996992,-113.54564446173254,153.66397317698733,B,E,-145.67360262070028,-96.97520203286281,0
Other,34,65+,Female,D,A,-33.238089159702675,-83.02498610813286,-4.869176750031823,-5.561471501210711,-89.52931944417189,-72.31106956534263,122.34389887062935,B,A,11.742868148917532,62.97774061420762,0
India,52,51-65,M,A,C,72.41323798592518,-32.626118691138615,61.5127442544098,41.422937930686174,174.94267029051477,42.56260403520937,209.52031474264933,D,D,11.962873699071839,-45.53700978176634,0
US,26,51-65,F,B,D,216.3829254906216,2.1547280590286735,56.433568062975226,111.96415784840492,0.7284022349700167,11.648814606372856,17.511449004552272,E,D,18.95411781388997,36.81647485376582,1
UK,53,51-65,F,B,B,73.20505487740328,-109.24526755677687,56.798048471689086,-40.114519752069185,27.409692039842582,6.271231580499048,70.1627261594662,B,A,161.2076891016683,-181.4019621735901,1
Mexico,26,65+,F,D,D,49.356213322613385,-59.6587469257687,-35.01928204693254,18.494454696597508,-62.62186308326132,-23.94902480654316,-22.043798243967334,E,A,-93.67741833915125,127.07229204622708,0
China,73,51-65,F,B,E,29.593539573765685,128.37290775240837,-32.74180241421783,47.5052043178296,33.54506934112719,185.4574972989624,-18.345774930699378,C,E,-157.3766089372085,28.21935454526997,0
China,53,36-50,Non-binary,A,A,-42.88156421248521,-169.5989721744638,-73.96349538486892,-117.17205538379774,109.22497681266697,190.23544253009942,-77.65574451291118,C,C,57.68847388739091,-40.2516780828575,1
Mexico,26,36-50,Other,E,C,-119.0206566127461,-30.064902803151323,-61.342164653651125,36.75964569175395,-8.406974208681877,161.89234896592762,-101.75365369813699,B,C,-77.95145127794503,114.48598548200424,1
Brazil,54,36-50,F,C,D,32.61910085133416,-59.4808804541136,-39.862802566708595,-200.00214258506563,34.09204568706999,-10.422863919450299,-75.91238538259212,E,E,-111.87555217958956,-40.21345139741675,0
UK,75,65+,Male,A,B,-3.965741579635608,0.6192117098903143,-159.1376677607024,-197.3317778453058,-62.91665639065857,176.4330203554361,-136.56963667839466,B,A,-33.476240914304405,-8.387577187193793,1
Mexico,76,51-65,F,D,A,-11.431568329552649,64.55829726064997,56.66193575043873,98.51731496415988,-208.6234696535408,-124.99557747078842,-34.238986437604495,A,D,-56.63779371415205,-33.16150321735221,1
Germany,57,26-35,Non-binary,C,C,-78.77179585760403,-9.958740985196329,-20.17441560718073,-108.41577934144134,95.2851290686875,0.32031174919353683,-77.34708373978995,E,B,-94.40521353734637,-12.81868395710748,0
UK,30,36-50,Male,A,D,-98.23352328096036,-49.277040339230396,-11.056469739474489,-91.46945602867117,22.803975327927482,-59.60458938076704,-17.355074974998765,B,E,-26.633244558492557,-143.47458442691854,0
India,28,51-65,Non-binary,C,D,-56.73807144639642,-169.68034252266622,22.996654616125205,76.69983047754702,-132.19154699343127,-35.224991243505144,-81.59664541411296,C,E,-39.458498437668496,-104.94307735103985,1
Other,72,26-35,Other,E,C,-64.42187095366634,-82.66859873684837,34.74458970767336,-66.72107836051366,134.86569760733965,47.09052920663511,194.9916892634601,C,C,4.581855423491251,-124.18819696931702,0
US,64,26-35,Other,A,A,-251.5780620067389,96.47016997793601,-75.62379199942711,11.954575703657486,173.93496372482971,-37.02080054143596,148.46833536197084,B,D,68.18318706563032,168.8604366464972,0
China,61,26-35,Male,B,A,113.30641779118886,-51.477474428122186,61.37111137673975,-33.1613226691449,-83.57877688927977,14.098788380264923,-18.744850018784597,B,D,50.426439735636265,-1.1983678440577539,0
Brazil,53,26-35,Female,D,C,107.97465300145655,194.4929934208895,119.14617160158672,-101.16770046444267,-29.745470591593087,-254.07388248413056,-32.13608820272707,A,C,-213.73922077381033,-22.866226897506653,0
Other,38,26-35,Male,B,A,4.70756991040849,19.69790499818693,-85.39420651119313,-56.58878002116667,70.3658045287568,-104.18912947857162,179.26982622894246,A,B,7.458850058937147,-20.4023469962765,1
China,27,65+,M,A,E,8.170774784989979,-77.1203968104923,-66.41057293540393,-6.089329277911153,94.52761221571807,-1.086100459855745,13.506426484376385,A,D,-12.339921661376897,-172.71644005815128,0
China,24,65+,Other,E,B,5.243249618616764,47.32785685371998,129.1886011792646,-26.861952654949327,-1.1625066058207738,90.53920581142849,142.45382033464637,B,B,229.04791855070306,121.52029141077436,0
India,59,26-35,Female,D,D,-23.428967650042757,188.80563530572834,57.056771091678804,198.3634537627221,-47.92340718866145,17.399514462166074,54.80373415262781,C,A,-52.39374388744436,98.88357964137708,1
Brazil,35,51-65,Other,D,C,116.07893353227144,-133.77986204918946,99.21179488089258,15.215271356905511,-158.9819041377834,-59.378773099019334,112.4458850985619,A,E,-112.15437503043016,-337.9054477359706,0
Mexico,29,18-25,Non-binary,C,C,-99.78120530268394,85.70247785442002,-24.840117088616054,-48.039385430772136,68.36124256582285,-27.873468563824204,93.40324834609754,A,E,-15.794146316503824,128.33430897945672,0
India,69,51-65,Male,C,E,40.07300492726941,-10.824740545489497,-8.188592924645715,68.39647693210435,20.53760486175919,121.72399601278849,-26.022300650957064,D,B,17.91199711143715,69.25259518560875,0
Mexico,70,26-35,Other,A,C,-143.92580612762532,66.12744574724559,-19.856041472232405,-41.29666410966162,-3.075037463690277,-73.5041080471727,98.20894833221313,D,C,-141.79245259974195,-37.27462737617297,1
Germany,47,18-25,F,B,E,-82.09775079825948,-35.67686216075076,149.26256088156285,18.28278506866082,22.12387684985641,-50.342854394171574,132.1245389420397,B,D,66.2683238587966,140.67264830038715,1
UK,40,36-50,Female,A,A,-5.638489435026979,-66.11709236797208,105.25892484000774,35.079798995398434,-53.15360030290617,-51.27262471048386,15.017904996547102,E,C,92.55891982321285,-21.505258273224175,1
China,62,51-65,Other,D,D,-89.47472241879981,108.83353225164815,-38.65832499152677,-16.539170651666502,12.302275950547353,-57.25069458084972,-53.789535919520794,B,A,-8.425393132125517,-234.12537408225305,0
India,37,36-50,Male,C,E,-14.941238685571129,82.95980796611667,61.839832904183076,106.7920911516539,-227.85568365255187,-94.95707998137594,-21.89341129437238,B,A,48.9809563332114,-51.81977918358649,0
Mexico,22,18-25,Female,D,A,0.3112987192242743,-103.14957936519214,-3.469319691061088,-76.2176744155749,-41.081190030692454,-29.472004507479788,-98.66886771343547,A,D,-108.2673792526784,-126.31709770582695,1
Germany,61,26-35,Female,D,A,-68.96583219059634,-33.55530934426352,-6.710981784703331,260.4922185000921,-118.76380736977819,4.434878617146691,74.4087626948366,A,A,-145.46454136308944,25.702397007160872,0
US,57,18-25,F,A,B,-130.9573384383858,45.399653477083426,-2.3206098336827474,58.350629052112424,108.63069490229928,-0.43280172604780176,54.909538855094716,D,A,-71.27444113760903,105.39311640637115,0
Germany,62,51-65,Other,A,D,-33.534342134449815,113.6686812856141,-80.7822764134195,11.184992647486848,-12.874564262127814,-89.45816427648296,7.2744642901043655,E,C,32.121091828629424,-21.017001906725106,0
US,53,18-25,M,A,C,53.205340851774416,-61.95868545475693,58.22741738699223,-12.947653502213285,-12.199532328954927,-70.52892117104943,47.865412087619745,E,D,41.67601224911112,41.91849391090455,1
Mexico,57,51-65,Non-binary,D,A,4.525037343907274,5.799669299160789,193.68802196946,-31.284731848930385,-149.59747522085559,167.04433054951275,142.96223982574693,D,C,-17.407061095633875,-44.87639075485176,0
India,68,65+,Other,C,D,-25.064379680903375,10.906406216915038,97.7756880811262,105.83113156690965,213.58795026945705,154.63674091847136,12.56453442016501,D,D,-34.55015531974116,-114.09539096051213,1
Germany,72,36-50,F,B,B,24.605387328118784,27.12490307290436,-31.616982043406498,149.750180624423,-26.640206176807347,-39.229202518552825,82.101316937692,D,C,-111.02736327482829,-52.11746266628033,1
China,46,36-50,Female,D,D,59.775178723010015,58.991808240550235,164.22177910343908,-221.68516112980058,123.93304767002982,-34.34801428225281,0.8054117378429416,A,A,160.6391307548535,-69.73959814943741,1
