civil_status,Race,AgeGroup,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Widowed,Hispanic,65+,Non-Veteran,C,40.72731797805238,-50.9948072490644,A,14.083690759285814,E,7.7734653510940275,C,E,C,0.4793754508124921,74.39912186478767,A,D,-88.68169040304863,-113.66908853626177,B,D,42.96480995337155,1
Married,White,18-25,Yes,E,38.42863324099915,-7.216481677630259,D,92.38366577215648,A,-44.27614380261272,D,A,C,5.61558559105555,58.5478463390394,A,B,59.51256911949662,-79.65332056456771,A,A,35.95029567837874,1
Single,African American,26-35,Veteran,A,146.12817285904407,105.74668299517023,A,-36.64294766667173,C,101.29455157915466,C,D,C,-151.0378355972807,299.2808226442131,D,C,56.10890379125419,-61.492564274960415,B,D,-56.312269677644636,1
Single,White,26-35,Non-Veteran,B,-23.224947916856138,-125.79518213779698,D,-125.3386113797829,C,302.52143882652285,A,A,C,-4.1197426360551725,15.298361723461479,E,B,-71.55537988492262,-20.630355895869005,E,B,43.03599961361202,0
Married,Black,26-35,Yes,A,0.9809205389303863,-63.657787609951356,A,-55.14181681118288,A,-191.88073421177953,A,B,C,-39.31641611475746,118.73205020387883,C,D,-20.17594026309018,-63.38733207147956,A,D,-108.49853931916212,1
Single,Asian,26-35,Yes,C,143.2918263831454,4.005989852283814,A,-66.67810317978876,E,-35.507071683704005,A,E,E,-32.67261754871446,63.489889776786356,B,D,-64.19863230277247,38.448956059808495,E,E,-44.6029477394001,0
Divorced,Black,26-35,Yes,D,28.347909240619316,52.668717771615135,B,-118.50452510939506,A,-12.731988963324218,E,C,E,-26.826107634812256,-79.4161624477921,C,C,-84.80412936868676,129.0886438464214,E,D,-66.46954062344004,1
Married,Black,51-65,Veteran,D,-15.373004096727497,-47.15417575016056,D,-5.885738397271691,C,221.3879255526039,A,D,A,-154.32867393602902,11.628446734052584,A,C,0.3195055800460746,31.974055547812704,C,B,93.22164656920184,1
Married,Black,51-65,No,E,35.614571533694,39.53220691199948,C,-21.15558035513196,B,-184.43701018791455,D,B,D,137.19809151701327,2.9055197884133497,A,B,-34.65474037996631,68.69785005060803,B,B,-23.4338223483742,1
Single,White,18-25,Veteran,B,-67.61506437401668,-110.95973559109504,D,-215.14646029108482,E,108.48529745641453,E,E,C,97.96629514574562,83.46130899810645,A,E,40.45473768626712,68.72786445268129,D,E,-245.05899793125764,0
Widowed,African American,18-25,No,D,-46.83268190763826,55.218200452713376,C,-56.74070430560298,E,23.6813870188012,C,B,D,31.862702883380873,-86.97753029315429,B,A,123.8748398820472,99.06893317240124,C,B,-65.57842054900327,0
Married,African American,26-35,Yes,B,20.434151595909032,187.1834966477033,A,136.8166018138234,B,68.80818143367419,A,E,D,-24.111541937355483,178.54757418339491,D,C,-129.0944533862832,207.96650000896526,B,C,142.72950684002166,1
Divorced,African American,18-25,Veteran,A,205.13529949983948,71.96164330745196,C,88.25243489308183,A,85.57158976931122,E,B,A,186.55451611338177,209.74433282031328,B,B,66.47364341625615,-94.98261404518964,B,A,32.19279537039877,1
Divorced,Hispanic,65+,Non-Veteran,D,-34.41624870767513,127.08083143740016,A,186.72929767779613,B,14.548435817345906,E,B,C,82.44506466212319,-28.916192128570874,A,E,50.78908394093323,91.62259389808624,D,C,161.0610786383785,0
Divorced,Other,51-65,Non-Veteran,E,111.2697920893207,-9.440256342219417,B,80.962324032288,C,-2.219357877078133,A,C,E,19.51840856104373,77.93622157535209,B,E,-64.92779533098089,-145.14867901562792,A,D,112.84240304880919,0
Widowed,Other,65+,Non-Veteran,B,-44.07482079175279,-45.62058867940432,D,-110.25833752021647,D,-78.23785630692912,B,E,C,91.36387546410903,-125.76861472781296,E,B,-96.15035418289379,57.74930400663979,D,A,37.52360569453019,1
Divorced,African American,26-35,Veteran,E,-208.45745351972548,-49.157840385054755,A,-183.80761203826452,E,-69.47838501646856,C,C,C,188.40471585161998,14.13942588427832,E,E,61.073930314715085,42.98397792777653,A,D,153.1315573735847,1
Widowed,Other,26-35,Veteran,C,72.36499569660924,62.43164412413764,B,28.031071874775183,D,78.27171245214294,E,C,E,34.16279504840756,-89.39449404125625,D,B,50.83868925483738,-31.542845942924718,A,D,120.56616989831844,1
Divorced,Asian,65+,Veteran,D,-144.4188150219921,42.32281057456337,A,14.062862757795902,A,-13.989136491626125,B,C,E,145.7778156365133,97.08164358929812,A,C,17.175239107863497,-11.325089893725185,A,D,-166.10858071975167,0
Divorced,Hispanic,36-50,No,E,93.64329504460768,-18.301264373492458,C,15.890255773810374,B,23.067446186677103,C,C,A,-94.70742750645377,60.729710258540074,A,B,-24.236171241267456,28.907895919916648,E,C,43.72386791652908,0
Widowed,Black,36-50,Yes,C,125.58725919335829,-33.01020778530866,D,43.76223777281841,C,76.94010547502033,A,C,A,8.149358663793258,-40.87232106140778,B,D,94.11839424930025,-60.39816390411234,C,D,-149.8651891012099,0
Married,Black,18-25,Yes,C,-77.8099351547415,-5.764798757575739,B,-78.09844692341109,E,-21.096644572958382,C,A,A,-21.976933510730923,-58.14277504116222,C,B,-45.33066116908373,-92.35796762298894,E,D,-51.76524017990165,1
Divorced,Black,51-65,Veteran,A,112.67462360530361,-24.91142653567726,D,63.89571933852516,E,-177.26379782920316,D,D,D,-142.30230578875899,-218.63965179057186,C,B,-91.80311929709734,-69.79379999257755,B,C,38.54692111069555,1
Single,Black,36-50,Veteran,A,-39.43249730316437,-144.5325384583724,E,-51.56614952371702,A,-77.45515018259691,A,A,E,8.770259381077745,32.7346124280007,E,A,102.9153741495361,-148.0222304526756,A,A,161.97821801363042,1
Widowed,Black,65+,Yes,B,-40.42481692760339,-29.354452646231362,D,10.951988564079599,C,56.386937173056225,A,D,E,-2.0227389086515335,30.017370494212788,A,C,-128.64432873157713,70.69736427318816,C,B,82.02584758123314,0
Divorced,Black,36-50,Veteran,E,-181.16357468014343,-133.29347835434834,B,25.72656826114822,A,18.07786834381253,A,E,E,76.90854600330627,-113.91682458054633,E,B,-80.27874104743579,30.765926182386817,E,E,-86.30703168145203,1
Married,Other,51-65,No,E,-7.531051465963504,-72.84776851471054,C,-83.08606136495801,D,81.90492166146882,D,D,A,5.5968929152104785,118.70271163130496,C,E,-197.1879961649871,-141.2730881184081,C,E,79.89971753071009,0
Single,African American,65+,Yes,E,-145.0896318475839,12.271597337621623,D,-54.148876734970486,E,-16.004762896593405,D,C,B,73.11252413005211,178.0512947412953,E,E,-10.93029610703056,108.9635226853342,B,E,45.366251929463516,1
Divorced,Black,18-25,Veteran,C,-127.68816938508209,-28.19930081817395,B,-107.68559662292986,B,-10.965634582805503,B,C,B,14.868625697422576,-171.67695100278357,A,C,145.01018768986535,-97.60261548095941,A,B,21.714227896697206,1
Married,Other,18-25,No,C,42.230027716409744,76.59469107447373,D,-28.474816610894997,A,7.789847774274132,D,E,C,13.95100104947835,-136.8176145962366,A,C,53.264498241755845,37.11713573615962,C,A,-49.57410090470582,1
Single,African American,65+,Yes,C,-55.65263314676113,-119.65497396197917,D,-38.85952710026615,D,-93.87018968773492,C,D,E,52.0139002819517,0.0837247965546653,A,A,-36.575881789845944,-71.35305034375892,C,A,-69.31364543460332,0
Single,Other,36-50,Yes,C,-188.8069389032422,-11.506165108636305,D,48.61781569288428,B,-61.587727583792486,B,B,E,1.7713990991421034,-111.73611724858348,C,E,-46.86248033091207,-183.7287104391562,A,E,81.32693847031416,0
Widowed,Black,65+,Non-Veteran,B,132.1501689378077,-144.06403801855117,B,117.58176071934989,C,102.50198124958223,D,B,A,17.824349734430143,15.150646602220034,D,C,14.021680742268488,47.978994467059536,C,E,-73.14783442071295,1
Widowed,Black,18-25,No,E,-162.52125738630613,37.17481666170377,D,-185.61148558788793,B,-8.456224172510819,E,E,E,127.29701214533343,-1.8242007780823504,D,C,-195.08640649010079,-18.352296464093328,D,E,-253.28220885926646,0
Divorced,White,51-65,Non-Veteran,B,-70.37758342589358,-26.807724673885385,E,23.246789068065674,E,-126.03972617082255,A,C,E,257.63845702435236,70.70340641305009,C,A,36.58548204484629,-75.25325380218787,E,E,-35.05305652045866,0
Married,African American,36-50,Veteran,D,129.76034268946688,20.33298875564714,C,193.92240598416842,D,-76.63449395294306,A,E,C,186.16100032817187,214.34076649365537,C,B,210.8186266774314,-80.64967294858398,C,E,-32.30609416848782,1
Widowed,Other,36-50,Veteran,E,172.4219303265211,5.507611980649268,A,64.9015915647094,C,205.36834853607542,C,D,E,61.129595226868304,106.88999926196807,D,C,28.159325184387157,-41.25295146589949,A,A,148.9905927821591,0
Single,Hispanic,36-50,Non-Veteran,B,176.50779999201788,-171.50482977794437,E,-95.46541089406574,C,236.18490840241532,D,B,D,110.54560774742595,-250.75725180126955,A,A,76.9314284027947,-44.95934940677163,A,E,197.30308401620388,0
Married,African American,26-35,Veteran,C,35.04959269020863,82.61253829186163,B,-6.397003742243945,A,54.49019852377175,A,D,C,209.25285359820188,-78.02806728511769,D,C,36.24652744636836,-131.3556802336065,E,C,-49.64689417889437,0
Divorced,African American,18-25,Non-Veteran,C,-81.17913517256227,5.452534466378636,C,-73.96450060595122,A,73.01347863598107,E,C,D,-50.19579676798504,111.93478065296374,B,C,-26.58953774169533,-38.10744779520376,D,A,-116.46355458248681,1
Widowed,Black,18-25,Non-Veteran,C,-16.441500045670054,58.281456526385945,A,39.92659685954074,D,8.972663150759178,A,B,A,100.56596775098525,-38.38249431418833,D,B,228.93019525499852,-252.0037576768078,C,C,56.954182200964475,1
Widowed,White,51-65,Non-Veteran,C,180.6212995182294,-148.30066425162713,C,-35.47955025175441,B,-177.67780325241276,E,A,C,60.499431667961645,-156.78036734118345,D,B,-18.480699109320547,26.8482628401813,C,B,-42.348481661371565,1
Divorced,Black,65+,Veteran,E,-26.576040485871506,-137.0750363871096,D,-13.74757888329322,E,-94.69586732571005,D,A,C,52.93713326812258,-186.05649509193793,A,A,-133.7697952950363,2.455105304116974,B,C,-43.02578761632662,0
Widowed,Hispanic,18-25,Non-Veteran,D,40.22293479696025,-36.85308253060079,C,-42.91061508638595,B,11.610628469623299,E,D,D,-148.29730756261304,-53.51241579564985,E,A,56.84312847828142,146.38719068285633,D,E,-76.4369307379123,1
Married,Other,26-35,Yes,B,32.282391965145784,50.64967821174478,E,37.12417534890997,C,143.02380658135695,B,A,D,-158.3151323200802,174.5402850769175,E,C,-40.092301676110004,55.89061744191185,D,E,-25.25041721325179,1
Single,Hispanic,65+,Yes,C,138.75507971433152,71.25758976050392,A,62.95067367756455,E,-3.1702064630104645,C,A,D,113.49156580378043,-92.51839563484987,E,C,-27.524042344481543,187.67696273601732,A,D,-114.17863347272697,0
Divorced,African American,26-35,No,D,41.63761848887455,-183.30176396392432,E,-141.24198749100543,D,23.835590987705732,C,B,E,-115.76490233691301,-23.16790230675,B,B,-168.6284190737552,-116.13575299318764,D,C,101.70661960906064,1
Divorced,Other,51-65,Yes,C,-20.77490411077267,90.2418304396918,A,-98.5784058855449,A,-11.497702610249457,C,E,B,-17.962188452921886,-96.65258557324135,C,A,-127.35280188604328,16.86583612979732,E,C,-22.381125120443603,0
Married,Asian,51-65,Yes,C,-10.146052568848946,89.35161845141123,C,-109.70595384832353,C,-141.46887765847265,A,E,C,48.11778276766529,7.687945287421052,E,C,-100.4881028890902,-77.29882463728526,C,B,106.69367948922633,0
Married,Black,65+,Non-Veteran,D,15.474625408784432,-106.41970621065076,A,85.17803446032043,D,112.77097587249347,C,B,D,20.34217255107169,-34.57175016132714,D,A,205.96199995169053,-228.33188612240423,E,B,158.80882491981808,0
Widowed,Other,65+,Yes,D,-118.00799603108804,-115.31360965000789,E,123.87324058929103,A,72.9843482600622,B,E,A,-97.13926800259006,-22.23137134415315,E,E,3.6471702810093474,120.35322266316513,E,B,36.9111997219595,0
Widowed,Other,18-25,No,B,25.2898609652584,116.59707660066915,C,62.98271276908023,D,-45.97995197522942,C,D,B,-74.6481204326674,85.49186880519109,B,B,160.61037984675505,-29.085557817626515,E,A,62.82349729009616,1
Divorced,African American,26-35,Yes,D,59.558936896749834,-75.76911713583641,C,-32.50387098292998,D,-24.79669450787987,B,C,E,69.64006829284163,95.40449183500712,C,A,66.62913219826423,-17.926047683941107,A,E,-38.873919611874165,1
Single,Asian,65+,Non-Veteran,B,81.56263069682251,87.56209421324598,B,-157.1975139380803,E,-102.91193146622956,C,C,B,192.30645447720363,-100.59324502271517,B,D,89.79334614890293,21.19395711344385,D,D,-72.94772349491765,0
Divorced,Other,51-65,Non-Veteran,A,63.44311878780488,54.82991343865701,B,-73.63324150170786,C,-6.916174079092483,E,B,A,55.131821355788226,15.020478984950936,E,D,-71.55067470030254,146.72922274422987,C,C,-27.313521970553268,1
Married,Other,26-35,Yes,E,44.317888856566725,6.857239183418573,C,-89.15839107862365,C,-109.12216155233261,D,A,E,-166.0507991832317,111.10103992284009,B,B,38.21900708602406,42.608488088197326,A,E,-67.44943041917143,0
Single,Hispanic,36-50,Non-Veteran,E,-54.31723294856169,92.73594028324267,A,-176.78124720616535,C,-21.650125228634423,E,A,A,29.472119442578805,-97.83278742522927,C,B,-37.40683485092397,102.96472978305049,C,C,177.9497279594724,1
Single,Asian,18-25,Yes,E,-25.24824926323807,-104.79926108263771,B,-33.75476752377459,C,-77.84049328234234,A,D,B,84.83825855530529,140.33994970974112,B,E,6.626821960400138,-42.34561582201371,E,D,-182.15392408528697,1
Single,Other,18-25,No,C,47.511012238227664,-81.5474989821886,D,-144.29612152629,E,-133.17077252831092,C,C,A,43.59120526749293,-245.2077153283898,E,A,33.00113320669899,-165.3864615447518,A,D,-126.469250953825,1
Widowed,Other,26-35,No,C,-45.25414882078844,-45.73589433013722,D,215.30310186235076,A,25.70439078465851,A,D,D,-23.605019087987316,-52.730562954366846,C,B,135.7452365694604,37.29284453127457,D,C,-238.9645263852908,1
Divorced,African American,51-65,Veteran,A,-63.70507376519148,-83.1100181254259,C,5.689899553780174,B,45.82242320785406,B,B,C,-121.35188906525771,-127.33801626049728,C,C,40.13213133192677,-45.19296855161834,B,B,100.67557103832479,0
Married,White,26-35,Yes,C,227.31101308914975,-59.45804105625705,A,-44.28950976330725,E,-39.702743639301815,B,B,E,-42.201543276773904,-52.29613897062041,A,A,-62.24883703950349,-20.08136968831128,B,C,82.14495549885089,0
Widowed,White,65+,Yes,E,-98.0297121554397,149.91005627777318,D,-0.8696836958342401,D,1.243166523268109,B,E,A,95.3681623498103,-11.801141337720528,E,C,-50.911228722513044,-61.77271455638024,D,E,-30.07178366365292,0
Single,Asian,36-50,No,A,-175.330218081334,147.952443972726,A,6.038126547036059,D,46.366021439088115,D,B,C,-120.18874608918718,25.153763868610913,D,D,53.637240029143975,-41.03241737452781,D,B,-99.21731738816723,0
Divorced,Other,26-35,No,D,-61.89193371080536,-59.46058830969905,A,-45.29656841355144,D,-25.071392539737154,C,D,E,-100.69721827771248,23.76394701929386,D,E,-112.23220272989103,23.110741106876663,A,D,-40.49736104168295,0
Divorced,Black,51-65,Yes,C,-41.3020560450801,-13.515305743471902,B,79.35726260140896,A,-74.7183896419647,C,D,A,145.9649352934643,-66.53441215636903,D,D,-3.5068627511478283,-5.205964133672845,D,E,-6.595381344227749,1
Widowed,Hispanic,36-50,No,E,133.78663276414332,5.359222177289235,C,15.122222576672295,D,-138.9483971094551,D,B,A,4.361969502156845,-56.547985790620494,D,E,106.97210198708017,-55.19948257329946,D,E,-53.14453549729723,0
Married,Hispanic,51-65,Veteran,D,-96.87620949529871,-43.186964959789115,D,-63.80179663705688,E,2.9189397104763706,B,E,C,-175.6637959809419,102.18511898399392,B,B,-26.668863787064506,-79.46101259320861,B,A,-17.491346393001137,1
Divorced,African American,26-35,Veteran,E,-109.87164291323523,12.776843005865187,C,-18.660945436062903,D,17.060566491664186,D,D,C,-70.39760422209031,-109.64149188939827,B,C,128.67153882056604,-190.19021985015613,E,A,133.90516444643623,1
Single,African American,51-65,Non-Veteran,E,-19.45507776433525,82.81519699450513,B,-23.14553181642631,D,201.02405389475297,D,E,C,-64.79009960680021,-238.5988384438469,C,D,-136.4563171164366,9.017840148003433,B,A,43.00450715831473,0
Widowed,Other,65+,Non-Veteran,C,-68.5532993597173,-1.184369340025579,A,-146.93858220132083,E,-45.0906736541866,A,C,B,120.85512219345162,38.31570852579366,B,B,106.72465483616492,136.51670145057523,E,A,196.42433570903762,1
Divorced,White,18-25,Veteran,C,105.920858041894,-139.32699613135296,A,1.1337301926186032,E,-30.89093433394325,E,D,A,69.84505236369341,107.40997922867899,C,D,225.31942404059694,-69.65515743678982,E,B,-0.11726305586607143,0
Widowed,African American,51-65,Yes,D,-52.14046875368526,197.5925015733467,C,67.21834162398376,C,-9.465135662104487,E,C,C,-41.311079541235905,31.5276747733146,C,B,116.18150710881072,-29.42274647285144,D,E,-33.17119526249829,0
Single,Black,26-35,Veteran,E,79.43598229877634,-25.080030153479072,E,7.130493377558983,E,135.38870829953817,D,C,D,52.90118805165368,174.75025547167982,D,A,-130.566450851147,25.246934692681116,C,D,-99.83544067329872,1
Widowed,Hispanic,51-65,No,E,-56.914792122392946,-104.40656417938017,E,92.48855537474287,A,6.071098019391433,C,B,C,64.1543305247972,-141.30759023425702,E,D,-250.8218950909002,-73.87856351430767,E,E,-82.06537129801508,1
Married,Other,26-35,Yes,E,-137.53123966363344,9.309091885559404,C,-0.123951950705231,D,48.08233245835602,D,D,D,-20.15969824847967,-89.52443867581597,D,A,-63.2220531074681,-1.3419694555840116,E,A,234.14355274739313,1
Widowed,Hispanic,36-50,Veteran,D,231.05188733822888,25.747115696792505,D,-18.184654076739314,D,22.65555397284384,D,D,A,15.76942592541779,170.2512117567933,B,D,20.43539390484624,-27.36456500855412,E,D,95.03456622694934,0
Widowed,African American,51-65,Veteran,E,248.078155944827,-110.74864602495016,B,-114.67625604088327,B,77.98112836552504,D,E,D,-121.69691286835173,32.674759500942166,B,E,14.038127733423595,91.71062706722103,C,C,38.532491752444244,1
Married,African American,36-50,Veteran,E,142.6678736565829,1.713019050041142,B,27.12308766646731,D,141.90362374828396,A,C,B,-35.795675265450896,141.91254073084366,C,C,-144.97183756533104,-69.91313646778919,D,B,-8.615947783876447,0
Widowed,White,36-50,Yes,A,84.76463739949854,-26.819415272787893,B,26.970516678058225,E,51.79657783114801,C,A,D,151.76651760113737,-88.16776016528985,D,C,143.1177498673259,64.4810880498088,B,B,-97.15209277033672,0
Single,Other,51-65,No,E,99.88766398850349,-47.29360804992429,B,-179.09102131073885,A,2.391649256446968,A,B,B,-20.42279450195752,-167.21191039536194,D,E,67.76823727813019,72.7282755555037,C,D,-26.533911244259905,0
Divorced,Hispanic,51-65,Veteran,D,120.98474843774154,120.68511185684154,E,-13.179290935022985,C,62.364157783616356,D,D,B,121.0174942048753,-47.80462110670889,A,C,160.15214433810718,-186.8102230897257,B,B,27.638508738169115,0
Single,Asian,18-25,Veteran,C,-203.53344496690826,30.11704087542912,B,37.32719762399686,E,-83.61659094116148,C,E,E,-84.25600654399449,165.9552547082429,B,C,52.30080055992903,37.548257531870114,A,B,-111.98695727860944,0
Single,African American,51-65,Veteran,D,43.5897613074335,376.08679290881065,A,112.13914281800248,A,26.06624283674126,A,D,C,48.5443888448672,11.227571356778505,A,C,7.628644769261933,55.89795126548702,E,B,-30.571360057347896,0
Single,White,18-25,Veteran,C,105.78221043799358,-34.776763280530595,C,32.19279543434455,C,214.93258115343298,A,C,E,-58.192213013902304,125.73397026306556,A,E,34.059690933710556,-92.22978221307443,C,E,-4.754332164455059,0
Divorced,Black,36-50,Non-Veteran,A,2.4028147257850594,-216.28304877237542,E,180.17527273914595,E,-66.1658096439314,B,A,A,67.50902703016467,136.90904728514857,E,C,-62.997471826808514,26.674197096527408,E,E,143.00954072809364,1
Widowed,African American,65+,Yes,B,-229.75787644225053,-8.23877938860834,E,-71.0879070229942,A,-46.24701989628263,D,C,D,-19.82711516745068,-84.32887853968934,C,B,-28.802264006649136,132.29137956103386,B,B,-112.58373949915566,1
Married,White,51-65,No,C,-44.34973861941703,-111.69124598844111,E,-77.82390218681616,C,120.96970528658106,C,C,A,79.70516584433115,-143.6442541742398,B,C,97.05324305571592,-143.044940951171,B,B,-55.17340908723965,0
Married,African American,18-25,Yes,D,9.458838235234088,41.84486660375328,E,-22.2335923854613,D,-171.11179169120737,D,B,B,-12.548496646356186,-77.72216973842421,A,B,94.27272146978997,-58.60418275617766,C,B,29.976266513366195,1
Single,Hispanic,26-35,Veteran,C,-33.734220809375934,235.59370368883629,D,40.48949336760166,C,-2.785597462809516,C,D,C,-10.384866780606036,-9.6565683252946,A,B,-200.0422489386712,-4.920268303296698,A,D,-12.920231421924472,0
Married,Asian,51-65,Non-Veteran,D,-101.02283015458585,-115.44976194309426,C,79.53539840375797,C,-85.96598130391371,D,D,D,-99.6968992073318,7.348285822342129,E,B,-115.67787690231441,-54.74443118694398,E,D,-96.6808505586052,1
Married,White,65+,Yes,E,232.75775533333922,13.650913775031437,D,-24.941234736807612,A,-121.67838063760075,D,E,C,-19.993828783318467,-85.96800226624381,A,E,-98.2101639442227,-60.28336665635224,A,E,77.04408732079526,0
Widowed,White,18-25,Veteran,A,-172.95489680577154,-41.52972631609202,B,60.833144046306806,A,-257.0370517565673,E,E,B,-4.324049790861352,65.59710799137704,B,B,42.81001492011746,-123.91295162260872,C,C,24.12528174217219,1
Widowed,Hispanic,51-65,Veteran,D,-36.53947661407391,-111.83435826658285,E,114.41513908213092,B,163.6961189216416,E,E,B,1.180692369598265,182.2113512216446,B,C,-53.651336704157245,78.81591248259154,C,A,-103.4545107409993,0
Single,Black,26-35,No,A,107.08902752802749,226.55602295800367,E,-44.09423245067437,A,115.45515875309904,A,A,C,-62.41913825508043,-122.21072128884953,E,A,-43.458761690941444,-32.09438400195787,B,D,65.65397503742578,1
Divorced,Other,65+,No,A,-72.7168172663094,51.780875777426495,B,-110.00231895824328,E,-29.7189236122626,B,C,A,25.4414627181004,64.34244558617412,C,A,51.99687547171828,4.306904743306903,E,C,-31.740500814528172,0
Divorced,Black,26-35,No,D,69.6778038287503,16.10326829573664,E,-109.31733219391853,E,-3.8573830349723517,A,D,E,-173.48792223242165,214.65696643717297,C,E,189.77825192430976,42.36718862871092,C,E,61.92638613464834,1
Single,African American,65+,Veteran,A,-68.96588593914099,-273.1273531614276,A,15.383182537438373,B,8.546060663277562,C,D,E,-97.83185000141087,148.0001288175877,C,E,-177.33826792381822,-72.44734237217372,D,B,-97.371231648885,0
Widowed,African American,18-25,Veteran,E,108.78993581298373,45.17053040966208,B,60.24769101241324,C,-80.63156491313856,A,D,D,96.40482205787086,72.65004799351522,E,E,-157.96592030791808,65.0804890412623,E,A,-26.404543408515213,1
Single,African American,26-35,Yes,D,43.50553731877887,-114.10865273614262,B,-1.4845699219991257,E,62.908729329025626,C,B,B,-23.65323369867766,-135.15224417849302,E,D,-79.00807115659128,12.60490091999703,C,D,-104.36739550778533,1
Single,Other,36-50,Yes,E,69.47327251719484,-41.117676849006315,D,-87.8582954730612,B,-42.524374704343785,A,D,B,124.71851843224273,115.21420978750261,D,A,-86.92457603659508,106.48369446643112,E,B,18.02935628799775,0
Single,Hispanic,36-50,Non-Veteran,D,12.275111969835567,-23.629482918392032,E,-107.24797638606695,D,6.9430772183087655,A,D,C,-135.48682960183802,57.07816651260054,B,B,211.53421860944553,-85.53523903552515,B,D,119.08747505547849,0
Widowed,Other,65+,Yes,E,47.85541035841124,198.05972899400697,B,-120.42322629453683,C,-10.448445498589434,E,A,D,-179.10105900283455,-137.00624472539408,E,C,-111.6065325990753,151.855313193973,C,E,-19.28861686682311,0
Single,Asian,51-65,Yes,A,40.148114109660824,-18.417392670422448,E,-56.01866262359058,A,234.3495608025871,C,D,C,-99.989875416496,-25.968898665148227,B,D,109.41246271819239,170.07871269608154,A,E,93.73893100260315,1
Divorced,African American,18-25,Yes,A,37.19224969261614,-106.3002714124018,E,-176.23143292557322,E,36.17731531639542,A,A,B,24.04437585954241,8.334053271560757,E,D,-85.77488011930498,138.56780677125312,C,C,13.4962016461953,0
Married,Asian,18-25,Yes,B,-17.623117718818282,-43.59183226348871,B,-56.82643488198964,B,-68.65832462938758,A,C,C,129.08109110452938,87.5519486310373,D,D,53.78642129760385,-140.22678711482723,C,A,-32.24663461762328,0
Married,Black,65+,Non-Veteran,A,-3.693061471716767,69.88468273059786,C,-23.90424875042008,A,-28.527566040302016,E,E,E,-104.40826675736992,-92.62291148009855,D,C,42.73401798908157,13.06672466262878,B,E,44.16307965524698,0
Married,Asian,51-65,Veteran,D,-50.045982189549264,100.04287496816855,B,-54.521953361367224,D,130.73904243707221,E,B,A,-327.75804453415515,-49.17996442986574,A,C,-56.277145306938124,-29.494931061373087,C,E,91.93451411143646,1
Divorced,Asian,65+,Yes,D,-78.79771253042111,-67.50611024052611,B,-57.37801312744051,D,36.0928724238146,A,D,E,37.06457011291409,-3.16401798900385,C,D,-198.7773691863033,-61.02931495949415,A,A,-144.52379914727754,0
Widowed,Asian,51-65,Yes,C,54.87171656883826,-26.715102666513186,D,-65.41412629804165,D,64.97510177233717,A,D,B,-99.85652409089398,-213.99041513920426,E,C,89.69258937923402,-37.014777554442304,D,E,-198.5262335764208,0
Widowed,African American,26-35,Non-Veteran,D,-55.03330718205921,80.4026389112998,A,88.29350616964561,C,-72.90476108924584,A,D,A,-26.014096390521058,-143.66121563457017,A,A,121.68044387928494,142.34486117090205,A,E,-35.01739236670511,1
Married,Asian,65+,No,D,-126.2009234466457,43.29369319672551,B,151.0180050388507,C,57.484367945724244,C,A,C,69.91088083041197,-204.20273707317156,E,B,-144.6841254593447,81.19641069313488,C,A,31.643669773937006,0
Divorced,White,18-25,Yes,C,-105.94632544798066,-59.20887879165735,A,-47.12788105676534,C,-139.91759246128555,B,D,D,-9.170887459805925,-102.61118973120169,A,E,71.52148602530475,-7.777490297511619,B,A,-38.05054832675962,1
Married,Hispanic,51-65,Yes,A,22.902117746434232,6.19200759850045,D,-35.55747221411695,C,-181.80592710148852,B,B,B,38.66871150286892,-144.10821414848522,B,A,-87.82288778977646,-77.4849525716912,C,E,-5.620533328886298,0
Married,Other,26-35,Non-Veteran,E,-17.504769057901406,54.539231328789874,D,140.24710628780227,B,13.744588668473654,E,B,B,-4.903618042843168,0.299263139703689,B,E,73.14715030751086,-44.65798543279186,A,B,44.45224511761579,1
Widowed,Asian,26-35,No,B,-42.04190939512942,-108.70467478359967,B,80.65206672809894,A,65.38310471421188,B,B,B,0.030055360840345817,-94.86497516415903,D,E,141.59982819316633,61.035637002288546,B,E,9.581841833498682,0
Single,White,36-50,Non-Veteran,E,49.599224740048925,105.11132852537321,A,-3.1537596116705577,C,-0.5927977943020811,C,C,A,-32.128110982741845,137.33194617738857,C,E,75.962742121126,-6.305348147759747,C,E,-30.93209960393701,1
Widowed,African American,36-50,Non-Veteran,E,-49.83306015468527,41.04762402006923,B,125.75505001200693,B,17.495825772357996,D,B,D,-85.07784954653924,-134.24357066319283,B,B,23.116731119251554,-50.26134256419176,A,D,-90.60550712987057,0
Divorced,African American,36-50,Yes,A,34.34030699328978,-115.36613627137781,A,42.98556104387041,E,-86.74941380859045,B,C,B,-44.42390145117567,16.71863021275999,D,B,0.1851300866451052,-124.07569140429882,C,A,-139.14671691920375,0
Married,Hispanic,65+,No,E,20.501881661146044,90.62898848838378,C,49.39721672135377,B,-108.32340665433729,B,C,E,82.5322608221806,0.5639091124593718,C,D,87.51521303267367,-49.38026011315135,E,B,-34.98654544065367,0
