RACE,AgeGroup,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Hispanic,51-65,Male,A,59.37687566661105,C,-25.433998714531242,C,-60.88113365125638,-98.34605444391033,B,-74.21779703649264,B,C,48.73488364124284,89.65319249553485,A,65.96589166879015,B,0
White,51-65,F,C,-33.365435475170315,A,16.476457944367397,E,-65.36374798978831,61.44961615882637,E,6.498586111481663,A,B,63.8664057915448,9.619271561656303,D,21.17131624131841,B,1
White,51-65,M,B,-145.8074520570561,B,-32.05710692976966,E,-78.98504221991317,-39.90257105952078,D,28.095367577648478,B,D,-72.89062401252554,118.38761746154486,B,-5.027966960599437,E,1
Black,65+,F,D,-134.90797456647746,A,61.63995135620623,E,83.00964861033884,-159.60229065634422,D,-55.74736516972219,D,B,-112.25015491394241,56.410579627358445,B,-83.42831143769787,B,0
Hispanic,51-65,Male,B,2.3483217207553246,D,-99.0592595929586,B,-91.52284357435371,144.36565783602722,E,54.66315069470319,B,E,-79.49806354945405,2.047425290414281,D,130.88156817846686,A,1
Hispanic,51-65,Female,B,-39.57219344535894,C,32.64216590313906,A,4.612838637113837,61.19358664193986,C,70.88787002526017,C,C,52.84916377362858,6.305512071783525,D,-132.88262570224074,D,1
Asian,26-35,Non-binary,A,28.990279265135676,B,-27.553133231314526,D,157.290897819369,-45.74099781330161,A,126.56535307926546,C,C,142.9776307564983,61.24115685181975,C,50.61587922676517,E,1
Asian,65+,Female,D,26.85732811005428,C,49.00012103887377,D,-19.479301050740343,-139.24228870769926,C,-74.29233534021607,A,A,-111.0416231271924,-23.7121207710702,D,-32.13843172303218,D,1
African American,26-35,Male,D,142.15599434566712,B,59.59928884055648,E,-107.02383248584822,-20.367869359502098,D,88.45110256313204,E,D,-147.99850749800024,-166.32783011323082,C,-102.30795498569198,E,1
White,65+,Other,D,84.63878118431826,B,-23.998855062754025,B,-14.413976534131063,-108.51439099299729,E,72.85702604933427,D,A,-67.60663662199009,152.83415666955187,C,-40.30276812831064,B,1
African American,36-50,M,B,166.85773105067074,E,-48.73505158074452,A,-73.59279743563646,15.534969859066017,D,-95.64089506123695,D,B,-128.51845940424604,-146.2445489334471,B,-133.45853162269879,C,1
Other,26-35,Non-binary,A,56.945600386128405,E,90.31521076876413,A,42.88399284333464,54.27682528948851,C,-104.42648982507095,E,B,-92.13902252617208,164.47623591556575,B,-26.94854789344634,A,1
Black,26-35,Other,D,143.011007672921,D,-79.20369517429631,B,223.62590395553198,-165.06595622411857,D,-195.95518892855742,C,D,-54.092045675134884,-187.7969948112133,E,201.93074462544126,E,0
Other,36-50,Other,D,-86.93547618135887,B,-88.58744845358098,C,-99.77788451589464,-64.56515140761371,B,-122.78915820322467,D,C,32.978019627519814,115.04284434035725,E,-15.066795832529955,E,1
Hispanic,36-50,Non-binary,D,103.23300575608366,C,66.06670783978971,D,118.47427980128253,86.33064587907326,D,152.654299438514,D,D,139.9125523756075,53.21546476361082,E,17.448858235976637,E,1
White,36-50,Male,D,68.0819994562507,C,127.0306680348132,A,79.33829680433571,70.30759941424465,B,138.37804691700123,C,B,75.31701544641012,-130.1350907678056,E,-71.3981381515772,C,0
Asian,26-35,Male,C,208.6575587616538,A,-32.29742498260924,A,107.11003282363967,23.294040851152637,D,89.90179955246202,A,E,0.19109070244628934,33.532369493727664,D,-76.56675826212901,B,0
Asian,51-65,Male,C,2.7757385526667693,D,45.68032264036425,A,-100.11729552149183,70.92886748491607,C,221.71580041230973,E,A,-187.99191343917892,116.78092679871206,E,46.0690474846915,D,0
Other,26-35,M,E,-211.925645284856,D,-56.47256314470768,A,-115.76674174130463,-114.05873934809065,A,-95.54863633884597,C,B,-21.080111072412777,118.44676251581554,A,5.04009896253879,C,0
African American,36-50,Female,B,-67.9912623695374,C,-3.71017666755026,B,-67.53092364178663,68.44249541708665,D,50.65989676404444,A,E,-17.5368360442449,13.940080397791474,E,-204.5088741625527,D,0
Black,36-50,Other,C,-106.25045509257785,C,-120.26084802857619,E,-123.6637896736831,109.62252106190735,B,167.12456799441406,A,D,-29.63806260659233,23.489694588420505,B,49.72316159782636,C,1
African American,51-65,Other,D,-110.80967182224875,D,149.31008789759227,A,-28.6241762253876,201.53307831290624,B,89.84698889977922,A,A,74.64544284052076,-74.41956125630956,C,-142.6169137218063,A,1
Other,26-35,Male,B,24.161918420841324,A,58.80151478515254,E,158.6937354044454,119.05034437049547,B,-42.75813586975525,E,B,4.746630659616244,-3.493475922224534,D,43.44233764703501,C,1
Hispanic,51-65,Male,D,-69.74445180254996,D,43.515275189969636,E,187.94832497923565,31.266295419001338,A,-160.48266228121884,D,D,-71.4877804345131,158.4618795555227,E,-157.4059455460616,E,1
Black,36-50,Female,B,17.452202915327,B,-192.30731332362674,E,-68.73599649855386,-128.0922058344032,A,152.2635288201985,C,E,-40.01673166784012,57.89738774335701,A,211.58571273561924,A,1
Black,26-35,M,C,-63.56715160891259,B,85.53654217281719,C,76.37664448261636,82.64835761494845,A,22.598866668392738,C,E,30.468103074512108,-77.18889325888108,C,-30.023381039907182,A,1
Black,26-35,Male,C,-76.00512151049698,C,-32.779839336980146,E,113.38749029499209,-23.640909919782715,B,-96.94814693004362,B,A,32.83651922624838,-95.08921037272162,A,-22.43095448657109,B,1
Asian,36-50,Other,E,-88.51402303109654,B,172.18168151828553,B,177.09937366692938,-0.29745251905733,E,208.04769516918932,B,B,-74.87311591820219,-30.680269052227327,A,100.60968208181511,D,1
White,26-35,Female,C,-34.82417263691253,B,-192.41029923655688,E,-5.0324894841916175,-82.40256630210506,A,58.56651838150828,E,D,-65.73137993628416,68.07652554573819,E,102.09697064390267,B,0
Asian,36-50,Female,E,-27.282285349988133,D,173.22469924590973,E,-129.74322749376014,-29.13677241216292,C,-203.7902736111831,D,B,56.20915521972357,-21.380777903865983,D,-56.37538827558922,B,1
African American,26-35,Non-binary,B,-32.678312320460954,E,165.920044629039,A,-99.84910061285076,-130.1715023834286,E,108.77002100911837,E,D,295.4716068395067,-168.2526685058161,E,43.4032664743624,A,0
Black,18-25,Male,D,-26.095757582626828,A,-175.77601029294587,E,-24.616579104646615,-37.66716423131083,C,-204.30922469948086,D,C,-18.918523255273065,72.94575712394258,E,-6.396674591038461,E,0
Asian,36-50,M,C,33.5101987593587,C,15.318417461826229,A,15.536147054518903,86.44338244787129,B,-129.82390643858602,A,C,50.04930337260143,-50.85712786354685,C,-40.320515803467345,A,0
Other,51-65,Female,D,-174.41844942297516,B,-44.00518665260943,D,16.871132898623166,-38.19393625195717,E,-103.6673402129521,B,B,78.5700569730305,-0.9745585225028006,C,268.84315638579744,E,1
Asian,36-50,Non-binary,E,81.48992252549606,E,-12.40584400952094,D,-116.06471171497141,-23.78605642515601,C,-187.87576564499147,A,D,111.55640390624824,-50.60814759563685,E,-144.29378338681312,C,1
Other,36-50,Other,D,-61.04236030792496,B,-28.02810942961967,D,-54.57334633608415,-265.69713413965263,A,143.45641345839945,A,C,-0.0674985717814386,10.519242115518043,A,-92.39367835269043,E,0
White,51-65,Non-binary,B,-85.96469473361145,D,-28.347861594337164,E,113.93979581873081,83.63032834221828,E,-51.53112751852373,B,B,25.618441080137167,75.9141957709693,E,78.41323760700153,C,0
White,36-50,M,B,-29.220825125017402,B,-15.646374716636199,B,33.282170825371026,-105.6166433984278,B,-2.5076364432448974,A,E,-23.511941352449966,255.60726604538752,D,-30.64685575194109,E,1
Black,65+,F,C,-68.92235514541463,B,-24.039089668476045,A,-60.976101923163824,14.484369991481923,B,14.411738041298126,D,E,-92.95345560897907,-148.0389741156581,E,12.872486458505152,D,0
Other,51-65,Male,A,-182.4526691305598,E,235.90148416403954,E,267.7329622520139,80.36090769513898,C,-97.01604273504138,D,E,87.3761064423937,80.0666359169671,A,10.44808956924475,C,0
Asian,18-25,Non-binary,A,42.743047406612476,C,-156.1740639419208,C,-60.051301787573166,-79.66233290968297,B,48.91519465443472,B,B,45.75087791506915,12.566810012156274,E,-45.047159129835144,D,1
White,51-65,Male,A,-132.2654573405052,D,35.5759704817825,C,-25.478621968587706,118.14467868293595,E,64.58725118757437,B,A,9.948478254924135,-83.06275790581,D,102.32437385717299,C,0
White,51-65,F,A,-147.8201996229889,C,-12.033739386835625,D,132.06207445891934,-47.79721780512992,E,-136.9886540682324,C,E,121.85003464218136,133.0946625360952,D,67.07183960007154,B,1
Hispanic,26-35,F,C,45.042956150263464,B,-31.495185158811367,E,-63.5640786526037,33.92473485945012,E,-14.977426862528878,E,A,184.04977770992684,41.87717651472095,A,161.4405118826439,D,1
African American,18-25,Female,C,94.28121807956455,B,17.20409073015826,A,7.670674695317917,-26.090155673732596,C,159.35422501681757,B,B,-265.3899543615975,147.15082635752742,E,-119.60703864533355,A,0
Other,36-50,Other,B,47.16856782748648,B,94.12415309483379,C,-184.56003888955283,-269.65573527726343,E,-139.63100806973137,E,E,-253.6061941802374,167.10549643810631,A,-26.011885779141164,E,1
Hispanic,51-65,Male,D,47.83821898844648,D,-15.22615133526069,D,-99.11669805027361,96.54075712931368,E,98.72110537305966,C,D,-81.73031439317329,-58.814777009134744,E,-50.379691158393925,E,0
Other,36-50,Other,E,-76.92584406722409,B,-6.727638576070616,B,132.86791743209,-102.62804938162327,E,-49.39874974918744,E,A,-18.09449106620573,-9.068076085315809,A,-2.472536073842672,B,0
African American,51-65,M,E,-42.33196057725186,C,188.92593489743993,E,123.48742327047147,-58.81365247937098,C,-24.774003655766375,B,B,64.64040653655456,-43.56379512977702,B,-143.6041512639847,C,0
African American,51-65,M,D,-69.77706860023186,B,-80.48368408120375,B,-101.72169778847552,18.777180902210173,B,166.37913332613635,C,B,-2.732600089090365,131.2760688174763,E,-187.67602783997117,B,1
White,36-50,Female,B,60.15453442036352,A,195.96239316565936,D,-205.0593674272863,70.97894658740962,B,-7.737968681136101,A,B,-89.36876989983799,-160.11184397398213,A,-61.93463267406628,D,1
Other,26-35,F,D,152.0536551561528,E,-41.313397005309334,E,97.93871827313521,-3.864888773156828,B,64.27102207895132,A,D,-104.62698429953501,83.19147531871036,E,-50.065878183612675,C,1
African American,18-25,Non-binary,C,105.29975100926308,B,166.25045571913643,B,-49.00315282799367,199.81827674944785,B,71.94818510774039,E,D,-69.79601927007324,141.20907196666835,E,-106.1756986583075,E,0
African American,18-25,M,C,12.899121912797684,D,123.301941158218,C,-144.95358623903903,47.31049417769817,A,-23.472927750268674,C,C,-113.34652719909204,61.93644956853096,C,-3.627949165836661,A,0
Asian,18-25,Male,A,52.2076483638358,E,49.59298508909987,B,120.31682612172719,-39.12848517005792,A,64.59876238977319,C,D,-35.71707833109527,-91.95635969702958,B,-29.41679639547375,E,0
Other,36-50,Female,B,127.7587783207305,E,-96.1657245021525,E,-155.75167452265268,-12.06196245202384,A,115.61053051490045,D,D,-92.96005171348486,-74.60385063041414,C,19.18990749331617,A,0
African American,51-65,Non-binary,B,-24.99297425930127,D,136.1570507338581,E,44.50215198355297,92.73832285649482,E,160.3120516711676,B,C,-41.80761777617866,-72.57029328741349,A,-44.255942306329196,D,0
Other,26-35,Female,D,-189.21449203252718,A,99.14086474546126,B,-146.7545933501936,-20.34718822808661,B,17.334100180986376,C,C,-134.23523117172243,-118.27186678884267,C,111.03224717430548,E,1
Other,51-65,Non-binary,B,-11.854662220637598,E,-114.2483211395674,A,27.685933931717123,-21.036564904617062,B,43.19257003614328,B,C,108.49020424255423,-99.30780078679796,B,-47.682991858599536,E,0
Asian,18-25,Other,A,25.301396517589097,A,302.8376602805155,D,-40.78701832545245,18.608357088683327,C,-102.49096978872669,E,D,39.58385850571739,-154.68448062433606,A,47.29632152635302,B,1
Asian,51-65,M,E,-60.633776313024676,B,238.06061202260324,A,-60.42963035301836,-53.260151464086526,B,-29.035866060499565,E,C,-134.02546405779364,4.754568052472027,A,-48.02777633706564,D,0
Black,51-65,Non-binary,A,12.440569209604478,B,39.92710258546072,C,-65.37328075826714,31.50050408110612,A,16.74741270203427,D,C,56.84272571806686,112.81645801735489,E,27.7654163980663,D,1
African American,65+,Male,D,-4.02976629656809,D,-56.95838674968893,A,20.6640219605939,-136.5937771991349,D,190.82655488393024,A,B,-53.39948492177214,71.9234893987528,A,28.28215902847766,C,1
Asian,26-35,Other,B,37.141895297876644,A,195.3669844236177,E,175.86776165368673,-61.83041703243954,C,-21.619961792125526,B,E,145.62406241726137,81.586256777067,B,-60.41072709832249,C,0
Other,36-50,Female,D,56.597543973883134,C,139.0383961607599,D,23.320148732323428,-147.4512080050764,C,-44.79821241711504,C,A,-63.97464221309954,37.469499052001886,E,167.10052192478693,D,0
African American,36-50,F,D,-46.54977003015009,C,27.122746780554905,B,96.90384099497594,-60.280134719428425,A,43.596718286658835,D,C,62.36706252887907,-139.34252094375856,A,225.69913988686716,E,1
Asian,36-50,M,E,68.64314972312343,E,99.48696608177801,E,-106.96560195125282,50.378872085321824,C,-123.85382132639742,D,A,14.468005993283887,-224.20907913213824,D,-135.09383922401167,C,1
White,36-50,F,A,39.34834717112794,B,109.77861859066091,B,-63.5684532462656,-256.7456824495193,A,36.3984491710756,A,A,8.981683476951211,4.056521039588986,B,77.08449848389176,D,0
African American,65+,F,D,-12.340032839605703,A,208.52168490848692,E,-17.505502299688974,-16.714057012808944,C,188.39190303393147,E,D,8.25154178816808,-47.294407636765136,B,-143.25191358775103,A,0
Black,18-25,F,D,135.78068174823227,E,74.99109031983404,D,46.02236803082493,37.00892322528803,C,-66.71096540586848,B,D,105.76291220044394,89.25088808996973,D,-22.567918943615137,D,0
African American,51-65,Other,C,-166.8085940465175,A,-45.38004208656974,C,-38.56775534381483,17.347055880134437,E,10.06240244695253,D,B,62.107412675260385,-142.67950156244873,E,-19.275682177724182,E,0
Other,26-35,Non-binary,D,35.49393098398019,C,121.49536299504022,C,84.91988938602631,-149.5950303620915,A,0.5883982256599835,A,A,-76.61736263168892,119.87406817837794,C,176.32011332379045,B,0
Hispanic,65+,Non-binary,C,-23.17229609400684,A,-68.29370388399323,D,-4.495461794127428,-160.2690891397865,C,37.459620744254266,D,C,-84.42547283657483,-97.17419695688588,C,-118.37735578434898,C,1
Asian,18-25,Female,D,-129.3885665866045,E,-67.25764678415251,A,218.66543754225813,150.87124770284697,A,88.32185025117583,E,B,-55.52883125082327,5.111716108917042,B,-71.50455085177146,C,1
Other,51-65,Female,D,-130.4768585536324,D,53.49995321960467,C,-8.27419533750363,-81.29228379295978,D,-41.657138611583875,D,B,98.83592565325799,-77.62450941422678,C,-15.361122672569113,B,1
Hispanic,65+,Other,B,57.006310204319064,A,34.90623435284827,E,71.39779165077323,-76.72680788026967,B,-155.24570532419935,B,B,23.20960664254679,24.320987355339078,E,-61.54550986602364,D,0
African American,51-65,F,D,-91.73417463391591,A,-207.11035033009432,A,-129.758360426906,-57.39961839320252,B,-41.55395825563025,D,A,-160.40948950546903,96.89758278514348,B,137.5427377110483,E,0
Asian,65+,Male,D,-113.08671167957465,E,-133.27610041441758,E,45.12472492340622,-67.13227636206196,C,-187.07170424567266,D,B,-114.29938560020862,-150.06449575848634,E,-36.54904508695188,E,0
African American,36-50,Female,D,122.49559439956789,C,169.83976675122847,E,96.74635398925659,-49.93837632735089,A,11.739076415203712,A,B,23.496373598422515,-181.8445576955918,B,53.212786650527235,A,0
African American,26-35,F,B,169.6509129335508,A,-7.2981918166721975,B,-168.34731500578334,154.0099485469024,A,114.5979955097961,C,E,99.90868845644046,-298.8099455293911,A,44.77805237185679,B,0
Other,18-25,F,C,37.66495250055533,E,-81.11533130782136,B,56.99607804595189,24.23149930336221,C,-77.77236275286593,C,D,-72.7494500765957,-14.620664531104616,D,64.83135154252379,C,0
Hispanic,36-50,Female,E,47.092978940080805,C,-162.91362056599567,D,-79.17640598611109,55.38119634734634,C,120.09881657550268,A,A,28.760117990585748,57.03501266197042,E,-22.2467944905725,A,0
African American,36-50,Non-binary,E,-59.80706492358794,B,-147.9148210172341,D,63.545306484053974,-50.289903936227795,C,-112.59060824932696,E,C,-37.26535242374998,14.473769660102192,B,41.210481135591664,C,1
Black,36-50,Non-binary,E,23.347062053441864,D,-93.2273910468412,B,-55.30040667699117,71.40625276048645,A,34.09394184551379,B,D,-0.30621775906134907,7.776652594347999,C,43.35605789093024,B,1
Other,51-65,Male,A,91.99256222699952,C,-13.564860448755892,D,-50.56715452047579,37.946753476647125,E,34.00026865634088,E,B,-159.68781061129027,-161.16107807859245,C,-4.378945615130038,C,0
African American,36-50,Male,B,-133.2391104482864,A,10.19379505255356,D,102.34350503156644,-53.17155890640814,D,22.425458461029297,A,E,105.71969257849618,-73.66229996934504,D,62.06191398321103,C,0
Other,65+,Male,E,8.035982188414797,C,-54.72200807435665,D,58.843369360266905,-173.4061860099134,C,52.339890785203735,E,A,-46.471526027830066,-77.28417762866209,C,-24.800925132969354,E,1
African American,26-35,Non-binary,D,-90.99139840611178,A,-96.20529995611746,A,-70.41670247577171,-149.4148441119595,D,-10.441383007348005,C,A,52.52345297108128,-20.098202996076086,D,24.436440771138024,C,1
Hispanic,65+,F,E,39.10035143863348,A,-78.18781352941102,C,155.0538415657688,-74.33838343598286,B,-9.658228855550302,D,D,-90.5469199350748,-8.047734109145313,A,68.88454712603337,E,0
Black,18-25,Female,D,64.8627648242001,D,-170.26426250013796,D,-99.47972649695862,104.54866489089014,E,107.50236151893544,E,A,39.050504648013714,-151.27256272580888,D,-209.3424776602376,A,0
Asian,36-50,F,D,-65.34023667285513,A,6.316161924274,E,91.43974987361429,247.31918164249845,E,-141.43010847614673,B,E,56.24923067323034,65.66471537786967,C,153.02678114101607,E,0
Hispanic,51-65,Other,B,185.32071595026332,C,-63.521902647025875,E,6.4768869592147365,72.9038700726176,B,43.54401658294888,D,D,-126.84125759709946,-114.77905868123996,C,104.67804516343384,C,1
Asian,36-50,Non-binary,C,84.99188631796343,B,-128.2481696021049,D,80.47688592492067,-98.90607367671599,A,-102.77592994334177,B,E,-17.182778688424378,-25.43109556109912,C,-117.90464379955759,C,0
Asian,36-50,F,A,23.102356923011428,B,-80.12511651365992,C,65.3579236630656,110.47627645243645,E,9.189961074024271,B,B,-95.20154669060862,173.7760329171916,A,-76.40118665826108,C,0
White,36-50,F,A,191.4219144650036,C,-30.121255689688248,B,-120.48082737886632,-46.0149924789575,A,-68.40642815127995,D,A,-74.26173459060631,154.51285056765096,D,-40.70812459758819,C,0
Black,18-25,Male,A,1.7304224346087895,D,-44.5824988228646,E,51.53012770248324,-99.68404472097637,A,69.03119269944781,B,C,87.37610886652116,100.42027743575328,A,-48.68764125718536,A,0
Other,18-25,Non-binary,E,-189.88878534619658,C,117.32262904040813,D,-224.8706626501805,151.0221618689852,E,35.502125692185196,E,A,84.15345624070979,67.87098678818487,A,244.02547436911286,E,0
African American,65+,Non-binary,B,16.52813541749135,B,-30.34976589485816,D,-233.15846026046324,81.1922446816002,B,34.932856561068235,C,E,-80.40253871303834,-36.70447260577998,B,18.372931315553707,B,1
Hispanic,65+,Male,D,-138.5734880125799,B,38.818640236623125,C,37.42480650194071,48.473521387104704,E,158.80161829766354,B,E,56.92268225058763,114.90096678947728,A,-72.9800252409477,D,0
Other,51-65,Male,D,11.606929929351798,E,-82.0045006242793,C,-105.04651581840878,-82.01258108783765,E,82.06538134817248,C,C,87.06071206742337,67.35148142284474,C,51.16576492667531,D,1
White,65+,Female,E,-140.6540919377114,A,218.98574845840182,D,-50.61167952250712,72.67972507203496,A,-94.33565454557836,B,A,-81.82908499902035,30.073724472535957,D,-96.91945312132738,E,0
Black,26-35,M,D,60.95415218899338,B,-112.16842811592784,E,-73.66171833036105,110.8259282833876,A,-10.532767635901187,B,C,40.493576253313414,-7.574155751597688,A,-67.30503376807607,C,1
Black,65+,Other,B,-164.54879372287087,C,-53.00875053356893,A,37.28654858249326,169.18205432774207,B,-191.2029426227844,B,A,100.8074977852527,-10.830271224791835,C,-85.30248016973079,A,0
Black,65+,F,C,116.21893463754654,B,37.068001668745104,B,132.80105783066597,78.59467110600713,A,-11.434466230365166,D,D,-88.54901556060314,-214.77047189481192,B,-42.134917268065394,A,0
Black,26-35,Other,E,100.96016796842594,C,-226.84318439818264,C,-6.301276143543623,17.844212816900466,C,-25.011156667966716,A,D,-61.242540821610724,86.15841211680298,E,-68.99954779534431,A,0
Other,51-65,F,D,-72.08838364606316,E,-40.24598613481802,C,-34.90992212802659,-11.511340570638726,E,-27.691836239488232,E,B,-192.30630872958912,-119.02035219802458,C,-24.81973041384139,B,0
Asian,26-35,M,C,-142.56718754547614,D,-28.43422096350448,B,-3.198594407614615,17.455242457996462,B,114.19919550548954,E,D,-39.40169317073488,149.52460851758315,D,-106.00201965783265,A,1
Other,18-25,Non-binary,D,7.938264746265794,D,201.96765154244284,E,-28.207123687921964,-222.10028565835933,A,-34.41555411227243,D,C,-4.971318744940075,119.01870580541454,D,43.82737163560578,D,0
Black,26-35,M,C,85.85241349564433,D,89.1154249169093,C,15.897840530582416,-20.12070664640757,C,22.092305591510126,E,A,-105.79714790922587,19.938895037052312,E,76.24443050465469,C,0
Hispanic,51-65,Male,D,1.5306023220877378,C,201.61375941162535,C,-11.187044220751542,-101.09762648697944,E,60.60714910871795,E,D,20.716403511605833,-245.2384652492459,B,-135.60067766926502,C,1
Asian,51-65,M,B,-16.351440809757076,C,-131.15381793974566,B,157.62720127324968,108.8109132589996,D,17.111381905911873,C,C,-150.66934829889473,50.802503635672835,A,77.4260185116836,D,1
Hispanic,65+,Female,A,10.820369082345756,A,66.87750253322378,E,-32.634383931171556,-37.34037806035278,E,18.439241657208267,A,D,73.54631459551227,-218.82537899882018,C,-33.97619215819772,C,0
White,51-65,F,D,-191.77028558288666,D,-170.76840763427535,E,-21.433426449955167,-29.052700564908008,A,58.7881820752262,C,C,-137.18984700503543,-156.8884778763684,B,254.06042573130003,D,1
Black,65+,Male,B,-13.464046234752203,B,-133.53793195272883,A,-6.494765554127269,49.375534871991945,B,-14.045103270743867,D,A,48.99755491432905,-146.8869801474643,C,-45.19884005777073,E,1
Hispanic,18-25,Female,B,-191.89215397566443,B,76.90275029030266,C,-98.02281387830966,-103.51255199221738,D,135.97913932672273,B,E,-115.29565798633445,33.16120813142987,C,-50.06418334384628,E,0
Other,36-50,Non-binary,E,45.29549027866904,C,11.048616257513121,C,72.12850482082037,124.51019265522088,E,-44.62938378057416,A,C,111.8920923509841,49.81325676849367,B,79.72456080002384,B,0
Asian,65+,M,A,54.013949234721515,E,21.869862714752315,A,33.76131879179619,140.91653509239913,C,199.68039648233696,D,D,-97.59638099824967,49.7521245811552,C,261.0567811860999,B,1
Asian,36-50,Other,D,166.6136173717191,D,59.71964657645861,B,-109.38215603325374,45.38234424728521,C,29.81171136604222,B,E,121.49103282350558,4.932004924802862,A,73.39932331999483,A,0
Other,65+,Female,A,35.62195986240511,C,-41.94154764163838,E,-123.87196857155982,-170.3714488067319,E,196.94495954546164,A,B,-36.007310792657265,-145.2204995053666,E,-8.46888690533858,B,0
Other,51-65,Male,D,-163.24115865360116,C,-58.07608561886642,C,-153.47509387121315,-92.52022091571635,E,75.95539663785142,A,A,84.41536869402809,-52.06192128574468,B,-62.11228746466644,D,0
Asian,36-50,Female,C,144.064224232236,D,149.23373366546738,E,35.72721101192471,-45.18053038501719,C,9.170026787689416,B,E,-66.18880109033823,-100.65991673329478,B,64.31270708389977,B,1
African American,36-50,M,B,-37.11143888925822,B,121.57248711201387,C,-89.49989435055974,-18.009271068352984,E,5.262610158217069,D,B,-21.441932897708316,-59.01858682917821,C,-103.04427678986816,A,1
White,36-50,Non-binary,E,29.918984772484198,E,131.74039015275852,E,-12.916928834094376,-39.106404275923154,B,57.30037016700176,D,E,17.36627332457472,118.51310122708603,E,82.04250615867859,D,1
African American,51-65,Female,D,178.31517488696252,D,-54.50680340964327,D,142.52029108956975,-68.75094724348287,A,-134.04837868506647,D,D,138.30414250239414,-75.99051780665775,E,-70.15036565761837,C,1
Hispanic,26-35,Male,A,0.5657956816632735,D,118.1005445470327,C,9.738916691361592,18.38939537131945,B,58.64474618696283,C,C,33.82717527814216,89.1004506921835,B,-173.19787869777628,A,0
Other,65+,M,A,-20.185846454506954,D,146.0915636275142,D,88.74172688577801,-185.23387115201274,A,-15.817416489808886,B,C,127.09829791745466,-62.60816890409089,E,59.98318049800647,C,0
African American,18-25,Other,B,-162.1326992259006,C,8.47910662262332,E,-120.58270732002325,40.258318651289414,C,112.08492697495589,B,B,97.16513240600459,74.35618363926514,B,-115.05744245475115,C,0
White,18-25,Female,B,-86.98695057454248,B,94.0838889424197,E,-0.20606543195340454,-24.317665693334376,E,-124.74130504643004,D,A,38.68033351252541,32.91608456487427,C,-171.9126781889384,E,1
Hispanic,51-65,Female,B,4.323586725345628,A,50.910720355556,A,-90.32509302100702,45.189585226973286,A,-78.84469870122925,C,B,60.74020240737443,116.05395229411685,C,-13.684556729402376,D,1
African American,65+,F,D,-131.56224455845026,D,-16.994804763095633,D,153.36721556672686,-83.06356961565314,C,-143.2686897532276,D,C,-19.691225089630105,-25.837840231281728,E,34.77794804356456,B,0
Other,65+,Non-binary,E,-5.335526799020393,C,79.316059560268,C,9.639519428085833,37.356286047954406,C,72.26842001302904,B,E,36.890187863340046,-18.72237135984081,D,150.53241241948913,B,0
White,65+,Other,D,237.28126718470693,C,108.87248894076743,A,-191.9469961237065,-113.70753863276619,E,117.67774135851383,B,D,-65.11527368938602,84.67879103639953,C,97.11223943970518,E,1
Asian,18-25,Non-binary,B,-116.60652879035457,B,-36.97813310787833,B,137.26880825916808,-84.48722074096928,B,-128.22457966197877,C,C,-3.360088671828803,43.7146247737296,E,-52.18798832820165,C,0
Black,26-35,Male,D,-100.46390808076322,C,240.12952393456314,C,-122.52170090881,-170.8738484533719,B,28.033471478642596,E,C,-75.56037016355329,-145.15113422524246,A,15.655239490071486,D,0
Other,51-65,Other,C,49.18881586125961,E,-70.86148701346451,B,-91.36962348355294,-15.429359331572087,D,50.392049436367344,B,D,-133.64532666745174,-95.3555744545042,B,-35.66840931661317,B,0
Asian,26-35,Male,E,9.841344843625292,D,186.9987165716693,B,37.235823322160186,-124.78779577999808,E,-66.83758178019824,B,B,31.67227065099244,156.6681315724153,C,99.52761477045708,E,1
Hispanic,36-50,Non-binary,D,211.46927979992745,E,-223.86092693462496,C,-128.48787343772113,130.45055740618034,A,-18.926663633057935,B,E,45.573818580962836,179.05926776133637,C,-129.73292944694086,B,0
Asian,26-35,Male,B,-141.14028676479498,E,41.05631687170764,D,-20.359604321564035,-229.36424038149133,B,-21.002191117139226,D,A,-35.2465018269673,69.11780261647472,E,-53.31583564387225,C,0
Hispanic,18-25,Female,C,-8.03430968607012,B,85.59415921453126,B,193.7090075675375,63.4721907232669,A,126.80011163671514,A,C,-58.92201999933081,121.10573032287617,D,108.6342216812195,A,0
White,51-65,Non-binary,E,-56.860731131248755,B,-73.17958438818312,B,-29.85832487919459,92.67962254726541,C,48.34688771946043,A,E,40.4359518322302,-31.425606863451787,D,-37.12298410035519,E,0
Black,36-50,M,B,116.68734769823533,E,58.553801226386156,E,27.496248847237386,-29.488570044271317,E,-13.030643416681473,E,D,69.3789027027425,-89.38525728719439,D,-51.29383106850391,C,0
African American,51-65,Non-binary,B,-42.184874180168904,A,123.41903353788854,C,50.13214479342343,-25.21225830216553,E,102.63574117746148,D,D,65.54043342678851,-125.21136353498822,D,-40.10833388126174,E,1
Hispanic,26-35,Other,C,-55.25035259994154,C,-90.36856531783236,E,-92.31376900338385,-82.86262712473601,B,123.2354383423347,A,A,-195.45564619704788,-15.190210841106905,E,35.93890211700918,B,0
