faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
None,-31.018476928232463,-60.55782143099566,-109.99277507434813,128.67176641178654,B,E,113.32633258049232,B,A,D,-2.8940405427923546,A,56.984444125522685,-23.313597633442303,290.1558922670614,12.602534764563789,-48.27127332924411,0
Buddhist,74.50384750924425,118.94065573271293,-303.163376583392,-200.01103141179044,D,B,-45.891293759989274,A,D,E,41.588419754815845,E,-174.30709234087786,100.61424800561328,2.8814970609407102,-79.79185501943128,-18.591010445277124,0
Other,129.86462291556137,6.068706347073865,51.07987056084756,-14.724438855804111,D,A,64.87138238064772,A,A,B,94.11865146015494,E,-187.72661936061263,-82.25584339963802,-23.355841574694715,69.31635917844727,-79.11062257830062,1
Muslim,27.539345459111914,-103.68908539004251,-11.000019060335259,7.816205129957673,B,C,-59.35966067503513,B,B,B,-147.59955520360458,A,-21.94609774651718,153.15684751142982,41.56191139944109,237.60543169089644,-35.59272248960888,1
Jewish,2.133543633446354,97.58527652571598,-82.2818233292563,-48.726620766844334,C,A,-156.52817341695672,D,D,B,145.73909414289713,D,-48.418661064691,10.292914364581824,45.00957375907741,-27.557337638879325,-150.42018326513218,1
Jewish,99.73054539507899,-39.23389432525337,141.98926654987835,-137.09276091693354,A,E,99.96846398255221,E,B,B,93.3228517642126,B,243.17811479789023,-31.85071240399947,65.08604994344766,-113.14510639377755,-75.92071319625906,1
Hindu,-193.18011930332224,28.18300343574191,13.462249045917432,66.23643581858825,C,D,-116.16343166413539,A,A,D,67.74807074567363,D,91.51910106304052,-26.748007539621018,62.98701203422511,65.91852626213817,136.31740693719198,1
Buddhist,-86.57504600630071,-62.87297358876659,-173.96440889779018,-144.15553608778717,B,E,64.56326599668898,C,E,D,-132.19755139806728,B,23.819338911546126,102.0312282348984,96.5080046143791,-0.106528761999784,-112.11136519387463,0
Jewish,-11.95374187871738,-13.169263873905154,111.44695561754116,3.5778263531545007,B,D,57.64477572396828,E,E,B,95.60095591456542,D,-65.73233429448211,124.97949616710315,-151.2182198693434,-13.42552516183398,-118.70380254544929,0
Hindu,91.27761137341432,65.77629379117475,-156.9304734454348,58.198562637756034,D,D,187.2507944941007,D,D,B,53.570112635143275,D,9.786450758457145,-223.16986690907942,-5.0374935446886075,100.16798434171645,5.582122146066481,1
None,-30.052686272794265,-27.495680058710846,-30.558613135974884,-161.62717435570107,C,A,-30.773170800448526,D,D,C,49.07659208063764,A,59.75932586716864,-91.84336133353386,-42.13618825324633,-111.85176132579116,29.92059237315841,0
Other,216.73911640696244,-113.23299372886697,-224.7799431172026,-145.3509313361934,C,B,19.925520526427178,B,A,D,20.548209433422347,D,9.771111246183976,31.8224727120771,14.01936251186272,18.383122027467042,-96.00860684500778,1
Hindu,51.328058007122635,-65.30855188641169,8.534312641875601,185.81486904084034,A,C,134.55935812976384,D,E,B,-59.900562148235025,B,-104.3259632939977,-186.59608567485643,23.909355243516902,53.08354487296012,-93.6863801809097,1
None,-19.38088031765855,-104.26390379425636,240.51857426690395,77.43182268155374,D,C,41.067198640366016,C,B,E,-59.7150595700362,D,-211.52307856648198,189.43306247519703,-42.013497964352375,43.93072762315459,46.41280625562319,1
Buddhist,-140.8946399108457,-7.513230612165767,-2.882400966471767,142.71364816803444,E,E,-65.05516918383614,D,D,B,69.12091789080674,B,96.00431907371085,-92.74400696335961,-51.86084345022699,165.02778508932033,-161.50992427542363,0
Hindu,-94.19487033344868,-94.19190604921322,70.00990034962821,143.62847828270236,E,C,-49.817907588444044,A,C,A,180.57986467010542,D,-124.57329247453774,-189.21738725688817,-169.99157273706004,-102.68951144814599,-26.51576950305631,1
Muslim,-102.40147458241715,-76.0315593292228,79.49819697714844,31.42449413494095,E,C,63.071260060546344,E,E,A,-166.1762176993342,C,-80.48086137539225,-19.973265751885346,155.39205799168676,7.4679938775408985,168.930540537641,0
Muslim,-66.28397897213257,37.75591360574805,-88.37722853590368,154.08727703839733,B,A,-27.662262316808167,D,C,B,-87.15926568720491,B,-73.12979338083653,-2.084691352051126,27.50004283092441,-115.8191974156502,20.09823695675231,0
Buddhist,9.688837641533636,-15.947303098663745,-66.24048494671048,-54.686630130079905,B,D,-57.798173699580744,D,D,B,100.05817904130319,A,125.81107377723725,82.36195490912641,114.05617081452837,-114.95115307747858,29.091685724091942,1
None,19.831525192490894,173.76495269918937,-36.21803049943971,-12.606027281992013,E,A,122.16513366650905,C,B,C,111.86992728096952,A,64.1903061244619,-114.37570623526841,14.642968630878967,48.70410231029554,71.94740605338775,0
Hindu,80.50595030950572,-29.77685531148516,-9.10989302208448,-47.82060397512847,D,B,8.821582625392473,E,B,B,123.05110682336466,D,-156.0739925769559,101.04630665706918,-72.11429421812262,253.82746479138797,49.27393358290169,0
Buddhist,-65.30377983746334,70.66076494273135,-0.3915411634831679,-11.290853372851178,A,D,98.53369356418136,E,E,E,-51.891087166973584,C,-86.75640272158944,69.52394620341154,-151.78341557146882,128.66955697367618,91.55293479774524,1
Buddhist,43.33048994373978,2.95516461174038,-44.28343590346255,126.7219616702293,A,A,-64.49915863424253,A,E,D,170.8169103237741,C,78.89309663335764,33.967865233435155,48.06155541639735,64.1326519682228,118.97929962979926,1
None,-63.40649931985695,-20.62779526652726,-118.88806371953362,167.44251970787113,D,A,156.7359136479966,B,E,D,85.50407932491754,C,-41.28157039489576,83.36274365132338,7.232324280258891,74.3292785326467,-34.603711059075586,0
Hindu,-24.373099854406412,44.49458246674003,28.72086491896337,-79.34230218207684,D,D,9.287277194289153,A,A,B,116.56297388895061,D,25.77726427935991,50.11036261020725,-63.83282179062283,-91.09156283599584,-47.37049770624316,1
Hindu,-53.49387231676048,-69.21697876230154,32.74189434046617,-15.258716520727594,E,E,-66.61755648427051,C,D,C,81.63547814611452,D,-7.784866100478208,-225.95467895908263,176.68210437266137,-67.98543579022184,-146.03143439859033,0
Other,29.79178137642159,38.26762932779916,-18.03992691499736,80.08854857730368,E,A,-15.00065313811815,D,A,B,173.8760467804753,C,37.62344023350654,104.32060619722327,181.7412342561504,14.95835561261237,-94.81492041149403,0
Other,34.44967521749461,-170.7658569516413,-93.92858455048496,142.97841112731822,C,B,-77.19499154559539,D,A,D,152.82755995053287,C,-187.044616872921,-48.045024861474296,-31.708758137155897,-7.126624704804336,36.37636676089399,1
Christian,53.92215639900964,-62.23922825746463,-8.28432668837081,-32.22938332218836,A,D,-105.94913719069021,A,A,D,-149.52090239083552,E,69.49968906075009,14.074488152883047,86.19010226883597,-128.69679025280604,-57.02596783972622,1
Muslim,5.029198976009404,-13.293581316027089,39.40313152764063,104.06688550044205,B,D,68.01459496913635,D,A,E,-17.517406585659394,E,-58.737833718606325,-11.152452207045881,89.95031805207466,-186.2794769798208,-86.42618456042882,1
Other,155.20680089313993,-128.09140277699305,-20.59266412648121,-27.3223181277902,C,C,38.24501236286138,B,A,C,-35.52256407886233,E,16.652171686407772,-17.90229217298639,-43.572337275702225,-102.92579028554663,-67.37198345555673,0
Buddhist,-17.42025740856511,-85.33387303043114,48.007303751063276,-62.14772201116531,E,B,-180.00374068877218,C,E,C,27.9460460948095,A,-90.30271454534297,93.52251977938857,32.454403432800966,21.65745792058564,49.78423049194145,1
Muslim,49.410108167601294,-5.48559334213753,-11.1202848763582,-35.22064298840498,E,A,9.108220360559638,D,E,C,-6.696444170827374,B,24.15890638109715,135.6369462517402,3.2707500218163608,-39.89901485545965,46.16837162356385,0
Other,51.98628375902668,226.6881111240735,-93.01385675363598,115.14877244491815,D,C,-130.29085087619083,E,E,E,-55.31059885325853,A,29.057464557084558,54.69814095408208,-31.618147151440603,-101.1701359346352,-160.18919381569285,1
Buddhist,-181.4963168286366,-52.09131431173252,-100.85978196997789,26.453328022900752,B,D,75.06742882087032,B,D,D,-67.88239674282566,B,-46.689918456613846,-184.52333342307992,92.57661444903455,126.81018258015536,-107.76685227085055,1
Christian,1.9941715165498357,-186.07728921948527,10.91571402545904,113.8388403070047,B,B,-85.55222167599706,A,E,E,-118.27575988807466,D,-105.07631466957928,-240.83638984498356,82.09387642909437,99.58765121297066,-187.35583637118006,1
Buddhist,6.578642392325601,-44.13260219298826,53.85986278655427,2.251355533002925,A,D,-111.85757862518759,D,B,C,-68.69893449984096,C,-124.04710179123886,-277.6620313091333,-107.7721381500228,-117.93357759306046,-26.512991572672373,0
Other,-224.67221208467288,-67.7152729721831,41.624229887479544,-56.66699861362135,B,E,-15.767667056571502,C,C,D,-49.00979546139039,A,57.12362189480537,39.43285793404537,120.50712670509553,53.86390491258709,46.66006787370237,0
Jewish,-24.78496790347039,56.883520470901196,-45.374646482886625,-71.76852002277705,C,A,4.800908065922791,D,C,B,92.12458789898162,D,133.5200753253068,-11.751904037758312,-31.88722191241108,60.16658680855238,129.86425104806173,1
Muslim,6.6248539281959475,67.52855926535705,274.5527494303069,83.27110328536048,C,C,-76.5661667070107,A,E,B,38.013592431764835,C,70.73073234692549,-11.765359777019075,27.037090842931416,-12.771563842927,-191.3176988772569,0
Other,43.190292138636316,157.24979542722446,106.79822642402404,11.033197479024,B,A,43.06250645820599,C,B,B,17.172258886900128,A,134.8410504531066,-133.06394411405068,5.183722898286005,-24.254212189570183,-14.642054221336636,1
Other,73.01849345127776,23.212104793609967,50.49368015977501,61.2780979050899,C,D,-2.628437919466066,E,B,D,-184.02520667853804,C,29.31647744663343,-177.85296817500083,-56.97918963153277,47.40669982602517,-14.984357628793035,1
Christian,-47.07284138160885,-182.12685192130775,-13.417597285266814,33.399434981738366,C,A,-37.169097980737966,E,E,A,111.2941223770719,A,-87.69669696913198,26.979648143237846,0.013511542730918777,8.742620008951056,51.282592083737846,1
Buddhist,-17.119700609041377,49.34852201107204,-180.07161205884276,-29.42367346938343,C,E,-135.69785773352675,D,D,D,158.87350382367458,D,57.13407416828172,8.423366892854368,-35.69431997134818,141.3204061636171,58.33347443805934,0
Hindu,-12.415578252199206,58.91728401482609,-10.28031308989281,-116.78311799701626,A,B,-29.320042623784875,E,E,D,64.0784938302432,B,42.00650941739561,-91.44245186791122,93.81790986208574,139.45574592036058,95.15261182786438,1
Christian,-30.395177032327485,-31.833200342204265,72.13937854149407,-90.68773277316545,A,D,70.87385402227083,D,B,B,-64.6201462012419,C,-56.76597451623665,104.27609806243446,39.81337122393666,-132.4199020421897,-122.64641768328187,0
Christian,-98.96454847880052,85.0867497321065,23.926538834140995,-130.3471095330875,D,B,-23.653681399575028,C,E,B,-102.64597853657729,A,-70.80552287661355,-30.984566435827226,-173.93343303856562,-6.593304840177739,-88.5051553416879,0
Muslim,-56.98723780317925,211.47332997976363,155.37364762233096,-152.48021004565143,E,D,-145.51761173745535,E,A,A,108.24050783879453,A,45.97840391011678,25.388655196626235,23.94240522565421,239.29059358033768,28.92521494244894,0
None,50.69863564027576,93.74929858194422,143.60831107508244,-265.81937132809975,C,E,25.379246234347587,C,E,A,-34.72581153566967,C,30.997146304610425,121.43094282127127,-85.16626292313269,45.49294120276758,177.27207609309886,0
Jewish,-18.87554372783394,49.75334440417654,-47.320700669315016,-24.951199197692596,B,E,91.97646891622162,B,D,D,-88.22489543838502,C,-203.5433065203041,213.7654291357797,87.93046152513236,-176.27192983407207,18.87316186020369,1
Christian,5.605194765546614,144.99620396978878,-15.10412527692634,179.12457402184037,E,E,50.00142149768968,A,A,C,23.56000948374626,E,-21.55001284466679,-110.73193926291218,0.03208218764400443,15.417182728834305,25.151442007287873,0
Muslim,-36.3295809021878,140.03614119240888,28.004390499385533,10.780513286416616,B,C,72.54981420477498,A,A,B,47.21296545787976,D,-61.4757044573773,110.92347138177323,43.251105694080586,-19.452707918305574,-93.98271084431985,0
Christian,-80.23267253936271,6.540264729814828,94.32931514766277,-1.281474765625863,D,B,-6.476596464526908,D,E,B,-84.32652222603464,A,124.0924870639575,84.68932582204717,-43.10992897693409,-191.83838055631733,-18.893185587910967,1
Other,8.632171139326992,7.866515861990734,-80.997010250153,8.080068799271112,C,A,-77.00392562995077,B,E,B,-44.88377379057347,A,229.0504398685076,-20.72016487920272,-71.20444042482228,-60.751531919697186,267.45314935406844,1
Jewish,-45.78092221568193,-104.92094504794474,13.666532340004364,-141.7228802817621,A,B,-86.99996544943478,E,A,C,17.766573375888143,E,100.02858940694975,-25.78596533834732,30.243547092959567,-44.06765732632803,156.43505578150868,1
Christian,99.30319305604844,252.50372535739092,57.152722969963875,10.554343325962924,D,A,-18.548089600532617,C,A,C,124.89906154671628,A,-164.85094047764736,-65.98687625834039,-362.1928989265796,127.56169566296329,-138.39410287342332,1
Buddhist,3.3662287372498967,-144.8338757316849,116.1460035938662,-26.392376090726255,C,E,65.57383162520982,A,D,D,-4.548419781019495,C,118.04658066007252,85.64055778181059,91.09934254870248,-82.88851968386103,139.05478080243074,0
Hindu,142.3055580066001,-32.706747064185066,-34.19618697754737,42.372150206711765,C,D,79.259606230195,A,B,D,0.06050321612982529,E,-55.64475141972368,49.654273476323574,116.73048687636924,58.32690316012668,-38.867016561585885,1
Hindu,56.403378575098515,30.547807760744742,149.7667752449112,193.50088597141314,C,B,-90.81728352987285,A,C,A,58.03404035456394,D,130.34418967423318,-106.5699188620757,-86.6225867046986,-152.95473716532652,58.24593878510108,0
Christian,8.638245972474495,-10.023198967739324,-210.63027029047527,-172.66023841431405,A,C,122.24956528090611,C,C,E,112.09443465008218,C,142.85784645779583,59.316165325395346,96.1277135510033,-146.8025349900063,-51.295798907128265,1
None,-21.954822384865764,-90.14366660690239,-79.44882851195129,104.76269057054846,A,B,56.26649914957683,A,B,C,61.892575415564764,D,-82.30409265509915,-17.160410667185154,-66.36211980221762,-14.179610985186864,-62.590657812980346,1
Hindu,-82.41019375331165,-34.08233705035616,27.05733973645328,-136.43887542025232,A,C,-195.96154087389016,A,C,E,92.50939280128738,A,118.16159538664839,13.678038419606652,-166.66845634215005,84.3344600656324,218.18508153877735,0
Hindu,157.9606600905092,-44.38897933007866,-250.9519880896254,-46.79155976693421,B,D,156.39137099593094,A,E,C,-111.76434772801937,A,33.901248488056616,122.62011920325821,13.470071782221854,-161.3191990164442,-84.40253597514268,0
Jewish,-35.78005475873711,-54.73524854449582,-30.257719732756488,-96.83381853259431,A,A,19.602349008012503,B,C,C,-77.19317261518577,C,11.543941515699082,31.651927078116216,111.99617655976384,106.6530822723034,-138.6404102208564,0
Muslim,-123.66796942302291,11.746489730283805,84.65563540182889,103.2445676744133,C,A,-96.73749064789304,E,C,E,-163.22753101045987,D,-162.62592286176246,135.12541076991212,-51.368354548740015,80.1609437162716,2.680795034367912,0
Jewish,111.4847422982291,76.25648117730445,168.7736932347602,-16.768626067277797,D,E,-47.49058442753078,D,C,A,-96.65954303147403,E,-94.89335734006796,68.22703286538402,83.88832405221702,83.70998128236361,-19.785540228274773,1
Christian,23.854472470897573,86.50424734367633,12.772817533254077,-146.37931523137618,C,D,35.21567150829195,B,E,D,19.635294616245478,B,-63.794059683046115,-89.46822014247485,97.31857801733487,12.82846247432431,118.69493644270817,1
Muslim,-26.7073983756284,33.092386452831995,64.66497144741898,-107.61707403423912,C,D,34.722074238137445,C,E,D,-26.945371506173192,E,-4.148308280833981,-20.239295700122653,82.20926119429897,60.52825497203529,56.607357996966776,1
Hindu,-117.12856784707513,196.4447450403297,-32.43569168959527,-234.3159098060026,A,D,149.92186537504938,B,A,D,43.388533263072496,B,-156.38908508105865,-10.425434614841231,-108.09253840953981,-5.1279091131099035,46.93271400656221,0
Christian,-13.273623209012946,-283.9114064097551,-135.47540702183113,169.42015522507336,D,A,-32.352257431380785,A,B,B,103.02767731900842,E,-15.406103687204789,-25.06884646687854,-1.3888734465147143,44.27411337262992,16.094938891206834,1
Buddhist,-8.299632965321639,56.410786785752755,-134.24557525653992,145.0744236355291,E,E,6.9771133614186756,A,D,E,66.21142518379361,B,-205.96067737388682,69.26437012479056,-103.2529919800661,101.70201586833308,104.25958024005453,0
Christian,262.0981986793339,46.55759672402188,-25.9225603744924,134.52660586963162,A,D,-148.9262670143718,D,D,D,108.09212794175933,D,280.819415011606,171.86900949651073,91.18745119406655,-65.27732653939505,-0.2796489794970033,1
Other,22.244056286162664,-25.888093777028086,59.46265416857523,32.101784317295994,B,C,-190.6579908802868,E,E,B,88.5245767598446,C,-54.733425843505245,143.49694806513563,27.754997947019184,-292.1705099130733,130.13643894831856,1
Other,66.82725603773521,-255.31345613957583,-105.06715035356788,76.44318641208969,B,A,-196.8945193637308,A,D,D,72.73644099533317,D,-247.84440234948835,-27.918459695657933,128.02002438284634,-74.31964460312066,110.00471294730976,0
None,12.036476990284228,-69.86823247471705,-38.809722280623006,67.73736439778365,B,A,-43.221143931217334,C,B,A,-59.75145700712054,C,-4.452825864989869,162.28720273334915,75.71287083998773,31.689753071882915,-70.27481283034159,1
Christian,-21.08120893452852,0.055022384841029566,-19.984352621086916,-138.83572092238668,B,E,7.872723883043921,E,B,E,107.68205986228199,C,-56.8998605705182,-9.614110864596002,-87.94402477059836,-197.45279230417475,128.6874304389046,0
Muslim,56.74784126010468,185.1270735662848,46.39096566090446,-187.56364783140222,E,E,-163.3789058841997,A,B,B,-161.0500110591989,C,-44.57987391627724,24.420432895155155,45.0305927067044,44.03951787855033,16.27871181899624,0
Buddhist,-126.48260540582679,-147.77151706117317,98.24173378260642,124.42236046564406,A,E,-128.20334634225935,D,A,E,-61.23888656975264,A,-11.648597306802264,8.507821032200228,-203.55589940674278,-53.29824715858845,154.02309984825,1
Hindu,-109.8067815902722,63.674285374148056,146.20772573295127,109.09128793796734,D,A,111.43772186323386,C,E,A,35.402955631898756,C,35.613625172046476,31.422126757269442,-81.3869718050709,-42.59074420990599,36.0567619610951,0
Hindu,46.38488416495655,-155.63898384087048,-224.53707468527108,-78.63054609841831,C,B,-53.023060568716254,D,B,A,-116.71363550984763,C,-56.61273333826772,-22.18004732133017,-0.54111941882558,56.65647147224813,-56.79618168917456,0
Muslim,62.04523991015027,-236.8494289376998,27.57787252993169,-110.83597436527516,B,D,35.36753071844374,E,D,E,-21.407464747979095,B,75.86756382092882,-9.86766381985943,107.86515547858133,26.686070277646817,28.100984195553874,0
Christian,166.8898833882826,-25.17555559445978,-57.419303632270015,-210.97350399036787,C,B,-143.638110564661,E,D,D,-148.21880457199802,D,106.91646653037704,11.927173118785909,-36.56780247355567,-61.68170716917466,37.52507269522976,0
Christian,-4.516985752311747,-50.12545335310208,15.970728515711253,-123.71071383085757,C,D,109.94492120027518,D,E,D,24.086258953843664,A,-74.09651619923015,-23.989090782523956,55.79680855464233,-174.02693273903634,55.21270140294027,0
Buddhist,21.75673186970726,110.96971619584957,-245.15484410798712,-113.35783419253222,C,E,-23.837520362708332,E,E,E,75.72263775029347,D,-88.98319918806467,35.63639307241472,88.33242949817203,147.2145078618985,57.597743659780264,0
Other,34.65043434222601,-161.84467261223094,-198.20114130923656,-56.12912092345454,E,C,-38.16426582518726,A,C,D,-1.7744763968719066,E,168.8786218841566,198.0775654675462,136.49652199285086,-125.56000368077653,45.74516780692773,0
None,-160.48926670447344,-110.78932221654678,85.54338710412068,168.04705644099275,A,A,17.10731095929433,E,E,A,-36.72665748573193,C,96.86024532825303,-8.510000357637562,-51.05354932918061,-80.01075251803996,27.421474366142455,1
Hindu,-62.237609938003146,-119.67440523167696,140.3042371570949,101.69723104207628,A,A,90.4701743377315,D,A,B,-144.19584842137405,B,129.51724651696532,147.47811623759043,133.02420582608997,19.00462340434588,-43.51804146320691,0
Christian,-138.2888963917697,120.54343126593274,-12.252733344116988,-201.9607620626108,A,B,43.00113396827544,E,C,E,3.347510147341771,E,282.467442840739,115.96980495821951,-142.87749345429296,-39.61886314926738,-37.758855460415674,1
Other,-21.015947224990462,-184.3659491754491,-85.90375464773662,-10.450686149100537,E,A,-100.9853391543891,D,C,D,-46.77550785879332,E,-24.63033478318485,122.46602703837893,-16.64520713110908,-84.3506862929864,-129.24850463210453,0
Christian,49.525772354381054,-83.36315971770418,-79.61782868346661,64.24276424277238,B,D,2.0559182091560886,D,B,E,56.63199646606678,B,5.733118317578931,-60.14403311098043,114.23936431428079,53.98140561716575,-35.46930973178575,1
None,96.39501882665346,65.32130477813722,76.20152973818274,167.57567247363485,C,E,1.3526956882048133,E,D,C,123.03356655525235,D,-40.38601428031291,37.148094493478695,-38.868948937640994,56.6507762950518,-140.79909584430632,1
Muslim,65.70829825860184,44.633755718321176,-68.46490378040662,-14.530343425140765,D,E,2.3622943193724466,D,B,A,-104.56592276521361,D,78.59389185080155,-135.01296712780473,-89.23906646646401,92.83297710837574,-38.42690460996358,1
Jewish,-116.97528296075583,-135.7441637734126,-99.64701030258287,127.2866603173906,D,E,-19.52204149514539,E,A,E,-37.2100104926076,A,-129.67416825098258,-203.97795927243288,-325.7366876375219,-108.26292248947868,-90.39652016211733,1
Jewish,31.79324187357872,-103.4170677469775,-5.916994985428801,-55.65717957362539,D,D,136.654351515231,D,A,B,-189.37456260921584,B,4.548177852367486,-71.71041835984737,73.55624637575914,36.966830874756624,15.270135931950707,0
None,42.10806022464998,-40.957957300303875,-9.693234730577146,-1.3865702289640545,D,E,136.0088499553351,D,D,D,59.44642884213979,D,99.69427156657359,-13.67304970896947,100.2253488844072,-14.643949515673418,-146.99354555156705,0
Other,6.3412929092553725,-95.8431952807675,-107.04474788320897,-158.8359432336893,C,A,-19.464596353283277,C,E,E,25.98090912767813,A,-164.41508878053875,-5.636728877180812,-93.11203881295765,-33.61916085950223,165.8994992143878,0
Other,-49.841097469344916,71.55011389878767,-83.54381750713239,-110.5217612736779,B,D,-103.38407538062326,E,D,A,-51.05257192619247,C,-40.73337302410174,217.85562728377275,-77.40605333658118,-7.355346390940594,-6.511360373764348,1
Other,28.85731385705682,-63.58530673392067,123.35141221672654,233.80515610616945,E,D,-215.09570462262292,B,A,D,34.321552807313445,B,62.77630472613194,-16.672682263910612,-279.0843515774717,12.328526936397207,25.412133622967403,0
Muslim,-201.5788739620043,139.37157894271633,-132.02015067357408,-151.99161868323765,B,B,-124.67359903851485,B,C,B,-68.01142012861195,E,-48.16351816231628,245.73015781223876,184.02166472345957,-86.82079601546288,48.99701042363475,0
Muslim,-62.25096203575604,-62.44435560059861,17.9579786632529,-102.52505806781365,C,C,185.78450904347966,A,A,E,-27.986532120777007,A,-10.407284303950401,-27.486058773453227,65.39005623136258,-322.2650355081714,138.37368700346894,0
None,-301.30068494618155,86.59394831575125,-19.539982021042825,181.2407342407757,B,D,122.89874941850209,A,D,E,231.96797907418767,E,137.47496724839544,-71.13506394613029,71.79945131573004,-106.92457611012998,36.40596062107499,1
Buddhist,-5.66808660435971,109.41094678637255,74.9204575751675,66.45247815460806,B,A,-81.3757483329792,A,D,C,-146.7152127170751,E,-96.87536479234265,60.6817757415207,20.3248274797399,43.624825687244424,51.46871321531956,0
Other,-113.3586566767123,30.362947791833133,75.77703971992926,-159.59075426689924,E,E,-98.79290683675687,D,A,E,81.1771556775898,D,-65.27373791689556,9.815729568912971,-169.926608856886,148.19518987523048,-68.96385961748317,1
Jewish,-52.51131587011929,108.14516930239418,-34.56289430850958,134.70236936127895,A,A,23.03449954845985,B,B,D,-23.93874213594186,B,188.30888423061873,-129.8611679508724,-4.157572673251017,-119.28621506478999,79.59965508360496,1
None,-29.79190423828788,57.5946683099859,-49.0194517729927,37.38067623735008,E,A,35.61189393128816,D,C,D,18.132669580313976,C,12.298253287766599,25.99112998885909,90.29352432206377,-100.93763519651256,-25.81192501785836,0
Christian,187.3867186591599,82.72797670261497,-27.62303086647457,149.181941233756,C,D,-95.70956697684973,C,B,D,-5.025702864722632,C,-90.22896508664441,88.87025503152863,-103.23439761524034,-98.53856144790014,160.47226460607436,0
Muslim,151.07770078926578,-49.226436730648125,-108.54581988367129,177.53198412524637,C,A,-217.49605880868245,D,A,C,-22.903736329318683,D,101.42193437308696,-11.676227772339747,14.207681753637786,17.22957221159232,67.90602177413956,0
Buddhist,29.06393651543538,-126.8622956527637,115.58250443298455,128.95355596858744,D,B,-49.500407396982084,C,D,C,39.27941590259637,C,62.711141237231175,18.23905403703099,29.33710048818774,36.655336067620794,-138.5722460079821,1
None,-153.07961755824527,-16.238053543801577,-32.322069624354185,67.17362109795044,B,D,-5.6089458162878145,C,C,C,29.907798266079418,C,-99.78764294898286,-8.217244508190465,31.5085505341955,75.58279226256191,39.787203002956346,0
Muslim,-73.4626584010486,71.3328523622132,43.86501952585763,-41.95098859993392,D,B,-14.909383374546564,D,E,D,-100.08992936040289,A,-144.72559450575642,34.265253530547405,183.26927994169867,1.435242514377267,13.654889010695296,0
Hindu,-12.261976096950958,37.39612245650638,51.093612711585955,-28.04343505611327,D,C,-42.468674503413254,E,C,D,-115.31822267968043,B,63.011144138041175,68.26303455010905,38.00409071047513,24.945291019287296,145.67733997687642,0
Buddhist,-18.805996025033014,129.36841186718763,29.82697427071912,89.30170425993964,C,C,39.42057413049808,A,E,C,15.65667558372559,B,-19.43929180305797,-197.40224862516126,16.957162205481826,-19.82892350640308,-13.24119278012664,0
Christian,149.98571773074926,-136.66253374824328,29.006464115695636,47.04102556921438,D,E,-138.61098527670808,C,E,E,143.58823063947636,C,-52.6752605504083,1.6317510695203656,-63.820136167568656,54.531530893152166,-196.08098042169738,0
Hindu,-58.178430873428724,51.511369751766665,82.2572444930885,-57.42057716219786,B,D,9.927651720728415,B,A,E,94.63540970337492,D,12.48432051157974,-167.55702371386727,5.184176467210241,-42.90644570847198,8.612616434986158,1
Jewish,-37.112980051698244,-173.99051256424096,-66.55045923338821,-67.8504670658593,A,C,-38.70993695322962,C,A,D,-2.684293010573057,D,90.7918818824328,75.05992338139903,7.626136848405846,87.63874974743678,-136.4562482934244,1
None,19.46370826245912,189.8818243431377,-64.56350235720888,48.04762311937652,A,C,-17.948739577323465,C,D,A,17.28782440750179,E,139.76750141816305,-68.16148029799966,75.94862544860067,2.6034806278607343,14.875067161803043,0
Buddhist,10.024677988976814,-92.59454851235657,92.06896521892892,-107.16111065504361,C,C,-0.6535442430176939,D,C,C,-45.88661257873359,C,46.77543893805352,-133.76589268262975,-31.031496280914133,-91.72167521117018,70.13091617455424,0
Muslim,204.3273270002435,168.77267162887796,-83.27177216411624,1.1501337000277325,E,D,74.4666591174344,D,E,E,-38.685686169464844,C,-3.2214219139849205,-93.27259347484062,50.22839338000181,110.82059434654727,-75.91224142100815,1
None,-2.782749950874381,-45.38509988535055,-118.58469177403099,-24.215910176640797,C,A,-90.8840649768679,D,B,C,-119.54193860656217,D,35.914132396760465,194.0459167869714,47.411794534056426,165.43041785131717,50.67188509650005,1
Jewish,-178.5007445989553,13.828452216409593,-71.95955492965108,-15.143725459164923,E,E,-0.9564545459289635,E,D,C,40.910183424377735,E,-122.43872538902609,33.67101128343682,34.20720432924214,-15.392124255099967,-93.7344782692536,0
None,-117.43405620590875,-53.38813930400921,29.806467258586196,216.13412236997038,A,C,30.613246409379435,E,C,C,19.945489138230986,E,3.962433906539389,-4.987767098605632,-13.874393121311131,-10.152155153901376,160.80805246558526,0
Hindu,183.08857715708479,-52.02538308319659,140.7457202540649,-46.623330659657405,A,A,-149.54860116916092,B,A,D,-36.08961438860252,E,-2.0654329182632,-41.00227240018551,43.46201797376046,150.82206817677155,-56.200643551347376,1
None,-100.10559259630905,-163.08409817368863,-115.42044811811019,-53.45367844043709,C,E,53.665797010980555,E,C,A,21.174357254592003,B,-105.02776380364962,-95.76138772797755,26.43013774054796,72.3264356739657,-119.66464423171081,1
Jewish,-20.313706623430694,26.367887997666976,-33.549993384545154,-41.508423538021866,C,D,79.29651427859211,A,E,A,52.043156217028255,D,-112.84640434752606,-8.681960927849964,-171.93592113622339,-159.57107570113138,211.53068280054205,0
