religious_affiliation,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Hindu,No,42.048441767566665,C,D,B,154.20925138712127,E,D,C,0
Buddhist,No,-23.104299270506036,A,B,E,-67.77979466847269,B,A,A,1
Other,No,-128.21739463322444,D,A,A,49.07822236920573,C,C,C,1
Buddhist,None,-20.85689812022517,E,B,A,16.18257101093616,C,A,D,0
Hindu,Both,36.966935053967966,D,A,E,-70.83416195425504,C,E,B,1
Christian,Both,-17.64958303403047,D,E,B,79.89193660990884,C,C,E,0
Christian,Yes,-42.83852198672623,B,B,E,-79.41097552867747,D,B,D,1
Buddhist,Both,74.04178579848376,A,A,B,-26.449420408323636,D,E,B,1
Hindu,None,-13.979869206630251,E,E,B,-150.6098582529107,B,E,C,0
Buddhist,Both,-342.3501069519003,A,A,A,73.94271645371965,E,B,D,0
None,Physical,242.66382189580025,A,C,C,-53.13520535063281,E,C,C,1
Buddhist,Mental,0.7895568739609204,A,B,B,107.36232005453917,C,C,A,1
Muslim,No,75.37489040185348,B,E,C,0.5885257272686183,E,D,E,1
Muslim,Physical,141.15367530948035,E,B,C,-130.2349201937055,E,E,D,1
Buddhist,No,93.25587764834619,A,C,E,-74.51573653946491,B,A,C,0
None,Both,60.06024914528092,A,A,E,-20.39735375429273,E,B,E,1
Buddhist,No,58.211729262230186,E,B,C,-215.9622363293546,A,C,C,0
Hindu,Mental,20.67710741737615,E,A,E,-30.944742561019478,B,D,D,1
Christian,None,128.5032041523973,E,A,D,110.08009033381543,C,B,C,0
Jewish,Yes,-81.32726745308334,D,A,E,8.420124810867161,A,B,B,0
Buddhist,Both,83.24928171171803,C,E,B,114.11205537030872,E,E,B,0
Hindu,No,-65.66142846605172,E,A,C,-142.3554709271873,C,D,D,1
None,No,-40.15556844443736,E,A,B,-76.1929482416368,D,D,C,0
None,Physical,-41.65901252709219,A,B,C,5.909867449643062,B,A,D,0
Hindu,No,-153.8136526365086,A,C,D,94.96392218972542,C,B,E,0
Buddhist,Yes,8.290868052474995,C,A,E,74.62134420792174,B,B,C,0
Jewish,None,58.386496172151645,B,D,A,44.775725315522195,A,B,C,0
None,Mental,-177.13093823649422,D,D,C,87.23188166702569,A,B,B,1
Muslim,No,-90.70603506461302,C,A,D,-136.04504405564884,A,E,E,1
Muslim,Physical,-7.724529394092379,C,C,B,7.0173863682732165,D,B,D,0
None,No,125.654714263264,C,A,B,-10.281465807289182,D,E,E,1
Other,Both,-45.316883503404625,D,E,B,-15.70339312238183,B,A,E,1
Hindu,No,38.633105882682656,A,E,D,132.48143352487892,A,B,D,1
Jewish,Mental,106.6918727460219,A,E,A,118.37121117777389,D,B,D,1
Jewish,Yes,155.00959080788022,B,B,A,-24.877079417897235,A,A,C,0
Muslim,Physical,-93.54934594718452,D,D,B,-28.333349606583813,D,D,A,0
Hindu,Yes,-42.23676817480834,B,C,C,-29.0969728970615,E,D,B,1
None,Physical,109.25557684334312,E,C,D,66.5760956451191,B,E,A,1
None,No,-5.398014744186084,C,E,D,78.74576928786286,C,A,A,0
Christian,No,144.1415692842666,B,B,B,73.25780192579127,D,B,A,1
None,No,76.567653353165,E,C,A,45.233939800651505,B,E,B,1
Buddhist,None,26.60738754094169,C,A,D,90.77764774450884,C,C,E,0
Other,Yes,-104.11121597714437,B,B,A,46.71796474530311,B,D,E,0
Buddhist,Mental,15.821464713615441,C,B,A,-48.01879582904235,D,D,C,1
Muslim,No,111.97162266369196,B,D,E,105.79379601915733,E,E,E,0
Buddhist,Yes,15.915743749781655,D,C,E,78.20857477127939,D,E,B,0
Christian,Both,-149.18615910955333,C,D,E,14.829330673971292,D,B,B,0
Christian,No,-90.0100218129778,B,E,D,-141.8392768760415,B,A,A,1
None,Mental,53.761199081488286,D,A,D,171.38186965623765,B,C,E,1
Muslim,No,24.546361669861923,C,D,C,-144.11788875336177,D,B,A,0
Other,No,79.11182857827966,E,E,B,15.59924216716005,A,A,B,0
Other,Mental,-15.522159150387328,B,E,A,180.09705011274087,D,A,B,0
Hindu,Yes,97.67347092272233,D,D,B,-47.0617443192252,B,C,B,1
Hindu,None,-4.786316597643607,D,B,E,-93.25398657373914,B,E,E,1
Jewish,Yes,162.55747895219358,D,D,B,31.536070383004887,D,B,B,0
Buddhist,Physical,151.34547649418204,C,C,C,-34.303508928338225,C,D,D,0
Hindu,None,-138.83168004184486,C,C,A,63.86396095343293,C,E,A,0
None,No,52.33021696179513,A,A,D,-160.57847748756438,D,B,D,1
Buddhist,No,9.302464672419951,C,D,C,-120.28052255892607,C,A,B,0
Christian,No,-29.718751307407537,D,E,B,-121.37654253758443,B,A,D,1
Muslim,Physical,31.830836338942238,E,A,E,-29.417585722257066,C,D,A,0
Hindu,Both,-22.54498740015481,D,E,A,144.78261628447356,B,C,C,0
None,None,-10.759950602179732,D,D,A,185.57442891697056,A,E,E,0
Hindu,Physical,-45.81626784551677,D,E,E,180.47126262265013,A,A,D,1
Muslim,Both,65.3807042706156,A,B,B,-17.450762423702347,D,A,E,1
Buddhist,Mental,-79.73385678619887,B,A,A,61.795235902903755,E,D,E,0
Muslim,Mental,93.32645205067935,E,D,A,-19.487717764956344,E,E,C,1
Muslim,Yes,62.59084110829568,C,B,C,-35.519568306966896,D,E,C,1
Jewish,Physical,-36.70831348780422,D,A,A,-62.81641699411604,D,E,A,0
Christian,Both,-93.4325113600661,A,A,C,-160.24984307609554,D,C,C,1
Hindu,Both,-39.7313122624115,C,B,D,-185.40749998507385,B,D,C,1
Hindu,No,70.53670634061686,A,C,D,-171.16940733077251,D,B,C,1
Christian,None,86.5789365871269,D,A,A,15.854482889745809,E,A,E,1
Christian,Yes,-184.39662340266204,D,C,D,-42.109450382293545,C,C,B,0
Other,No,44.91359454688093,D,E,E,-103.00740050318021,E,C,D,0
Jewish,Yes,89.81803626972021,E,A,C,81.41776725321509,E,E,E,0
Jewish,Physical,-122.27894085661033,D,A,D,-16.03922764009988,B,D,D,1
Buddhist,Both,155.2684360418955,D,C,D,52.28968808317567,B,B,E,0
Jewish,None,36.22173837310483,B,E,D,-10.706631516963133,A,B,D,0
None,Yes,281.26113359751537,E,D,A,-11.543312723900602,C,D,C,0
Jewish,Both,-6.221387984568107,C,A,B,-103.64629908608194,E,E,A,1
None,Mental,2.8027151072146204,A,E,D,-213.3389864768271,E,E,B,1
Buddhist,Mental,-44.07134298340121,D,A,B,-13.933199101917054,A,E,E,1
Other,No,-3.0997770055763945,C,B,A,9.710827670229223,C,B,C,0
Muslim,Yes,48.04557179305623,E,C,E,14.238815473793368,C,D,B,1
Hindu,None,-3.757172184055793,A,B,E,65.1110524473558,A,D,E,1
Other,None,145.02433757648043,D,C,C,-56.3408159956457,E,E,E,1
Jewish,Yes,-11.186884182071825,C,D,A,-2.214132135729181,C,D,D,0
None,Physical,81.82035642541436,B,D,A,65.72718407496504,B,C,E,1
Jewish,None,17.82089651871786,E,C,E,148.65202248276694,D,E,A,1
Christian,Both,164.89316280154196,E,E,D,109.29006310674522,B,E,D,1
Jewish,Both,69.18678830634789,E,E,B,-187.61340966973498,D,C,D,0
Other,Physical,-88.32457456379797,C,E,D,130.21631503807114,E,C,B,1
Other,No,81.22770783639325,E,A,A,48.13540605582549,B,A,D,0
Buddhist,Yes,-115.81173203428968,B,D,E,-241.42393985881813,B,D,B,0
None,Physical,160.04249592905657,E,A,C,-108.2259458600696,B,A,B,1
Other,Both,75.38510614604128,E,B,B,48.25539337602291,C,D,B,0
None,Mental,10.919590680106566,C,C,C,-65.13719147074274,E,D,C,0
Hindu,No,36.17484128827611,B,A,E,-55.83531766379549,D,E,E,1
Muslim,Yes,-38.38848914089462,C,E,C,-102.65905318920885,A,B,A,1
Christian,Both,-92.27533679030456,E,D,A,218.89050181625532,B,C,C,0
Buddhist,None,-94.13287366510843,A,B,B,91.16884527054494,B,C,A,0
None,Yes,-123.44626643664722,C,A,D,-197.7335464468136,D,E,B,0
Jewish,Mental,-96.08123839322309,C,D,A,-60.51319111277748,C,E,B,1
Other,Both,-46.43739465519836,D,C,C,-221.12972688371292,B,B,C,1
Hindu,Mental,112.50353966468718,B,E,B,-73.28668938276095,D,E,D,0
Hindu,Yes,110.1254446633776,E,C,E,105.22079680525354,A,E,D,0
Buddhist,Mental,131.80649452413897,E,E,D,-127.57651246415791,B,C,D,0
Christian,No,-72.51411861740374,B,C,B,101.92268689069137,C,A,E,1
Christian,Yes,-54.50631182746575,C,D,D,-81.13947404814093,A,B,E,0
Hindu,Physical,55.20342227416785,D,D,D,50.87264086374177,B,E,D,0
Jewish,Yes,-69.43755294812746,A,B,E,10.215101886964403,D,A,D,0
Muslim,Both,111.95880045561918,C,B,B,-8.922145616697998,B,C,E,1
None,Both,-38.55087162436013,C,A,C,111.09359410519903,E,C,E,1
Christian,None,-161.55789863836225,C,A,E,93.43693784106958,D,B,A,1
Jewish,None,51.156884959939255,A,D,E,68.63697304678054,E,D,C,0
Christian,Mental,-116.40763409996633,E,A,E,-62.100001009424844,C,C,C,1
Other,Yes,100.3824114111085,B,B,D,-130.23629840316732,C,D,C,0
Hindu,Yes,-148.06265809712863,B,C,B,-60.50878237644126,B,B,B,1
Muslim,No,-47.49465355866424,A,D,D,-46.740169603615165,B,D,E,1
Christian,Mental,40.26296242992108,A,E,E,-41.80881730919628,D,B,A,0
None,No,-162.71437023879923,C,A,B,90.91012189458453,D,D,A,0
Buddhist,Mental,56.44951654718097,C,A,C,-13.68269675725469,D,B,E,0
Buddhist,Mental,21.042735982610385,D,A,E,-165.18093686331753,D,E,D,1
Hindu,Both,49.101303467002886,A,A,B,-125.46125285195289,A,E,C,1
None,None,22.828531929733508,E,D,A,-37.23175752294343,E,A,C,1
Christian,None,-118.48214093882675,C,C,E,-13.165310589213059,C,D,E,0
Jewish,Both,-101.77474858335933,B,D,A,-69.77850072506935,E,C,C,1
Muslim,None,172.43995302614908,A,E,A,-89.19322223072284,D,C,A,1
Muslim,Both,-65.45821253984857,E,E,C,-24.08302841698316,C,B,B,0
None,None,-38.49303133334629,A,E,A,-98.8619939331164,B,D,E,1
None,None,20.50099542123116,C,A,E,14.710731355428702,A,A,A,0
Hindu,Both,-104.55633128435402,D,B,C,27.75327343968032,A,B,D,0
Hindu,Yes,-118.15450894971535,B,C,C,-35.04397850870325,B,D,B,1
Hindu,Mental,-85.14066910780268,B,C,E,72.19735957904373,A,C,D,0
Jewish,Physical,-33.517448181165555,C,D,A,-161.75927796507452,D,A,B,0
Buddhist,Both,-98.14157771244659,B,B,D,99.13295598970304,E,A,B,0
Christian,Yes,51.949980268018614,B,B,C,-38.12420952289594,C,D,C,0
Christian,None,-10.518118181122569,D,C,D,86.69315037366432,D,B,A,0
Hindu,Yes,-218.54100047819816,D,D,B,-114.72802057747118,C,B,D,0
None,Yes,-67.58120771359476,D,B,E,53.416321203564685,B,D,D,0
None,No,86.28982895316813,E,B,C,8.001811854595788,A,A,C,0
Buddhist,None,-324.3516688230168,E,A,B,-6.9591124094574965,B,A,A,0
Jewish,No,47.277279466436795,A,A,D,145.05120298465422,D,E,A,0
Jewish,Yes,-111.090701435394,E,D,E,133.5684797142891,C,B,D,1
Jewish,No,145.10311101441062,A,A,E,44.85086172664452,E,C,E,0
None,Yes,-142.75679418977361,A,D,C,13.522617322560931,B,B,A,1
None,No,72.27930218202509,C,A,A,52.254885010158105,D,B,C,1
Christian,Physical,4.558631699772967,A,D,B,80.63935910489721,A,B,E,1
Hindu,No,159.52319970407768,D,B,B,19.07376211672495,E,A,B,0
Jewish,None,-146.94153748655918,A,C,B,-115.68778381580648,C,D,C,0
Jewish,Both,-133.8448062059021,B,A,C,38.13696819686066,A,C,E,0
Hindu,None,-11.035265341830613,E,E,E,52.284084920671646,A,D,A,0
Buddhist,Mental,-117.48224373073268,D,C,E,65.21646237428584,C,C,D,0
Christian,Both,-78.81726292095114,C,A,D,86.15090327295516,E,E,D,1
Buddhist,Yes,-66.08449422738273,E,E,B,-85.2896713040039,D,A,B,1
Muslim,Yes,-73.16439342202366,A,C,D,121.82224771975628,A,A,D,1
Other,Both,51.2795274843045,D,A,A,124.66501251279763,D,E,B,0
Other,Both,39.379568584871485,D,D,A,138.139471910549,E,A,D,0
None,Both,20.573198053172113,B,E,C,-54.52310755211266,C,B,B,1
Muslim,Mental,43.98511191642597,D,B,D,-183.72382828992139,E,C,D,0
Other,Yes,11.992708495731357,B,D,B,-309.932744265467,E,B,B,0
Christian,Yes,108.81392821271577,A,C,C,111.62124832290317,B,D,E,1
None,Mental,-71.61391040001382,A,C,C,-119.90505059168117,B,C,D,1
Buddhist,Yes,33.71853563339173,A,D,C,-33.62514082169425,A,B,D,0
Christian,Yes,-81.63604132738422,E,A,A,14.066025963016482,B,B,D,0
Muslim,No,-39.735782193688024,B,D,C,9.980894554572894,D,C,A,1
None,Physical,145.7588535429566,A,A,D,171.20841976870963,B,C,B,0
Hindu,No,76.4838712141885,D,E,C,48.95873127486926,B,A,E,1
Other,None,-45.23099105377426,D,E,B,85.728922288256,A,D,C,0
Other,Mental,100.83237394555242,C,E,C,-40.21591407673029,E,B,B,1
Muslim,Physical,8.053202797535858,A,E,C,-50.18695916283623,D,C,B,0
None,Both,7.565202231014053,E,E,B,43.886176612552696,B,C,C,0
Muslim,Mental,27.028309248603293,D,E,E,-61.95276508470441,C,B,C,1
Other,None,-109.24876810075959,C,E,B,98.78566316485163,A,E,E,1
Jewish,Yes,90.77090621719215,E,E,B,-72.75862920188108,B,D,B,0
None,Mental,-219.85623933424523,A,C,A,95.2928113314916,B,C,D,1
Other,Physical,-139.43065731927976,C,C,D,-155.01001723261527,E,D,C,1
Christian,Physical,12.02359701320604,C,C,E,-126.54130237514674,A,D,C,1
Buddhist,None,-1.0834020590379503,E,A,E,-14.778168034512703,D,B,A,0
None,Both,-18.300558515666005,E,D,D,-113.13088955431496,B,D,E,0
Christian,Yes,333.43023678910015,E,E,D,2.4128926634043384,B,D,D,0
Other,Physical,-104.43982965301754,B,D,E,-197.90695558225335,D,A,B,1
Muslim,Both,112.38458121008368,B,C,E,-5.516073087467902,C,C,B,0
Buddhist,No,-55.60266194550676,E,C,B,28.81540541278008,D,A,D,1
Hindu,No,-211.30346594863965,E,C,C,-51.64728077380343,E,C,A,0
Hindu,Yes,-119.30156089785751,A,E,D,140.01952040811764,B,C,E,0
Christian,Both,28.5765850022332,C,D,D,76.45701975408792,C,A,D,0
Muslim,No,-38.903470164261286,E,C,E,-60.91000613960048,D,D,A,0
Jewish,Mental,-139.17009816730373,A,E,B,-93.62804332126174,C,A,B,0
Christian,Physical,34.641152667974346,A,B,A,-137.2150428776263,B,D,D,0
Muslim,None,150.4216140211284,D,C,B,-23.88455887193952,E,B,E,0
Jewish,Physical,-49.90740896876025,D,C,A,-67.72607813318587,B,E,C,1
Jewish,Mental,21.094549922947266,A,B,E,-19.94349970378037,C,A,D,0
Jewish,Mental,203.95616378640028,B,A,D,23.399190434622053,A,D,B,0
Jewish,No,140.0380834179709,E,C,B,-5.659652691857109,C,C,C,0
Christian,Physical,-173.7096988230458,B,B,C,-86.05830552781171,E,D,B,0
None,No,77.16180263322762,D,A,E,98.05517033784193,A,A,A,0
Hindu,No,149.37877370671066,B,C,D,51.10406170348802,B,E,E,0
Jewish,No,-53.095606522252915,E,C,C,-29.1097870045228,E,D,D,1
Hindu,Both,23.777516103997716,C,A,D,-113.27955804256537,D,A,B,0
Buddhist,None,83.44191125289025,A,A,A,-31.505024556441303,B,C,E,0
Jewish,Physical,184.43843572782538,C,C,A,68.98354731384686,A,D,E,0
None,Both,-21.805592764078103,D,E,C,-18.09000181104714,E,A,C,0
Christian,Physical,3.3196420618637132,C,A,D,-3.013516301813365,E,D,E,0
Hindu,Mental,19.919944640066337,C,D,A,-196.80256391283925,E,E,A,0
Hindu,Yes,-26.22701173768022,D,C,E,-0.6491511472659447,A,B,D,0
Buddhist,Yes,-69.97042070194233,A,A,A,-74.78341645542139,A,E,C,1
Hindu,Yes,-130.66198570579058,D,E,A,136.11948754055933,D,A,A,1
Christian,Mental,56.675878031757144,E,A,E,-66.4219638641242,E,C,C,0
Jewish,Yes,232.99591810274202,B,C,D,294.88761735011605,B,A,A,1
Muslim,Yes,-31.10831241334194,C,C,B,129.86499899917442,D,A,A,1
Other,None,138.7094935920739,E,C,E,-56.269592265315914,A,D,C,1
Muslim,No,-43.673560781462946,B,B,C,-70.2981520432177,B,C,B,1
Other,Physical,-59.85862021472846,E,B,B,-32.96707044296057,D,C,E,1
Jewish,Mental,52.3030941715844,A,A,E,51.40408595997032,C,C,E,1
Hindu,Both,94.28966472539406,D,B,C,131.89006779587336,A,A,A,0
None,Yes,-130.52802189324132,A,A,C,96.66819957254455,C,E,C,0
Muslim,Both,-133.95511581900965,E,E,B,119.08369421788205,D,A,D,1
Buddhist,Mental,47.70646919005973,A,C,A,-42.95980493716905,D,A,C,1
Jewish,Yes,156.11898094482964,C,C,C,-154.44025408868492,B,D,E,0
Christian,Yes,145.00727620504946,B,D,E,-13.920302756904315,E,E,B,1
None,None,9.508361110538722,E,B,C,23.5022193056473,E,B,C,1
Buddhist,Both,104.49264495483594,C,C,C,-81.61872536496824,B,B,E,1
Muslim,Yes,27.955361102378607,C,A,B,29.910885600496893,D,E,B,1
Christian,No,-14.897151860787131,B,E,A,117.59800626356373,E,E,B,0
Hindu,Yes,92.59084047824544,A,E,E,79.74092405953567,A,B,A,1
Hindu,Mental,-42.2397486730616,C,C,C,82.69000413859241,A,E,E,1
None,Physical,-217.8563308683277,C,E,B,29.897126251303458,B,A,E,0
Jewish,Both,-8.355876125749191,D,B,B,-130.32893197337012,D,B,C,0
Jewish,None,-18.79499309182616,C,B,B,32.51047642655181,D,B,B,0
Buddhist,None,25.769739122101814,E,B,B,-5.275633178483137,D,D,C,1
None,Both,12.693300669438251,B,C,D,-17.577630475251926,C,A,A,0
Buddhist,Mental,-86.26196211725916,C,D,E,-146.79505842645892,C,D,E,0
Muslim,None,-29.487959616789162,B,E,D,53.36571979024741,E,C,D,1
Other,No,105.78132827650582,A,B,C,-172.34443882331874,E,B,B,0
Buddhist,None,-124.25078832596168,B,C,C,-98.41100000460223,D,C,A,1
None,Physical,-40.584715893842265,C,D,A,-60.63040338460613,C,C,A,1
None,Physical,-154.4494809035891,E,A,C,117.6207931434089,C,B,E,1
None,No,-59.96386403716871,C,A,C,8.367784393445989,A,B,E,1
None,None,89.42542155631307,D,A,A,-123.19998836619992,C,B,A,0
None,No,186.34092414707516,B,A,B,70.00110495681379,D,D,C,1
Jewish,No,79.63744341437491,B,E,E,-14.48750306442702,E,D,C,1
Jewish,Yes,16.075003272429505,C,D,A,-38.49531764603004,B,A,C,1
Other,Physical,-184.32363997060875,D,E,E,32.084000405430515,D,B,C,0
Muslim,Mental,103.95880765014556,C,D,E,105.73856057442401,D,A,E,0
Christian,Both,19.278840039097947,E,B,A,14.44592647112843,C,C,D,1
Christian,None,-21.678580971489303,D,D,B,-123.19363361157735,D,D,C,1
Jewish,No,-141.16226376093582,D,B,B,-12.193585672480324,A,E,A,1
Other,None,-19.559130142117326,C,B,A,67.73024286196075,C,B,D,0
Jewish,Both,76.05479307454733,D,B,B,-19.496585699601603,E,B,D,0
Christian,No,-91.38294090385784,E,A,E,45.024735427317566,B,C,D,1
Buddhist,Yes,-37.41962250878831,A,C,E,36.01445293966384,B,C,E,0
Jewish,Yes,174.52204908365408,E,B,D,-60.845918267618,C,B,A,1
Other,Both,47.67021376365111,E,E,D,17.673684168390643,C,A,A,1
Christian,Mental,-92.27468336072498,C,B,A,-115.74661092714899,B,A,B,1
Muslim,Physical,25.354674210509376,D,B,E,73.16577706535294,E,D,C,0
None,Yes,-105.5278078463897,C,D,B,-255.01159442554754,B,B,A,0
Jewish,Physical,-162.98909003494197,D,E,D,7.875955298445221,D,C,A,0
Buddhist,Both,-65.37398465925554,E,E,A,56.026648320028926,D,A,B,0
Other,Mental,13.523391009043745,A,B,C,-72.75260873616142,C,C,D,1
Christian,Physical,111.74065823761453,A,C,B,-74.19151695136321,D,C,D,1
None,Yes,-110.14163142908076,E,A,E,-264.5557166878871,E,E,A,1
None,No,95.85458921144823,C,C,E,-43.83414429678999,D,A,A,0
None,Yes,-28.29774710098557,C,D,E,2.3867235930151884,D,B,C,0
Other,No,32.641448578199714,B,C,E,-135.63422309682622,B,B,D,1
Buddhist,Physical,-58.21940684567244,C,D,D,-283.06925786791595,E,E,E,0
Jewish,No,-71.34731744694969,A,A,A,113.17831088613136,C,B,C,1
Muslim,Both,58.010373023937625,C,D,C,-26.177770963364377,A,B,D,1
Other,Yes,164.1239079543438,C,A,A,36.674610411073246,A,B,D,0
Hindu,Mental,83.63705577717404,C,E,E,-28.480929679327616,B,E,C,0
Hindu,Physical,-172.8663183041027,C,E,C,101.33904483420129,A,A,D,0
Muslim,Yes,163.73571121539385,C,C,C,-39.54463742352221,D,C,D,1
None,Physical,-61.50887187170346,D,E,E,88.79076748112384,C,B,C,0
Jewish,Physical,-27.378468963898033,B,A,C,38.53517704527569,B,E,B,1
Buddhist,Both,42.051073414450144,C,D,D,-130.1656697527251,C,C,B,1
Jewish,No,-81.92107895851954,D,C,A,67.38284626266355,D,C,B,0
Muslim,None,-79.17506413523708,C,B,E,-79.26957945060981,D,E,A,1
Christian,None,-29.573480215212427,B,A,A,-148.66955072414098,D,D,A,0
Hindu,Physical,33.15407737820048,B,E,D,-83.59807719437322,C,D,D,0
Other,None,246.05977472470806,D,D,B,-27.5074414623997,E,B,D,1
Buddhist,Yes,-13.678279382049672,A,C,A,-21.468200668700096,D,A,D,0
Other,Both,-117.11054411822958,B,C,A,-131.54750971826735,B,B,A,1
None,None,-26.929095844716155,C,B,E,-76.25352475680288,D,E,B,0
Hindu,None,-220.81114430785723,D,A,D,54.08343555004333,A,D,D,0
Muslim,Both,48.60717929471985,E,D,A,-208.35291730834518,A,D,D,0
Muslim,None,-153.29266712669894,A,B,E,0.49284975467402636,E,C,C,1
Buddhist,Yes,-39.41694863612087,C,A,C,120.52145665065414,D,A,E,0
None,Mental,68.95781805060636,C,D,A,-25.13634131851243,C,E,B,0
None,Yes,-44.364888193790094,E,B,E,-60.279291297097096,C,C,E,1
Jewish,Mental,28.466536645786334,E,B,E,-174.59866719012982,E,C,A,1
Hindu,Mental,-96.31294839452475,B,E,C,-92.13689418825086,C,D,B,1
Jewish,None,120.65645463220653,A,C,A,-4.512925751168578,D,A,B,1
Jewish,None,127.84131333806575,B,E,C,56.066083747751705,A,E,D,1
Jewish,Both,52.641641399362,D,A,D,47.90024655290375,C,A,A,0
Other,Yes,90.81676462811828,A,D,A,-139.189536819225,C,B,D,1
None,Both,-212.51579264141657,C,C,D,-205.95640231568723,D,D,C,1
Hindu,Both,123.81436413213083,B,D,B,30.45559917891379,B,C,C,0
Christian,None,-2.3675424015716198,A,C,C,-102.24828264296232,C,B,C,1
Christian,No,31.502070611797617,D,C,D,6.986508710384562,E,A,C,0
None,No,-45.96250906505166,A,C,C,4.9763001438241785,B,D,B,1
Buddhist,Physical,-135.42956802582782,D,E,A,104.41739445085997,E,A,A,0
Hindu,No,167.38806889835436,A,B,C,-3.8660605645893056,D,A,C,0
None,Yes,-14.001466913272623,A,B,B,59.480653876753664,D,B,A,1
None,Mental,119.27733007036952,A,A,D,-96.2589731379955,B,E,C,1
Buddhist,No,-140.62725128511943,A,C,A,170.69645497293166,B,E,B,1
Hindu,Yes,-50.062722871242684,C,D,A,24.231431965623806,D,E,A,1
Jewish,Both,110.25194882672747,C,C,E,21.36010226098722,C,E,E,1
Other,Mental,73.24812191020487,B,D,A,63.32863305022399,A,C,B,0
Other,Mental,-116.50773848048834,D,E,C,-37.605746623106064,B,B,C,0
Buddhist,Yes,-61.07229769710847,B,D,C,15.256020097293318,E,D,B,0
Jewish,Mental,-42.299916284926184,E,C,C,-85.19383364450802,C,B,D,0
Christian,Physical,103.1497977164431,B,A,B,139.05702370196153,C,C,E,1
Jewish,Yes,120.38855440350882,D,C,B,150.12873324985762,E,C,B,1
Buddhist,Physical,100.88822944123947,B,C,C,80.69750589830605,E,C,C,0
Other,Yes,98.55956295685283,C,C,A,-40.006959133196915,E,C,B,1
Buddhist,Mental,128.4618210281381,B,E,A,67.38724500682393,E,C,A,1
None,Physical,35.99099081233536,E,A,A,-86.98566214025352,C,B,D,1
Other,Mental,-50.14763418381391,C,D,C,5.584272523964782,D,B,C,1
Other,Yes,188.28798251040104,C,A,D,-5.59765531631419,C,E,B,0
Other,Yes,-80.07479586655312,A,E,B,-47.49698063271915,C,C,D,0
Hindu,No,-185.51658118297934,C,E,B,-84.30050317649385,C,B,E,1
Muslim,Physical,-232.2882641178178,B,E,E,71.11717958138858,E,C,D,0
Buddhist,Both,-82.75110881805962,A,D,E,-190.9552877858914,D,D,C,1
Jewish,None,135.55437307240845,A,D,C,34.71258150822356,B,C,C,1
None,Both,122.42217831578148,B,E,B,30.878726796179045,C,B,A,1
Jewish,Mental,-122.4220499983812,C,E,B,-217.45981697375404,A,B,D,1
Other,Physical,-114.42802357485353,B,A,B,143.72698637210976,B,B,A,1
Other,No,-104.51835221304233,A,C,E,16.344370365995925,E,C,A,0
Hindu,Physical,-196.29396557391857,B,C,E,-170.41280851945638,A,E,E,1
Jewish,Mental,72.3570920000878,B,B,B,-133.84509997357313,A,B,B,0
None,Physical,-51.88603917738518,A,B,B,7.861284572348809,D,C,B,0
Christian,Yes,-134.7757445761389,D,D,C,-129.25850729479933,D,C,A,1
Other,Yes,-5.29177178523273,D,B,A,-77.54275420494177,A,C,A,1
Buddhist,Yes,-170.76915259463115,A,A,A,-124.23651596162858,E,B,A,0
Buddhist,None,199.82078705766884,D,C,E,-59.2222426790204,C,D,C,0
Buddhist,Yes,14.397170196550773,D,B,A,-3.7194310183518953,A,D,C,1
Jewish,Both,-101.26605732083401,E,C,D,144.39049500486735,E,E,D,1
Other,None,130.36118272487928,D,D,B,-72.55770828692525,A,A,B,0
Other,None,50.49043836677269,A,C,B,-231.13774143505722,B,C,D,1
Christian,Mental,-11.276918266894546,B,D,D,-65.71120034253497,C,A,E,0
Muslim,No,-47.54998619105196,D,B,C,-183.71510539978192,A,E,A,1
Jewish,Physical,32.74554124069426,D,C,E,-87.46828192446186,B,E,B,0
Muslim,Mental,-42.537838161693145,E,A,A,-31.82925387296781,A,A,D,1
Muslim,No,98.47474190905544,D,C,E,106.52868348133029,A,A,B,0
Buddhist,No,19.443322646009157,E,B,D,-67.05395443536779,A,E,A,1
None,Mental,213.6446794570348,B,B,B,-110.66105094174792,A,E,E,0
Other,None,139.50234531763968,A,B,A,35.140866999252374,C,A,A,1
None,Both,141.023109019345,C,E,C,20.261094775150625,E,B,E,0
Hindu,Both,-121.7196859719315,E,B,E,209.95593448855115,A,A,A,1
Other,Both,-97.04329751682901,B,B,A,-69.70945906922857,E,D,E,0
None,Physical,61.28216174796665,B,E,E,149.30816841611403,D,B,C,0
Buddhist,None,-22.4336501466917,A,B,E,-0.9216285686728963,D,B,C,0
Hindu,No,48.90624691092882,A,A,E,-78.13402807419324,E,D,A,0
None,None,72.76474820591461,E,C,D,135.29528497818774,A,E,D,1
Jewish,Mental,73.15905388057075,D,E,E,57.738246410561864,A,E,B,0
Christian,Mental,-80.7211249847631,D,D,B,155.0560627085339,B,C,D,1
Hindu,Physical,-7.4370567397121485,C,A,D,-24.944082925532324,A,A,B,0
Jewish,Yes,-8.247917444939443,B,C,A,-26.472156372349676,B,D,A,1
Other,Both,-35.484749337516774,C,A,B,-40.836464422815205,B,D,C,0
Jewish,None,4.6539122931214605,B,B,C,111.13423836875802,C,B,C,1
Hindu,Both,13.11347072543882,E,D,A,72.86439206530756,C,E,C,0
