civil_status,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
Married,M,-48.909651206807105,D,D,33.205770553230174,-46.99983966202459,0
Widowed,Female,10.333208020322392,C,D,205.55739323608654,-5.857727131463832,1
Married,Female,-75.18515362782797,C,E,109.1720748697534,22.205300422034988,0
Widowed,F,78.49784106088853,B,A,31.423349910385216,-164.42419747469125,0
Married,Other,-33.21930532300879,C,B,-27.56148908560434,99.76654950383247,1
Married,Female,95.86887442552427,C,D,102.2172474796722,116.07159416820991,0
Widowed,Non-binary,29.490617741778948,E,A,-176.8727600830915,-28.273677288463155,1
Married,M,54.54497317742495,C,D,-109.9814893869309,61.73715517653141,0
Widowed,Female,6.583076223229904,E,A,108.95438978561675,91.4859209466686,1
Widowed,Other,-6.236358545718286,E,E,-54.09920528757072,140.56980791330176,0
Widowed,Female,-34.804428359126035,C,A,-41.438484574333344,-52.89902060538737,1
Married,Male,-76.83595224091682,C,D,-82.7002956750743,-22.753965897978397,1
Single,Female,50.08375235038726,E,B,-3.1797142084321535,84.83294953063002,0
Married,Non-binary,-11.908710109431295,E,E,-15.536057227105301,67.82314510099096,0
Single,F,-10.381868420024663,C,D,-102.8627769969256,53.712531106120785,0
Divorced,M,195.75641046182744,B,C,-25.540849564485036,-95.95974066354191,1
Married,Non-binary,48.08208739338977,C,D,60.09587338566437,72.51088289300213,0
Married,Other,14.538978123573992,D,A,27.911707859791875,117.55740511332637,0
Married,Male,148.17889486111562,A,D,258.45644224391197,208.52287929419205,1
Widowed,Male,-82.98803295386863,E,E,106.44938590990733,-20.765897251673646,0
Married,M,-34.44610502572988,E,E,-37.4699939290497,-17.27057348273514,1
Married,F,-0.4844593180355,E,C,-178.34943162633024,-21.096313429912833,0
Married,Female,-17.51759345279613,C,A,-78.70353728676386,-88.30771289972711,1
Single,F,-99.2660841890741,E,B,-177.08536207047894,-7.622864067043565,1
Single,M,41.5524278057257,A,B,-50.113771955728545,106.6465649454382,0
Married,Other,-95.79196243778054,C,A,44.86846351355932,-125.12408331643563,0
Single,Female,72.88341504458342,C,A,-9.650802418811065,44.12093239127369,0
Divorced,Other,-15.0569739053592,E,D,-96.72071641466287,22.09474337973568,1
Divorced,Male,10.600357365935787,A,C,152.09510222727073,68.32050708023985,0
Divorced,Other,-182.84813927065295,C,B,94.26696232908263,-274.0048269386476,1
Single,Other,59.60990495839359,D,E,-22.73049099445422,-34.723557379390186,0
Single,Male,15.605711866301533,E,A,-84.20370100321489,-106.7994665190513,0
Married,Other,-89.53895635801989,A,E,99.85062168058305,71.24926068626046,1
Married,Non-binary,-32.782159069261034,B,E,-54.155986950453425,-19.911921186961962,0
Divorced,Female,95.69526712386516,D,B,-159.10612468266606,-5.084715335033016,1
Married,Male,-92.29163514036308,C,C,113.59088627966322,-104.64863265899282,0
Single,Other,-19.403888166596936,B,D,-33.02761237251562,78.2940943020139,0
Widowed,Female,87.74320917229733,A,C,24.85401805801704,-129.27923654540245,0
Widowed,Other,171.0974510705563,C,A,38.67552168361691,59.612361512804966,1
Single,Male,11.46485147542128,E,D,63.32007736950984,-67.90403577327537,0
Widowed,F,79.9147557607518,A,D,-89.75708461078523,155.30588581329025,0
Married,F,-12.224604584269363,A,E,114.7160575438861,-99.64097612685016,0
Divorced,Female,-13.24308611458403,C,E,-102.99271891424296,91.18472251047743,1
Widowed,Non-binary,114.65202450423197,A,D,-6.087285890188346,-39.77763736747566,1
Married,F,-89.50055214028906,B,C,64.06541727926665,105.03314639143184,0
Married,F,31.12580112375828,E,A,-25.605295207014983,-135.75818038872026,0
Married,F,35.71294073184219,E,B,-85.8286490804351,128.87886085673006,1
Divorced,Male,-71.16997726911411,C,B,-131.5875458597498,79.56692743759129,0
Divorced,M,26.845502605605493,D,B,72.23370928320595,107.43373171774964,1
Widowed,M,-153.5299210136059,B,C,13.36034317908461,-161.4884395871436,1
Divorced,F,9.210120366208358,B,A,-199.1341982699066,-39.37166003080445,1
Single,Other,74.91534596039288,E,A,47.157949337582856,0.2032357151137192,1
Widowed,F,-141.55748649977383,E,B,-27.292200284032507,-23.828056577056746,1
Divorced,Female,-67.86749625350915,C,B,-76.99894020871886,20.573364946416422,0
Single,Male,-215.58509319290113,D,A,85.9035749836765,57.36961794286346,1
Widowed,Male,-59.70057350083731,E,D,-6.468074815156001,-66.23126094028767,1
Divorced,Non-binary,-152.0361947050608,A,E,26.467393696493602,-81.45850793307531,1
Single,F,-69.76752267215188,B,A,-32.52458908433553,107.75494787019375,0
Married,Other,145.9911233080194,E,C,72.52380725441489,-81.9118410000694,1
Married,M,-82.7329263861286,C,B,277.9304025280245,210.9139440522323,1
Married,F,-12.088493453796529,D,E,-76.866784448594,-41.25133829100206,1
Single,Other,224.60863257360782,B,A,176.13619398701036,-155.13796417661518,1
Widowed,M,184.74667132807932,C,E,31.230818279770983,-23.004374367298823,0
Widowed,F,-13.658391892679766,E,B,137.1301533540529,-211.54079114765142,0
Divorced,Non-binary,48.732827769462354,E,B,61.25193011441402,73.2852045503825,1
Married,Non-binary,-145.38288498710813,D,A,-63.66314300564698,36.80105005271122,1
Married,Other,-65.57846004278026,E,A,20.411414198409226,-94.92961059517651,0
Single,Male,32.44505383683565,E,D,45.74987465542988,34.347160443650324,0
Single,Male,65.08888795136528,A,C,1.0581023604702224,-97.81665864273992,0
Divorced,Non-binary,95.1215673151928,C,A,-23.9270461187231,-105.00212823437742,1
Married,Male,53.87988467517446,C,D,100.26676391047404,38.34417615225418,0
Single,F,-82.66952291106907,B,B,34.696763000462525,96.5874058188021,1
Divorced,Other,179.5061842357356,B,C,35.329265061434484,-150.83977868623666,1
Married,Other,-87.47402094817814,D,E,20.823887511482297,68.4500055548243,0
Married,F,90.26451629871175,B,A,74.20618764638172,25.47442294787287,1
Widowed,Non-binary,87.35020327075279,E,D,128.7074513266649,-18.473395984682927,0
Widowed,Male,40.593500469273785,E,E,-107.0358481516075,103.76756696044373,0
Widowed,Other,29.496729566964465,C,C,20.895693619740367,-113.81943821474239,0
Married,M,83.86152703949239,C,A,-40.19171687108159,-26.05335020981852,1
Widowed,Non-binary,44.436974363502245,D,D,113.62212737226731,143.8956974648472,0
Widowed,Male,-36.42163197232006,B,C,29.14381213718535,136.152583257911,0
Widowed,Female,-87.19009639030254,E,D,-107.28060501559777,-111.24585607445685,1
Widowed,Other,-55.55564145955563,A,D,-170.67353022040444,41.87578215172918,0
Divorced,F,25.05595696167634,D,A,-80.65107881693268,-55.391645362810415,1
Divorced,Non-binary,-24.265904914563563,D,E,-38.52725182093384,0.7341284731297187,1
Single,Other,-60.70218248460222,B,D,-20.721410569364277,110.59306660340806,0
Married,Other,67.06968114393234,A,A,-86.75887792374006,-89.2622701114994,0
Widowed,Other,-3.6356826256281742,A,B,64.55900149693616,-68.40404386927283,0
Widowed,Non-binary,-18.028231270498193,D,A,-107.23486213713656,-7.962394622494267,0
Single,F,-152.54847820158622,E,D,73.64824859232358,6.815634871295035,0
Widowed,Non-binary,-12.385221361484861,D,E,-51.41667060081486,24.085706855239124,0
Widowed,Female,67.5976510038512,A,B,-40.94476376886866,79.9133502620198,1
Widowed,Non-binary,-170.60816391965642,A,B,279.4954468985081,15.020293642681967,1
Married,Non-binary,244.91889992590146,D,C,76.12509457878478,7.4599550560551435,0
Divorced,Female,-146.29395738273809,C,C,58.87977372972085,-84.65468502159588,0
Divorced,F,42.45696100524846,B,D,-127.87289391372161,69.49996467598768,0
Divorced,M,106.7844553302662,B,E,95.3728275511547,57.359949717937575,1
Divorced,M,314.66566370914813,B,D,207.98661035153802,37.66939102439679,0
Divorced,Non-binary,62.67093884867874,B,E,47.43991945987286,5.419656079949936,1
Single,Other,-19.36230151315044,A,A,-4.0572178082173975,-29.213196696329824,0
Married,M,-113.53984257582708,B,B,-67.07650100390632,48.66915033094414,1
Widowed,Other,-69.73096660834919,E,C,24.216066637285056,-132.0599106264399,0
Married,F,-133.25021377358038,C,B,-34.4010551630251,-208.87198406984714,1
Widowed,Other,-14.320264850559223,E,C,114.01353665994327,40.49861334697282,1
Married,F,72.55572074881462,B,C,-123.35450327664033,18.93315891777248,0
Widowed,Female,151.73814233540796,E,B,-181.66444777267228,1.6724055868973464,1
Divorced,Female,-148.21919966356774,D,E,37.89778428866079,-120.56918690425043,1
Married,F,-152.0298652605995,B,D,-158.9241470564617,-250.70345399696993,0
Single,Male,15.520992421198901,D,B,107.12403394551082,-53.32795426224778,1
Widowed,Non-binary,-19.93011901675367,A,A,-117.80923010280506,46.718769832257635,0
Divorced,Female,114.11294822953639,E,C,76.28943233298475,85.82072881002199,1
Single,Male,15.04193120421527,B,D,130.50522067281267,-127.14201805240701,0
Married,Other,-132.07113854673963,E,B,30.912112156945547,-130.3550912066232,1
Divorced,M,46.97774805600931,E,C,-30.30729687364276,46.87075837847937,0
Widowed,Male,-91.67500276058442,B,E,-61.81533430544282,-43.463978058589916,1
Divorced,Male,22.57159474669004,E,B,-97.60267300211109,35.7750461600036,1
Widowed,Other,14.2103026586774,D,D,-38.1533424505121,-174.27587554742507,1
Divorced,Non-binary,20.696669481883344,A,B,-90.91332798068593,-62.41726116415093,0
Divorced,F,-95.14699210155277,A,D,-25.047984163984825,-48.02920288400585,0
Married,Female,-2.2391780990865926,A,B,91.42091639331026,44.81490837128708,0
Married,M,-106.68889704452229,A,B,-17.965346512597716,-63.535760459500366,1
Widowed,Non-binary,155.5605232045855,A,B,110.36585193601773,-16.829260474898504,1
Widowed,Other,-48.04806349819311,C,A,137.72517366153266,-78.84612916545713,1
Married,F,-120.3766217990228,E,C,-168.96851637065393,10.296969018583214,0
Divorced,Male,-88.50899716279692,D,A,265.1314386651832,19.734202336262232,1
Single,F,-96.03543754061639,A,D,-55.672778512721266,5.263335388455142,1
Single,F,177.8231374740123,B,A,0.7849439479189795,-171.51153107445444,0
Single,F,-191.36607334702796,C,A,-85.87666427062246,-76.70702273972051,1
Single,M,-24.38048963686578,D,C,-1.3232703897335047,-24.744671407352563,0
Widowed,Other,214.88948475455408,B,D,132.70371017611163,10.9053031091106,1
Widowed,Female,-243.0345694124222,C,A,42.38004316066999,47.77142029568752,0
Single,Male,108.35510328413595,B,D,-23.044801679959413,-2.4600474659918805,0
Widowed,Male,133.81820428345085,D,E,61.34312391365731,-97.27099416431687,1
Married,Non-binary,51.54064490004953,D,A,-13.29996745448334,-7.625437755804667,0
Widowed,Other,-43.49057601669771,D,D,0.9956756106480144,100.83818856023387,0
Divorced,Male,75.93276048033002,D,E,66.02333127109985,-31.768486163131975,0
Widowed,Female,-14.55942691236343,B,D,-74.0108184739611,-5.941121793901689,1
Married,F,-190.3176760284517,D,E,102.5611728789647,-94.41805748473561,0
Married,Other,70.91305999790099,E,C,35.22796082282284,18.437400117653116,1
Divorced,Male,-32.67680960575197,E,E,166.95342631190306,-148.45962697848105,1
Widowed,M,18.44329625549731,E,C,77.57331071057772,-63.89300229434618,0
Single,Male,-66.47168595852207,A,A,-43.16465631663745,-70.56126002049768,0
Divorced,F,110.38003210825693,A,D,42.76120257448939,-31.351379948208734,1
Single,Non-binary,80.33154258037749,A,B,111.17256614174451,39.12190616090408,0
Single,Male,-182.45505112052018,D,D,61.068635933290615,89.64082472297957,1
Single,M,-12.54898622416344,A,A,76.17982447950874,-223.30433509145337,0
Widowed,Female,63.35250960998119,A,C,-43.277865326267644,10.359018344260699,0
Married,Other,-21.11370701719471,B,E,-32.36495489832236,-91.88914477957857,1
Widowed,Male,83.6714298679944,C,E,-78.7702402263593,-32.70487513493543,0
Married,Other,-14.010685983360252,E,A,-201.6315132662931,192.85159655922885,0
Divorced,M,20.05786708718452,B,D,9.783628913097365,35.77291665155031,1
Divorced,Male,237.62904232363607,A,A,17.34180332924961,11.662951166307394,1
Married,M,-44.79821603039064,C,D,-41.03455280829189,62.27556550382953,1
Divorced,Non-binary,22.975952708620376,E,A,-210.67082754950795,-60.43916996963191,0
Divorced,Non-binary,-78.04332998586503,D,E,85.47752391158822,27.01966560020608,1
Married,Non-binary,146.81641758263726,B,C,-19.130841396391343,-141.15704186801884,0
Single,Non-binary,-151.69982719985344,E,D,-53.69158455232548,-17.332869430796933,1
Married,F,-144.4996740232854,B,D,7.236322878031028,26.180429307098642,1
Widowed,F,-79.20863952637316,B,C,38.94214072710528,-168.24515007765203,0
Divorced,Non-binary,158.82846420876987,D,A,-134.3190478744988,33.216963513243755,0
Single,M,150.30069735590524,B,A,88.37329734745538,56.59627258402645,0
Divorced,Other,108.65926168471172,C,D,-1.956112683172592,-19.6793442936563,1
Widowed,Other,196.42009449345173,B,D,-22.225321349910047,27.110002901325586,0
Single,Non-binary,10.793835547138736,A,E,-27.087230797613216,-41.812684105201114,1
Married,Non-binary,-12.01839732575352,C,D,-83.34783465429267,-62.42848748434737,0
Single,Male,-67.83755658337859,A,B,-78.73157769700266,-117.33515708729072,1
Single,M,-110.10472893939951,C,B,-203.10695096781765,37.849553564105825,1
Single,Female,-90.2016353527256,C,D,-7.127794841227337,1.3885673928628561,0
Widowed,Male,-123.49401242833913,C,E,-46.03750756972265,81.45113039980347,0
Divorced,F,80.05346767094852,E,A,-30.762219995446323,-52.12574556387867,0
Divorced,Other,36.89177217433643,E,A,62.818400291588326,116.42331260360517,1
Married,Non-binary,105.77516709844812,E,E,-190.6213521965895,2.8374890108012125,0
Widowed,F,-117.98177156885197,C,C,-83.459806410615,-83.04615455380959,0
Divorced,Female,114.30756628175756,C,B,-149.96942012438782,-154.75420665538078,0
Widowed,Female,103.3036654406736,C,D,-76.26936775428565,-95.97371204070335,0
Married,F,-88.35237891634176,E,E,-29.300861080784323,-36.45879155820145,0
Single,Other,-166.82304532533166,C,D,-40.52406249550777,118.23479118001585,0
Widowed,Non-binary,-171.72846104342432,C,E,-0.8014995674742796,118.25258713403039,1
Married,Male,-58.160482637160406,B,D,37.404194292958856,-31.362701505081763,1
Single,Male,50.31628570495366,C,D,64.03535495648485,57.882821061258724,1
Widowed,M,22.36455662076093,A,B,22.988232552496164,69.95033916426647,0
Married,Female,60.164834448439784,B,D,-104.85116041489266,135.56115736645665,0
Widowed,Other,-98.99170025807919,D,B,28.8920501395274,124.76762887938604,1
Widowed,Male,-56.456350711110424,A,D,-127.30442953418107,-60.152448412757174,1
Divorced,Non-binary,205.40450235465647,D,E,78.82316618210972,-85.88435964989345,1
Single,Non-binary,-5.477234820897777,B,C,-162.44315329758473,77.52297566077769,0
Married,Non-binary,163.7442132542903,E,B,-163.25178295525544,-16.947239680572526,0
Single,Non-binary,-162.07971163907962,A,D,-80.9198060160662,29.77041049651944,0
Married,Female,32.694419867972904,D,B,-145.9915099122435,-122.8909891932376,1
Divorced,F,-98.49160885294145,E,B,185.28358387978662,-60.636839011406664,1
Divorced,M,-36.56944442723228,A,C,-76.44243070044222,227.04759075193888,0
Divorced,F,61.91304227289586,E,A,68.85578289923558,23.79010618008474,0
Divorced,Female,-118.80330399887083,B,D,-16.493021026091174,-74.77096880015495,0
Divorced,F,-46.01326200353456,C,B,32.21245474586734,-88.47243538428948,0
Divorced,M,-38.2142784660305,E,D,-67.98997677830792,-103.13648656891492,0
Divorced,Other,68.11845786949958,B,C,102.9937014535819,34.5585321232694,1
Single,M,-26.79843371567682,B,B,-141.96120495705037,17.494797522675913,0
Widowed,Non-binary,-14.00255981941967,E,A,73.64321888099813,-20.805010472329514,1
Widowed,Female,72.0045377225207,D,B,36.04509690764843,115.0718340155022,0
Married,Male,13.44585015850073,A,E,75.8479438353723,3.735886781244776,1
Divorced,Male,-25.994929378845494,E,D,2.116047945151349,-30.959372943596108,1
Single,Non-binary,79.32294829160914,B,A,9.528934273439914,-29.117105193712113,0
Single,Other,-140.3973608973729,A,D,16.604893530238822,-102.19109409481884,0
Divorced,M,97.82530390500206,B,B,-74.03513755319942,-110.56945714998305,0
Single,Other,5.80991833545054,A,D,206.74200283026067,-244.01116344279302,0
Divorced,Non-binary,286.90797759800296,C,A,-105.70287957150259,-166.0520257619673,1
Single,M,60.12564321899555,A,E,-27.408102536851374,-40.87475814366376,1
Single,M,-24.404864816120536,E,B,69.85575101577672,-65.57932807323262,0
Widowed,Male,1.28814572835881,B,E,-2.155035678455257,-71.93995556747818,0
Divorced,Other,13.20017528891726,D,E,195.0890170425768,-57.83673029435885,0
Single,Non-binary,21.548316682077672,A,C,-215.01705094829185,76.56757189508765,1
Single,Female,-43.68843170453213,E,B,27.439843306378126,-6.910020585667041,0
Married,M,-13.56989347402559,C,C,-112.0674432149217,-34.71345879255583,0
Single,Other,187.2201994838311,C,E,-111.68396081669773,-118.5704511736729,1
Widowed,Female,12.98674793975061,B,B,36.27313068705189,39.26653220876953,1
Divorced,Other,-57.324725472035,E,C,-42.34747932439847,-87.49317476239874,1
Widowed,M,200.9106889554956,D,D,-43.93802767043389,-22.366658059555597,1
Single,F,-103.27265910483511,B,E,12.023334906907056,-39.37811693860077,1
Single,Other,-19.86073400360839,B,B,33.43336745945849,-275.2283880978583,0
Married,Male,29.115534557964047,C,E,-24.78140824380329,107.9280773814425,1
Divorced,Other,51.716061109594314,A,A,-24.012383003047077,-111.11295205706043,1
Married,Male,-123.59019861278912,E,A,-88.08049659243858,-75.95411507331701,0
Divorced,Non-binary,166.93555607647158,B,A,-68.65077981986995,82.82329817595345,0
Single,Female,-120.28198148081206,B,C,-123.63233258716227,-93.95876203436062,1
Divorced,Other,98.33722945981471,B,A,-1.5250166750242733,-116.86963521805876,1
Married,F,-125.12701808220761,B,A,183.2063868673396,127.03548940733175,1
Single,Male,15.11693429673906,C,D,176.04394427413342,-59.02088791753389,1
Divorced,M,125.56989099721756,B,C,28.160652658513175,-42.30887776880077,1
Married,F,-44.026117549409626,B,A,-31.437663464844917,-36.63412332170658,1
Widowed,F,16.102788335850512,B,B,59.14965153137397,-40.78632057046674,1
Married,Female,250.10840262070434,B,D,-0.5679471295451664,151.94116247075573,1
Single,Female,290.38392481851395,A,C,83.1992247876211,-214.9673758433507,0
Divorced,F,125.44360316814402,A,E,-13.235170382677127,-46.69003687254332,0
Married,F,-66.93946129686633,A,C,61.97576779770303,68.62132277796657,0
Single,Female,-179.74572358493475,C,D,18.58756113483544,-61.43679758362289,0
Divorced,F,54.08448859803974,C,B,-28.288358323096606,-50.26849078694654,1
Widowed,Female,81.96777118497332,B,D,10.852219999037692,-54.564088413205106,0
Married,Female,-144.6550738402937,D,A,-43.15065290961553,-37.364520855630495,0
Widowed,M,-43.84351732400294,E,D,9.069883343740672,15.980858998731456,1
Single,Female,-6.9504291393795565,E,E,-83.68060140550911,-33.997802495771715,0
Single,Non-binary,63.45353733837924,B,A,-60.98841594825761,-119.00130816536074,0
Married,M,-45.672162470403634,E,E,-81.07254187404065,-183.91736402293972,0
Divorced,Other,-66.40139361964518,A,C,107.68250375937396,50.0425853708223,1
Single,Non-binary,41.14960907399306,D,B,-69.23806171559136,57.42616301404993,1
Single,Female,67.79036160671212,E,B,60.31489755115792,52.70679566757621,1
Married,F,48.603042158152455,E,B,-34.76473463884797,-108.96667424484173,1
Widowed,Other,-61.596571345160115,B,C,125.01415411120674,39.93695621140645,1
Married,Female,89.68378954543364,C,B,10.485094195344221,-45.17891533912768,0
Single,Male,-102.201438010568,A,E,-208.24729190230408,6.317592653320209,0
Widowed,Male,93.20212161677274,A,B,51.63578177986309,57.96034839390961,1
Single,Female,16.620239963133425,E,B,213.5402072683848,-45.690476135063605,1
Single,Female,120.73833095629479,B,C,-106.80798751866278,24.856340303923012,0
Single,F,-247.738657286083,C,E,12.479775078978527,8.915782957299525,0
Divorced,M,56.821219945285776,E,B,21.53588001239394,-123.279619050279,0
Single,Male,89.73553176572501,B,E,48.646624294505365,-131.0253373070192,0
Single,Other,-43.472722608675625,C,A,15.012250813745526,15.62091277029781,1
Single,Female,-36.85454958765787,C,D,-53.99793953345859,-61.87832435573475,0
Single,M,-17.082356367306083,C,E,-55.45546762829208,11.117425171330346,0
Widowed,Male,142.77277875090545,A,D,-16.750954220858358,158.84245742949537,1
Divorced,Female,70.91526130323965,B,D,288.2631172266227,-176.86376208508733,1
Widowed,Female,-2.8635294492440244,B,B,126.74645211291353,-116.71247372778153,1
Married,Non-binary,-110.41628986534487,B,D,165.7384474074996,-75.80882398785131,1
Divorced,M,112.30778035899347,D,E,-80.96995735267252,85.47079680685667,1
Widowed,Male,11.34713794852698,D,D,93.19017236382928,-62.51647307575329,1
Divorced,Non-binary,97.90052373609403,A,D,71.48268163426404,-116.80395430808923,1
Single,Male,-56.66043807300684,C,E,-115.54623821779543,-108.64634403398976,1
Widowed,M,112.38665575254278,B,B,12.05472499110722,-105.22413411775983,0
Married,Other,20.57152133325015,C,E,-72.04348844125933,-18.07244267428985,0
Divorced,F,64.1706216611027,B,C,-23.379389572349137,-31.0315753114326,0
Married,Non-binary,112.20589787596984,D,B,1.3733460376595747,-67.4047935024728,1
Single,F,-24.80654728902824,D,C,-160.9457793132983,-98.68591408470496,0
Divorced,Other,15.061453015725135,D,D,76.69437253997548,18.097612957679537,1
Single,F,-69.92265732942215,D,A,24.00755228098258,63.307624816191954,1
Married,Female,9.0323969024481,C,D,-14.778961251696277,145.6199243829327,1
Widowed,Male,-166.3568119958242,B,B,-29.718612038909452,-85.12010271681646,1
Divorced,F,-38.181007630739906,A,A,-7.000454661719672,-41.35522364854382,1
Divorced,Male,1.7525880168633448,C,A,65.95644729850001,63.849389135002696,0
Widowed,Female,104.19914477617745,C,C,81.16884815809082,63.1937339144048,0
Married,Other,-8.327914374476377,D,E,-165.7789074554378,50.93581946270048,1
Divorced,M,-139.74524010369785,A,E,166.41803507158662,30.94366224177817,0
Married,Other,82.18007695966736,E,C,21.44149031724733,203.46680585103996,1
Divorced,F,87.72229784859364,E,D,-32.48483904666831,122.88019468382454,1
Married,Other,-34.25677845547886,B,E,11.308238600428457,62.449582834261705,1
Widowed,Other,9.460674315925441,A,E,124.24420231159897,32.99942228491014,0
Widowed,Other,-75.3269105100096,B,C,114.068765693166,200.857384447711,0
Married,Male,-146.76371014062903,A,C,76.46267873754923,-52.254517854077406,0
Widowed,Other,16.316119977808896,B,B,-208.12824973361518,-40.02662335859847,0
Widowed,F,-46.254075238193785,A,A,-115.86607036373586,90.48385981820259,1
Widowed,Other,-88.212014309032,E,D,-114.03545012322911,-49.086003891934844,0
Married,Other,106.78295675993519,C,B,-19.470348521074605,122.79284785260984,0
Single,M,-202.08275452841508,B,C,-225.89586942854362,-213.0033062144534,0
Divorced,Non-binary,-145.18317476767285,E,C,58.22702207856977,-79.62223727827461,0
Widowed,Female,197.34805828763857,D,A,161.59506037233322,-26.10899247738489,1
Single,M,18.300467376884,C,A,-136.81246538834216,4.288538733150855,0
Single,F,11.4563226639591,A,C,-9.28450894948241,-65.84907279881581,1
Divorced,Other,53.79197287022184,E,E,-151.05381088788835,-16.97699089754383,1
Single,Male,-157.30075696866555,C,E,170.04712359314698,-144.09180628534938,0
Married,F,177.57883760485527,E,E,-7.815849585102547,-178.661680177686,1
Divorced,F,-227.96471957323382,D,B,118.40201156793395,-76.32014114487147,1
Married,Non-binary,98.654259372181,E,C,-41.312773582211534,-78.13209292447971,1
Divorced,M,-70.64217267211788,E,D,97.16562595710398,28.596781916908665,1
Divorced,Female,26.51884929032105,D,D,23.791209307408604,57.01247123325606,0
Divorced,Male,-41.031985169304804,B,B,-24.10705718374255,-101.89036914009486,1
Divorced,Other,-47.010768754255785,D,E,176.06587173446462,18.719740481672847,1
Married,F,-58.42338842554924,C,E,-77.92345488766593,-65.40859617397066,1
Married,Non-binary,-77.68111267778386,C,A,144.71958553663603,-7.474548816395831,0
Widowed,Non-binary,-8.992775237830973,B,B,-34.26903816414893,89.96780378139057,1
Divorced,Male,46.87893122322564,D,D,58.86284339859312,59.151090479933124,0
Widowed,Female,-3.0575658469984828,A,A,-45.836265312991955,-204.13753886404274,0
Married,Female,69.43556504658153,A,E,-154.17717725273113,35.497346742724176,0
Married,Male,-56.01918715018337,D,A,-57.20857420421216,19.36989308185212,1
Single,F,-44.442945248509105,A,E,90.21107643624308,-129.83929138055458,0
Married,Female,-30.337550856739576,A,C,50.13579819905157,-61.83485451383245,1
Widowed,F,-55.800396680535094,A,C,-25.83407682596502,-101.36395380836328,0
Single,Non-binary,5.716167264174121,C,C,-276.82458854699996,-37.15214603587864,0
Widowed,M,102.41405888047474,D,A,-181.07932280285104,10.446523755335265,0
Single,F,0.2525317788122509,E,E,33.69220173034434,-16.78757918429319,0
Married,Male,91.43237636343852,E,B,223.71736004966664,-17.243366828142197,1
Single,F,109.3169054378616,D,A,-108.88124134633033,68.1408957758507,1
Single,Female,-82.57883006275459,B,A,47.363698323493374,70.77014686887262,1
Single,Female,-34.23571907390412,D,B,29.548914775495085,84.53857352672222,1
Single,F,91.48636337037121,C,C,-136.2576597673075,-121.53181501285238,1
Widowed,M,58.30230285280871,B,E,-73.71530018026776,-37.89358917680756,0
Single,Male,-27.843685275477583,E,C,-30.634659450519173,9.082879499607408,1
Divorced,F,-62.61625627881845,C,C,45.314642797831006,134.02091252314028,0
Single,Other,32.77631967898723,E,B,139.1477079088612,116.33050525168555,1
Married,Other,-212.1084677714101,C,E,113.64681591026734,-3.863383418897748,1
Single,F,-35.21136669694728,E,A,-164.14516570354257,13.618584637237491,1
Married,Male,-134.41256074810056,E,D,-154.43399458969586,-30.48398580286335,1
Widowed,Female,-192.05420749810477,D,C,189.42162327584376,75.92012347144266,0
Widowed,Male,-130.57455014080512,B,E,-75.33230597046533,-1.3167306955572382,1
Married,Female,-129.5091834988851,C,B,224.57669110315015,-5.969740810631889,0
Widowed,Other,-92.57987740578757,E,E,120.90569337748198,-58.032779499481215,0
Divorced,Non-binary,5.428120525618529,E,A,84.37960101223827,11.300218131386469,0
Widowed,Other,-40.395591636971034,A,C,-64.98928213866613,-225.7283154194048,0
Widowed,Non-binary,-7.041414400128179,C,E,140.61654726550822,-0.3338408319547108,1
Widowed,Female,-73.80956762966325,A,D,-97.2330761110845,-89.41101583503928,0
Single,M,57.781509396493924,C,A,16.00137078206888,-94.51890102893876,1
Single,M,24.27670296245549,D,A,-143.53800335988024,44.89091796059896,1
Married,Other,-108.3667627354638,E,C,143.35196833685694,-7.044011219886995,0
Divorced,M,-24.655933604743574,C,B,153.58540740524617,112.72462756599269,1
Divorced,Non-binary,135.93527340207686,E,D,32.833141661787884,-102.33344516154312,1
Divorced,Female,35.10668216666668,B,A,-49.779497505981425,-146.82241770800672,0
Single,Male,-173.58627278695778,A,E,-213.66315511991596,-95.96862450357163,0
Divorced,Female,-46.939935107987544,B,E,-71.81687750866429,187.4508630998776,1
Single,M,-33.912096069823406,C,B,-18.91854964545244,84.64492227358755,0
Married,F,36.21386406196842,D,C,46.69157241499213,6.38798840000268,0
Married,Other,-21.9932291309308,D,E,73.04406777085127,194.91481937085413,1
Single,Male,42.698242195167445,B,C,-13.88585570198472,-83.28394793617426,0
Married,Female,-168.87306192278368,A,E,160.91851622598872,104.5927754833343,0
Married,M,23.09076467718247,D,D,10.151495297846,-35.325901046000304,1
Single,Female,121.31687163962566,B,A,-132.17388271029438,13.129278969818698,1
Married,M,104.93642662624299,B,C,24.16269191909539,-120.33617778382524,1
Widowed,Non-binary,-50.62932488006796,E,B,70.47282533939924,91.85861208422573,0
Divorced,Male,-125.27951598774656,E,B,113.14125507834983,166.24485453856198,1
Divorced,Other,1.2234353040440744,E,B,49.963189042948216,-126.7825940932775,1
Widowed,Female,101.98050460410796,A,D,-112.43382017744028,45.70794396213883,0
Widowed,Female,-30.247934289966278,E,A,-137.41302285117712,-85.42190042410121,0
Divorced,F,145.46993780023953,C,C,-3.1468734919325287,154.74004195712155,0
Widowed,Male,-111.92399538905684,D,A,22.20989762780487,111.84976948188793,0
