marital_status,Veteran,gender,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Widowed,Veteran,Non-binary,US,-90.37080898079898,D,3.524967814558966,A,-63.69966011009858,-60.404039364493045,113.86862046580259,0
Widowed,Non-Veteran,M,US,5.145015894787388,C,-133.4187013834586,E,-222.61222467246017,-7.887771378190419,-137.694375660661,1
Divorced,Non-Veteran,Female,Other,95.69732253423467,E,240.9719406855626,A,66.56854296350679,-93.25819022503268,-74.49687515050624,1
Single,No,Non-binary,India,-24.765214688124885,E,-77.20364508520228,E,-266.33270179173974,112.66775962186979,-65.95483810052212,0
Married,Veteran,Non-binary,US,-41.13196635657555,C,162.33364855122528,D,47.1566171803587,0.02092148515692234,65.92929117606764,0
Widowed,Yes,M,UK,24.314297510733397,A,-73.86956108265423,A,-34.95232960282352,18.282878602464933,-132.7543938812787,1
Married,No,Female,Mexico,29.87816321654357,D,-130.15004753676507,D,-75.39566533672614,69.00071879809273,-143.49838269772894,0
Widowed,No,Female,US,-51.58282849098552,E,36.392682516893935,E,45.126116939746936,-5.877032629790578,-52.762865668568814,0
Married,Non-Veteran,Non-binary,Brazil,163.23820941369536,E,-127.1046581785243,E,67.46621433936483,-137.83644894602617,-16.326813067589036,0
Widowed,Non-Veteran,Male,India,-95.26755750867554,E,-89.77646377261503,B,-66.20641280071925,-247.85013249922957,-195.45711993142402,0
Widowed,Yes,F,Brazil,-16.594813324167855,D,49.443551462973154,D,8.260207289175925,70.33767673505132,0.12588590903586566,1
Divorced,Veteran,F,India,-73.70350815138293,C,94.05853434959047,E,-59.92909748293363,-114.17530343124427,106.89258789021434,0
Widowed,No,Other,UK,-147.31324828552403,D,20.028126830966496,D,-85.50985718366505,-138.11906387687526,44.903548713819816,0
Single,Yes,F,Mexico,47.97845873631822,D,140.93830526378883,A,150.85740278391,-130.50815232668046,-19.891491036563394,0
Single,No,Female,Mexico,-79.02343680776764,C,-162.89887949680664,A,-77.9351127411108,50.451584762030976,48.413369275104486,1
Widowed,Yes,Non-binary,India,131.262140049994,B,-68.73250580520232,D,63.91892484522004,-112.79733978928623,-88.36483022306976,1
Single,Veteran,Male,US,28.36605377233017,D,22.047358748643052,E,-26.73136759161336,24.43858984689292,23.702563344565444,0
Widowed,Veteran,Non-binary,UK,89.98926480328583,A,113.51988033909382,D,-14.528946213664392,-67.02517124290183,-273.6475971490605,1
Single,Non-Veteran,Female,US,1.7462138494723924,D,22.601147524506075,A,7.061001152081424,-26.6631802532471,54.33168732415547,1
Divorced,Non-Veteran,Non-binary,China,155.24615403302354,C,41.64896027993283,E,32.41289846691195,67.4483296569671,111.71142871200115,1
Divorced,Non-Veteran,Female,UK,188.9458470918345,D,-107.3991495839754,D,78.10324026198158,-61.572622739205094,112.55667449211981,1
Single,Non-Veteran,Other,UK,243.20636462131952,C,-22.720657866046302,D,32.70838257931267,-81.82303425983861,2.8744966771126026,0
Divorced,Non-Veteran,M,Brazil,77.87851606738258,C,-61.77042067436861,B,30.064383936015176,-153.86468359583665,249.29230787739453,0
Divorced,No,Non-binary,Mexico,114.74338046447667,A,-4.7172595367921835,A,27.914495127007875,187.8014902011114,-93.85691228768106,0
Married,Yes,M,US,-16.03573680734417,D,-34.66582560733351,C,-57.04637030185925,39.70887555008017,-31.018905409744207,1
Widowed,Yes,Other,UK,50.26818507199731,C,-172.02676613161495,A,-132.0791524984537,-34.091609818173765,29.863576519364692,0
Married,No,Male,India,-82.25815782233192,A,-59.114400918760865,E,-38.79038673942791,-119.18843455626092,16.179509789661875,0
Divorced,Non-Veteran,F,Mexico,79.2668795696964,C,-136.1506579674862,B,-79.1107408571993,42.137770361213455,61.401881967029205,0
Single,Non-Veteran,F,Other,-117.23879913325652,D,-18.837002035460486,A,-80.88441422631657,-109.61700338302818,-26.45818509830309,0
Single,Yes,Non-binary,US,-201.35633182496093,A,-53.590916231490446,E,147.04238287328684,-60.53879447082806,37.011319744327906,0
Divorced,Veteran,Male,India,-158.15750523114752,E,60.06080175680556,E,-5.395149354535616,78.6769534344211,77.32722419399451,0
Divorced,Veteran,Male,US,196.93507674919738,A,93.33942418455432,A,68.04061114772159,13.083327743488212,-159.88180477638343,0
Married,Yes,Male,UK,127.44191864395225,B,31.804191242538998,B,41.63491549723962,-192.5614856685568,-14.45583070099855,0
Divorced,No,Female,UK,-69.71126677281151,A,59.17430726191966,C,-70.07420538827938,40.58953582106663,3.097341242674257,0
Widowed,Yes,Male,China,-62.57413948469001,D,61.35265538054545,E,215.8311769291669,15.942334488738974,-66.15110800126098,1
Widowed,Yes,F,UK,47.499408174856256,D,-98.17468137156315,E,-91.37158104492205,13.752971785324094,-19.15570659389075,0
Widowed,Yes,Female,Mexico,-133.04015510519105,B,-241.6717249927664,C,-75.65816813011746,-5.369970832180209,-8.314400427784642,1
Single,No,M,China,-147.0542780533188,E,122.63316283178625,C,70.36903172337306,109.29569115375017,-119.14363024087054,1
Married,Non-Veteran,Non-binary,UK,27.24773392223993,B,71.79505888188953,B,-68.59674917070862,-26.90157058637459,-62.77064110745487,0
Divorced,No,Other,Germany,156.83496882865447,E,133.43887013589705,A,-0.4370364116155246,-5.377614381250708,77.99866050329268,0
Divorced,Veteran,Non-binary,Mexico,9.78856263228524,E,-27.59841818780299,D,-92.31643366939579,110.39565047136387,136.60465849171771,1
Divorced,Non-Veteran,Female,Brazil,19.376167271008878,A,3.5225005965470646,D,40.74318718732269,31.331149583210525,-86.4888196202936,0
Single,Yes,M,Brazil,49.81314674908765,D,-146.19429967572822,D,-54.59643732910351,49.10250795799806,20.073567338336673,0
Widowed,Non-Veteran,Male,Mexico,-67.4981256941049,B,-123.81154941850743,B,89.80480400808742,107.67037739274114,-4.153788078430944,0
Divorced,No,M,Germany,-8.378289406335677,C,40.31998746791236,A,2.1321924519313784,38.423565641834536,63.333790093932386,0
Single,Yes,Female,China,183.827343878723,C,-17.201877415245722,B,28.364691929368774,-11.271163420480226,65.61406105255669,0
Divorced,No,Other,China,161.85443735794422,E,-20.940839568191517,A,118.0115536291028,93.91056974892716,-5.636791468798581,0
Widowed,No,Other,UK,154.24169782954138,E,-25.61012400829357,E,-44.18232850854157,13.205426825184668,138.2368908893846,0
Single,Yes,M,US,-148.71336494588826,E,-57.95900632426678,C,90.12646925920632,-60.412097355255234,-8.927051326508522,0
Divorced,No,Female,Mexico,-40.50755624879081,A,-50.02692974701224,A,113.37173864372386,7.542243487714516,-98.68390388537858,0
Single,No,Other,UK,-63.62470657711777,D,28.004691039069364,E,8.270438817479189,-12.55373180380501,43.53046053948262,1
Single,Yes,F,US,95.04161461938475,A,-50.834345887536635,A,-38.392994800254186,77.79941957215102,-170.04368227875165,0
Divorced,No,Female,Mexico,122.99726750578044,E,78.1953726074589,A,-34.157790612370164,-75.56985014708162,58.167331151555416,0
Single,No,Female,UK,71.84590952774286,C,170.64925984215122,A,40.78964577344061,-1.6074598666869868,82.52010005147407,1
Single,Non-Veteran,Female,Other,-4.923817799948227,B,53.419455248951195,C,-80.09493167276963,-46.48622087276848,-1.1463642773993936,1
Divorced,Non-Veteran,Female,India,6.266130746417166,C,2.4038881394648066,D,-15.238233922172348,-67.09820197812174,-16.166602334769514,0
Married,Non-Veteran,Female,India,-36.886739066308834,D,17.996665487815118,D,-192.55162281819588,164.68078743674747,-94.30135944341926,0
Divorced,Yes,Male,Mexico,313.48087113210084,D,9.861286534767752,D,-59.48069579955082,116.75315924627996,17.775834127045815,1
Widowed,No,Female,UK,112.64694334283733,B,-76.18297403746492,B,-7.940195762712754,-135.57423444159625,159.40634674900386,1
Divorced,No,M,Brazil,125.04028115856873,D,114.19290908188941,B,70.19474393127679,-196.2303310400428,-171.77626921304034,0
Married,Veteran,Male,Mexico,86.49349552863843,A,-0.6411382048970236,B,3.2159489691915017,-108.40676926620682,133.16031163618473,1
Widowed,Veteran,Female,India,99.6138703287014,B,84.74859762954814,C,71.16818524197579,-9.748187706379714,4.397706984144094,0
Married,No,F,Brazil,-51.844918260194504,E,52.7582171433859,B,91.51435546081883,38.90985200128824,54.909737427451525,1
Single,No,Non-binary,China,-166.62233239303595,A,70.64639333613017,B,171.17854536507255,9.298961269585968,40.1138040548863,0
Divorced,No,F,US,-97.41892464141257,D,99.40457520097037,C,227.92433118934164,75.27110851354605,-113.1472416923655,0
Divorced,Non-Veteran,F,Germany,-106.77890818818936,E,-75.15254877822804,B,185.7422343598405,-114.65256939351545,25.5708652141095,0
Single,Yes,Male,Germany,127.09059001770689,B,47.85609479904548,D,-103.51584575990722,38.883511758561326,-125.7370395120973,1
Married,Yes,Male,Mexico,3.0307588201404676,A,22.369578867541623,B,-148.0904332705302,208.4794978592547,88.97731047434812,1
Widowed,Veteran,Non-binary,China,111.3008530625874,D,255.22226689695793,E,131.30613928411938,-75.04087841128874,106.17587389837966,1
Single,No,Female,India,180.81661896499978,A,-108.69536337817874,D,-54.44003717390509,-123.64448956170895,93.27724848650189,0
Married,Yes,M,US,38.56302474478032,E,3.8737382752962275,D,-166.99358023857903,1.501401147036928,11.626942351392602,0
Divorced,No,Female,US,53.0787813946713,A,260.22543915488103,D,-13.164829365624858,-9.09895336964031,97.06187531856706,0
Widowed,Yes,Non-binary,UK,-184.6001254296959,C,-114.78441383573796,E,37.49943552528344,17.265589954865742,-101.48572724528589,1
Widowed,Yes,Male,China,-114.51663436380899,A,67.86163677437608,D,-13.46351386436371,155.06185809158913,158.7142305418407,1
Divorced,Non-Veteran,Non-binary,Brazil,9.039636939179385,A,137.44015809330884,A,27.749619268131514,-5.966607981940832,145.29512478757698,1
Married,No,Female,Other,-149.31814308738953,C,-110.99311259503312,E,8.437688535339507,-40.89225972421309,189.6724890792609,0
Widowed,No,Male,Brazil,37.483821947952535,C,74.51760623461358,B,-42.06719433831364,14.822890210625395,47.05220362005899,1
Widowed,Non-Veteran,Other,UK,-62.972955609870084,C,66.52707997358,D,26.118053930756872,-26.0570134324951,94.73608254504285,0
Single,Yes,Female,US,-24.870528027145504,E,98.2404301101567,E,83.19247467957977,146.20706456416855,84.73162385892965,0
Widowed,Veteran,Other,Brazil,-33.025427791256625,A,-9.399465336915178,B,89.93578364159247,-61.96613948570299,88.20597733662416,0
Single,Veteran,Other,US,142.703121409565,A,-83.20587452088309,D,-33.14368475520112,-8.1711956336001,163.92166628683697,1
Married,No,Other,Germany,-56.00262983395962,E,26.407539830399852,E,-151.12094812462843,-81.58958047441239,-26.376492850023013,0
Single,Yes,M,Other,255.35363641644477,B,16.94377303585691,C,-292.27085811142604,31.465456590802628,10.46274570918705,0
Divorced,Non-Veteran,Non-binary,China,-170.32622383167364,A,-30.453624274774317,C,21.444244656045765,-60.41544028978235,-19.410010121423625,0
Divorced,No,Other,Brazil,113.45089208150408,B,-15.95725923283011,B,20.10648171608204,41.11436223638669,-27.85972359452742,1
Single,No,Non-binary,UK,134.8040969084354,D,-80.8044571897457,A,-65.3723981449357,-95.19009842950152,81.23306008364261,1
Divorced,No,Female,Other,112.54241011595228,B,45.847849069776,B,-102.37468557318465,90.05676775167737,98.1570147404915,1
Divorced,Yes,Male,Brazil,-54.024145543693194,C,-48.552081420972215,D,-10.073697549473112,-29.344490953147016,190.5347977872342,0
Divorced,No,Other,Brazil,-126.69288532030549,E,101.18530931065047,A,-92.59826947795709,10.689619745560494,-17.638319292925093,1
Married,Veteran,F,China,-154.5546835453696,D,-5.405090059850001,E,68.7770109295697,61.95501439316572,21.583109418425042,1
Divorced,Non-Veteran,Female,UK,-31.977217541561142,B,-23.853714763470816,D,92.49222871802455,-122.26282746745574,-40.97551246508494,0
Widowed,Yes,Male,India,51.89280094866591,D,-11.772934673226683,E,-87.3506203694289,-38.87611769977999,-177.01531411832357,1
Widowed,Yes,Male,UK,-42.978648517573724,C,224.42273274323017,E,145.21885024628517,37.35378944568092,-35.89894315775018,1
Single,Yes,Non-binary,Brazil,38.68476960294307,C,60.06630029652506,B,31.008864605115527,-138.8904524167042,-105.54422483537797,0
Divorced,No,Other,Brazil,-60.754906152920654,C,57.53439388777497,D,76.1766078084479,-69.31431768743036,-17.074331900584085,1
Divorced,Non-Veteran,F,UK,-269.8517441602235,D,98.77648483376078,C,-130.71482571968926,-135.03993172114426,-86.11841354407512,1
Married,Non-Veteran,F,China,4.862882008384916,E,30.29802148514506,D,68.62787655748173,22.326291569943628,-24.62148211808962,1
Married,No,Male,US,44.005907694719745,B,80.9693796548602,B,0.2326989998255119,137.21166524473065,130.64545835805666,0
Divorced,No,Non-binary,Other,-2.085286634390016,E,-160.320093341368,C,87.3963574810316,10.297156493669235,-35.14067633015995,1
Single,Non-Veteran,M,Mexico,126.55988046624876,C,-2.5605476503903914,A,88.92886102067226,-48.19239777107902,112.23091285763056,0
Single,Non-Veteran,Male,UK,-64.12375694538606,E,-157.66206090871066,E,97.159329312329,84.92316924135065,37.449941972846986,1
Divorced,No,Male,India,19.363128233974727,E,-14.803621825181711,D,-136.2186018712199,83.60603115350239,-65.89305331401329,1
Single,Yes,M,US,-73.29572822362826,B,-86.38865680426309,C,85.20853600938526,-46.7463874117259,5.79103228963449,1
Married,Yes,M,China,-47.86136631152878,D,105.66245253641911,D,38.66885900258396,-76.1876903529493,-240.39637295264166,1
Married,Veteran,Non-binary,UK,76.0745847245704,A,64.77235886851712,D,-156.67880949443864,-27.681968674350422,-157.0214500532597,1
Widowed,Non-Veteran,Female,US,36.37213527376771,C,32.40009270971484,D,-113.63222190689557,-105.60461451713236,40.275578515668826,1
Widowed,Yes,F,UK,119.04024859721783,B,17.66061693987525,D,115.7604029219244,0.7472364763234157,-51.29098617771568,1
Widowed,Yes,M,India,35.194931996845504,A,-57.22333533945682,C,103.59882170706933,107.26663189319055,97.18754832362073,1
Divorced,Yes,F,US,-21.925759387479413,C,-53.823065319105154,D,9.01970886506115,-58.84699282662085,29.71080234816568,1
Divorced,Veteran,F,India,-177.58640318119527,B,-71.77933193427947,E,27.8974319886741,89.10619911280477,22.169530497920938,0
Single,No,Female,US,145.1692231656364,D,3.8499908145960395,E,20.269095217385015,-20.188846413511747,119.88317965142221,0
Divorced,Non-Veteran,Female,Mexico,2.0830433281173644,A,15.278479140074076,A,-137.9263756141499,-98.20675874088892,300.53741948568984,0
Divorced,Non-Veteran,Non-binary,Brazil,5.475917786476583,E,39.09140396326537,B,-108.26638604485528,136.97820522319267,13.20606501443351,0
Married,Yes,Other,Germany,120.55053317112328,A,35.82814976553142,B,-18.096187516062344,6.077782737676974,55.82320110615518,1
Divorced,Yes,Male,Mexico,175.1408348335973,E,-26.25807229522349,C,66.98991148339861,-2.7964964225340934,125.34158086219162,1
Single,No,M,Germany,84.59652814147147,B,20.319187737850587,C,-168.66949591354307,-53.0600987791061,-176.34692130861083,1
Divorced,No,M,UK,29.727482305572362,E,-43.90275175226653,C,171.2157771917265,-129.4327366352548,87.27865125028565,0
Widowed,Veteran,Male,China,-238.520423396027,A,33.455601485505376,A,36.29767768837906,65.238388407868,161.68266540313672,0
Single,Yes,Non-binary,US,75.33722979052797,B,66.22419359499584,D,54.015698933214686,-85.60034904166312,-80.50697277747926,0
Married,Yes,Male,India,109.77385377338453,A,-12.867084295115722,E,142.48828271676445,116.61380345401608,170.1899806388703,1
Single,No,Non-binary,US,-54.827142153725525,A,38.366700445141674,B,154.23317693418636,51.08343043800815,60.00836507060776,1
Divorced,No,M,India,-56.367325319459994,B,92.06006196499305,C,-107.9472694917165,-49.575621499967255,26.432488883713003,0
Widowed,No,Other,UK,-112.85271771937433,E,-15.809216494540243,C,199.50562038242845,-8.631683428466225,-68.21313593380066,0
Single,Non-Veteran,M,Brazil,121.25903141313279,E,145.36153467613758,B,59.453354109402134,90.61615554200718,-133.7626837285236,1
Widowed,Veteran,Non-binary,UK,-7.908656183850985,C,31.58231466169999,C,85.63901811156789,99.70292289941047,8.555604877694712,1
Widowed,Veteran,Other,Other,101.79214648186985,E,20.287139570782955,E,-127.48826308692607,187.56322397242485,59.580144081848054,0
Married,Non-Veteran,M,India,-12.170056022368454,D,-262.8096309381544,E,-258.22202704011966,-128.5749370641954,41.92132821026625,0
Married,No,Male,UK,-73.73790595782003,B,91.68605118325304,B,-100.68658220161706,-28.664046903335393,144.98387377567104,0
Divorced,Non-Veteran,Male,UK,76.58408507877922,A,118.02231279196003,B,-12.075877611452364,-109.41900994472948,82.22671710519046,1
Divorced,No,Other,UK,-101.86759684062505,A,-15.811644752661794,C,112.3191088084993,-34.93601326833876,-98.0434513097596,1
Married,Non-Veteran,M,Mexico,50.408962680974575,C,12.763816248709306,C,91.39669710210634,21.225833258344142,84.39610241625736,0
Widowed,Yes,Female,India,-169.17157716636862,B,-128.13822435307858,E,-24.43858387007348,-161.49882773407543,71.70661493232218,1
Divorced,Veteran,Male,India,26.78878185904754,E,19.73750381535727,E,-15.89221600880704,81.82204177891442,-138.67234638202305,0
Single,No,Non-binary,Other,123.5856427598222,E,-136.2227535730205,E,141.79930715400238,-151.9129213198608,-331.21552581253616,0
Divorced,Yes,Non-binary,UK,-13.14663096293375,D,-224.96043923316026,C,-98.41777884764495,-21.173518442464644,96.78875632443655,0
Married,Non-Veteran,F,India,-160.6620212799983,A,116.33409718721346,A,-35.32293196442037,114.02081385701861,96.86389890908809,0
Divorced,Veteran,Male,China,175.15813128048725,E,180.23211895543366,C,-74.54490511077164,-61.52221736231881,220.57903822274517,0
Single,Yes,Male,Brazil,-44.9107999484821,E,37.50576467595075,D,-71.11936810163361,-83.99594592392336,25.58456575380689,0
Widowed,No,Male,India,106.94760127250488,C,119.02749092267678,C,5.802747742429878,23.275124262540686,20.193627076562848,1
Divorced,Yes,F,Brazil,-155.50937582771428,A,-37.85093284518948,E,-15.990242724141421,-83.72682731048907,56.608255135832685,0
Married,Veteran,Female,Other,61.84165287624764,A,129.6796173884979,A,-34.579265506850234,-106.00364301685363,-21.436786816940355,0
Married,Non-Veteran,Other,Other,34.778991164408176,E,-67.73065081975176,B,-26.845060937202213,-52.65637840013776,31.74306084503739,1
Divorced,Yes,Non-binary,Germany,54.29053845645198,B,179.355298060662,D,-94.50852691646463,-78.00850062789225,-173.92990570675454,0
Single,No,Other,US,66.65401141541774,E,-120.33633800270496,E,108.37598909406022,23.718930432553112,16.257997552857287,1
Divorced,Non-Veteran,Male,UK,178.9914920587673,C,-87.30746269728735,D,-36.94333588782688,20.6270265251971,-110.47869561194348,1
Single,No,F,Mexico,-88.54017481038164,E,92.88847357232062,B,81.07429390078943,-88.4882080181127,237.8836177004489,1
Widowed,Yes,Male,Other,5.078554442314552,B,-68.83228176582324,C,-369.19367224429885,7.247755554533746,-123.88143352362687,0
Widowed,No,M,US,139.734067552285,E,4.618877818311113,E,-199.84920073679098,21.8601283888403,87.15412966551689,1
Divorced,Yes,F,China,-67.0793218277979,A,137.19354813859485,E,49.375330832049244,113.88005709036891,23.537605666713635,1
Widowed,No,Female,Mexico,-65.56010041418857,E,-28.799480788022674,C,-4.702176668073442,-141.60003401037557,304.4135258502677,1
Divorced,Yes,Male,China,115.25325028128309,C,115.11810990605883,B,35.02408197588997,-70.97981407032216,73.54147887765902,1
Widowed,Yes,Other,Germany,37.404685746769815,C,49.07621286484477,A,134.39695714586674,76.84298510909538,-8.68819335279261,1
Divorced,Non-Veteran,F,Brazil,-74.6346572144343,B,-72.43402529459956,E,22.212381800705078,130.54887506917714,-130.05103400234486,0
Divorced,Veteran,Non-binary,Other,-6.319381051882453,E,77.88605188670898,B,-46.84606405275954,65.932978237669,-5.41751103865769,1
Married,Non-Veteran,Other,Other,-253.95605096177914,E,86.1268532078315,E,-11.165677786144458,272.8226800819729,-0.498303799878423,1
Divorced,Yes,Male,China,-70.15872726410228,E,55.094272773801315,A,36.72879140354662,12.033240979849069,19.300639375703717,0
Married,Yes,M,China,-86.78037094823753,D,-11.151586355752729,B,-104.80433754688225,-28.345249974570674,67.2036610827935,0
Single,Veteran,Non-binary,Other,87.20387403378844,D,-23.6086845565431,B,45.97801815942247,56.44711314085951,56.915529893549596,0
Married,Veteran,F,Other,21.21444316694377,B,-0.8054078378980966,A,-121.53886324984707,-63.59062276748286,51.58341542305863,0
Married,Yes,M,India,-100.67398447125584,B,68.21700683850497,D,165.41786721777814,-66.41043551463902,136.1743405627314,1
Married,No,Other,India,-89.63663928191461,D,-98.89250599142756,A,-75.45645112560102,-64.11636025376913,-62.548193173617996,1
Widowed,Non-Veteran,F,Germany,148.49678541276933,A,41.30329564194148,B,-9.44799460746847,47.7766958047179,25.385776381846597,1
Divorced,Veteran,Other,US,-34.799299021138204,D,36.961265067363044,A,96.23482022422311,-61.82388620819356,38.80583588877692,0
Widowed,Non-Veteran,Male,Mexico,221.76734120110206,A,-61.02818967907204,A,-121.02808825839277,-55.90952708471168,-112.2060914192834,1
Widowed,Non-Veteran,Female,Mexico,-79.92253223166202,C,-198.88555152982968,A,45.589578785653586,2.723799805063388,7.827429678581069,1
Divorced,Veteran,F,US,-39.52088623512399,B,-135.96907719034576,A,-37.72451639537366,37.19158883535863,112.90903152868688,0
Married,Veteran,Female,India,-20.572941816818215,A,-11.873347869459934,B,-80.17681392219632,-55.63948551883411,70.85956163877596,1
Widowed,Yes,Female,China,124.82034077763471,B,-12.723268465402976,A,-161.91316557855654,-82.12964674332468,93.14408447160875,0
Single,Veteran,M,Mexico,45.12859904915085,D,-17.54844011567684,E,-60.86596547657182,-0.42215158951114307,-59.24918291719068,0
Divorced,Yes,F,India,91.00540854795423,B,-21.739440065409685,C,83.09020707420333,45.71583887178299,42.27205818749775,1
Divorced,Yes,F,Germany,73.65414875926015,B,54.84831523123405,D,54.96938469046822,25.415484779167606,-184.21653182076005,0
Widowed,Yes,Male,Other,-110.65638671098993,A,-67.50616073042298,D,159.12013954809086,101.89332949556946,-58.94078650982297,1
Single,Yes,M,Germany,-142.69000645479633,A,-161.6469169129958,C,-69.97732451134792,-53.04337705808662,-124.25583771723578,0
Single,No,M,Mexico,-97.68953382999132,E,-94.92021725906736,B,-169.74747365310782,-47.07100084019646,107.44662912119327,0
Widowed,Yes,Female,Mexico,105.13815562953366,E,-85.60255682421429,E,-157.31130633299674,-23.882459325654924,-136.76263543447342,1
Single,Non-Veteran,Male,US,101.14701727712807,D,56.6965172669717,C,-148.652417433139,24.703644290131262,68.1553965747796,0
Married,No,F,Mexico,-86.75893363017775,E,-17.79178251802937,A,95.60056360363713,204.0706389913351,-71.72893921945736,1
Single,Veteran,Female,India,-73.05628819829059,A,-18.195829600696783,A,221.37891449644962,71.34902892556244,45.265309673307954,1
Married,Veteran,Non-binary,Mexico,-7.543113936369214,C,95.54488100629472,A,-167.27430420958933,72.07131872918934,145.47530255090453,0
Single,Yes,Female,Brazil,69.55558993124329,B,-281.2308423266449,B,-25.40259166033381,120.19452766519537,-76.5078037774241,1
Divorced,No,Female,US,-67.8349341341275,E,16.996704898776542,E,-149.97976502639196,127.7706830937764,-61.46258309909243,1
Widowed,Yes,Male,China,86.9112485036605,C,150.98591744112278,A,7.803643493032824,-95.66790348771771,-213.7583915464848,0
Divorced,Yes,F,Brazil,131.037202687295,E,-95.89262931224312,D,219.85034956271238,148.64017084162123,52.81713119584425,0
Married,Non-Veteran,Male,Mexico,-7.2449639713170395,D,-81.66065428192215,A,44.09769932075047,93.45625959623678,-35.644453088762035,1
Married,No,F,Brazil,230.8963804127951,E,13.135143003066387,A,-6.648197598087763,-16.01619031290429,-50.09410717895799,1
Married,Veteran,Female,Mexico,214.9308811308829,C,56.62688021835497,E,214.3131003173702,56.68262870498222,-144.6907897712385,1
Widowed,No,Male,China,22.90001530294732,D,3.4570300323963097,E,222.6268034408045,115.1098221583669,-102.97473007132976,0
Widowed,Yes,Other,Other,102.49847299308814,C,107.53797122717327,E,143.42834955844162,-85.55845667982717,36.76837247687899,1
Single,No,Male,Other,-78.20520687957095,B,-45.90733693860644,C,-30.701456013678264,-66.7168141858071,-145.15480842430588,1
Widowed,Veteran,Female,China,21.576132375993538,C,-41.91684391286832,D,-173.50519364041864,108.71553373193174,9.51491953467177,1
Widowed,Yes,Male,Brazil,-24.31673694519024,D,-119.40475332216376,B,172.85385764395036,86.84461307973083,-45.72769969525508,1
Widowed,No,Non-binary,India,-8.13265295532358,A,135.2811948805283,A,-150.86767024262832,0.4801909536418227,2.6748494740014928,0
Single,Non-Veteran,Other,Brazil,-37.22542127021127,A,44.20091577896043,B,-57.310637978196546,-50.513793396734954,-40.408409123067436,1
Divorced,Veteran,Female,India,39.210851183512794,A,-9.190853469932922,D,217.8911350187659,25.266121063800583,-132.99329141711607,1
Divorced,Veteran,Other,UK,-80.50540831204724,D,-24.03924845877505,B,-38.71922029457292,-54.22539169928389,35.26932528973519,0
Married,No,M,Other,128.270339406756,D,0.47018198525368626,A,112.78464595345048,-114.3799197001647,60.86660790382853,0
Widowed,Non-Veteran,Non-binary,US,-40.33136944903777,E,-118.02350486497475,B,-95.46841376348057,-187.5525110554144,-139.97754604435676,0
Married,Non-Veteran,Male,Brazil,3.9543163846618024,B,-99.81596122245172,D,62.113929835757666,-30.13571537207512,122.07538792093528,0
Divorced,Veteran,F,China,-105.91221500135725,E,38.83847609676643,B,-117.39607084355382,-64.39070010188013,-11.201590730869553,1
Married,Veteran,Non-binary,UK,-100.98189254571139,C,-264.5656636462305,B,164.65547892788487,-68.64981090759986,-57.49795854721923,1
Widowed,Non-Veteran,Male,Other,32.25420368352218,E,-154.5719809328475,C,137.88830087659196,74.94911867200939,29.690585727184672,0
Married,Veteran,Male,India,78.50910105414862,A,201.16389553554237,E,21.590401452758094,-160.05075855362526,212.9885897800017,0
Married,Non-Veteran,F,Mexico,-39.32823352361059,C,-16.044429971935458,D,51.21794003248177,41.0518475886676,-133.67115372385584,1
Widowed,Non-Veteran,Male,China,40.106864130382725,D,118.18479332229272,B,-181.09527613455748,-121.02307841012092,37.31016116481125,1
Divorced,Yes,Female,US,14.433637330441842,D,8.729830848849964,C,15.682405732882025,-19.18532103494477,-111.60880100843715,1
Divorced,Non-Veteran,Non-binary,UK,-5.746202070197608,A,-39.557490110945835,D,95.92611115186463,144.8724877581552,-32.56189297569582,1
Married,Yes,Other,Other,156.06545376440386,E,177.5555555401062,C,79.77413740262833,-1.4105253767890558,-32.243235334663396,0
Widowed,No,F,Other,-10.620231697197404,D,-86.30745857209993,A,-23.447983234991398,142.60185445956103,51.12443666995472,1
Married,Non-Veteran,Male,Germany,-105.14436523230368,A,22.584051311256825,C,-71.7505907598223,-31.0376749123925,-19.53287128755936,0
Married,Yes,M,US,-83.07637191301517,A,-64.87675852216677,D,77.3233297679414,14.230191860946398,-66.61791026704763,0
Married,Non-Veteran,Non-binary,Germany,119.49060343311646,D,-126.50907892336292,B,98.15127294632026,35.35464511066973,-185.7407117002215,0
Married,Veteran,F,Germany,-35.20825399959347,E,-57.53995756815294,B,-190.95609389288032,-36.6187999521351,130.7250376933278,1
Divorced,Yes,M,Mexico,102.46294782841608,C,-39.02506574838356,C,-120.36235891507073,-209.00854903663463,77.6328655573304,0
Married,Non-Veteran,Non-binary,Other,-95.24146037111795,E,24.810954097110585,B,5.127136162553778,-39.526711180714564,-190.91726905775036,1
Married,Veteran,F,China,181.12896732178098,D,-148.2639752972305,B,25.612402837630622,2.9453350601920913,-145.07816855417397,1
Single,Yes,F,Germany,-41.47339548223214,E,11.986393995711515,A,13.372197356663964,-13.151568071170741,-4.243519552361753,0
Married,Yes,Non-binary,India,-102.24859857344781,A,190.61643912388405,B,137.4498187674834,56.734615176455726,-69.18134753377059,1
Divorced,Yes,Male,Brazil,-27.919129541053977,E,-115.5515481031822,A,-42.057048607350524,-165.11279483483787,87.9669284559639,1
Married,Veteran,Female,India,-117.73254577194814,A,73.55108264571997,A,18.448432807001552,-80.98042543790633,93.51251062987231,0
