faith,birth_year,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Hindu,27,Mexico,17.30539655176927,107.60392433507877,-8.776883865881986,A,E,C,E,32.430088052225784,D,-148.0268446085511,-103.73111162839548,B,0
Buddhist,42,India,15.981203354199538,31.93862272234626,271.9304469895739,B,B,D,E,-151.85393057023558,C,-162.9261075836204,68.4360352629539,D,1
Other,23,China,22.258543581278133,-124.21410094309712,-78.36623920963774,B,C,D,E,33.060419745267744,B,44.37955161387832,46.663723599845305,D,0
Other,97,US,38.106059630820205,-157.83594920521784,31.42834615292375,D,A,B,C,57.803368780221376,B,45.31071713276128,2.0642229213134486,E,0
Other,97,UK,187.38885224950695,-41.92874487557603,91.12752669878581,E,A,E,D,-170.03950546403757,E,23.19637845185059,-52.550039292982575,B,1
Muslim,95,UK,7.878056736134349,126.69302977871888,159.50632323999434,B,A,A,B,220.21842604755548,A,220.62442876038148,22.144744784927482,A,0
None,37,US,104.78824290850997,82.17270223926182,0.3833864220952222,A,B,D,E,-33.25618351515938,A,19.285521232582113,-53.80992004387909,C,1
Jewish,82,US,40.16872854847718,-47.87507863423004,242.1883667258709,D,A,D,A,59.30465048791871,B,1.7894208528741569,-69.09945458992034,E,0
None,46,Germany,-85.82624758462438,22.722770817955276,288.5040884804348,D,D,D,C,209.3657857109108,E,-41.95966305996287,92.81933215791067,A,1
Muslim,19,Mexico,-55.2196317593536,-71.85276754130848,137.59974283255661,C,D,B,C,-56.759328282968866,D,30.265886163253153,262.94443470409317,D,0
Muslim,82,Brazil,-41.67938220754681,56.88800597836745,-16.446102426016708,C,A,B,A,84.79746086325174,E,122.37156069638826,89.60154655490429,E,1
Christian,74,Other,50.01403316399477,74.73732572757574,-50.56114452279113,C,D,A,A,104.96241943985648,C,3.5888181123344034,-168.8605470771385,C,1
Christian,18,UK,93.59712259761642,-25.34320504195386,-87.1301814372097,A,D,D,A,-53.95286482477722,E,305.1133218784378,85.20734319054749,C,0
Christian,62,India,-101.08408025659563,-97.26291900520825,-1.3520514170794304,A,B,B,D,72.84282215715342,B,57.61269569501864,4.152718901946854,B,1
Hindu,34,Germany,-25.624223242182953,-2.333395909403691,55.94509057125664,E,A,E,A,230.75219824964677,C,148.03424867533792,-155.55365312495903,D,0
None,51,UK,-89.63059041420125,79.8415960659724,93.64109793574761,D,C,C,E,-262.15907037433055,B,-114.17410002877175,30.07796613731044,C,1
Christian,89,Other,70.92258169294409,87.33715891458982,11.30125529874173,C,E,A,B,34.2575143238102,D,-1.8887379100278305,-37.96186411246026,D,1
Jewish,88,India,33.8538023323198,-91.92500906511562,32.991680852033554,E,D,D,C,-182.90020637793072,C,35.66131523003885,10.237124691498,A,1
Muslim,72,UK,-50.005339693383675,-39.261484198900945,-0.07766261182326772,D,D,E,C,-145.39777096944954,C,113.26608203614985,-42.60509243951975,C,0
Christian,89,India,-4.849033301540887,138.08886117043676,8.657496064002604,B,C,C,E,106.5400598215763,C,170.2106070717309,-139.67873276240076,A,0
Muslim,85,Brazil,-114.06233284739886,247.2188897965844,84.90546045816374,A,A,C,A,-53.43459262360831,C,-119.41563961361435,-290.13332865385377,C,0
Jewish,25,UK,-152.17731577124704,14.927879606692965,51.45381507761171,B,B,D,A,3.827214074024305,B,-53.72315528879722,-8.270800423394547,C,1
Buddhist,50,China,165.54956203370836,153.4724410369116,107.72081587369158,B,E,D,C,-103.29335753019852,B,102.94955562945711,92.17868434036565,C,1
Muslim,55,Other,-189.19253055385514,147.73833175500337,-173.01663207637952,D,A,D,D,26.032671514730012,B,-32.83281558643824,-21.256063583760113,A,1
Jewish,58,UK,131.57868616313343,-175.4885147097752,-60.149030751074584,D,B,A,B,10.059194370932484,D,48.99854937682541,-126.79026076219667,C,1
Other,97,China,247.4378387838148,-72.74910675268656,-11.346379564070157,E,E,E,C,136.0236154230525,D,-6.082723587934936,73.7016835573535,D,1
Other,71,Brazil,-28.535831808723906,-140.0221115876981,-50.50656119714696,E,D,B,B,-19.960356198060875,D,14.61371545695255,52.31601326473203,C,1
Christian,78,China,26.771095989647943,-70.39427997222884,68.79305158465175,C,B,C,A,-26.172853586956407,A,50.57381573871172,-144.8315120694356,C,1
Muslim,95,UK,-70.03273289526837,-66.568455454081,-116.31817824677779,C,D,A,E,-22.714790086669385,B,28.94237603974632,-179.3965877016671,E,0
Other,35,Brazil,-57.14542440242912,-26.978702218957647,-58.153391070342195,A,A,D,E,-2.6012232329638554,B,-25.634794008796057,101.90968441999384,E,0
Buddhist,96,Mexico,-3.0309006794765456,-108.37678317455901,248.50116248325435,D,E,C,D,120.39744816069842,A,-29.210260579694523,-26.595814680194387,E,0
Buddhist,80,Brazil,-91.38763041642906,-56.138136724936146,-88.15367563452855,A,E,C,A,-173.92224406220353,B,-16.841103207638348,-46.30886417607131,B,0
Buddhist,49,UK,-12.423065360421113,-5.295306862859502,-276.1906486834699,B,E,A,A,121.37544657529311,D,-136.68010465617832,38.432411252696575,A,1
None,65,China,-92.8746192147823,8.356059147409116,-106.13111628161793,E,A,D,D,53.9656440398265,E,203.03942598439463,25.397903432230805,E,0
None,42,Germany,-41.19029810325234,-61.62194212656375,94.49149226360237,E,A,A,D,70.32258290218046,B,102.19492782419776,-94.46330606030705,D,1
Christian,86,Other,-145.80930998719793,114.86180613141035,241.64790931788573,A,B,E,B,90.26272007863737,A,-42.868134403369915,-77.12793519922766,D,1
Christian,63,US,-148.61886154568032,-1.3164339895002592,-110.93489150397444,D,B,E,D,-185.18335083013727,E,-43.97307728571435,196.53625464463516,C,0
Muslim,62,India,147.80256508064474,193.68411925282675,106.89105979876894,B,C,C,E,-142.54989721975144,A,161.538980283551,12.420423995429974,A,1
Other,68,Germany,-156.5457996388823,-83.00668454225305,153.97240772404155,C,D,D,C,76.82898332505424,C,105.12522764632162,-119.2741115275135,C,0
Buddhist,57,Mexico,-50.380572418557875,-62.908327916575004,-281.27009759401733,C,E,E,D,90.63306677570209,E,142.02804635819555,12.526206988782892,A,0
Buddhist,77,US,-31.8796666517649,51.06807026394693,-77.3868166392079,D,A,A,D,127.0284350151498,C,-91.20519471566942,-115.133872820508,B,0
Muslim,30,Mexico,86.22822926942743,-6.842275395053832,32.74950052623194,C,E,D,D,105.67447989568034,C,30.67922247790729,-79.5290391597619,B,1
Jewish,24,India,-61.322255584470334,-107.74527247367021,71.98199662758759,C,B,B,C,-49.33364289472492,C,-42.12312451833899,206.45341548526116,E,1
Jewish,84,India,-23.87405594709723,-53.04316221141715,52.308433702292376,C,B,B,A,137.59459097475388,C,-213.94981934553095,-2.987728465352519,B,0
Christian,76,UK,-97.23976645627395,-137.0481249904164,-59.1996179668222,B,A,A,D,-47.076205062011,D,-25.68261608540193,-27.73459201510864,E,0
None,28,US,20.082667735505787,-239.08028241924174,4.1101184543606974,D,B,D,C,-14.161978455828594,E,-59.806324226539644,-28.314730044707165,E,1
Hindu,63,Germany,74.5376152381725,-41.3678506646049,-50.801862641839946,B,B,E,E,56.85253652218899,C,259.91017474011574,61.39022543234712,E,0
None,76,Mexico,-84.83899618096515,-49.90564693055604,-46.94708689431188,A,E,B,E,48.131302455596916,A,218.79509774615923,144.099852563372,E,0
None,32,Brazil,27.39411488805305,21.929266537067573,103.44932695520063,E,C,E,C,-68.5612196599818,C,74.63007744999987,-21.19445546379426,D,0
Hindu,18,China,92.27891882539716,145.74979101328438,-45.97096582916082,A,E,D,C,31.469306450711976,E,-6.2550519577378445,-187.9705260569636,C,1
Muslim,70,China,-36.360729515291936,-6.105368427012536,-110.71814852524527,D,C,E,C,-157.61287812200175,A,-41.225056317831495,-19.18003820052916,E,1
Muslim,51,UK,-91.78953041935806,-171.02026777290115,3.2108473510128452,B,D,B,B,-5.622949963873676,A,-40.126740873073956,-70.06562304278415,B,0
None,25,Brazil,11.430996020550538,55.41627659810475,66.19161387560554,E,E,A,B,137.1683767203281,E,-13.328389642436598,-26.614521366050813,A,0
Other,99,Other,-176.42173359146423,51.359649278604216,-13.806967513595145,C,B,B,A,23.79251586147848,E,112.79968240302112,-134.1620270308117,B,1
Muslim,76,Brazil,-121.73057524563443,54.70150040351102,-68.94581918150311,B,D,C,E,-61.092176105955296,E,179.89012686357475,152.36574238512188,E,0
Muslim,86,US,1.4948970540312545,-130.45018003235703,-130.07938739518085,D,C,B,A,178.6330990656453,A,74.32577813091619,32.08006821636488,E,1
Hindu,88,China,27.580673731272533,42.808868011658824,-164.54538738599663,C,A,B,C,-87.74662903890552,B,-193.28189882655425,23.792938795637657,B,1
None,71,UK,64.60029027635589,-121.60969909947836,151.69652069030508,C,E,E,D,-84.3127568242583,B,-10.789341476183607,60.47023307066019,D,1
Hindu,86,Germany,-11.315831173767272,-57.77998318166128,70.29386580304397,B,D,C,D,63.27715920915972,E,-143.04432471951307,-165.9905681744825,C,1
Other,23,Mexico,-167.7095526631795,163.5370990452665,64.05619331601152,A,D,B,D,130.81616353838345,B,103.31115749679118,-14.928890852594886,E,0
Other,55,Other,90.70350646452144,-58.2548308269333,-34.61574386978968,D,A,B,C,-28.66274976266968,B,58.410387172594206,-146.4911060248476,B,0
Christian,85,US,-6.939982314293474,-66.86671250334616,85.8735996044564,A,D,B,B,77.15081481978234,E,14.627072543569788,166.33976231414533,E,0
Other,76,China,200.5252528765864,15.762188762868245,5.24289731059659,A,E,A,C,89.67075345077001,C,33.62967611951386,-71.27196545735556,D,1
Other,52,UK,182.13387932566513,-217.754769282548,-22.69899752822844,A,E,B,B,-8.647886677623667,C,-29.41271131873446,-83.5013723237085,C,1
Other,77,UK,-95.20436042076882,105.13178492115767,114.53700618071171,C,C,A,D,116.85328809061085,A,87.23792050482085,-281.6167583741794,E,0
Hindu,31,China,-34.016466234361026,-39.65423112500312,-204.99248875398553,B,A,B,E,88.72456867876316,D,-136.361811717148,-35.07264549304382,A,0
Jewish,40,India,62.673249897785645,-16.47192231545454,-43.567677337525424,A,D,B,E,147.28647846895697,E,-79.44985752351496,184.45845904996602,D,1
None,63,Brazil,-168.13250279625103,-32.49378228776021,-2.216333979226317,E,C,B,A,43.943888955342295,A,-84.7365748525914,-162.12455669335472,C,0
Muslim,78,Brazil,64.50721974820353,-63.85767536386812,142.33673634313345,E,D,C,A,45.60048842260648,A,-207.18576371577916,93.1914474873725,E,0
Buddhist,46,UK,116.16274084500853,-8.509635146258356,-210.59571984488116,A,E,E,B,1.3473846090021235,B,89.66948155066905,121.034620293048,A,0
Muslim,84,Brazil,-0.9701260965116066,191.88588773692294,-56.38134850825984,D,B,C,D,-259.40011156578043,B,-93.33719480267301,-25.943443426062284,C,0
Other,40,UK,64.1143920909478,67.44700640514152,178.40960036677936,C,B,B,E,-44.76879368651811,E,-41.645941447883295,12.02209187815278,C,1
Muslim,44,Brazil,140.1286999859359,17.421139335238156,-47.2699592385155,B,A,D,C,1.7136096414480746,D,-83.14001144027955,-89.79818424799517,A,1
Hindu,68,Mexico,0.1851724860496344,-108.33228419297059,-53.06792932805211,B,A,C,D,176.32472281178795,E,140.097990731428,96.15302753188901,D,1
Muslim,35,Brazil,-12.078049185018747,-166.04974888563973,30.10676112455747,D,E,C,A,69.49200176472723,A,46.41402438439262,-117.9731297643985,C,0
Christian,90,Mexico,-64.59906668898402,45.007445851579504,-97.43804047360764,D,B,D,B,125.84907156699197,E,22.7320200308571,-110.14766354417766,E,1
Muslim,92,Brazil,-110.49291925007472,-48.975951692075135,-136.36263125119464,A,C,D,B,65.51745726504296,D,-114.78244274233754,155.9605801520622,C,1
Buddhist,75,Other,61.87640705938131,32.40719545570248,-43.75623893633496,A,E,C,E,-173.14286660668773,A,-24.21756462217867,-48.516699070558985,A,1
Jewish,37,UK,-2.453521254719023,150.41674288908217,51.10910039114987,B,A,B,C,-42.02643201697809,D,11.816671120638366,-112.0422683015039,A,1
Hindu,42,India,-201.72143936567775,-54.791050853810084,-122.79693310531124,A,E,C,E,-146.4438936064631,D,51.9234802262097,-5.110274622400956,A,0
Muslim,59,India,-131.54734396158943,69.33767285477144,13.226114665387358,B,E,E,C,73.6403405341567,D,-53.876880726172026,78.38555271173134,D,0
Jewish,55,Germany,190.24176911877186,-13.283990758664647,90.2827742308983,A,D,B,E,94.9888307460957,D,15.896516420288235,116.83387916831434,C,1
Hindu,29,Brazil,-68.81134586208364,-101.62760710601559,-61.697285825229365,C,A,E,D,128.77183422169887,D,-22.026364027406483,-63.12555632309488,C,1
Jewish,91,India,-8.468486761193592,-50.97311194007711,-118.29834855044605,C,A,B,E,127.38385996445129,E,56.11694659953964,77.97530284981642,D,0
Christian,52,China,-136.45199326526466,33.73540178257795,48.67978050927411,E,A,C,D,86.97705842225074,B,-8.53284260217925,33.04524809542361,C,1
Buddhist,27,Mexico,97.50257953601268,-135.09425119151274,-25.17040830375497,E,E,B,C,43.56405141113602,C,-68.93379353772893,-1.9751151536467826,D,1
Other,94,China,-50.16069826524372,-107.53504962121916,120.42552123649996,C,D,D,D,27.63156341531246,B,-103.99064999338043,74.93542895899998,C,1
Buddhist,86,Other,-50.635690114298626,94.30588812203618,65.04156420015597,E,C,A,C,-41.16266609033584,C,28.857185665834724,64.85117085659145,B,0
Hindu,98,US,-127.30099953895765,82.95982616924692,34.11366509028489,B,B,C,A,-38.095552201200455,B,9.443841011261839,67.1335109394529,B,0
Jewish,30,UK,134.48487643204163,-8.64147978991228,-68.78808058943456,B,C,D,A,79.24985022962728,A,-54.18425758312112,-122.2727285241008,B,1
None,99,UK,15.798173249973704,93.09767009447737,186.258527992913,D,A,B,A,5.84749937763797,D,-72.40563761900573,109.34181781505521,E,0
Other,90,China,-23.13627381559063,25.791818286651303,-245.1621028584834,B,D,B,C,187.57930439503602,D,-179.45066177973845,-300.90995336824693,A,1
Christian,52,US,71.49282503102116,-13.774333514225596,-28.254146142240188,A,D,E,D,-5.480218106715112,E,69.90539942544879,-144.27628236023872,A,1
Christian,33,Other,11.086696135637505,55.970301496379804,17.439441878213756,D,A,E,E,-69.8920760609046,D,-264.27937553785875,14.788792519289226,C,0
None,47,Germany,130.9658484630616,-201.11382726655035,177.9213698258034,B,B,D,E,75.8057844948492,C,-99.20978269125196,-131.3595062852499,A,1
Hindu,61,Other,-121.0892901377445,-279.5902403880637,78.2634553321756,B,B,A,E,125.60296076901578,D,-33.68573218778766,-74.18991037820817,C,1
None,20,Other,-11.297567820190979,-96.7820360542443,-104.70985005307243,D,E,D,A,157.3779724256319,B,-43.97883291220603,61.018789817589145,B,1
None,94,Germany,-13.75659718887742,-37.13023007340201,-54.7674938432815,E,C,B,B,-132.050755409255,E,-116.1387182994577,35.66896907771262,B,1
Jewish,97,Germany,92.67781386168218,73.51183114918865,-19.974084511140784,E,C,C,A,36.128127859282266,D,5.100908992193121,-111.37387826192509,B,1
Jewish,67,China,-53.42252403498041,1.2090295364154628,-163.6681526225528,B,C,B,E,-95.59023240127729,A,76.32829614644237,-65.7560409511419,B,1
None,43,UK,-0.161046924155185,54.15185679989597,52.970843973241735,D,C,B,C,16.77864304472852,D,-53.879193332731234,29.79263782625226,B,0
None,76,Germany,100.48669105604631,54.453062818253564,-42.13006434328997,B,D,E,D,64.99821536554877,B,-128.36244788125794,59.031385452789266,E,0
Hindu,19,Other,128.01039072944963,116.3844078227061,-62.998197009005686,C,A,B,E,100.66555269857646,D,72.21281965693449,-83.66379647221028,C,1
Christian,37,Germany,43.06178974239682,14.120272515910942,6.453301102010471,B,C,D,C,-237.13420569148167,D,27.15921373365552,74.72846667645416,A,0
Jewish,31,UK,84.37667198049733,-77.59073697098454,-13.573538006347336,E,D,A,C,228.34957602661956,A,-21.618664017129852,187.05586337450626,C,0
Other,75,China,-89.2687351512142,-28.92300308798989,-52.47977223423555,A,E,D,A,-70.51473712064345,B,-101.8976712367525,-97.63169665249367,A,0
Muslim,42,Other,-65.12173539627825,-3.477547879082455,168.7275780942754,A,E,A,D,-249.86282253127956,A,-38.24230287013777,70.21508030647534,D,0
Christian,97,Brazil,-65.90734569407351,-132.8950233709125,19.785007478544404,D,A,E,B,-77.78645246124991,A,-38.95403868315027,128.4229297998994,C,0
None,42,Mexico,-122.22788397584965,134.93173293328618,8.707140631005826,E,D,D,B,2.8831120722368544,D,88.48484400876853,27.264839371729856,B,1
Jewish,70,China,149.53722271669994,62.58246573028732,46.39844399807152,D,E,E,C,-101.0178112575752,A,-32.910236163754284,-52.73986785848931,D,0
Jewish,39,Brazil,-156.93638253752354,-114.66010718229522,9.011066412067033,D,D,E,E,-164.1960850696991,A,-58.376910309066346,-69.41664555362152,A,0
Muslim,77,Brazil,-136.05074676337,-33.58877591073738,-33.081841118382535,C,B,D,C,14.551906506099128,E,7.168375436996678,-261.38603157465974,D,1
Buddhist,19,US,202.43456778405476,-143.74864291686373,48.654670139921706,E,D,B,B,-170.71226579898536,C,71.87186195977814,-53.756098460647614,D,0
Muslim,72,Other,96.76873254439583,-91.20850458086929,82.25006650066946,C,E,C,D,-92.45683215236475,D,137.29545575009348,95.1042797470091,C,1
Christian,62,Brazil,45.81126886180388,-1.1129636677274528,100.00237180144916,E,A,C,D,18.15383088915396,D,-86.8849031979574,40.07774126140139,A,0
None,67,Other,9.359486935443412,-90.73972554070933,62.888790362038726,B,B,B,D,-115.1333819530879,D,137.96202548012704,2.9437120652888225,A,1
Muslim,60,UK,-74.63159803529265,-133.37754751641992,-5.125202688068872,C,E,B,E,3.0823172911805976,D,-46.45239138345125,40.200572764417394,B,0
Muslim,95,UK,-81.59814983250037,-31.987605360791104,25.331893384213373,A,C,B,A,-25.182193077895505,B,-47.25654333290532,25.52557274116638,E,0
Muslim,45,Mexico,149.16808500186002,-64.86126635166765,-30.382748064830146,E,B,C,A,160.89726435016874,A,154.84855651017693,-162.27571012601453,A,1
Christian,77,China,69.96548757541477,66.63011212265555,113.22899885319416,A,C,A,B,138.96373763211548,D,-160.00828645068265,-55.159096675479205,A,1
Christian,91,UK,-47.24097657171799,195.28510697442522,99.27812620544543,A,B,C,C,-84.38429802424264,E,51.09967448013693,-34.98046248750099,B,0
Christian,33,US,1.4126651616561954,49.0166505210658,-66.02286263027992,D,A,C,A,-293.4458544368493,A,6.754716091550359,-61.36951020513203,B,1
None,18,Other,51.738688700791066,4.8603608272104974,24.867026530603464,B,A,D,B,159.65221609275858,C,76.25910086675351,-46.81573261717251,D,0
Buddhist,18,UK,-74.94761342958627,-122.19895766346924,-40.82474518158466,B,E,A,C,-52.342072662489144,D,-82.3937556076694,12.532487689220243,B,0
Hindu,34,Germany,9.860452060315117,-86.83953312718646,-45.78280753805235,D,A,C,D,-6.304279372407659,A,154.3859289680145,59.90690410466293,B,0
Other,71,Germany,-84.01297938192972,-8.369414627821461,-69.00200998384587,D,A,A,A,46.7668744230778,D,-102.08250619954103,-75.58487284515769,A,0
Muslim,56,Mexico,-35.94872593157641,-51.43006840762004,251.35932542359032,E,C,C,D,-54.87908734056366,E,59.39076618948346,4.1239630474833815,E,0
None,79,Other,99.82602693297648,-14.614107168334108,36.25185374741872,B,C,A,C,29.022347529525593,C,239.56036854940757,-122.6663974940563,C,0
Other,96,India,135.46146012746703,85.71849624018556,-129.80862754785355,D,A,C,D,58.13351791677688,B,106.63798642193498,23.27573884515675,A,1
Christian,27,Other,140.47440700777616,-194.65662904209157,-43.171206160667005,B,C,D,D,64.89682906363919,D,-13.474766506032115,-91.98268486560954,E,1
Hindu,23,India,-91.48108014123272,-159.99532088624045,26.646407979470823,B,E,D,D,-22.71420183925415,E,-115.30520624611158,55.53834939791249,C,1
Buddhist,77,Other,-14.22154344409532,-12.42908114064362,89.37485321890216,E,A,D,A,33.99555308419865,A,-151.0360420190664,-181.6839157774542,C,1
Muslim,24,India,73.34446152921933,14.884825345504456,141.34371057730672,A,B,C,E,-27.661179788872005,A,-0.10624986523061798,45.591387175699815,E,0
Christian,39,China,-105.67420053880203,84.63870185176928,-188.6905988270891,E,E,A,D,133.73003871758135,D,59.03416059120459,-91.61905732071743,C,1
Hindu,35,Germany,-25.155475305572462,65.04657677203778,32.72866046642454,B,E,D,C,57.15369514251666,C,33.36989992525269,246.48929431947226,C,0
Other,50,US,-11.376375988958932,-104.85740233801066,37.97347518070885,E,B,D,D,-69.48179491560221,D,-117.77691326502784,-78.18585295252252,E,0
Buddhist,82,Mexico,-199.42629343827062,22.532127504662906,90.97014900398942,E,E,E,E,64.29160979661212,A,-135.40776433845514,22.653171007759425,D,0
Buddhist,59,Other,7.293820152816477,167.78488124058975,-130.47444442326005,E,B,C,C,57.79289180195877,C,-83.77893475087339,-122.65105848496181,A,1
Other,18,US,68.00150441774707,61.251200404200176,11.817893662074793,D,E,E,A,-141.30273397767624,B,249.80160221604152,-73.56471001183522,D,0
Christian,62,China,-106.95958859297674,104.55326073924518,-100.06888955446635,C,D,B,A,-57.118898945860785,D,-51.80979705573534,4.455463559183794,B,0
Muslim,59,Brazil,-182.92631255936777,-105.82947378021679,157.07020154462083,B,C,E,C,-19.11825159670812,B,122.42809255817019,-52.402261675973584,A,1
Hindu,61,Mexico,-78.60560753408505,201.24447479806636,-56.914124973141845,E,A,B,E,174.69678609367017,E,-92.89987823816664,19.50778374531739,B,1
None,97,US,-83.44892219468446,-33.41581273378233,100.76277512428852,D,D,A,E,16.553145175131625,B,-84.9127697847851,49.415721145687776,B,0
Other,46,India,5.549732522567749,-123.52933764481688,-205.05567578121085,D,D,A,D,-72.54567270410634,A,-190.38759039933552,131.9996652794756,B,0
Hindu,48,UK,3.0330222165641016,189.72875571838992,50.378189615958604,A,A,A,D,-135.26862136097225,E,171.18336672677245,89.59962917127248,B,1
Jewish,23,Mexico,-64.49582536740782,-98.13640383561837,85.74854269195782,C,E,A,D,50.223856511668664,A,-94.10107682260946,-149.02907248741576,A,1
Buddhist,81,Mexico,83.73546006457242,-109.9184612591074,-14.208947055820653,E,C,A,E,133.78719169881356,E,87.65865603046463,82.91558222475241,A,0
Muslim,82,China,79.56742786797209,-5.148422898891825,83.11288062139423,D,B,B,E,18.0918147990642,C,71.79635476888843,41.7113737108253,C,0
Muslim,67,Brazil,102.65328405158749,121.34410298290265,110.43600546454213,D,C,A,E,-124.23016179244834,D,-31.578077123900194,-3.5889051315088802,A,1
Buddhist,51,US,97.85022721462464,-155.3293782120849,-223.35370003372753,C,A,D,E,16.803481859242662,A,-179.10588497687533,110.79514478387524,D,1
Hindu,77,Germany,-3.262630459958206,154.40873523774422,-232.09605816767743,C,D,B,C,222.41084737775986,B,-25.259396496822422,-14.56741796856125,D,1
Other,73,UK,-11.560221219130256,28.18661022004853,-217.9502612552731,E,E,B,A,-36.152629458590205,C,-89.74656219376715,148.10672216221786,B,1
Other,65,Mexico,-19.340929258168813,-115.31566037967305,13.997134574168479,C,B,E,E,-107.12237351017777,B,-3.798075713409231,22.00106822954676,B,0
Muslim,39,China,97.03720369007056,155.13673190233126,58.6683749525156,E,E,A,D,-76.50589739200217,E,8.130981628252108,-65.46278577587097,D,0
Other,70,China,-1.6677573239395722,-153.2161466378862,39.78065216560297,A,D,A,C,25.10294763333939,C,-51.91213365052586,197.19845542448218,B,1
Other,29,Mexico,-53.20799330818333,85.40659266927501,-105.82165669870048,B,B,C,E,-67.00240921071041,B,42.84580260304881,-33.08648813480867,A,0
None,66,Brazil,-51.172379341559285,-131.70717378317357,39.00856821821422,D,C,C,C,-33.121139108697925,C,23.36369002824741,83.40177750676015,A,1
Jewish,19,Germany,247.0930299175626,-68.84217127886161,-152.3750977287181,D,E,A,C,-25.1165042975855,A,63.82302935151347,-11.24579258423455,A,0
Buddhist,93,Germany,-74.86161971661363,-30.685765951724477,15.248283002426898,B,A,C,C,-87.44326982544361,E,-110.59304337812151,15.623707464646586,B,0
Hindu,91,Other,37.14291930158059,-44.54719835228568,-46.01973089942552,B,B,A,A,-34.315464054374104,C,-72.904000583569,-43.719873029389575,E,0
Muslim,67,China,-94.4422687096671,20.351727578447605,-140.8356137122009,A,D,D,E,36.21492343682689,B,-46.73837631857193,-163.06082725257446,B,1
Muslim,72,UK,258.90637628453254,25.340411113923274,-40.41732907093456,B,C,B,D,-101.28506711562014,A,107.10091801409654,-26.85453015690268,C,0
Muslim,78,UK,110.98047840195014,-2.6536911716084104,118.86527684653585,E,A,C,C,-56.44584746735133,E,65.5859806292326,-160.62741396109163,B,0
Hindu,44,Mexico,92.62949376408763,-44.58734944062557,-96.53678080857175,A,E,D,A,37.91346998972929,B,-105.71769356880706,-61.48887947262073,E,0
None,22,Germany,197.7160361327536,162.60761942138353,14.749447000925702,E,A,D,C,-64.28788841979743,C,-189.35563365418656,-105.42453919062025,E,0
Christian,71,India,-68.95237047976718,-129.3377464731661,42.9344784962806,A,A,A,D,-192.57155449243479,E,-125.36750653694702,43.56379019290885,C,1
Buddhist,32,Germany,117.58790225485627,101.49721159067711,-185.6952454419387,D,A,B,B,-11.485874666135706,C,8.703648389103563,87.49949041579531,B,1
Jewish,90,Germany,-69.00946855364045,-50.180224935884056,124.12774948234959,D,C,A,B,-112.12354692199442,C,-150.49567424366586,121.39092851870983,B,1
Christian,62,India,-55.72616802638491,-146.021456977827,158.90234642192374,A,D,C,C,44.54125971110792,B,-112.46687571183975,218.8936697536752,D,0
None,51,India,-40.038615351202,-48.652444544393596,14.034591412356889,B,D,A,E,-50.628245979134746,A,-54.17336724590398,70.7603848420454,B,0
Jewish,91,India,89.44231446535883,58.89674809976636,-0.7348490294099815,B,E,B,E,-27.376760610921597,E,-42.021008688299375,-101.82367876739407,A,1
Muslim,83,UK,60.333006149967794,-109.49044194445332,-97.81993642996663,E,A,E,A,119.78166402974557,D,42.3528881596947,66.59447947908535,B,0
Muslim,62,Germany,-26.789584796490857,213.315038382292,130.69417108859355,D,A,B,A,-39.45733112383041,A,93.18640712723474,88.52767782501682,A,0
Other,59,Brazil,-8.502379945266544,62.55140301036214,-138.56808312485376,B,D,B,D,70.97453410574532,D,13.523228215629167,-201.83830873626522,C,0
Christian,60,US,-68.26191610701898,-12.00317461407789,-22.539534681657962,C,B,D,C,84.82072400399008,C,-101.55331288439811,16.946139537781853,C,1
Muslim,59,US,-218.06349798111796,-55.84985466437542,-134.1871504934473,A,E,C,D,-122.5276317676683,A,30.111412394977634,34.32666939520981,D,1
Hindu,27,Brazil,-148.9207310023998,23.58380353193293,16.476480665537714,B,B,D,D,-16.8963571508677,C,0.9955371431316695,7.963813124895387,A,0
Hindu,86,US,44.549588182261076,101.2125768727375,-8.189548644348971,E,B,D,A,-72.50502013760129,A,50.315381649936555,63.70209431520233,C,0
Hindu,28,Other,-66.87080809669995,-131.68262435104916,67.95922147081447,B,A,A,E,55.03281150694732,E,-81.45266944549809,-28.380350590974412,C,1
Hindu,96,US,-84.5003810179065,114.54075987848233,-91.87191569243352,B,B,A,B,136.71867987787115,C,198.03558001438734,150.40550287208669,B,1
None,95,Other,-20.985931371569723,-70.76235789688631,-42.46865912228274,C,D,D,A,-187.2351028340862,B,-178.27059175789898,118.78354201859263,D,0
Christian,53,India,-32.23818276057672,-38.13184557637866,-70.21094619373191,B,D,B,E,93.35019255848873,E,-45.44066797820939,48.516413031424435,E,0
Christian,86,Germany,36.259028467779956,-35.9055270068739,87.7975956716155,C,E,D,A,-112.39290363743835,E,108.56266100934435,9.946726924630768,D,0
Hindu,48,Germany,-107.47720191520831,-186.51375666431852,123.69922401527562,C,A,C,E,81.82258511298569,B,-101.30610412016252,121.93278514433032,C,1
Jewish,83,Mexico,89.83734527889517,-217.43509581917903,67.93419767396063,B,C,B,D,-39.150833891096454,E,-37.45454891752591,-31.708765448924918,C,0
Christian,71,India,114.61056849350355,95.08849568005544,-103.1736524345479,E,C,D,D,87.59028280492687,C,-25.613056662590814,140.47561423314679,C,1
