veteran,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
No,71,C,C,C,E,B,90.55833768269783,-95.70890888713028,E,-16.865139251265784,161.29778457672631,A,D,-263.9828950169033,C,B,B,A,93.22053340652486,47.139620822112306,1
Non-Veteran,22,D,B,E,A,D,30.654936240108793,-36.33779643004408,C,17.898626714832858,-163.3821941042318,B,D,-112.56484277136984,E,E,A,A,2.983749864749937,189.20100192367485,1
Yes,45,B,A,E,D,E,16.38960861249433,7.874767495949768,E,19.159593450331343,160.8445972726715,D,E,-89.6049552779509,D,D,D,A,-32.46630795317423,57.30179476579556,0
Yes,42,A,A,E,B,B,-79.52979908038324,-44.65514332391013,B,-114.92357348036732,27.34463852983916,E,E,-104.29791344382453,A,B,D,D,-38.006032609154104,-129.28025041741896,1
Non-Veteran,62,A,B,E,C,E,74.09713068405213,-86.27519996656498,D,20.314106514329243,124.76128815001917,B,B,-0.19623360529822217,B,B,C,C,22.667926054860555,84.28423622707083,0
Yes,58,E,E,E,B,E,-63.165112772249934,-63.14754702266385,E,-44.97918934109023,96.78836574806508,E,A,2.186028004146753,A,A,A,C,174.22105764943217,-170.60973655133114,0
Veteran,63,D,C,B,A,C,40.8808118243326,58.6117945106103,C,-104.80796016046612,46.55525003166543,E,E,-46.64657430984784,A,C,D,B,-95.30698751356881,77.15030892855262,1
Veteran,20,C,C,E,A,B,88.17774574002104,64.73057559177678,C,67.92301206634494,-139.21802538139832,D,D,-121.20698827955911,D,A,D,A,61.09982872540972,-64.97820025156187,0
Non-Veteran,46,B,A,A,B,D,89.6074757608842,50.689928788135106,A,83.6840478530096,-35.55500628619284,E,B,234.79086071126974,C,E,D,B,-39.54092830508367,147.3363517562686,0
Yes,64,D,A,E,A,C,54.54465790528336,22.87183099510316,B,-101.38889899231975,-12.625492685808549,A,D,84.19668623366033,D,B,A,B,190.47105427648438,159.6053835462458,0
Yes,53,D,D,E,E,A,102.74899165856944,-48.69100730529041,D,-79.15406379578127,92.99060994228059,E,D,167.90309038718576,A,E,B,A,-37.87330677484092,31.62188967195336,1
Veteran,38,D,D,B,E,A,-127.38018813554544,-92.90983554036274,E,13.159482338302396,-94.76898566400818,D,A,80.72968015052537,E,A,C,E,-118.75517369170296,17.585653793724788,0
No,53,D,B,A,E,B,171.48373749111252,-33.14908949273361,C,-17.837614757848172,278.1236748257675,D,E,-144.9363011764368,E,B,C,E,51.11063302073805,3.1875848748670728,1
Yes,70,C,B,D,A,B,98.8504300410732,-49.92373389528972,A,-7.18958738686092,-109.60518727144688,B,E,128.5762650906341,E,B,E,B,29.434064027456568,63.996150270625854,0
Non-Veteran,44,C,C,A,C,C,-37.67836208215758,95.4341548198147,D,33.923875362120306,-153.7468004120874,D,D,-16.507485618834046,A,B,B,A,101.77760126832356,-21.509173890354514,1
Yes,36,E,B,E,E,E,141.25847697051532,-52.00907599516206,D,-45.64673454451873,-10.804080216352292,B,E,6.987852873061941,E,C,E,E,-114.08475560649869,-60.492547197707026,0
Yes,48,C,D,B,B,C,-33.69568556851406,159.39507410925592,C,94.69179458829095,10.71878442687349,C,A,194.20725191177482,B,B,B,A,21.063050626909686,123.15063983544991,1
Yes,50,E,C,C,D,A,15.461553501004847,103.4963241817045,E,-0.7787107169448243,-125.82238374678934,C,C,43.729142837420795,A,E,B,E,87.80336939041791,2.0577156105634287,0
Non-Veteran,49,E,E,C,A,D,-48.67260364837166,19.32826623840997,A,-70.33168151315772,-46.501611509685574,D,B,-111.3552667489611,D,B,B,A,133.48160430996882,97.80418019497932,1
Non-Veteran,25,B,C,E,D,B,57.606337842817226,-56.676126730596025,D,173.53747473808295,191.04502975977323,D,C,-3.5111626699718954,B,E,E,B,-66.13295505789513,128.18118043554884,0
No,35,B,D,E,B,B,-179.00120683325983,101.0885555382062,D,64.50450831182548,-40.39427758487366,E,E,128.9708873340988,C,D,E,D,3.910250263485175,-61.93074130293654,1
No,23,E,A,E,E,A,-76.42094955337761,63.88030427194741,D,55.785481366902346,137.04186011842282,C,A,-51.19779524976808,E,C,C,A,43.218921759608634,-15.095015933401285,1
Non-Veteran,50,C,E,E,B,E,98.10335142463866,159.83606744422906,E,-64.75555920750394,139.37831292729277,A,C,75.64992990626239,C,C,D,D,40.23638352706133,29.283697484742987,1
Yes,64,A,E,B,E,A,31.14060499915449,-105.82962320749499,A,-64.46941397178556,149.45458556423634,E,E,13.627877540984867,D,E,E,B,-152.6619201322061,60.62333166640692,1
Veteran,76,A,E,B,D,A,40.95492939884842,62.20357152424998,C,135.88947223320423,20.77923269053773,E,E,-135.2988554752078,E,B,C,D,94.54402039349957,92.91995717354598,0
Non-Veteran,42,A,D,C,E,E,-138.6979299351095,90.93794570648556,E,-13.489375620426827,-160.82826889692305,E,C,102.61572974434283,B,A,E,E,-131.3690956775091,53.43197615284099,1
Non-Veteran,69,B,A,E,E,D,54.132207845046345,-39.95137823409862,E,-3.981887260893403,183.0292844578984,B,D,61.434095338623074,D,E,D,B,-103.32492296948514,87.55152971701385,0
Non-Veteran,38,E,C,E,D,B,88.47071367541281,1.2302888166552464,A,-164.11804919070482,-10.454618014966192,D,B,22.816843624420965,B,D,B,D,108.37403074464791,-133.3772038761665,0
Non-Veteran,29,C,A,A,C,E,-78.13206976546478,45.45399259661878,B,4.483858935379329,-53.53993734334503,C,D,-14.34775853737767,C,D,E,C,-51.8785086204557,-99.3924423886487,1
Veteran,70,D,B,C,C,D,-22.528857054662982,-218.13193178057455,B,-35.08986125539179,122.23840422787798,C,B,86.21352009091176,D,C,B,C,-98.41137949285186,-0.024448564608433417,1
Yes,60,B,D,C,D,C,21.34027130427879,-40.407478874647154,B,-82.04692244337369,-154.5807054385206,E,C,-122.87626200283887,D,B,B,D,-35.674878430487794,140.02079546757182,1
No,21,E,D,B,E,A,-190.417322071629,-26.164746216152217,C,-159.13118179208462,-69.51028541187891,E,D,248.70605594529107,E,A,E,B,89.63463653237669,-18.532053067255955,1
Yes,52,A,D,B,E,C,172.74760964449123,-114.43126001969507,A,-80.51128453473518,48.44321280573548,D,D,79.2123267930365,A,E,A,C,-122.60506409690588,54.73284214604749,0
Non-Veteran,67,A,E,C,B,A,182.24368694454134,197.64818676190518,D,30.41107406731444,79.54941626228306,A,C,27.02596136978747,A,E,D,C,-95.47316198436148,232.90520320837186,0
Yes,33,C,E,C,C,A,25.44276819819997,-87.92218910442688,A,139.52002104867026,-49.71256643484308,C,E,-104.02054952877788,A,A,A,A,-180.06776887517825,57.34918700333276,0
Veteran,47,A,D,A,B,B,-131.9470445356318,-23.277974328171886,E,86.1019249665692,172.09499462868405,D,A,-34.47737296166318,C,B,D,B,145.04689788036183,38.33680224292793,1
Non-Veteran,35,C,D,B,E,C,43.75099408617515,104.17258416544944,C,-23.362131251292514,134.0621599543555,E,C,175.37913853478923,C,D,E,C,1.0481366752237937,122.72458066600565,1
Non-Veteran,76,A,B,C,D,C,-136.8223641523753,-82.93130285530069,B,159.73107389720903,66.9770379924816,B,B,-33.99701586317676,B,E,C,E,-52.50032428592958,-92.71867334441525,0
No,54,D,A,B,B,C,208.4767058367666,-115.18714503208855,D,-37.90664951761051,-166.04979595654316,D,B,10.150825137209301,B,D,B,E,-25.60840801839941,221.7413978921402,1
Veteran,73,A,C,E,E,A,119.69367476774653,-132.7638789763553,B,81.50253940158203,-92.95877599160598,C,A,-34.565573455673565,C,B,D,D,55.80279279633962,19.275575175060148,1
Veteran,70,A,A,C,D,B,60.809576918992704,57.19533282074638,C,-47.12956157653657,-34.780228799810196,B,B,7.320981596096917,C,C,C,E,14.838600738406441,-20.503554825791458,1
Non-Veteran,35,E,B,C,B,E,79.58399968777998,-58.248136576524075,A,20.826553505213067,-217.80487625700937,E,A,156.01492769396293,D,C,A,B,39.53743571074397,-8.841574224878993,0
Yes,64,E,A,C,E,E,52.148942726315376,-93.34356199848884,A,-150.48526768845792,-116.63982041689947,B,B,121.63476832912173,C,E,A,E,-49.354050982269165,-76.43955321094887,1
Veteran,68,C,C,B,B,D,-44.66946722158652,-125.17257524593765,E,63.67457570806504,36.11007674023013,B,B,-10.882929402477368,D,A,A,C,113.02085721767097,-38.34367360985117,0
Non-Veteran,44,E,A,C,C,C,33.44594654622104,22.03709180116774,C,-31.684043857269383,-60.3572778481403,C,C,-7.494308605068962,A,B,E,D,-115.90278577763469,61.15454634181607,0
No,43,A,C,A,E,D,45.67956549655511,115.87076082147583,E,-72.61071565151428,28.331812172614562,D,E,-97.93373718365108,C,D,E,D,-65.71047699147087,-26.00994419270392,0
No,68,A,D,D,A,E,244.57574086190994,-25.066440396857903,D,-84.36568372833561,-117.00388302839515,C,A,179.05683834377416,D,A,E,D,51.64484049078643,56.92845424683692,1
Veteran,18,C,D,B,B,E,57.567614746282956,226.34445828916375,E,-37.01314921069941,-5.49417279156538,E,B,-77.53015965073305,D,D,A,B,-125.8118959016354,107.43592095811927,1
No,58,B,B,C,B,A,-16.643801198131534,132.51621967641958,E,37.11903145967466,-85.57358502194238,D,B,71.45770334699672,D,B,B,A,135.53734771421995,-9.008373606898301,0
Non-Veteran,44,C,E,D,B,A,44.68965160005914,41.698496503020515,D,-48.27165249251695,117.18319479430916,A,B,121.66922331649421,A,C,A,A,-59.43672903508047,-27.14058055646189,0
Non-Veteran,69,A,B,A,E,A,-81.41946897877945,19.333449132440652,B,340.7532166529465,72.08529828424604,C,A,-70.37275861097633,B,B,E,B,77.98137155238717,26.078850150053047,1
No,33,E,B,B,D,D,-46.92894117636352,11.035048059925652,E,123.9978894536927,-29.510531651093856,A,E,-6.562960849576297,D,E,E,E,15.374313136646354,-87.9083078611276,0
Yes,65,A,A,D,C,A,1.1901354474100159,39.39526422057066,D,24.870876502278442,-44.01114345280371,D,B,-150.8443334536922,C,A,B,B,-115.98637420433107,-31.746802583404087,0
Yes,49,B,B,C,C,B,91.82581149095206,-66.14491227539352,C,162.21718523412085,145.3277958388269,A,D,-36.530513262674084,B,A,D,A,-182.96480250471754,-14.636560159320785,1
Yes,56,C,E,B,E,B,-186.6187299592347,-91.29815805154199,E,4.7784776903698924,119.84268565967523,B,C,13.883970060487863,B,C,D,C,-50.89626239818838,-72.95421135847971,1
Yes,79,D,D,E,C,B,-67.07806684189914,-72.96326758676237,C,86.70007627150376,-21.803604764685154,D,E,43.60628509350561,C,B,B,E,-14.764767474196796,-20.21807956401462,0
Non-Veteran,67,B,C,E,C,E,-82.3195326200838,112.05527453669811,D,-137.2575067679742,-49.622979583971535,A,E,162.58788359715095,D,E,C,D,35.35326386053947,162.3505393726946,0
Non-Veteran,36,C,C,D,E,C,-68.64876576296561,38.569953316846494,D,-91.63399186797596,-133.57242595495194,D,A,41.828409602127984,B,D,B,C,-46.582675279860666,155.46822386236818,1
No,69,E,A,A,A,D,1.639879998219464,-120.32655551105384,E,-127.06738742037511,-0.6329829209206822,D,E,-104.56539662697524,A,A,D,D,-45.54791113048029,62.458497191788354,0
No,32,C,C,A,A,C,10.390967908802569,44.805934037181764,D,-212.0789691404445,-292.5565732131217,D,E,-129.55482314493744,E,D,B,A,-197.62843320740672,-49.14689935480677,1
Non-Veteran,51,C,A,B,C,B,-39.89223995654129,-69.50665054971657,A,-22.4044209545283,-103.3410098963516,C,D,-40.26821698910252,C,E,C,E,45.261695607319176,71.48446577245524,0
Veteran,36,A,B,C,E,A,-14.141624682909246,-46.85741254952577,D,238.1881788371651,47.39587243340366,E,D,-2.053205754866209,C,C,C,B,40.95259435214319,-47.51798883168335,1
Yes,76,B,A,D,E,A,37.21107323150481,39.16590204923709,E,-74.18346983292999,-149.69384951757297,E,A,-111.51288910552996,A,E,B,B,82.77788407750762,100.02134561198383,1
Yes,67,C,D,D,E,D,-7.149899427871263,-7.949005371233533,C,-41.86903035177046,82.582030935199,A,D,52.88216976852552,A,B,B,B,-20.396591522356804,-18.308638949771076,0
Veteran,62,D,E,A,D,A,139.14927503627194,2.842468594091599,D,-66.91240202214168,-10.175515550241961,D,D,11.767329001511353,B,B,A,A,181.96099626833447,-21.69271263648635,0
Veteran,51,B,A,E,C,D,-53.58969449074509,50.58539088128923,B,-95.10032891132192,-41.93139448632762,E,E,28.347537526205617,D,A,E,B,59.87801771751793,-1.5977109221154848,1
No,26,D,A,D,C,E,61.253562002716,-64.82189356662438,A,105.39680098047339,6.206456218421427,C,C,8.760371646826897,A,A,B,B,60.098232898770135,94.21984777331399,0
Non-Veteran,74,D,E,A,E,D,-50.8965861624369,-6.399918387151274,E,74.92850829878289,-51.18143102141609,E,A,69.7386960586882,E,A,D,A,-21.35184720359543,-3.887710754992124,0
Yes,21,E,E,D,B,D,7.553048830780389,54.80415663256875,C,-41.53266902263639,-13.957703570374818,E,D,109.60054786903315,C,D,E,A,-158.77349539176072,146.84506503371634,1
Veteran,45,A,B,D,C,E,196.2864945612247,20.599118041725024,D,-67.93077071641356,73.98737995526773,A,D,84.41937858048883,D,D,B,A,-63.37957282836485,-192.1033308516056,0
Non-Veteran,35,C,B,E,A,E,124.71990992434625,-31.711746651839828,A,29.672138869915933,-67.33317816410378,A,A,-71.1642483475813,E,C,C,A,-55.79448705739337,-34.34497938438949,1
No,61,E,C,C,E,B,-85.53598923495895,-58.94518882957412,D,-74.68866910573479,-30.14925815252122,A,C,-32.43948348487747,E,B,D,A,-154.61492145100652,-132.94644862762487,1
No,28,C,C,C,A,E,27.842820572785637,-21.821616744978066,A,-40.94271552969832,-87.00954163242496,D,A,-19.370853590472052,C,D,E,A,73.1854542404211,-46.44950630757755,1
Yes,62,A,A,C,D,E,199.14714762513626,-20.434929346783157,C,55.59709820567114,87.26664222314358,E,C,-35.79862346959825,D,B,A,B,-158.43946817563813,66.18348307520404,1
Yes,33,E,D,D,D,C,-199.40788359386906,-47.69566929919166,A,-64.00993167905109,104.69645027641825,D,D,32.633576545379626,E,D,E,A,156.42471516426338,132.06062099252975,0
Veteran,76,E,A,A,D,E,-149.72251805547808,-52.419233055096726,B,15.36446757211348,-23.414278495440865,B,A,-45.17022921535985,E,D,A,B,-92.12783201996677,-14.487969103364412,0
Veteran,48,C,C,B,C,E,-119.96796995802225,57.07717625808064,E,-106.93066915296201,207.25479594612258,A,C,-46.2567871431253,D,B,E,E,150.31021430725957,111.66394703237424,0
No,21,A,E,D,A,B,-163.06666335226657,-100.22785076467018,A,-12.93592208888781,107.39127690166144,B,A,17.074621766136456,A,A,B,C,117.76989757796655,-104.53057693568101,1
No,46,C,A,C,E,D,36.93518547816536,-135.03339011897324,D,47.69476645508208,-107.6458414387843,A,C,-4.985178513318695,D,C,D,D,-8.874185689930965,-78.54399011584967,1
No,27,D,B,D,B,A,39.050395897353766,6.36293185361005,A,-14.871372726734434,-91.69726404612483,E,D,154.6740974872333,B,C,D,B,79.49576965496163,10.113057832839727,0
No,36,E,A,C,A,E,-25.972165783361785,9.511913638986623,C,-123.13693982687303,-39.1255768246126,B,C,-97.2052419109595,D,C,D,A,139.68352323218508,-32.57330431472746,1
Yes,20,B,D,D,C,A,-31.761843615579068,-63.140674766574,C,292.31839447114305,-118.63057771951944,C,B,2.7756237623809135,D,D,B,C,-27.312860979463814,-119.53191222291267,1
Non-Veteran,23,B,C,B,E,B,-145.40439580260644,202.92555975448062,E,58.436447051735506,182.82011385664345,E,C,77.19744801266238,D,D,B,B,51.09495394197885,145.77041017726808,1
No,44,B,B,D,D,A,63.67902194068622,54.09140402913246,A,-101.79115135340462,-111.06904073931946,E,C,-62.39332869562247,D,C,D,E,-11.03845543732747,-57.69639255072555,0
Non-Veteran,28,E,C,B,E,B,38.70083024683742,-70.24875404876568,D,-25.20117493358221,-20.32504090699855,E,C,-157.89170856581117,B,A,D,B,-12.01156548875991,88.72982082823452,1
No,63,E,B,D,D,C,-7.660465087772682,16.738645997127687,E,-95.13383489776899,-50.947290382582736,D,C,-173.78522610528034,E,A,B,A,-43.180354458390106,-87.72818123912319,1
Yes,69,B,C,D,A,C,-124.25972087426796,1.3092609518878913,C,87.90405681704284,40.87485715461997,A,E,4.1670063912824356,C,E,B,A,14.274249907307942,-169.7377719621945,0
Veteran,19,E,C,D,C,E,-79.55218266427214,48.227366501972774,D,120.15195502771209,40.493584590077916,D,C,-39.27313085727626,A,B,D,E,-35.5644658298978,-163.66782622771177,0
Veteran,30,A,D,C,C,B,110.3744234902517,93.28629947475017,A,87.30636777524815,-63.75091023864523,E,C,10.895395368176487,D,E,E,A,9.398115277168182,-19.247579975382976,0
No,49,B,E,D,D,D,-62.41508700976169,3.1144452286768884,B,-99.37818026770697,45.630532922875524,E,B,74.42662464236643,B,C,C,E,68.70224553007816,-97.243022297754,1
Non-Veteran,37,E,D,D,A,D,-33.617267603389585,-131.87030355220284,E,-54.20814232163159,-164.07975034384162,D,C,45.83363436909507,C,E,C,E,-25.178006197625596,-197.84394907367314,1
No,44,C,A,E,C,B,31.680390816380218,-46.63055770649929,E,-69.74224024643269,88.05734727678399,D,C,83.31178821410984,C,A,D,B,-88.35383935930375,36.96383273368243,1
Yes,57,D,C,B,C,C,-144.3792638360934,-167.64706342947056,C,-117.64168933928276,103.9644027242723,D,E,110.9444680670317,D,D,B,E,-56.064016405874675,-169.28566012628167,1
No,27,E,C,E,A,E,16.470235717436587,41.432017320531195,A,-87.67024886589158,11.62045562740904,A,C,-54.6715440231679,E,A,A,C,-112.63948509172539,-97.21469143961995,0
Yes,44,A,A,B,A,A,-2.058628696684044,50.15013355354554,C,-16.622671160779127,-0.848652943325897,C,D,40.903069663975685,A,D,A,E,51.187584054862455,-35.82890165130577,1
No,19,C,E,A,E,A,122.58781453503987,-81.51945658345792,A,62.6203792037241,-51.42241859261322,E,D,78.70298955361763,E,B,B,C,-163.1876163482045,94.18925719502026,0
Veteran,26,B,C,E,A,C,68.54520237483105,-29.039149850069922,E,-31.125478265548885,-57.48936647027261,B,C,16.813119690008733,E,A,E,D,-9.702896176055628,-43.73182642706561,1
No,76,E,B,D,D,A,-28.27970786698532,52.62042411996324,D,-76.99754941351273,-90.72457931173405,C,E,64.55730667634498,C,E,A,B,-71.30491652100673,-64.49079760854929,0
No,70,B,E,D,A,A,4.630351825076167,4.657651532140445,C,-157.0004188443361,65.24787661567557,D,D,-9.357931702547525,B,B,E,A,25.5117395739144,-74.21223196560642,0
Yes,69,D,A,C,A,C,-4.7251225247045205,-99.94045365958229,B,41.61263267724911,-80.50861109577752,D,C,-45.26654646860727,C,B,C,B,42.95813779244836,101.49566150845402,0
No,36,E,D,A,E,C,-91.09644805543368,-39.236670951730254,D,-184.0931011979805,62.65797792998319,E,B,125.53275767099399,C,C,A,C,-41.450319735959404,-26.885038821480368,1
No,22,D,E,B,A,B,26.815467585136744,96.09253205746998,E,-88.79510858946118,-96.69988032439075,D,D,-67.38764074082927,D,E,A,E,-61.55457035333589,-68.53285065577894,1
No,76,B,B,D,A,A,-19.703489927445162,-73.35907865511973,B,-50.037893674506996,46.24499654574053,B,B,32.38717653233319,E,B,B,D,7.49189194914945,-191.9280397436397,1
Non-Veteran,70,C,A,D,D,A,-72.53605756155471,-170.2025130167597,A,-44.276823386120945,-21.55381952234346,D,D,42.09738581114628,B,B,B,C,-84.67047244400871,40.52933659301809,1
Veteran,47,A,B,B,D,D,-33.28574115246911,98.47017325278337,A,235.1359507907391,-10.124124597035648,E,C,127.92636168906701,B,E,E,E,-28.163516805628653,-202.9979043905954,0
Non-Veteran,38,A,B,B,E,E,-64.36152634346897,-89.91835687097858,C,13.587261842810777,-8.787562530272936,D,A,40.52794874847252,B,E,C,B,107.1549416211373,-194.1947170310272,1
Yes,28,C,D,C,A,A,-38.311051498239515,155.65970134261244,B,-181.44708162085678,-105.9485663535682,D,C,-107.94117488434476,D,C,D,B,214.11778603185127,81.98329335813224,1
Non-Veteran,37,A,A,E,C,D,-52.510137312520186,17.952471316401788,A,18.847368770714464,-101.11422946103194,D,A,144.75705529337355,E,D,C,C,144.71064507296762,-134.01710582355773,0
Veteran,47,C,D,D,A,E,105.3699424420114,37.774848145755605,C,136.4751378363027,-174.9844316679641,E,A,51.44125977780292,D,A,D,E,-44.92680378063955,-37.424699510044256,0
No,42,B,D,A,D,B,-45.93861225946448,19.75422407307855,B,116.74547112099603,-178.96306578301383,B,B,-32.009332144164944,D,A,C,E,12.287828142684742,-50.77004674201837,1
No,57,A,C,D,D,C,-231.18759661181173,21.841243975642403,C,1.5812661010645923,1.639799734539886,E,C,-121.3362532539408,A,D,A,C,-91.64250602522958,-37.1415278387265,0
Yes,60,A,E,B,C,E,141.62941350430887,-72.76229907031166,C,-17.556080377884246,-205.25418536357125,B,A,6.268999384214317,A,A,A,E,-82.68773978977326,170.6341333459823,0
Yes,47,A,C,E,E,E,27.07584666660815,-1.730732544716276,B,39.27569867594811,-26.015225445478375,B,D,-96.7978584070623,D,B,E,C,-15.63740710267525,-14.942483207173652,1
No,59,B,E,D,A,E,-20.662689962387613,-89.0749553816625,A,-52.170855727531816,191.89276285716886,B,B,-46.21483850810699,D,C,A,D,-189.13033867891212,18.81662973849123,1
Yes,47,D,B,E,A,E,-98.18173033816299,38.304968411230796,A,42.63286471890726,30.96822186632432,C,C,-34.55663397360518,D,B,A,D,37.03905551409099,55.49515854469561,0
No,68,A,D,A,D,C,-95.45305834343174,-133.14744860480866,E,3.066310088554822,100.93529725973028,E,E,-84.1699417370017,D,D,E,D,18.309211501134605,-21.330025369036267,1
Yes,37,E,C,C,B,B,33.22653693748952,-105.91309971881955,B,-6.39802026821521,-15.964881415080646,B,A,-42.104762819926194,C,E,E,A,-17.86935384885498,-152.52506356372984,0
Yes,78,E,A,C,E,C,-147.35708242957176,43.13858420403476,A,104.78634636109379,169.6617647765212,E,B,-68.24588383205585,E,D,A,C,-169.70812208701466,84.97628539092284,0
Yes,72,C,A,A,C,C,-52.66791170512886,8.432681476724783,C,69.33553726481529,-17.888300297712604,E,D,85.14969846659632,A,D,B,A,-53.277348005001976,123.18602661178785,0
No,45,D,E,D,B,D,17.808006542801483,-88.81613960550074,E,-136.78978629986088,162.5945095254481,E,B,52.52726516336635,B,A,D,E,-264.20594987987675,-39.696896175324035,1
No,67,C,D,E,D,D,-181.38110885869273,75.41775530710846,B,158.0040394810511,120.89954369762785,C,E,125.69777484562475,A,E,C,C,-100.89010863338599,-50.62374682953607,0
Non-Veteran,75,D,A,A,E,A,-120.07504030994198,55.37100750459777,A,31.698118095669365,87.99828606914772,D,B,-79.4043150924647,A,B,C,A,112.81287374009177,1.2027887485301014,1
Yes,25,B,B,D,B,A,170.44082837333255,115.2400485249606,E,-15.926537891521214,-5.329223114721345,C,B,-129.39316129148705,B,C,D,A,-98.69488830816131,-118.24639343391603,0
Veteran,78,C,B,B,E,C,20.02037129448703,-68.98261582156803,D,-167.39948752068082,113.0567442775529,C,B,-212.51673731850863,A,B,D,C,15.537739602773854,-237.69707421078397,1
Veteran,59,A,C,E,D,D,-56.2548236137234,45.79719226406627,A,-174.73898959513235,98.96114704131065,A,B,-92.0605913315475,E,B,A,B,37.2297183073069,-115.42496119489354,1
Veteran,69,E,A,E,A,B,22.173505385985173,-76.37436582340267,C,48.783895155162874,-100.62590039865694,A,D,-42.310756706600344,A,C,A,E,174.05284165499515,27.917189990332865,0
Veteran,68,C,D,B,B,A,-4.137756853889709,-136.0717901261673,D,-31.584466023328932,-2.753049480812907,A,D,207.32095877653376,D,D,C,E,83.59041899320567,-78.86722733111557,0
Veteran,52,C,B,B,D,D,67.59757951560391,-197.7342053426249,A,-37.17548917406216,30.53145473893194,E,E,60.485429980358,B,E,C,E,65.1038082565472,-63.61458376766662,1
Non-Veteran,54,E,E,E,C,C,123.40066471632056,-5.999498250102337,C,98.71570974378054,120.29469934605781,B,C,-9.97873981175227,C,B,C,A,69.47765693046004,127.47415413819488,1
Veteran,77,D,C,A,A,B,93.43443968053872,-170.86748580478087,D,-13.074510945701642,117.17647518990988,C,D,-57.53845490117614,A,C,B,A,63.501010753322895,-63.95878275401973,1
Non-Veteran,37,A,A,C,B,B,-36.25732901165543,81.5024831261089,B,88.30469848050978,-86.76726493147414,C,E,-147.11568463919744,E,A,B,E,214.36982006986662,276.7226795963023,1
Yes,54,E,C,D,A,E,70.12485682757672,13.58781266216578,E,62.65231528962043,41.93008361517524,B,D,106.44875916399363,E,E,D,B,109.90868620538939,21.63980864409957,1
Veteran,18,E,A,B,C,C,-99.68873225913522,51.52366314557383,E,-135.8110001718434,39.39929516128285,E,A,112.9945565256584,B,A,B,E,40.5259046521985,45.907554035032305,0
Yes,67,C,C,A,B,B,133.05593232178848,-8.040413240123225,B,-178.51885948208104,17.909399787568276,B,D,36.47786583241227,E,B,E,C,-190.37483029133992,65.77312061714844,0
Non-Veteran,29,D,A,B,A,A,166.4787339549437,212.1838378853015,D,-31.77602169624734,-97.506517137767,A,B,-166.69440807663116,E,D,D,A,26.803587734748913,117.6912863542471,1
Veteran,50,D,A,B,E,E,-80.6555494661361,-49.36020808644817,D,67.45557162620345,-44.51233740395144,E,B,42.353519698242884,D,C,D,C,-51.74730443913822,-185.71320891622085,1
Veteran,55,E,E,D,E,A,-61.75227165535144,-104.3992574234526,A,10.655679367364995,91.02687301307425,B,E,44.062930057818015,C,E,A,C,50.78045253772956,84.77392361287916,1
Veteran,73,B,E,C,C,D,-32.75719562181049,-198.18480263684899,E,-54.236345415534295,-184.90243771184595,D,C,-46.99962117492322,B,B,D,C,-155.13035845092946,16.309838780407354,0
No,49,C,A,E,A,E,103.82314057470974,-57.1674243461893,B,113.63901972186991,54.13836498487243,D,B,-8.256462288883977,C,A,D,C,-50.557020678311325,27.989226253490145,0
Yes,22,C,B,C,B,B,63.13737504400603,58.57584757420084,B,-67.15136915183149,-153.0056310486985,B,D,83.90690940008417,D,A,A,C,109.90442307089354,-35.31286380562897,1
Veteran,62,B,E,C,D,E,-74.74001375186572,7.03789766766994,D,-39.75569142203255,-55.26185122213994,A,E,62.59173443140262,B,A,D,D,-85.40059354001673,135.14557841364925,1
No,59,E,A,B,B,D,12.521385615962732,-71.82171125509788,E,-33.99174465768235,240.36311922701654,C,B,-86.44565390207279,D,D,D,B,-70.58946325603168,-132.2797367382065,1
No,66,A,A,A,E,B,-65.13557956862176,-80.13216057040727,E,114.83015947030407,-123.30400683013984,E,C,-21.229045139487397,E,D,B,D,-46.64440210097002,45.56488553221178,1
Non-Veteran,56,B,B,D,A,E,85.07644364235698,-46.115156024076946,E,-48.54260763960142,5.521583475081525,C,C,28.172773670436662,C,D,A,D,167.78926486789467,255.95920656138514,1
Yes,29,C,C,A,D,C,-30.92022098452958,-243.89679508368704,A,93.00821611154971,-71.95811578104917,D,E,-11.737149988986005,C,B,A,C,32.06934226436116,-311.12256561999715,0
No,73,B,D,E,D,B,73.35720794224757,-163.9864978396282,C,-98.36759038178076,-23.098137197570466,D,E,126.45211356146622,C,C,B,B,-170.096059162434,2.8330832333373706,1
Veteran,28,C,E,A,C,B,-63.97631127856604,126.90459536102385,C,155.12882202894306,54.57838421682132,C,D,-73.06899501527717,E,E,D,A,-87.54818920689769,-62.43024419392742,1
No,24,C,E,A,C,D,-50.88460919045232,-3.4413688922244328,E,14.77656330310636,67.82027684453593,C,B,63.780540964555655,E,A,B,A,17.2524885274801,-98.19493472751145,1
Yes,30,B,A,D,B,A,8.536504450851677,12.383509161720873,E,217.75122163353382,68.77823511103192,D,C,-42.85083575540681,A,D,C,E,134.35789731338892,72.33060411128514,0
Non-Veteran,21,E,A,A,B,C,16.92874089120969,-24.63491479620904,B,-107.98222413605633,26.293933207590708,A,D,28.096755344390605,B,E,A,C,52.07711323561654,17.357711486946155,1
