genero,country,sexuality,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Female,Brazil,Other,26-35,C,E,E,C,-6.440444305590461,E,-13.984931163694405,A,B,-172.6912504797082,B,E,-7.7361012615727365,63.95292703499229,C,D,-38.161377728963735,-11.70082928332067,1
Female,China,Heterosexual,51-65,A,A,C,C,-40.86555772347131,D,80.45813838210584,D,B,-178.63492592849755,A,E,18.684942982464918,138.16372655391118,A,A,-215.98742419469613,94.24008629122514,1
Non-binary,Mexico,Other,65+,A,A,B,B,125.26517011643037,C,-115.94963496063208,E,D,58.79618056102643,B,A,103.33351636205823,5.930912219538772,B,E,-110.73661104758,-130.61150194260327,1
Male,India,Homosexual,18-25,B,B,B,E,-13.276257696251758,B,168.86756378563416,C,C,51.06715692077597,E,B,122.82860571883315,-66.34827832962962,D,A,-145.956244945493,59.561672090120496,1
Male,India,Other,51-65,D,E,B,A,34.9826828359945,D,33.717159100129166,A,A,31.919620922407088,E,B,-107.12888679664958,81.62136658249372,D,C,-85.22786060421964,-31.936112766669122,1
Female,Germany,Bisexual,65+,C,B,D,B,-22.507459574144445,C,-0.5700010170669843,B,C,-86.74437019194663,E,C,91.54838057915305,-68.35333119054917,D,A,36.543160444385684,-47.322695782542105,1
Other,Other,Other,26-35,A,A,C,D,67.79464087808891,B,-50.115116493612334,B,D,30.34154932936857,B,D,-39.657643324156176,-27.584177622716993,B,C,3.616373480519617,-6.288531031293505,1
Other,Brazil,Bisexual,65+,E,E,C,E,18.57512627648822,C,10.221850632059276,C,A,2.645256949707534,C,E,41.35654295167036,210.9797353546171,A,D,-1.127817665549222,-49.96206275689521,0
Female,Mexico,Other,65+,A,D,A,E,12.100467975354244,D,-146.89089162002662,A,E,94.59081466552973,B,D,30.14224728217946,-138.7561889048485,B,A,25.28775130196861,67.78221912133654,0
M,Mexico,Homosexual,65+,C,D,A,B,-30.242991824250364,B,64.51829283304937,E,D,86.68084126906794,A,D,64.90236269474123,75.81083787104002,D,D,39.94709039963712,-8.072949590448012,1
Other,US,Other,51-65,E,C,D,D,-69.11362214689166,C,-258.0236368011247,A,C,19.79795234378988,E,D,117.65765647379784,-4.500429182280381,C,B,-88.92182445750183,-174.0570444754674,1
Non-binary,India,Homosexual,51-65,B,C,D,C,40.97314034542999,B,-22.318627982903504,E,D,-99.6321055268619,D,C,95.4638201129177,-6.024824716938111,A,A,59.96642248915507,123.29183764113525,0
Other,UK,Heterosexual,51-65,D,C,E,B,-28.113973938285003,C,-27.593923127859693,B,E,7.476953413494594,C,E,63.10289409144701,-48.77328437089372,D,A,-8.89479361549008,-18.91920262684735,0
Non-binary,UK,Heterosexual,26-35,C,E,E,B,-115.77258661955914,C,-162.79100821996337,B,D,-14.685160036925163,B,E,6.0095448854262035,-32.76965314569982,B,B,145.22794751947882,31.747186626832104,0
Female,Germany,Heterosexual,65+,A,A,B,D,60.48451092092817,C,13.424394204247436,D,B,66.73210398358643,B,B,37.75651768408193,283.26540100894306,E,A,-0.6069584976156247,-6.608918245920267,1
F,UK,Other,26-35,E,A,A,E,-38.07647495803925,A,-54.98749985419852,D,B,13.351467792563328,C,D,64.18410179594576,-152.82298997808928,D,C,-86.84320436483395,68.62622661859041,1
Non-binary,India,Heterosexual,65+,B,E,A,B,-232.0205070785906,B,27.669306663349865,B,C,43.62735904224558,A,B,-30.319796300786756,-80.42897884258647,C,C,-19.320748203084083,24.117434302350038,0
M,UK,Other,18-25,D,E,C,C,-63.584764413580686,D,-20.32299012511925,B,A,-148.12023582960902,C,E,45.982972556238025,-22.339650794337288,A,C,-52.81349987912619,12.047252435174343,0
Male,Brazil,Bisexual,36-50,B,D,B,A,94.9418910380011,E,16.628670948781277,B,C,-120.531513100275,C,E,162.01849106594614,113.9843402950459,D,D,-19.916363940301775,40.920505944369076,0
F,US,Other,36-50,A,D,B,A,-109.89642985281549,C,-25.593333939564296,B,A,42.257778583397716,C,D,-108.28364160703985,-13.758639729824445,B,D,95.3291881119688,-122.4988889648457,1
Other,Mexico,Bisexual,65+,D,B,C,B,-87.53317311769182,C,76.90169993614148,A,D,156.71884219109478,D,C,128.4502617686898,-187.06613795707602,B,A,-100.89546068600224,148.2607666054118,0
M,Other,Heterosexual,26-35,C,A,E,D,126.3486279561169,C,-79.49967736518668,A,D,-95.58740663544903,D,D,31.95270372319614,42.3086286240298,D,B,17.115514593257487,35.04334933036514,1
Other,India,Bisexual,65+,B,A,B,B,12.524266852046924,E,13.470780700191732,D,D,-72.54411861001759,E,A,-143.80268539840503,-119.86265504117786,C,B,96.0723092109554,16.177236378995012,1
Other,China,Other,26-35,C,D,C,B,116.57495845826354,A,-39.14896041864664,C,E,-3.7012820964205724,A,B,-144.3769555136452,54.145312800822374,E,B,21.351389126972425,-42.60251757067579,1
Other,China,Bisexual,51-65,C,B,E,D,54.96165156962133,D,102.36146824462786,C,D,79.99758765266662,D,A,-181.72897353677277,-118.26992890523333,D,B,-48.09697178215313,-120.02712296151627,1
Non-binary,UK,Other,36-50,C,A,E,A,-224.6586008540561,D,85.32743316962583,D,B,140.88049649641718,A,D,-37.91283821382087,21.688073081052174,E,E,-53.5256099350645,19.461431215077337,1
Female,China,Homosexual,36-50,A,B,A,A,-140.05148814622606,D,5.806199572923859,A,E,93.97410791434173,E,B,-140.53511562243963,78.17062939645942,A,E,95.33675439091766,12.71949401134279,0
Non-binary,Mexico,Heterosexual,51-65,A,E,D,D,-68.26745884990017,D,10.59950556846679,D,D,53.4277468782202,D,D,53.019093552029915,74.40483531313518,E,A,-185.48306401625396,-49.85895672329209,0
Other,US,Homosexual,26-35,C,A,C,C,8.629746819000854,C,157.00755655163798,C,E,-120.92522648435799,C,E,-137.77854528044378,-113.45632366621426,A,C,-13.759579385943693,32.48902515232835,0
F,US,Other,65+,A,A,B,D,95.77670737629734,D,-89.16665245630286,A,C,56.710264767107354,E,B,0.9107319152457126,256.38776198407214,E,A,-25.050960256579852,9.55518183438177,0
Female,Brazil,Other,65+,B,B,B,B,66.95871865522997,A,-150.41872363352016,B,A,-236.70082015758797,D,D,0.1936736623963054,92.18508332735192,A,A,-15.752838428726609,257.15424643579564,0
Non-binary,China,Other,18-25,A,B,A,C,65.78740041116498,A,204.0670363531253,B,C,-34.97906467806731,D,E,77.55977837956803,-22.427479920372612,B,C,-163.96492337795183,-22.734263039375797,1
Female,Other,Heterosexual,51-65,B,D,A,E,22.998345311200616,D,28.781249202400712,D,A,-36.68794278680423,A,E,239.95755615497697,132.02423165577108,B,D,-5.923685174534792,-65.00854043734856,1
Female,US,Heterosexual,36-50,C,C,B,E,124.64635028967284,D,2.484518293713227,A,B,81.81963694417298,C,B,-9.756692641923706,52.13051667062476,D,E,-78.81553670711752,-226.96105211518335,1
Non-binary,China,Other,18-25,B,E,A,A,39.16721657468118,C,-223.33726032464494,B,E,55.29616555776524,B,B,-1.9078887309920818,142.36798322602482,D,D,-32.73836119782055,85.56995244981319,1
Non-binary,China,Heterosexual,18-25,A,C,E,D,-20.469388436096185,A,198.73781264635596,A,D,191.2958793088395,C,E,50.2965467382675,-54.3199709839449,B,C,-53.06509312952067,322.47428376900586,1
Female,UK,Homosexual,65+,C,C,E,D,-43.55216659131538,A,40.603798421791474,D,B,107.15323899512146,E,E,109.33763258887967,-62.67207653421592,E,E,-22.303692652196165,90.52808050283785,0
Other,UK,Heterosexual,51-65,A,E,A,C,-146.01100003719242,A,55.096720738249786,A,A,-91.30165080754325,B,E,-65.13857189468766,152.08130277381505,B,D,113.07695922395695,-89.78068823437354,0
Other,China,Other,36-50,D,B,E,C,-178.43357389847841,B,223.80734570901467,D,C,36.34647870525908,A,C,-19.83750039910189,99.51171824365265,E,C,-76.58767174439554,22.853075626300384,1
Female,Mexico,Homosexual,36-50,D,D,A,C,-1.3737504665223674,A,-15.152643339094974,B,E,43.34392286595308,E,C,68.41444736351366,21.09394219492875,D,B,133.33734999996307,26.438393158816897,1
Male,China,Heterosexual,18-25,A,C,C,E,99.4467462100712,B,86.98009444556692,A,E,-94.13943230522574,C,D,132.57122361840965,185.43905132616143,C,B,77.03740276486867,69.66772409890544,0
F,Germany,Homosexual,26-35,D,E,C,E,-22.83045450014206,D,168.20576926606913,C,C,-40.02589684993687,C,A,37.448220730016786,177.72179526337018,A,E,-146.62166633092684,-168.46084787875628,0
Other,US,Bisexual,65+,C,B,D,C,27.985680919678753,D,-76.05233972505995,B,C,184.26167087054284,A,D,-54.876834952939525,-41.61028262008675,C,D,-173.28956034344404,79.71442069478282,0
F,Germany,Bisexual,36-50,E,A,B,B,-27.173780308555656,C,70.45389860290366,D,B,186.16815767424714,B,B,107.02713463798183,116.89750822193491,A,E,-34.29307237764052,-41.397600176288236,1
Other,US,Other,18-25,D,B,A,D,16.158376293597378,B,130.93918914313355,B,D,157.4688685352275,C,A,-28.41799274975173,121.4263825615923,C,B,263.1085730324698,111.00342769933218,0
M,Germany,Homosexual,65+,B,E,B,C,190.2407286194419,A,-15.202895123950084,B,C,2.1449103515654997,C,E,87.89229771371726,28.040868423139525,C,C,77.58633746410464,-64.37379192498581,1
M,UK,Homosexual,26-35,D,E,B,C,196.1881377436536,B,-34.2878826609578,D,A,20.904095638484314,C,B,-80.4045366248113,31.072635820042276,A,A,-84.21102859873848,256.59078749737915,1
Female,Mexico,Bisexual,26-35,D,D,D,C,-32.293107787359844,E,139.9222664868098,C,E,-39.65875967452083,C,C,-104.6638799608199,-62.21705153539374,A,C,-25.658447563827337,-71.0949045809098,0
Non-binary,China,Homosexual,26-35,E,C,D,D,-84.63645028205461,B,71.50616689596687,A,B,83.54367223931754,E,C,114.38621026276752,103.55554082570733,D,E,-1.1237767044308808,142.36447941684844,1
Other,Brazil,Bisexual,51-65,D,A,E,A,-11.43808385905723,E,85.41786030944041,B,A,128.25438043394288,C,A,-10.650358778977827,-12.551252909666028,C,A,-181.55139285022193,-11.259531541228586,0
Non-binary,India,Other,65+,B,B,C,D,-111.69612621318264,A,68.38165577484347,E,D,-151.0267888726632,B,B,108.99618745588225,127.88596406879587,C,E,69.78745972933393,-234.35537612356376,0
Female,India,Homosexual,18-25,E,E,C,A,-42.55475215061701,E,-81.7390785653016,C,A,-43.2715084391284,A,B,10.923952080645881,-103.62669323168237,B,A,130.8257056075753,48.753553122028926,1
Other,Brazil,Heterosexual,51-65,B,D,E,B,-63.721449504701454,A,-0.4428404226981623,B,D,70.47267765558387,C,D,139.62201508394256,36.69528881891785,B,E,-159.751047349589,-6.231513241778287,0
Male,China,Homosexual,51-65,E,E,A,C,-91.15271683961504,B,66.55734002364633,C,C,-40.20938267864947,D,C,24.258438561258412,-16.19063637944771,A,D,-35.5324687963173,-73.1751092884765,1
Male,Mexico,Heterosexual,26-35,B,C,D,E,-55.92243569044456,B,94.97358876078897,C,C,12.847731599239602,A,C,69.4976292724418,-52.47026903926275,D,D,-53.16734460188588,-40.16999239174328,1
F,Brazil,Bisexual,65+,E,B,D,B,-89.28283256704673,C,169.28090718172018,A,D,-73.3928655727609,C,A,105.79073470223159,-196.94025387292774,E,C,-6.793212475189442,-222.3346681495504,1
Male,India,Heterosexual,18-25,E,A,D,A,35.91578583341084,E,-7.922247045138531,C,E,-188.96778683506207,E,D,69.11769165105622,39.23740211227468,C,B,5.873312575064245,41.82185061841893,1
Female,Brazil,Bisexual,65+,C,C,A,A,-23.211866617995206,D,203.12244806023102,B,A,18.016985279537494,E,C,9.243488803489331,-92.0171715506632,A,D,17.621145997712016,-5.314635856714138,0
Non-binary,Other,Other,65+,B,E,C,A,-7.367061838038229,C,-46.400359738898466,D,A,-216.01670132194647,D,C,79.42368310340048,-163.96371062525657,D,E,-97.68461152099894,-136.2985993148526,1
F,US,Other,51-65,C,C,A,A,-41.5827297964013,E,-73.22878308651298,E,D,133.85718665688745,A,E,103.40299176596946,131.55568499981558,E,B,136.83164600096288,-33.902278997344894,0
Female,Brazil,Other,51-65,C,E,C,B,109.24387584546282,A,-42.74368047196407,D,B,-166.7847067687209,C,A,-121.21408308935972,-32.49946235029931,B,B,-27.527249346649903,56.861529653538135,1
Non-binary,Brazil,Other,51-65,D,E,C,C,100.36510413629365,B,-53.744617069562786,A,E,-42.57060621395256,E,C,-31.507423810915526,-83.54468774128895,E,D,-120.81663394011413,-133.4160488481337,0
Male,Brazil,Bisexual,26-35,A,B,E,A,4.67540490393112,C,-15.447561828463687,D,A,-1.8137438388933231,A,E,32.503351690569474,54.57599696197841,E,A,-77.30793092846926,-187.8212222147049,1
F,Other,Bisexual,65+,A,C,C,E,223.45182294171568,C,80.93509719603061,E,E,-22.153409065778654,E,B,-144.86012670284316,-31.092153545165647,E,E,62.5563324559076,-93.07703737004226,0
Other,Mexico,Heterosexual,65+,A,D,D,C,-139.6465543496201,C,13.199857091294213,C,E,46.00036605794143,D,A,134.783483849996,-116.42085302936171,C,C,-33.69215705432507,-92.79310994656676,1
Female,Brazil,Other,65+,E,E,E,D,-75.7346380268144,E,-76.06057330647798,E,C,-9.019541436623403,E,C,171.25754748472622,-80.92919958273804,E,A,-6.473083099394739,2.139222560336694,0
Female,Germany,Bisexual,18-25,A,D,A,C,45.03932084955398,B,20.40658613701933,E,B,-57.51419356684888,E,B,6.81070316443729,-47.205010436806546,A,D,-23.498739447977513,-59.54613114648808,1
Other,Brazil,Other,65+,A,A,D,B,-71.81277646094058,B,-239.10382583507683,A,B,-75.55121426351874,E,C,20.200138110052755,-100.70904823186422,A,A,74.04051039914364,115.99639457640114,1
M,Germany,Homosexual,36-50,B,B,B,C,76.5538849780612,D,176.29746574175314,A,B,-209.82490132580037,A,A,5.490717272476799,-53.487944659634266,E,D,75.5492616622136,-192.6185848624137,1
Male,Mexico,Heterosexual,18-25,B,D,E,D,46.61293127770473,D,80.30814642759195,A,A,-98.40174736626109,B,B,-17.082196299197903,132.37661852482955,D,E,-14.458431837795377,68.75102912089042,0
Other,Other,Heterosexual,36-50,B,E,A,D,113.99172969625901,C,-12.381168934206276,B,B,-30.71142679361874,C,A,-120.32520123589391,-54.95452384022676,C,B,186.28985906238478,163.65584786802089,0
Non-binary,Other,Other,51-65,B,B,D,A,-27.89404232910726,C,-100.29140009786207,D,E,-76.83964705856899,C,B,162.36059460735916,235.03621734907995,E,C,11.939885292456385,-71.81258166299892,0
M,China,Heterosexual,36-50,B,C,D,A,72.65722139547096,A,25.834396703308034,B,E,147.38267377017752,C,E,-48.05619318621181,-102.0442881694536,B,C,30.071062353367417,56.960524841061,1
Female,UK,Bisexual,26-35,C,C,B,A,-44.50992113160305,D,-7.1544026912879515,D,D,-85.1999567109087,D,E,159.66884484791925,-33.18747266289988,D,A,-96.55678189812387,-26.407596531276496,0
Non-binary,UK,Other,36-50,C,A,A,B,-183.3052102251437,D,-12.317718318014,D,B,-56.037643118268775,D,A,72.05470944347978,-30.044355223950838,E,B,71.60653123033272,91.5363864365075,0
F,Brazil,Homosexual,18-25,B,C,E,C,105.94524586171158,B,0.41793281893028394,C,B,-29.963371407667932,B,C,19.85495545102527,-7.324008325096949,D,E,-121.8719323081193,138.72516981259236,1
Other,UK,Other,36-50,E,C,B,D,-35.041779010555814,B,-132.1056387321444,D,B,37.59601015970806,B,B,127.4869946503258,42.10076114339211,C,B,-125.86572318109236,114.09621872925216,1
Other,China,Heterosexual,26-35,E,A,B,D,57.051665664330855,E,-49.97382475140259,E,A,-53.26320550792952,C,D,120.95024919997451,-78.07663195105592,E,B,118.99799664534565,121.88689535785298,1
Female,Mexico,Homosexual,26-35,B,E,C,A,111.70719489628544,C,126.18047406642145,A,C,16.94822633498819,D,E,61.3620350877082,234.7719807614293,E,C,-29.912001326320347,-93.58619384752099,1
M,Brazil,Bisexual,51-65,D,D,B,A,-97.57046503143066,E,-208.78299643047035,C,E,-159.52153430267867,A,E,36.36258912601756,-71.22016258015603,D,A,1.1168992322129208,-43.14964363532981,0
Female,UK,Heterosexual,65+,E,B,A,C,76.46536060912914,D,2.267211084398468,E,A,53.990063934301844,C,B,-33.30224900531352,-45.198541313816044,E,E,-126.11571691721379,-108.65489065414258,0
Female,UK,Heterosexual,18-25,E,C,A,A,-188.08100303734543,B,61.949686439807515,C,B,-120.24635317079486,D,C,-9.6500838392115,33.82305532186216,C,B,-154.47028013681765,-10.564365642695957,0
M,Brazil,Heterosexual,36-50,A,E,D,D,24.528451672861717,E,1.7204712965280318,C,C,20.69821469133895,B,E,35.10896423800984,95.52270695703444,A,C,-172.47149319822236,-281.0600593688638,1
Female,Other,Homosexual,18-25,A,B,D,A,74.00043627240768,D,-201.05944836834593,B,D,52.97376334049033,D,C,103.74147696500624,-104.8450509021313,E,B,-2.766647435440046,-53.46811068143021,0
Non-binary,Other,Homosexual,51-65,E,C,B,A,44.838079769317005,A,-42.72701802221888,C,B,-78.25115993781276,A,D,-20.048601119067282,-151.80429482532028,C,D,138.60070175596914,-33.38963078439249,1
Non-binary,UK,Bisexual,65+,D,E,A,D,169.88655115319452,E,72.91698484877796,C,E,77.77486763823532,D,E,-89.23303739322186,52.01774231143157,D,C,-25.93928789127153,69.5827926964857,0
M,Brazil,Other,65+,C,D,D,E,-93.01381176249053,A,77.9917127793518,E,B,22.054716439553548,D,C,228.5081179748977,-7.077329621034631,D,B,123.40344828386425,116.03650079151511,1
F,Other,Other,18-25,A,E,B,B,229.25786565572756,A,-35.57762775276719,A,B,-28.329613378287466,A,C,23.909580230845783,-89.530079696294,A,B,94.81362593923095,20.798035723928127,0
F,Other,Bisexual,65+,A,C,B,B,-31.543580305744506,A,132.4422067551447,E,E,-91.23044424634814,E,B,119.19536714097806,-69.30955589895397,A,C,-184.32120396134454,-3.1527466277986473,1
M,India,Heterosexual,36-50,B,A,B,D,199.6966024271773,B,-77.27844119826906,A,C,14.738073478658025,C,A,-8.239074834035101,49.99397083631035,B,B,-41.67614123001068,122.57267383171244,0
Female,UK,Heterosexual,51-65,E,C,C,D,20.094030665723295,A,22.137305520435728,B,B,74.60118934152838,C,B,98.94689333321507,76.14357141490096,D,E,65.41245950933703,-50.933479361111644,1
Female,UK,Other,36-50,E,A,E,D,-52.694596572225386,A,15.89810505662558,C,C,-108.6289984358945,A,C,83.17348345049416,-80.74301164940579,E,B,10.964523841779728,135.14435405000944,1
M,UK,Heterosexual,26-35,D,E,B,E,-158.33861588615434,B,-14.086261674071988,A,E,-99.3674886063271,A,D,71.4187003956215,26.780015326958996,E,D,-100.9293991163868,-21.47219016972767,1
M,UK,Bisexual,51-65,D,D,E,D,-134.79474046551206,A,-45.95492444253059,D,E,-99.90952569591632,D,D,97.97424104295295,17.494814315757424,C,D,-70.89723963073034,49.084746975201135,0
Male,Germany,Heterosexual,51-65,C,A,A,C,161.5170932582289,C,197.0484842676716,B,B,-11.707767616840764,A,D,-75.43072735191025,98.83957290348044,C,E,17.73403140954198,-3.0154459360572874,0
Male,Brazil,Heterosexual,18-25,A,E,C,B,99.59466286887452,C,6.677583240250468,A,C,-22.192394239131147,A,C,29.72935649152653,59.979080708767995,C,A,80.47245320918582,-316.2137497754622,1
Non-binary,US,Bisexual,18-25,A,E,C,B,51.87344604578836,A,116.06053322214858,C,A,-22.975985902596456,B,B,54.97660570128703,125.49028541090411,B,E,77.38447333328313,-81.36030122776327,1
Male,Germany,Homosexual,36-50,B,C,D,B,136.83268940518013,E,-25.484846043642268,A,E,-9.836860736675808,C,C,-223.6832905911522,-167.98538026453366,B,B,59.920653092242205,-107.43421478318602,0
Non-binary,Mexico,Heterosexual,51-65,B,A,C,D,71.52730116211868,D,-66.96703319806483,A,C,-19.632571121846986,C,A,146.31520959518915,-30.380565446453193,E,B,-115.61036194406054,108.36766060087824,1
Other,India,Homosexual,36-50,E,B,B,E,-149.84748001689823,D,-101.94045771763227,A,C,-157.2321189851857,E,D,-66.50217369130476,-18.731064893699624,E,B,-24.19588169531339,107.72511294296967,1
Male,Brazil,Homosexual,26-35,B,A,B,D,-73.59746432000526,A,31.187934536106088,A,E,122.20362235382399,D,C,-81.00283573540813,75.13119305216756,D,E,-239.36789778477836,-26.114988101574955,1
Non-binary,US,Bisexual,26-35,B,A,E,A,186.72263498725718,C,150.95639568363762,E,B,-58.121187377269976,E,B,-75.14189317730772,-121.77955452178266,A,B,-49.74481490957533,21.872054132210486,1
Female,Other,Homosexual,51-65,A,C,B,C,18.766459262040588,A,139.75425829311507,E,A,-177.87105129778362,E,E,17.023533250940613,-60.943984907754825,A,D,-76.9321330389861,-25.543731872880887,1
Non-binary,Germany,Heterosexual,51-65,C,A,C,A,115.6013850608551,C,22.92769332507785,C,B,120.87877170400702,E,B,-84.72279869284208,120.18545149456091,D,B,-95.76891422983805,-35.87030164420165,0
Other,Brazil,Bisexual,18-25,B,C,D,A,-99.05725094946213,D,198.92334181942795,C,D,238.83129043217082,D,B,45.054307947155166,-121.30609793749782,A,A,23.840132466535408,-226.49218225014027,0
Female,Other,Bisexual,65+,A,B,B,C,2.9205447414822987,C,19.577722050413538,B,A,-17.037191199234275,C,D,-127.43509922694128,-117.46628984882238,D,B,-199.83580577647214,-48.99897288307299,1
Other,Other,Homosexual,51-65,D,C,E,A,60.74009047364479,A,9.652455482838402,A,D,-103.30267387569461,A,C,68.22055565531664,-62.59214068014344,B,E,-39.54601399878423,94.36758066516595,1
Non-binary,UK,Homosexual,51-65,D,C,A,C,9.836926590668643,B,78.54638069955651,D,A,-171.14690493989426,C,B,23.875694661157766,-168.21193637318456,B,B,-86.8429261542936,-132.12262029136218,1
Male,Germany,Bisexual,36-50,C,E,A,B,-78.56584483362876,E,12.461232305191855,D,C,-70.15716806631484,E,A,-115.27148975773002,-51.568790711761196,B,A,37.65927978081265,76.17995047893461,0
M,Brazil,Homosexual,51-65,E,A,D,C,-52.962990398778096,E,3.569322689252188,B,A,60.52166931604723,D,E,-2.6136673122122165,28.65372168079557,C,E,54.260026034119434,72.11106605758005,1
F,China,Other,65+,D,E,A,B,91.98070963892371,E,22.93762896716932,D,C,104.08487215506509,A,C,-23.53918528037884,123.30584423429426,A,B,-39.34041591236942,-97.3465786434673,1
Non-binary,India,Other,51-65,B,E,C,D,-13.976701200259281,E,-111.31283160790014,E,B,231.1944210836548,E,A,-124.07397507528049,54.69969271327465,A,E,-38.63683242972145,-73.60501471964812,1
M,India,Bisexual,51-65,B,B,D,D,-97.15352463467106,B,20.1998677295932,C,A,-60.76129533754633,D,D,186.3621832185225,115.87506869261541,C,C,1.3478195013220344,-84.53918215079506,1
Male,UK,Bisexual,36-50,B,E,E,C,24.748410160101553,B,-115.72374113191289,C,D,26.666283171564164,C,E,99.9730165581645,-117.44550194262682,C,C,-23.874886072934878,-91.93916750826664,0
Male,Germany,Heterosexual,51-65,D,B,B,A,108.97839863656091,B,144.23288632407278,A,B,128.69777045872405,A,B,-88.41054662896578,-95.13681917795796,A,C,139.22903323561923,-162.7622582139709,0
M,UK,Other,26-35,A,B,B,C,-63.369314565246505,E,-75.64020854793135,A,D,-121.26301968157951,C,B,14.735281264508885,46.27999943425036,B,C,37.90096733604146,-97.02912698421,1
Female,Mexico,Homosexual,18-25,D,C,D,A,67.51801357189449,B,-70.42311453455746,A,A,76.00185093598198,B,E,-7.82396184645679,-12.038602819284202,A,D,-192.328398218269,127.576919970343,1
F,Brazil,Homosexual,51-65,E,B,B,B,-81.28710386677562,B,-106.53901319588192,D,B,12.64958256394572,B,C,-68.8507187153052,-22.22531874515282,B,A,-94.90800340523626,-61.277437395000675,1
F,Brazil,Heterosexual,65+,E,E,C,A,-131.99760306500227,C,-199.53716840257113,A,A,79.99260600675926,C,A,-29.256339703791646,135.70591150333127,C,B,-81.91107929622345,-183.77620607945485,1
Female,US,Other,65+,E,B,E,A,40.09000102801626,D,-70.48497807075076,C,A,-278.1645683151671,D,A,79.9472161947298,120.69471470287016,B,C,-110.62206439970869,-8.448985814233383,0
Non-binary,UK,Bisexual,36-50,E,D,D,A,69.14756646736079,B,-16.902402751457657,A,C,-64.7435747389153,C,C,-39.29264836785202,169.28351659887707,B,E,88.09530966275068,-30.456032243428126,0
Non-binary,Other,Heterosexual,65+,A,B,B,B,85.5579239212356,C,-181.30579152474,B,B,-32.47656536678456,A,E,-136.57980372237677,-34.56186715287507,C,B,75.59205170815355,-82.73864827326437,1
M,Germany,Homosexual,26-35,A,A,B,E,-21.188738748766315,C,18.656874021630045,D,E,121.76804108358006,C,D,42.1680997180488,188.76411084868653,D,A,-15.990900926511294,59.10743129020691,1
Female,Brazil,Heterosexual,51-65,E,E,E,A,-14.346045174208854,A,-134.07024536780165,C,C,-186.2819751131275,D,B,56.94866277030992,133.6787191395107,C,D,37.35110447115218,-6.457398837499534,0
Non-binary,Germany,Bisexual,65+,E,D,A,E,71.16593500437138,A,-12.526019999793728,C,A,60.85473162515787,A,E,45.92554251763421,36.402158262334545,C,E,-126.09691908167986,-2.816515865122205,1
Male,India,Other,36-50,B,B,A,D,-107.1810340589263,D,106.13705492491935,E,A,-153.78187471750655,E,A,113.4571861426045,162.9396995771339,A,A,-33.63773343411617,-102.20325374461086,1
Non-binary,Other,Heterosexual,18-25,A,A,E,A,-145.91824229298308,E,-150.63631033709416,B,B,61.558080141636765,A,A,23.64713884240297,-185.70622609023266,B,B,19.28152558871751,174.12944321747295,1
Male,China,Other,26-35,E,C,D,D,-45.88006576942112,D,-58.160408654818184,A,B,-99.74840615030229,D,E,17.145047637075088,80.67404759304188,B,C,13.126615478746995,-31.24673010415776,1
Male,Other,Homosexual,18-25,E,D,A,D,-91.5207266544115,A,57.34264266746548,A,C,32.673864572707636,B,E,213.16004078721477,-110.59791807843678,E,A,-151.56111450353959,-23.593271280135653,0
Other,Other,Bisexual,51-65,B,B,E,D,136.356989484282,D,-32.46623718417459,A,B,6.01304211104546,A,D,15.274203850274032,-6.214857296578537,C,E,-107.39401255761094,-115.17726536009654,0
Non-binary,India,Bisexual,65+,E,B,A,E,-7.024220637488675,E,78.2430836992137,C,E,60.008616272569896,D,B,-53.59363872442893,-53.46271748970614,B,E,46.996745918232165,-35.31596844030407,0
Male,Brazil,Bisexual,51-65,B,E,E,B,196.56042519019937,E,39.328664876409675,E,D,-23.493618843473485,D,C,139.2896058506252,-37.691001537943805,B,B,-138.3853080262633,-97.52202469730227,1
Non-binary,Mexico,Other,65+,C,A,A,C,18.142728433140835,B,41.73102095795934,C,B,26.701045781436346,D,C,179.4051589943744,66.51509674925728,E,A,55.78822262223214,35.72400411122724,1
Non-binary,China,Bisexual,36-50,A,B,A,E,189.4283069426273,D,105.10410865992262,B,A,69.76218655416686,E,D,70.68095793678849,27.641095161715945,C,A,88.99985051624161,55.0519276238558,0
Male,Other,Other,65+,B,D,B,A,31.492707781473094,B,54.389951262393055,E,E,66.55445673229288,C,D,-102.64547964750439,141.0089574618799,B,C,-47.7358363863858,-221.96001682937205,1
Non-binary,China,Other,65+,C,B,D,B,-49.270232093381246,A,-148.22908363080322,D,B,94.85361770430396,B,A,-17.93204239918688,67.56513690492002,E,B,-8.733431624040703,29.218714261149653,0
Male,US,Other,18-25,E,B,A,D,-21.66654031662907,C,-97.61253205960755,D,B,-72.66788228212833,D,C,-45.298014083731616,96.76897360501307,B,C,-43.93765231076732,57.80894470030563,1
Female,Other,Heterosexual,36-50,E,E,E,D,-119.14252795166014,B,-67.19098517626688,E,C,-83.62648677973554,E,A,57.62864230211958,55.8107781035129,A,C,84.77268584618143,-274.14917824123273,0
Other,UK,Bisexual,26-35,D,C,A,A,-63.64278109290631,A,234.7097576390377,B,C,-50.172972980150455,B,C,5.182716811303231,32.49988622684569,E,C,58.45589060239226,-81.23154390377807,0
