ethnicity,Veteran,civil_status,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Black,Yes,Married,Both,D,92.28106606449266,A,B,26.847892146113512,-10.260767566325898,99.34178507376475,68.85521344678148,-176.4713221272459,A,67.57844274289872,-163.6512493033202,114.30310408006777,0
Asian,Yes,Married,Yes,A,-129.95493666828375,A,E,-161.79860798394577,-49.409015575311415,-46.34167763059388,-205.1469633499121,19.202595110281308,E,-61.0274702085826,-50.05123136882295,66.753791485053,1
Hispanic,Veteran,Divorced,Both,D,65.26969007896392,D,A,-119.68831599032666,120.9364202865453,-169.6837692452145,115.98700977331886,110.95991163570957,D,-27.40176510963129,-176.28071493577048,-79.25295757605365,0
Other,Veteran,Single,Physical,D,49.22458839276248,E,C,-192.4156171091201,100.21927757368665,113.61346033923456,32.04283811992503,-94.41578056901837,A,-55.86130444964825,92.67021862186677,94.259361800542,0
Black,Veteran,Married,Both,A,72.19538124420798,D,B,89.27536080631475,-102.11030549114659,131.6288359466177,-47.307815699632506,22.327010512426103,A,-44.49189507956216,-78.33229465021653,0.17719469305037172,1
Other,Veteran,Single,None,D,86.992714609767,C,D,-172.2921772432426,69.98051214928553,64.23635947850717,-49.985239150237774,18.103765930760453,D,126.30564668465647,-67.42836943733714,62.20450062003478,1
Other,Veteran,Widowed,Physical,A,104.22915062173064,E,B,39.8178389630964,9.285822693759558,47.76134198868482,-120.90256073311238,38.5625734138204,A,83.39802852709904,85.27163886934869,35.65776300136465,1
Black,Non-Veteran,Divorced,Physical,B,158.05308456724026,B,D,10.095401998403606,-77.59148476177393,71.15782363846283,-30.092972918456745,-4.7633766685049785,A,76.59341798881958,40.7091667512403,-2.662325698893577,0
Other,Yes,Divorced,Mental,E,144.34798910662315,B,E,119.74343547162374,-104.56532151580909,4.3129347473708135,-36.26257759145316,-114.9974770254679,A,-13.661478394355953,-198.53124361724062,-79.63991866196226,1
Asian,Veteran,Single,None,B,-56.6315104120652,C,A,-84.67965644958232,-17.689383064481724,-8.77607564993972,-180.442036257274,18.42641800338094,B,69.95406022857829,16.712747194162553,-176.2110237993,1
Other,Yes,Married,Mental,D,39.11313190741813,C,E,-102.35301646236796,-142.9091088802187,78.80763777653698,202.77545348221415,92.33263072967802,B,84.25664190381767,182.70674767970542,19.527987173110574,0
White,Veteran,Single,Both,C,-22.230397869202292,B,B,67.61793441602292,-165.92374909410793,37.229301119749515,229.38453871832039,69.78523458300664,A,162.70289952906037,46.131867695975956,99.20534734025932,1
Hispanic,Non-Veteran,Married,Both,D,102.98678486159409,D,D,-1.2194691886356714,161.5419859292517,136.63435748308913,-100.66137187054771,128.38283446928065,C,26.650531391859417,-89.2158209536909,121.37155502361088,0
White,No,Married,No,B,60.55923944999911,E,E,62.15771932438603,34.17491970298512,33.46244304643331,-174.6364902255417,-32.211321844393204,D,62.86017016623896,-29.69608285279115,96.97649148515083,0
Hispanic,Veteran,Married,Mental,C,-41.41215390131614,A,C,131.68777563148436,159.30203598787259,-3.5153412313919468,-89.84478605406812,7.592718343554955,E,135.92248342959383,86.99428458310118,-87.97958823697199,1
Other,Veteran,Single,No,C,-20.249212315017743,E,B,-12.630409868634137,83.36518667193738,81.74466513088237,-56.73384307265208,-46.778963434192185,C,43.64984035756264,117.49205631382338,-37.67296821865159,1
African American,No,Widowed,Yes,B,66.11789198673476,B,D,-159.21849851410795,9.741189337903707,109.66680455957882,76.30036244241128,1.6972398676932214,A,-45.43472201107273,-26.237620307323684,31.3778233171833,0
Other,Yes,Divorced,No,D,86.07702901283032,A,D,-67.61150915328832,55.25155801885624,-60.041705606040175,66.41811400313826,13.05056791892546,E,20.461337170912145,-105.57693592935384,199.035305231711,1
Black,Non-Veteran,Widowed,Yes,D,135.06298009026906,E,D,-17.641799737103575,-102.32387273692589,134.6409523923527,36.376411274312595,-47.24733462122235,B,49.88620241503049,15.11813297960522,127.10398158964638,1
African American,Non-Veteran,Married,No,C,19.59423090726865,B,D,-104.5464205231637,-49.22311575055945,-41.130594603367584,60.60264241856217,-133.0384895929177,A,-65.5212426739119,44.50703046767725,-163.44268476045957,0
White,No,Divorced,None,A,-44.04430739457801,D,E,-144.59678309237066,30.289989776345312,-60.83552551596547,91.52033087559313,121.73445904411668,D,-31.420389793052568,-44.47032628608486,1.993334942217611,0
Black,No,Married,Physical,D,194.87853275535096,A,D,175.72223527763188,109.50944677733287,-41.087114103229204,-31.249336175568963,38.28182189054103,B,-46.978042344284866,113.87338051715771,47.117850738797834,0
Hispanic,Veteran,Single,No,E,-43.03975817203109,B,D,134.3146279209742,14.302382230835736,76.2185657086732,-153.31915508726127,107.54728573990545,A,217.6680485523388,-12.395016571417191,-30.39029226595855,1
Asian,No,Single,None,D,180.2329960276405,C,D,35.77965781446428,-46.03558499564572,127.81737019359664,85.92369248868627,92.74255748812377,B,117.74107777271534,-109.35845325191731,79.92538385480859,1
Other,Yes,Divorced,No,B,-1.5958169592957236,E,A,144.97993394566734,-73.3754111957895,4.806243600791984,82.19990981395341,180.13122615616953,D,-85.37310041984249,-246.22220257758758,31.882419702997662,1
African American,Yes,Married,Mental,B,56.00784278586492,D,B,36.350777967064396,133.1035096186419,-74.76581054175622,-117.47946845980908,65.9472922430781,A,-78.85072392544785,-33.912884507062365,-45.40608133422596,1
Hispanic,No,Widowed,Both,C,-124.26305164554977,C,B,-51.903616052431936,127.13856520442741,-140.44580591734618,126.51635953857492,131.46117628543345,B,49.038902679286124,-139.85377029380672,-20.57820252174185,0
Other,No,Widowed,None,C,-52.052922468072516,C,D,-122.99984732175375,56.7252437385648,-27.072250235062857,50.112119522661004,36.90251451983727,D,-43.445313895433685,-19.416347168151535,-89.50470706168461,1
Hispanic,Veteran,Widowed,Yes,D,16.134653529705144,D,C,-79.14750285803255,21.58203635940192,50.9614939333601,56.74786672953714,-53.04116839193062,C,40.84588778615633,71.10424719871506,-72.11834734887022,0
Black,Yes,Married,No,E,-97.07197945667787,D,C,49.556565953272795,-71.56416391887629,-189.08345069594992,67.1116005135162,157.72757303519828,C,-110.01966983368263,-37.18036537987833,-78.66352200425477,1
Asian,Non-Veteran,Divorced,Yes,A,-189.13654531010945,A,E,-27.35653409541849,195.64547991715384,-64.6862983105924,102.07989388863146,98.19876980054438,E,120.03736677716115,85.19445007945767,98.83801407562972,1
Black,Veteran,Widowed,Both,E,3.958566226362904,A,E,-22.289362528754424,66.51964584225077,-25.189708685385963,-137.6179830383623,-56.96541693998459,E,8.396400346310912,45.833616704374755,22.48170339316921,0
Other,Non-Veteran,Divorced,None,D,-37.28876670894799,B,A,150.37218857189882,-3.503858414023115,145.83507685650227,14.175928390304001,-20.603696199420142,C,-74.27501002143985,-37.171432664081685,-38.24529504209995,0
African American,No,Single,Mental,C,89.8705851753611,E,E,-209.1192992611034,22.574507822541545,-83.79095669419641,5.969978015579621,-19.82125435960523,C,-131.35387193783527,-94.89125406105155,82.10098203180888,0
White,No,Widowed,Physical,D,115.93913358039624,C,D,-23.97326854513551,7.9628233881659085,16.2679941048672,11.635432371513645,-56.06974172618814,E,-50.5774794010289,168.40648767056578,-45.44271516015552,0
White,Veteran,Married,Mental,C,-125.86032646843557,D,D,-119.26137790961764,-228.6893249561596,35.50158888264822,-13.242045786089237,54.65509441544364,D,-112.22144686952727,83.27615314429889,-100.19528390552512,1
Black,Veteran,Single,Mental,E,28.718294364288553,D,D,-36.621878292488304,30.68035752864859,-116.40744754543894,-79.61434345563605,-48.12890420458931,A,-174.21232364602054,1.7980411467553323,-49.56815890981214,1
Other,Non-Veteran,Divorced,No,B,237.57780736064657,A,D,-87.50457353430193,151.9879062478872,49.95994071026637,-94.59700311746369,-80.11515200964395,B,-131.40230296154016,60.35273393212641,-33.38895346706451,1
Hispanic,Veteran,Married,Yes,A,-173.91329358957785,A,D,106.83971684800959,-51.037817194410536,39.474289180124146,-3.834189440163268,36.821849619468075,A,53.462461548310344,-53.41467969974556,-5.754690141107715,1
African American,Non-Veteran,Single,Physical,A,47.19497479964016,E,E,2.4752748672074083,238.67731987893794,-10.787856876891318,-184.76245971417967,14.65190928441629,C,-55.10290872608798,-112.73200914616652,23.193248796030346,1
Other,Yes,Divorced,Yes,E,12.134102140732386,A,B,-41.696190252320484,35.5828271205309,64.72472515954382,167.82130582372932,-29.120252945026177,C,171.36495508161548,-91.67048490934643,-14.326472314938856,1
Black,Non-Veteran,Widowed,None,B,4.164053357799415,E,D,327.59749546378345,31.609989064594384,-62.57527031125216,-97.4426481871374,-47.48661520171533,B,103.42023382735283,-11.293853676317601,2.781410972104842,0
Hispanic,Non-Veteran,Widowed,No,E,91.2022624167111,A,C,-34.62773536072859,-97.60747876410433,67.65532400680621,131.66848113511804,-33.54784476958602,D,93.58678899032007,161.21976121262702,60.539848134787924,0
Asian,Veteran,Widowed,None,B,-6.732902534055252,E,E,107.48301091299288,-104.59754154853553,-158.1540037073606,-94.52185562809278,77.57744022545398,A,-53.40058518493061,-36.21004136433984,-32.93005809369169,1
Black,No,Married,Both,B,4.567628482419852,A,A,10.632600031955802,2.627676671732818,186.47708021759183,-87.25608309921209,-84.14707547047603,A,-25.74223987442475,-61.095995587170414,27.695289137273626,0
Other,No,Married,None,A,26.97047028587355,B,A,152.2606909774153,-93.4230007345848,78.87539249653386,-135.98071650677076,157.77089232311116,E,-32.83155261139898,-57.80702546760308,-122.82765908431452,0
African American,Non-Veteran,Married,Both,C,-88.25064332534947,C,B,-41.08975206656474,58.14385533848802,-67.26221754959803,-146.17110974929187,195.41453052892737,E,6.060783151843127,180.131374043453,80.28803690865337,0
White,No,Widowed,Mental,E,-48.856918109362915,A,E,25.303257118212592,7.421329106295276,-18.670624218434487,90.64329120442744,28.844725168255714,A,-124.97014734397827,-86.04839353570398,-73.72655545345665,0
Other,Veteran,Single,Mental,B,-67.46058179881244,D,E,122.52322727895304,-85.05356134339905,65.05914217013404,58.00262363478513,15.566708952896258,B,-61.243182478753255,52.254944007016434,57.44756566335497,1
Other,No,Divorced,None,B,11.061147036049881,E,A,75.31013705009127,-122.77185765880103,-29.10088893063544,10.905406764700427,19.793196063074223,E,84.60397808793792,-160.30415016118616,-167.89556934881108,1
African American,No,Single,Mental,E,1.0882152425588532,D,C,-35.890683519685396,156.36104811355798,196.7953104731856,-244.37121525294273,-93.03831897972582,C,-188.40792864557204,37.085020488485284,-127.12379775324818,0
Black,Non-Veteran,Single,None,D,103.93453539333726,C,E,-101.64938171442144,117.36824131587358,-122.57344908798325,109.82133530724974,-111.53078844509055,E,-42.91265505926155,-83.72794075312106,139.5208379653776,0
Black,Veteran,Single,None,C,73.52197751291524,E,D,-19.033237142468266,-80.6472981444999,64.60368689418314,-60.16594121164878,7.095380712211134,B,229.88120296389906,155.06026155776897,-72.67765409592305,1
White,No,Divorced,Physical,C,-102.72935413900682,B,D,-8.563415481179474,-1.0384953276460545,18.117312572129535,91.67287651549141,14.748811681002454,E,-79.48989942612185,-11.072532793775128,-42.28654379431163,0
Black,No,Married,Physical,C,-110.60828715440314,B,A,-83.41658873990417,-58.32000526904697,134.42420603841632,22.581616617652145,-8.91963484504585,D,-71.51203080424362,2.2762572413055926,147.23900279352443,1
Other,Non-Veteran,Widowed,Yes,D,51.07284211913178,E,D,-36.60156527335146,-87.93893500810319,-34.25439000507062,96.74599488513903,179.01788200299524,C,-61.24472899967465,-104.94467219666896,-47.50563272188997,1
Hispanic,Veteran,Widowed,Both,B,-63.378944210938805,D,E,-201.2927362920534,85.58471281498477,66.05437121393109,-78.80442334566455,54.380891780959,E,126.20114829632013,118.45903277770032,-27.314604874750266,0
Hispanic,No,Married,Yes,A,166.18800445114007,C,D,-9.625935578841348,-21.550170159356018,-182.08332432810107,127.89253138207941,-0.8680751672368854,B,-62.10391493000991,115.63848667642478,-70.46988408390293,1
Black,Veteran,Divorced,Both,C,-5.186710517063726,A,A,91.18921282032737,-131.78775327311595,125.49648982423535,-162.66240470912118,25.76995203741997,E,62.593927661737006,-29.780570746796208,31.08333036502807,1
Other,Veteran,Widowed,No,B,13.93911619366075,B,A,113.56431935026563,109.22154952893692,8.354897680211135,-77.75997279931059,97.25841889112728,E,-19.403203085304906,106.11281821131986,71.30121566865087,1
Other,No,Married,Both,B,-51.24121256382368,C,B,-97.59074539392067,68.80876914685793,-28.48984219239447,-168.94920430863314,117.78177808633934,D,-76.68495170718337,45.482432801068235,-39.67113688695398,0
Black,Yes,Married,Mental,D,-76.39207060306029,B,A,-118.06745215298137,-101.41781660040463,98.20010787540866,-15.42655315624653,82.0212132208167,B,70.80991577224056,-41.529367619358645,-23.982720493782313,0
Black,Non-Veteran,Divorced,Yes,D,-115.39891173367553,A,B,42.32741268319626,127.33267798338015,-97.8892549040098,133.43604299678148,43.9014932557798,D,3.626820021090863,-128.06986684347345,112.24795494167228,0
African American,No,Divorced,Both,C,55.31362204275737,C,A,-179.80873216865572,-100.83196276907039,-52.69970010175577,-123.42884717343398,35.81116962810261,C,22.289369034110496,-123.26214927638762,-98.29748623836653,1
African American,Yes,Divorced,None,A,-44.175485784058964,C,A,-173.91335217724085,19.522708125613537,90.76028273362837,-53.73558630952186,159.5074467098701,D,50.6702755194984,-5.926545632027084,-120.07643841026656,0
Other,Veteran,Divorced,Mental,E,-121.44162525834024,B,D,-27.715823136174738,-107.23940493970692,75.57686305291185,49.69632500716409,-85.73228097493164,C,-90.13759621897503,-70.87670098903114,4.954988662880279,1
White,Veteran,Single,Mental,A,11.61763283128407,D,D,77.73291845345676,16.243774728311124,-128.70779782207867,16.83911432028311,-171.32520062792779,B,150.20790388497414,208.2194831198153,-183.9195591572848,0
Black,Yes,Married,Yes,A,-26.75104976920038,C,E,80.5376955981759,96.07830015893461,-34.60499938305012,-120.6071233160792,129.97177869334385,E,-13.094017772914166,-2.4809656127440807,30.15589176163566,0
White,No,Married,Both,B,18.645316997863933,E,A,104.09400249224767,-60.854491164842,99.60393661877418,-208.99585362650313,74.73468106071903,B,17.46916010807911,99.05089990480936,-68.15810437833925,1
African American,Yes,Widowed,No,C,127.83934670164525,D,D,161.25401748744395,-99.2112054956697,-6.167116855080193,-27.74815651075607,-62.77778178359126,D,-50.04523935893689,43.79414047037044,-51.48110817589355,1
Hispanic,Veteran,Married,Physical,E,75.98547683919993,D,D,59.546964506501354,-93.11081636455752,-268.6663793260676,-88.25848373868062,80.0917877108623,E,-11.822825960156397,-53.91885860082737,124.30472867245241,0
African American,Yes,Widowed,No,E,53.41553453274599,C,D,42.91578055629451,-213.58363956318493,-72.12836078888351,-82.83503270433631,18.210516466628153,B,-42.27968032831148,172.1013579232319,-12.767251452081085,0
Hispanic,Yes,Divorced,Yes,C,-107.79858088907145,B,D,-42.36308448284051,-97.86979153172479,82.0981159522429,-69.24504747686152,240.29598795790085,B,-7.739094798960236,12.650357325944176,7.728013036037405,0
White,Veteran,Widowed,Mental,B,123.21412724349352,C,A,-197.50054258350818,74.1060318459795,-76.02116689210065,-19.000060577260978,8.566099461331643,A,-221.16768002820154,17.278380586319354,-92.80081420736647,1
Asian,No,Single,Mental,E,55.40982268612793,B,A,0.6190508801317562,-285.1039697664278,41.30988238376773,-52.86294137518023,-76.51537331984613,A,43.234036930416444,50.75283426627551,5.478318821046086,1
Hispanic,Veteran,Divorced,Mental,D,18.475267510255637,B,D,-185.14832226127717,113.35766119265816,-105.11710967122423,12.09119914670771,178.60200140547482,C,-75.5534179595534,-26.42252980344483,-77.29283338256039,1
Hispanic,Yes,Divorced,Both,A,93.77187509044886,D,A,-38.98126378595288,111.0052771212996,25.618587217048795,-27.130795826398945,63.4888306757302,E,46.9922362856932,115.51888921682207,39.066599283220214,1
White,Yes,Divorced,None,C,105.00243490520025,D,D,140.89556289141512,16.0620321520444,236.2246457416593,-118.03794244042132,-22.51615581013553,B,-4.56503125123022,-48.722138176753035,120.79601352068154,0
Other,Yes,Widowed,None,B,-102.20918791989895,E,B,-68.05558759750274,-138.6246667921771,-27.112428120691888,98.00423071733518,0.0662407474144746,E,152.4069955223336,-44.90966304664744,-212.68875083136268,1
Hispanic,Yes,Married,No,D,200.79838159820332,E,E,8.560188627616666,-55.11081149368921,135.83979064237246,-27.62573869339232,-195.2508329746974,E,67.9915838728173,15.818104172031916,-108.34406195270658,1
Asian,Non-Veteran,Divorced,Physical,E,48.966961418186095,A,A,-253.25577490544765,58.02747696774719,30.174702151304416,7.413578159710084,111.05788797694707,B,93.73763218384119,212.50920600030554,-66.78341122210499,1
White,Veteran,Divorced,Yes,A,16.665312513578282,A,B,21.933275130751476,155.25368172172594,-71.16013069248338,52.90128971795502,-165.19167376369484,A,-34.504277892128435,98.58077133218987,74.17567898320814,0
Asian,Yes,Widowed,None,E,-33.67566846264385,D,D,94.23615302934296,-76.77432232550537,62.93912642507642,-201.0804457537612,-118.37961061123568,E,45.89570070004437,-123.91572613197597,134.223548439136,1
African American,Yes,Married,Physical,C,-3.4707462689970567,C,B,-192.68913687834774,-41.940175209215255,22.65477484017876,16.642357221035272,-178.40772811244787,E,-18.788092002026353,-35.52189728882048,-153.4940618959871,1
Asian,Yes,Widowed,None,B,63.561586384812216,E,D,-43.73485407161441,79.50067694423461,-194.90984837133925,145.96140703064634,5.457885160736781,E,-25.47989889475325,6.794280563406932,77.37214799861518,1
Hispanic,No,Widowed,Both,E,46.709908514233526,B,C,-41.85604152042444,37.11587929057823,-27.828323061974192,0.6385209815175494,-23.165869287153548,A,83.58634246931118,-91.65604622195303,28.858314026410365,1
African American,Veteran,Married,Both,D,-147.90915608489195,E,A,-84.54162537141723,232.5684837563915,-21.0475874768695,38.635580499903824,-75.713777732186,D,-138.1269134248919,3.4455516932667942,186.63260182994856,1
African American,Non-Veteran,Married,No,B,-38.718982862784415,E,C,21.377961202962602,-115.4734797359243,26.753240182953014,-97.19116903031268,-15.974922469803557,D,69.77172910387708,110.53421454876866,29.34473186269485,1
Other,No,Divorced,Yes,E,126.00607285177124,B,A,-145.79114407552746,8.756261977692564,82.19128565208581,-122.89542006820322,209.18812991221535,C,-103.15585523792676,80.08187947693484,131.24505037639793,0
Asian,Non-Veteran,Divorced,Mental,E,103.90062751932862,A,A,27.89357667533046,-170.4073162386184,16.740544232171693,71.16774661366759,18.552417821756677,D,74.91564526469914,-23.20850983687004,118.64281825165585,0
Hispanic,Yes,Single,Yes,A,1.029408461824324,D,E,-73.61785692328672,49.35533186583377,-62.17345955547895,57.95134088971098,50.260911040856385,E,168.40809931048685,-141.12441762547766,-143.6979170724498,0
White,Yes,Single,No,E,30.867827152592348,C,B,141.11152571093473,52.04109030097741,46.14895423622428,4.4080494553395635,-118.09030047277469,E,-20.47827546199981,-35.91373391976904,-65.9230445212288,0
Black,No,Widowed,Physical,B,-65.88810398801971,B,B,-196.49458828802346,78.43727335119222,-158.8104866441411,-171.96052575860338,57.74763286765461,E,4.073612700367973,-212.0605604313903,-4.322527526220326,1
Other,Non-Veteran,Widowed,Both,D,-64.03149137048307,C,C,97.65057705032405,-98.60894454320062,-47.08627148740157,100.2315751970957,-31.95925585227014,A,127.88731965531916,-85.56380565997512,-80.1961682258662,1
African American,Veteran,Divorced,No,E,4.990761866671637,D,B,-153.88884209495467,-192.74228980689648,-45.814006315677695,0.0962605834332881,-57.29134384072486,D,-6.623369256611533,176.9677166530053,20.163263342947698,1
Other,Veteran,Divorced,Yes,C,9.283920184414855,B,D,-6.91086464290627,73.23783866884763,-147.91838911211812,61.97313806542426,84.63158082540374,E,-38.02309397357478,154.95547100858872,136.83779530115223,0
White,Veteran,Single,Yes,A,-18.370852035973044,B,B,16.41597278151213,37.399223176936964,-95.87385969559979,-65.21534164855336,-7.8418194345157,E,-56.34231853028449,-54.30495882463984,-105.9273639619432,0
Hispanic,No,Widowed,No,E,106.22512755198147,B,A,124.04720413675958,-51.323385170510896,-39.488320055423515,125.39969052514888,-51.54159875240024,D,1.329295845796593,37.53596565615944,-96.58542537573673,1
Asian,Yes,Married,Both,B,-128.8145759950887,B,B,36.93886460462373,102.12381785239329,38.75338832103971,-138.1149267458784,147.98377689099036,A,85.06632191127159,-128.74052619970186,-154.98152884525797,1
Asian,No,Widowed,Yes,A,-38.831559389760095,D,C,-47.471807104014786,64.57672994051447,-60.80392993067275,-0.7311919304859743,103.44754965492602,D,108.3208258204271,7.807740545160965,-164.65314356047566,0
Hispanic,No,Married,Physical,B,93.51593121832566,C,B,56.854826023160385,50.28388903514178,-1.7978228056599745,-48.817831023350664,-38.49410383193027,C,24.319692472524743,-13.534179531313878,-42.12440343221797,1
White,No,Married,Both,A,-190.94872148595132,B,B,102.9475431247629,56.137028796055574,64.23688176210696,-22.349799505413255,40.86656376321088,A,107.46666367981189,50.51231608293292,21.093132067495503,0
African American,Veteran,Divorced,Mental,D,-96.37446487147847,B,E,-38.958893908787346,25.509798008265573,73.06058929466104,7.231302245900418,213.11304649838596,A,-96.06027519696991,-45.85536193695099,47.98292298871246,1
Asian,No,Divorced,Both,D,-100.08999156520039,D,E,-39.00883818637072,20.335468216810323,69.74204682661055,55.080494590960924,-26.295639705246927,D,-13.982486699494551,-112.70734787374535,-89.09565070622973,1
White,Yes,Married,Physical,E,264.93426274660385,E,A,12.077507153942957,112.00447450247553,-72.59867676846577,-149.1684532562128,-53.16705325440261,B,55.91986621411327,-87.33235732616652,-29.044393945605783,0
Asian,Yes,Widowed,Physical,A,-31.27619255911574,A,D,-79.42385615792573,78.20674795416397,-1.4063152983828893,-202.24728851303394,-25.40311768319286,C,-29.339295123561403,35.0929594284774,35.72477058019681,0
African American,No,Widowed,Both,A,30.399987714342746,B,C,-112.61825738440152,20.58704164893392,124.61527710315268,10.653314152113397,-46.90634802275451,D,-86.3327224266442,-195.95911896135024,-48.970334254657125,0
Asian,Non-Veteran,Married,None,A,-141.45458656756972,E,C,35.70475313268145,-119.88828074893885,3.365716888481617,-14.7785802614841,8.533215529826059,A,-7.059510971398493,164.81571407578258,-56.730280140472765,0
Black,Yes,Widowed,Both,C,-11.883393429504336,E,C,26.274119162031667,4.079314529699032,99.85389587941829,-51.722858520342776,-87.44940846489467,E,-51.747463158088976,19.425137181718657,136.42392473434322,1
Black,Veteran,Married,None,D,214.35252238358012,E,A,61.306394762648274,-115.92459616533507,-84.0863502001541,-11.315156438595329,10.38254074740654,D,-80.09623865724333,-110.13910886684867,79.16449577750788,0
African American,Non-Veteran,Widowed,Yes,C,-131.39359315091178,A,E,-10.507040156495098,34.50598670973984,-0.1808868162551804,-217.33098770238738,68.74892786252474,C,167.34727636994745,36.43933437474238,259.81202141946017,1
Asian,Veteran,Married,Mental,C,-75.97669828383388,E,A,-11.632989233225901,25.709323195589395,57.22382773395878,-84.20870846282212,-129.2377001747343,D,193.82367845573341,-90.57724104398584,-68.10468239912103,0
Asian,Veteran,Married,No,E,-89.1840888275807,C,E,38.86358227621218,-49.91222318245154,94.76886783922023,175.51008655214292,34.14929591323086,B,36.363110388837974,36.69001368057735,60.390114998517255,0
African American,Yes,Married,Yes,A,-167.73739063364786,A,D,-156.98275317673506,128.80722307023024,35.6731569830941,-75.41184708507114,-187.88580477768463,B,179.67554806434583,144.14202880120308,233.05882839322237,0
Other,Veteran,Married,Physical,E,-50.84951606484359,E,E,128.19128966572418,57.29698737733007,21.78256494207435,-65.25977865547762,-137.07629992662766,E,24.82347245369799,-6.9065235880193505,150.79131359543558,1
Black,Veteran,Widowed,Mental,C,-123.13069130983673,B,E,199.7667460537055,-33.81229291044441,36.23404953509906,-1.34222984995771,84.18836934426336,D,-84.05979543079953,-139.05622487127994,1.7368593287694107,1
Other,Veteran,Married,Physical,A,119.66936128156118,E,A,-196.90377607392747,58.0248873378288,45.09489154758213,-114.21468335165987,48.99307204537909,B,-71.26640277688796,40.19826568907888,141.56605175387233,1
African American,Veteran,Divorced,Yes,E,-7.110202423608982,C,D,-39.504049369411604,157.18387024952747,-149.75336617424,191.18021532580877,7.425574641658159,B,-94.57439598186453,-142.67212911669606,-4.038821372834059,1
Hispanic,No,Married,Physical,E,-18.832687865018467,D,D,50.80194116832115,105.89386007836477,112.13474078447743,35.53188972234459,-96.73720005235276,C,218.93211984565247,-85.8645159142984,-70.45371804964762,0
Other,Non-Veteran,Widowed,None,E,-112.92757263952412,B,C,-21.652677208344397,25.000731856802034,57.72095373631048,-124.1613373244959,-104.81879251878323,C,-275.15172335368004,84.81411569174134,56.739732541157814,1
Hispanic,Non-Veteran,Divorced,Mental,D,-92.26475601721991,D,D,18.79766981364114,-22.257197700490668,120.04511591096254,-94.10934271283084,-152.8125155398549,A,-27.201679014710145,-58.12163186663669,20.682552942490588,0
Asian,Yes,Single,Mental,B,-57.501205425015975,A,B,47.63425861188193,66.03713870120225,-128.33727174662252,-203.87391136647653,251.34464645439613,A,-132.59060172088283,-178.99353342022582,76.6147745291299,1
Hispanic,Non-Veteran,Single,No,D,-100.46579368453992,E,A,29.492983200153137,-171.99059594746439,-93.75494837861768,-60.084414892857566,-109.67795976493215,D,93.50650143925944,39.20002029128858,201.13314108831148,1
Black,Yes,Divorced,Both,D,46.85609789059115,D,A,-41.41181540900198,61.21641400777942,-47.99742463830403,-90.20722516776651,17.846851594431232,B,-32.53104108811838,-1.1860403597561435,-4.576866444170994,0
Hispanic,Non-Veteran,Divorced,No,D,124.82920759898867,E,E,106.23257976349132,20.231140115804337,29.268252623852714,195.84258094398928,-173.691105046632,C,174.09685952588072,128.41397577898147,5.316534901273882,1
Hispanic,No,Divorced,Yes,E,60.95011092415689,A,E,-69.1586314510245,16.50505961623196,264.49440444456445,45.557102005300514,95.06795375758014,E,-167.59418321321328,-45.735352076224174,-194.2161028618379,0
Hispanic,Yes,Divorced,None,B,-126.15601625826164,D,C,17.213851252058408,59.47160737743539,-134.84474153075186,39.002422864005204,216.00465687431023,A,282.4426317130327,-1.3113194365686338,-92.65114896353111,0
Other,No,Single,None,E,-49.90867938756562,E,A,72.66708123354508,114.96456072669199,102.0103098091522,69.19419003719614,-71.49498203893073,E,77.73526854342698,-1.5280137954157844,-79.38753924787146,0
Hispanic,Veteran,Married,Yes,E,-157.27758380402696,D,C,11.81870375281182,-74.1267830138061,-165.81740488650564,84.0188775283151,36.42393385819275,E,-9.306926578033348,-110.64546838847636,81.80291862742156,0
Asian,Yes,Divorced,Yes,C,39.46532687910864,D,E,30.379533137796333,-106.39963063499762,-25.100845072522976,-98.79362996280906,124.73166539226108,E,11.416804247147635,33.73806331132515,-38.07677164374964,1
Other,Yes,Married,Mental,E,-48.83887643826619,D,E,-58.97384170392935,-136.53126479170504,154.92834957718878,46.86955881645833,-64.66121855686694,A,-77.80763699553748,-87.73333833664773,23.568230503151096,0
African American,Yes,Married,Physical,B,-58.4842903251073,E,D,-73.70078580465461,-56.65316128057014,82.37597840663481,4.78912326208053,44.58686981479744,C,-114.24085610287464,-124.20416625267103,-126.3693371925725,1
Asian,Yes,Single,Yes,C,-20.31347477543032,C,E,37.44843227183664,-21.977458311192862,-140.80906618580568,75.63478756790313,115.34734384793488,B,156.80232515315785,118.35588837794373,-130.05602501231613,1
Asian,Yes,Divorced,None,A,95.78252101109503,B,B,-116.63928947614781,-110.03494889026297,-11.944635141804175,123.04433193328809,-84.90551684282428,E,-20.678437098821796,37.669228612846034,225.75304304712213,1
Hispanic,Non-Veteran,Married,Physical,E,173.95889606075852,C,D,-10.215180852563993,10.789705011653147,-16.4093732073244,-11.67387520018825,48.21393574089056,A,-105.6789362361526,155.08295068777122,13.188071849627361,0
Other,No,Divorced,Yes,D,-58.645991998824755,C,D,11.31189798330638,13.448302809249164,-75.84977821267516,167.6518189978712,15.959995876207861,C,191.8352388888059,-75.58857766877402,-38.11937062057486,0
