age_range,Veteran,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
51-65,Yes,UK,54.143384098205125,D,B,B,160.504342091316,D,A,-150.09769871793594,1
51-65,Veteran,India,6.647007007278634,B,B,D,-9.221660326793462,A,A,137.6561582814301,0
36-50,Non-Veteran,UK,37.695155949743445,E,E,C,-143.0192537620193,B,A,-130.42183778670412,0
51-65,Veteran,US,27.730642240689335,E,C,D,184.19764308405706,B,D,-49.06779759196801,0
36-50,Non-Veteran,US,137.26759626775828,B,E,D,-72.06746020205537,C,E,-134.86401277720395,1
65+,Yes,Brazil,41.50173904903347,C,D,B,129.5975315979667,A,A,-26.72767573256704,0
65+,Yes,Mexico,-177.34041197281692,D,E,C,8.112390472491333,B,D,-26.372570207795743,1
36-50,No,UK,148.44611742722853,B,A,B,111.92202548083745,A,A,-153.95276211034442,0
36-50,Non-Veteran,Other,87.4152831426773,E,D,B,-39.86019296332295,C,B,-49.77208794266403,0
65+,Non-Veteran,Brazil,80.02833016338158,E,A,A,36.79025984611995,A,A,51.864429202987175,1
18-25,No,Other,-178.35137881271817,E,C,C,-117.67475681398594,E,A,-84.89241921585823,0
65+,Yes,India,-22.35359811917498,A,B,B,39.848785777552706,A,A,50.104085456054115,1
26-35,Non-Veteran,India,21.970998393501706,C,D,C,26.2177567479882,A,B,94.61517089953159,1
18-25,Yes,Germany,97.46835217872564,D,A,E,-36.32286642547155,A,D,139.5126963261834,1
51-65,No,Other,139.0628575143042,E,B,B,160.35623544302732,C,A,-89.04886471771964,1
36-50,No,Mexico,-30.126929946243624,C,B,B,-67.99240904595794,E,B,121.362570485496,0
65+,Non-Veteran,Other,-9.252030799077911,E,B,C,-60.18156350561345,A,E,23.678277611604294,0
18-25,Yes,UK,-92.21206679644011,C,C,D,26.157757931913483,C,C,-13.919876653425705,1
51-65,No,UK,-97.46842215598947,C,C,E,-133.29155941187736,E,B,-65.75076183030677,1
18-25,No,US,-39.09905929427037,A,B,A,17.4574883014726,A,C,-94.07004700193647,0
51-65,Non-Veteran,India,-221.1752062679311,B,C,A,-86.40553272850991,E,A,88.37116127647778,1
18-25,Non-Veteran,Brazil,67.97368599569616,B,A,A,-54.71827866459908,A,A,-55.30288370377194,1
26-35,No,China,108.70148488162839,A,E,D,84.19691988411978,D,E,-108.38199197556422,1
18-25,Yes,Mexico,60.74150611071036,E,E,E,-56.59733314163592,A,E,-46.323151957317755,0
26-35,No,US,84.44118212520382,E,E,E,-147.90679027119285,A,E,-201.05182398492616,0
65+,No,China,3.5734740460915333,D,D,E,-36.46912231327109,D,E,-79.72372663582605,1
18-25,Non-Veteran,Germany,-14.077855643069414,C,A,B,86.20600887265542,E,A,170.43378249089733,1
65+,No,UK,176.56671188500965,C,C,A,21.997069468205265,C,D,45.12773142463082,1
26-35,Veteran,China,-28.691003337893235,C,A,C,-212.65001256946198,E,A,-208.1326826639358,1
26-35,Non-Veteran,Other,33.89618380562226,D,C,E,25.6937992503219,A,C,195.50665956022414,1
65+,Yes,US,76.1926600577304,A,B,D,-200.49232757322457,E,D,276.27797767571417,0
26-35,Yes,US,-79.05975268086684,B,E,B,-1.3173767433761103,B,A,-8.094361245697883,0
65+,Veteran,Germany,-12.14658385751733,D,B,A,-89.95726486925281,C,B,56.77573570456784,0
18-25,Yes,Other,8.932813740583208,D,C,B,147.98326863443074,E,A,109.59049298228017,0
65+,Non-Veteran,Germany,-104.85788109105133,C,A,D,6.7987173608296745,C,D,38.665936895174994,0
18-25,Veteran,India,-77.0511715785463,D,A,E,209.63139651478411,D,D,101.37045631218217,0
51-65,Veteran,Germany,171.76212018910485,A,A,B,182.14082546271538,B,A,189.04529041897163,0
26-35,Non-Veteran,Brazil,-63.942323952719285,E,D,B,-78.69337471601003,E,B,-78.12211185022473,1
36-50,Non-Veteran,Brazil,-5.035781214267624,E,D,B,61.021138550724984,C,C,-28.93010655298035,1
26-35,Yes,Germany,161.45755834826397,A,A,D,-16.913926806739692,C,A,51.51077349742632,1
36-50,Veteran,UK,3.074935892163656,D,E,B,-191.03341936453168,A,E,3.9844710742281233,1
51-65,Yes,India,20.289263228595136,A,A,B,11.827934112886641,D,B,-56.34624248522672,1
18-25,No,Brazil,53.57566241607453,C,E,E,38.1511998497666,A,B,-116.87247219109891,0
18-25,Non-Veteran,UK,-177.45281003444205,E,B,D,91.89103643548492,A,E,3.087529655996906,0
26-35,No,US,201.9968508834085,A,B,E,-62.27212045254332,B,A,-61.72499612445135,1
26-35,Non-Veteran,China,33.35710444251067,C,C,C,207.6893417776695,D,A,227.66378524701142,0
36-50,No,UK,99.52084151326574,B,B,E,181.4308677311417,D,D,103.10461294042233,1
36-50,Yes,US,79.67901529645745,B,B,B,-251.1489896632047,A,D,94.76311995073111,1
65+,Yes,US,-65.33221107307345,E,B,E,-132.20854473489683,C,D,7.447637181431273,0
26-35,No,India,57.28444853693745,A,C,D,90.03883164495204,E,B,-32.8528375554415,1
51-65,Yes,US,62.8667132786721,B,B,D,74.06734306395762,C,E,-111.95906143110676,0
51-65,Veteran,Brazil,-109.42459860427505,C,D,B,-53.50586072430814,A,A,-74.07374466747568,1
65+,Yes,Other,101.90655946465972,A,C,C,-19.18903209078345,E,E,-71.32002072054703,1
36-50,No,India,-55.903472636446025,D,A,C,209.64790720703195,A,A,-43.238088433179875,0
18-25,Non-Veteran,Brazil,116.8920744684189,C,A,C,16.18881562576946,E,E,52.2339891721561,1
18-25,No,UK,-151.51136206387358,B,C,C,25.909915657249183,E,C,-5.8385755879715475,0
26-35,Veteran,UK,8.535096360707579,A,C,A,218.0070028237477,A,A,-75.24409883624153,0
18-25,No,Germany,37.912984375617505,A,D,B,51.90284738101705,A,B,-121.81860420175252,1
18-25,No,US,76.35495208946908,B,C,C,11.742033845502121,A,A,17.362426434352578,0
36-50,Yes,China,43.7975293560012,A,D,C,161.5824465339933,D,C,-65.02580839253949,0
26-35,No,Mexico,160.48360010100438,C,E,B,241.12795536036958,B,E,62.102525968031316,1
65+,Non-Veteran,Other,-14.486425511484665,C,E,E,38.34536518262506,B,B,100.97201856271253,0
65+,Veteran,US,-42.01406848239364,E,A,A,-140.3684520612798,D,B,-140.54619205331187,1
36-50,Yes,Mexico,-16.54454285318208,C,D,D,-119.94925814435943,D,B,-38.3518485698225,0
65+,Yes,Brazil,-61.49523968352922,B,B,B,201.15072384630173,E,C,-18.416865600758207,0
26-35,Non-Veteran,US,152.6013135522182,B,C,A,126.44853653468824,B,A,-123.48794369517455,0
51-65,No,US,227.40561628036437,C,A,E,-40.37799592638683,C,D,26.09692891363453,0
51-65,Non-Veteran,UK,-70.59287035690515,E,A,C,75.76358340184699,A,D,31.051629124305446,1
18-25,Veteran,UK,11.17164754575734,A,C,E,4.494125823275861,C,D,-331.38905146788903,0
26-35,Yes,US,-104.4086211710493,D,E,C,54.21337285956641,B,B,65.29608464773989,0
18-25,Yes,India,-92.6996874788771,B,C,D,13.240273255470312,B,B,132.69194009949814,0
18-25,Non-Veteran,UK,102.80735706410107,B,C,C,121.45470813751447,B,C,-5.297563619005576,1
36-50,No,Germany,-54.28956207356379,C,C,B,42.36574089408245,C,D,-24.24338158914907,0
51-65,Yes,UK,-232.5261144147873,C,B,D,-46.05953785246376,D,E,-144.3704981543389,1
51-65,No,China,61.32349822989038,C,B,E,-11.692555547690977,A,E,-124.02250002245434,0
51-65,Veteran,US,-82.92527682803913,B,D,D,54.81746133620147,B,A,43.612743864416416,0
65+,No,Germany,-97.05573945487917,B,C,B,29.164537918165383,E,C,-98.36293298288341,0
36-50,No,China,-39.28375216175203,C,B,C,-143.5627699701023,A,A,76.75167696415764,1
18-25,Non-Veteran,UK,-1.5076746291272063,C,A,D,45.39303164017443,D,B,55.37226554147788,0
65+,No,Germany,15.244226735547961,A,A,E,-23.700243910199067,C,C,154.90716979951586,0
18-25,Veteran,Other,25.448573005381835,B,C,B,-14.476969103600576,E,C,-87.57853225248022,1
36-50,No,Germany,-145.7097592348808,A,B,C,90.57669734927812,D,E,-116.30239068826494,0
26-35,Yes,Mexico,41.045415372601546,E,B,D,-62.45765054744865,E,D,49.37559316745822,1
51-65,Non-Veteran,China,50.55056382674723,A,C,A,150.9323777822727,E,E,-171.02303877968242,1
65+,Yes,US,-19.53925319233801,E,B,E,112.95551180666973,A,E,-99.90602405699823,0
18-25,Non-Veteran,UK,-121.15021952031506,B,D,E,17.749620900780986,D,E,-80.73914609138863,1
18-25,No,India,183.59283887429797,A,B,E,137.91800291087208,C,A,38.33571195411987,0
36-50,Veteran,Mexico,-29.90419815682037,D,E,B,9.6960890728194,C,B,195.41081028405912,1
18-25,No,China,21.616501193121294,C,B,C,62.928126097057834,B,C,-199.79435879309457,1
65+,No,US,26.998988990343076,B,B,A,-80.09743727454915,C,D,130.46820252394002,1
51-65,Veteran,China,-50.599279192079706,D,D,C,12.904280252937111,D,D,-175.88477374003688,0
51-65,Non-Veteran,Other,138.1498466238574,A,E,B,13.46821795930625,B,B,-254.40626139903878,1
26-35,Non-Veteran,Germany,-192.87063560719483,C,B,B,24.41561579237842,C,D,40.712291074270574,0
18-25,No,UK,-56.19806971085688,A,A,D,-145.5925202121549,C,B,6.235919922467064,0
26-35,Yes,China,173.7600906610513,B,D,A,23.122285271670258,B,A,19.667016566124655,1
65+,Yes,US,55.45629322478176,B,A,A,128.21637535995796,A,A,-127.71161674407634,0
18-25,No,China,159.03602924019108,A,D,C,45.11417456494149,A,E,40.22064710572071,1
65+,Yes,Mexico,-39.251805411814175,E,C,A,159.38047694504348,C,E,-137.026114376591,0
26-35,Yes,Mexico,-5.752572203372509,C,A,A,112.51086385901922,B,A,156.75517452782546,0
51-65,Non-Veteran,UK,-69.61450278773552,C,B,E,-66.16526713387549,D,C,40.13538723442108,0
18-25,No,Germany,75.33330862917124,C,A,C,22.56446084167796,B,C,178.86935203557218,1
51-65,No,UK,-52.26417240542496,B,E,E,-132.11905776094602,D,D,19.70117362502454,1
36-50,Non-Veteran,Mexico,-198.18595873127688,A,A,D,-7.54126909134802,A,E,-31.878647835386932,0
36-50,Yes,India,21.97687100164774,B,E,A,96.75467292608614,C,B,75.315566661891,1
65+,Veteran,China,-77.29025683958577,E,E,A,78.33180730429514,B,B,-249.76587593830618,0
65+,Veteran,Mexico,-9.469638766860678,D,B,E,-64.69286617013816,E,A,-29.81200357618057,0
18-25,Veteran,Other,38.78961470037282,C,E,B,50.95177851005995,E,C,-11.85203737563478,0
36-50,Yes,Mexico,-133.43182221306762,E,A,E,23.646755635308814,A,D,20.521713336959458,0
65+,Yes,Mexico,-27.820133491988898,A,B,A,37.55567967765982,B,B,-36.38983137632526,1
65+,Yes,Germany,-171.6481832899659,E,E,C,-26.935298591042095,C,A,19.011309995361167,1
18-25,No,Mexico,-25.81610716069081,E,A,D,-31.387810324099075,E,A,-123.54416808857216,1
51-65,Non-Veteran,China,68.28917256577968,A,C,D,-90.86862844181479,E,A,11.034839112921418,1
51-65,Veteran,Mexico,-36.22166427191378,B,D,A,-139.75808940174628,B,B,35.17543652142678,1
26-35,Yes,Brazil,1.2541269391000853,D,B,D,92.81382433706388,C,A,7.5324905814352885,0
36-50,Veteran,India,33.94233495806836,B,D,E,117.90266695270996,D,C,-125.17110170728623,0
65+,Veteran,Mexico,-2.2710015864294504,E,D,D,-77.66234988393293,C,E,9.877055385290122,1
51-65,No,Germany,24.265361651497503,A,D,B,153.24811486761024,A,A,91.13052662211321,0
51-65,No,Brazil,38.67903691578483,D,A,E,33.63909810708632,B,A,-24.5525225879696,0
36-50,Non-Veteran,Brazil,-232.00433014546192,D,B,E,109.27851050125979,D,B,225.83995127244077,1
51-65,Yes,Germany,-3.0326613789912877,E,A,C,257.4443232007978,A,E,27.525471217923815,0
51-65,Non-Veteran,UK,-28.994580937829273,E,B,B,87.05694260420984,C,B,52.34934355894234,0
51-65,Yes,Other,15.088316064225355,A,D,C,3.9275301940214384,B,C,-93.54123378419087,0
26-35,No,Brazil,104.51268295570215,E,E,D,60.7803980733325,C,C,-121.3382390935545,1
18-25,Veteran,China,5.928105481355014,E,C,B,10.619835000508544,D,B,20.291449267233624,1
65+,Yes,Mexico,-13.950031456286883,E,D,C,226.33548919184165,D,E,73.03563847951638,1
36-50,Yes,Mexico,59.320851878090366,C,E,E,54.76302662771377,C,A,-22.69438315811377,1
26-35,No,US,86.28421910970671,B,C,B,-63.6295385125875,A,B,65.08655234106598,0
65+,No,Brazil,34.75027737473013,D,A,C,-13.329184363507604,D,A,-36.007434824582674,0
65+,Non-Veteran,UK,-49.635799869479555,E,D,C,-81.98324963948478,D,A,-150.92101455465968,1
18-25,Yes,Mexico,-15.98005160790871,C,C,C,30.105568972070223,C,E,-16.33826307218451,0
18-25,Non-Veteran,US,155.36795600530516,A,C,E,172.87564442406278,E,A,138.74808194935235,0
36-50,Veteran,Brazil,-76.47740862254122,C,D,B,18.188078521473976,E,D,217.63648200564128,1
65+,Veteran,Other,98.88496251538503,A,E,C,-27.49924566218784,A,C,38.724254740891425,1
65+,Yes,UK,131.80537548290948,B,D,A,29.072421920418236,E,C,307.81818882857056,1
18-25,Veteran,UK,97.81094688586793,B,B,E,141.41120315228997,A,D,100.4541909781454,0
51-65,No,China,55.7560953952792,C,C,C,89.88772454257293,D,A,0.7812583043406325,0
26-35,Veteran,China,-5.296665417394307,E,E,D,-93.97987851901946,B,B,28.473212758106264,0
65+,Non-Veteran,China,-57.484060818811855,E,D,D,-107.83560382141417,A,A,85.19880137878077,1
65+,No,US,-95.26110259755814,D,B,A,74.36238639612716,E,C,-208.11837981459936,1
65+,Yes,US,-39.82864604939341,C,C,E,95.05420229659146,C,C,62.302093714998094,1
26-35,Non-Veteran,Other,-52.74093967961796,B,D,E,30.383687393582882,D,B,-62.17261399678916,1
36-50,Non-Veteran,Other,-78.4363530185571,E,D,D,-80.19153361814745,B,B,18.89356159211138,0
36-50,Yes,Germany,-26.69797552599995,C,D,C,2.22079115489636,A,D,-80.26661944963787,0
18-25,Non-Veteran,India,25.50299090160772,A,B,A,82.19033086261247,E,D,0.9859087842197858,0
18-25,Yes,Germany,28.373829204337998,A,E,A,56.11223035357722,E,D,51.37380642152453,0
18-25,Non-Veteran,UK,18.979610711333756,E,C,A,111.16033372151473,B,B,128.30742673033978,0
65+,No,Other,40.584114452032935,D,D,B,-232.74627392701706,E,E,-29.958538936464358,1
26-35,Veteran,India,71.52678378630092,E,D,A,-43.36964741198197,D,D,-54.54009522409442,1
65+,Veteran,UK,219.46150534028828,B,B,A,159.03212261692224,C,B,-38.26863738293206,0
51-65,Veteran,Germany,74.83657445984002,B,B,E,144.63539504963555,D,E,188.6400898597087,1
18-25,No,China,-156.73683960768307,D,E,A,68.8803355598348,E,E,-136.2114440962049,0
26-35,No,Other,22.627394528460314,C,C,C,-144.85306040822115,B,E,-54.46874552496852,0
51-65,Veteran,Other,-122.91141162077308,A,A,C,30.410254307568096,D,E,91.90025277223545,1
51-65,Yes,US,-101.06256790757288,C,A,A,-106.48614639303851,A,D,-109.41977435996783,1
36-50,Veteran,US,49.38563663303774,D,C,D,-132.34254130513415,A,E,-34.654004652526076,0
26-35,Non-Veteran,Germany,-9.406244079291163,C,A,D,122.22819284632716,A,E,63.45429222593471,1
51-65,Non-Veteran,China,95.5983094918595,B,D,D,80.05701857682124,B,C,-33.327176206982124,1
36-50,Veteran,Mexico,-150.70715555081028,E,B,E,-96.1605027489854,C,A,93.8249438869506,1
65+,No,China,67.48381114908176,B,B,E,73.53528616250813,D,E,-95.94142622603995,0
18-25,Veteran,India,159.4224126240957,C,A,B,-7.646181857513793,B,C,-16.68575608293755,1
51-65,Veteran,Germany,-51.07675259558573,E,B,A,154.31378281036478,E,B,45.37234442496319,0
36-50,Yes,Mexico,20.79429506130192,D,B,E,256.21445153357183,C,C,-71.0748236618006,1
51-65,Yes,India,14.666127160709653,E,A,B,51.2128152560329,E,C,20.481229481004583,0
26-35,No,China,159.7113225663265,C,B,D,-55.213224983544016,C,A,57.56260660763963,1
26-35,Non-Veteran,Germany,-44.62419630610216,B,A,E,236.45454382510815,A,D,35.583040759357154,1
18-25,Non-Veteran,Other,139.7051792056923,C,E,B,66.65738712867973,A,D,-88.3473303779689,1
18-25,Yes,Germany,-136.4121932821674,B,A,E,77.82554578898016,D,D,-73.97241044818259,1
18-25,No,US,44.719385137082305,B,C,A,-8.09973619210133,A,D,-185.6092720756931,1
65+,Veteran,Brazil,56.56710296210918,B,A,D,22.009587431711676,C,C,-122.58641376070022,1
36-50,Non-Veteran,China,156.3417568139675,D,C,E,-22.893123003709963,C,B,-39.31068747127991,0
18-25,Non-Veteran,China,-53.10746699228297,E,E,B,-57.62270729029565,D,C,-52.88751236400648,1
36-50,No,UK,-119.50566904735503,D,D,E,50.33445407557454,C,B,-19.324296587695812,0
36-50,No,India,-54.27829508162804,D,E,B,140.78799631095146,C,B,90.5808100072423,0
18-25,Veteran,India,172.28331469671235,D,C,C,17.201712642722683,A,B,-127.40845933944782,0
51-65,Yes,UK,-3.9893535905675237,A,C,A,107.14858155645102,E,C,-12.087349894895562,1
36-50,No,China,20.48059789336001,B,E,A,-17.033551117196883,E,B,-18.794131164855674,1
26-35,Non-Veteran,Mexico,-20.384614927425492,E,A,C,60.43733081404026,B,D,55.63196483006349,0
26-35,Yes,UK,-110.07025442846519,C,A,D,31.8399488332608,E,C,-143.51726075803586,1
36-50,Veteran,India,-60.622834348752384,D,C,E,26.162900398468626,B,E,-44.336290768304664,0
65+,No,Germany,-52.464116915418494,D,B,E,-170.93604267769,B,C,-41.696222344971865,0
65+,Yes,India,28.92437946676868,C,D,D,147.26404111499,A,D,-97.23170384649688,0
36-50,Veteran,Brazil,-113.9990012328967,C,D,B,16.13135070958739,E,D,-151.56845742327286,0
26-35,Veteran,UK,-63.48993810325819,A,D,B,198.7643792314898,B,A,41.30507582193973,0
51-65,Veteran,Other,60.16329109484728,E,D,A,119.87028054341178,A,C,98.30302999662547,1
51-65,Yes,UK,176.37267237281512,C,D,E,8.155954671915527,D,A,102.78647932205965,0
26-35,No,Mexico,-23.817531119481128,C,D,C,-55.98365120267543,D,D,58.26525450551049,1
51-65,No,US,-61.93311378294577,E,D,C,89.57925651532751,A,B,108.35529503800086,0
18-25,Yes,China,-21.834993578676904,E,B,C,57.267024240495836,D,D,193.43241638468976,1
26-35,Yes,US,-12.899937433240844,C,A,C,160.01355247307086,D,E,271.9227446459641,0
18-25,Non-Veteran,China,-286.14119373511505,C,B,D,-207.974684221275,D,A,40.96224282290441,1
36-50,No,Other,116.41068909333497,D,C,C,58.235702961644606,C,D,-102.01164491006189,1
18-25,Yes,India,-103.83911616053696,A,E,E,37.90863602871465,A,D,-38.346834317573574,1
36-50,Non-Veteran,US,72.53146842690919,D,D,D,25.205792871398984,E,C,57.52509099329088,0
51-65,Veteran,China,-48.47163754110426,E,B,C,-95.35525278680699,A,E,-19.22452158841982,1
51-65,Yes,US,-27.27190417900412,A,B,A,-144.95515021458763,C,C,-127.83169688278618,0
65+,Non-Veteran,Mexico,-1.4785682113825578,B,D,A,-80.87105133990578,A,B,-215.87166694427003,0
36-50,No,Germany,71.75075682753126,B,B,C,277.03143027236365,A,E,89.32187974493873,1
18-25,Veteran,India,70.19343653377172,A,E,D,16.819906545610504,E,A,-168.1772535048799,1
26-35,No,China,20.458730983469767,C,B,C,-64.25503824705214,A,A,-155.80607796237732,0
51-65,Non-Veteran,Other,-70.77104482572413,A,E,D,248.7332068802816,D,A,-13.089123634233534,0
18-25,Veteran,Germany,-118.27978690240244,E,A,E,-141.08836397434916,A,A,27.184134330910087,1
26-35,Veteran,China,-75.15184131418383,C,B,C,45.36543817616644,D,A,-13.074045512551555,1
65+,No,Other,18.548261510972345,A,B,B,114.1854984815319,E,B,86.34985534751972,1
18-25,No,China,-104.18956452588976,B,B,A,-148.43723136339065,E,E,61.67625253939861,0
26-35,Non-Veteran,Germany,47.3796856655294,B,C,B,-146.54336495481402,A,D,64.80968336313178,1
36-50,Veteran,Brazil,-133.68634525544408,D,C,E,3.9367747366249164,B,C,11.347941816206605,0
65+,No,China,75.52097051264394,B,A,B,-31.143552182401272,D,E,-101.83092205081505,0
36-50,Veteran,US,-175.952142259894,A,B,E,-43.99078287871015,D,A,64.82367575538689,1
18-25,Non-Veteran,China,-85.73349880303584,A,E,B,-30.810987015495893,C,D,140.66859422419185,0
51-65,No,Mexico,-23.729713471672888,B,B,A,84.95723167346743,C,C,-91.22760570353417,0
18-25,Non-Veteran,China,-18.51145860315379,D,B,A,-53.90887011688602,D,A,50.20663853607358,1
51-65,No,US,142.83909591830422,C,A,C,211.52374740133823,B,C,49.27453974182923,0
51-65,Veteran,US,113.59030807024023,B,A,C,-123.49803507942482,D,A,-241.32027276636455,1
26-35,Veteran,India,65.59246070246536,A,A,A,-130.82036333310242,C,E,131.56335059469907,1
65+,Non-Veteran,Germany,-39.60679782574053,A,D,D,127.30284671212021,B,B,43.52821331952511,1
36-50,Yes,Brazil,-53.379870341761645,C,B,B,-35.24046936936592,E,D,27.965835257515643,0
51-65,Veteran,Germany,-100.11799703456718,D,D,E,92.42474139402484,C,B,-59.05903509684941,1
18-25,Yes,Other,-0.6784859617418129,B,A,E,23.441259947417603,E,D,122.93051250071947,1
36-50,Veteran,Mexico,15.260876537011173,B,A,C,-108.12016301513223,E,D,13.755314364111133,0
18-25,Non-Veteran,Mexico,-116.55145697633682,B,E,A,132.17361758314118,D,A,11.165503720044653,0
18-25,Veteran,UK,-168.15219512400125,D,D,C,163.27691123393674,C,B,72.48157758002259,1
26-35,Yes,Other,49.661106428016346,C,A,E,-143.00060031615737,C,B,58.49552010661164,0
26-35,No,Mexico,11.513351590237548,A,C,D,-42.36396882834537,E,C,137.18524960912333,0
65+,Veteran,Mexico,-73.09320710570884,C,D,A,-94.45468844169339,E,A,45.97312321047216,0
51-65,Non-Veteran,Germany,-119.20421624166306,C,D,D,208.41618067104912,E,B,73.54923759751662,0
36-50,Yes,US,-125.35599829464519,C,E,C,-40.87494796080897,D,E,156.40029134179198,0
18-25,No,Brazil,-83.38874516700615,E,E,E,156.0263364611324,A,B,-41.70501139696089,1
51-65,No,UK,36.63407343979312,A,C,C,-106.19360332167724,D,C,-229.28160037312625,0
26-35,Non-Veteran,Mexico,109.08011501070594,C,D,D,54.22490344185896,E,C,-162.4925004623671,1
36-50,Yes,Mexico,55.911087505607945,B,A,A,79.37833277894303,C,D,-25.29114168178625,0
65+,No,UK,39.41190417180947,B,B,D,57.4160731030941,D,B,78.76658235820062,0
51-65,Veteran,US,-107.64004469107564,C,C,A,138.94443535821654,E,C,-227.89601588957834,0
18-25,Non-Veteran,Germany,-82.74095517341819,D,D,B,-49.88640989565927,C,B,-21.0884523466011,0
65+,Non-Veteran,Brazil,-79.42340479084228,C,D,E,6.409944376127445,C,D,41.20533931910966,0
26-35,No,UK,172.9933129492399,E,A,D,-193.08811968902683,A,C,-121.39995682033656,1
65+,Non-Veteran,Germany,65.69908296303726,A,A,D,26.849719893340218,E,C,-309.4312824425658,1
51-65,Non-Veteran,India,-21.245225014495077,D,E,C,-111.269123082598,B,E,-54.809135596530844,1
51-65,Veteran,US,-78.8227959084696,E,C,C,101.48692715971252,D,B,61.752270999768065,0
65+,Veteran,India,-102.97462280340059,E,C,D,46.298292473922885,E,B,-120.05037491090613,0
26-35,No,India,74.8350411693792,C,A,E,132.97530272470607,D,E,-0.019698238574903874,1
51-65,No,Mexico,6.296196348943879,C,B,E,160.8193828961268,C,B,7.951175183596954,1
65+,No,Other,-51.863162913057046,B,B,A,-84.15808410413973,A,D,73.44941199344444,1
26-35,Veteran,US,97.11505110930824,A,E,A,-179.22002158156363,E,B,22.301829095470303,1
26-35,Yes,India,110.7290601242126,B,D,A,15.598058053454963,C,A,58.57680227439388,0
51-65,No,US,16.268704872579878,D,C,B,-96.85001962536658,C,B,119.55461050155347,1
65+,Yes,UK,146.397107416447,A,A,A,-74.02127324989017,C,A,22.68373175516484,1
36-50,Yes,Other,9.772820539938865,C,D,D,198.27956484794947,B,D,-131.21658611926637,0
65+,Non-Veteran,US,-47.30200046724105,B,C,A,-204.0930944070658,B,B,-36.51231319354199,0
65+,Yes,US,124.73055303608128,C,C,D,86.05916402739896,B,C,-53.14974991405804,1
18-25,No,UK,176.79134795646198,D,E,B,15.46578208893952,C,A,203.19573715775522,0
36-50,Non-Veteran,Germany,-50.52955250871172,D,E,E,-26.166193068823585,A,B,123.64331955520038,0
51-65,Non-Veteran,Germany,-205.39551663279053,C,D,B,-149.99378594691888,B,E,-17.820829344725322,0
36-50,Non-Veteran,Germany,11.41352192762878,B,A,C,-159.25451602115515,E,C,37.45093329034656,0
51-65,Yes,US,-173.2370550138115,D,D,C,-139.9577993109546,E,A,-119.60162997053348,1
18-25,No,UK,57.70520549855577,A,C,D,137.71727329362963,B,B,-169.5987690315139,0
18-25,No,India,55.951596796326,E,B,B,-93.29133556133613,B,D,-191.6263944624707,1
65+,Yes,US,-36.00924797660085,E,D,C,39.706593047740114,A,E,178.02388315327403,0
26-35,Yes,Other,-91.16902819042828,E,A,E,192.56124216694795,A,A,-14.307640754947897,0
65+,Non-Veteran,Mexico,68.66783276462115,A,A,E,-99.24612939893201,E,E,114.20508905134281,1
36-50,Veteran,Other,134.24565936907774,B,D,A,-77.84121178925722,A,B,134.5854972477545,1
36-50,Yes,Brazil,12.15478575212613,C,C,B,1.076024904238111,E,B,137.92245669576735,0
36-50,Non-Veteran,Germany,-212.16727141343452,C,C,A,158.0826336994676,E,C,-43.31960430040772,1
26-35,No,Brazil,53.54571673096197,C,C,B,150.52482634036224,E,E,-47.60942706351245,0
36-50,Yes,Other,1.0184685327940937,E,E,B,-30.396996697601487,B,E,-178.288882389976,1
51-65,Non-Veteran,US,-103.46606753338645,A,C,B,31.737309915138894,C,D,-80.75107903030562,1
36-50,Veteran,India,73.06313096580641,E,A,E,-26.769109675649016,B,A,-161.20220784028785,1
65+,Veteran,Other,-88.17407201590758,B,D,B,13.055781401697065,C,C,0.5750596782744364,0
51-65,Veteran,Mexico,-95.59806998030166,C,A,B,-105.26775305903445,D,B,-134.32122459414876,1
51-65,Veteran,Germany,197.5855243822332,E,C,A,62.26475861725164,D,C,2.277991990398115,0
26-35,Non-Veteran,India,41.62633572837376,A,E,D,-72.2474345055226,C,E,95.36405188298461,0
65+,Veteran,Germany,-82.64751427393061,E,D,C,-44.92055058237095,A,A,-6.90588973307639,1
26-35,No,UK,-94.39267612691398,A,E,A,85.72806824310959,D,D,-16.28927932528993,1
26-35,Non-Veteran,Mexico,43.09894857216548,A,A,A,-129.88540863497457,B,B,-58.918020500621815,1
65+,Non-Veteran,China,-179.64989155738547,A,A,E,142.2620792057165,E,B,104.5353162229605,0
36-50,Non-Veteran,China,-65.36644987181018,A,B,E,101.60309976736315,A,C,-227.76190281854807,0
65+,Non-Veteran,China,-100.98686798998497,B,C,B,76.48913486025035,B,D,-116.72039445067549,0
51-65,Yes,Brazil,68.05396749029512,A,B,A,-102.7983531003743,E,E,-53.877364661143666,1
36-50,Yes,India,65.72841704730604,E,B,D,-2.5971334797110055,B,C,126.59826198426384,0
51-65,Yes,Mexico,-54.85710601419157,B,A,B,9.368723963377617,A,B,70.5756906905799,1
65+,No,China,20.92302687517259,D,B,D,-102.47891924975039,B,D,163.48902345884417,0
26-35,Veteran,UK,-161.53354029187017,B,D,A,-119.11275827780933,D,E,-107.92458204803957,0
65+,Non-Veteran,Mexico,6.261628848004828,A,D,B,-55.90868204771198,B,E,-72.75143254498636,0
51-65,Veteran,Germany,-13.826420637370163,D,A,B,15.795241524966194,A,D,12.093513767530391,0
26-35,Veteran,Other,201.01126269691153,D,E,C,-120.75073117015008,C,C,-121.3805894164178,0
