veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
No,-64.32828430089957,C,C,-26.650871171669756,190.1178517535972,B,17.71470248865968,0
Yes,93.838944179882,A,C,-58.280778618670105,52.13792318664087,E,36.48262797655944,1
Veteran,65.01516043136051,A,E,-8.485302238842156,97.02111403931075,C,102.85411542702589,0
Non-Veteran,-64.43822235201615,C,B,48.372499620622584,204.97674394458335,E,71.16423373226446,1
Veteran,68.81085775548729,A,E,134.15532031180177,-109.06270455576627,D,18.748820224153793,1
Yes,75.40725457323028,A,E,-117.73732219722706,-150.77844473189793,D,20.19901431482435,0
Yes,89.19243943804834,A,B,147.0806103967765,78.1155890427645,D,-4.216248325719591,1
Non-Veteran,109.278728784135,B,A,-362.2865736387321,97.67500924548959,C,-205.95168884233982,0
Non-Veteran,-26.00613709187903,C,B,-211.1213101861631,-140.26883491784642,B,-9.14585935658657,1
Non-Veteran,-73.2358352535947,D,D,39.60422832736169,-41.593727496515385,D,235.76861689243097,1
Non-Veteran,-69.24774454561269,D,C,28.98170259710593,-78.46500271269367,C,-4.891004783507744,0
Non-Veteran,60.36522749970398,E,D,-281.0398122948124,131.7345806759416,E,76.2730127106736,1
No,-73.50052234008109,D,D,-47.21923037322962,-153.13910453610674,B,-54.33352080297615,1
Yes,-7.932593362962013,B,D,4.932233208850569,10.761651056220916,C,-83.16538590672212,1
Veteran,136.3075234429024,B,D,27.231237456662477,-84.90151680145158,E,-89.90164095735565,0
Veteran,135.21400257002503,D,A,62.241623568230786,3.666515978286161,A,-163.2382271305946,1
Veteran,125.55966671554906,C,C,-129.58674142676423,-11.925336306491662,E,-13.972917703223855,0
No,-21.57421077557484,C,C,-37.30590143146672,116.11381081317592,A,78.93432544765287,0
No,-12.561943775557205,A,D,-152.28992295866516,14.567073226339941,E,-74.63940701610767,0
Yes,156.35294007076484,A,E,81.66514466036816,-31.218667762727208,E,245.71798880363525,1
Veteran,253.17570447383582,A,C,29.638200832861717,98.59026272460169,A,29.305614985504562,1
Non-Veteran,-11.353879601501372,E,B,-55.109363235177256,196.81801422687656,A,-81.7943202025538,1
Non-Veteran,-122.0797406651328,A,C,32.7170137372857,-187.76600951741995,B,-104.48061019901036,0
No,110.8871616528749,E,C,48.08626778416366,16.974449079763087,A,23.752450959925238,1
Veteran,-149.16475574650073,E,A,-85.54281030045158,-8.518751985030788,C,-35.6536610880435,0
Yes,-172.03730594853016,D,D,357.3404925582538,93.32772230091318,E,-93.08140363765493,0
Non-Veteran,-105.72010339585538,A,E,-39.8158639571561,-68.89350263221341,E,-128.89960148085834,0
No,56.82617473631193,C,B,44.39261494254087,79.87349195128023,A,27.722995051255396,1
Veteran,-325.01525035370975,D,B,65.22436628223247,-53.753002887410005,E,-63.01644798445898,1
Veteran,-25.75517239008355,C,E,0.8549439403517927,-44.54467793903905,C,-54.56074329497736,1
No,-13.02533858601516,D,A,190.2452973184931,-110.54707220651972,E,101.20268095826808,0
No,-28.774139999040273,A,E,15.439892552812923,-29.809248134960065,E,-3.3269481807320576,0
Veteran,-25.916904889733956,C,C,92.85756831533043,-23.18041945122348,E,-79.03607195728706,1
No,-132.00906332401024,E,D,180.90458770999305,3.841027648216667,B,26.069672136436427,1
Non-Veteran,-104.5718877834247,A,D,-13.544068309956153,124.51530850663599,E,90.32452042797048,0
Yes,-28.593361608089733,D,D,73.5232153411303,-103.26438975831131,C,93.0770511898483,1
Veteran,-85.397522464908,E,D,72.59751353655074,-153.69445872281278,D,-13.007892742277432,1
Yes,-2.601236777040646,C,D,35.22910143648364,-49.756872953381645,D,-19.637258825243922,0
Yes,-2.9592165294466075,C,D,-47.53121826423221,-37.86363023293225,A,6.881360158863538,0
Non-Veteran,-93.82713070439873,B,B,57.13755280655993,252.5952286050441,B,33.32457569512122,1
Yes,-41.098507566889204,A,D,89.48664575903061,-142.74513683693078,C,-86.96925796831255,0
Veteran,-0.41538667675535496,A,E,158.9123886947387,-66.4903875160618,A,-106.87612030422639,0
Non-Veteran,115.4672298310167,E,A,-157.2542547855338,-127.8254017232624,E,-190.44625868210457,1
Non-Veteran,120.56219055688055,B,C,200.9673536504875,-95.15236840089617,C,113.49196428862672,1
Veteran,51.00377165234842,E,E,-145.72050482689372,1.679209846159799,E,165.41182403699352,1
Non-Veteran,-62.353473793997225,C,A,-21.514463267195765,-160.51220366018885,B,-39.84453880721532,1
Non-Veteran,-42.355238402141346,C,B,-226.97191302066656,61.80813613154963,C,-36.715573899627294,1
No,-210.15961940996402,B,E,2.416448762966174,148.5525801389271,A,-29.38258936003073,1
Veteran,117.80206542037008,A,B,-21.649579228186305,7.971332757987713,E,91.51734876637519,1
Veteran,-31.069573979923852,B,B,-6.0009737212686245,-200.09405148294928,C,64.71430695832916,1
Yes,260.61447317899825,C,C,159.32644969723628,-66.73230474610965,A,70.0414517564546,1
No,-86.68117228446107,B,A,30.657140352906474,137.1609409378783,E,-5.474236621853339,1
No,96.36589668732375,E,D,116.7905436117705,86.49845153504934,A,-71.40243840113584,0
Non-Veteran,9.862068363155503,B,D,-286.0002845203556,22.897732353519483,E,105.01448118225676,1
No,-59.97474423934399,B,E,-225.72867404165032,-55.47046920277653,E,22.246577958715818,1
No,-181.5573344311838,A,A,-94.97951204582232,-21.927831709619078,E,-29.373581300516687,0
Non-Veteran,-27.336437004140414,B,B,-51.88381513000604,53.55352195111486,A,-60.48804091770572,0
Non-Veteran,167.5621419311822,A,E,81.8998655926756,38.35219773146958,D,21.456148333050596,0
Veteran,-145.67101401453831,A,A,106.59795264206102,-111.18997734403422,A,84.12318716099958,1
Non-Veteran,-83.25643765108256,D,D,-93.90377894403852,16.013017966726014,D,-9.971452428307707,0
Non-Veteran,-4.591309062143701,B,B,105.34697821110166,-48.19733850774046,B,-116.4728755418738,0
Veteran,-74.9738334098585,E,E,36.28381168051838,129.4917649234252,B,82.90211479025771,0
Yes,-2.656483528356153,E,A,-22.437309991646053,-24.618841307517133,E,-80.22096692568806,1
Veteran,130.7678333511236,E,D,74.97688188719489,170.2643814215036,C,-95.2160713432074,0
No,-359.20209421667073,B,D,79.3857135971724,17.304994577385227,B,-77.61153253744226,0
No,-104.37210036743265,E,A,83.24536387963812,71.39938192690936,C,-17.85587148713984,0
Veteran,90.29036970322662,E,B,-68.92414768895031,-34.870734350600344,A,-97.02482486980374,0
Non-Veteran,-141.05778392196476,A,B,-76.16343081525262,53.62920119391098,B,-41.682566899517646,1
Yes,-81.49206582072821,A,C,-52.90981371889253,-54.603940055791675,E,230.6351856838652,0
Yes,-2.126658260357339,B,B,-165.4064745779636,83.53491984026711,D,-206.05182134916308,1
Non-Veteran,28.98781690902067,E,A,-78.23474712187875,117.44182916042902,E,65.63133725840218,0
No,21.211310189548744,C,A,-164.3671757761784,16.419919681962533,D,-87.22986238957607,0
Veteran,-12.715839550475415,D,D,2.3178422254019875,-154.38461922078395,A,-237.89010743053046,0
Non-Veteran,-144.1815738840063,E,D,-151.17755068450302,8.263551619187139,B,119.45501651076056,0
Yes,-30.324310042110973,D,B,1.271237712019049,-194.38138800126785,B,191.9533533855348,1
Non-Veteran,66.0792211999398,A,D,-13.053807888739396,31.890485797226564,A,-55.666297653312654,0
Non-Veteran,-108.01441192696505,B,B,-54.952467567229824,-19.455637639265483,E,126.6400448371681,1
Non-Veteran,34.33390301628798,B,D,181.695305133058,-163.52175438264948,A,23.839100540919254,1
No,-151.48913566476136,A,C,159.12140179266714,-43.1458699400721,C,-103.11543759489257,1
Veteran,95.91125981642173,B,E,9.400291321756866,-31.479207918083656,E,-63.25185009096549,1
No,61.03328402990934,C,E,130.75632183911864,8.495579426122076,B,-112.16750286054042,0
Non-Veteran,22.81326395451191,E,E,80.6891684602638,-23.914495523798713,E,-6.019552116776559,0
Veteran,-26.56368419712646,C,A,87.25720401662623,-83.19269773945274,B,14.880579466056759,1
Yes,205.13376876344034,C,D,-54.440392246601775,-79.10421673094406,C,74.98433300133448,1
No,-20.5377998416293,E,B,-70.34931063486522,209.56491032754388,D,134.5457808154132,1
Yes,-145.45318072589458,B,C,134.9013423062139,-19.650205843762507,C,-124.87292814753287,0
Yes,94.92873146959249,C,B,100.4910276958774,118.13253494171569,B,56.75290903855016,1
Veteran,72.51403319364415,B,D,-98.0566599519006,76.24426969577287,D,-206.49662105918352,0
Non-Veteran,28.241386710892307,C,A,27.460481361266652,-47.658183994148,A,32.094207981594074,1
No,-86.31739774773337,D,D,14.122513976093288,131.3215046045112,E,16.708048680363984,1
Non-Veteran,-43.29762510001409,B,E,-129.63641330889405,37.51370491404376,B,63.772754125938334,0
No,20.51076604105299,D,A,-84.03086155921467,162.11176587134412,B,89.36104890475065,1
No,60.85775178638427,B,D,102.94891119475216,-118.95954319587617,A,83.55682697941988,0
Yes,64.19131261430834,B,A,-34.7569346557654,-63.048406161715675,B,39.6620834638799,0
Yes,284.07649928338736,D,C,61.381164367880736,88.5303092628349,D,60.336072741791334,1
Non-Veteran,-159.50147431395706,C,E,69.03903537931028,15.177490045134704,C,-67.84153965687545,1
Non-Veteran,-64.7731971749218,D,A,117.28377049723453,-20.371745682844587,D,56.42730940070905,1
No,32.39970646258257,E,E,-63.594266529253964,32.83275768814139,B,-151.40706795431106,1
No,13.24737043997906,E,C,-10.190780452263711,148.86812020606473,C,-75.29659369666572,1
No,33.92058004441215,B,E,18.60073308824621,15.510347272171499,D,-78.94998333359773,1
Veteran,130.23287637031748,D,A,85.09775661446663,79.1278867570132,A,-130.01930045777198,1
Yes,287.1919261445677,C,E,-69.13779327473463,-130.39325498503916,A,-11.983861138292825,1
No,107.86980713489235,B,D,-191.09836164998336,28.078112309819996,D,-46.889914483901244,0
Non-Veteran,43.75433558633445,B,D,-42.18618657880335,-6.1505229120000005,E,-101.37730563433503,1
Veteran,-40.47106333929721,B,C,156.0442657197992,-43.437079896370705,C,93.2140759355788,1
Yes,-21.68260339632604,A,D,83.65908932757335,56.75152169913369,D,39.69045445669075,1
Veteran,57.9444883343726,A,E,46.78365275606673,119.29030373310457,E,-113.00434778594021,1
Veteran,29.824987554291617,C,B,-81.56923725002001,79.23893639015958,A,67.07036911466113,1
Yes,-178.84288952572643,B,E,-8.03017215116386,-165.78555874991994,C,-97.23233541357179,0
Non-Veteran,-104.89640109226539,B,C,50.962224308731464,-121.27855079790189,A,-144.61574933244208,0
Non-Veteran,8.161107573109836,D,E,82.76507923968587,-45.45295563520052,A,57.3115566650688,1
Non-Veteran,92.35037881425903,C,B,80.46320984518164,-22.848785411336713,A,145.71234978296096,0
No,191.3890959102427,D,C,106.92693644964733,-112.82235047369855,A,-15.948665296271288,0
No,-223.7152615958723,D,B,83.56556422682915,48.41244092462882,C,-83.51109915332852,1
Non-Veteran,-39.24411037125307,C,D,-41.66900093246365,80.69544900083983,D,26.830832533188143,1
Yes,-50.23972095823254,C,E,-9.7450172367433,-92.8008475750983,A,-38.429300916824026,0
Non-Veteran,-154.54401185704185,A,C,-60.0027445964027,51.948170215229105,A,349.8622458533408,1
Yes,80.74806447633381,E,A,66.40077010141626,-48.982436017294226,C,73.35558625925583,0
No,58.49530141537986,E,D,-18.893887469050487,42.35643698471547,E,-135.44611781599622,1
Non-Veteran,75.82941299618231,A,D,39.522623025655214,-136.87214180211936,A,-100.87324366813593,1
Veteran,-45.299811495332676,E,A,-37.84556293313856,134.06870135518145,A,79.40861878278125,0
No,29.67773897462568,A,C,90.91563292957082,197.01471234530433,A,143.45582828736144,0
Veteran,102.34747999750104,D,C,35.724051743724004,55.27548919388926,C,152.4456799076638,1
Veteran,-204.27855232155622,A,D,190.52904017101443,-101.32248622034001,B,-112.42520415725605,0
Veteran,122.02545692785876,A,A,93.18107153557109,-34.031489486076225,A,141.1012153712982,0
Non-Veteran,1.4363810035867635,B,B,131.68428256611867,-63.97882781536246,E,73.01102366880929,1
Non-Veteran,3.081344027262064,B,D,-85.45270146670809,-72.32410554757887,B,95.0488608831424,0
No,-141.16295870151328,B,D,114.3208923143777,167.94562522455243,C,-43.889617576656285,1
Veteran,-6.4427358558920105,C,A,-5.587355508364429,-47.30017942995952,E,-43.81799313417194,1
Yes,51.951337326111116,C,E,224.89247761092273,53.994681669771005,C,-8.6566786545715,1
Veteran,-6.056517698615737,E,E,-10.234785436257226,-85.1798589092844,C,111.20117931174025,1
Veteran,14.375884028306624,B,E,-41.41167589814136,-150.9804028068036,B,-7.15377637472967,1
Veteran,11.559107186921642,E,D,92.13779178883235,108.99645921771508,E,-92.68407798515005,0
Non-Veteran,117.33260678841127,B,C,25.56793584018105,53.53640654179196,D,-86.28410926107412,1
Yes,-17.577799254378686,D,A,51.187751890877195,104.40614016765211,E,-4.993535559725282,0
Non-Veteran,-42.469212078540345,B,B,-55.00965103858788,-8.499368720870104,A,19.768808528818703,0
No,113.35937983477848,A,A,114.09443759076194,99.44508864491848,C,-105.77806790952738,0
No,-103.20738854495248,E,D,8.83014879367432,16.977802263770407,D,99.48299837564335,0
Yes,91.15330555065583,B,A,-213.3347182836278,186.44571806156222,D,11.276135900204679,1
Veteran,142.13630161989593,D,A,45.012426423853,-113.78597209355621,A,62.88288449214876,0
Veteran,-58.73612343675993,D,E,-4.203386910762399,-160.2092813303452,B,-73.6769998212623,0
Yes,-9.393196514891992,A,D,43.49012053148677,16.928083428952768,C,-70.25833482483071,0
Veteran,28.85854140168396,A,C,128.13059003568713,60.9182198326188,B,88.38045931490231,0
Non-Veteran,34.68286924789029,B,D,14.653205787224005,109.64877835310321,B,-66.60438537863953,0
Yes,-27.718647270494145,C,D,27.90042955522307,17.801226907605585,D,4.953290454507065,0
Yes,-114.03457153040631,D,D,-182.90542499908747,31.799828238808768,C,-126.10988727836082,0
Veteran,-43.56902035402746,D,D,-39.455914759991536,211.4687320094772,C,-37.307459942481294,0
Veteran,87.69312371781713,C,A,-56.60484719591052,-70.60902854590393,C,-48.942735355773955,1
No,130.9753575200968,B,C,-40.62650865143282,105.86311867568543,D,-120.19153300183396,0
No,98.45780063804196,B,A,49.520807289945026,-18.220202548460726,B,-52.6151098051821,1
No,-175.699054260586,E,B,-26.848586118455707,27.38568099626188,B,117.5256570243171,1
Non-Veteran,-203.432584625381,A,D,-73.91366133126922,135.18665737461367,A,99.29914984034511,0
Yes,-44.453536354268095,C,D,91.08340473071554,-31.694581141389605,C,-42.80956666011792,1
No,-109.94959494387977,D,A,101.37264964277513,120.98253972405266,D,11.950445875450802,1
Veteran,8.841902853722525,B,D,61.850667419387285,46.382477432541485,A,58.63058990333195,0
Veteran,12.27599707548336,E,B,51.27849190654425,-16.39163087370204,B,-166.4919766367641,0
Non-Veteran,-46.55843023971912,B,E,116.68143385020517,107.69178318204797,D,220.81798823811644,0
Non-Veteran,-49.02167688698169,D,B,-47.48636598542386,-179.18490307341952,D,-94.15916544854885,1
No,-227.290570695583,A,C,8.862073508247438,-75.27915792560202,B,-123.02602025392133,0
Veteran,88.32014870429717,D,A,-19.689712377255912,46.75170884803009,C,-11.935113066016443,1
No,0.5528709055087754,B,B,65.80564390135014,-65.08368216993317,C,19.71403074655836,0
No,6.130764794719761,A,D,-203.89865890281115,-175.1109849502287,B,159.7080855954872,0
Yes,94.50907465859866,D,C,-38.3868327422864,80.2314830566359,B,54.592681504691576,0
Veteran,-1.7763680844287306,A,E,-10.762684630727996,-15.558732594471255,C,-35.190874578263575,0
No,201.5981270210349,C,A,78.63288282134053,210.9858659288864,B,-33.12240680738068,0
No,-145.93084068330612,A,B,130.95222642381077,78.19025563850384,A,-163.1316849284711,1
Veteran,73.96155594295153,B,E,-306.9364324397914,82.30872911004731,A,11.503934407287959,0
Yes,87.08202868489585,A,C,136.78700490028643,88.14080177117873,A,-67.94601305628218,0
No,-29.29885484613394,C,D,131.87624823810822,226.48392330699062,B,94.40870084960605,1
Yes,223.26343469835507,E,E,-50.85522091649985,80.30363610686642,D,80.28687458684853,0
Non-Veteran,11.785858100601455,C,E,-69.92955814419338,9.664624603332667,D,-67.16423554440743,1
No,5.417808088485191,B,A,-35.55724699620781,31.622110983911544,E,66.92188777188679,1
Veteran,-61.76472481608049,E,B,61.45198164626176,-14.23631408180345,A,-29.417232046064733,1
No,19.099897172234165,B,D,-96.4973046242385,-3.115352325357388,B,149.97169551175824,0
Veteran,23.049580702692968,C,B,-72.98522208933267,-14.521555230608731,E,-79.8868844096592,1
Non-Veteran,-54.60053300263176,A,B,55.92623874549655,40.56332930456111,D,-75.8709918355512,0
No,-6.441813508610586,B,B,36.65933648652946,-167.08003633551658,C,-5.799349186096813,1
Yes,27.441995923656503,D,B,-126.7430263077385,221.12476597158636,B,123.59286137802268,1
Yes,30.75863641619405,B,E,62.30141755782572,98.44579842794448,A,95.88579503363262,1
Veteran,106.74309810487577,C,C,-96.36556044361923,-97.99641171955767,E,-101.45888207254367,1
No,13.236532970346392,D,D,11.053641647983383,88.51839711502241,E,-37.22928740410635,1
Yes,-97.49478303072152,A,B,175.40801578969268,-57.827451580075426,D,-196.79662202443203,0
No,110.19014725028651,C,E,46.60631983378025,70.07903066779049,E,-124.17861050536725,1
No,-167.87367051102947,E,D,23.020991849101062,20.977539484722037,A,-83.38838603785187,1
Veteran,-33.37178717971624,C,C,-187.522277680853,-6.5736968983697315,C,-81.62509960740593,1
Yes,-63.80928336281273,C,B,83.3069214541868,56.43094912920596,E,101.40555676645609,0
Veteran,-179.612858187472,D,E,-73.73505975896691,-73.47835927454078,E,-15.486483051301397,1
Yes,-132.32363756466583,B,D,108.60412722961756,-181.08460450249459,C,39.27925636134026,0
Veteran,-8.337075575015618,B,E,13.616130354346833,187.1216980319143,B,55.35871009245231,1
Non-Veteran,82.10195845314063,D,D,-37.25384122188723,34.59866107740464,A,-91.89834306556993,0
Veteran,-36.67349846907009,D,D,-39.20629210169985,195.1491712801164,B,96.26076109708404,1
Yes,-61.94412811522933,A,C,171.92167438875222,-79.45069731688315,E,38.85886495766713,0
Yes,-38.17885683558193,B,C,-88.2925003249418,-143.5514422510757,B,-132.664148197746,1
No,50.747394023408695,C,A,77.61559975653356,-18.375816933170537,C,-28.122664703389283,0
Non-Veteran,59.75618956823777,C,A,-14.49692511067624,179.51629770920485,B,-138.73137695722127,1
Yes,-60.010775978444656,D,E,-4.983541490659788,-185.86301446809293,E,-110.96492531962485,1
Non-Veteran,7.968561911638225,D,C,33.876538439589815,-30.62579563183714,C,120.80300519172901,1
Non-Veteran,6.41016227931408,B,E,166.0163115438447,-47.79954159327955,D,-63.47247183241183,1
Non-Veteran,92.55562924338044,A,D,-23.28443888015386,73.69664847800361,D,41.26562315636716,0
Non-Veteran,-169.6955099639874,E,D,-119.51308336140325,-239.09675770985325,B,111.1459280516673,0
No,-72.68150568156977,A,A,-42.89116986517771,-86.7295866248735,C,-111.34844790548746,1
No,-111.12995527493406,D,D,162.08917385382878,139.89915846275528,B,127.36657259261632,1
No,26.26695263337522,A,B,86.81997055617823,-14.698476403457866,C,109.83286379158028,0
No,37.20955784907061,E,E,40.53079923216094,53.33817926565981,E,-96.79789583803708,0
No,-90.05742234544685,B,E,-185.28169302774435,-133.4579352531981,C,193.2974151474732,1
No,34.51955143342102,D,E,-49.077630898048874,-169.95050289050852,B,-60.40607868740382,0
No,89.03721550714583,E,E,-128.51702564837092,130.2260018108671,D,-6.6916281771337545,1
No,-214.86462507106,D,D,-77.38448688183067,45.93237713079004,B,-163.87154362599023,0
Non-Veteran,-172.12812072448966,D,C,6.527165314703745,64.83680071944971,C,-21.295271940627973,0
Yes,23.56522758514408,B,E,98.21131020823954,21.998237808596564,E,-127.64494948354171,1
Veteran,118.03736418979132,B,B,-189.61095782828195,-35.4645028652893,A,-9.50778096626208,1
Veteran,-26.693046285226707,A,B,-109.44841678713652,109.8094441961766,E,-57.19057371480564,1
No,-57.00694375706535,A,B,-50.94708822738067,-44.09580371727452,B,5.7621996054568045,1
Veteran,26.2485251172285,E,A,-158.4270240240543,5.944235968014517,D,-59.97851800497027,0
Veteran,-64.22177028929904,E,A,-122.89910554517063,58.677532408016575,A,-264.46802534671184,1
Yes,126.76698787507097,C,E,-26.229389713951466,109.38564632183994,D,-87.22286033516838,0
Yes,111.06391617869018,D,B,-111.45387037901011,-86.84182360721907,A,-69.92005128543029,1
No,25.69261146208135,B,A,105.4485155907342,-72.13757679771444,C,-32.70472707308421,0
Veteran,-52.71537051556524,E,D,53.411229205142604,-42.94225578586335,C,140.89090204177387,0
Yes,-56.44903956589699,C,B,35.92450650707833,-21.721701695513566,A,-119.99458937393901,0
Non-Veteran,-56.871518283368836,B,E,40.99612616445561,44.542126777686555,E,36.91889872135305,1
Veteran,19.114225202313577,B,A,112.69191777432574,-116.53138405965524,A,96.04054509626798,0
Veteran,-139.69664555247684,A,C,-56.898093439711836,-54.123246925975266,C,140.31862597696508,0
Non-Veteran,-84.41909615078474,A,D,-43.35622649335589,-39.02244256048802,C,49.97189887574511,0
Veteran,16.730076628802404,A,D,-78.4726464744726,-3.856103622158049,E,-87.95333674808447,1
Non-Veteran,-115.53719427465417,A,C,103.62446192707495,46.42415144634808,A,-136.69583984965058,1
Veteran,101.10983341333566,B,D,-17.544700241291398,-81.46042976633623,A,22.05567918872452,1
Non-Veteran,62.871894392297364,A,B,57.90437294352334,36.67439848998068,E,61.59338722444359,0
No,-120.85980642454311,D,A,107.19965053167661,-113.06772429031346,A,-27.419838348367254,0
Yes,-92.02020235564898,A,E,-39.93392720321175,49.25561288151943,B,-17.351788136937177,0
Yes,95.25888541372188,B,A,102.47626958315475,8.651342834061099,B,-107.70164687190275,0
Veteran,-146.49940399838735,B,A,-27.52860796553164,-1.2098359203800781,D,30.262766496309858,1
No,90.2463714697684,C,A,81.77098390263873,96.45427753111001,C,-66.38934891158338,0
Veteran,54.856067341292956,E,C,-7.723273601273112,45.12967542388432,A,42.639873081216365,1
Veteran,-24.152411311173584,C,C,36.18999199028787,-94.10618515973962,D,-23.565869549244116,1
Non-Veteran,137.14949952287733,A,A,-51.51956096702425,-203.8682344808216,A,-120.22360768522182,0
Non-Veteran,28.362134097239007,B,A,35.46755342037332,84.89668241795573,A,-26.83715976286059,1
Veteran,134.53004274704097,C,D,99.75525391439191,196.64782625662596,E,108.92076314820436,0
Veteran,-89.55620754041895,A,B,-24.45976906215877,90.63266029380273,A,-160.3746910312013,1
Non-Veteran,-34.813262156729216,E,A,54.06874464594969,93.24369671881455,C,-65.97437609161038,0
No,46.59703378991624,B,C,-8.226901089355893,75.8703723674547,B,57.697643776245656,1
Yes,-33.316415884815136,D,D,-2.2468384666993564,19.206763519811147,D,110.56810187905522,0
Non-Veteran,53.191256438367816,C,A,-98.8895296075324,-140.49715136103814,B,0.557756146993863,1
No,-3.1237046790994913,E,A,-51.83071145313828,12.206449795879742,D,165.7819494908483,1
Yes,-18.106601195617355,C,D,-119.65517602135458,69.522072643769,D,-9.377488234342968,1
Yes,-152.6245051606861,B,C,177.56394199410755,-167.27065345719038,B,-11.304882100609232,1
Non-Veteran,-70.76615220067158,A,B,-177.84153859276836,-13.459820094347549,C,-94.16300490108092,0
No,-74.93250086875781,E,C,66.58400677796485,153.877913633341,E,-112.18362204442842,1
Yes,90.50955600818483,E,B,34.540036828420135,-3.5737993612353622,A,41.880234211488826,0
Veteran,-100.66218532105415,D,A,-27.041761393413346,186.34132696025262,E,-201.53360297409654,1
Yes,-50.632646415038415,D,D,-87.16286113423641,97.28942388292052,E,-258.7744061555563,1
No,187.32467224389887,E,B,29.077186113020797,58.6332531511591,E,-126.42180089932116,0
No,162.67899779829318,C,B,88.61048868576853,-85.3732034322573,C,135.30055065130458,1
Veteran,-95.88276054078028,A,A,-8.61020281205073,36.025433725546065,B,12.047361183246641,1
Yes,8.66501056397006,C,C,-168.20105940597958,-117.91272800192772,D,-61.964216223653146,0
No,156.94454406750583,D,C,100.7543575438737,46.08637856140442,C,276.92141507048717,0
No,41.68970169661342,C,D,-71.29944617348424,-11.83441424859052,C,-30.140302495731397,1
Yes,-54.34512979812213,E,E,72.6715415584686,-7.164692640901753,C,87.37554254180978,0
Yes,-113.30497690766535,B,E,-75.89125597432042,137.7299695630579,C,96.0373584765289,0
Veteran,109.72790980347571,D,B,-34.74066639743514,-31.10974417431625,C,122.25704628302528,1
Non-Veteran,69.7230013738086,A,D,-4.9350932130211325,-131.94460401168396,C,147.5208583794822,1
No,73.06504232984163,C,E,-20.062505993569825,14.376455117215043,E,2.7319654217865237,0
Veteran,102.06262474074418,E,D,130.7209973202419,13.032266214124762,A,159.48490346031906,0
Veteran,-106.94842441219339,A,C,-11.06114973703752,-3.232423938894423,E,4.039726167167592,0
No,-150.0322527306591,E,A,31.137513946511735,-109.75035775367931,A,84.34397902016705,0
Non-Veteran,49.557800451314655,E,E,10.467885891607636,24.721861660749962,A,0.3779360355342457,0
Non-Veteran,-19.18781442823875,B,E,23.829249535998283,-33.46808494311123,E,-46.89844054718632,1
Veteran,59.598593873041175,C,B,-216.51405521606105,13.904031615374752,E,82.58239555667348,1
No,1.694101083319503,C,B,-119.38459696106341,-11.2495055137778,B,158.5835640958609,1
No,-198.981738978613,D,E,118.99673115098537,-55.290530751449054,E,37.51252663517353,0
Yes,-99.51213461059332,E,C,25.76330968414921,59.696951810918684,C,105.2366183419749,0
Yes,-110.45295535059026,A,B,95.10053049553366,-63.67815047656449,D,-60.29973606029715,1
Yes,68.77572469096714,C,B,-154.96245960502588,148.9738578396673,C,-80.87696965256312,1
Yes,-83.57801212984127,B,E,-20.146369429835936,148.12597114913933,D,-85.43867866929304,0
Non-Veteran,40.78464571189402,A,D,74.19786964236171,-87.33237013521804,B,82.711043534255,1
Veteran,-48.47185795151467,B,C,-105.15285656539204,-28.61896992984753,B,-52.709323735368905,0
Non-Veteran,89.04033138311192,C,E,-196.8429647210995,-152.82134390971024,D,90.87271997206871,0
Veteran,-120.69971701516423,D,E,3.2504067161989023,222.63657525765922,D,-117.69272040880183,0
No,100.98642890583234,E,D,-79.5408489932047,175.10907639475911,B,8.280095967054415,1
Yes,42.1445241694328,B,E,60.256463395216144,-103.9495032789881,D,117.43454227268973,0
Yes,8.950992900205042,D,C,82.55715959285367,-85.10569589114678,C,-49.48585453132662,1
Veteran,73.51563203630786,C,D,7.867954335687506,-92.17499857875524,C,-136.03348509453076,1
Yes,-60.93093841218911,C,E,19.571595501351315,-118.0878714427893,B,-53.36156903315823,0
Veteran,74.75180780288774,B,B,126.35029410272243,86.49002968635726,E,-62.360312588589906,0
Yes,39.64030335914697,A,B,-21.233920679951996,-112.10855532750644,D,44.42365409014765,0
Veteran,46.68747912725375,C,D,21.642414099945874,-226.93539482793818,E,5.2330110918577715,1
Non-Veteran,69.1587582630455,A,A,-18.035710357154063,-73.42234591608631,A,-159.51818380106687,0
Non-Veteran,-141.23232931913364,D,B,44.0855886518114,120.76389235485863,B,127.42402269026631,0
No,48.834531430147074,A,E,9.376258463949089,60.92230589305912,C,14.916858429145435,0
Veteran,-52.60976612978436,D,D,172.56483996646486,-140.00594107029866,D,-114.33942035254812,0
No,163.13673787769739,B,D,-58.393338614294464,-65.8703002312077,D,71.22149173039443,1
No,128.75754078766977,D,D,-12.046458338643692,-65.44765029511252,B,87.68973420995555,0
Non-Veteran,138.61473372772537,A,E,-6.153739455620539,-15.393401803044362,D,-205.45782604968915,1
Veteran,67.54589745829335,C,A,-53.51978004957238,-89.54318307473346,C,-69.4632930932926,1
No,103.57169042057836,A,E,-115.16926964266312,10.329977100111583,C,56.65294420609154,0
Veteran,1.318736801571362,B,C,44.083378249721655,112.51365688598305,D,65.53775408050952,1
Non-Veteran,71.19065463189811,E,C,48.41151244725585,-24.009117004079428,B,-107.3588937591827,0
Yes,-39.32811821748225,A,C,13.193337344901815,-93.4020019257624,B,-19.754911036116553,0
