ethnic_group,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,target
Black,27,A,-118.16935471673898,B,-160.6272346497731,32.95201852526363,1
Asian,44,C,19.53018078675849,B,-50.07198686828034,13.73622725347663,0
White,61,D,49.43929495906311,A,-135.47247304039053,-6.093036443681143,0
African American,56,B,-257.9962715476683,C,4.968968673731524,-76.67920783497007,1
Hispanic,81,A,-14.575419578103228,C,13.113265121189906,-125.31894556706948,1
African American,53,E,-66.66847173292176,A,29.833913970348043,42.2161001330329,0
White,29,D,164.44823064002406,E,-35.243355362007314,65.31937889241861,1
White,31,B,-129.49919072021567,E,34.06463304214378,-99.07225700913845,0
White,18,E,-4.323743741377196,E,21.593733459861184,46.44156638207676,0
Other,72,C,78.19204850015011,C,-53.12541091309172,19.3883137621753,1
Asian,43,B,164.42531286587175,A,115.9001273994469,2.445484105751311,1
African American,44,B,-146.77189467129267,D,-46.270819320843536,33.05310977255642,1
African American,43,B,42.18474306019331,C,-2.683500074449015,199.48233039507508,0
Hispanic,22,A,-40.46145434053016,A,-12.427778657532711,-68.91908794382276,0
Black,72,D,65.72907124017947,E,-50.45481431265725,77.64721582566867,0
African American,86,A,-188.95478542960848,D,25.324134327114717,-181.86472333365714,1
African American,96,C,-44.64568766799772,B,-40.50867233958834,46.894438494432755,0
Asian,61,B,-153.5147944986283,E,-129.79086210505926,40.765216032890834,0
Black,86,E,-61.49189416804731,B,35.41786476187011,-29.602502174543936,0
White,41,B,2.007050911742987,C,68.52069255378001,33.33294449906779,0
Other,83,E,-62.466331763438575,E,11.955953089608041,-0.08732651602151935,1
Asian,93,A,-49.91298915513393,D,12.979959574945015,47.679817743032,1
Black,45,B,-91.24637898983569,D,135.23807025118634,-139.51987611305833,0
Asian,60,D,129.7533469219449,B,-122.92898108706014,-5.043196729240104,0
Asian,19,A,-16.1031718046792,D,-29.82930003012449,104.81036076255603,0
African American,44,B,-12.557990135975631,C,61.87549560786033,41.962375264000876,0
Asian,20,D,-8.226673300610098,D,-141.52326459433215,-206.39225313865944,0
White,35,E,91.99427605729753,D,88.14636057681392,100.3814465844183,1
Other,90,B,-41.83943574207641,A,-9.733261075351681,7.861752611335104,1
White,32,E,47.11020674471733,C,94.61765953537409,40.472315926053916,0
Black,96,E,-105.9173730643123,B,-50.25167216513747,22.268224359105364,1
Other,55,E,-111.11878289418308,C,137.66374241379944,67.893599909792,0
Asian,26,B,30.86548865889871,C,-70.41291500411626,34.87706083916009,0
Other,35,B,7.095612928913063,D,174.33169742501772,-41.95595820456581,0
Asian,23,C,-27.14795957486023,E,-4.18192145122694,116.29321863961695,1
Asian,95,D,104.4270388521873,C,-59.846175284454496,-179.7212795587651,1
Asian,47,E,-182.2336355353849,A,93.1418778092555,-125.30728925142031,0
African American,20,A,0.9621042372141814,C,-57.70981828217384,-191.48799116160095,1
Black,46,A,-102.70311935114458,B,121.17770703467323,-103.98628330498528,1
Black,81,A,-49.62401169960068,C,-114.42151280831277,-35.22836902035064,1
African American,86,D,-81.74933603641377,D,22.05997026439702,-44.207320847156026,0
Hispanic,33,C,-155.43029131268437,D,-37.61651063766248,-77.08831571075778,0
Black,72,B,5.911082542336206,C,45.851316334760654,-4.798152268738558,0
African American,48,D,4.852802644131839,E,-103.39585812373248,-131.9551695787607,0
Other,79,A,84.50452904842692,B,154.33365775746103,-24.656884925252843,1
Asian,35,C,30.211142258045854,D,85.80682523888716,-14.331635756281983,0
White,59,E,112.62102756677359,D,120.45593003001937,5.068633647417303,0
Black,79,C,-8.739181074028082,C,64.42621100691773,19.97328900287327,1
Other,74,A,-119.63144937096008,D,-65.58120709237653,-264.0054731108129,0
African American,26,A,32.761738350727896,B,-102.78425580412744,94.71374409618298,0
Other,49,A,162.99517993154376,C,-39.97836167401128,149.31043080092172,1
Asian,58,A,-61.1872172338255,B,52.16111753794168,-72.63303059049677,0
Asian,85,A,-32.64188517925405,A,-109.54028684232182,-59.1488238878467,0
African American,89,A,99.5729003974068,A,60.05005694302722,-77.75372961462425,0
White,73,D,8.06919163123431,B,31.227038847091364,-54.9089696149748,0
White,54,A,97.1442316798052,B,106.53392870448688,-74.38218475446067,1
White,64,E,27.19636433411563,D,-35.33794491520259,-80.40334896206144,1
Other,76,C,-123.9980008390929,A,131.54998213042776,63.62138199497753,0
Other,98,C,132.52249417180758,C,78.09026581413531,-45.31328286197224,1
Black,26,C,-111.66282272545047,D,107.8004825361453,-153.51549794281567,0
African American,49,E,-281.0678616079076,D,74.9912752005921,-26.97053353765001,0
African American,28,A,63.86240019692656,B,189.23742020169664,-142.04468730985124,1
Other,64,D,-66.04530704034775,E,-67.37797870817955,-22.05940787178457,0
Hispanic,32,B,-52.44839088325156,A,35.834025973109945,-26.744489405693223,1
Other,58,B,52.660352735082526,D,-32.413016153974326,-35.88703079229357,0
Asian,73,B,31.712923305647777,E,-143.4099022402709,-122.2861493924919,0
Hispanic,22,B,-171.9697592928224,D,-194.593462319135,-16.56778390220435,0
Asian,60,A,84.48895688711461,D,-88.46143108162951,68.97763905645976,0
Other,65,A,27.707316814459425,E,-55.436575134801856,-20.535192120479774,1
African American,69,B,115.36974059982529,A,-7.7199611893149,-77.70151938603394,1
African American,41,D,103.26527681898021,A,-25.01970588639798,-57.67587074842777,0
Black,23,B,64.85461064318818,E,-212.6850771309607,37.646210136316824,1
White,99,A,238.23741626290024,D,141.2845869392291,-46.83776737837583,0
African American,29,A,59.64139018283985,C,29.633926119585702,-122.17696090817454,0
African American,95,A,140.07889288073142,D,134.1291795708943,-170.9976021966509,0
Other,35,E,62.74077308254594,E,166.36050154922376,75.9046068542407,1
Asian,27,D,-128.2069559125143,E,-142.30532710812284,105.14336311075047,1
Other,43,D,105.00842682814316,D,-8.192260437911568,85.84712192094706,1
Hispanic,63,C,-212.9221609450618,B,-24.498354696050857,-63.30792628842451,1
Asian,81,A,-7.6819324459912535,C,16.090372239117627,140.35989488344345,0
African American,41,B,10.932308224477913,C,-205.29092271306902,46.01464538746119,0
Other,61,B,-255.9155349740456,B,-73.83822341347732,-146.96852603965425,1
Black,64,D,177.7238260613133,D,-98.39090660553777,-55.711494338397316,1
Asian,76,D,-99.87425586644817,B,41.17794264725831,-78.43823315793578,1
Asian,96,B,73.71372940932068,B,159.42554291209018,143.05558602605663,0
Asian,34,B,-182.27657628532558,E,213.17790560845054,-41.31088895672514,1
Other,63,E,-18.72458061000866,E,34.245463742340114,-44.712885153210074,0
Hispanic,55,C,122.06983481573342,A,-104.88401464495185,20.620137732097863,0
Asian,50,B,126.85424237628166,A,-104.82505028424664,81.54020860308107,1
African American,61,C,-91.09022612627638,A,-81.5114347318486,-56.44431234048232,1
Asian,70,C,-26.385519451914014,B,93.17141539122257,-13.435173299998452,0
African American,72,D,40.777924724679444,A,-61.9969612197416,-233.05428911802738,1
Asian,50,A,-152.94308337711882,A,106.13801520095762,-135.28950936431966,0
Asian,97,A,-156.9644201378698,C,33.92364110644619,-98.01727018810945,1
Hispanic,81,B,63.29464545015647,C,28.71935769171643,83.62879563743189,1
Hispanic,22,A,-104.77097109991583,B,180.0860533114878,170.17137702470598,0
White,77,B,39.5732357731078,A,71.80444218952681,34.79056023738702,0
Other,84,C,-86.17354302494688,D,-68.48480325210733,-19.916863419247708,0
White,30,D,38.818402681449584,E,-5.584697219707152,21.89800711206782,0
White,78,C,-40.14363651240472,C,-32.17313856045399,9.845391502710523,0
White,93,C,-135.4365918556339,D,-5.9837459897007435,-4.4962111388005965,0
Asian,78,A,-130.9026609910234,B,11.47556432762873,-27.53200915218087,1
Hispanic,30,E,-81.07611621854497,C,-151.47119554113053,36.612962903581284,1
Asian,62,D,169.9320674878898,D,-85.14008882725946,-52.383495245251154,1
Other,63,D,68.09537457045835,A,-159.3352289898814,149.6761584402688,1
African American,90,C,-19.91627547097618,B,130.58015382170456,-135.23938241695888,1
Other,91,C,5.6245316707373165,D,79.82232751111297,-141.01014617452265,0
African American,18,D,-33.82853583141848,C,72.12934680465783,138.9538729011446,1
White,61,A,4.9406942788114385,E,12.387875227513168,-111.82671728557052,0
White,29,B,-23.15033338726652,B,-111.12360280849714,192.13371825820036,1
Hispanic,88,B,34.65528441721009,D,-8.047765706922192,293.49532448048166,1
White,72,E,92.09601960559871,B,-54.712686900844645,-74.55104569579011,0
Black,72,A,60.51382440956651,E,103.96192311361898,109.36904033182424,1
Black,29,B,-135.22374241722176,B,57.94674220258339,-37.51168999877857,1
Other,82,C,111.55511590425988,C,21.64067316005026,42.20680962414144,0
Black,81,D,-10.763397231389144,A,-52.68237281329446,-24.890023249803697,1
African American,64,D,-61.03457669506708,B,179.38062143592487,-12.843168813040071,0
Asian,88,E,-263.5677251129677,E,54.665148341114836,-125.64795190899802,1
White,91,C,-110.97027655747118,B,-17.759136059183326,-10.29845320410482,1
Black,38,D,-22.349046293985193,C,15.324329408524381,58.56947728169539,1
White,25,D,43.79829875074994,E,71.43061906219036,146.10034498847787,0
African American,83,A,165.0155316055224,D,48.94238863715543,18.39464231262419,1
Black,53,E,21.79457831658379,E,44.47531118918458,134.25821071578994,0
Asian,66,E,-127.80748930887056,C,-68.98384775616347,1.4406662168701536,1
Asian,81,C,33.69666063024903,C,155.50136232955117,-86.94780415637861,0
Hispanic,64,C,59.16102919478671,E,-314.21563524586094,261.31185447811146,1
Hispanic,92,D,169.23590750129856,D,-165.38028978523872,-20.34822738311311,1
Asian,35,B,-19.669204798652444,A,105.90483017526691,-0.3324998991457939,0
Other,46,D,68.50653961171336,D,-70.45905968639721,74.1950557015075,0
Hispanic,92,E,21.930972879840493,B,23.39498036081525,132.95941814067785,0
Hispanic,87,A,29.6175736321682,D,97.85880745323311,-84.0507606047578,0
African American,67,B,97.44644268854941,C,7.288244499011398,-160.43564774455157,0
African American,98,A,57.01170610717855,D,-76.19705008076966,9.517991894269043,1
African American,60,E,-27.43605822305948,B,-294.06397895702423,-184.15744375120593,1
Other,34,B,101.21620760985664,D,119.47697077839314,176.32433413596013,1
Black,84,A,102.02371588503492,A,-73.81909444981261,52.29989894890997,0
Asian,61,C,83.57966777173317,B,-192.1209138187538,-4.261255772436196,0
African American,44,A,-128.69221236378462,D,-31.45545002096946,-102.18762685545737,0
Other,41,E,-59.1846263442632,C,101.54858856848298,-108.37184581282038,1
Hispanic,85,E,-58.80673232346015,E,-76.4830347686698,103.99332437921977,1
Asian,49,D,154.84095162205475,D,102.38624015624261,273.3880195814249,1
Hispanic,59,E,73.28144575172149,E,6.174197508952975,86.93602147702786,1
Asian,53,B,68.89913526811047,D,160.1068406992849,-6.864328633118606,1
African American,78,E,211.78643840802965,E,128.56272663613632,-68.97498876976945,0
African American,74,D,-110.18355779539067,E,-146.95019503366322,-17.351199338250456,1
White,25,E,12.18174311371058,E,141.34124727732708,-24.213807340759335,0
Other,82,B,-97.48395944061377,E,16.95303876287506,-30.13679302928728,0
African American,58,E,33.854417013300356,A,161.40338910528678,78.73242583979588,0
White,59,E,116.37352003937154,A,9.634998711006128,-48.60015602897242,0
African American,39,D,97.22279686524715,A,-86.20298694760614,-11.420302301663837,0
Other,95,E,-99.61533798253424,C,-185.56040460826523,20.194965312738177,1
Asian,19,E,44.019327908062444,B,-156.48809879362932,-54.93339342989201,0
White,31,A,-76.12759926073527,B,399.55097449376484,4.1024080876669675,0
Other,80,D,-56.33048482956768,E,31.487949526800353,14.299910776993679,0
Hispanic,70,B,-102.38032006484951,A,34.9368451565908,-174.07087385336595,0
African American,58,A,0.6905895201645017,D,-55.32407238069563,-60.71281710175425,1
Other,20,E,119.68437264412538,C,-243.85256088371605,1.6705239296994159,0
Asian,59,E,3.683305301362696,E,-71.79116556889676,9.802876102765952,1
Other,59,E,-102.9076642487029,E,-178.28412168250404,8.67105107136507,0
Hispanic,82,B,-1.4648040569552105,A,-71.99054677034269,-35.801696704846094,0
African American,18,A,92.27495921618848,C,-97.89676235978983,117.8432092023731,1
Asian,64,A,-92.1770027466568,D,-126.26734260547525,-33.610262374205824,0
White,59,C,147.374305277877,C,-48.798623330176405,26.16343129344225,0
Asian,60,C,-51.01875706786533,B,-157.63649101008727,54.53017609292149,1
White,65,C,91.61235848759802,E,95.6203102933711,-58.160421669330034,0
Hispanic,49,B,12.791937905396638,C,73.8701167951376,-82.27436031567811,0
Hispanic,48,B,151.00931823115346,E,174.32094803839476,-33.81213649504504,1
Hispanic,91,C,-161.0698002726886,C,-54.74565337061763,23.656864779716916,0
Hispanic,52,E,-181.5683694816572,C,143.52963372859125,44.08695881406456,0
Asian,37,E,57.552584275758214,C,83.44831248371649,-100.1198649153903,1
Black,70,E,125.6112685364118,B,33.80483054458631,-3.8492688456155015,1
White,21,D,33.10582275734692,A,-29.608691715869007,114.46418431807912,0
White,35,D,4.443919230190831,E,123.10147075560558,54.322163724405335,1
Black,43,C,-29.820103266836146,C,56.23512954451828,76.76266296284255,0
Black,57,A,-69.8306334463618,E,78.89957839554695,47.28749786878009,0
White,44,E,-125.01299210010379,D,-31.775997452930895,10.222801525627654,0
White,42,A,-128.90883855802974,C,42.94746093445342,-55.50249892376647,0
Black,33,B,-194.53609291839769,A,78.2626314139135,-104.94298070507601,0
White,80,E,-45.77642440322048,C,-18.48559577419953,97.05427700246213,0
Hispanic,62,B,65.12107781444169,C,146.9758459611543,46.64154163185269,1
Other,66,B,-127.03249032133603,A,195.56808467498746,38.30077359021543,1
White,81,E,-130.43053044925665,C,-167.183447444878,80.9907241738501,1
African American,75,C,30.990439309062474,B,104.8635526186985,48.72933638548673,1
African American,93,A,48.20297743973713,C,-134.25506356084512,-12.73084255442126,1
Hispanic,45,D,-21.462905823949164,A,28.51942516185645,-158.92247513491262,0
African American,55,B,96.43031969657054,C,-31.45092806139349,164.64844747605093,1
African American,47,B,106.08641297737593,D,91.22830497741631,-88.20627850902251,0
White,48,A,-50.93371330405212,D,89.67169861813916,73.44586140530149,0
Asian,82,D,-112.59233539403976,C,-35.05971103550867,43.36563835605764,0
White,87,B,-111.8236943813766,C,41.34096442131647,12.090617083713001,0
Other,99,D,235.31747780278755,D,11.232609920225732,123.1870041681368,1
African American,39,E,-94.6384785529912,D,92.89142629224322,-35.59098858431937,0
African American,95,C,-94.5825792424056,E,218.77377151953695,-185.89086683242186,1
Asian,85,A,-10.235225033720273,E,37.83824871247018,1.1786226333605754,0
Black,56,E,-9.752045514480454,E,-40.553243320345345,-144.65351082625398,0
Asian,21,B,75.87932237804512,B,-23.454533847378368,26.724826025105568,0
African American,87,A,-48.88063512365291,A,6.052563248285941,-21.177910800444153,0
Hispanic,77,A,274.58840778580213,C,59.83142352239016,98.39844020142361,0
White,95,C,164.87521511583063,E,-46.09759719556935,-72.7561763658827,0
Asian,61,D,22.053533737770366,A,79.74960491061987,86.27348320489763,1
Hispanic,62,A,65.51890229719902,A,141.28740190947818,-201.11740249729598,0
Other,23,D,-15.911680201141968,A,-17.27081501120916,-109.48706566747599,0
Other,54,D,30.917582470514716,B,42.615315482258936,-97.34625533458698,0
White,59,B,-17.72197689464317,B,-81.04309988057413,63.40261198040661,0
Black,53,A,-146.8604193487527,D,76.0834510158618,41.83130920337019,1
Asian,45,D,-158.2930464482811,C,81.57216811590759,49.73310405208478,0
Hispanic,41,C,126.35725325242436,C,-30.97435911140556,79.72318161641334,0
African American,98,B,45.97455628152667,A,-210.57816629787573,-65.21244158735007,0
Hispanic,93,D,17.401006514810298,D,-1.69422079767556,119.64150802149021,1
Other,67,E,291.89218695719404,C,56.01315841728458,23.135352633131763,1
Black,94,C,152.86604579006752,E,28.18583663539561,66.48981685040499,1
White,65,B,54.42750670381955,C,-131.61726937227905,62.478441907878846,0
Hispanic,90,C,214.06286517241293,D,77.46004209202647,97.09886490037435,1
Hispanic,88,C,-34.25699183573897,B,-112.26500382172846,-74.79384009114983,1
White,81,E,95.65267568482297,B,49.72937582236747,110.03494642198255,1
Black,81,D,-144.0080070666259,B,-8.163717369913998,55.3658689798735,1
African American,96,D,-58.734926662873235,D,20.38645630318862,33.832180267839796,0
Asian,67,C,-21.874811522423716,B,26.527695329968758,5.866354495106075,1
Hispanic,20,D,142.04780777583647,E,74.26438660380114,-18.761423142947958,0
White,63,D,268.10873688590726,D,-5.9703072033232925,79.43039750218693,0
Black,86,A,133.14218867724477,E,-22.268443295818287,113.05620839417851,1
Black,77,E,-8.054471626126707,B,62.439037989536295,-4.521444868854008,1
Black,18,B,-23.920490606164023,D,-3.039011127496313,62.47544170879614,1
Hispanic,71,B,4.299559787138542,B,-128.8289855389487,-80.03643565347623,1
Asian,84,B,-123.1492514960385,D,-122.78897497252123,-58.13173239988354,0
Hispanic,46,C,-67.70420814957504,A,-102.44600115719776,-135.65667934696148,1
White,93,A,69.63743611767103,A,-168.92031766787528,-84.31267494283486,1
White,67,A,5.581327519886567,B,-158.62773998433934,-115.73994154603974,1
African American,53,B,-82.22369236469711,A,34.55744329803885,-114.55913016065682,0
Black,63,A,-30.67966140855968,E,29.554788295948235,-91.79686477252004,0
Black,49,B,-93.29889468810299,A,-109.25794149192218,-73.71042486842126,0
Hispanic,68,A,25.03764600443366,E,-53.11095318965838,-138.5146580220968,1
Black,18,A,-46.71327783732022,D,-50.18807968185093,-62.234203002536304,1
Black,35,D,-167.36674217812558,E,133.91036602608125,-2.8749962026109936,0
White,64,B,246.11918475748388,B,104.17652508404373,-66.99387281428696,0
Other,34,B,105.02062019119047,A,27.125704663239613,152.87046981748088,1
Asian,85,C,32.58825275289285,E,181.33012007946314,84.73945473843274,0
Other,26,D,24.08462157968539,A,29.083747562534956,-67.82897646137299,1
African American,23,D,14.95069211932564,D,27.33795111138636,23.633662345190416,0
White,30,E,-173.3939257795814,B,72.48791691513573,-268.1457777419417,0
African American,71,C,-247.71067060639774,B,-22.74793373209696,120.55372585253504,1
Black,65,C,-108.10576556007656,B,-97.3431179451109,-105.65849149262164,0
Other,19,B,42.61397756600262,C,-99.18564610499836,-58.24463683579595,1
Black,53,C,37.05848553431639,E,0.07396682327657554,16.61046635582409,1
White,95,D,90.09433873669975,E,35.976491198342075,77.52416768815237,1
Asian,81,A,-56.46404071128127,B,179.7689405421028,-76.78367218699269,0
Asian,35,A,45.33293970606213,C,165.53402773919294,60.412981214928884,1
White,23,D,-48.42749429023912,D,-16.479916361786636,-51.480080418561116,0
Other,45,A,-158.60696896609423,A,-31.751628060220664,137.77328413306046,0
Other,49,E,103.17191868640954,E,7.934612264026114,114.77067200531417,0
Other,61,E,-54.15185163965961,B,-161.6015828759056,115.68608085697947,0
African American,19,C,29.432163535369575,D,-17.539387755355317,-11.757627878706728,1
Hispanic,43,E,-28.171879740930184,C,-22.699957766596977,-37.61122244762415,0
Asian,62,A,64.34147862964281,E,81.06543500803113,-69.6687853411578,1
White,30,B,-80.40702785540232,B,201.46592928784145,-81.25112234724578,0
Black,51,B,157.30265697652524,E,-57.65755073331782,28.229873851151883,0
White,51,A,-107.72944052005859,B,-123.44772913045747,-80.70003599409667,0
White,85,C,70.92348520981253,B,111.32918511386849,-138.17399405774154,0
Black,98,C,35.53274449353944,A,-14.628826052186184,51.417223624193774,0
Other,47,E,-92.3037448749453,C,91.36790515965586,-215.83060507709,0
Other,90,B,125.98856231916639,B,-227.90700364243665,-21.661188032513948,0
Other,75,D,-69.07279341335136,A,204.6993318296332,20.41639107924241,0
African American,67,E,154.69116211033617,D,9.0511337321865,-82.85621745048365,1
African American,95,C,-56.27729702751863,B,156.9661036354828,-39.72861878628686,1
Other,56,A,-89.00378424335459,E,63.85708815678112,41.28130065592098,1
Other,71,D,-13.285777661680099,B,57.62287192198101,27.681161590229376,0
Other,99,C,2.5226422364773144,D,132.6187209912106,-131.68273169803385,1
Black,20,C,74.46748542987113,A,-95.65426976618795,-94.22954024031665,1
Other,36,D,65.27458627477559,B,172.3017307905089,-30.321795647246436,0
Black,27,D,-52.13497017276462,D,58.988120683365366,1.0625864770549287,1
Other,85,D,24.32275760054502,A,-49.10084914031372,16.429974160156906,0
African American,51,C,166.85944436976496,D,-54.94532067936382,-26.314019531255344,1
Hispanic,57,B,78.49914835469387,E,-9.6041518402073,-44.34752091952752,1
Hispanic,18,C,63.12918025556697,E,79.6099595901829,-129.06564128414658,0
African American,65,E,130.25142977434564,C,-3.942621499602582,-26.12168707302127,0
African American,34,A,56.288296674238445,E,-13.178105588967012,32.065191617200675,1
Other,38,B,106.89418283856381,D,-29.959246927122397,-71.77877394475036,0
White,19,E,37.08267489052687,C,260.082045197635,-18.019567320760196,0
Asian,81,C,-19.176068106747987,C,-6.633072037601043,-257.7933831335272,0
Hispanic,31,D,3.487194780608737,C,-122.06569622984259,65.43514798824938,0
Hispanic,89,E,-46.529269981252384,C,-101.40765913072687,53.07089014072868,0
White,80,B,32.41829972293928,A,154.56748342995127,6.745011242177832,0
Black,56,C,116.41684235032896,C,0.8683542840471723,200.21739201827583,0
Black,29,B,-35.34066456169569,A,38.9391566802313,135.51933579244388,0
Hispanic,46,E,124.70218345677588,D,91.64837103331472,-50.28883188980057,1
Other,53,B,-252.27265773981472,E,-47.137310979400624,107.62604567959666,1
Black,45,B,-93.95564521794817,B,-84.97364050044087,-42.16183574000577,0
Hispanic,59,B,-133.6541938203478,A,-135.2492883494651,135.02133803096018,0
White,73,C,-115.30154863390321,B,19.510758850717515,47.75224199467987,0
Other,77,C,88.11051423833418,A,103.49968575444515,15.76364966133269,1
Black,91,B,-241.21941223843854,B,212.73920965931325,-60.53708778617748,0
Black,93,B,97.05056977945988,E,60.68245884787943,-240.3885590525343,1
Other,50,E,-75.0236476643232,B,11.848287543582137,57.691478031606295,1
Asian,89,D,176.2765700336643,D,-19.85274876469183,33.80127873390077,0
Asian,95,D,-138.3967478527658,D,5.200422541252464,-77.60064895670178,0
Asian,94,C,76.54342118556873,D,94.0329665275358,-46.17022833777868,0
Asian,53,E,-119.48486326161284,B,-108.98999342037288,-273.30287478192867,0
Black,66,B,20.73145563031035,E,104.08824580504916,95.9819012226669,1
Other,76,B,-0.8554340149302925,B,82.26896744794595,-195.1623890914695,1
Black,75,C,4.887302631275943,D,80.38795811817832,4.876685181605974,1
White,26,B,274.0972462916656,C,-15.544386374455915,-72.54672836090667,0
Other,57,A,-91.61090528772992,C,-74.79980365778154,-17.50542589805664,1
Other,51,A,-126.3687974181873,C,52.514315711632975,20.866328422942697,0
Other,55,D,74.37532399349188,A,-164.37000310286038,-2.728326946158388,0
Other,33,B,-11.181666646012495,E,-30.539987662564,-0.08911085457615246,1
Black,94,D,58.44286305980811,B,15.05615772072441,-102.6918197186034,1
Asian,36,C,95.29840054454735,A,-23.57839590058112,-54.22950358767417,1
White,88,B,-86.44258469760945,A,-258.45884654211864,112.65459162275695,0
African American,66,B,-96.42936206841948,C,49.41722229458191,-84.68923397755145,0
White,87,E,-76.42415267046947,A,56.98686827157463,64.66133007490265,1
Black,46,D,17.670815836007478,B,62.62603558399604,-8.710938567694047,0
White,39,D,-26.071584254717035,B,76.07077069468225,-85.44232092325402,1
White,27,A,27.155348487708714,E,162.02880786738228,-108.79037033950534,1
White,38,A,78.19772716198904,D,42.29032164851744,-35.40431481899229,0
Hispanic,49,D,11.608485946990072,C,-20.77749492707575,60.379053494729895,0
Other,49,C,-117.9016008327444,E,37.90891285989446,-127.35762749447433,1
African American,96,E,-6.6596892958509555,A,-38.7884334256057,103.79841174903528,0
White,43,A,52.88714452559695,B,87.62707797548906,-116.00030179708894,1
African American,29,B,-2.4866071336427837,A,146.15956854533505,30.39541834721482,1
White,50,C,-77.59014212852017,D,-34.48029520613778,-49.558560310431446,0
Other,79,D,-5.333423439214095,B,-301.9846095229025,-141.19028443808668,1
Hispanic,74,D,76.9235202939887,E,-63.362506352228934,134.05441858823852,1
African American,61,D,-46.53398470619283,A,81.83463315998502,38.129485357613724,0
Asian,78,C,19.149569248442848,C,-92.96805701354646,65.43354452110638,0
White,27,E,4.364854240572586,C,47.56983623964183,140.54370460451972,0
African American,42,C,-43.562898501096235,C,-10.601801403238504,-33.306013869481674,1
White,82,D,-76.64364135096196,A,87.22138615521968,144.39196064103598,1
Black,23,D,278.09932277861986,A,-32.70408873534509,122.06505105719314,0
Asian,85,A,247.9827771292624,C,-127.88892218996621,5.300067120549759,0
Hispanic,40,E,68.31762407227573,B,-17.694438085899204,-45.628324340772615,0
Black,81,D,-55.94093257316351,C,36.987718272693684,-30.955499456807235,1
White,33,A,-27.801649714750003,D,-131.46779150077825,18.99633815334518,0
Black,28,B,-178.69095818557267,A,47.760860345666984,149.3187124414282,1
Hispanic,75,B,-226.09803368039456,E,-77.78598592774034,16.167716518540292,1
Other,49,C,-97.08792621422901,C,-25.495614560769937,-51.84861752404005,1
African American,77,B,-13.67432877001759,E,124.00148658181178,34.906125662689576,0
Asian,89,E,0.4472424929353497,A,132.52107528601206,145.00966403311745,1
Hispanic,22,A,-14.51366627048068,C,-42.10030359317731,-138.09318112829675,0
Hispanic,40,D,124.96678787358381,C,40.70752846912879,0.29359400242310163,1
White,97,D,-1.3886853951632128,B,116.33518008232629,-219.4470815031126,1
Hispanic,28,E,-28.529492380646097,E,-40.9011453395946,51.61773211549292,1
Hispanic,58,A,77.27622867373684,E,69.0249378097556,-25.455389398508398,1
Asian,59,E,-47.127072965282736,D,-64.68380913249875,-2.80800315742187,1
Other,44,D,-135.40001288850775,E,-29.79122861262926,-115.76864472543144,0
African American,60,A,-46.468572152705335,A,-108.20117009758303,-52.59143287053455,1
Asian,25,B,154.49566698304483,C,-2.8010488607505235,11.542892787339976,1
White,91,B,146.725352480593,E,65.48956727553839,39.96523701670498,1
White,81,D,94.60082685046714,E,57.29861466245476,27.888534037417408,0
Hispanic,37,D,-250.38211177643217,A,-18.901717966057635,-84.27647941674331,1
White,43,B,-34.24255256965105,A,-85.46548431488165,7.989319653781636,0
African American,52,B,30.665056317020362,E,61.7537099854171,-103.58551937297136,0
Other,74,E,-20.25744717944679,D,-43.54811850566226,74.6373768268567,0
Hispanic,58,D,-6.525476873505459,A,119.26455849967414,144.29091619601022,0
Hispanic,61,D,-82.22842481294454,C,-41.28657571159762,-288.1526946758201,1
White,80,A,99.23483313754792,E,114.84696681372002,7.147932358979372,1
African American,23,E,83.96293324370453,E,80.5080218681025,-6.59762966401358,0
African American,27,D,-36.728927114731356,D,129.39636927982497,-116.73060505393882,1
Hispanic,21,D,25.37752999669508,A,28.344858977840197,-149.44002097373655,0
Hispanic,44,B,-208.66229617506357,D,-81.58631641793814,161.8949093278209,1
Black,70,C,-10.185837676240805,D,-16.431830466113798,121.88424938478286,0
Black,43,C,144.2523165679114,E,-75.48475057060745,112.1744177369007,1
Asian,28,C,-178.281690720119,A,46.413362692200764,62.836022101774745,1
Asian,95,D,16.840533768848566,B,-103.48909810489995,-24.532181737257496,1
African American,39,C,-154.18449158265716,C,-43.784376330819995,-93.67681730114093,0
Asian,64,A,-3.0559367028675672,B,-41.593927767347886,-55.13357639926437,1
Hispanic,37,C,45.299045291265735,E,-2.739048904643383,60.47295376817689,0
Hispanic,86,B,45.73841509725274,A,-48.51773022566144,10.173791281683792,1
African American,68,E,63.40300407335704,C,26.42894141563928,-118.93428139779141,0
Asian,68,D,-2.0289968650589496,D,-8.559989853831345,-17.552097539050227,0
Black,99,B,10.318545504798763,C,-22.791029827089034,-186.814208323819,1
Black,82,B,52.40631152881916,C,-13.616714718282234,-119.17282812427861,0
White,72,D,-23.803614423430517,D,39.91433742532091,-119.28399699220726,0
White,50,A,89.5418539769077,B,-45.07165995795901,63.981071722016495,0
Hispanic,46,A,42.690923980019974,B,-81.74902740102826,106.13910727892875,1
Asian,42,A,-15.006629358611326,E,96.8987878002325,61.901027671661346,1
Black,62,E,25.1872696560264,B,-106.88246943229703,-203.7338988960036,1
White,71,B,145.79391033979493,B,-32.1710392177118,-21.660100473732474,0
