ethnic_group,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
African American,None,B,E,-110.48847047244091,E,74.58868949749092,-20.980257842719233,61.524960301575874,E,192.24160644699967,B,E,E,A,-5.1091702076530545,0
White,Hindu,C,B,-89.26987009460557,C,-162.05972695246663,-78.04450759008412,-96.80018991826577,E,-15.086337864702248,D,D,A,B,-230.23413705925,1
Asian,Other,C,D,-50.152929493988964,A,2.070225811729782,-22.16493805644058,-138.29041256736068,C,-37.57657217485487,C,C,C,A,-75.87834012756124,0
African American,Other,B,E,67.6827714155717,B,-27.88812765742934,216.6995169504098,-44.487152063023856,C,-7.332515600858145,A,D,D,C,-117.66612170548217,0
Asian,Hindu,C,B,122.5646793076612,A,141.41803301775587,-17.35352638814325,80.52513075720707,C,85.25745047706538,C,E,D,A,111.42425585980035,0
Asian,Muslim,D,A,-96.83229199472589,D,-122.94299962276027,159.45009636780435,-38.63752692331491,D,47.74237652458987,E,D,A,E,4.355199000165352,1
White,Jewish,C,C,102.47015480020723,C,42.64792568339212,21.720694201771483,-152.9633565713904,A,-93.97651671416482,B,D,B,D,133.74174587011402,0
Asian,Buddhist,A,B,34.9438336997177,A,-30.657319035460027,101.15918844808012,88.73866575648907,B,109.76021113941339,D,B,B,B,-13.418774336288287,0
African American,Buddhist,C,A,214.46784761084845,D,40.66661976947917,-57.247703905758996,84.8104873575746,C,140.9214712582686,E,B,E,C,62.82925320949765,1
White,Other,D,E,60.08130107332216,A,49.8702439474307,143.4341095309692,177.155580168185,E,43.66211329319366,A,B,C,E,2.3118940657017655,1
Other,Buddhist,D,B,51.630780817329224,A,-149.68825238467426,43.22032967070519,-14.749648985538066,A,-16.644032174325325,D,C,D,C,-41.98577034942531,1
White,Christian,A,D,-121.79557069675324,C,40.06615494094364,-55.0986751586795,5.717151874250494,C,35.40853886016361,A,E,C,A,-78.53420008391814,1
Other,Other,A,D,-58.199558726482934,A,-28.984319578696333,-227.3922155339852,41.67866565973952,C,-88.22329611883683,C,E,E,A,16.666937240258907,0
Black,Jewish,A,B,12.936212620562054,E,105.68825485565094,-177.46248006977694,-118.06753472213678,A,-57.668308620799046,D,C,C,D,-215.29060867955772,1
Other,Hindu,D,B,10.503024799514323,C,-81.68594218744016,15.660629379340257,-99.73322492178235,B,-260.02181313501313,A,E,D,A,67.13843620050753,0
Other,Buddhist,D,E,-0.0832264673689827,A,79.04715176298352,-49.108244517654384,-48.46042042807032,D,162.28629676771774,E,E,E,C,135.53097986081534,0
Hispanic,Buddhist,B,C,64.4614887321297,B,17.59676930893039,109.62554335076027,-31.772097524913235,E,-83.9469369792502,A,E,D,C,-115.17682428343072,1
Black,None,B,D,40.16845805055374,D,49.115410077960696,69.30139011134459,-129.34110384612381,D,-37.54054613177137,D,D,E,E,17.85631968410042,1
White,Other,A,D,-71.52285589344896,A,54.608429606534045,149.17891523727192,236.2212649764492,E,54.34592822838249,A,A,E,D,-79.08265849206494,0
Hispanic,Buddhist,E,A,-31.66549562613466,B,58.37756946376456,102.63824246657043,6.39814292128415,A,-32.560615523018356,A,A,E,C,-4.942416291364002,1
Black,Hindu,E,C,97.53862291596195,E,-0.502059221558637,-136.88806175908272,114.77386972481393,C,34.66510973179953,A,E,E,A,-51.64095838234668,1
Other,Other,C,D,-41.512788596226855,D,-33.14108240795228,-171.6500400068316,-116.16188256415418,A,-47.5031391115025,C,C,C,A,-28.759785517687416,0
Other,Other,E,D,36.92322896978812,E,2.857152612638194,-62.16095035879861,27.23446701378211,D,-68.24666111809987,A,D,A,E,160.40526948570982,1
White,Other,C,A,-157.46942244637378,E,-44.193352872308864,134.32504225275503,156.79473249410628,E,-60.957840747692174,D,B,B,B,-42.474864857547914,1
Black,Jewish,A,D,-18.48125978456083,E,75.74904761272052,-27.88486403917836,76.13469650169188,C,-115.2895991782759,E,A,A,E,-103.11526634443031,1
Black,None,C,A,84.1891249533884,B,5.5199258159247035,14.830331483180773,37.124090054632205,D,81.5418893730754,A,A,E,B,33.49091938450578,1
Other,Other,A,E,-38.59455357106745,B,118.42206494362961,-91.7105249129209,-64.29197064530936,C,-23.23857263649559,B,E,D,D,104.32454399879583,0
White,None,C,B,-5.269629077314658,B,122.36244856177578,2.909591487048135,-0.5002246915353803,A,-190.74557164544433,A,E,C,A,68.19085870168212,1
Hispanic,Muslim,D,E,-51.60316094449967,C,33.04276310259443,211.6704330052018,159.21171824890192,A,-5.1946899308467245,A,E,E,A,-142.47884369037627,1
Other,Buddhist,B,E,-82.37543241359656,C,-39.9352166023852,136.1000544882654,-120.25402787218648,C,-68.68018362503855,A,A,D,C,-90.95563675943559,1
Black,None,E,C,-92.80960866435694,A,-28.728028346413275,-22.653853985386714,-0.3768434038928889,C,246.5844698656308,E,E,D,A,-39.52316779074284,0
Asian,Christian,A,A,92.97103109053995,E,278.89470874761486,-37.85871080420522,-24.309381174448802,A,-212.1078827016582,E,D,B,C,-177.68242535495048,1
Black,Buddhist,C,C,13.206856941196934,A,-53.247949143434504,5.376929277126159,95.59021553368787,B,-149.2590040896442,C,D,B,A,-158.59660950404736,0
African American,Christian,C,C,-172.29833929985026,C,-12.065723057971342,75.1076690789608,17.94494170696889,D,-23.058345244862117,A,E,E,E,-24.913441239039773,0
Hispanic,Muslim,D,C,-147.84550354773762,B,-143.53930012452255,47.7204341310304,162.6304297709918,D,-38.57082342347239,E,C,E,C,1.6350486826399298,1
Black,Buddhist,A,E,-246.43778115266056,B,-242.39266076276928,-154.17285459481798,15.514651668550144,D,102.11464487627617,D,C,E,B,140.68902701937643,0
Black,Christian,D,D,-144.49011210381278,A,52.59105806296795,-80.86019691066278,176.19571749182285,C,107.7795791736835,C,E,D,A,131.80064259755417,1
White,Hindu,C,C,41.97587965660263,B,-101.53073764941698,-113.1802389380353,87.99928428688104,C,34.12320046874765,D,C,A,A,66.02471413981031,0
African American,Christian,C,B,-58.64480486117988,E,-267.6046491270997,163.7782812391217,78.14703845624123,E,39.648109972293206,D,D,B,D,86.06562702910887,0
Other,Buddhist,B,E,-1.8671667810991448,A,49.73643358285135,134.97173474695546,-103.77735580145753,A,-28.81583655466718,C,D,B,D,-72.60966208151585,0
Asian,Muslim,E,A,169.10969164399907,D,-105.86448702261073,-27.58152588863365,60.0661778041921,D,43.73489837532498,B,C,D,B,5.126720570909376,1
African American,Christian,B,E,9.980293024940911,B,-6.219689244728892,94.11163695646773,-41.95979712760999,B,95.5877456275926,D,B,C,C,-107.66071719769528,0
Hispanic,None,E,C,-167.53574877654844,A,-105.74615138554768,80.77580837792796,-135.25986917755841,C,-95.1490543494078,E,E,B,C,20.97332225811332,1
Asian,Christian,C,C,-64.52667102712691,A,15.375994284496441,-15.544642823545217,170.19736582485137,D,19.348810180661154,D,B,E,E,-44.06614053052509,1
African American,Christian,C,C,-188.04004895300858,D,-47.68732681051303,22.108846804612533,-99.46724093010133,D,126.25005552794715,D,C,C,C,101.07033110519896,1
White,Muslim,C,A,33.10822350181869,D,-170.4752559420286,3.8993985498485215,-95.78153698244559,D,-0.5533899123225853,C,B,B,A,-36.487669917808674,0
Hispanic,Muslim,C,E,-83.81345035146933,A,-6.260233233698618,-82.60137717944556,29.181508365348268,E,84.15468149772914,C,B,B,C,-148.50865861833026,1
Black,Hindu,B,C,84.9152405539375,A,-77.92723301775582,14.043272817739307,117.4038907905284,C,-176.0842764189101,E,B,D,C,38.59413955425786,1
Asian,Jewish,E,D,62.35397338631936,D,27.923782277598423,11.033758067209508,164.79729096530133,E,-77.02954934118337,D,C,C,D,39.60063428836034,0
Black,None,D,B,102.727554952122,C,7.5926890365699595,-145.39563765832764,-18.612631054477614,D,-64.67645154032151,B,C,A,E,-96.05723396060533,1
Hispanic,Buddhist,E,D,-37.865650657946155,A,145.78773592476918,-121.31492603601292,-73.4538780224533,D,-170.44704985132267,E,B,A,D,102.35264389351333,0
White,Buddhist,A,C,48.00615858982967,C,19.03890939192035,-96.22138884451056,182.1156964687011,C,50.66272432779542,B,C,A,B,60.70260740748464,1
African American,Christian,A,A,103.56906919450665,E,74.46980404910745,229.7111204582104,144.488846365057,C,-74.50663746695997,B,A,D,D,162.23281233061803,1
Hispanic,Jewish,D,D,47.83967052763147,B,25.871918857315368,51.356036671580426,-168.31294134279523,E,-130.03012391338203,A,B,E,E,148.75974076502672,1
Asian,Jewish,E,A,13.101416324727511,A,-16.65164118206207,-36.183840199843836,153.23110139716277,A,-61.2539021683766,C,E,D,B,20.322746018691173,0
African American,Other,A,B,13.584467688397666,D,-24.91742616926715,163.10977254154332,31.290130463658983,E,-87.09505179304638,D,E,D,C,-138.80569940445417,0
Other,Buddhist,C,B,-69.93817387017451,A,-30.40639044882503,-25.323544724098667,-145.3027104061757,D,-31.259170695765633,E,D,C,A,118.9558428699318,0
Hispanic,Other,C,D,-15.248988460654896,B,-42.603027571375016,13.961234128982511,79.68395679233959,D,-98.75159451421722,D,B,D,B,147.86363578951708,1
Other,Other,D,B,206.28721779881243,B,36.746339288765554,-106.33163115260604,-9.799230647760789,A,-54.9532428949738,B,D,A,A,-24.82031835445458,0
Hispanic,Christian,D,D,-95.45692536285229,C,45.7541729360211,24.36572210691424,-99.91116416369219,D,-15.297968966379646,D,E,D,E,66.01465758963748,0
Other,Jewish,C,E,80.43452846337291,C,-13.6843932960799,-55.77161691916681,18.38361495070699,D,-4.144188401742324,D,A,C,E,-126.01607838550002,0
Asian,Other,D,D,220.59094152723065,E,-26.036015719124965,88.22777111730483,33.77591848923705,E,66.48673966279351,C,D,A,B,145.43954203928996,0
Black,Buddhist,C,A,109.89271657111391,E,-137.48134269570028,66.80270953829935,-95.41651828736431,D,-63.64668580892058,C,B,C,A,-194.2706734729293,1
Asian,Other,C,A,-118.47850816412301,C,-4.657378888280736,-121.22437412103776,90.00162287378973,C,206.00276898832402,A,C,C,E,-9.366574738068204,0
African American,Christian,E,D,-33.36857000850632,B,40.95094953515565,67.41850056717414,122.36637763083569,A,-63.50639803686702,C,B,E,A,27.07605883091317,0
Other,Muslim,E,D,41.746933069528296,A,4.640109722049407,-35.064163373171944,54.85606909725404,C,-16.553288655966536,B,C,A,A,201.5656382317142,0
Black,None,C,A,172.7161955630148,C,260.6588715955674,-6.934393450326187,13.863715400583457,B,-77.56466415620747,B,C,B,E,55.17563028043442,0
Black,Hindu,C,A,-161.3781906555277,E,70.47339084461123,-144.09481305862857,32.03920872506382,C,-67.44651290863207,D,C,B,E,128.08345903819296,0
White,Jewish,D,E,93.2810711228864,C,-150.55792404536095,225.87416073391657,93.39938641954116,C,103.67056969862067,C,E,C,A,79.33888358099398,0
Hispanic,Buddhist,C,A,25.799328496673812,D,221.03469242027614,47.797177934668746,-83.97528703031439,D,70.92860185187175,C,D,C,B,55.37258112209504,0
Hispanic,Hindu,B,E,161.1889691920346,D,34.90604859631915,80.06836942968869,179.27342296774677,E,44.79255872905835,A,E,B,B,40.50128838197451,0
Other,None,E,A,-198.35235518744017,C,-243.41311984944127,-65.21940007024372,39.0575010882428,D,161.08582911369302,C,E,A,E,-8.816103251261145,1
Black,Christian,B,A,-18.629839001565625,D,90.32695813020652,163.03725843041155,-94.79118039957174,A,116.61963996894598,A,E,B,A,-9.66911955311874,1
White,None,A,D,-123.19788480461862,C,-46.70843658816861,-62.12459732342121,25.940434367759234,E,-0.9154128954728413,A,E,C,C,-187.67865063455488,1
African American,Christian,A,A,-75.41835904627925,E,123.3984326720827,51.35385360507303,-39.05090456426934,E,-19.839846875331506,D,A,A,D,-37.87476884455535,1
Other,None,A,B,-68.25562069870014,E,173.1723774728777,-124.88784503746959,-63.64554896747434,C,-88.83501175126516,E,B,E,D,248.52112248802663,1
White,None,E,B,-5.871232999335109,C,-47.22253308591313,66.59646572421406,-23.800079009674928,A,-86.2897370218757,C,A,A,C,39.85241118928007,1
Asian,Jewish,A,E,-44.720183080692436,D,32.47110560710959,108.61167391236337,97.74206258176163,D,62.79663464539953,B,A,E,D,-38.25855363607836,1
White,Other,E,D,53.67844097397032,D,19.124099105986,36.79295130670328,30.19993753426625,D,-185.5067281363673,D,A,E,B,-30.920522246734954,0
Black,Hindu,B,C,-18.644246317811653,A,35.608295820723384,59.50669690027348,102.73220732236594,D,190.4257976686486,E,D,C,A,77.11749587476683,0
White,None,E,B,-210.74129558423755,B,-25.92292185784918,71.00097597715408,-0.14694174427301354,C,83.1516093220585,C,E,B,D,206.13588340861656,1
White,Jewish,B,D,-45.67547356516832,B,83.85984478345321,163.36644885054767,-149.9668702745709,D,164.30319006606925,E,D,C,D,164.57474561614822,0
Black,Buddhist,B,E,57.79081979496509,D,137.33576558372496,1.071279254476321,-122.33645379255218,D,127.85474322680233,B,A,B,C,121.73938192059286,0
Hispanic,Jewish,B,D,5.7728642878555565,C,-168.0487086610587,118.40670064366246,10.642320464916336,E,-15.607271852994831,D,C,C,B,65.78224090898371,0
Black,Other,D,B,-198.91898632630853,A,51.66815262812221,44.348223067175404,16.120641941478876,B,-135.77803107672472,A,E,D,E,94.15647464330806,1
Hispanic,None,D,D,-118.13196841360832,B,-46.3580145186774,-1.9967422048071681,-22.41075426064249,D,58.012286184206694,C,E,D,B,-33.611404784865144,1
Black,Buddhist,E,D,-94.60491713693813,C,33.62939617997865,-85.97058037292129,102.38054784461723,D,-181.64412469176477,B,E,C,D,-50.377581394613514,1
Black,Hindu,E,D,13.923267838405884,C,-152.93138331380646,-78.9459335743394,105.80383828922662,A,-196.27569589789584,A,B,B,A,-83.99619935064274,0
White,Muslim,B,D,-89.29625608352838,D,-97.97426507833801,-102.10949958365039,-338.414235577097,B,-205.61199001726052,D,D,D,E,-147.38759878258557,0
Hispanic,Muslim,B,B,210.6254390288776,C,-38.72159035246222,-48.83151265390491,73.0370845339065,C,72.21614559216309,D,E,C,C,67.77539388891913,1
Hispanic,Hindu,A,C,-104.37829516273939,A,-94.00488379085408,-119.1781559297648,101.69120443122108,B,128.45123402443835,A,A,E,C,-73.17819800321367,1
African American,Hindu,C,D,-32.346651566898046,C,43.14011871804055,-163.00368896997736,-224.44877110211695,C,-107.29722464863744,E,D,C,E,-25.51543768998149,0
Asian,Buddhist,C,C,125.5811074049408,D,-1.3785695991843667,35.844894140429176,-104.3530365820631,E,-75.45693680934511,D,C,E,A,221.4681051295934,0
White,None,A,B,-119.89983740626515,A,-121.32370969688378,12.030393128382032,7.622805866194088,A,-106.1024739061289,B,B,D,D,-25.297908437258492,1
White,None,C,D,-83.41642533286978,C,-119.72152209551568,-74.21584895781345,134.73670440085613,E,36.80589879469907,E,B,B,D,159.15431600983172,0
White,Muslim,B,A,-31.118510438789304,A,6.825227946160243,-39.20109614931186,-4.722254857543646,E,-68.220943238986,B,D,E,C,139.58772220659017,0
Asian,Christian,E,D,-37.95912517506861,D,-52.47784935961594,104.46558657631016,-36.776184773366666,C,3.1611449600936217,D,D,A,C,-26.983798186737534,0
African American,Muslim,C,D,32.8505893887445,C,-168.09807047001024,-103.92901432574347,-106.90523729433943,A,114.49899843612728,A,B,B,C,-68.23152620665395,0
White,Christian,A,E,-185.11306983433053,C,-30.05137724432644,39.61961138097097,35.23374355627694,D,159.34987229007794,D,C,A,C,-24.702044632957556,0
Asian,Hindu,A,B,133.1363357889079,B,-175.65895497812733,-60.86227561911704,62.974975978340794,A,-60.26789336552723,E,A,E,D,-78.60876445621466,0
Hispanic,Other,E,E,-232.95583779167077,B,57.72369890182816,-45.628178321843684,-80.06839305473555,C,149.61836892797723,B,A,A,D,-58.67173570599596,1
Other,None,B,C,72.2202556318591,C,55.1095620470189,91.99718240004873,15.635597531209577,D,-29.401885066052458,E,D,E,A,97.79321382733389,1
Other,Buddhist,A,B,188.642568070518,E,-204.00120953361375,89.25268265211211,33.979968546122095,D,-106.38930147658441,C,D,E,A,138.21909519174326,1
Other,Other,D,D,-118.79362291897884,D,8.15917026362147,18.70413287123553,-146.78188688629464,D,-39.206521183972725,C,D,E,A,62.4674299662566,0
White,None,E,A,-1.4242242898353499,A,76.78188582811049,30.413918414734663,-53.7383066342142,D,55.95651590378914,D,B,E,C,-6.852280624947094,1
Black,Hindu,A,E,-131.28509339852815,A,-114.34241811335912,68.34659372618894,-106.6779388648674,A,6.351655737124974,B,A,B,E,-42.211173732749195,0
African American,Buddhist,C,D,105.25130072344714,E,-148.14408105333524,-141.8328979125598,10.793559082914019,A,38.73556601262491,B,E,E,A,114.27718768710402,1
African American,Buddhist,E,E,-48.48641257982169,D,148.96919650804,186.08053742841054,-76.97308713553373,E,46.948487274027954,B,C,E,E,26.22498309225079,1
Hispanic,Other,C,C,-141.5213572982467,A,-26.0342741521719,-83.50060803381233,-12.469494396367603,A,7.591081039919483,B,D,B,B,-59.39808385979769,1
Other,Jewish,D,A,39.08699059882822,E,8.824596300939259,-77.02460796710102,-45.91173715811276,B,-34.25953378853468,C,C,C,D,128.09052964208828,0
Other,Hindu,B,E,0.31997459401386563,C,-142.1419300244557,-174.4305501540073,162.12620688802392,E,155.5796063509536,C,A,B,D,113.94796909101011,0
Other,Christian,B,B,17.945873507468114,E,86.65250854646231,14.693889885789336,80.12855255475658,A,33.72237226127251,B,D,A,A,77.71874624099753,1
Asian,None,B,E,-114.24133612673508,B,-130.86249281596923,162.3994689371938,-51.187743180608955,D,45.82737371480067,E,D,C,A,20.90125235017179,0
Hispanic,None,D,C,175.71737616119302,C,36.51611810157627,-57.58377748900634,-46.161904581017204,D,-116.79566893189619,C,D,D,C,-84.8484542957951,0
African American,Buddhist,B,D,-56.62519286636333,D,-60.5364291139337,277.80509100508357,-102.64589272071404,B,-226.91638218519438,D,E,E,E,-190.80672052587695,1
Asian,Muslim,D,D,106.02338704495835,D,-7.371154390241502,20.374788485281357,-120.03072344496404,C,-33.30580765054433,E,D,C,A,116.27833066830497,0
African American,None,D,C,-70.05531270979374,E,34.625423960925865,217.08100344456557,55.86947682519998,D,18.879223134237215,E,B,B,B,-42.923867471544575,1
Hispanic,Christian,E,A,-143.78065273505183,A,-74.54783041914081,-226.78033636780074,-113.28601613927786,D,-44.067710943974866,B,B,B,B,1.2133199025486803,1
Other,Buddhist,E,B,67.98421477770759,A,26.347475456276452,72.86553661807987,-130.03127621197157,B,190.19004846104696,B,C,B,A,-122.0467473309849,1
Hispanic,Muslim,B,E,-32.03182778581933,E,68.33042381220122,-124.82808130765694,29.70695889141638,A,-96.18643363756554,D,C,B,C,33.56749146974043,1
Other,Hindu,B,E,7.382398003865849,C,59.285889204937725,47.98535680200525,-118.5809901183011,D,152.05624666906647,E,B,C,E,159.55623070845837,0
Asian,Muslim,E,C,-113.97877240475395,E,-91.56471458529589,8.481237760777399,199.7054587758314,D,-212.20756793069597,C,B,E,E,124.15224813960172,0
African American,Jewish,D,E,40.881210922657814,B,75.79219140626581,29.98378966566054,69.46653585967528,D,-97.56528129231208,B,E,A,B,160.9335753981717,0
Hispanic,Christian,B,D,82.02565883663507,B,17.55001152014394,-83.21947829360447,115.46459515452203,E,108.24808767345675,C,A,D,E,-45.621774171530596,0
African American,Muslim,D,D,-198.14458098785354,A,55.069903260396124,106.23476586522251,104.44946270410422,D,-77.48859061938555,C,E,C,C,-53.62174984579744,0
Other,Christian,D,C,23.73357033057024,E,-79.3691219866001,-106.02652158526462,76.56099350585741,C,-131.57169152823263,A,A,E,B,27.763524781554942,0
Hispanic,Christian,A,D,107.9947148152652,C,-70.55977678786645,96.57575076048097,-246.28432596515486,D,166.3328568582054,D,B,E,E,50.92189917077506,0
African American,None,A,E,-238.51086596119694,B,107.79226455989914,-47.51193678894594,140.08879717684675,D,98.62473686330142,C,B,C,D,-42.121717187024124,1
Black,None,A,D,155.33138699899357,B,45.13687061425875,-24.433404767177045,87.96279427772612,D,-50.87882983729259,A,D,E,E,122.91392840947337,0
Hispanic,None,D,B,-9.879760910088528,D,46.70037502187978,84.83242121322785,-150.52377854710411,A,-81.26356992261933,C,C,D,B,-13.601624036753366,1
White,Muslim,B,A,156.21983973375285,A,156.58856232894266,-71.39710446197756,72.04198647830424,B,-253.64436966420504,A,C,D,C,-5.5798199772624315,1
Black,Hindu,A,C,-5.031281226986939,B,-23.974793454926306,149.77696736417917,-150.81973409183476,E,54.6751169284556,C,D,C,D,74.14735572804926,0
Hispanic,Buddhist,D,B,185.2578544337721,D,-37.9821578345196,32.24266213278927,41.09834062452528,C,56.08259841870584,E,E,E,A,-38.475429426756335,1
African American,Muslim,B,C,-14.555145247899578,D,168.61186814860926,133.3723258266812,39.47340179442317,C,71.2349702614404,E,D,D,A,-59.725459716798,0
White,Buddhist,B,E,-19.548860551963358,A,102.5827477211335,-81.92315843951647,-135.6323499170418,A,131.15661594930975,A,B,A,E,52.15695906048319,0
African American,Jewish,A,B,53.83190254515946,E,-71.0166486784842,82.4102742802279,-154.25242612032656,A,-42.5212788990031,E,D,B,D,-56.64387839844297,0
Hispanic,Muslim,E,B,166.0701734724665,A,12.412225646426597,-14.089527975684662,181.9782648231713,C,19.30986505555527,C,D,C,B,70.71537344629594,0
White,None,B,D,42.45274959373055,B,-115.41192851647514,119.57374359740986,69.89526258684116,E,-169.96299396021166,A,C,A,B,-45.383803020596645,1
White,Buddhist,D,D,16.98786486607901,D,61.42327698281769,-25.886990181584892,-15.66295381933663,D,138.37591932084857,C,A,D,B,-158.83353771598004,1
Asian,None,A,E,46.09911741318878,A,-26.9267897432384,22.64979968642383,-60.80686967018214,E,-177.51409087896798,E,D,B,D,30.607951660047767,1
African American,Buddhist,B,D,38.79009456853969,B,321.7448751749628,-112.93330318987367,117.71454701958113,B,-36.05312119629226,E,A,B,B,-108.74360401751883,1
African American,Christian,A,C,95.47654559617939,B,20.249563038062355,-8.655147376972376,55.00952614773576,E,2.0014934822541997,C,D,D,D,131.98893694084012,1
White,Jewish,A,A,21.705286297011682,D,109.18384114712254,-77.08205963262158,-35.20079055014618,C,44.11966296662496,B,A,B,C,40.458564928248116,0
Asian,Christian,D,D,42.791568853066785,A,-60.96919894933542,-38.98634185944942,-73.05871293593901,C,-66.12436740058632,A,D,D,E,185.1226071128482,0
Asian,Muslim,D,D,-34.93797143339633,A,44.598364913922104,57.69638216398493,-61.47437000177318,D,-195.44787731798635,B,E,B,B,-31.139876738439632,0
White,Buddhist,E,B,4.841569253015715,C,11.13215162155087,31.318910566505267,-84.90537319900737,B,-41.840975926935,A,D,C,B,92.8224619138726,0
Hispanic,Jewish,C,B,105.87294979503751,B,-35.446966175691564,105.04800749124526,7.757055819688776,C,-247.57387096769824,B,D,C,E,5.936749933726984,0
White,Muslim,B,D,-102.32309016654956,D,22.396921229841332,-143.22325146615765,-81.54291128700687,E,-17.96329491642881,E,B,D,C,-23.627009920677764,1
Asian,Buddhist,D,E,73.76046952441088,B,96.01979996232419,-17.2235773973828,2.3731926684607445,A,-150.5509435416846,C,A,A,B,60.134486267420016,1
White,Christian,C,B,-1.5838933217918978,C,117.04289137644908,20.169825235785055,0.02549656638269965,C,-39.73678644881216,D,A,A,A,47.585914140352756,0
African American,Christian,D,A,30.63947597532825,A,132.2901371025233,-7.03828608575653,142.04823255980196,D,58.36785574513662,A,A,D,D,53.90465906465056,0
Asian,Other,E,A,-187.0098601780611,E,81.6065695540977,-30.397833861905156,-85.15398529111047,D,65.23450001297513,D,A,E,D,-36.79102898222917,0
Other,Christian,E,E,119.76088591090952,D,-46.83704170731613,-9.960114173209488,-109.99215625986847,B,-193.39978055537296,C,D,A,A,23.497414977641117,1
White,Christian,D,D,-103.48276255823019,E,183.33697276875978,-70.03200225905073,56.18498574758488,A,132.67419003205086,C,D,C,E,-199.25704450572542,1
Other,Jewish,C,D,-31.1649700021521,C,12.506256604327282,42.229661071200006,14.979214312319645,C,-7.992852898983371,D,A,C,E,150.53868849142253,1
Other,Buddhist,B,E,24.928858547067296,D,-85.04349153594194,103.998144336566,-3.4814625497108507,B,-29.359494047240158,D,B,E,B,180.87377632212883,1
Black,Other,B,C,-110.2416783143122,B,-120.96047010782401,-99.06884149673941,117.71935717120297,A,123.21979062814104,A,E,E,A,-102.06794820510925,1
Hispanic,Christian,E,C,-4.3050768767373295,C,50.69260125340007,26.097028856375704,-133.92614463731078,C,106.29293252704326,B,A,D,E,-57.042492233287625,0
Black,Buddhist,D,B,-32.549889549516756,E,-32.09095871787056,-20.164190714905388,-109.59978589284351,B,-66.28527742701257,D,D,A,D,18.955351830664195,1
African American,Hindu,A,D,50.442957120199395,C,-28.344588089591294,48.79815835856036,-74.40119187731975,D,36.8692633583372,A,D,A,B,107.02822781714707,0
Other,None,E,D,-30.300081375651512,E,19.64841681449168,124.92489672810072,25.308343041430792,E,44.98819411573221,B,B,C,B,-102.83116985509231,0
Other,Christian,E,E,162.2268332514152,E,-45.28163477058504,157.61891616169376,-22.37154333751873,D,136.61498232198232,E,A,E,D,0.3438593420081177,0
Black,Muslim,E,B,-46.901214943239964,E,8.841015554366113,-90.0535812810049,90.9644914500292,B,45.58032980957808,C,B,E,A,-1.8837978499342118,0
Asian,Christian,E,B,-1.5460711448079145,B,75.13741073212992,-87.08848820047668,7.597900087168988,D,-130.10396946409415,C,E,E,C,-80.49831277560853,0
White,Jewish,D,E,-14.040771025968212,B,-100.37365301655011,144.46064615264257,-26.51330601810925,A,128.6463197724845,B,B,C,E,35.10296625684124,1
Hispanic,Buddhist,E,D,77.9232442343342,B,190.541122136262,83.90124990374144,-77.47461495883,E,-66.68441961721848,E,D,D,C,88.86389658970066,1
White,Muslim,A,A,93.95486128245271,A,-29.24590619289876,83.22951616912836,-37.62137283409206,A,45.52821346898213,B,B,E,E,173.42668262502605,0
African American,Christian,D,A,-138.10316319106974,B,36.039433730277665,90.80111088552158,76.97941806267629,E,22.133642443610913,C,B,C,E,-6.74204684550274,0
Other,Muslim,D,A,-79.69546552273351,D,-138.1578107262809,66.19791023745466,179.59270583715343,A,100.80878976001067,C,E,B,A,-141.2668452480932,0
Other,Muslim,D,A,133.64405564207092,A,95.50376023865394,-136.43395860638924,-165.7642755983073,B,-70.35600404934593,C,A,C,C,-18.596337575159318,1
Other,Buddhist,B,D,49.9647205646379,D,-43.227021517524136,-76.52934948840908,-30.898362755842797,A,-191.46623778421255,C,B,A,B,10.72539911092165,0
Black,Christian,A,B,86.50782846534267,E,95.89160790755206,110.54364098571735,83.21535242458845,E,-7.0066485079364815,B,B,E,B,-88.69142986772587,0
African American,Muslim,D,A,19.6075992989698,D,123.76356143425573,28.495550599893647,175.46269374810487,E,14.804944886286908,C,C,E,A,134.95876578534512,0
African American,Buddhist,D,C,12.87759659882948,D,91.39591745250574,-48.5935816327902,-154.2609064047266,B,-37.859675045321616,C,E,B,B,125.81879151413557,0
Asian,Muslim,E,E,28.44135138001352,E,-33.58173390429395,76.39984521954808,-71.47511122302501,C,10.67996956980229,E,C,E,C,100.93117696106326,0
Other,None,A,A,-13.506814770759837,C,-123.98475962584898,-14.381035518318502,50.375692303503975,B,91.06501230559975,A,E,B,A,-114.66088619735105,1
Hispanic,Hindu,E,A,81.29224737430442,D,214.29096119248942,-10.317416725893068,-117.31322075257624,C,-250.3003153379155,C,E,C,C,-10.329046751152351,0
White,Jewish,D,A,29.176382435747207,E,-77.98475768593433,-112.16099073589574,-1.4826291808776422,C,-3.142438143008794,E,B,D,B,-77.59914338472814,1
Hispanic,Other,D,D,-84.27771480572464,E,23.38601060433947,-23.797542380018108,-334.00791811740424,E,-47.02584046233216,A,E,A,A,-30.819582054783908,1
Black,None,E,B,-17.597969107018447,D,-14.401865378308578,116.87544039796174,-71.43891522515169,D,-59.433660372607186,E,B,A,C,118.8721214445951,0
Hispanic,None,B,A,-49.125618491902735,E,-4.22512579720978,70.86506498634198,99.93504996654075,D,-19.61583679358963,D,B,B,C,16.135266484785333,0
