sexual_orientation,AgeGroup,SEX,disability,feature_0,feature_1,feature_2,feature_3,feature_4,target
Bisexual,36-50,M,Yes,-81.15281898206707,E,C,-64.81108259606133,-67.17153487935177,0
Other,51-65,Female,No,82.30712965716828,D,C,-48.47635314414688,15.249481152404822,1
Heterosexual,36-50,Male,Physical,45.454765274496346,C,E,6.688627451749311,-139.58216353069676,0
Other,26-35,F,Physical,72.08583127015189,A,E,-60.10935208002927,-170.66088466328037,1
Homosexual,51-65,Male,No,-61.28309252161862,B,D,100.1510252364574,-33.060557507841764,1
Heterosexual,26-35,M,Mental,-141.67269817505118,A,D,85.35948502660031,62.63907379286833,0
Bisexual,65+,Other,Physical,-112.8587850181749,B,C,-8.07686200802595,109.90531736835294,1
Bisexual,51-65,Other,None,74.23930999727342,C,A,123.36787037824877,-64.2250590652552,1
Heterosexual,65+,Female,Mental,-1.3402862313853372,C,B,15.729953347680453,-45.70985152185041,0
Homosexual,51-65,Non-binary,Mental,20.34427947911997,E,C,-42.13134620857038,186.66161240252436,0
Heterosexual,65+,M,No,-8.08291846531537,D,B,-60.53910845246408,-154.72446514550742,1
Other,65+,F,Both,-103.24783315581618,E,B,137.8109219798799,22.059050979826704,0
Homosexual,18-25,Male,Mental,-90.42509527011016,A,A,-95.10195715378266,57.47228581557312,0
Homosexual,65+,Female,Yes,-146.7506521892743,B,E,80.41366898681787,185.71690589424512,1
Bisexual,18-25,Non-binary,Physical,199.5377166083927,C,E,-55.31678896628238,138.05180583927842,1
Other,26-35,M,Yes,76.58905961545513,A,E,-83.20834410642736,92.9126357197694,0
Homosexual,36-50,Female,No,231.62697632825714,D,A,-1.1208375179814731,105.59400058523674,1
Homosexual,36-50,Male,Mental,-31.042601979021445,E,E,-59.9564231142932,20.875787441455564,0
Bisexual,18-25,Female,Both,108.56350765718376,C,D,-51.23929014799328,185.04004954072343,1
Heterosexual,36-50,Other,Both,-126.66829435955054,D,B,197.2933378125423,77.892929643162,0
Heterosexual,65+,Female,Physical,65.09541129997609,E,D,38.42334208097616,-143.42558172556642,1
Bisexual,36-50,Non-binary,No,28.901369170430264,D,A,-70.33198393917097,76.71613686768457,0
Bisexual,65+,Male,Mental,-45.15082228713022,A,C,42.866167587027036,-136.68485288789464,1
Bisexual,51-65,Female,Both,56.49340591531459,E,D,67.71989549132297,-10.325636213009894,1
Heterosexual,36-50,Male,Yes,-54.204430025396135,A,E,176.69941171371187,-81.10828325570503,0
Bisexual,65+,Non-binary,No,-74.51770290556898,C,A,121.4697351013088,-59.83506275414343,0
Heterosexual,51-65,Female,No,-153.81379393521823,C,B,-0.49832283347339024,128.23631211900354,0
Bisexual,36-50,Male,Physical,101.3594696452603,D,B,102.96656867403932,82.12758773852482,0
Homosexual,26-35,Non-binary,None,8.277262775465957,C,B,102.52003690629054,11.166788583870922,1
Homosexual,65+,Male,Yes,-208.490119246708,A,A,-22.90090413028301,-63.777249327138854,0
Other,26-35,Non-binary,Physical,-97.61800687961741,D,E,-15.125646090653227,24.480358166337687,0
Homosexual,51-65,Male,No,-18.232425106527074,D,E,-122.95842757491988,-106.51378711631077,1
Homosexual,36-50,Other,Mental,-79.11875926892945,B,A,63.483643657689306,-84.53974346468598,1
Bisexual,65+,Non-binary,Both,2.4092207474886007,A,D,92.45952550676333,-171.8760167373113,1
Homosexual,18-25,M,None,80.05397315115623,A,C,-97.92436360854161,-48.72367062567565,0
Homosexual,36-50,F,Both,-147.64901861235586,E,C,-154.61547503038534,-80.39770364969738,1
Other,36-50,Female,Both,133.02743471184496,C,C,151.7153735046235,55.84709599665663,1
Bisexual,18-25,F,None,-81.55367339748989,A,D,36.931029604329595,57.043521114781306,1
Homosexual,65+,Female,Physical,-91.7452029856369,D,B,35.34441084189853,-19.636998355384836,1
Bisexual,18-25,Other,Yes,138.68394658857991,D,A,-97.42005107331981,-237.46889640959404,0
Bisexual,36-50,M,None,-28.758584705374602,D,E,10.473796606496522,-47.73003715906035,0
Bisexual,36-50,F,Yes,154.84370698392698,A,E,64.27048893724032,36.361685549324974,0
Heterosexual,18-25,Other,Mental,100.44662827458728,C,B,-29.22836946740634,27.891168222710693,0
Heterosexual,51-65,Male,Yes,-36.00490128947885,A,C,-166.89355827592826,-36.41229930695721,0
Homosexual,36-50,M,Mental,-79.78163598561642,E,D,-9.285142448374314,-50.249494758571764,1
Other,36-50,F,None,-65.97746741030835,B,D,127.58845766606368,212.46315045997503,1
Heterosexual,36-50,Male,No,-169.32818411010032,B,A,-6.365685294435461,74.994226966999,1
Bisexual,36-50,F,Yes,-173.64348214116404,C,B,-172.41684749696867,105.66676919288489,1
Homosexual,51-65,M,None,-69.4827356528441,B,E,-85.25202221482436,339.84958191934953,1
Homosexual,51-65,Female,Both,-121.93757365733447,E,B,-29.771203294558184,34.67375380786632,1
Bisexual,51-65,M,No,-119.91464616990774,C,B,94.464843845651,-218.87538226851356,0
Other,26-35,Non-binary,Physical,104.29968008071788,D,B,-18.564515107191003,-106.70812607651354,1
Bisexual,65+,Other,Physical,70.49908788169896,A,C,55.60512227549673,73.02485462935753,0
Homosexual,36-50,M,No,-38.64454227320928,D,B,-18.35711465371227,63.59444190049858,1
Heterosexual,65+,F,None,96.96789430673853,A,B,-149.44983710327315,260.7076093384663,1
Heterosexual,36-50,Male,Yes,-135.45187068030475,E,A,-21.035618201385915,-129.73552867068284,1
Homosexual,51-65,Male,Yes,81.09941275519967,C,E,117.28084096560352,-126.15391515188448,1
Bisexual,26-35,F,Both,34.27435754379844,E,A,-136.6459659375876,56.504129350515655,0
Bisexual,36-50,Female,Physical,-127.86796871381453,D,A,-95.66702864955874,-85.1394742805171,1
Heterosexual,18-25,M,None,58.41872138362106,B,A,-120.94479916064034,-139.02477922101173,0
Bisexual,18-25,Male,No,133.49195415847115,B,B,-77.21523363144065,-141.3283895380658,0
Heterosexual,18-25,M,Yes,-78.86898689409563,B,B,37.37136125737395,13.07970356939201,0
Bisexual,51-65,Male,Yes,37.441222452170344,B,A,33.57353041892518,-21.56482647255195,0
Heterosexual,26-35,Non-binary,Physical,-39.80692127016939,C,D,82.71959566745156,-36.97634530118155,0
Other,36-50,Female,Mental,74.35714895656241,B,A,85.94592170355251,43.399794375577216,1
Heterosexual,26-35,Male,Both,26.63280839802344,D,B,108.26640873111218,-11.123397157354265,0
Bisexual,36-50,Female,None,-86.12834620870132,C,D,44.14864865187825,22.89129652663463,1
Bisexual,51-65,Other,No,163.78164899574045,B,B,-106.23875384528716,225.78092178297976,1
Homosexual,51-65,Other,Yes,12.82753330431294,C,D,-11.384592507174732,136.8179041383869,0
Homosexual,26-35,M,Mental,70.68773589789433,A,E,27.334957491190824,83.40978390966187,1
Other,18-25,Male,Yes,37.84795393727733,B,E,3.534050097018957,-32.566914572076904,1
Heterosexual,36-50,Male,Mental,-87.95082274629074,A,E,-223.7065548811578,157.21022025393103,1
Other,51-65,M,Yes,-21.441621129848624,B,B,-56.4426771999018,81.99047965085221,1
Other,18-25,Male,Both,-73.06448754365455,D,E,82.52242770441227,-175.45542276896398,1
Other,18-25,M,Mental,107.71853598510756,C,C,-7.584682479512933,-6.597035494179895,0
Bisexual,36-50,Non-binary,No,151.44393879876316,B,D,-36.07480110636926,-1.322559692761967,1
Homosexual,65+,Male,Yes,100.63964484587737,B,A,-69.15251612103661,1.62458019247043,0
Bisexual,65+,M,Both,53.343768493526255,C,A,24.259849750650105,112.16073375011091,0
Heterosexual,26-35,M,Physical,-115.18705857967959,C,C,14.257158635524544,-97.1909248055176,0
Homosexual,26-35,F,Physical,102.87638980741276,B,A,106.96985350013803,-77.8989225473027,1
Bisexual,36-50,Male,Both,-90.85928662641153,D,B,-149.10779733068767,-58.12274233692182,0
Other,18-25,Other,None,-30.112461632780192,C,D,-172.6063158067533,-40.09162392740286,0
Heterosexual,26-35,Female,None,95.02832002704865,D,B,131.3194389129206,42.707581156209194,1
Bisexual,36-50,Other,None,101.93494696983004,A,C,-32.06456167914438,103.7110391667434,1
Other,36-50,Non-binary,Mental,45.168776116312245,D,B,36.68080500063509,-106.38257572648189,1
Heterosexual,36-50,M,Both,78.81434100850845,D,D,-30.42684671543514,135.55382055864644,1
Bisexual,36-50,Female,Physical,17.85592947144111,A,C,-56.773094055776006,-75.24602884497085,0
Bisexual,65+,M,No,-68.74074236572547,E,C,-29.53401590177871,-25.906970769561653,0
Bisexual,65+,Female,Physical,46.38050667997742,B,A,118.34689666676041,-20.084052294395573,1
Heterosexual,65+,Male,Mental,-111.10985224904415,E,A,77.15123443910127,-174.4949522721718,0
Homosexual,36-50,M,None,95.11196208042895,B,B,56.908101040880375,-135.03062323727946,0
Other,26-35,Other,Both,-168.99299485617377,D,A,-60.42381662539312,138.53891619692297,0
Other,36-50,Male,Yes,-9.603791195275024,A,C,224.58710071940592,70.42248132205039,0
Heterosexual,51-65,Male,Both,128.68879388136637,B,E,91.45286286400915,-4.406327291393289,1
Homosexual,18-25,Male,Physical,174.34155270229067,B,E,76.25669051414316,142.0815870760468,1
Heterosexual,51-65,Non-binary,Yes,203.3603563379566,B,C,37.82463725099643,34.57427587291482,1
Other,51-65,Male,Physical,-3.4982424251130726,A,C,-22.040929401705846,-66.21650145608743,0
Bisexual,65+,M,None,74.68074201981591,E,E,14.398591261011584,-30.823203672093474,1
Heterosexual,18-25,M,No,42.5931916312949,A,B,133.49897244355083,-0.04556444787956246,0
Other,26-35,Male,Both,-191.83588959638266,A,B,-73.60730183498454,146.0065828842901,1
Homosexual,36-50,Other,Yes,76.11735002040798,D,E,58.09972070938885,-16.16993683295451,1
Heterosexual,65+,Male,Yes,10.985774583555672,A,A,-244.21423273338857,43.29760591925193,1
Other,36-50,F,No,-85.63211986143202,A,D,84.04994593089219,-42.116719599083595,0
Other,51-65,Male,Physical,64.81095132279545,A,E,79.66711867457956,-53.90674964645744,1
Other,36-50,Other,No,106.8563249162379,A,A,9.647135700702432,16.528385658616422,0
Heterosexual,18-25,Female,Physical,-14.162304097676898,B,E,-78.30644417776118,-13.750682594586634,0
Homosexual,26-35,Male,Both,-97.53566485715994,A,C,4.8119203761885965,-23.511713214619505,0
Homosexual,51-65,M,Mental,7.260967673934658,C,E,28.39423527949106,97.41160575828583,0
Bisexual,26-35,Female,None,-19.008540901022545,D,E,17.0394453803285,75.56365371014361,1
Other,65+,F,Both,172.33636539570006,B,B,56.538389106892105,-27.10079370225956,1
Other,51-65,F,Yes,54.97509873059418,D,A,-53.09593721803781,-161.5474356102636,0
Other,36-50,Non-binary,Mental,51.14538044723504,D,D,-215.79821638639976,-46.4672937560081,1
Bisexual,51-65,Male,Yes,-68.14357869142374,E,A,261.0421900866948,-267.9098891877324,0
Homosexual,51-65,Female,No,-26.72178005402061,E,A,-82.57425104741432,-55.2617999254457,1
Heterosexual,26-35,Non-binary,Both,-12.252367816569942,C,B,-80.28620743476692,42.43407066280171,0
Other,51-65,Other,Both,-92.70877300570015,C,D,70.10780009953204,-28.214669746781322,1
Other,26-35,Male,Mental,-56.26165174671341,A,A,-11.573575338201895,-0.34058300123933705,0
Other,51-65,M,Yes,-89.00380546466293,C,A,-134.10679105898063,-139.46583417999435,1
Other,18-25,Male,Mental,-50.62307515764387,A,B,-47.533138642250684,-18.113985819485826,1
Heterosexual,36-50,F,Yes,52.03665832771619,E,B,-114.89071660547413,-131.42272150480795,1
Homosexual,51-65,Female,Both,269.9066607147048,E,B,-99.19754246555877,-39.34342125221939,1
Other,18-25,F,Mental,58.413133108120654,E,C,114.58119047274458,-70.65884941052913,1
Other,26-35,Other,Mental,-200.42378813227918,B,B,-16.505864334763363,-4.688454150321805,0
Other,26-35,Female,Both,-35.060887552472444,C,A,154.56981789771177,-14.087677571617204,1
Heterosexual,18-25,M,Yes,-62.467102320653744,D,E,35.70476638031862,-52.54336358228699,1
Other,26-35,Other,Both,78.89056832890843,E,B,115.10913748726534,16.380202500560838,0
Other,26-35,M,Both,105.98678928583199,B,C,-35.893433501576496,-30.892619783183605,1
Other,36-50,Male,No,18.231201992988385,D,B,-39.526780097937156,187.13971012243886,1
Homosexual,51-65,Non-binary,No,44.11660500282491,D,B,17.62887440673675,-130.49163958413993,0
Heterosexual,18-25,Non-binary,None,92.02922333099977,D,A,-102.86071498530247,-88.62524344505984,0
Other,36-50,Male,None,-64.64851034472845,B,E,7.148357449034067,-19.29451540493651,1
Homosexual,18-25,Male,Physical,47.78896302008075,B,A,163.73462557106612,103.29864041264744,0
Homosexual,26-35,F,Mental,67.76392703810197,E,E,171.12927313269097,-41.831491977237256,1
Bisexual,36-50,Female,Yes,-92.67316416060176,A,E,78.65138873863886,87.79936416725961,1
Bisexual,26-35,M,None,-194.34198978638807,C,A,134.98251193618475,18.31464189790642,1
Heterosexual,51-65,Other,None,89.58140999983466,C,D,-112.51645384810296,221.1358601617063,1
Heterosexual,18-25,Other,Yes,142.91081259464102,C,B,143.46052395531484,-139.57133902402634,1
Homosexual,36-50,M,Yes,100.85396856140576,C,B,-102.18795764255421,154.76947708527155,0
Bisexual,65+,M,Yes,133.08806491066335,B,E,11.583012088328678,133.6447287105445,1
Homosexual,36-50,M,Both,0.42739692182828093,B,E,136.3051854683767,183.2448280499611,1
Heterosexual,36-50,M,No,-32.80437784746612,B,C,70.34382064063524,-33.71679919006465,1
Homosexual,65+,F,No,-199.71137802373025,E,E,-91.20016853185456,-156.069265561781,0
Homosexual,26-35,Female,None,-64.76297911222831,D,A,-222.70256655589833,37.655401031355304,1
Homosexual,18-25,Other,Both,-22.831760590513856,C,B,44.74682684090006,112.82517845231186,1
Other,26-35,Female,Yes,-115.08043425695315,E,C,60.12986039942102,-80.64959143229642,1
Bisexual,26-35,Non-binary,None,25.400675837167842,C,C,38.18177180682164,-124.09840784063095,1
Other,26-35,F,Mental,-46.079072877420586,D,E,-55.38258434759727,-75.6549737811122,1
Bisexual,51-65,Female,Physical,-19.280952192014436,B,D,-47.14421430860637,180.7432337738789,1
Bisexual,51-65,Female,Yes,-51.11638092302759,A,A,-130.90047688515466,18.29714217273777,0
Bisexual,18-25,F,Mental,-37.18143788333438,A,C,133.0480722638586,-10.061731409408923,0
Homosexual,65+,Non-binary,No,-0.9774072426628345,A,C,-188.88662080718376,-38.54477727119055,1
Heterosexual,26-35,Other,No,-17.933518226075,E,C,-2.2072911579326036,29.352804176187554,1
Homosexual,26-35,M,Yes,-40.368705240469325,E,E,-88.42922256412034,-23.26752020707439,0
Bisexual,65+,Other,Yes,-48.4232576850857,A,D,86.53952796107939,30.50724560804455,1
Bisexual,65+,M,Yes,-39.10471611801999,D,A,31.753981441739292,-29.383490376493455,0
Other,51-65,Male,No,87.67533129215546,E,E,15.795683549065231,-96.53454239580218,0
Heterosexual,18-25,M,Both,-48.559260973269645,E,B,-121.28230608303086,-143.41042514391552,0
Heterosexual,18-25,Male,Mental,7.933491448116089,B,E,-33.74846271431041,-76.63843297330003,1
Homosexual,65+,M,Yes,-83.98362706639395,E,A,27.84071954422449,-92.7135497607581,0
Bisexual,26-35,Male,No,-28.215666601195423,E,D,-18.4832104945466,31.13226749577776,0
Homosexual,18-25,Other,Physical,-44.354214446142784,E,D,35.509848543563834,101.68751191974594,0
Bisexual,51-65,F,Mental,12.336449237974263,A,B,-93.99190509671922,91.55332594402455,1
Other,51-65,Female,Yes,161.9617296283751,C,D,-154.50653848696092,10.469855319920256,1
Heterosexual,36-50,Male,Both,98.88078484874853,E,C,-154.8959301114489,-21.813251685965636,0
Other,65+,Other,Mental,134.95348440056446,B,D,158.62417346400755,-23.328545846739047,1
Bisexual,36-50,M,Both,127.44344152699645,D,E,141.51362691719623,100.91093385372535,1
Homosexual,26-35,Non-binary,Yes,-65.98344113188436,E,C,-28.340629132209333,0.22064791630145814,1
Bisexual,26-35,F,Mental,-40.980774095147794,E,E,58.982788566447574,-91.56497715070863,0
Homosexual,51-65,M,Yes,34.86669084609496,B,A,-103.0896669200787,-30.428548303985053,1
Bisexual,51-65,Male,Mental,47.4526690549594,B,B,-88.87731255036971,-22.321454869903707,1
Homosexual,51-65,Female,Yes,-68.57857534196056,E,D,68.97554779167989,-144.6253695693938,0
Bisexual,18-25,Non-binary,Physical,29.412997894945498,E,D,-20.50313718833592,-117.76568947469539,1
Bisexual,36-50,M,Yes,47.26888970056039,D,A,-131.05995299201228,91.59785141708721,0
Other,18-25,M,Physical,139.27607554622247,D,C,-13.59474641218169,111.12474065700404,0
Bisexual,26-35,F,None,-187.77220412834808,B,E,-79.39231010053246,52.19479153870583,1
Heterosexual,36-50,Other,Mental,-163.18711132219457,A,A,-123.82936823101409,1.3029473909500215,1
Heterosexual,26-35,M,Physical,-232.63043650554405,D,E,-10.583609318752531,35.141049481315285,1
Homosexual,51-65,M,Yes,-140.1794161491425,C,D,56.951095585768506,-195.5626315729175,0
Bisexual,18-25,F,Mental,-8.377977953004546,C,B,-112.33897266371673,-106.26489416203839,0
Bisexual,51-65,Male,Yes,-107.28986529905384,B,D,-41.191959240674166,-75.68357363195257,0
Other,18-25,Female,Yes,55.148985637319214,D,D,-88.15521847122754,27.97382276203077,1
Other,26-35,Male,Yes,44.256161948546875,B,D,170.4782102611437,-3.6904939486195936,1
Bisexual,18-25,F,Mental,43.3507492667483,C,C,-62.12850765919744,148.20323203890482,1
Other,65+,Other,Yes,-69.02172280615034,B,C,62.06703153402658,90.67384653121745,1
Other,51-65,F,None,-77.27906531013372,B,D,-26.05550616407562,133.68900683714153,0
Bisexual,51-65,Non-binary,Physical,1.7105355943988216,D,A,-121.01488602444861,-64.53878070903613,1
Other,65+,F,None,157.0978885756401,A,E,186.34193417565456,-53.845735097871696,1
Heterosexual,51-65,Male,No,50.811293613597954,A,E,101.33340331562933,-106.84849154596014,1
Other,51-65,M,Physical,-92.49520417591219,C,B,-51.29337442977134,91.29018801335693,1
Heterosexual,26-35,F,Physical,-114.36078875910837,E,B,70.45925576804856,14.745200206023771,1
Bisexual,18-25,M,Both,-60.00185587011021,D,E,168.94540389702277,129.27394054309516,0
Bisexual,26-35,M,Yes,-111.28417260417223,C,D,-14.343553234275536,159.49687453577474,0
Heterosexual,65+,Female,No,68.29559067461813,C,B,-121.12550180855347,49.75613819222609,1
Other,18-25,Other,Both,62.43756764882321,A,A,-100.60811481668743,-69.24604566826056,1
Homosexual,65+,Other,No,-57.134852230505054,E,B,-52.983196878982994,89.25091759131784,0
Bisexual,18-25,Female,No,-57.836823011922625,E,E,-46.68192403912503,51.50276815633528,1
Other,65+,Female,No,111.13206182046267,E,E,-147.05663029755632,244.93868706498216,1
Homosexual,36-50,Other,No,33.21053115500295,A,D,10.41883948849225,-90.7090549352904,0
Homosexual,51-65,M,Both,-10.337869110048938,D,B,-60.745973745304816,187.13085853383004,1
Heterosexual,65+,M,Mental,131.96137401032672,A,B,-70.03268382150239,83.5026383887874,1
Bisexual,36-50,Non-binary,None,131.05147317387122,B,D,-212.48427978875716,-133.96724187757798,0
Heterosexual,18-25,F,Physical,-268.9306323498256,C,B,-103.37372169064285,188.87843632660895,0
Bisexual,51-65,Non-binary,No,-54.273848884745135,D,E,-80.41820158151212,137.3735795120705,0
Heterosexual,26-35,F,Both,4.648666948860854,C,C,144.4752258754464,-145.9395270783211,1
Heterosexual,36-50,Female,Physical,104.03619795261292,D,E,-46.19983430602366,5.063254345280132,0
Other,51-65,Other,Physical,-75.69971351373336,D,A,57.51860951635649,-58.45918761109768,1
Other,18-25,F,Both,35.178953797626356,B,A,-201.9727162172346,-68.68071810851741,0
Other,65+,Male,No,88.46555775003971,D,B,86.48626594212838,46.61429182684962,0
Bisexual,36-50,Male,None,80.00569656954319,E,D,-64.20658305171382,71.96075958994332,1
Heterosexual,36-50,Female,None,-54.38004883893679,B,A,123.93533928474663,-38.916335026568014,1
Heterosexual,51-65,F,Yes,52.54692234487549,D,B,2.3321317167911197,-199.06370577367275,0
Bisexual,26-35,Male,Yes,21.119300198632303,C,C,258.4002588167358,-63.674483523791714,0
Heterosexual,36-50,Non-binary,Physical,-67.12879872387401,D,B,-131.49335776030057,15.022830617878888,1
Homosexual,51-65,M,Yes,-19.19349216451062,D,B,195.25137959124956,-59.485907763957044,1
Bisexual,36-50,Other,No,101.07169630317614,B,B,8.813198402619058,-10.003292828793025,1
Bisexual,51-65,F,Yes,59.44568403323951,D,A,90.55389673670047,91.05089054874382,0
Homosexual,18-25,Non-binary,Mental,-26.406618119000758,A,B,151.76627000793022,-161.23433938496342,1
Other,18-25,Other,Mental,-22.16545817056549,E,A,-160.1413695335584,-68.45219028771244,0
Other,51-65,M,Physical,2.740504976534953,C,E,150.09092231236957,102.43550042166092,0
Homosexual,36-50,F,None,-72.93095927625696,E,B,124.19385243897895,30.02698653698015,0
Bisexual,36-50,F,None,19.827354966727874,E,A,107.79479614353065,-44.968473593054426,1
Bisexual,65+,Non-binary,Physical,-24.66034736068928,E,D,-329.12111604911297,-36.030772596840585,1
Bisexual,36-50,F,No,-54.843557555602615,D,B,-101.48236519162627,21.923559048548803,0
Bisexual,18-25,Female,Yes,-44.363505474717606,C,A,-16.14551510719459,-104.96224621660907,1
Homosexual,26-35,M,None,-24.294655508781197,D,A,-17.72608446993333,155.51888610856267,1
Other,26-35,F,No,-90.07400712133864,E,E,-51.638754574831545,-0.39958811711641945,1
Heterosexual,65+,F,No,-22.280994741312593,C,B,-10.76991653476435,-84.38920266286655,0
Other,65+,Non-binary,None,33.57669843388199,E,B,-32.524880151387045,3.499382276772791,0
Bisexual,26-35,Female,Both,50.289868688639814,B,E,-36.97692852951299,155.21091832963057,0
Bisexual,51-65,Female,None,27.60790257500996,A,A,-110.64210570511356,5.0670405189620835,0
Bisexual,65+,Female,None,90.27253187060512,A,B,122.36059664471826,-75.8875986605278,1
Homosexual,18-25,F,Both,97.47077077276046,A,A,-96.22495637265793,49.85954886999695,1
Bisexual,36-50,Female,Both,182.45478517477082,A,A,57.61856495423751,-29.46358204640586,0
Other,36-50,F,Mental,-146.1170265692441,C,A,-109.46986235282989,35.455879171622115,1
Heterosexual,51-65,Other,Physical,5.239181544928658,B,C,4.036371405318361,35.559881746527175,0
Bisexual,36-50,M,None,-90.78594811604762,B,D,62.35685681295953,63.166243951865006,0
Heterosexual,51-65,Other,No,-17.075832190471008,A,C,-54.84453978331779,-121.70670403868039,0
Bisexual,18-25,Non-binary,Physical,193.00644820368456,C,B,-9.993396319232083,108.18300751240744,0
Bisexual,36-50,Other,None,4.860278221617588,E,A,12.209252567010452,-24.94455404111169,0
Heterosexual,18-25,Male,Physical,-231.7613801240692,B,C,95.58759380084724,7.452669615471244,1
Other,36-50,Female,Both,-30.97800132971849,D,E,-135.36358104570283,-81.92439113713448,0
Bisexual,26-35,Female,Yes,18.5010180200438,D,D,46.67913467329405,12.654020293912124,0
Other,36-50,Male,Yes,-97.12707404579245,B,C,79.50760526215926,19.307867503636853,1
Other,51-65,Other,Mental,-53.33506929685403,E,D,75.22220645552366,175.34243437076503,0
Bisexual,18-25,Female,Both,131.38587577344498,A,B,-69.07983883583061,14.319177227360793,1
Heterosexual,65+,M,No,-116.97977522924555,A,E,101.60891838742918,-4.0134830563334365,1
Homosexual,65+,Male,None,-83.48951090707186,B,A,32.05223276071242,-50.95974630844813,0
Bisexual,51-65,M,Mental,-36.42162299647366,E,E,118.83056030277861,-55.81405419324066,0
Heterosexual,65+,F,Both,-106.32547787132091,E,A,-116.44764327196904,-175.27088601925354,1
Bisexual,65+,Other,Physical,-63.06017560481199,B,D,-80.69979344614134,95.11001877550109,0
Other,65+,Non-binary,Yes,37.323425657088464,C,D,-42.28241012882937,-68.8027128907044,0
Homosexual,18-25,Non-binary,Both,6.6724414173343405,E,B,-40.67741173723681,18.573323440480674,1
Other,26-35,Female,Physical,-50.21933248051484,D,C,-121.81276947002794,-79.6767097100758,1
Bisexual,65+,Other,None,100.24654405141666,D,B,-44.024207621428666,-149.4445849306734,0
Heterosexual,26-35,M,Both,-96.4387587326214,B,A,111.97355298207825,49.638404500341395,1
Homosexual,65+,Other,Mental,144.24000644226624,B,D,54.34790537882041,83.51156382787623,1
Bisexual,18-25,Non-binary,No,-153.45850540014408,D,D,-4.512836192320979,35.37474860374937,0
Heterosexual,65+,Non-binary,No,-67.69147422490374,E,E,-67.442657097364,-20.945997383598012,1
Bisexual,18-25,Non-binary,Both,-208.6687511059477,C,E,-14.032841116282166,-129.19903264366445,0
Bisexual,26-35,Female,Yes,94.33583381411357,E,B,106.14579810282447,87.1726146832442,1
Bisexual,36-50,Female,Both,-59.222587565435816,E,C,-58.90028078122537,85.89148147001998,1
Homosexual,26-35,Non-binary,None,6.085181881649363,B,C,-4.742851597261864,-77.07497441133391,1
Other,51-65,M,Both,53.726533255620524,E,A,29.824767898018155,-54.280901390405255,0
Homosexual,51-65,Other,Mental,122.0639774006232,E,A,-13.583813167312748,-45.409505515148965,1
Homosexual,18-25,Female,No,184.10063599194095,D,A,-185.18487825127434,-57.35940146863313,0
Heterosexual,18-25,Other,Both,68.24052554398186,B,A,55.83271653162818,6.249732812266105,1
Homosexual,65+,Non-binary,Both,-119.56793622945887,D,B,-169.49587780289025,-28.04901882309878,1
Heterosexual,26-35,F,Mental,43.67327618078157,B,D,-286.7635840821516,117.60502556158686,0
Bisexual,26-35,Male,Mental,-21.93575874830063,B,D,-93.50075799842861,-146.42671259645869,0
Homosexual,26-35,Non-binary,None,-32.88981344688195,E,B,-112.74022225592539,-16.567802173828923,1
Heterosexual,26-35,Male,No,79.03124940764769,E,B,-106.57629695661936,20.24774473654988,1
Heterosexual,65+,M,None,3.810063558456282,A,D,93.08444656820765,-134.65897312396513,1
Homosexual,26-35,M,Mental,13.574577350134847,A,B,-59.806702544972154,141.02386424808543,0
Other,26-35,F,Mental,-39.41903272376658,C,D,-73.27652475808718,-70.51757020052169,1
Heterosexual,65+,M,Mental,-39.01064146331056,A,D,-25.168978478933095,41.0681233603662,1
Other,51-65,Non-binary,Both,1.4277308769867665,C,D,-24.743912154765717,182.06088683865465,0
Heterosexual,18-25,M,Yes,60.004937500481795,E,D,-287.5381799960097,-64.65589167852914,1
Bisexual,65+,Non-binary,None,-44.13077467759434,A,D,-68.67035546619599,-111.08078120893114,0
Other,36-50,Non-binary,Mental,1.7239886563630575,B,D,44.12028964283886,31.96395848660093,1
Bisexual,51-65,M,Yes,137.14785855692938,A,B,-9.981148747093416,-14.992559959285645,0
Heterosexual,26-35,F,No,-13.180788472085531,C,E,46.960459039167866,231.05074231481225,0
Bisexual,36-50,Female,Mental,-52.37739871817361,E,E,62.42183454162551,-80.1433802232866,0
Heterosexual,65+,M,Yes,-61.30344721648857,C,E,66.21478640360556,60.12050156560126,1
Bisexual,36-50,Female,No,-46.52649242838827,B,C,-140.0334530505611,54.880957411651025,0
Heterosexual,51-65,Non-binary,No,-32.02970734292186,B,A,89.62371692884078,38.15039190877383,1
Bisexual,18-25,Other,Both,-97.69842922769253,A,D,239.4293886344625,8.700147556033716,0
Heterosexual,26-35,Male,Mental,-89.21874855049633,E,A,-44.13189227419754,-69.58720484536812,0
Heterosexual,51-65,M,Both,31.751886445341597,A,D,11.719778403880875,-0.1331559065702675,1
Homosexual,26-35,Male,Mental,66.29451912406901,A,C,-34.84732595754698,-90.97334386596376,1
Other,65+,F,Physical,-90.04000494655902,E,C,90.3879592452234,-46.942337487697756,1
Bisexual,65+,Other,Both,-74.15261902735666,E,A,-214.69537138051672,-75.41986259692595,1
Heterosexual,26-35,Non-binary,No,-2.8603462667403545,E,B,-35.62341461582485,-26.274486933109714,1
Homosexual,18-25,Other,Mental,-100.79179166567509,B,A,-36.40672532967721,-246.64119711167106,0
Homosexual,51-65,Non-binary,Mental,-76.94792735463768,C,C,129.5291225100045,122.80300332997336,1
