age_group,veteran,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
65+,Non-Veteran,Female,E,C,D,22.256822352401322,E,-99.33269992493815,B,18.85405398184384,-3.8393014190227377,-25.637677489673955,A,D,1
65+,Veteran,Female,D,C,D,95.65717291682907,E,-132.3868433801456,D,181.4875628887389,-62.23843583059123,23.11424269413532,A,E,1
26-35,Yes,Male,A,C,A,-21.99270902572624,E,-218.0563599814917,D,-94.20788848539586,47.06876662320643,95.01695946343787,E,C,1
26-35,Yes,F,E,A,A,-53.765136316021234,E,9.587851025296795,A,10.712039161342982,-47.060825208755396,-148.04239636354194,C,A,0
26-35,Non-Veteran,Non-binary,B,B,C,93.52123738719442,C,5.350773894199968,A,159.5477310519741,85.8904446514081,-53.570255360610716,E,E,0
18-25,No,Male,A,B,D,7.266088331573826,D,-1.1990556207184133,A,17.347313444921696,8.90701053326614,35.393447513681934,E,B,0
18-25,Veteran,M,A,C,C,76.64790753459356,D,35.262100320943226,E,85.76588109834113,188.2702775130573,-122.08811956897605,B,B,0
65+,Yes,Other,A,D,B,28.35301439011939,C,-80.89189054205754,D,-87.97969369635089,-10.825765164272555,78.15350367960974,A,E,0
26-35,No,Other,E,A,C,28.369367948462674,D,-106.78045654857662,B,230.4290065906641,-19.51696695856984,-100.64400676665224,A,A,1
18-25,No,Other,C,B,D,40.27184461267097,D,93.81911059692818,B,-34.571488715602925,-45.921778796127974,42.1149343424872,A,E,0
26-35,Veteran,M,D,B,B,121.07202982317091,E,-89.49546918150999,E,51.18111823771474,-22.87432490636239,-36.516174610552525,A,E,1
36-50,Non-Veteran,M,D,E,C,-94.00239757542845,C,-77.33821469406521,C,40.384516918219205,68.58528072366104,104.47588537772626,C,E,1
26-35,Veteran,Female,D,D,A,29.375569668379796,D,-26.919733923319438,A,12.266850030202828,0.9128722384732233,-54.43332267255408,C,A,1
36-50,Yes,Non-binary,A,A,B,8.529512581464964,D,33.58201595173191,D,73.87373336366853,102.94667898937635,-179.12029729754553,E,D,1
65+,Yes,Non-binary,E,B,A,-115.61558570004831,B,-39.23121093906889,D,77.48727850218215,92.79102282625284,-34.44347841021712,C,B,1
36-50,Non-Veteran,M,D,A,C,27.084462395071853,B,-29.60938800711969,C,-134.918467786511,-68.56747352421462,-135.08561485897368,C,E,1
51-65,Veteran,Male,A,C,D,-0.6522094519736295,E,65.91952652947927,B,-26.55229343641335,-37.24458942155882,-70.56102966777897,C,A,1
36-50,Veteran,F,C,B,A,160.77027746134928,A,-24.265725247859997,D,113.38720672324808,18.393099035773822,230.55297855446705,B,E,0
51-65,No,M,E,D,C,-215.86292337108088,A,-130.83080474543004,A,121.65697768513024,-235.22319604560192,-132.40289640214823,C,C,0
18-25,Non-Veteran,Female,C,E,A,146.65602228997545,A,162.16888967396523,C,-198.0886370223348,-9.696327358872592,47.753316997265294,D,B,1
65+,Non-Veteran,Other,A,A,E,82.49180958800598,E,-110.982708312492,D,68.5686836627701,-177.5071772314706,67.04038043976125,B,B,1
26-35,Non-Veteran,Female,A,A,E,-2.030584324660014,B,-46.06987712776642,E,1.8423484974791842,-130.55976809644042,102.70600988829237,D,C,1
65+,Yes,M,C,C,D,0.6288413233726173,A,-98.80607817724159,C,-157.24986087957902,-103.75793123978004,239.88446769410638,B,C,1
36-50,Veteran,F,C,D,A,-198.2423479517025,D,-86.94755430944186,E,-18.463356756991285,43.42750052228533,5.37370335974414,A,C,1
65+,Veteran,M,C,C,A,193.1769494573843,D,-304.7562276365932,D,-30.693982716615388,-160.9428344784601,153.42976665163746,C,D,1
36-50,Non-Veteran,Female,B,C,E,-249.78065673675505,D,-41.76562945177406,C,-181.6180428325722,37.89052128439289,-61.20481087092063,E,E,1
36-50,Non-Veteran,F,C,B,A,-84.35799587328151,C,47.53262634597552,A,-62.75569597590665,-63.30159700529554,59.63295676726833,C,A,0
18-25,No,Female,A,A,E,7.072743266837385,C,201.56727006345255,C,-94.95398488911924,38.811550925438375,34.921221956065054,A,A,1
26-35,No,Non-binary,C,B,D,59.09560102946075,A,-74.6265331025927,B,44.3969381810819,108.63282683466878,106.16270688552756,E,E,0
36-50,Yes,Male,E,C,C,95.52741757600957,E,-220.67504701454234,B,-58.972650819436154,-53.66294205796439,-4.732372852977097,B,B,1
51-65,No,F,D,C,B,2.3719998383005256,D,-38.96625990697175,A,-42.86284783763248,-32.44098053880023,142.73517368259252,C,E,1
18-25,Veteran,Non-binary,C,B,C,-14.10002542199153,A,-8.727543011937406,A,53.609563774126755,-16.435247295612697,-181.2939604683477,C,E,0
18-25,Non-Veteran,Other,A,B,B,-193.2500600412969,D,-54.949667206320676,D,246.79655550973254,45.80409396818249,-11.6273305948817,D,B,0
36-50,Veteran,Other,B,A,E,-47.94113057906975,B,20.971132216577146,C,-52.216961624516145,98.20786524490389,-147.77360645556547,C,D,0
51-65,Yes,Male,D,E,C,77.06715855539925,C,-64.02501935354945,A,-20.94721425666646,-129.86573724792936,4.582422437852557,A,E,0
18-25,Non-Veteran,F,E,D,D,-16.882137417604348,C,70.91251559168526,C,172.44027872255103,9.498885581530068,-99.57326060575046,A,E,0
51-65,No,F,A,A,A,-46.57021985625482,E,-40.82515243249117,E,-66.7909093108071,-70.36072722679904,60.669099667410684,E,C,1
26-35,Non-Veteran,F,A,E,E,0.9442668186506834,D,142.15007147564822,B,59.18528919178052,-123.32919628544003,9.208459064695438,D,A,0
65+,Veteran,Female,B,B,D,201.48074983056557,B,-49.259767293578385,E,63.5556024583405,36.83236418198985,-49.073710750212754,D,E,1
65+,Veteran,F,B,A,E,-46.041830991686865,D,-118.48279469206999,A,0.8437549699214031,12.629922219528442,97.49981353906134,D,E,1
36-50,Veteran,Other,C,A,C,-7.262380778269574,B,-4.895565195492803,C,-117.64509222307665,-5.0606189399953,125.24989518383987,A,C,1
36-50,No,M,A,B,A,-9.25910475426605,C,-29.04889694944434,D,-31.332519748373734,-80.6238649540339,28.576946904406693,D,C,1
36-50,Yes,F,D,D,E,81.87443545845144,D,-63.79615100767687,C,-267.6006142875385,0.8854283220318324,-99.2468820068824,D,E,1
51-65,Yes,F,C,C,A,40.640087894835695,D,190.31287489678823,C,-96.29941907554853,14.928257952592853,-45.761255132445214,D,D,1
26-35,Non-Veteran,Male,D,A,B,88.00652072920869,A,-74.74250209017723,D,5.49114077384469,107.5046889081549,-66.47213427238881,B,A,1
65+,Yes,Female,E,A,A,130.77458001011465,C,-123.78207365253544,B,-83.45632058930603,-81.9897203976055,-6.5370643610044645,C,E,0
36-50,Veteran,Other,C,D,B,40.281200653008725,D,71.94254308088371,B,-46.78869902425147,-81.91217338438788,73.96132027790581,D,D,0
18-25,Yes,Female,C,B,D,77.3866435465012,C,-63.87677722212038,B,18.16340042644156,-5.6865044549503745,48.93719762996721,C,C,0
26-35,Veteran,Male,C,C,B,23.311858753335084,B,-39.59871952057098,E,-11.856092698942582,-67.91995314286777,16.274286713000972,E,A,1
26-35,Veteran,Male,D,E,A,-110.93645740478325,B,86.66313333047296,D,88.59448515046577,-111.23560862473292,-194.95311247561222,D,B,1
18-25,No,Non-binary,A,B,A,67.9077995066056,A,-44.428525900922835,D,-52.086124915097706,-172.3829237372622,48.764099442959356,B,B,1
51-65,Non-Veteran,Male,A,B,D,58.79877556305861,C,106.9540094197349,E,190.24405977749637,-114.84421032682984,42.02899787485478,D,B,1
65+,No,Female,B,B,E,75.0956070419307,E,-152.5907114517261,C,-109.29820928230345,61.541803941644844,85.25652591966839,E,A,1
51-65,Veteran,Male,C,B,B,154.35485903183326,B,-77.3539060732465,A,-134.6281753093881,-1.0277527042420418,-73.97763013121344,D,C,0
36-50,Veteran,Male,B,E,A,-40.99785594654546,A,70.67118272999556,D,-2.750878629057137,15.876354249651905,78.57320214581304,B,A,1
51-65,No,M,C,C,E,107.22144463870002,B,38.83768978099516,B,2.7031152613870146,-85.3171129629797,289.80150878323315,A,A,1
18-25,Non-Veteran,M,E,E,B,37.192802033601176,E,-2.760921593568318,D,-75.56630652692388,25.28634603757312,51.78409521764553,D,A,1
51-65,Non-Veteran,Male,B,A,B,-50.6375721442521,C,-18.750977611107185,D,-184.82763351509348,135.61108398085824,116.31297781079064,E,E,1
18-25,No,M,B,E,D,-132.96562679605145,B,-131.52380755284395,D,-165.19646682720224,40.29268344810703,-64.49166908203779,E,E,1
51-65,No,M,C,E,C,66.89861403415243,E,128.42119275044652,C,-65.57204497445328,-154.06796290935208,93.89924246802323,E,C,0
51-65,Veteran,M,A,B,A,102.5808232770427,E,153.00561000448144,E,-152.9962198590988,111.80268673821354,-46.95127141399003,C,A,1
36-50,No,Female,D,C,B,-1.3082623352563225,A,-90.76872010569294,A,50.592577743869974,-50.172544925023786,-77.32023912924356,E,D,0
26-35,Yes,F,C,A,C,83.31902015460268,C,97.91915780769571,E,-4.420627949181091,79.6750833714528,196.66896021132476,D,A,1
18-25,Non-Veteran,Non-binary,B,D,B,35.27209385595798,D,47.880368456268876,B,39.80602694943581,-61.4088099442281,-77.93148632873836,C,B,1
26-35,Yes,M,E,E,B,-64.47302529431784,A,-135.12048726497855,A,34.90096467381649,-70.01205070002314,35.3999842191094,C,C,0
36-50,Non-Veteran,M,B,B,D,188.48392054554955,C,-176.9800236048933,A,18.213522921859298,-204.6707576279946,-102.25201386934096,B,A,0
18-25,Veteran,Other,B,A,E,91.79734138070775,A,26.518499959624492,B,182.53130379566548,57.109291468587166,49.29395505425024,C,E,0
18-25,Yes,F,D,C,C,11.984596607451216,C,-38.5851570256786,A,-95.77522199571979,39.156759521000126,-9.82961669952331,B,A,0
26-35,Yes,M,D,A,B,-128.11525584679165,C,-15.584232800887815,B,57.38639794837535,31.904000469614285,-105.93403407445248,B,B,0
36-50,Non-Veteran,Other,D,A,B,186.402579215325,B,36.73311907062184,D,97.9571486180792,-48.848792361100294,136.3217461851928,D,D,1
18-25,Non-Veteran,F,D,D,C,263.5767337604888,A,-19.654031003336854,B,-9.197837429987167,-68.7843593381233,168.45538116932119,C,B,1
65+,Veteran,Non-binary,A,E,E,-95.25121762161784,A,148.69098426079435,E,-9.985994988520739,48.269120634063945,-18.45639099012723,D,D,1
18-25,Non-Veteran,Other,B,D,A,125.75666858354484,C,-18.906135506528386,C,69.78166128909719,21.72564855777937,127.03184308025904,A,C,1
26-35,Veteran,Female,E,E,A,1.8195492910340596,E,-65.81763374955082,A,-223.28050333799249,-67.37261231628388,-12.460188351223826,C,C,1
65+,Veteran,F,D,E,D,-108.82578161208232,B,-78.43065456162,C,46.97066508660531,-88.261697535797,59.29069445302668,E,D,1
51-65,Yes,M,B,A,D,-154.6711687642486,B,0.8125367533460727,C,-71.16752141637035,327.6062357441221,-194.3108933956072,C,B,1
36-50,Yes,Female,D,C,E,124.83802028952351,E,36.02671778998255,D,-82.99390568638334,-115.34471461540545,-23.805230709536257,D,A,0
26-35,Yes,M,C,A,E,-177.02241878165313,D,-51.85957249084987,B,-13.263922423643654,-142.07951779927598,18.41185818447603,D,A,0
51-65,Yes,Other,D,C,E,66.94215596434812,A,-51.56206183776415,B,-4.55909692188933,-27.430232309191215,45.12408503395998,B,D,1
65+,Non-Veteran,M,C,A,B,-102.45970849681676,E,-12.873327502960944,B,-77.68486687718273,70.2128917200514,-71.98776859280238,A,B,0
18-25,No,Male,C,D,B,-25.095023602384913,A,182.0586502039653,D,193.93806338749354,65.98961356168968,170.82299199923804,D,C,1
51-65,Non-Veteran,Other,B,B,C,241.03588724778774,B,49.028790585107544,C,88.16898589824831,109.24771779085205,3.172849700016693,E,E,0
36-50,No,M,B,D,A,69.98220660203309,B,43.76926881816128,D,-2.1606410815828685,132.11589337403709,-86.89014483707491,B,B,0
18-25,Veteran,Other,E,C,D,49.552364944138425,B,-63.501271979750975,E,-18.905298148544937,164.40463703517935,174.90259864843782,B,C,1
18-25,Non-Veteran,Female,B,C,E,87.83192264605282,A,-188.14946113645257,C,50.50753760085718,137.14464407644147,139.84211441210047,B,E,0
65+,Non-Veteran,M,E,B,B,-109.84097418391028,A,-23.992253233695955,D,43.28555213957975,36.70974427729397,25.82503513259501,E,A,0
26-35,Yes,F,A,E,C,-10.512609313756416,C,-176.36574430773007,E,43.15352895943658,87.23461161255757,98.43138398555922,B,A,0
65+,Non-Veteran,Female,B,A,B,75.13400203868589,B,-51.14961751840411,A,45.35336594153289,113.86607554996426,312.65647007820286,B,C,1
18-25,Non-Veteran,Male,D,E,B,-18.687944912680322,A,39.95074820706995,C,24.247764353813302,-127.19223372042406,99.36426570426914,B,D,0
36-50,No,Female,B,E,D,110.80888958067041,D,103.0172723070437,A,-67.94113088276798,29.229655342966787,109.73728193673782,A,C,0
18-25,Yes,M,C,D,A,-81.69149209276718,A,-104.30428716037329,E,56.88435300624961,19.355409787397285,64.00200054825498,B,A,1
65+,Veteran,M,B,A,D,75.20714006175538,B,94.97849899313647,C,27.7583399769643,-65.38425338841449,26.919070236409993,D,C,0
18-25,Non-Veteran,Other,D,B,D,24.136771715615335,C,-8.521443013741512,D,80.08359594064747,116.53573713636773,-177.2394171786216,E,A,1
51-65,Veteran,F,D,D,A,196.23475165844667,C,-40.378601780494726,D,-162.76084344831156,170.4675429074703,74.40208363049568,A,B,1
36-50,Yes,Male,B,E,C,-31.553499164468068,C,52.28427461973594,E,61.94798747733683,58.43596493364361,110.05914857813943,D,A,1
36-50,Veteran,M,D,D,C,8.053212889629027,B,175.78875588294383,D,59.348898190832834,48.3681537795356,16.90265093929289,B,B,0
18-25,Yes,Other,D,B,C,130.66373625279164,D,27.37222712871062,C,15.537746906691357,-63.09548439360155,5.202326984188655,E,B,0
26-35,No,M,D,B,A,103.56825154726677,E,-71.34663537558248,D,-256.3098041530341,164.5985031571071,141.2214708790791,E,B,0
65+,No,Male,D,B,B,4.822487984795549,D,11.455858199056996,D,-18.559872413779797,18.180332366890276,-87.02818902484748,A,B,0
18-25,Yes,Male,A,C,A,179.15124436116423,D,101.78412909344785,C,-61.407815924252716,1.3168492331196908,111.8222073020319,B,C,1
51-65,Veteran,Female,C,C,E,215.41700056565776,B,-198.14095896504554,C,-9.124938173840073,117.9047865891909,-154.51289854832797,D,E,0
65+,Non-Veteran,M,E,D,A,-70.93936295016566,C,-57.53502524184842,E,195.95803123261388,-33.454168082581646,-67.15164153384151,D,E,1
36-50,No,Male,E,D,C,-39.125781572353866,E,112.33756490081434,A,82.01131607815753,92.97628148220473,52.58836427221685,C,C,1
18-25,No,Female,B,D,C,-48.15244476988816,E,19.878499918867934,C,-28.776656650075584,30.81856691525952,-131.37031851214851,A,E,1
18-25,No,Non-binary,E,C,E,60.45067507446874,E,2.563982898957455,A,-12.36737789900748,174.42149983712184,-177.81382824761124,C,E,0
18-25,No,Female,A,D,C,151.36952727371096,C,3.526848548256018,A,20.43117312959331,32.10968632926974,-27.58904527377678,C,B,0
26-35,Yes,Other,C,C,D,-3.504812555341049,B,-231.05134327900583,C,-134.30655964898222,-69.04348038449105,-0.792427903285516,B,C,0
65+,Veteran,Non-binary,B,E,D,-3.699845643001238,D,-9.705423806542463,C,177.17391958586376,156.61145488977266,71.51243297685149,E,C,0
36-50,No,Other,B,E,A,-46.42168714069788,B,-17.093928548503552,C,64.88057429527174,96.63527897043697,-77.07027502326504,C,C,0
51-65,Yes,F,C,D,A,-44.47892438589178,D,-39.17272373590247,A,-104.75220816428003,-73.75613714453523,-13.077028805185032,E,A,0
65+,Non-Veteran,M,A,E,A,-7.518830182340514,D,-67.6423016379492,C,-62.518254912416474,78.15812858285756,32.53329799179922,D,D,1
65+,Veteran,M,C,B,E,-25.33159727554461,D,-99.79261731453309,C,2.6727612169821287,142.86521948526206,-108.50356752009071,C,A,1
65+,Non-Veteran,Male,D,A,C,150.49731973481565,D,-142.55627904025056,B,45.285024064934255,-58.24237397874945,-144.92329522106934,C,B,1
26-35,Yes,Non-binary,C,D,D,29.27273544373107,E,-34.96550556943937,B,36.13640266609538,10.001122917373383,-45.33001773136178,E,D,0
65+,No,Non-binary,D,B,B,135.40936073882418,A,55.70953190546061,D,158.34512566535562,-75.60312053721178,20.727909780911407,B,A,1
65+,Veteran,F,A,A,B,66.70552253832282,D,-58.39276847295781,B,-12.249079150250965,-90.50857624727885,19.971060250081013,C,E,1
18-25,Non-Veteran,Male,D,E,E,-139.85115543501718,A,-44.518164109963664,A,-66.76529134428156,-91.8793334525626,148.08361560797658,B,E,0
51-65,No,F,D,E,B,113.61331830983241,C,-154.3750608753784,E,-321.1385442176003,-105.08684707044502,57.468448988290646,E,D,0
51-65,Veteran,Male,C,B,D,-66.62433212018546,E,-13.91527489316331,D,80.87111544468519,71.83050921280338,-58.03958812825258,A,E,1
18-25,Yes,Other,C,A,B,-43.19714323894188,B,-19.1214543072429,A,-36.71661376665093,31.75111202996034,-109.55139470068602,D,D,1
18-25,Veteran,Other,D,C,A,-70.9284055034575,B,177.99772690596348,D,48.93078663103919,19.97501818709061,9.123873529045252,C,D,0
18-25,Veteran,Non-binary,E,A,D,51.932663259016486,C,163.9773969033315,A,99.01056470362741,90.64661734561355,191.82516013633483,B,C,1
51-65,Yes,Female,B,A,B,-74.6378900862347,C,9.347880851772688,D,35.87230370749152,135.12076192582174,-97.92276102520354,E,B,0
26-35,Yes,Other,C,B,E,17.195440515872257,D,-104.47311957539817,A,239.71769665400026,-22.79744103227385,-197.33280459443193,E,A,0
51-65,Yes,Female,D,A,E,-37.60791796685575,A,-7.789626769249729,A,-53.16973622746488,24.958576130641312,80.60499563131711,B,D,1
18-25,Non-Veteran,M,C,C,C,-44.71796215123301,A,-49.33537221462023,B,-205.01271352759494,238.6126710956929,75.89426795630675,B,A,0
51-65,Veteran,Non-binary,B,A,A,-114.02385146482294,C,-30.993373990129136,D,-163.8062052913725,-138.8106972119332,-90.91727041133268,C,B,1
65+,Non-Veteran,Other,A,B,D,58.43928792717713,C,34.87181351109123,C,19.22410710918109,-10.162843756926565,76.48897797460498,E,E,1
18-25,No,F,C,D,A,83.70349477145325,A,58.84990196103119,A,-110.62731460795227,-13.412217695679377,-126.03847814406124,E,A,1
36-50,Non-Veteran,Female,C,D,C,-96.25172403256434,D,-37.42792348192992,D,-167.9966821624834,102.06781471781883,117.11133550336596,A,A,0
18-25,Yes,Other,E,A,C,-150.2151341795456,E,-160.59156747367092,C,19.383524358483154,-17.95988776906045,-101.92349467541084,D,E,0
65+,No,Other,D,D,B,290.46713853250805,D,25.999204738594216,D,-102.77348288997908,-58.56464388792306,151.97135552056608,A,C,1
18-25,Yes,M,E,D,B,31.95497225573552,E,-122.59053189648719,D,-62.30497577114819,186.79863036142427,-51.01084182508784,D,A,1
51-65,Non-Veteran,Other,C,C,E,-136.22962694891868,D,34.64369559887572,D,-9.181875146876818,76.62543474656455,-219.67883643118196,A,C,1
36-50,No,F,D,E,D,-166.15199262866344,A,89.9266157409501,A,-80.4710141478964,-297.0662839432208,-55.282656601923165,C,B,0
51-65,Veteran,Male,A,D,D,-140.63545002926415,E,142.32263260243403,B,-138.20571348607731,-156.18242446607005,-61.084509882816576,A,E,0
36-50,Veteran,Female,A,A,D,1.8417901114667643,D,-10.54478887132314,E,-43.42584209962096,-0.04738591805528023,85.68245656214789,B,E,1
36-50,Non-Veteran,Male,C,B,A,79.25298591351324,B,143.78469775646624,A,90.56299820142478,-10.570911060321867,47.80209597770282,A,A,0
18-25,Veteran,Male,E,D,E,-50.45882541779421,A,-72.61149992273609,B,27.5081186325703,-66.39482354281424,31.341252650438218,C,A,0
51-65,Veteran,Non-binary,C,A,D,62.14779975939388,B,87.59035646427445,A,-55.46557618528831,121.3527444556989,34.08313054105015,C,A,1
26-35,Non-Veteran,Non-binary,E,C,C,14.754562552644096,D,14.930991774255348,E,148.87670229228925,182.59373237278845,-125.57574906046231,D,D,0
18-25,No,Non-binary,E,A,A,-214.3777909694001,B,-299.4713718501734,E,82.37015938233877,71.27794742248737,-70.97884540370407,B,B,1
51-65,Yes,F,D,C,A,-119.39343822439822,C,-155.2268699678086,C,-57.09423700317831,-3.8551998988051004,36.32208429787545,A,B,0
51-65,Yes,Male,B,D,C,-59.67364272030154,B,62.81217920796992,A,153.6278037780706,51.34018201026531,114.11819985658363,D,D,0
65+,No,Non-binary,B,A,A,111.70815071007043,A,27.384416026551726,C,26.582897367294212,-56.41668613098616,-121.52836356125272,A,D,1
26-35,Yes,Male,A,E,D,-69.88140544790615,B,87.17394010490527,C,62.54918620496592,-95.35319163718307,-45.70799121757543,C,A,0
36-50,Veteran,Other,C,B,E,-55.05249546637434,D,-33.72849606813559,A,-77.66010472694873,98.1768658863709,-116.91090148440679,B,A,1
65+,Veteran,Other,D,B,A,-92.05138499708401,E,26.77979516233448,E,114.31184190214606,79.0958568902454,-51.46810351936318,C,B,0
36-50,Yes,Non-binary,B,C,C,48.79014240232337,D,54.32349376067205,A,131.4395950578008,-99.44957851965617,33.543197603990855,B,A,0
26-35,Veteran,F,E,C,A,-199.29197143857542,D,59.49977635871838,E,67.32709695947166,-26.256152964158808,-96.71455233731207,B,A,0
51-65,Non-Veteran,F,B,B,B,-92.798522570372,B,-149.14586217271696,C,-35.704479696068574,-25.191743114646712,-94.0701868187682,D,C,1
36-50,Yes,Female,D,C,E,-37.7969442710039,D,31.631171117403067,E,-7.706732848881173,164.61203500324822,96.34450732291417,E,E,0
51-65,Yes,F,C,D,B,96.6073768344596,D,179.66936447289962,A,139.16239576894563,-45.60821123945908,56.186695283377965,E,B,0
26-35,Yes,Other,A,C,B,-197.08193160733052,D,-31.132164419752286,C,84.22074653504036,170.26986481533564,-103.18659258172242,B,C,0
26-35,Veteran,Non-binary,B,B,B,-88.87018216846332,C,-214.4236063061213,D,-170.0089409008035,37.5875682209428,128.638064071576,C,D,1
65+,Non-Veteran,F,D,E,E,49.800124152914165,D,-3.251680776750279,C,-132.24366516914716,55.769582469670645,-1.1150630245697362,A,D,1
36-50,Veteran,M,E,D,A,209.08364847327374,D,-70.73046480069878,D,-57.4641785306534,-4.982283498823953,41.85726118140352,B,B,0
65+,Yes,F,A,E,B,188.7774246353497,B,18.806171270741086,B,229.99219233621994,25.13137280492706,2.2759565488254094,A,B,1
26-35,Veteran,Female,C,C,A,45.76718615976112,E,69.83374243145758,B,-68.66062967854644,-27.112112345962313,-8.887524273019572,C,C,1
18-25,Non-Veteran,Male,C,A,A,117.1360059854455,D,78.56031751384853,B,-15.014921669074482,-138.86824213284223,-64.75811228694862,C,A,1
26-35,Yes,F,A,C,E,184.79061374865816,A,21.70495550407695,C,40.66023146292653,37.52932983470329,56.008302608560676,A,B,0
36-50,Non-Veteran,Non-binary,E,C,D,-52.03506563132982,C,15.132026628608736,E,-22.8771430781887,49.98492575561982,59.54266024198056,D,C,1
36-50,Veteran,F,A,E,D,153.5659237903386,C,4.75251423832659,B,-184.42677098845542,-95.4866046695505,-76.38411279516394,C,E,0
18-25,Non-Veteran,Non-binary,D,B,C,-63.420955335144136,C,-42.28854748148203,D,21.495616542855103,-78.25607634788587,60.6683908619223,D,A,1
51-65,Veteran,Non-binary,D,E,B,58.08220641739359,D,-216.27289348117048,E,19.54782841629274,101.86941784517256,-3.425999766172428,A,D,0
18-25,Yes,Non-binary,E,D,B,58.59333527829372,B,73.66933862629757,D,34.559382076297034,55.570205228813904,-27.176139397792404,C,A,1
65+,Yes,Non-binary,E,E,B,-28.670644743838743,C,-36.545840567207925,E,-88.68017522959913,29.324239255712993,46.970580784298406,D,B,1
18-25,Non-Veteran,F,B,D,C,135.0845933623829,B,134.01767882443318,A,11.078857352461823,-45.86502145553775,-20.56162654394018,A,C,1
51-65,Yes,Non-binary,E,E,D,-203.398620513562,D,74.04665249536258,C,21.734839062073586,61.785199936125444,-29.857319507180602,C,A,0
36-50,Non-Veteran,M,D,B,E,139.82928440596646,E,-81.70229471949587,B,140.87228646477539,17.723213061941493,51.31003478198145,C,C,1
65+,Yes,F,E,B,D,-82.03703934811931,E,17.974992262388724,C,42.16792556304118,-6.874243885689264,42.34420946319835,A,C,0
65+,Yes,Other,B,B,A,-55.33363553469508,E,43.9236704103868,B,56.5561239336361,74.21410459547974,112.12850292155085,D,D,0
36-50,Veteran,Male,A,A,C,113.29089097045998,D,71.61039110560192,B,79.19112448607738,37.9622409676935,83.92496697793706,D,B,0
18-25,Veteran,M,D,A,B,106.35692625598972,B,-32.019701016863465,C,-79.51186916991374,-79.08367969579284,80.27708101312832,A,E,1
18-25,Veteran,Male,E,E,D,74.5371373787433,E,-76.15612026238404,C,106.09400696760733,-0.3959398592136765,213.18351610194082,C,E,0
26-35,Non-Veteran,Non-binary,B,C,C,59.15283863678022,C,11.162799286865816,C,30.66390454761599,-37.73917285577612,185.12016026298056,D,C,0
51-65,No,F,E,D,D,-204.37703987365467,D,183.08613389542398,A,-82.38667175956866,128.03846110297613,41.01303013548491,D,B,1
36-50,Yes,M,B,E,A,17.961746704121097,B,-57.924433794513284,B,3.179706014740476,101.91672483051455,-190.0066488748149,C,B,1
26-35,Non-Veteran,M,D,D,B,31.03609657326503,D,-55.532104070832546,A,-141.59589996712518,161.36724428491885,-74.45114849734966,B,D,1
18-25,No,Male,A,B,D,-148.48559067066495,B,-95.73728966124133,E,166.31478770879545,-322.00486017539333,61.81656914868648,C,B,1
18-25,Non-Veteran,Other,A,A,E,35.317231155489914,A,66.02372732654587,C,86.47757546303251,108.59434455319148,164.0696114287095,C,B,1
18-25,Non-Veteran,M,D,D,E,75.6677030003183,C,29.733961621867245,B,143.16608027392007,193.47511180524327,13.222102760707513,D,E,1
18-25,Veteran,Non-binary,C,C,A,45.46205754300706,E,-23.39610885525207,C,-33.65505653526633,-97.47700930970198,-36.01958454642373,A,A,0
26-35,Non-Veteran,M,B,A,B,22.297059555334545,D,134.8448124455834,C,100.52700820599934,35.97589212316182,-27.365658256175895,C,D,0
26-35,Yes,Other,D,B,A,-78.1619879596652,B,-42.00731611867999,E,-21.206049685880586,-148.48396072084873,-65.1539723588764,D,D,0
65+,No,F,D,C,B,-43.646100204303316,E,-70.56724565045516,E,-31.492526702630354,7.697695267719958,-14.167183436617472,C,E,1
18-25,No,Non-binary,C,B,D,-188.46443118264642,D,226.99788624256874,E,-152.17297415953382,-104.9274966377892,61.64625540469514,E,B,0
26-35,Veteran,M,C,C,C,129.62193869944073,C,-93.81788103258177,B,-21.253062454809246,60.61778972590572,-52.16703988474515,E,A,0
51-65,Yes,F,C,D,B,-63.26963059079331,B,-130.1233227392037,A,-43.78006100136633,14.761362689894892,-243.45060073649103,D,B,0
36-50,Yes,Other,B,B,A,-66.29916842831429,E,-131.04363796960254,D,-110.81842989392095,-66.09648271296052,10.980793536666173,E,D,0
26-35,Veteran,F,B,B,E,-94.78852465589519,E,87.94932286903452,C,77.94238883804535,132.7478461690994,319.11633753373985,E,B,0
26-35,Veteran,M,B,E,B,41.93152211449938,C,137.03165325186743,B,170.6679628165661,-19.75856139223425,101.70435177781224,A,C,1
26-35,Non-Veteran,Male,A,A,B,60.00644392285959,E,42.33426328417395,C,-63.77033326860997,-124.84883693406768,-38.727546098754054,B,C,0
26-35,Veteran,M,D,B,D,156.95131246042152,A,77.66194644760142,A,31.848270148256137,62.60076914802912,16.501077362445248,C,E,0
26-35,Yes,Other,D,C,C,-89.10649664112081,A,-70.06895506721938,C,37.74962897353363,26.831228522078597,68.78010792076951,A,E,0
36-50,Veteran,Male,E,A,A,145.92729811946984,B,69.94872841754739,E,76.03449751183112,53.18572015635672,-7.730301518249089,E,B,0
51-65,Non-Veteran,M,B,D,B,-78.02598712743948,D,173.94064346118978,D,-13.526204187548602,23.238386653381685,53.065358904768814,C,C,1
18-25,Veteran,F,B,C,C,108.56715602658362,A,35.27421140005021,E,111.01151315985858,-94.14755050007696,-34.61144675313248,A,C,1
