age_group,AGE,nationality,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
26-35,60,US,None,-22.580482512230088,B,26.078684764079142,A,-105.38911603448389,A,D,1
51-65,69,Germany,No,128.86731504260055,E,81.77566874781093,A,-75.10998698036353,E,E,0
51-65,46,UK,Mental,90.75879636192674,E,-157.15095596528144,E,-101.03839035782325,A,C,1
51-65,36,India,No,68.02492070023983,E,40.27236718817313,B,65.93835135746319,D,E,1
26-35,20,China,Mental,-7.065812046517802,A,-45.12543706837065,D,0.820387570482608,C,A,1
36-50,66,India,Yes,-0.2498106216867608,E,-171.33399081158194,E,-36.897330905505314,D,C,1
65+,28,India,Both,95.18573471761324,A,52.48704062231233,D,-2.100457355986368,D,D,1
26-35,46,Other,Both,-102.45141188892381,B,71.37886278820103,E,104.76710324438523,C,C,0
26-35,18,Germany,None,-18.920508575761495,D,43.36602005261582,E,54.5080106331823,A,B,1
65+,32,UK,Physical,-62.540474674413794,D,105.79373425092255,D,-203.50047681937932,A,D,0
26-35,63,UK,Yes,2.564942794090167,A,69.77901143473912,A,-25.744597363114014,A,B,0
26-35,40,Brazil,Mental,84.142812158161,C,25.051949914867166,B,109.65200836881341,D,B,0
36-50,24,Brazil,Yes,-58.71301775121023,E,52.45445327683608,D,106.9595742379755,E,B,0
18-25,21,Other,Yes,-269.04662434878804,B,52.770142509022754,C,123.43983938429676,A,A,0
51-65,32,Brazil,Both,48.46516300983641,D,105.17876741902958,D,-25.511325449936557,A,A,0
26-35,43,US,Both,25.724206685509277,C,-42.490908587974815,E,-44.518993351769495,A,D,1
18-25,72,Other,Yes,-31.840097255855547,A,43.84736818703646,A,42.391399321311084,C,A,1
65+,21,Brazil,Mental,-135.0955946218466,A,143.03377593649424,E,16.705571271743455,E,B,1
65+,72,Mexico,Mental,92.86743396652233,D,-93.63919230209305,A,-4.751764946150281,A,C,1
26-35,30,UK,Physical,-81.24896930540248,A,-2.5738014039759127,E,131.04631052297688,B,D,0
51-65,31,UK,Physical,150.46748466197343,A,33.606259372055696,A,-193.19352756518995,C,C,0
65+,21,US,Physical,74.87684012746176,D,-18.768315681320725,E,-62.82164229864612,B,E,0
51-65,29,Germany,Both,97.16746154551223,A,64.26044585922364,D,26.130239201077494,D,E,0
65+,51,US,Both,83.18666586008607,B,-7.6078940628037035,D,-118.99760529804757,B,E,0
51-65,37,Brazil,No,89.50204879974628,B,107.22589375158186,C,94.87242083496962,D,E,0
18-25,23,UK,Yes,-49.521054324513,A,54.86275031791493,B,32.39132447587129,D,D,1
26-35,21,India,No,-61.075162038423784,D,156.35263471457438,E,-83.28062752576028,C,D,1
26-35,57,India,Yes,32.920025895345056,E,-70.11591473742476,C,50.396924030026945,A,B,1
65+,62,Brazil,Both,-32.89456969159533,E,-137.84931274694347,C,149.95124002580334,D,B,0
65+,23,Germany,Physical,85.51091350309666,A,22.041649218240263,B,-184.4906825160263,C,B,0
26-35,52,Brazil,Both,-110.15617289544383,C,-145.09666280511843,D,-73.43455887528563,C,E,1
65+,61,Other,Mental,-10.624785255359445,E,74.67505158381408,D,21.185728332218126,C,C,0
51-65,54,Brazil,Yes,-130.1181905913571,B,18.747627003963277,E,-13.286864058056203,D,B,1
65+,41,India,Both,129.75800806462024,E,-29.45539621637992,C,-47.82433443993435,A,E,0
26-35,40,Other,Yes,25.565539629418566,B,27.082153630783502,B,46.396986726063574,D,D,1
26-35,20,Mexico,Physical,102.45058869088672,C,11.078764372760913,C,-142.15998491786945,A,E,1
36-50,50,China,Both,-75.63768350921185,E,100.19359410320736,C,0.5199566653940267,E,D,1
26-35,66,India,Yes,78.97706608948198,D,131.84115104034478,B,-105.31433881503392,A,A,0
26-35,58,US,Yes,140.9297746347388,B,48.24419959443926,C,96.02629902409497,E,B,1
65+,77,China,Yes,41.543818140099894,A,-201.07719864689363,A,-10.954917753293092,B,B,1
65+,18,Germany,No,-68.68186172445725,C,19.984119514400582,E,76.80639415032414,B,B,1
18-25,27,US,None,-89.21189670555283,C,-237.88217964522943,D,-61.62686373311041,B,A,1
65+,66,Brazil,Yes,111.21375746246507,B,95.69356285227994,C,2.977098091111431,E,E,0
65+,26,India,Yes,-7.3058157906747425,C,16.902308253712622,D,-52.93189853958237,A,C,0
26-35,33,Germany,None,121.43580138064985,E,-68.20372041310192,C,-145.04740441988707,C,D,0
36-50,29,US,Yes,170.33349438166735,D,-90.2697237190067,D,74.74823464064865,E,E,0
65+,70,US,Both,72.7619554462916,D,-8.435900503632869,C,103.890991307821,E,E,1
51-65,69,Mexico,None,-10.301725637259034,B,15.93946209559714,E,45.36393345209845,B,C,0
18-25,31,Other,Both,85.15996277692805,C,-83.00494452832578,D,226.25988909036047,A,D,0
65+,26,Other,Physical,-38.0836926306064,A,-150.7932082518252,D,-107.33762918002017,D,E,0
26-35,36,China,No,2.5288869602438377,A,-141.67338173805032,B,47.16210089553483,B,A,1
26-35,51,India,Physical,-84.01725439324642,B,202.99920260584838,D,-22.002898345236353,D,D,0
65+,43,China,No,103.95343299002585,E,-43.54986883063363,A,28.42332995039748,B,E,0
51-65,57,Other,Both,-6.65473447632199,B,141.72347177335917,C,88.27545718476046,A,A,0
18-25,64,Mexico,Mental,85.34763913508162,C,58.339303780879135,D,41.12900053974008,D,A,0
18-25,27,Other,Physical,17.646705724222024,D,-99.15375815896712,D,128.63977379040185,A,A,1
36-50,69,UK,Mental,45.16721996227435,A,-228.88512062889808,C,59.245899101671625,C,D,0
36-50,51,China,Mental,-43.418752957427905,E,-71.71936936239955,E,-146.91616629730538,D,A,1
26-35,40,US,Yes,-141.04677294416476,B,25.182840986979283,B,44.120904767788865,D,C,0
51-65,33,China,No,-3.3901408523673524,E,80.68905138906914,E,90.25627395089386,B,D,1
65+,28,Brazil,Mental,-92.58495879152457,A,-115.40085709463683,E,-182.47264785942855,C,D,1
51-65,49,China,Mental,88.81630944109855,C,42.96239955378182,E,125.20723112540986,D,A,0
18-25,63,UK,Both,279.7979510896477,C,9.59623482821197,A,-41.074906441861856,A,A,0
65+,54,India,Yes,183.04976559014267,E,-80.22986473311138,C,111.85080630876459,B,C,1
51-65,26,Brazil,None,-70.36137330243844,E,-90.75470547418927,E,-40.4010676827653,E,B,0
65+,32,Brazil,Mental,-166.2103064842558,C,-80.92255568057607,C,190.93375264845574,D,D,0
18-25,61,US,Yes,-99.5345150325109,E,-62.93665359109737,D,7.552567313166095,B,A,1
51-65,20,China,Yes,-71.70092488137479,D,172.48160658661368,B,255.59570943028476,D,B,1
26-35,32,Mexico,Yes,-24.22877499881711,E,-101.40591074583678,D,92.13269617219986,E,E,0
36-50,56,China,Yes,5.704816043869076,C,-81.89184875849959,E,-185.86978998586932,A,D,0
36-50,64,China,No,77.05381296074671,E,97.0578135816707,A,-3.013771154691653,D,C,1
18-25,41,China,No,-103.98930101213355,E,-29.837710137572692,E,-154.63885223144086,D,E,0
18-25,58,Mexico,Physical,-40.46102557781633,B,-46.97432599889894,E,16.30943824381156,D,A,0
26-35,36,UK,Yes,-39.57524995091438,B,-20.45520753223792,C,56.11544338452117,C,D,0
18-25,31,UK,Physical,-16.300480159584275,C,20.264123369042746,C,131.18425634787204,C,E,1
51-65,75,UK,None,50.1962210994198,C,137.7123640764128,A,-14.973348394107688,A,C,0
18-25,54,India,Mental,120.91481786752611,A,-28.06679821802517,B,-65.3279242508811,C,D,0
18-25,60,US,None,50.719422362452946,E,54.737781506467854,C,-34.9332817724803,B,A,0
26-35,31,Other,No,78.7189035227047,E,13.058304712316957,D,23.030294011190062,B,C,0
36-50,72,China,Physical,236.16209269348812,B,-6.597884228209712,C,-71.56252913146395,C,A,0
26-35,47,Mexico,Mental,-38.713615887703114,E,17.13724201331753,E,45.86834904528107,E,E,1
65+,69,Mexico,Both,5.740861490598814,A,3.3236366870621494,B,-166.30781982212847,E,A,0
65+,76,Other,Mental,163.94253003961856,D,-81.93812282419532,C,125.26707416032419,A,E,0
18-25,61,UK,Mental,59.19090362646807,E,-65.79494710298381,C,129.90606723342708,C,E,0
65+,79,Mexico,None,-36.10233986460793,B,140.5153377830999,D,7.791659915276843,D,D,0
26-35,78,India,Physical,45.89039055358722,A,22.95736997217937,C,115.16147120297869,A,E,0
36-50,46,Brazil,None,-27.38515681631205,A,223.87993240032142,D,76.69141488054157,D,D,1
26-35,67,Brazil,Mental,99.73320513750826,A,-89.18452985991641,A,143.43000237428353,C,A,1
65+,29,US,Physical,-47.3387655185982,A,45.36522196558082,E,-215.5930343532722,A,B,1
36-50,45,India,Mental,110.15400315134605,C,-61.20789852105335,A,-59.03820537294965,E,C,1
51-65,76,Brazil,Yes,81.54495697975905,E,-54.03949244556845,B,48.86477787665802,A,D,1
18-25,77,Other,No,140.78176200678374,B,120.78844676710041,C,168.42544960950312,E,D,0
36-50,19,China,Physical,27.720130791319885,C,7.6919163438819975,C,-91.28440202626092,E,E,0
26-35,58,China,Mental,-139.05304658481109,A,3.61614626061847,C,120.83223401465091,C,C,1
26-35,71,US,Physical,89.4102584058606,B,36.38331673979274,D,28.789795260934493,C,C,0
51-65,75,Germany,No,-140.55350211390768,B,35.92591950378777,E,-37.14747254318869,B,D,1
36-50,68,Germany,Physical,31.7473770931046,D,62.28399674297304,D,152.57663776556666,D,C,1
26-35,64,Germany,None,-32.79773345612302,B,72.30690644058704,E,154.62522420874797,E,D,0
26-35,60,US,Mental,72.81710173348841,E,54.072329484227446,C,-149.40510243942137,C,C,0
51-65,78,China,Both,19.74259651802681,D,-153.73980571853704,B,150.67355117035152,E,D,1
36-50,31,Germany,None,31.809445529662124,A,69.00093316669425,D,47.369073639828564,C,D,0
51-65,35,UK,Yes,5.52439538342891,C,90.04518391867525,D,48.61783207452311,A,C,0
26-35,36,US,Both,-139.94493248513106,C,12.237871090750883,C,-92.02615769924941,A,E,1
26-35,34,Other,Mental,162.83641052920942,C,17.941299489169833,B,24.68708071979852,E,A,0
65+,55,Mexico,Mental,-38.79202158628735,D,163.20378683855563,A,-131.91257808960202,E,A,0
65+,28,China,No,-166.07104083030447,C,62.030974591688526,E,103.49480105295984,B,B,1
36-50,56,UK,Physical,93.70063276813342,B,23.538034144052244,E,98.75317689186114,E,A,1
26-35,53,Brazil,Yes,11.337310508579208,A,36.30578490563984,C,-58.38239001138197,E,D,1
36-50,22,Brazil,Yes,-76.37999998357125,E,47.702667744857564,A,-100.91189619849492,B,A,1
26-35,62,UK,Yes,77.52501678610518,B,-88.44561491730455,E,27.915764442000945,D,C,1
51-65,49,US,Physical,26.72568564552448,C,76.30928006082436,A,-74.80413586242815,C,E,0
36-50,62,India,None,-106.30168336670158,D,-59.481114929306,B,30.685711578742275,D,C,1
26-35,74,Other,None,-135.2747979580379,E,110.1474658908292,D,-51.682317476105055,A,D,1
65+,40,Mexico,Yes,100.49723664989314,A,-120.96120112036964,D,-29.694517650308285,A,C,0
18-25,51,India,None,183.56753485157844,E,-329.641862247477,B,247.0217449477,C,A,0
51-65,68,Other,Physical,163.5316315098959,D,-332.93589656422677,C,65.75927752031812,A,C,1
65+,55,UK,Yes,87.51257826482546,B,58.18915424101942,A,37.008641559805774,D,E,1
65+,24,Mexico,Both,113.5993499820406,B,-121.19605694275796,B,-6.951137420871543,A,A,0
51-65,50,Other,Both,-59.290361235880994,E,-179.1683412512745,B,21.65316328251123,B,C,0
51-65,66,India,Yes,-43.573108786226435,D,-15.516988808262807,D,-4.002214524645131,D,C,1
51-65,52,China,Both,42.905927822513995,B,86.69463938313122,D,-1.1117486524276765,D,D,1
26-35,75,Germany,Physical,38.24164660135436,E,-140.97586376231192,E,-97.2473634214299,C,A,0
51-65,60,US,No,-25.733651796784184,C,163.04417924629573,E,217.5721185212233,E,D,1
18-25,54,UK,No,-75.32085797994334,D,-0.004422083835773071,A,-101.70944832758919,B,A,1
51-65,60,China,Yes,-25.987693056958673,B,-108.11136760638335,A,-88.11164520927957,D,D,0
65+,54,India,Yes,-219.82061439402293,E,142.74053774199024,D,-48.35803790181175,E,D,0
36-50,70,India,Yes,54.08575809256949,C,-61.9059658147048,B,-11.709269572958428,A,C,1
65+,34,Germany,Mental,-51.37954319684026,D,39.40513789413627,E,145.76603034576482,D,E,1
36-50,57,Germany,Yes,129.62003892602195,B,-80.01307061708101,A,-54.03387208463863,A,B,1
36-50,37,Germany,Both,-164.4833480059726,D,13.847948786663789,B,-63.57659471693508,C,E,1
36-50,66,Mexico,Physical,138.25990506739066,C,-194.83348397789607,C,71.6364808231957,B,B,1
51-65,46,Other,Both,-174.34162143010633,C,125.1295597609079,C,95.37159007420635,A,C,0
65+,61,Germany,Yes,-99.48323645566425,D,-111.73939118276064,D,159.36157011930027,D,A,0
26-35,49,India,None,-17.708729252463375,D,-73.54596275021325,E,-2.9467650671372057,B,A,0
51-65,34,Germany,Physical,-96.14852693880569,D,-102.25182957182706,E,-30.240575238891104,E,E,0
65+,25,Brazil,No,103.50172398933736,D,-14.373326944979587,B,-3.4787481956009425,C,C,1
36-50,37,Other,Mental,32.178357051431824,E,-29.300986661874372,D,77.71122212682135,C,B,0
26-35,70,US,Mental,-33.14770881328172,A,-70.06921388577352,C,-30.923355857397116,A,D,0
26-35,38,Mexico,Both,-16.18985986921923,C,97.94074269859217,B,29.96611448827314,E,A,1
18-25,26,Other,Physical,-14.154167054309896,A,40.74385214524087,B,207.6727713592712,A,D,0
26-35,43,Other,Mental,68.70148003826498,D,-19.460372785653767,C,144.26162268219096,A,A,1
18-25,33,India,No,3.172989949533258,E,-129.62074962893638,B,91.6273059788695,A,D,0
51-65,20,Brazil,None,70.44875627335975,D,-73.43452709245214,E,96.45005540178336,C,C,1
26-35,32,UK,Both,-45.797373124936215,E,18.539547000121264,E,47.96074329127547,E,E,0
51-65,73,India,None,49.992942709268114,E,-155.17399800902126,C,47.00198571160621,C,A,0
65+,28,China,No,54.558506364047545,C,6.417137440373025,A,-77.1267565832486,A,E,0
18-25,24,UK,Mental,0.307778849719931,B,-37.49781468088887,E,174.264547664647,D,D,0
26-35,46,Other,Yes,-56.74002709983089,D,-39.83522458507826,D,-219.0000499571406,A,C,0
65+,26,China,No,71.03460016408157,E,153.6554236940904,A,95.54524384746492,C,C,1
26-35,48,UK,No,-168.2778935333408,B,-95.85670593165995,B,120.9568057537905,A,D,0
26-35,71,UK,No,25.283907635192826,D,5.187219584602936,D,-43.70438005046356,D,E,0
18-25,42,Brazil,No,1.8067448235486454,D,-169.95691835750966,D,74.35481690039428,D,C,0
36-50,24,Germany,None,122.21045129805177,A,-75.25392027689529,B,94.00423827236787,E,D,0
26-35,78,UK,Yes,-124.98656758679051,E,135.4370426760754,D,101.53501010123742,D,E,1
65+,33,India,Both,2.418073085557209,C,10.868726662875321,C,32.148843110609135,D,A,0
51-65,51,US,None,2.7251633056722837,C,81.97414209417211,E,74.50086379688672,E,A,0
26-35,54,UK,Mental,92.60275139335961,D,150.50065081928196,B,-72.2064304382669,E,A,1
26-35,48,India,Mental,48.616460197934664,B,13.772075421405756,E,-50.42214947218186,B,A,1
51-65,19,Germany,Mental,-42.55028448458371,A,70.4954701991467,D,81.14229684974904,D,D,1
18-25,31,China,Mental,36.91048414687456,B,-9.826133337420224,A,95.21327129725505,B,D,0
51-65,53,Other,Both,106.39710041012049,C,115.41537603097727,D,47.28830620439944,B,B,0
26-35,60,US,No,-50.67137622677963,A,108.11606151378648,D,1.0959858523589578,A,B,1
26-35,27,China,Mental,-96.91060959139622,A,33.869280506557125,A,26.97344775352081,C,D,0
26-35,26,Brazil,Yes,44.6021518202587,A,-27.380672638601556,E,35.780831207952154,A,E,0
26-35,18,India,None,61.451160456639165,D,-0.49161863586475957,E,113.70333594264343,C,A,0
65+,60,China,No,162.6083531941734,E,-34.0917417056874,D,0.4274436230144247,E,E,1
18-25,73,Germany,Mental,-47.7313841950262,A,-118.18324953496384,C,33.7927658038568,C,D,1
18-25,21,Mexico,None,-40.529285269211385,E,-2.039346532783149,E,78.85079187790333,A,C,0
65+,40,Germany,Mental,97.97561480963726,C,17.354679772140564,E,18.859034313505273,A,B,1
51-65,70,UK,No,82.39970598110435,D,-100.68658449379188,B,-89.0496914381464,C,B,1
18-25,77,China,Mental,44.973117705232575,D,6.674497385531194,A,-69.15406284825848,A,A,0
26-35,60,Other,Physical,-27.438755202371407,D,-11.710790730297157,E,97.03531506101814,A,E,0
51-65,32,Other,Mental,-75.50785832552886,E,93.91503929578494,E,41.52429820212513,B,E,1
18-25,50,China,Both,82.79487714445575,C,88.90316638442025,E,-68.28464975668072,B,E,1
26-35,70,India,Physical,-9.099619116984023,C,-227.80714331926245,D,-34.451217424669174,A,D,1
51-65,60,Brazil,No,-102.11367811888907,D,-7.658556484877082,C,258.5877023077569,C,D,1
26-35,37,Germany,Physical,1.9586260722679567,A,-120.52052614991342,D,-64.60868118646445,E,E,1
18-25,29,UK,Mental,-13.620357331452212,B,162.0800290581123,C,22.239185859417,A,E,1
65+,53,India,None,21.92205128018482,A,-71.75589303771456,E,1.0265508539953623,E,C,1
65+,74,Other,None,-20.516749027743952,B,-202.45350754369414,A,-5.285859379040696,C,B,0
36-50,21,Brazil,No,-103.6798177603487,A,90.89522219528982,B,62.35543642259,A,B,0
36-50,73,Mexico,None,83.04603404489393,D,-41.924386797201315,A,80.54683929374836,A,C,1
18-25,22,Other,Mental,161.44480021734887,D,6.283630958570864,C,141.29544252162972,B,E,1
51-65,77,UK,No,102.06194123161556,A,57.49636416101694,A,-31.255599560203983,C,B,0
18-25,47,China,No,5.741172798157417,D,-20.415512733242316,C,73.2211919940201,D,B,0
65+,33,Mexico,Yes,-7.1858932988414175,B,-37.349637893543694,C,-181.5358169601918,A,B,1
26-35,54,UK,No,138.76181717066288,A,-117.13187281774566,C,32.46850500602027,A,E,1
26-35,50,Brazil,Mental,-214.2801357453695,E,43.8414396361569,B,207.54217369513174,C,D,1
26-35,19,UK,None,-14.25875225728136,B,-13.539174214352862,D,27.081781525906162,E,A,1
36-50,23,Germany,No,95.80567920497222,D,-60.464884330766644,D,-64.56426053320605,C,D,0
51-65,61,Brazil,Physical,-63.00195106130495,D,-129.81239985337186,A,-16.44831491732503,D,D,0
36-50,78,UK,No,-66.06830802053301,A,-36.27248153620513,E,41.136676462814876,B,B,1
51-65,49,Mexico,None,-73.04196802467303,C,255.54584682026973,D,58.64690868127236,B,A,1
18-25,24,Brazil,Both,101.89280454392777,D,-74.92401267983499,E,48.54644837497092,C,E,1
65+,37,Other,Yes,93.51705075098032,C,81.86635658005711,E,90.29547011354687,D,A,0
26-35,74,Other,No,105.75117942321002,A,35.164360525228716,D,-133.69932472883124,D,D,0
18-25,18,Other,Yes,181.85785788084746,E,75.61797450593262,A,28.166036996330863,C,D,0
26-35,37,Other,Both,62.00388476365476,C,-62.68793122557813,B,41.6243417241933,D,A,1
26-35,30,Other,Physical,106.40235334716132,A,-109.35420398575437,D,35.93919882528919,B,E,1
65+,29,UK,Physical,-71.4420343815671,E,104.57418827659508,B,-81.61371000977047,B,A,1
26-35,22,China,No,32.78239312910283,E,95.1409497922908,D,98.99767799235576,E,D,1
36-50,23,China,Yes,-53.08976841507567,E,-144.7397674435167,D,-129.3977925742671,E,C,1
51-65,73,India,No,-69.13249473227282,D,-4.285668472795211,C,-47.8007546491993,D,E,1
51-65,36,Germany,No,39.39940108777416,A,-9.897620765132794,B,90.41458379581996,E,A,0
36-50,22,Other,None,40.35616017713167,C,86.04389389485063,B,-169.0885253195224,E,E,1
51-65,26,Mexico,Mental,31.412299955568006,B,47.794003774700165,A,32.76654749463276,B,B,0
51-65,19,Germany,Mental,60.705205254653784,A,12.242608494751565,A,-135.54714124610393,A,C,1
36-50,52,India,Yes,-75.05065265972769,A,-60.86665711124949,A,-30.586786848328906,D,A,0
26-35,24,China,Physical,-20.150008417518283,C,131.8035817852245,D,6.721792216907948,B,A,0
18-25,71,US,Mental,-59.70689730408891,E,4.285249645410713,B,-145.40503065733301,B,D,0
51-65,60,Brazil,Yes,206.41030253580604,C,-11.736503182738105,A,56.73460991735519,B,B,0
36-50,49,US,None,35.784439896435934,C,-114.02492716394144,A,-89.3147899497506,E,A,0
26-35,63,China,Physical,149.04143357428734,A,-118.47149619067112,A,47.394078556168324,A,E,1
36-50,75,India,Mental,14.504547107314528,C,144.02722699902,E,20.23152768146315,E,B,1
26-35,52,Brazil,Yes,31.79473219390102,E,70.86038187618172,E,31.203654940910337,B,A,0
51-65,46,Mexico,Mental,-36.52330403474471,B,-43.17072067246816,D,-42.07781523484581,A,E,0
51-65,29,US,Mental,32.83518009112652,C,-61.911273813708654,D,73.17921891598353,B,C,1
51-65,77,US,Yes,-63.288721010697,C,106.7365833420592,A,145.7856124377038,A,C,0
65+,45,Other,None,165.02331073865514,E,-35.653271519805685,B,14.706175129086349,E,D,0
18-25,25,Other,No,-19.913583761736607,B,26.390279267701818,C,-40.39061282780155,C,E,1
18-25,79,US,Both,59.12105298999371,C,11.934607147812315,C,8.730637231069348,C,D,1
36-50,59,Brazil,Mental,76.86628242164673,D,2.417451736975862,E,82.37231735582698,B,A,1
26-35,32,Germany,Both,-54.28696484616259,B,76.12318198228712,C,-2.044111114591154,D,A,1
65+,62,China,Physical,77.46863931119508,B,62.69273349675877,C,37.291560697682726,B,D,1
65+,51,Germany,No,-26.473407442390435,C,-14.003705707504565,A,84.98441715774591,B,B,0
65+,38,Brazil,Yes,-41.31302027910411,A,98.3122641364464,E,133.32519837607018,B,B,0
18-25,33,China,Both,197.7936058613839,C,-5.528790591232729,C,29.96467893631737,B,A,1
18-25,20,US,None,-82.67310366004021,E,9.68006884481481,B,-158.88719652134807,C,A,1
36-50,72,India,No,99.31020295083471,A,-37.74509364325821,D,115.53947547846599,C,D,0
36-50,37,Brazil,None,60.7047475997414,D,114.81503389889592,E,38.92395815952712,A,C,0
65+,50,Germany,Both,-53.76507504478689,A,-86.99783963673019,D,104.10963189356946,B,B,0
51-65,71,Mexico,Physical,-76.17012072712679,B,-5.81935918404242,A,43.35062839703206,A,A,1
51-65,46,US,Physical,127.87053390338588,B,25.728376523038456,E,71.49289411212686,D,C,1
65+,37,US,None,66.24782364366673,D,15.295312665400584,E,35.96027435259798,D,B,0
26-35,71,Germany,None,54.93057672419228,B,-7.205057738867955,A,-148.10131303802086,C,B,0
36-50,71,India,None,-181.55860290761322,D,-69.8896636157123,D,84.71795838352212,B,D,0
65+,76,India,No,24.06464326719905,A,73.8030106799497,B,119.26034273389983,C,E,0
26-35,74,US,Physical,-71.37702930456565,E,7.13306007161887,C,2.590668469398539,C,D,1
26-35,57,India,Mental,-149.50186915892593,C,14.57474829944528,C,-58.481714589468424,C,B,1
36-50,55,US,Yes,-16.638509779699096,A,34.78051347591899,E,101.56835910267858,E,D,0
26-35,21,China,No,-16.665754681496487,D,148.95050684830142,E,12.813690244648567,E,D,1
18-25,49,Brazil,None,-53.157085817991586,E,91.0979749171581,D,36.653873054040204,B,E,0
18-25,37,China,Yes,-65.92973085289178,B,63.9844363782856,C,-250.90531778479007,B,B,1
18-25,29,US,Both,99.74565482130166,C,-0.8921076173422176,D,183.19368804180934,E,C,1
65+,54,Germany,Physical,107.07542342658454,A,-72.53084755900466,C,-133.74198668863463,D,C,1
51-65,68,Germany,No,-214.31575957331438,B,-222.36657866049825,A,-66.25519210224319,A,C,1
51-65,55,Germany,None,-68.27764921542241,C,-125.11660319205266,E,-154.77609784779293,A,D,0
26-35,24,India,Yes,27.197772255707996,A,-35.72989662846479,D,74.42887631813883,B,E,1
26-35,30,Brazil,Mental,146.71081136141586,D,54.14689905382446,E,24.255280979574337,E,B,1
51-65,66,China,Yes,144.91947996697382,A,88.91493567282782,D,-31.012284536412167,E,E,1
36-50,61,Other,Physical,-114.11490114769,C,-10.774060389591737,B,14.838970802994858,E,D,0
26-35,53,China,Both,79.62993493444583,E,26.8066366963689,B,-33.53045031499247,E,A,1
26-35,53,Brazil,None,194.29626675878333,A,19.454607044470276,B,-11.345622618769113,D,D,0
26-35,65,China,Both,151.4039720078999,A,-43.071059219766525,A,-15.544592053926062,B,C,0
18-25,74,India,Yes,-35.322889296122725,E,61.283320833248155,E,100.2524262201327,A,E,1
51-65,54,UK,Both,108.82015862262367,B,161.08641740602252,C,83.94158550528526,D,E,0
51-65,65,Brazil,Both,49.925526191033676,E,168.6898966439165,E,-116.85227949846974,B,D,1
65+,36,Germany,Yes,55.31439035499014,A,-95.38268710654755,C,-2.071110114589467,B,A,0
51-65,38,China,Yes,40.64265944171215,D,-26.899066303710722,D,-191.01150917734267,E,B,1
65+,31,UK,Yes,-89.58210387905508,B,148.35203116944967,A,215.74493951403682,C,E,0
26-35,66,Germany,None,66.1083762042136,A,-22.303997221138395,D,-72.7294400273352,E,A,0
36-50,20,Germany,Mental,8.713853714127225,A,73.66059485153549,A,105.59023102880765,A,A,0
65+,30,India,None,-55.1321574339414,C,-44.30813415579215,C,86.3569550288269,D,C,0
51-65,28,Brazil,Both,11.42198793087083,E,73.38508934149374,B,119.84201615297417,D,E,0
18-25,63,US,Both,82.77134249385131,B,42.240767297025634,B,-90.2446650502649,C,C,1
18-25,37,Germany,Physical,-152.1632361543078,A,-4.032139423765572,D,74.33281617810214,D,B,0
65+,70,US,Both,93.06765991876362,E,-9.824835168654388,C,78.12680918520377,D,D,0
36-50,64,UK,Mental,-34.54025664836444,C,130.75228981551274,B,111.4570438946161,B,A,0
51-65,18,US,Yes,-166.7528190993678,D,-103.5749294715977,B,-46.63687698188982,B,C,0
36-50,52,Brazil,Physical,193.66690088562993,A,-134.688726889066,B,34.62801966725847,B,C,0
65+,43,Other,Mental,116.83123716479216,A,-84.82613248259487,A,-144.23492084545978,D,C,1
36-50,74,Other,None,71.79144193519443,A,11.576299786815202,C,95.31208490342043,B,D,1
26-35,50,Mexico,Physical,-102.66972060458173,E,8.466486929070886,C,-48.355483637521864,C,B,1
65+,52,Germany,Physical,-48.99986282719219,E,-106.83877996073402,B,80.73598751208458,E,E,0
51-65,47,India,Physical,237.93028386070074,C,56.05821928919046,B,97.21776371991359,D,D,0
26-35,75,Germany,Mental,103.73115750469535,A,-29.34055063981632,D,-24.337581982111747,A,B,1
36-50,43,Other,Both,201.70643387903917,B,139.49307463320076,A,57.5092127943714,D,A,0
26-35,72,UK,Mental,14.265961044213668,C,-134.99759660827044,C,87.86997551800351,E,D,0
26-35,70,China,Mental,46.537293733837245,D,42.59722724776871,E,-70.33519181743132,C,A,1
51-65,33,Mexico,Mental,54.79466538549623,B,-66.15257816711643,B,246.20189039266194,D,B,1
65+,36,Brazil,None,-13.581997464290177,E,-55.64414860854839,A,-43.021596555714844,B,E,0
65+,54,Brazil,Mental,-63.48991004779643,B,36.98868168326743,A,-98.95416044862377,C,A,1
51-65,55,UK,Yes,-57.19896304457052,D,63.74290849922334,D,69.14209025625088,A,B,0
65+,36,Other,Mental,29.229137914752478,B,-72.17301387919585,A,-152.58552674917726,C,A,0
26-35,35,Germany,Mental,19.72984037231159,C,-64.66223910535454,C,36.12032723285541,A,A,0
36-50,23,Mexico,No,-25.00770152108092,A,-139.71246348436745,B,-41.852345892609755,E,D,0
51-65,60,Mexico,No,96.82737490087725,B,7.733301724104789,C,-20.192535970334983,D,B,0
26-35,37,US,None,-77.24384630909402,E,114.89382751735202,B,53.071742052705176,A,E,0
18-25,61,Other,Physical,99.95851675446966,C,-32.00615601587558,B,56.704916266329455,E,C,0
36-50,60,India,Mental,155.9378886391329,C,225.5007739498635,B,114.43849206522087,A,B,1
65+,64,UK,None,1.7079954255503307,A,21.93182718374959,A,-150.35331428428606,E,A,0
36-50,64,US,Physical,-133.24136330553193,D,59.23342651346169,B,0.11894030293565822,E,E,0
18-25,76,UK,Yes,-91.46140913947461,E,45.302549661381505,E,-111.46625374012172,A,E,1
