civil_status,AgeGroup,anos,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Widowed,18-25,19,No,-96.35762910015343,-25.62245101902299,-68.21071038651276,149.80582419565042,C,41.35410194063361,-137.28867944513414,A,74.86112411094238,1
Widowed,18-25,59,Veteran,24.587668158045634,-9.476283548908986,-83.94109669801738,-115.64657475198585,D,-184.94508356433974,-77.24002662229228,A,-137.71156241925587,1
Widowed,36-50,62,Yes,-80.07385766238207,11.917802257120641,-85.52811896780119,20.158037931052718,C,69.45393933674464,-0.27349426861001874,C,19.225440355102823,1
Single,36-50,22,Yes,-17.230494294923933,-141.42693844548205,-6.446836100157004,47.62402757030762,E,-127.13729943826209,161.82984503981103,C,145.47481031735273,0
Divorced,65+,38,Yes,-34.43012717797002,-174.9207326859958,78.05939802216517,16.970496652000666,C,-15.022617690368905,-90.32719434059364,E,23.32395395808787,1
Divorced,26-35,35,Veteran,-105.41944377626875,15.214141206437642,65.02245015579197,90.09258618871236,E,145.31684152242502,11.32936108785715,C,52.49240883751418,0
Single,18-25,65,Yes,84.3994087293545,-89.79864815640298,-58.7542287631157,-52.795162018249506,C,111.5897637986443,74.8847372452604,D,28.484503910316565,0
Single,36-50,25,Yes,37.27482187194997,-75.80007819887474,109.93838030119059,142.8233418264931,A,31.462261472801035,35.60182319397586,E,-2.7305342247456346,0
Divorced,26-35,36,Veteran,79.54023758746965,-110.39503355153131,-19.5292058374143,-120.8433577821122,D,-33.056609584309896,-67.06107852951888,C,160.42231243372837,0
Widowed,65+,67,Non-Veteran,178.3885505234403,-2.7113235452251545,70.3404380315806,-94.30397845300243,C,-1.2140050706572103,-18.364002114133662,C,53.87611665516836,0
Divorced,18-25,37,Non-Veteran,-54.89863552026103,-46.550831241921586,-15.834374555083913,-94.51940406782703,B,77.27685663056296,50.18841986890125,D,-59.80632220547963,0
Divorced,26-35,49,Yes,-24.176206937499217,33.41474988099157,-46.413408437731704,-60.40269748537184,B,-10.91350449586231,-8.865662746254397,B,-36.617035457792355,0
Widowed,36-50,18,Yes,66.91120168336016,-167.35272440577643,110.34664716043577,-44.73791687671413,A,23.58793524523901,-25.318377395397523,C,-84.59245532938554,1
Single,65+,78,No,87.36775290925246,33.46780655819973,86.18964435192002,196.0117500706766,E,-315.9320165047072,-20.512312478351266,A,143.21347886506206,1
Single,26-35,50,Veteran,137.2620853215007,145.39488718621837,-71.30242499767049,-23.562616763537473,D,-111.36432201637486,58.78195581890022,D,135.26522164727407,1
Single,26-35,74,Non-Veteran,105.96305115377132,-64.95636218031453,-112.70904021755605,100.1196310233154,D,-33.748836575484425,-68.19690411342731,A,-25.334769869116812,1
Single,26-35,67,No,24.994759865916986,7.004160492336078,205.03300360243662,135.7633393544221,B,-34.59492627411565,27.861497439618894,D,-18.02853647983318,0
Divorced,51-65,40,Yes,53.27664151813909,-69.67564961887206,-23.1944279076507,-97.75762430962817,B,-50.67577484841994,25.31771237563893,B,-19.944739312080937,1
Widowed,26-35,64,Yes,-42.53365458642692,57.988044546651096,165.17229657996512,181.89347585274365,D,137.9693709707231,167.19096383969364,E,65.24261538847374,0
Single,18-25,57,Non-Veteran,150.62571338017702,40.266956922009,181.96888658476783,-42.303977682588055,A,-193.91145605492343,-92.27116461588005,B,-103.9478708959123,0
Widowed,36-50,24,No,85.03066777774275,7.024459587000615,-128.00597526901524,141.14546147338476,B,21.592391034723708,-90.23357848110177,D,47.926556945467205,1
Divorced,26-35,64,Yes,95.44132767910232,49.35390869828639,-97.9722431372822,-55.26810591232522,C,125.57603474177405,43.55780472101038,C,-89.900597828448,0
Widowed,26-35,26,Non-Veteran,91.97784549433085,-195.15465672167215,144.92793578881015,57.6558958920328,B,-8.088142172647924,-213.99874962234438,A,118.5833374901824,0
Widowed,51-65,33,Non-Veteran,237.9757346751032,-7.696125624387282,-19.085697205129595,62.59505776842058,A,-59.301707346729714,77.91649857152673,C,5.696821717096741,0
Married,26-35,64,Yes,30.74373460443139,53.699589480013024,117.41636682037236,42.3527950892699,C,-265.4449469426078,-61.2116297118543,A,42.61797737180258,1
Widowed,51-65,28,Veteran,-115.36321253615642,52.725472854651336,-11.723681720567855,-176.97384060405003,B,-208.83505228724295,31.412676315185074,E,-134.27866622463333,1
Divorced,65+,67,Veteran,-0.030992116404962237,-31.698539502551753,-128.73196116307014,108.8531489697398,A,-58.19159059304968,-149.01414672997402,D,-72.88005081903447,0
Widowed,26-35,56,No,104.67607145437177,284.06137653407086,32.49073088929648,-235.10393341766869,D,-28.53567748901381,-78.7084855383607,E,-199.33737486805427,1
Widowed,51-65,33,Non-Veteran,-33.3018976985958,-122.659333865325,134.34969905874874,-31.0158102912663,C,53.37705931326822,-24.687747843706155,A,-119.88575778010771,0
Married,36-50,47,Veteran,-126.59313363299019,127.33185489195682,-99.5492439821336,31.20644406560006,E,64.30083892190271,-60.13432086743769,A,-23.42903556558717,1
Married,18-25,49,Yes,26.582748963211987,-54.754485301220626,39.47084710984733,-14.00939226950699,C,-21.31838474571433,-168.0127628868704,E,136.59908113918064,1
Widowed,51-65,27,Veteran,2.8787944592732346,-133.03254085397168,-108.00842808627364,-127.6832956489274,B,91.10634120229057,-16.738235156992943,D,-0.5752277256517416,1
Widowed,26-35,57,No,32.272314415834344,141.40164381194805,-14.447566310075,64.87398471722705,D,39.302918101827785,-116.1953229582544,A,59.597857592122935,0
Widowed,18-25,43,Non-Veteran,12.02345931256508,-77.15525567909344,-186.4368156450982,23.93039332933658,B,-15.65822568157513,-124.00182377022408,B,-36.43317476380583,1
Widowed,65+,30,Veteran,30.15076108289019,80.2909503209821,190.43231913047438,82.94269610147272,B,74.89420138193432,-102.32604394080158,A,25.19897604574579,0
Widowed,65+,25,Non-Veteran,37.1527999532387,59.68949397481246,-36.37651737808465,-113.18788636282149,E,-16.118884059812103,122.26016211647168,C,258.02595055371603,0
Divorced,36-50,40,Veteran,-16.261793048364314,69.44515028974233,-119.94259544032775,135.30875413587134,E,-2.6145774286186603,6.640562615697332,E,67.21146768584096,0
Widowed,26-35,47,No,53.887896431301016,175.36638746448983,-134.5451854645552,88.28928475702182,B,78.64213717965745,-76.72716224578892,D,-97.75101200716628,0
Divorced,36-50,74,No,128.80693822205635,-44.78611022348274,-37.53324801569703,-83.22072139398333,E,-51.758497546860724,-158.08052530973728,B,-130.21388352420985,1
Single,51-65,71,Veteran,-23.325660538481223,-1.4221725476225555,-42.577728490610895,-25.74018601692485,E,205.39104408439104,78.05180287724761,A,-63.714556847311876,0
Widowed,18-25,53,Non-Veteran,63.04341608713757,-45.424414662755,-40.69284599467377,-152.966343213533,C,-165.44471792905128,-20.243782346982837,D,-53.81876057445978,0
Widowed,18-25,65,No,76.88019089438785,155.12393289346144,-21.239722897091095,33.60943514937046,B,19.47101244014163,-54.923219245200826,C,-127.21022083763165,0
Widowed,26-35,36,Non-Veteran,-63.52255210134938,148.70598321913573,92.97899649250866,-145.43440954970137,B,76.93275727673031,-8.18003648382741,D,-122.67279533866035,0
Single,51-65,44,Veteran,-2.3885549145171128,37.244688190121394,154.07763596958114,96.34782751170818,B,-77.42172115352476,-52.27875322669843,D,-51.310736995995235,1
Married,36-50,72,Non-Veteran,-122.7817981974706,-82.19525907498058,56.82772224282131,74.0711731128806,A,11.911651123710667,154.44772472105686,A,-49.97344672908948,0
Single,51-65,47,No,-16.285409781548125,70.87261967758045,110.83128883025861,-63.251038799455614,B,106.03040566599395,-85.85029105371532,D,57.23027793457129,0
Single,51-65,50,Veteran,-82.94111541894101,-171.67814228737964,61.47540309341942,-29.680818795563233,C,155.90121388856906,28.224683897107276,E,19.007524758783322,0
Widowed,18-25,30,Yes,0.9229055372821845,-207.86480153204187,-110.2177665214211,-61.025773466460386,A,106.71486419452576,-101.21341593834426,A,47.815946503088455,1
Widowed,51-65,30,Non-Veteran,166.14625221000406,141.2680109281074,-71.51719302766439,-18.265646765576967,B,181.96228039764193,-5.337929475396269,C,-158.2232404810905,1
Married,18-25,44,No,-147.6036154474886,-133.79326042020924,6.558929496100971,132.16181518542643,C,27.28815154386655,-172.0313531974886,B,45.8283341626697,0
Divorced,51-65,36,Veteran,-16.746474653335294,-58.3417582819276,-192.57435595631716,-34.630169517950215,E,15.13207003334139,82.89482362047232,A,-70.13082498600012,1
Married,65+,33,No,-51.495376659930294,-134.3570593608432,46.631683678021666,172.75962075078107,B,-44.95760672752245,233.5348441022976,B,30.0276643502453,0
Divorced,36-50,55,Veteran,-123.0430298840018,-34.879029450736404,101.55931823841438,-15.561093612610527,E,-58.1009314635992,-247.85568310166943,E,-123.74462926477787,0
Single,36-50,27,No,-78.63702336884676,-175.06627660674707,58.34553836693006,40.68434673285958,B,28.289548968128997,175.09397266232912,A,-57.764566283104756,0
Widowed,65+,63,Veteran,-200.27925499794645,-1.0456027788489357,85.67166756253522,11.83504321109732,C,-21.374080427894086,185.554412121167,E,-109.29375620723687,0
Single,65+,24,Veteran,135.51366976413638,-114.9961804787932,-147.98762794908077,-16.042487206936364,D,-188.2912312349855,31.453648795597744,E,-129.13957037686626,1
Single,26-35,24,Non-Veteran,-55.54324153833422,-63.779834092032516,-87.89942541876712,39.973755316737524,E,-71.06501524373662,-65.32447199017871,A,46.73889925564258,1
Divorced,36-50,51,Yes,-43.75786531701484,-88.69824422241331,169.10208593983555,110.63917407710511,C,-102.83629673468467,-49.54593411871947,D,-38.962415545311934,1
Single,65+,62,No,163.2469511771673,22.538634951463774,57.351776165717304,47.909094983882426,A,-104.93154999710887,-54.27182167063484,D,25.561244703406317,0
Widowed,36-50,25,Veteran,10.763939742633116,153.9231623805139,-48.41955734923389,-27.09108916613679,B,44.835627137264964,-9.975066415228087,A,196.65428623467128,1
Widowed,36-50,35,No,-16.211034525464804,-246.60263449767754,-43.0887166738349,26.477032990884975,B,85.84651931037955,-55.102517287265286,E,-105.89165583478122,1
Single,26-35,61,No,83.6869355842284,-79.4219580181977,-191.63352935563404,25.34562881691038,B,-41.8636500849288,-107.50690585546565,B,-38.67043940788687,1
Single,18-25,32,Yes,-105.91748430284173,80.60954299687324,-14.167538299427765,-24.345220135321593,C,49.54264203725604,-98.25709068581604,D,199.891736470737,1
Married,36-50,54,Veteran,237.68773328396088,-42.7302936581139,2.0274407462093924,-27.74504470934329,A,-82.01026562929725,-80.69880143542562,A,40.93677117104657,1
Single,65+,30,Yes,37.109829858195674,-145.1170449014799,-42.70068803426304,-53.95115111465644,E,35.39218323198061,-128.33266575238267,B,-41.245049949867926,0
Widowed,18-25,59,Yes,244.87659597384987,-189.6028835333683,53.478239876886214,14.69128885069789,A,-93.31333811386088,-101.68386841102155,E,26.439910200308216,1
Widowed,51-65,47,Yes,-62.6603164964444,35.161158897330786,12.533683415864516,90.16538490842186,C,-9.723686906053915,26.059011368194803,E,-42.18128198575259,1
Single,26-35,22,Non-Veteran,-69.7132061082953,102.82475524711892,160.9157951331878,-38.18086993948337,B,-109.93104315501373,-102.31223424510345,B,56.44923322307811,0
Single,18-25,64,No,-71.86879706334969,-109.87748751547255,-24.889989667038673,46.5817526858466,B,-61.92630747080643,34.99624993991727,E,155.82370105273557,0
Widowed,36-50,40,Non-Veteran,171.5074566014954,24.660336667228968,-22.957037423648107,-14.359475980097155,D,142.05669816563366,122.90509688584885,A,-70.0019210216616,0
Married,26-35,67,No,116.431196191717,87.14066479709781,56.8812108672708,-106.65168541468957,A,67.34718458594246,99.77690517151429,A,77.16467535197934,1
Divorced,65+,68,Non-Veteran,50.735467303095724,36.84580051869219,185.0289785951942,73.93284459095035,C,-172.659547174638,55.103480464170374,D,18.84787001601507,0
Single,18-25,64,Veteran,22.011865057807736,128.5721814945627,-59.09025883960085,-99.65127776085063,D,156.67829850984558,24.17664069611856,E,-226.60030690578358,0
Married,36-50,63,Yes,-70.21270775774062,8.259823259491787,68.28147241012535,71.15137215561845,E,-140.50287318395846,221.6252989501295,E,-19.53199038515937,0
Married,36-50,65,Non-Veteran,67.46623962546975,-61.612446616425586,-127.54440048856841,-53.899243865383475,D,-44.12142688972891,-16.129921850107234,B,-99.1126655441138,1
Single,26-35,32,Non-Veteran,150.94516905353203,-58.39311251891692,171.4635603805225,47.11246705132008,D,-86.55621688876715,2.0444758327158516,C,121.29043888459385,0
Married,36-50,44,Yes,8.762884971512749,-46.236159028533166,10.260226075981011,155.17610984474862,A,37.17807096607877,0.09203958931561311,C,121.17097350635382,1
Single,26-35,26,Yes,-3.106816272526165,103.99567317167015,64.99839538037972,218.9067547126673,E,-41.96599167749259,76.45647275856814,A,-129.91288833291193,1
Married,65+,78,Yes,375.976898080331,-32.56714817487773,-31.245529636368342,-52.63161417040363,B,28.49621884711929,-10.641306251273384,C,-108.49287914485298,1
Married,36-50,79,Non-Veteran,-108.78203923916266,-112.77974825661792,50.00428048511962,-111.354113181972,C,122.63369176600547,45.23683511959934,C,241.00654131042606,1
Married,26-35,65,Veteran,-74.96708689023271,83.5332973737053,-12.953221313619304,67.72560074733337,B,40.03806406972102,-103.21153064634392,E,28.248582568883723,0
Single,18-25,77,Veteran,-196.08554745536338,103.6202256793765,144.2245043676546,85.452656470477,D,82.00528964023293,71.1376847103082,A,37.376894637504634,0
Divorced,36-50,49,Yes,63.12977724383811,-10.161406565057808,-18.44497722757488,-80.37813767419188,C,-25.97008359716136,-0.4831969695514561,E,-47.118888985707486,1
Married,36-50,59,Non-Veteran,-13.003265341173293,168.7619114403877,-74.31797153732735,55.33403570342181,D,-63.432317507152625,-173.30545259521065,C,131.24533008895267,0
Married,51-65,47,Yes,-140.48523655731006,8.917714867544653,-35.969307799821884,-23.64126316587988,B,-323.3696291600886,35.16961806785181,D,-78.3710552078081,0
Married,36-50,66,Non-Veteran,-96.20553322876813,-120.14895548638012,-84.8622193413115,132.22597827628354,D,86.17829812667796,88.65235913300764,D,-86.80421040251342,0
Widowed,65+,20,Non-Veteran,113.84719539055261,94.7645964051269,41.88224955081862,82.87318045428171,B,-65.2021959694975,112.13343170972743,C,63.19548846563149,1
Married,65+,71,Non-Veteran,-129.10871711868032,44.29392929840196,-91.10452429714077,-120.91331350082228,B,158.47509553207158,-31.571279294876103,A,-133.9173291997344,1
Single,18-25,54,Yes,-66.7861829851838,71.81004533054151,-64.0832344476964,56.021230683423305,C,208.04903717919507,63.08950098095788,B,273.0384419395986,0
Single,26-35,75,Non-Veteran,-63.16152119417248,-206.9504828508157,64.32085397262257,56.8876225896351,D,25.664823764208666,-31.579570989066525,E,-65.67402612548847,0
Widowed,36-50,38,No,-10.248661366722,36.31589889367395,45.67689175203539,-23.698770626085057,A,42.006938751476056,42.77920024433983,B,-34.532482549480704,1
Single,18-25,66,Yes,-175.9901943514081,-2.8497778839260985,50.9479350385621,63.322104908821075,B,-87.08101923492758,38.758848531110694,E,63.824625577911846,1
Divorced,18-25,30,No,-228.05665601321573,27.35520836499601,-43.686722828709826,-87.68843548186824,B,-81.62570897769291,-153.83331026266248,E,19.602558744715697,0
Widowed,51-65,22,Yes,143.43909174442751,86.66507469214271,-79.09140255530393,-9.059927074156972,C,-161.73039444899234,161.09752098775408,E,-92.009395353281,1
Widowed,36-50,19,Yes,69.08635460448448,164.1059206259571,14.929036817298243,-45.590028471273094,A,-34.27775720665695,13.869524937909977,B,142.00150723676072,1
Married,65+,31,Veteran,117.39165297607796,30.18334562316452,-129.26098951155785,104.9210195868598,A,30.750731837357222,-81.59089774234535,A,242.12643967636544,1
Widowed,26-35,38,Yes,64.01943482729435,-70.02265452092414,-130.43467593582113,-49.37838523014565,D,-86.73420761977285,89.86373948753139,A,147.53104426384002,0
Divorced,36-50,50,Veteran,-262.6501514735823,74.3557479315789,-64.10032316188052,66.87009692042167,C,-32.305587715886844,-154.07530531603294,A,255.044973359555,1
Single,36-50,40,Veteran,-32.77284967672799,126.22338865090059,-20.11746689430642,-92.0710353110364,B,29.27816540745645,223.48479460688128,B,125.08931500017322,0
Single,65+,75,Non-Veteran,37.59568281387152,-14.274311653084737,75.75431350867638,117.53398834544623,D,13.989207842809634,-150.1129748231623,D,-77.12143467002464,0
Single,51-65,55,Yes,-129.19007528870395,180.101885568591,-89.02580283036737,-152.15927771064256,B,130.01706294024837,-91.16136833648113,E,86.32291766307206,1
Widowed,18-25,72,Yes,9.838879783616294,57.97273401271272,43.65776826507452,-89.63345007258044,B,-196.1839262752772,5.0260155857816375,D,42.65321564005177,0
Widowed,51-65,30,Yes,17.580990659828853,-125.32998190522821,-94.32706072885404,-158.82476494174247,E,195.67451330313463,45.418849175269,D,19.732708647184452,1
Widowed,26-35,45,No,4.8686266058609675,-1.0904952552707698,-79.38564142104245,31.03424275905634,D,41.13696667876394,12.061007870811578,E,142.84332804034705,1
Divorced,26-35,58,Yes,-1.137878779665569,-35.71263084600294,-62.308973833593484,62.741842740526174,A,59.39311603866635,119.24611756080796,D,-78.29154839368151,1
Divorced,51-65,45,Veteran,-7.245413839628117,-32.36882943946146,53.423991840831675,-191.50001100521797,B,162.67828145730581,-93.15710423122646,E,-40.12303426514589,0
Married,26-35,36,Non-Veteran,121.14595364912681,172.9401549574988,94.24054113612749,-20.85154702501904,D,1.7073439965750625,-61.303428511364764,A,-132.9393257137875,0
Single,65+,61,No,-4.6369175025709355,119.96050178123187,-171.97901842807497,18.388105516025945,D,8.878767760477304,-192.94338300217476,A,37.73002229689853,1
Divorced,65+,70,Yes,-153.86528029434,99.83439213350647,74.42033103912537,72.23841759352074,C,-125.48357622586195,20.901309951372447,B,34.433328658467346,0
Divorced,51-65,25,Non-Veteran,-36.843127787286676,19.059706130875416,8.363947558195298,-78.94691177765971,B,-90.22955925873819,-15.819010514510534,D,-13.293537936866134,0
Married,51-65,78,Veteran,47.290351596539985,63.11061395816376,40.42935661467188,-117.07543003339211,A,-98.26712535176682,5.4347479049007985,C,38.93892495372601,0
Divorced,18-25,74,Veteran,-17.45463090139012,0.021701366820231452,-23.74898742741987,124.10743228484688,B,101.35941137430994,106.86816842435172,C,-234.07848942335016,0
Married,65+,79,Yes,218.57468261059827,150.46230252299532,-17.443273554433205,-242.22159298322543,C,-2.8455417165383983,11.538985224128872,C,26.0466919003458,1
Single,18-25,75,No,-24.467293451131944,-58.881601604606914,-56.98991997879869,153.97265047018033,D,10.171190371308127,3.0455086415144517,C,-52.09015697752759,1
Widowed,65+,29,Veteran,-35.60734009884093,-22.4322747270441,175.5418157234337,25.188436228323962,A,-59.62239451518778,48.6631283916805,A,-25.089873004544234,0
Married,36-50,56,Yes,-51.62572687141006,-82.59555834579588,61.19288998562775,-10.102442316606735,B,89.10214781574673,-49.41761313310985,C,8.55209409537134,1
Single,51-65,48,Non-Veteran,-12.625462702853213,196.01525428412248,-8.591430652425581,-206.10899520655806,E,95.31570325654928,-16.115660450073342,B,-55.45861451286144,0
Widowed,18-25,64,Non-Veteran,39.90436848446181,18.332488188130718,6.699318775294174,-11.995863162275004,B,-156.32234759926138,-68.30636312850623,E,-124.99812723172575,0
Divorced,36-50,65,No,-59.71942491043855,-34.71353997212239,-103.74040910420486,84.29367770690241,E,-144.71866107779923,-2.742478049819916,B,32.7452059252733,0
Married,36-50,58,Veteran,-84.12946834215113,144.81413379024463,-22.569181557637457,57.99455138680678,B,-8.67749959874495,-17.981907855605986,C,26.803870962264874,1
Married,51-65,30,Non-Veteran,75.22066842911084,85.86713076252366,14.35823899017486,-65.71916893217251,A,9.605746725290734,21.519182527590505,E,-29.532442457816632,0
Married,51-65,41,Veteran,175.45041950520454,-54.27693421792571,136.60449299820553,-74.18819728078213,D,-12.482170392421724,-28.72599247374016,C,-122.98005736980151,0
Divorced,65+,38,Yes,-219.5656540833943,-6.483143784980664,-51.01746585411278,-55.20507554424204,C,-178.93768007364028,-37.894106458558085,C,-130.76824456487049,1
Divorced,51-65,48,Non-Veteran,-117.04162206015177,-23.48832769248974,-113.55494157875883,35.244746978413225,D,11.543386470918763,78.01831012737078,E,-141.53319460918138,1
Widowed,65+,49,Non-Veteran,-2.34837577583503,-217.13758742361705,-20.098153806213777,-35.307960633687415,B,-44.72899845510381,-39.63725466529574,D,0.7110592308582058,1
Married,65+,63,Veteran,60.50725619070738,44.20657144389084,-82.09204997515108,-25.26626658598107,B,-55.488821277611564,170.3346250499124,B,-237.4647601841357,0
Single,18-25,18,Veteran,10.655573230484725,8.380419660344787,169.96233971279696,-119.54970828601984,C,-63.748947277855905,-180.17332949621223,C,223.78750771069664,1
Single,36-50,41,Yes,55.49255194629854,-36.69473593902384,158.42462058176923,-51.53159092024847,C,-57.341556211397894,-141.1721828010515,A,212.66547365943563,1
Widowed,65+,70,Yes,29.315920791756163,-42.03464324758554,88.66668392899926,-105.11655924876536,B,160.52156190407229,-72.45102324398893,D,195.19642687281603,1
Divorced,65+,50,No,-0.5877577174916037,-111.6317857329523,-65.6341042066466,-15.025850925935355,D,130.84729407305608,-104.38246284254117,C,80.00818845443082,0
Divorced,26-35,56,No,-75.52894899799291,-13.118192377853699,6.367847652308681,89.73688932452716,A,-12.312715204566874,46.271070835737106,B,-106.17482770865504,1
Single,26-35,70,Yes,50.78813655904217,44.068821255821206,119.50105818052283,-258.35380722834867,A,-71.75943409977901,67.87875841854556,E,-188.28202324982314,0
Widowed,65+,37,Non-Veteran,2.2305162619087273,-28.583711060297844,-0.4576552964156635,63.82791127008287,D,48.263592880915645,-125.66302069748207,C,73.42637855097294,1
Divorced,26-35,71,No,170.2137428176505,-44.628237186980556,61.19602128898334,-59.75889997195053,B,-220.27109890558725,57.359428535224325,A,-31.616846280790572,1
Widowed,18-25,79,No,-73.02322611780866,-85.06356568640332,81.63340860957379,41.956812013891465,A,-114.77599831514478,-20.932403311471738,E,-27.581866869468204,1
Single,65+,62,Veteran,156.55025874262648,0.2777607680842163,57.173402725134515,78.53674004078293,C,57.63330029655849,-49.47903705122662,A,72.85177098164473,0
Married,36-50,49,Non-Veteran,16.477373635854125,-131.6951789542911,24.432883317401398,157.24305612214246,B,69.27863009215353,83.58551937077054,A,125.59004138681415,0
Widowed,26-35,30,Veteran,129.2213404130559,1.09672018783075,-186.81393432993508,-42.67555528702734,C,49.060911864412105,107.91849886276161,B,51.99976980557343,0
Single,36-50,51,Non-Veteran,26.19472027798837,-84.66095438698457,92.20515651038234,187.50484404724074,D,-26.691815769438488,-106.02056602192845,D,-44.79749727598868,0
Widowed,51-65,63,Veteran,-34.27359943077301,36.79522400860944,-90.85148052770701,-1.888903079827606,C,-38.4243976860842,-78.00013305357835,D,69.92825329250306,0
Divorced,18-25,32,No,-77.97290587496384,-167.96137338213012,-40.30313169804366,-54.50691720490249,D,78.9512086934494,102.01871383704255,B,-13.225333878744596,1
Widowed,18-25,67,Non-Veteran,-36.04433878138282,96.31535337198798,-96.42933789742789,6.333703260502641,D,-14.498286031442564,-4.625940839461327,B,-97.48035983670906,1
Married,36-50,77,Yes,4.359688246101192,-63.25535607409506,4.297342144391872,-96.91107964043432,A,28.43076290662248,-53.94880026434179,B,-13.785330557601446,0
Divorced,65+,45,Non-Veteran,92.15598642213273,264.7578639216584,79.92501235365678,-102.92482666877387,D,-105.28383269843414,188.95402175630912,E,-35.556074402575035,1
Divorced,51-65,39,Veteran,95.0398866094262,141.55234459456983,122.27363011479413,71.78674814086118,C,65.64760823343036,-56.01318103161328,C,22.482100550364873,1
Widowed,65+,38,Yes,25.727435560040163,103.59902438376724,-198.11379072904634,-2.8761800102998283,D,-45.71772353033765,-79.50439279073584,A,-57.58110563390878,1
Single,36-50,51,Non-Veteran,57.9199064709908,-39.06130984613784,39.084850482838206,183.0154318143182,A,-39.779555956769585,-118.65539607919835,A,23.857767800685558,1
Widowed,18-25,71,No,1.6315949654839692,-7.07128113452916,-34.63070608860508,-157.3148022785269,B,103.11786784143247,78.90027044123227,B,-13.559524766886883,0
Divorced,18-25,24,Yes,93.27005193006995,-51.90635269018321,-29.626385222993058,-115.081392267003,D,-207.13820216896534,-79.32886935122073,C,-36.093909341946315,0
Divorced,18-25,26,Yes,80.16637219047628,-6.425119347989202,92.29986042770251,-44.49762459873872,D,141.93742595575648,48.088888344203,B,30.63307106002841,1
Single,18-25,75,No,-27.905020513093742,-49.44662093417259,13.277393612149435,-104.82670614503495,D,93.77070364081816,19.007030490303624,C,51.715362280358825,1
Divorced,51-65,40,Yes,66.31714266330823,-13.570315251384349,37.066856246347044,-26.753765149299458,B,2.8458793375389915,31.28626615160505,E,-74.02461098091281,0
Widowed,51-65,59,Veteran,-28.774622831894785,-45.81312232070795,-44.001103568023545,-41.178974014249945,E,-64.21644834265172,20.23671267942628,C,-54.271757950967725,0
Single,36-50,52,Non-Veteran,61.5167248970774,-79.10336168532062,-30.384285097733255,109.46710964875047,C,-133.27435538572405,34.845808986321806,B,77.93355040843345,1
Single,18-25,62,Non-Veteran,161.11258293571643,72.9469489573371,-161.1765404817054,-84.87775033749489,E,-82.03611318968213,-25.207144637816363,B,-128.11779639083386,0
Married,36-50,61,Yes,37.82334113820966,-64.68977964428835,-158.20675696905317,-200.94516354866272,A,-32.878220726267024,-21.936635364198033,A,-8.41693605899501,1
Married,18-25,42,Veteran,-112.7296732109886,-65.58995642243363,173.04354770153702,-58.24701525047187,D,57.995444620404925,64.44188831326527,C,109.3853859661287,1
Widowed,18-25,68,Veteran,-141.7609251852349,-110.8467973755561,28.764094791503624,72.6350865431414,D,139.00794113091868,-136.90762959905157,D,-93.12367789770802,0
Divorced,18-25,72,No,85.85738528771607,-34.188427367273555,-39.44480426052314,10.01804875513874,D,35.54256545595312,-256.27942849781374,C,-108.20837140673467,1
Widowed,36-50,19,Yes,-92.09131944375514,234.65303331299796,-8.325565292948689,-48.518254157009835,B,-71.86855502382747,-87.37699493829983,D,-95.12310929950742,0
Married,26-35,18,Non-Veteran,-30.852187125251845,178.27041533130284,-168.14239631129726,-24.956571359773427,D,48.68435356051213,-174.62958757374602,C,-26.378645463566297,1
Single,51-65,38,Non-Veteran,43.0265509437476,-43.37632156401709,56.89697939030265,202.28022475194973,B,-157.534202173262,112.74041223747997,C,-48.59351100088187,0
Divorced,26-35,23,No,16.419791647055973,160.31261033083135,-60.64910052652775,-46.28093173404639,C,-78.47775195540719,-78.49970422433428,A,168.51209903666017,0
Divorced,26-35,77,No,15.271147719254904,-177.29589372272085,-17.84515540486539,-210.25026138045558,D,118.69611899788362,-116.09480014039401,C,-10.250477470235666,1
Divorced,36-50,33,Veteran,109.93693371479011,-16.869022414370956,-84.84073244544524,95.82457734520577,D,-26.175766155880787,39.05814476097335,B,238.6673646441117,1
Divorced,65+,29,Yes,97.75390825542824,-11.220976106163757,2.155753984963859,33.60196419530253,B,-110.23333324787532,-98.0831369222964,E,80.52680841022396,1
Divorced,65+,72,Non-Veteran,-18.760850141894707,174.73727759617904,-33.118341708333794,17.891042639616593,A,18.365643615301046,99.7417859142464,E,-106.13688640068229,1
Married,18-25,39,Non-Veteran,-38.78038657413719,-29.11312803627128,-19.537019101575158,54.29697625920653,C,-37.717088726144695,-96.65454338385092,B,-108.56670589322826,1
Widowed,36-50,65,Veteran,-6.964848155568899,-42.94730701284733,-124.86061687254491,62.800796597108096,D,175.6605654781917,47.93800492475858,E,-73.93888192584627,1
Married,65+,28,Non-Veteran,169.72779839891555,-86.02510384689076,165.495143272961,122.53791751343269,A,45.33584803173416,-89.65324643898555,D,-85.99653270792619,0
Married,18-25,63,Yes,-16.46233414627823,2.139561769599127,0.21995276978640207,-34.96457219932765,B,10.75891864273204,91.57968552717294,E,-77.24327436739486,1
Married,26-35,30,No,85.57681071540993,51.45527989354306,-146.67662405685664,-10.10874919964949,A,174.15515939536036,181.65373416486443,E,-21.11697116614105,0
