handicap,age_range,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Yes,65+,33,182.38915510147822,B,47.58684642440752,B,-70.1898852274746,-25.68730751465514,C,C,C,155.62121226584583,0
Yes,26-35,18,80.4443634501779,D,22.39120199887872,E,-29.97922494828189,41.121322608635445,C,D,B,-58.44553590728281,1
Both,26-35,68,103.87684453818929,D,238.6326001493488,B,132.59236956349895,-96.40367348197393,B,B,C,-68.1712051505238,0
Mental,18-25,44,-52.02116860352827,D,-51.53114817718149,D,-117.02354788822291,-120.6548161470102,A,A,C,-30.951486401472962,0
Physical,65+,30,-213.1920958290003,B,46.645250571688024,C,-161.13747764523833,-47.59944297626236,E,E,A,-38.222184618868674,1
Both,18-25,19,-48.69677276048384,D,156.4989450055522,E,11.41970604524797,98.5773188463455,E,D,A,111.30577607594745,1
No,18-25,71,-10.670346421618332,A,118.40011339536214,A,-80.67658220598094,295.55959593418044,B,E,E,-108.324746271504,1
Physical,51-65,25,-92.05289471834183,E,287.7164347347643,A,139.01816064528617,-1.9625788706628142,D,A,D,-70.90486579305957,0
Mental,51-65,42,10.805235000653585,D,92.08407457599826,A,-81.85643857111133,204.92857504110287,B,C,A,-2.9330992642105027,0
No,26-35,63,-152.9510257758904,C,-41.31902582258283,E,-57.024798098587716,-98.1210147333367,C,D,B,84.49929505841003,1
No,18-25,54,43.6865082192383,E,-63.03969128654725,C,-109.32450700771497,22.723367780692442,D,A,A,-30.173744847820316,1
No,36-50,37,-121.32416023426995,A,-103.51452669532387,D,-29.211039903583107,-74.00206971774269,A,E,B,9.766857184085193,1
Physical,18-25,71,109.04373488788697,D,-91.50730063141782,E,-33.81640740010871,-58.965339035032,D,E,B,174.98216900475438,1
Mental,36-50,23,147.55581278151516,C,-126.66853819343564,E,112.90108002033212,-158.92601929948395,B,C,C,59.43423470224132,1
No,18-25,65,0.4000410588304862,C,199.82139778982895,C,64.96361773513735,77.81965613347884,A,A,B,46.28366510460912,1
None,18-25,28,147.63335725000152,D,-10.72135739726456,D,48.40127987976201,-12.626209821149834,B,C,B,8.2155643265188,1
Physical,36-50,63,-85.29607290672729,B,-103.03750550491473,A,56.870807130619184,-36.44086748036058,B,A,A,-21.976495539957483,1
Mental,36-50,29,76.08140843133363,B,-83.22782217610924,E,9.608129238659373,4.051658592347143,D,C,A,-109.78150271328263,0
Mental,26-35,33,-118.02878047969966,C,109.2267135421299,C,-137.3184472524957,-31.333879189062603,B,D,E,123.23708264013977,1
None,26-35,49,1.6147929502942484,C,52.54146542300311,C,121.13033275724247,-184.88647856913397,C,D,E,-47.025981350428495,0
Physical,26-35,57,5.095552255578593,C,86.28074801663703,D,19.265989892469623,-170.66950631567934,A,C,C,104.43074509840078,1
None,18-25,56,-166.69090017333593,E,-66.8119585314279,D,-72.80048340235595,25.788379275557062,C,C,B,59.85970117531658,0
Both,51-65,43,32.839770026073886,D,-18.535624707621057,C,-9.92175374449952,-46.48210935283649,D,E,B,108.49431951191329,1
Mental,18-25,78,36.73765348145929,A,35.746177568996956,D,240.6180220522458,-11.337591393350126,E,E,A,-108.7806771531225,0
No,51-65,35,-11.782437721174025,B,20.033356736618853,C,-106.705697662,101.8101732223285,B,A,C,-59.59260400097719,0
Physical,26-35,40,-20.239774330308883,C,-10.837536116589241,B,-153.60669991088255,12.555709231837431,D,C,A,144.5337491098877,0
None,51-65,47,31.749977057236638,D,182.41326685088794,B,-212.41958685152787,22.435635688175378,E,B,B,-86.7143258961845,0
No,18-25,75,-175.6171665512544,D,30.34275044177222,C,-100.95664458449245,-155.9389659454073,C,C,C,157.0586747533329,1
Yes,18-25,20,66.68615450069227,E,42.42043991485876,A,-77.34373478294654,42.259008869795586,E,B,E,193.65359614969242,0
Yes,18-25,75,-27.08186635186311,A,-92.12553254399938,C,-157.02785060737614,-114.03603887236267,D,C,B,-140.6619857783455,0
Physical,18-25,36,7.224345876018981,A,-74.97035794008231,D,171.50424748275864,-10.12897434309908,D,D,C,-85.18619060757635,0
Both,51-65,62,-32.21475914886031,B,-26.763367643393686,C,-169.47478463592262,-95.0241092448574,A,D,C,-165.10122265121936,0
Yes,18-25,29,-131.29598714998437,E,-60.59122469428976,A,29.6633236387286,26.603229708344813,E,B,D,89.281518752681,0
No,26-35,24,-59.10164245914093,C,8.28583220686822,E,5.551449856821115,-118.72329495397544,E,D,E,-22.531108972178988,0
Mental,65+,68,-65.60459041547333,D,341.97867379878926,A,1.7998765883125747,-32.76411194501181,A,A,C,-11.030036623040715,1
Physical,36-50,19,-105.37345711122103,D,75.95316910946957,E,-133.97059536771792,57.815000955948236,E,A,A,-158.3635747000822,0
Physical,18-25,55,-133.48146100534424,A,25.500558693676535,E,-1.733290262811523,12.533176023321344,A,A,C,1.9035445707791037,0
None,65+,58,108.2800281054728,A,80.12260915563274,A,50.11568849608029,-11.078322831283247,D,E,E,-5.029465077885425,0
Mental,18-25,50,204.9280369061234,A,25.42855701094449,C,-206.9629081506864,17.549870361770076,E,D,D,-67.5150962507542,0
No,18-25,38,-63.65649242643413,B,17.86063887060799,D,-107.1927475043289,-65.99145220030493,E,C,D,-33.427205589720934,1
No,51-65,53,-4.290355789576228,A,171.18814434692072,B,-49.55549092642727,-67.09590109828709,B,C,B,-107.1080420301014,0
None,26-35,25,168.37342060004826,B,-7.918904004121232,C,-127.58681832249287,130.89403899328224,B,E,A,83.26601384364334,1
Physical,26-35,64,-50.17640237527321,E,64.91627232399318,A,-1.4997835041731082,57.65757940346413,B,C,A,9.978246528872797,1
Both,36-50,70,-28.005546777875555,C,156.63934809297498,C,152.339879759788,-110.24367072688739,C,E,E,213.67844165290134,1
Physical,18-25,59,-125.33645545256135,A,-41.81188203716845,B,-47.26959920306606,93.42039751623994,C,C,D,112.12487911783138,0
Mental,18-25,71,-254.1979565677838,E,-16.829615312651345,B,-35.09673621580495,-88.92122897140877,A,D,B,-132.24466101990527,1
None,36-50,65,15.418873669378652,B,167.68241143397674,C,-47.95767272192917,43.95371357905148,E,E,C,87.67995960650009,1
Both,26-35,79,-88.27659462185282,D,-53.14263220935739,E,153.38406706861005,84.6621745037519,A,B,B,0.6322943912791767,0
Yes,65+,40,96.37623220501146,E,123.48921613316473,C,53.022824199742125,-146.96759184558456,E,B,C,-50.12169663264946,0
Yes,26-35,37,41.61915948827989,A,155.75522039655846,A,-185.25491607391095,92.52841727612417,D,C,D,-34.12842337916058,0
No,26-35,19,-173.3036503197803,B,168.441333927438,A,56.64313295014545,-21.919371147925983,A,A,D,12.370178721719814,0
No,36-50,54,-16.219203135319017,C,-101.71181363132524,C,31.950860002575943,-131.80891022337866,A,B,C,-119.82210550834537,1
No,26-35,51,-3.729240505261068,D,41.289785256652515,C,-69.62661271904005,-104.07927227597665,D,B,C,-197.57668946785353,1
Both,51-65,59,-19.29990073571538,A,-14.918346682183692,E,151.36720944981337,1.5651931747026702,C,B,E,128.74758632439932,1
Yes,26-35,37,6.327679116872654,C,142.98216422788155,D,49.73280049148365,-50.58561463713486,C,B,C,-92.18140141161827,0
Yes,51-65,29,81.43976052419599,B,6.748124336637922,C,-70.85192032120572,-53.99591996250752,B,D,D,-39.494063686995545,0
Mental,18-25,56,52.46997900029973,A,-67.42841408799195,E,63.13766275132539,138.42883740210453,C,B,D,7.467466976038742,0
No,65+,60,-116.4838168041641,D,326.085643054527,B,-126.81515963643979,-59.14226075793722,D,E,E,135.47401240303148,1
Physical,36-50,66,125.21384164890827,B,158.15462393023378,C,19.721255599680642,105.9747114579979,D,E,E,37.054649444548474,0
Both,18-25,75,111.58146438282827,A,-29.659863869617702,C,75.95317591013163,58.32370535620765,A,A,B,137.95978450840957,0
None,36-50,43,-38.92519531489972,D,49.48360486765784,B,212.25445458686713,-21.90237139408263,D,D,E,98.49996311610425,1
Mental,18-25,28,-5.559591825113665,E,94.3357593882278,E,130.76051236570768,11.583703287250339,C,E,E,-8.20211966770364,0
Yes,26-35,37,-4.842766817523633,C,-62.264062182267445,B,60.1728883693835,-81.96875777725164,A,C,B,-205.44930868537833,0
Physical,26-35,75,-24.832071413293093,E,-102.6787197391975,D,-43.892852359535276,15.337421240047272,C,D,D,-106.2054339387529,0
Physical,26-35,32,102.84193380121462,B,267.3542729701131,A,132.97231967892205,158.76280423005383,D,D,D,-83.7144489859623,0
Yes,26-35,72,-53.645027695864755,B,-132.6196147712162,C,-68.61514565342209,-26.3756404786719,C,A,D,-40.537746296146295,0
Physical,65+,28,-17.830687522553276,D,45.36550361570413,D,-20.658298636057147,138.5150762354862,D,D,C,-110.72537255671944,1
Mental,26-35,79,-158.52776023965828,C,-198.55774696607685,D,-79.8168389331059,56.40800212948712,D,A,E,54.200033875570675,0
Mental,51-65,76,19.415132568381097,C,-29.154120733736775,B,163.64524422941443,-106.90800362264727,B,B,C,-50.19664855470888,0
Mental,36-50,32,-141.40189173448363,A,-114.32045351688448,E,-74.08153055225038,24.69123340763664,E,E,A,212.61287218149576,1
Physical,65+,20,47.423923826366696,B,18.666664061910556,D,-113.5382220279053,-88.70356218727495,E,E,B,-97.12140543916327,0
No,65+,53,4.694132998116851,D,95.37593638135,A,-266.7142890478456,0.8576930626057482,D,E,E,32.048293748419624,0
Yes,26-35,23,8.026876767086037,A,-32.98433540559152,A,48.16088377909986,66.33788505494151,A,E,B,-53.68783606364714,1
Both,26-35,56,19.957589756845866,A,100.15048604260714,A,-11.494449094687429,30.97244789453026,C,B,C,57.46096991049308,1
None,36-50,40,-34.81303074365398,C,-74.85574073925434,B,49.08904146028748,-85.76153621036168,A,C,C,-17.471080903548614,0
No,51-65,73,-27.597395764174077,A,113.72789385484559,D,135.19268050485118,34.69549762556126,D,E,C,-26.48104807269838,1
Physical,51-65,20,89.67808641240413,D,83.49895304141283,D,47.74504071360045,-216.20319589684144,B,A,B,-20.45552224988868,0
Physical,18-25,51,47.88623493374879,B,121.11981659756708,E,-163.12480756527347,-37.98048974173806,C,D,B,51.925045826957394,1
None,36-50,46,-15.263089700779581,E,6.894508719524257,C,-69.90970587859873,140.90150357611714,B,A,C,-62.54384907771093,1
Yes,36-50,65,90.68253259628045,E,37.88445885923887,D,-52.06518025881645,128.02715420846874,C,E,A,-95.33875370558063,0
No,18-25,75,-58.42050663311995,A,-17.333005983363115,D,102.77740232019343,42.554267463745155,B,D,A,58.065547202923796,1
Physical,65+,69,-49.21745710429802,A,-141.9093126294981,B,-215.22446550573747,-12.284485852251402,B,B,E,27.85888436757328,0
Physical,51-65,63,131.4047240007818,E,103.45223933855372,D,-98.70796555257255,24.83367698242588,E,A,E,-180.92562851919155,1
Both,36-50,76,-44.698272708771086,D,54.30690166638939,A,-106.78983325070293,107.50481945019614,A,C,A,-28.01975134173159,0
No,26-35,20,-138.3225993404261,A,108.10025017369982,A,84.54148062989735,-18.6330570785372,A,E,B,70.02617519685572,0
No,26-35,64,-72.78278057326175,A,112.50147831917295,E,-9.634268814235861,67.22976932380178,A,D,B,-41.928813463406215,1
Both,36-50,41,-162.14067735725115,E,-42.00702280794642,A,123.35765224838964,41.51976838423783,C,B,C,-67.40524354016443,1
Physical,36-50,47,-136.46877360494324,E,199.4848884372378,D,-86.89351316377515,69.82368874676419,D,E,D,-38.51578505433913,0
Mental,65+,56,-185.44179122892302,C,-120.79567759371852,B,-126.13203623412655,142.7473849969617,A,A,A,-133.2282115961707,0
No,26-35,48,129.2766230372558,E,-65.53105191116065,A,47.55562086715601,69.53532970691639,A,C,E,97.22023658056993,0
Yes,26-35,66,-48.61293379287777,B,185.70077835307646,B,187.69720039075125,50.373519545849845,D,D,C,125.47728120094861,0
None,51-65,41,-122.51740532903112,B,93.82512450743283,A,-88.059922216449,81.03166166430356,E,B,E,-70.4381263370415,0
Mental,36-50,70,150.95582890396645,C,101.99515581535037,A,186.60986130420963,-35.015770213101526,D,D,E,-106.90973278367093,0
Mental,51-65,24,-56.9689662179134,A,-49.64239527351503,D,-3.906278307248787,-224.60239054774135,A,D,E,-101.64650640991243,1
Physical,18-25,74,108.01182700743006,B,9.441764144800848,E,-107.43645013418121,-56.80672965804858,D,B,E,82.41177250655187,0
Yes,36-50,26,28.017482660741997,E,-71.76646957707693,B,52.219272114030815,59.0951962741276,E,C,D,9.026129139556275,0
Mental,36-50,45,15.809909810263756,A,-105.85143920704236,A,126.97468356765063,-11.375010702291224,D,C,B,-64.09781252633876,0
No,26-35,19,-34.54255154963104,C,13.287825557185668,E,-55.895080222429804,154.53095716764184,A,E,A,-54.110888850097375,1
No,65+,38,107.5276720451906,E,-211.92405420563628,D,46.71828004820105,-183.4893223268736,E,B,B,-122.96963518655397,1
Yes,65+,64,132.73255819939143,A,102.54269110627239,A,-86.04999964032848,-175.69234332129056,A,B,E,6.387128095439272,1
Both,65+,66,36.96697904909364,D,81.69819704131234,C,0.3845823604795865,-86.65561611953251,D,D,E,-143.66608769956878,1
Both,18-25,68,62.94264521826922,B,9.725478153180198,A,118.53509008553846,-63.51257518180816,E,B,B,-36.14156987514809,1
Yes,65+,48,44.49061124480448,A,61.26305288033915,A,-26.886131221358777,87.53474041160021,C,E,B,-116.91194583689293,1
Mental,51-65,32,-35.1281737834443,B,-26.68330313368307,C,-26.3883268223084,136.7398722689557,E,C,B,-78.74394944843138,1
None,51-65,20,-52.535733016650276,D,-4.227204438618385,B,-57.851428296772745,18.813212942143508,B,D,A,-51.13707980191761,0
None,36-50,72,-151.7209611667607,D,13.560450548140299,E,106.02592687597274,8.83003699062562,A,B,B,54.58365042877298,1
No,65+,52,144.88641780638596,C,-75.32411025796576,B,3.362875170306462,52.75406948299729,C,B,A,-37.23084737920795,0
Both,65+,52,-1.1789296040165982,D,-45.82467883655299,C,-100.95396968877914,-2.7155360624827365,A,B,B,180.1067827683931,0
No,36-50,31,236.71314451402185,C,0.07037790321588538,A,-141.9399053519388,16.992391967331734,B,E,B,54.94984269980089,1
Mental,18-25,50,-53.13450264437994,B,86.24091352872787,B,-93.45819543334264,-82.87182290786905,B,B,A,86.82379441563609,0
Physical,18-25,76,12.14877359504357,A,-45.18473810952278,E,-106.7621020954358,-97.02442726288992,C,E,A,-40.69388424446551,1
Both,36-50,44,197.99859973364698,D,-3.2342736742148483,B,92.41674224969786,99.90480171309841,C,B,B,45.431643482235415,1
None,26-35,34,-0.16771994019865677,B,-152.0783247853752,E,52.94243044322145,-44.78781891690458,B,A,C,152.3698327885301,1
Mental,36-50,48,-35.518426430136365,E,-167.83334519726606,C,-137.78982220073252,135.3564775937674,D,B,B,153.22339768153174,1
Mental,51-65,75,131.61660547502402,E,-10.900084692754204,A,-7.775643856486228,-117.24595013022505,A,E,C,18.522509440684914,1
Physical,51-65,50,-177.70765144960373,B,13.225506415208226,C,66.48460384277729,-34.437962288340394,E,E,B,-98.23015436738946,0
None,36-50,34,9.885751522017829,E,-231.85388884445422,C,-183.1223822632652,22.03342813728795,B,A,A,-136.460478953309,0
No,26-35,31,-80.59907434419536,C,-194.60073664189028,A,-18.788987514738142,-41.017666009552826,B,E,A,45.04694225434887,1
Both,18-25,44,-18.078824833302825,C,-185.4837531634141,E,-25.445044398517503,164.49929463282697,D,C,E,51.11924008249274,1
Yes,51-65,42,-61.35931421893173,D,-73.03015454832173,C,-49.61964204404166,18.433558173876527,D,C,A,38.954848259319455,0
Yes,26-35,69,-63.70441639049975,E,60.41185613157574,B,-128.27742157882577,-53.639876681724616,C,A,B,-101.98264154449272,1
Yes,51-65,63,-126.04544007854737,B,-22.297560900342482,B,2.9126625120042307,134.00961147601765,E,E,C,10.192759687319551,1
Mental,18-25,18,-71.03417005739581,C,-113.36719757537175,C,-22.439249436094226,-39.74704519111854,C,E,B,-87.50565637000905,0
Physical,36-50,50,-106.59007010240835,B,31.529652446094207,C,121.82631325780682,17.00358602454832,D,E,D,28.94003880714958,0
Physical,26-35,27,26.166586139568658,E,-32.3935275281665,D,19.81504015432749,68.39509595668397,D,D,D,158.46634160643114,0
Yes,26-35,26,63.00026916614242,A,256.2191251361094,B,-31.393154099328946,-3.8162736801996644,D,A,D,-58.15344064974467,0
Physical,36-50,27,88.88183001069316,E,28.150574538174645,E,36.84378074310281,87.20127267432557,D,E,D,91.22354656314647,1
No,36-50,32,-125.92501786716348,C,181.10310758531978,B,40.35753190738677,123.55692203997228,C,D,E,-59.21805798212034,0
No,18-25,38,46.96688267048158,A,-68.44360999812949,C,152.11748398274273,51.40915673838066,A,D,E,-21.28923897249925,0
Physical,65+,77,-97.26034647448132,A,25.82633857524857,A,-59.72530033815969,95.45142640054539,C,D,D,-209.1537695027001,1
None,18-25,29,-24.449029404186863,D,70.89563677268733,B,83.86994349378716,-200.32898088861893,B,B,E,-49.21303493468745,0
Physical,18-25,32,-31.220576893772083,D,51.53888700553865,B,219.14916979412817,-84.1458125200398,D,B,D,13.554357422146488,0
Physical,65+,33,-193.96079834167557,D,-19.609418997829305,B,-196.63247602667712,4.426384839137804,E,C,C,-81.84137316727855,1
Mental,65+,70,-69.25688452218138,B,-32.16183220743824,A,-252.9044493900161,-211.75899036139555,C,B,A,41.47000964246673,0
Physical,26-35,74,-29.41382194442848,E,-131.14993542460164,D,-116.53038901493846,-113.46437574521129,B,B,D,-35.59761218599279,1
Mental,65+,54,-18.871170282535182,A,-40.287053764694754,D,-52.474476932751244,-95.16472839723043,C,A,E,25.341846490453758,0
No,51-65,36,-34.17335703780707,D,-161.66082337302035,A,-79.2225773867283,-1.8503910567921378,B,C,A,27.55573035979861,0
Mental,26-35,38,-107.90112051750937,B,25.352634797678498,B,-78.47369765259575,-33.5439339426665,B,C,C,30.390046199924715,1
Physical,18-25,63,101.85372003533134,A,29.41901950024331,B,-103.19037351539863,-82.76896941060065,E,C,A,16.52001802297312,1
None,65+,37,49.27246297467317,E,-82.70750934544874,A,-48.515374618128135,138.99744370604878,D,C,A,10.407539975395274,1
Yes,26-35,63,-25.1596363043727,D,-105.18702443379972,B,-226.29547938558673,-177.25480047546233,E,B,A,-180.4060629699911,0
Yes,36-50,41,-17.95079961108177,E,137.90916790963715,C,-95.64617976632047,-131.1453028965727,E,C,A,118.30949350101136,0
Physical,26-35,41,94.16448614492467,B,129.54559903402364,B,158.50165633997185,-81.26241532191536,C,E,D,-58.37233795676169,0
Mental,26-35,68,-17.07670268980954,A,-95.78170504383681,D,0.5291372871196824,-59.712007964368865,D,A,B,-7.679122232677053,1
Mental,18-25,60,-6.08873486987254,E,126.77192620007523,E,-121.4328790966376,-169.17359876965895,E,D,E,-107.03479801189151,0
Mental,51-65,33,204.42932711253837,E,31.363533702897193,D,25.454862203394317,-60.03499540160847,D,E,A,8.222999456445065,0
Mental,51-65,70,91.93937513450307,B,129.25620402847002,D,42.58022080787398,-95.81401527928348,D,E,B,-18.705853354246557,0
Yes,18-25,79,-63.89135771915725,C,-77.00927309610854,C,168.14247341654755,-115.89950411369787,A,A,B,9.808625776055653,0
Yes,51-65,75,108.1598653959203,B,-68.94818958346201,E,13.157305846248201,-10.915641396435081,E,B,A,-43.57096993496341,1
Yes,26-35,77,56.469313679910925,C,-24.80979943235267,C,-38.33679177232974,52.197083715322215,B,A,D,45.058472399096146,0
Physical,65+,56,-11.20513818395552,C,-20.49080438320468,E,-78.1443221381309,6.248819618837097,A,C,B,-126.33829215756629,0
Both,18-25,25,48.00848121993112,C,-86.6044870592819,C,-7.141570641434848,173.44210951384204,C,B,A,94.40256139105584,1
Mental,65+,72,-2.572150168125436,C,-38.116022660089854,C,21.848962242762436,34.114394346893306,D,C,E,-98.60957745977719,1
None,65+,62,-122.62141158834736,D,-41.183392183814874,D,7.264480752163462,19.456534922321577,C,D,D,-61.25899528162674,1
Both,36-50,33,123.9105341303809,B,-92.5994382719875,E,-35.228115968261605,32.88835179116981,B,A,E,20.39773767346008,0
Mental,36-50,28,63.32639571140389,B,6.560616887555317,A,87.89750743920537,-104.72626298323587,D,D,B,-94.02865132607307,0
No,51-65,68,76.3978810096241,B,-30.54256366638026,C,-89.27183410968932,17.224551110950774,C,E,E,-90.01739036903373,1
Both,36-50,46,-25.221839279972112,A,266.97608029638025,E,-242.6175612086589,49.11274914144507,D,B,B,-47.67302294909925,0
Both,36-50,58,8.942005670405475,E,-213.85301350682005,E,92.6369987329697,37.18829076950353,A,A,A,35.17931695275871,0
None,18-25,38,-83.57993052554946,E,-18.094126802677266,E,92.17673776129591,-75.41937852077021,E,C,B,-151.27791855286418,1
Physical,26-35,68,-43.2276228923523,E,-21.2335136941319,A,96.65983712779008,123.80401966126115,D,D,C,-79.30660164412619,1
Yes,65+,67,-111.82825873719733,D,-85.88972168855429,D,-88.86308801609859,44.938645285372516,A,C,C,-43.94076574304148,0
Yes,18-25,58,-10.215899541987664,B,99.49561004949518,C,-42.85552631151586,-43.82983472104306,E,B,A,128.57708087387812,0
No,65+,69,1.8600063850416675,E,45.36329452406754,D,15.416902067924646,-154.05432975432765,E,A,E,-167.65169089373592,1
Mental,51-65,75,-3.972920244167392,B,232.03775419500178,A,96.3056332567917,-18.801968955208125,D,B,D,-17.789717223490996,0
Both,65+,31,174.50728309874918,D,31.7643540944474,D,-97.02887639211738,-20.3899196885368,E,C,D,26.369630529863862,1
Both,36-50,59,138.72560110566218,A,54.32161997383479,D,4.0937645360427375,-165.4470670832723,D,A,A,-51.167305908690565,0
Yes,18-25,63,-113.70677670553991,A,-164.83674696811585,E,95.93202537603965,61.084899871391606,E,B,B,-94.87337739796747,0
No,36-50,65,-114.39481106526065,A,-4.0600496158374755,C,10.617764672435207,65.90151794678887,A,A,B,13.366143784154334,1
Both,36-50,77,78.6092307766586,C,-69.11705729410743,D,-89.82375201086695,189.97032053530444,E,C,D,109.19538141527016,0
Both,26-35,36,-50.44034705971494,C,-157.04169578925377,D,-3.044089536369742,-284.95014252061276,B,D,D,-12.867520861935509,0
Yes,26-35,62,3.099167019987215,D,-10.655107233894388,B,-44.35195127315906,21.9888956097385,D,E,C,-71.37521087416032,1
No,26-35,36,7.747118571494685,B,-139.99354543083388,B,-4.221745940644099,35.29905381419493,D,C,D,-92.36501241342413,1
Both,51-65,71,114.39271004185171,D,55.90373917570952,A,44.39368501390565,-32.89617604275117,C,B,A,-124.01284894879237,0
Yes,18-25,71,-193.64851277798655,C,-42.0773458657893,A,48.926893588717334,108.13942705450937,C,E,A,2.1134920490288667,1
No,36-50,63,214.84500701318484,C,-108.66653151508523,B,120.7165888388733,-118.02286836109808,E,E,C,-36.55268273670493,0
Mental,36-50,32,-2.7359823704031565,A,-6.377068611833797,D,-50.45328743158203,146.1429905556791,A,E,C,-12.299815744797852,0
Both,65+,44,-124.648735817999,A,159.50208019226227,C,-112.33529717987898,6.874567951669702,B,D,D,107.58914034736344,0
None,26-35,54,15.94958926701249,D,26.113313058134928,E,91.453954897713,-133.6822283114512,D,D,B,-162.71387704695837,0
No,26-35,35,103.71072792853036,A,55.190867710883495,D,155.9853082017112,106.71793238125082,E,D,A,-32.916727435819396,0
Physical,36-50,64,55.26135552896763,D,48.41496040662419,D,4.614475409564676,0.16377411665028185,A,E,D,95.05630719588284,0
None,51-65,44,39.25210495996957,A,62.2297407791514,A,-35.479853108075325,120.18969390229866,E,B,B,78.90752778874698,0
None,65+,55,74.84050632058324,B,-133.1025336716465,B,-48.306281514265855,52.59043656859785,A,C,B,-30.93243732324605,0
Yes,18-25,76,76.65504236930293,E,3.319829957569388,B,-134.65610969205554,10.518383043539236,C,A,E,138.34378026502853,0
Mental,36-50,32,26.170836756151356,B,77.52831502800339,C,122.45205548445173,-26.589465277211268,E,B,A,72.96223337339647,0
Physical,18-25,73,-175.8207837685509,E,-34.7283023130292,B,-111.16994174593577,-100.20698880331582,A,A,B,75.27906674054165,1
Mental,51-65,26,267.70749926767337,A,211.6226079545473,B,14.166390577608764,193.1658464604466,B,A,E,-112.07964632900318,0
None,65+,64,88.8041546888239,E,-85.7249869910607,A,-44.84039922548419,42.88759927767977,B,C,D,30.848865394133394,0
Physical,18-25,78,72.02903651486172,E,160.5712944552533,E,-28.812935179437204,-12.843618708651736,C,C,D,103.71719961348411,0
Mental,18-25,65,14.63806750034725,E,50.759069427096215,B,-2.173532686694946,-56.39544903843176,B,A,E,-86.46392203140634,0
Mental,65+,59,6.677313801507023,A,65.48167510466773,E,156.36785643689,-125.29497482587635,D,D,A,55.75493927937944,1
Yes,51-65,30,103.56039985851702,D,-65.75722723994585,D,-5.107568669409123,11.084479830432555,E,C,B,-253.65637051922576,1
Both,26-35,77,148.10945565844818,E,120.98886783482837,E,-74.82659257494149,-133.1819245260903,D,E,D,-56.358160134341325,1
None,18-25,21,-52.6460892848958,D,63.81937134118206,B,31.067332276278414,97.99969464601877,A,B,A,-23.66578780080105,0
Physical,36-50,63,100.10264440579941,D,116.79332693269954,A,113.95869861365382,18.32050373861006,A,C,D,-117.40610057726799,0
Mental,18-25,71,-41.96947922422204,E,28.248551014193524,A,-66.36619908521966,-164.01858451044922,D,D,D,36.4605926854499,1
Mental,18-25,43,-124.39216092125245,E,-116.65231233780385,E,179.9256301786117,147.51947421407598,E,C,D,-13.527500601525979,0
None,51-65,74,-113.77403355210065,A,161.5865638666619,A,47.85112897300163,-93.10876464024747,A,B,D,42.01281497174542,0
Mental,18-25,32,5.515939672797083,B,-56.5363589868724,E,-39.618994074525645,26.20668548489459,E,A,D,63.49771213113837,0
Mental,51-65,38,-84.04570455296704,C,50.77440690066267,B,-32.185361236912534,-20.162388303369543,D,D,A,110.613397523248,1
Both,36-50,44,-6.615513091534251,B,26.585068019612617,E,-33.077031917059394,59.685426347377025,C,B,B,212.3833738749971,1
Physical,18-25,53,-71.94861763152967,C,-86.47695264694147,C,31.56743311365237,53.30212555209177,B,C,C,-3.295674964185513,0
No,36-50,61,-10.767594507743958,C,-52.18641285016782,D,-69.77731739493576,15.88136478853405,B,C,A,-116.03875244563928,1
None,26-35,25,6.289194060152828,C,7.910348948273203,B,24.234790767709917,37.718741623854065,B,B,E,-103.19632990878962,1
Both,65+,60,-10.166155542619128,A,54.8641331404844,E,-80.60670090638341,83.82976185121159,A,C,A,6.184270716133952,1
No,26-35,69,-86.5820731494204,A,-109.85514918735608,A,61.38732912321634,-58.60305643327067,D,B,B,-119.82211791534087,1
Both,36-50,18,31.293370901532185,A,-80.0586937985675,C,40.37870300510512,124.08057299158091,D,A,C,45.020097044894136,1
No,65+,42,-69.72161369160295,B,8.830464648496935,D,-175.49038097819675,12.46796779305025,C,A,D,68.84084773146859,0
No,36-50,18,-14.715581220323928,C,66.34569661436653,D,-41.82146613749133,-91.2821384798994,B,E,A,16.659443279776674,0
Physical,51-65,45,114.89716180622769,C,133.77966481337933,E,122.38560405419196,-3.413004637635724,E,C,E,-76.30178143801139,0
Mental,18-25,47,-31.751486310415345,E,-75.05640543730141,C,-133.52843566660374,-57.75846154062245,A,E,E,-127.91234299416044,1
Mental,18-25,67,-49.32005321988765,B,-142.96946271200207,C,-76.59821080105256,-53.855193257883684,C,E,A,44.44839615237218,1
Yes,65+,58,47.16012314577276,E,131.0761009757596,B,64.45747857324747,12.485290514200512,E,D,E,-139.8126473457751,0
No,26-35,53,-131.03412241722805,A,103.58270697418186,B,68.43365736164621,-176.28994228722448,C,A,D,54.94642880386452,0
Mental,36-50,35,4.543690684096894,D,-237.95722788317622,E,-1.559640370914954,107.93047671301692,B,C,B,-141.18465755605854,0
No,51-65,25,-73.84763405260792,C,51.597761862955075,D,-52.44519594712137,-32.2064970226522,C,A,E,52.51178499385036,1
No,65+,43,-51.04935433501322,B,-84.40558161894639,D,-36.223464198020075,-32.73889060221613,A,C,A,-73.93751004266556,0
None,18-25,32,120.71908536185903,A,154.48568227366263,D,-68.56023685562367,-55.90175017033674,B,D,C,-44.17257539857731,1
