country,sexuality,Race,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Mexico,Homosexual,Asian,26,-26.410644007888965,E,103.43653982207553,-139.06569724080418,C,A,A,C,D,D,C,-42.064106194627,0
Mexico,Bisexual,African American,22,129.22947848258585,D,-82.82287134338243,-13.664903676109317,C,E,C,D,E,C,D,-58.30708902143114,1
Brazil,Other,Other,49,-75.55136024919433,E,57.94379624418616,-59.57541681899713,C,B,E,A,D,E,D,-161.35224322429508,0
Mexico,Bisexual,Asian,67,-155.2067177525748,D,119.88363084334117,27.40186011162048,B,B,C,E,D,B,E,-94.36113663232486,0
UK,Heterosexual,White,41,-203.19751034756584,A,-84.91682385371028,141.70941284909938,E,D,E,E,D,A,D,-72.88484479516246,0
Germany,Heterosexual,Hispanic,20,43.92671590155997,E,-41.565170296119,6.469435706398742,C,E,C,C,C,E,A,52.65759074691718,0
India,Homosexual,Asian,53,76.04293126357034,B,44.21702596263563,66.94900558392442,E,E,C,C,B,B,D,-46.074654632292784,0
Mexico,Heterosexual,Black,31,-40.90631630830475,C,7.30725460384187,-34.19617941584207,D,E,B,C,A,C,B,51.41182157261886,1
US,Bisexual,Black,47,-214.21724458801043,B,-213.6497265999195,-23.764973089635983,A,E,C,E,D,C,E,-186.5490442174305,0
Other,Other,Black,79,166.31011772880672,B,-136.57283030503248,27.909832969805148,C,A,E,E,A,E,A,-11.291981435167454,0
UK,Bisexual,Black,80,144.7252191663548,E,-135.78435447158319,-41.385647596410436,E,A,C,B,A,B,B,32.69631974964536,0
Mexico,Other,Hispanic,85,47.58100328323324,C,-40.83164140727406,-46.42567970934127,E,D,D,B,B,E,D,48.55261898634491,1
India,Heterosexual,Hispanic,78,-317.2276397588776,A,6.021831665022097,-41.14640417549144,C,C,B,C,D,C,E,-170.3738168443617,0
Germany,Bisexual,White,41,-140.72183405672365,D,279.7234708702141,61.83586178729061,E,B,C,B,A,E,C,150.18132913160719,1
Other,Bisexual,Asian,23,-23.024947202645656,D,42.29761881186312,-94.11855497917334,C,D,C,E,B,B,E,-71.5759873262745,0
Germany,Other,African American,71,-56.879976695911,C,-18.900846999295123,134.02598406693932,A,D,A,E,B,C,E,66.81379642740619,1
China,Homosexual,Asian,32,20.57225681294731,E,24.240241734721213,73.69073921695525,E,D,D,A,E,C,D,-57.751963396849206,0
UK,Homosexual,Hispanic,81,-95.52473478537475,C,-127.56622260423345,98.04213408793798,A,D,B,A,E,B,E,23.64946185854054,1
Other,Bisexual,White,29,188.19207816069573,D,2.3037010280535277,-11.974325299343041,B,C,D,A,B,E,C,25.885382321628914,0
Other,Homosexual,Hispanic,34,-128.25904748370215,A,59.45879103336698,139.48020994104027,E,C,A,C,C,B,E,-101.27090861555818,0
Germany,Other,Black,78,93.6550824119572,C,-39.41490231251085,-87.25535273181497,D,D,A,D,C,A,C,28.811899162607276,1
Mexico,Heterosexual,Asian,87,-29.441022054419623,B,110.15094358822329,-78.0206533678181,D,C,B,C,E,A,D,-47.894222900314105,1
China,Heterosexual,Black,52,-109.78748306970598,D,-26.702146306965467,-199.85785144067464,A,A,A,C,A,D,A,-36.56201602535606,0
US,Heterosexual,White,54,156.46534669153397,E,86.81059684583006,66.91808275063244,D,C,D,B,A,B,E,71.11157514476623,0
Germany,Homosexual,African American,47,143.63812046209443,A,49.1292092375765,-5.539625078417873,E,D,A,A,D,E,D,96.10737198973213,0
UK,Homosexual,African American,77,213.40540668167483,A,-74.55804660032192,-8.415533406506118,C,E,D,B,B,B,C,27.668450676214366,1
Mexico,Bisexual,Hispanic,40,-101.30768839474274,A,-70.88148193284331,29.297691004581498,A,B,B,D,A,D,C,-101.51925464852857,1
China,Heterosexual,African American,24,9.800258142320839,A,28.47954431533838,-69.13726085467769,B,D,A,E,B,E,D,-0.1706512284509471,0
US,Heterosexual,African American,37,78.35724604790681,D,37.439040528349274,-152.44438162954174,C,A,D,B,B,A,C,-81.67672698894354,0
China,Heterosexual,Black,60,-17.427166124818275,C,200.7856654788478,-42.70636693499845,D,B,D,C,E,C,B,40.33311785932123,0
Mexico,Heterosexual,Hispanic,20,77.3530596384615,E,-2.5857359489363647,7.104945599731975,D,D,D,C,B,C,A,-169.06369113474193,1
Mexico,Other,Asian,42,66.27258281953496,B,-117.2848077034556,100.09909555255459,E,A,B,A,A,A,C,49.17906579472716,1
Other,Other,Other,90,14.032050230116495,C,76.9922759421091,66.77917321662584,D,D,D,B,B,D,C,-48.701784191014774,0
Other,Other,African American,32,24.00617192889729,B,104.67191515866475,15.050962458188913,E,A,E,C,E,B,E,29.030132352673583,1
Mexico,Other,Other,25,-127.49423069576034,E,85.3772715155435,8.57124375566951,E,B,A,C,D,E,B,-7.555262119622215,0
India,Heterosexual,Black,61,-150.17405798571653,E,27.038887612084295,-70.18802567745142,C,E,C,D,D,E,A,39.6815380245154,1
UK,Bisexual,African American,58,4.964951207612991,C,-178.67121254195658,46.12550170205256,B,E,D,C,C,E,D,-219.91247083104219,1
Brazil,Other,Black,78,3.7754054150020906,C,54.36079265836806,34.341879149962075,E,C,B,E,B,B,E,-25.64446681478071,0
Germany,Bisexual,African American,60,-93.26803282201978,E,155.33587468730917,-29.65704077331624,D,E,A,C,D,E,C,-20.585661825361917,0
India,Bisexual,Black,73,130.86341794081378,D,-9.387826520348504,98.78622099354833,E,E,B,E,C,C,C,54.76822203929537,1
Germany,Bisexual,Asian,99,-20.351968291825465,C,43.211153227663225,62.47481641129614,B,D,B,C,E,A,B,-8.937292221931605,0
US,Other,Black,50,61.2730565728184,C,98.72882627940282,189.0493494206702,B,E,D,A,E,D,B,-175.95877198888687,0
Brazil,Homosexual,White,38,105.89264051378295,D,-115.32967520057744,-41.3365111769867,A,E,C,E,C,D,E,66.892212967566,1
Germany,Bisexual,Other,32,-59.18969663866117,A,68.27969544143984,169.75416888933037,A,C,D,A,C,B,A,-88.95934965382409,1
Other,Heterosexual,Asian,84,-64.36141054376509,B,25.70366056339012,140.466151785346,B,C,C,C,A,C,E,31.029953883403415,1
Mexico,Homosexual,Hispanic,68,-37.827595783966416,C,178.92109573712952,88.77210993963052,C,D,A,B,D,E,C,66.23010322527702,0
US,Heterosexual,Black,21,4.107858730743604,B,115.89511158316364,13.322820292311329,B,A,E,B,B,C,E,105.35184535287038,0
Other,Homosexual,Asian,92,-2.342073766264514,A,204.2972782535535,115.76913996184004,B,A,E,A,E,B,D,10.317208958987687,0
Brazil,Bisexual,Hispanic,33,-30.22570497090526,B,-72.60127654638838,4.015850459121143,A,A,A,C,C,B,C,-147.94067920322124,0
Other,Other,Other,28,118.20486124548759,B,265.4465156862288,149.35902269405824,A,B,D,D,A,A,E,105.84885667951853,1
UK,Other,African American,47,-110.57479399727062,B,69.47902069889003,27.716129030713567,D,C,C,C,D,B,A,70.59304573443073,1
Mexico,Homosexual,White,28,120.16528070773708,A,-187.3261123958073,-30.34848523300264,D,C,E,C,E,E,D,56.07006484392796,1
Germany,Homosexual,White,26,47.974798707077085,C,-51.27658459070751,207.2910535975032,C,B,E,B,A,A,C,243.0397503261878,1
China,Bisexual,Hispanic,88,-49.711570068964484,A,157.274068473996,42.314327502047796,A,D,B,E,A,D,C,-133.2479656006383,0
China,Bisexual,Hispanic,29,-20.533127595876085,E,23.776737450493933,29.699736709287052,A,B,C,A,A,E,B,0.28102370041645675,1
India,Heterosexual,Other,87,1.592247275466426,B,-171.46232460148983,106.5266889399735,B,E,E,D,D,A,A,18.032050375464536,1
China,Homosexual,Black,31,-107.75500157779379,D,114.68492609322891,-47.232592284967026,A,E,B,C,B,C,B,55.49413584581464,0
US,Homosexual,White,86,-123.15482493177315,E,-0.21085586014570282,-97.96049794309856,E,B,B,C,E,B,B,150.10686881891468,0
India,Heterosexual,Other,92,4.235428399432667,C,-202.0189889025617,44.54696534399294,E,C,D,E,E,C,B,-154.10678886046395,1
Mexico,Homosexual,Asian,20,99.44747153722466,B,-75.3966425461283,18.66818990759689,A,E,C,C,C,E,B,69.12773386142716,0
Mexico,Heterosexual,Asian,51,57.177448317856204,A,153.60607666681983,-325.22102150329266,C,C,C,E,A,D,B,-29.47981507336043,0
UK,Other,African American,49,25.64710620086958,C,-194.33681613423423,216.67157381708302,E,B,A,D,C,D,D,-52.57281408652425,0
China,Bisexual,Other,38,-255.95880676483605,D,34.488517617831135,52.9310843433027,C,C,A,D,A,A,D,-30.68216051874661,0
Germany,Other,White,60,109.815429525697,D,36.757356157359915,-2.0602935178484394,D,C,A,A,C,C,A,-37.10329297675731,0
Germany,Other,Asian,22,5.030845553143555,A,45.600657055702136,258.19963141715357,D,A,A,D,C,D,B,129.18077709039676,1
US,Homosexual,Hispanic,20,14.69316795831527,E,66.13299922074222,13.665118843801258,A,B,E,C,C,B,E,-42.015465221161094,0
Germany,Bisexual,African American,51,108.8002986628204,A,81.9662728918188,-166.36676199359636,B,E,E,D,E,B,E,66.6828611577908,0
India,Other,Asian,60,209.21365233527825,E,-17.448129238120725,47.11265703216094,D,B,B,E,E,C,C,140.4563913906453,0
Mexico,Other,African American,56,-91.33871248058334,B,-66.73902953165643,113.2814827525056,E,D,B,A,E,D,B,-21.930897440150552,1
US,Homosexual,Hispanic,51,14.483306618618638,B,-119.93354460391859,-3.768166758545219,B,D,D,C,A,D,B,-212.3388264516858,0
UK,Bisexual,Asian,67,84.47449375341249,B,117.28082200935776,36.261140659543706,D,B,C,B,C,E,E,-144.2896490984869,0
Other,Bisexual,Black,62,50.402400544432545,B,-29.03279884312279,34.42519382151348,B,D,E,B,B,A,B,111.47007071238566,1
Other,Other,Asian,77,-116.13063446310133,A,113.02488646128566,-130.2517772023324,B,E,E,A,E,D,B,67.47551636052235,1
India,Other,Black,52,-6.872298869726865,C,69.22815187330758,73.97374811546037,D,C,D,A,E,A,D,-6.345959799824658,0
Germany,Heterosexual,White,75,-20.408530898122336,D,-7.737749082979171,-23.40782370740177,E,A,B,C,A,C,E,-18.933791102495842,1
Brazil,Other,White,62,-62.79625943838817,C,17.7278340781205,75.26485893593629,E,C,C,C,E,B,E,21.36865588732006,0
India,Homosexual,Hispanic,59,-55.70256213177508,E,-180.8370471951433,-80.41038150715086,B,E,C,C,E,C,E,-91.60440536560306,1
China,Heterosexual,White,69,-31.786854610884625,A,95.40689770939352,-28.79885219973511,E,C,C,A,E,E,E,-16.308649262294807,0
India,Bisexual,White,76,173.32396006911898,D,-14.897269860145634,46.63892015305136,E,C,B,C,A,C,D,-1.1190248282931787,1
Brazil,Heterosexual,African American,45,-34.304264439265566,B,-70.9480447305494,128.83608606712852,D,B,D,D,B,D,C,-71.09020032878573,1
Other,Other,Hispanic,69,-86.97418072895408,A,80.44820985740522,-183.8614639592548,E,A,E,B,C,B,A,-234.61778424137424,1
US,Heterosexual,Black,84,116.17779681030385,A,13.226947797055907,-49.29191833057029,C,C,E,C,C,E,A,-25.73029534915008,1
Brazil,Other,Asian,26,48.8574033309218,E,132.06996423200482,34.05020994644191,D,C,B,A,B,C,B,-196.27867444599303,1
Other,Heterosexual,African American,63,59.38798866572471,E,123.9061037167821,15.34806948903048,E,D,C,A,B,E,E,-33.2829051756624,1
UK,Bisexual,Asian,46,-75.00958240674858,D,-174.7620767893232,91.9733883641158,A,A,E,C,E,E,B,-5.860613764338913,1
UK,Other,Other,64,-84.12703443938211,E,-22.34327252842356,-99.89097550066055,D,D,B,E,C,D,A,-74.28655522652768,0
China,Heterosexual,Black,95,15.332327272499585,B,-162.87393596987997,159.9840980287341,D,B,B,A,B,B,E,112.89480152754304,1
Other,Heterosexual,African American,31,22.500501444233674,A,41.50324542369746,6.047292601998352,D,B,C,D,A,D,A,7.358948001511114,1
UK,Heterosexual,Asian,29,-81.44323181471236,E,-30.1027658000626,-36.95560224575045,D,C,C,E,C,D,E,158.44157465766625,1
Other,Homosexual,African American,48,-23.2020744599738,C,-0.272276160370674,-10.472091938742862,D,C,B,E,A,A,D,-13.73734449242553,0
Brazil,Other,Other,50,28.506297638059774,D,40.391059909418715,56.34377268854174,C,A,A,D,C,C,D,91.62579841801397,1
China,Bisexual,Asian,62,-43.87332205834422,C,-100.85226455237137,-52.46387816948664,A,A,B,B,D,B,C,96.75008109258017,0
Mexico,Heterosexual,Asian,69,-39.15227860540618,E,19.728858195277425,-10.18321536935681,C,C,B,D,D,E,E,-15.007355756528526,0
Other,Heterosexual,African American,19,152.8169283023765,E,22.19346652854387,133.67411040956486,B,E,A,C,B,B,A,-73.3577052919062,1
Mexico,Homosexual,White,36,4.0832108768306785,B,-68.04240251714084,186.98510698474715,C,C,E,A,A,B,B,-15.56431255070711,0
Brazil,Bisexual,Black,63,37.05312980800117,B,22.990346393780374,37.009945421748405,C,E,D,C,A,C,B,115.60909203874199,1
Germany,Homosexual,African American,60,101.6627930454191,C,21.19846006453695,63.997159066248145,E,C,B,E,A,E,C,-25.674527007645224,1
India,Other,African American,97,123.85354182729264,A,146.82393550619594,-1.9027453490419222,C,B,E,A,C,E,C,-104.37416931972672,0
Brazil,Homosexual,Hispanic,68,-105.33349805833865,E,-96.11450091920706,28.232699215646985,D,D,B,C,C,E,C,178.10842871813705,0
Mexico,Homosexual,Other,70,-124.28885830074647,C,163.22897525977754,-8.35019999705827,B,D,D,D,C,B,C,-49.50632780140368,0
Germany,Bisexual,Hispanic,37,56.679015953993215,B,-70.204954021072,69.49892963499859,E,E,C,D,E,D,C,7.162842073473461,0
Germany,Heterosexual,Other,91,22.56290564397991,A,-50.110798824815916,-192.87544869053735,C,A,B,E,A,E,C,-134.11996285689628,1
US,Other,African American,29,102.12001184368637,C,49.32668126450813,72.44310664210512,E,B,A,E,D,D,B,-43.09635365576987,1
Brazil,Homosexual,Hispanic,71,-24.084651436235355,B,1.877038098920871,-5.226035916516862,B,A,E,D,C,A,C,16.446307888903196,0
China,Heterosexual,Black,40,71.27533276564677,D,-16.77913316398513,-93.07394822502934,A,D,E,E,D,C,A,-117.6528556942177,0
Other,Homosexual,White,26,146.34998615361067,B,1.7280202719270825,-86.68778996183278,A,E,B,E,E,E,E,54.52682587324566,1
India,Heterosexual,African American,93,160.86985164366186,E,-192.7720587108104,100.50236089715993,B,A,C,E,A,E,E,83.30489961422653,1
Brazil,Heterosexual,Black,33,-35.23443899827165,E,-251.65706263998956,-237.4747542397679,C,E,C,C,B,D,E,-136.58152359375953,1
US,Other,Hispanic,57,78.57015572870864,A,145.3349490855513,-42.48907286551905,B,B,D,C,A,B,A,56.6980141570474,0
Brazil,Heterosexual,Asian,74,85.86862619685263,A,296.40992474487035,71.54478147713903,E,A,C,C,D,E,E,122.47296068259479,1
India,Other,White,77,-95.98064594197992,A,-47.02960468787924,-26.24933901924332,E,D,E,C,C,A,B,144.3385897587975,1
US,Heterosexual,African American,39,18.51521167799744,D,-59.61217669195228,61.11316627898109,A,C,A,B,E,D,D,-34.18480844347965,1
Other,Heterosexual,Hispanic,20,-59.93243111837507,B,-13.55227515367197,152.82410445546336,E,B,D,E,D,B,B,-43.31103776124239,0
Germany,Homosexual,Other,65,-85.33553021833545,C,-145.35871760561386,81.27684544108405,B,A,A,D,A,E,B,-113.12298132636845,0
US,Bisexual,Hispanic,41,22.750142060345446,A,-18.417029433043677,-129.51779308642745,C,A,B,B,C,B,D,-42.293528880064265,0
China,Other,Hispanic,86,62.87408733198782,C,-24.05556122952719,-70.96475678737939,A,E,D,B,B,C,A,28.78003411483438,1
Mexico,Homosexual,Hispanic,18,-312.00483454716937,D,-46.13915756507965,-88.76463400270829,B,E,B,A,C,E,B,-150.25536457371666,0
US,Heterosexual,Hispanic,64,25.42625314964978,D,-70.49820215556436,-121.65718170203289,B,B,A,D,E,C,D,45.13668145157693,0
US,Other,African American,68,40.1183174009825,E,-105.7319334860605,43.16050049433932,D,B,E,B,C,D,C,-145.37523056838754,1
Brazil,Other,Other,67,47.09833245111116,C,10.7357352321602,-61.65143538725988,E,D,B,D,E,D,E,-27.1971025082431,0
US,Bisexual,White,88,-78.66223407211976,C,-42.14635615633403,140.47171260955238,C,D,B,A,E,E,C,-11.912821054958863,1
Mexico,Homosexual,Asian,75,204.0804446118782,B,44.44443221156522,-15.779859695134013,A,B,C,C,C,B,E,21.21767700714955,0
US,Other,Asian,92,23.57198278423465,C,-186.21671515546043,16.990062440201807,D,A,A,A,D,A,E,62.48937325169543,0
UK,Bisexual,Other,93,-97.60405842897529,B,48.10578781926511,47.862138936435166,B,D,B,B,A,D,B,22.353683378391413,1
India,Bisexual,African American,53,23.74338574365491,B,34.50258324393642,-59.35846706460277,C,B,C,A,A,C,A,-7.54716587547482,1
India,Other,White,34,47.24131012122431,D,12.406090139734822,4.972156078264949,B,C,E,D,B,B,C,-40.153183360612424,1
Brazil,Homosexual,Asian,25,-87.02805871980857,E,-73.02165282318647,-56.04050799216896,E,C,B,E,B,C,E,-64.67307469887864,0
US,Other,Other,49,-66.06466040313109,C,-34.68263171463394,-179.7310640328442,E,D,B,A,E,E,E,-9.78290862041426,0
Brazil,Homosexual,Black,55,21.104137185552315,A,65.90617068834436,158.255527568743,A,C,A,C,E,B,E,60.31270701269938,0
India,Other,African American,75,-56.749983255608406,D,-69.53465183753092,-2.63534601804896,E,E,C,C,E,C,E,43.65585348529501,0
Brazil,Heterosexual,Black,96,-169.33951546260192,C,222.04213816647186,15.655548087463592,D,C,D,D,C,A,D,72.09890618729013,1
UK,Other,White,20,134.85656694296665,D,-47.998701043359276,25.98152757880674,B,E,E,E,E,D,E,-23.782552513339255,0
India,Other,African American,24,90.63719887746403,D,-38.58610235554416,-209.4331712933745,B,B,C,A,E,D,A,-104.55580995785579,0
China,Heterosexual,Other,56,-0.45619603664006897,C,-238.17531010186892,137.65613859173823,D,D,A,D,A,C,E,118.32281943889278,1
US,Other,Other,35,-334.92191008637695,A,56.96717224870228,52.4557335459077,A,A,E,D,E,A,C,-98.15866626396249,1
Other,Heterosexual,Asian,53,-25.283556981223477,E,218.29755926021045,76.4320686628513,B,C,E,D,B,A,E,-77.27278168096427,0
Germany,Homosexual,Black,76,-56.19189410619195,E,-35.689390617271634,-89.79873619991623,C,E,C,E,E,C,D,148.5076003363263,0
Other,Homosexual,African American,30,-43.38075625010848,C,-258.2483470081893,144.3760476027515,D,D,C,A,E,E,A,208.76389948043305,0
China,Homosexual,White,63,-43.19552405172091,C,99.84178051894676,-104.13306324370237,A,D,A,B,C,C,E,-33.216908279663514,1
Other,Homosexual,African American,29,-61.10845519415508,B,45.383402147253626,-88.7282464929813,E,A,B,C,B,B,A,256.96608330183966,1
Other,Heterosexual,Other,93,13.864850850365363,B,120.82488902853503,-59.168378028648284,C,D,A,B,A,A,C,-180.77264344777544,0
US,Bisexual,Hispanic,83,80.82613698910444,D,138.1012059855401,145.07624842306183,D,B,D,C,E,B,A,-93.90717259724136,1
US,Other,Other,52,1.9936881633955783,C,-21.79738012612512,81.73478273860984,C,C,A,C,A,B,D,45.74439219647252,1
US,Homosexual,Hispanic,55,-57.65300592615402,B,-9.93317019064034,-112.52240249184742,D,E,C,D,A,D,E,10.485167973903676,1
Germany,Heterosexual,Asian,24,59.43041181574398,A,34.154790731311884,-140.16806833641027,B,A,A,B,A,E,E,76.6158076223028,0
Mexico,Bisexual,Other,69,73.57393035114463,A,-42.50450858557569,12.119363596074612,C,B,A,A,A,B,D,101.0628305816692,0
China,Homosexual,African American,61,-156.8006737894405,D,-19.805534827196265,-46.31223298864855,C,E,A,E,A,A,E,-112.42332876348571,1
US,Homosexual,Black,67,-46.19862876397012,A,-114.89475128275721,-136.24096647808528,D,E,C,E,C,B,A,-78.1495319341069,0
Brazil,Bisexual,Black,38,135.40839749595682,C,-14.275802658582013,1.4278472136111664,A,A,C,E,D,D,B,276.1897112717409,1
India,Bisexual,Asian,91,-75.79732112446764,C,-40.553940374215905,-11.621915363725066,C,D,B,C,A,B,C,-17.796400740444295,1
Germany,Bisexual,White,58,-32.27337983111943,D,-44.096148538221996,-155.7057499948231,B,D,B,D,A,E,C,-128.87297690262295,0
Brazil,Heterosexual,Black,99,61.2618890962261,A,-191.7363816739907,-204.87309420968828,A,B,B,A,B,A,C,10.428567005478847,0
India,Homosexual,Asian,90,127.90029960163254,D,20.28669152140903,-0.5721559390753863,E,C,D,D,B,C,C,-114.47357139743275,1
Germany,Bisexual,White,85,-136.26179364553437,D,-68.33113598874729,-51.51725197761243,C,C,E,E,C,C,A,117.02956194494192,0
US,Other,Asian,57,97.21545927398196,D,76.0687987555387,-96.51092886083936,C,B,C,C,D,B,C,169.50680388962112,0
Germany,Heterosexual,Other,29,70.92066228449043,A,-49.50080162348913,-35.84529370304516,D,B,B,A,A,D,B,-105.53955789247031,1
US,Other,Other,40,21.870975018909135,E,-38.874420905278676,-87.75799221637756,B,C,B,D,D,E,C,38.36912165088007,1
Brazil,Heterosexual,White,47,73.53336300702937,A,14.228094252980167,111.34918885194567,B,A,D,A,B,A,E,67.34747062591053,1
UK,Other,African American,98,58.815475496506956,D,-177.39263547856766,24.89944354823286,C,C,B,B,C,D,B,-109.33683088861565,0
Other,Homosexual,Asian,93,30.032439091208847,B,48.16799904944484,175.40396126308374,C,D,D,A,E,C,C,-71.5711445269736,0
India,Homosexual,Black,83,-174.91460474971987,A,134.2262906612996,-175.72354682849436,B,E,D,B,D,A,C,20.083478150790874,1
Other,Heterosexual,Asian,70,-4.732319181196176,D,-27.63990650017998,-33.846631740188485,C,B,E,E,C,A,D,2.9470767576826504,1
Mexico,Homosexual,Hispanic,56,44.42835954579418,E,-24.00167201182586,39.74981871248257,E,E,E,C,C,C,A,16.2762209351206,0
Germany,Homosexual,Hispanic,79,3.9272563559350453,D,126.51792514238743,-54.50421888952268,A,E,A,E,E,A,B,-172.71799547361707,1
US,Bisexual,Black,18,-14.643662825776902,A,-177.52661502135578,-66.21193337594029,A,C,D,A,A,B,B,-10.59316371230237,1
Other,Bisexual,Black,78,-189.9728906505681,B,-116.0907463087481,-354.61926315742505,D,E,E,A,A,D,A,-50.49276945990796,0
US,Bisexual,White,36,8.916314076280079,C,89.84753814968248,-156.41445698420765,C,D,E,C,C,C,B,10.503158511084381,0
US,Other,Black,33,79.2208404149117,B,44.60391191509934,130.17591361062122,D,D,D,C,C,C,E,125.42946497786917,1
Brazil,Other,Other,58,-87.15461385233904,E,144.663389394297,-174.17120117660954,C,D,E,C,C,A,C,17.387191690592868,0
Brazil,Homosexual,Asian,29,10.482347920951769,B,-133.78175553659136,-96.14288344945395,E,B,B,B,E,E,B,-43.63103200839564,0
Mexico,Heterosexual,Other,64,12.252870393026715,E,118.78070386715274,-79.69592475335111,E,E,B,C,D,B,E,120.34094513267229,1
India,Bisexual,Black,86,-177.65880332616197,A,-59.36536424650786,-53.934900927435514,E,B,C,C,E,E,A,-63.09084756175346,0
UK,Bisexual,Other,19,-23.280619859133175,B,96.34510957764904,87.66654176026904,C,C,A,E,D,C,C,33.509182823059426,1
Mexico,Homosexual,White,21,-207.46606097606463,B,-6.371701086023565,-127.90242457520131,D,C,A,E,D,E,C,168.12382892583608,1
Germany,Bisexual,African American,68,-16.292223836051704,B,-3.5747031692068174,5.838441630502413,C,A,C,D,E,E,E,61.21812166789552,0
US,Other,White,76,-56.8390377757258,D,-120.35528682989151,86.15659240954223,C,E,B,B,C,B,B,7.4019851303179705,0
UK,Homosexual,Hispanic,45,-134.50510671910715,A,76.6014167509699,69.65536590621753,E,E,C,A,C,D,D,134.89647699861385,1
China,Other,Black,19,237.12118092772073,E,43.03808751511677,50.27411834946677,C,E,E,A,D,E,A,-52.94825658824792,0
China,Heterosexual,Black,21,91.19913483910118,C,124.6166314966182,62.72071166667265,E,E,C,E,D,D,D,-121.79322331688647,1
Germany,Other,Black,88,76.20398575800571,B,-182.69417574632587,-3.595645912489838,D,D,C,D,A,A,C,-158.24267701633255,0
Mexico,Other,Hispanic,83,-94.83164522310253,E,-13.680242857816104,45.954975836591366,C,A,E,C,C,B,E,11.421965661593573,1
Brazil,Heterosexual,Asian,82,-135.7015571187104,B,66.3117848262134,-221.03063203165928,A,D,A,B,A,B,E,-16.88242133011068,1
Other,Heterosexual,Asian,70,-141.12252334325768,C,-155.25826986816443,72.8028954634668,D,A,E,E,C,D,A,33.42888628567115,1
UK,Bisexual,Other,81,-27.94556004592649,D,71.98815413224737,-42.214310549037734,C,D,C,B,C,B,D,33.46175717087951,1
Germany,Bisexual,Hispanic,97,-87.9201075275907,D,21.337849390785355,-21.48040867891895,B,D,D,D,A,A,D,57.48330957558334,1
Other,Bisexual,Black,69,-182.48866732414086,B,-113.74124173712661,114.87633894552165,C,D,E,A,E,D,C,45.52944543558513,0
India,Bisexual,White,27,-60.76206781208461,A,-0.7979372210159069,-379.22807133261915,D,D,A,D,A,A,A,-4.451030522639814,0
UK,Bisexual,African American,49,92.49314341554286,D,135.68025543325606,-6.283463210995096,B,A,C,A,B,A,B,54.65255579129822,0
UK,Other,Asian,52,203.4378823701784,C,148.93884577326335,-39.65592003060151,D,A,D,E,D,B,E,235.87178751234998,0
Other,Homosexual,African American,72,145.47929096306294,B,59.00952389770004,109.86292592853304,E,B,B,D,E,C,D,-19.54359111969537,1
China,Homosexual,Asian,70,-6.547151457102859,E,107.01884182797303,-67.47356112851371,D,B,E,C,E,E,B,-114.77856383670118,1
US,Other,Asian,71,106.74456449124105,C,-42.71913873471333,93.99245272196231,D,B,B,E,B,A,A,-91.47408525519097,1
China,Bisexual,Asian,37,38.74993858746559,D,-53.56868905499621,-19.6402016180079,C,B,D,D,C,D,D,-193.27654924503472,1
US,Bisexual,African American,30,14.426573320623119,C,-98.50414567653701,116.69868278300784,A,E,B,B,E,C,A,69.301677417008,1
UK,Other,Hispanic,73,40.6568006366831,B,33.26882371153197,-17.131139112737216,C,E,C,A,D,D,A,-95.56348734011034,0
Other,Bisexual,Other,59,123.4151587984424,D,37.41365455113894,41.23529297929882,E,A,A,E,C,A,D,4.340380706992402,0
India,Heterosexual,Asian,85,83.77388141786595,C,-152.46942351737084,-168.49077683383584,B,C,C,B,E,B,B,-108.04082095209742,0
Mexico,Bisexual,Black,69,119.5562765344589,E,-73.83793040624415,78.7912136549803,E,C,D,D,C,D,D,-188.93098451994362,1
Other,Heterosexual,Black,46,67.61246879870278,D,-58.077560031033926,95.27669629745888,D,B,C,B,C,A,B,7.93588814535533,1
Germany,Heterosexual,Asian,75,-6.8168120544997075,E,-75.82972857959184,-143.99907925362243,C,E,E,E,E,C,A,0.9228952845313075,0
US,Heterosexual,Black,98,63.44984031657693,D,-10.920895964583336,-2.2906654166667177,A,E,C,D,C,D,B,97.85752538569038,1
Mexico,Heterosexual,Hispanic,46,-139.64212266645677,C,35.31393534827897,-98.61513975356605,E,D,B,C,C,E,A,-77.26250817049048,0
US,Homosexual,Asian,89,20.346826031335137,C,-89.34807066490156,-73.32304410008906,B,A,E,B,E,B,A,-21.35306724550129,1
Other,Bisexual,Asian,98,24.84777914903091,B,41.91998924741702,-24.406890444321963,C,C,B,D,A,B,D,-66.4676750442623,1
India,Homosexual,Black,50,-278.1536255052317,E,142.35566924428608,120.46644814256331,E,D,C,E,E,B,D,-80.30085955505854,0
China,Bisexual,Black,97,-100.12840618158268,C,-20.31887864492181,-37.093708468124085,E,E,E,E,A,D,B,24.280782231076536,1
Other,Bisexual,Black,72,119.4834699083027,C,1.7022803056362195,205.4895970575369,B,E,A,A,E,D,B,-170.37369571632595,0
India,Bisexual,African American,66,87.14463874595133,D,47.26354864622751,179.24924575958065,B,B,C,A,A,E,A,-21.571587079009312,0
Brazil,Bisexual,White,79,-208.06682127789568,B,16.127809169383234,-114.64920187746668,C,A,E,A,A,A,E,-6.910198419957114,1
