disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Physical,1.0174704074240184,D,-5.496013816025589,E,D,-72.93449498011647,27.41550466729839,E,E,51.83245343369871,73.78824588868532,-119.34124387856586,D,145.84363498421433,B,D,45.356459832255666,-16.465741131118147,-59.65844884359905,1
None,-48.68867875983804,D,-116.48643781451055,B,B,-33.33073491553962,77.05105328007892,B,D,-113.75928965329551,147.0890527524686,51.444871164410856,A,24.39229151878389,C,B,30.367964130723102,68.11105208081632,125.7356467542727,0
Both,-9.89987113698563,D,257.6044554238124,B,B,8.762319592147227,-33.71282088293318,C,A,62.81067109029122,-48.60920773793119,20.337394823762306,C,20.568834127882322,D,C,31.701693721956325,134.06225282360987,92.85836216916631,1
Yes,7.009837463894031,C,9.169150149759837,D,B,171.7082907525714,-51.799755078331856,A,A,-34.87878975005266,-13.406575353796862,125.44941537593313,A,-78.93902206621335,D,A,62.070577148416895,29.053171583048908,56.834349895588986,1
Mental,54.01019277919667,D,121.16429149523174,A,E,37.520078247151936,3.7406203095800903,A,E,222.19411643727213,17.16256564869103,-49.29536044895135,B,-63.87640370876254,B,A,-73.22790287402456,-209.66045464061608,-24.785362820164234,0
Yes,-71.91608721046106,C,-81.37368725853624,D,B,0.4587989223223188,186.5035839234382,A,D,48.12407035560893,90.39878027420495,104.79554066001404,D,35.63423015448207,B,A,-31.456194410715028,10.182331248580315,-67.07105197133303,1
Yes,85.73883521784276,A,-3.3416039416788688,E,C,-234.2711430670689,-38.44310185011864,D,B,-8.83217495894581,66.18471884455927,32.227418211588535,E,117.99160876172878,E,D,-164.41606563149506,-13.747588988435764,-5.639218344206523,1
Physical,42.37802355305671,D,118.91721174128259,A,D,76.6101667412394,-0.2461781536244773,A,E,38.833513383310596,49.83043497528122,-19.129465713039714,E,83.53227619082755,C,C,110.15458591342207,11.739164755753313,40.16482818008302,0
Both,-55.16758080105624,E,-52.17446009936679,D,D,-197.17661455043668,-72.01598215109645,B,B,88.12782426694565,-69.4563680239825,65.49279567223552,B,147.2565805452667,B,A,-37.45830719128585,41.773035001033406,12.769567742233031,0
Both,-41.52430791235862,D,-103.14901626315387,A,B,117.91603699859941,-8.779495334082473,C,C,131.133292359408,133.44149658828252,18.822137909938938,D,-127.88993723554518,E,A,-77.68359072569487,18.649649716722493,98.76429327291703,0
Yes,4.267207899314575,E,-222.95151387934862,D,B,3.013798533660037,15.019831803824472,D,B,265.1641332652531,46.21938304045139,-46.84665032418429,B,-217.06858108805312,B,B,-23.186435247483903,-214.50868542416254,-203.47913793956883,0
No,-140.54304068094953,A,141.27055966269722,C,E,-135.15307167414082,172.45954748525483,D,D,84.90123500440427,66.66656023494892,11.099555395538072,C,145.97186463250642,E,C,44.648675410093425,-42.74721377341147,-26.981918617047366,1
Yes,7.817462021390444,E,-37.673324132677685,A,C,-72.97532883101077,24.72084700948591,B,B,89.09577984422826,46.65667775820908,70.98230968308363,E,-94.73851433835681,A,B,-17.15675371330016,66.51632725307124,-89.23030300479427,0
Both,-10.048787066141509,E,-52.61154358752053,E,D,112.70003935480091,23.523796505968374,A,A,13.628947444940781,-43.177235431445766,38.85454993633706,C,11.875386626251771,B,A,-114.60680998312193,-102.5157618084643,7.602302863479374,1
None,50.4750750252558,B,56.5607627742543,B,B,-41.608895057177705,65.09328575288434,B,A,-143.27278202669538,-116.08790538730128,208.87931635922746,A,81.13479564499832,C,C,160.92693447950316,-161.4910781254563,-1.0075649275154797,1
No,-53.425998573287615,B,-158.07961166443548,C,A,164.39115674694503,42.596457115957705,E,E,-88.15795648140805,177.08373577191617,-218.99291877557977,D,-85.1697272511008,D,B,-68.66715431530936,-25.845649972441425,-109.05455010311873,0
Yes,19.534531460668475,D,-68.32837776805795,A,E,164.90817332608756,171.77647467052336,A,D,26.683663198863727,176.1773204470285,15.032351365887441,E,33.49629344566012,C,D,83.52562738840044,131.11349676531972,98.40610539854211,1
Both,69.295655282021,A,-110.43743949117489,C,B,2.6385550080854507,-23.065068882735538,D,A,-179.0403560640661,-136.60750545065693,-34.513489762667774,E,-95.31189076134542,C,C,64.51602140466768,-125.04945834580406,34.98230960419945,0
Both,-108.30949200216521,B,54.26894145917353,B,C,31.246501927734165,7.054940657139813,E,B,-1.249075307560914,-119.7780465389063,13.88512547173993,E,125.27070663088607,B,C,-104.91779661207757,-239.34229838914706,-112.0088346581631,1
Mental,59.96337536702205,D,-53.72531122762051,A,D,209.92210759414425,-68.87028352013667,B,B,5.279842651289993,123.2307274638296,126.15451373373176,E,136.53858008026322,E,B,47.49502578493992,59.96234158441127,-10.810449392660257,0
Physical,-6.144574515968553,B,-228.31746171669258,D,B,105.41116268481865,154.29133330605947,D,A,-46.893700298644845,-16.704773344728142,21.427279226764952,B,-90.84246667543073,E,B,-25.25537748767959,-65.94665133016271,-24.90649346830795,0
Yes,24.063698680776604,D,-92.58267026945207,D,A,-24.84284033385829,-36.53195909506232,D,D,-35.93255352525605,-72.04193173576094,-105.74627165292283,B,24.762180728060095,C,C,20.15048889569753,-53.443447115600826,-27.489859732172235,1
Yes,-92.3018065000224,C,85.20841414578024,D,C,-235.46774583516168,-190.14761433079818,A,B,-62.54221956445816,119.32341398069582,111.53821119490924,E,188.90829269144268,D,C,-83.95021343190862,-13.394371586311566,45.87125235584205,1
Physical,-24.22023516484259,A,91.71851549871037,E,B,92.71856012589652,31.00370066199182,B,C,135.35298688774805,96.50878191359436,95.14371307234221,A,83.92844421204082,A,B,-46.53485277615517,-7.080604643097487,10.344688024481952,1
Mental,-105.85982642895917,D,35.432544928479096,C,B,3.1676978809588543,-102.54891823592132,C,C,-21.93904095628185,97.01223718875295,-135.17376673845934,A,-21.51728343653504,C,C,125.09887660146607,80.89177540729968,-203.61776156336728,0
None,-146.9370365941986,D,-81.07645121988475,A,C,-16.83104174043039,-18.234697440497747,C,E,135.12176251689888,-83.01440028779362,144.33674005598368,C,133.12174234946866,D,C,-86.88613847733883,236.94922781706504,45.09181972049081,0
Physical,23.07969971108458,C,-49.37604967836805,E,A,-17.55125996169331,77.19366291652304,C,A,33.22239161448366,-229.20249508474348,-46.19499973071973,A,-17.781393588328935,B,B,19.240318013470713,62.181025897672605,93.12094907788895,1
No,-1.505701680040888,C,148.03673040160928,A,D,-31.604872612067066,21.1473022458991,D,C,128.1751673400095,200.82034547177386,-128.78800067065552,D,-119.24088631737473,B,C,36.72400986741102,-34.429768892139926,-22.025305700396185,1
None,22.685038024152796,D,-49.154526219173725,E,C,-179.13829665816652,-4.995389324145575,E,A,-113.33759910293209,-40.61518371348548,-63.47183430016552,C,120.37790684536994,D,A,-69.68801435990291,49.95395055608846,-83.16185000106731,1
None,46.55179155410238,D,87.74193834494987,C,D,-83.36317270457366,86.34719608021906,A,C,-24.112443659856243,-72.37546693851907,68.67073391201586,A,-108.6072368582625,B,B,199.61901291226212,-120.70423064155094,93.28940872269456,0
Mental,-27.611178061544678,E,44.667386147012884,D,C,137.58456582017317,-3.3606663614937937,C,D,-174.33712003915375,-316.31878549554364,-0.5872152820642695,C,37.521007620089605,E,C,4.609281032099225,154.40639376154735,54.5342217856161,0
Physical,3.8780226804254685,E,48.39732564584565,A,C,107.77658483252964,-140.38996412685364,E,E,16.15680358604119,-75.79964489544196,114.83429666438994,D,-42.97971118811633,E,E,-131.05133470925793,-226.4985800378501,72.12134406026489,1
No,136.69804432806413,E,-33.98022214656207,E,A,-22.65974804150051,224.29927136591172,C,B,29.970039432896446,307.65188896515457,14.432619202021543,D,21.811361860901865,E,D,12.04979745214993,-33.15440451021675,133.4946102472507,0
None,-164.49253488749773,C,130.13111901588886,C,B,-0.6100984876765543,109.0396183011098,D,E,-54.01986329313849,-191.99293828829994,-63.50267872895458,C,6.588881070721704,B,D,170.76915673957473,-58.45285126141854,-21.30308237014187,1
Mental,83.95171170314285,A,-46.66707008524716,D,D,4.14451562771669,-82.31139154562828,A,A,-50.440416864992734,-80.53989513390545,125.31079476227004,C,9.56561976603724,C,E,39.85460196346678,-31.545013947376994,107.33714967461697,0
Both,-188.98991208439827,D,-96.39711430095792,A,D,155.1723526505953,56.60201303091278,B,E,-16.761290032550892,-123.73832835523943,-2.5650169467770505,C,-45.55192220530358,B,E,57.72784228424235,-98.53031535237032,-16.38044214006932,0
No,32.22659441801068,E,-39.99628052104774,E,C,-56.59225212696038,108.51168587948695,A,D,-117.72725759924046,78.5788975943785,-139.76391827161885,B,-16.074262058733037,E,C,-196.7096052376025,-83.00531257085204,36.50796895456772,0
Yes,-115.65880312154017,D,88.50948277402212,A,C,-61.81696483905633,13.687657614063017,E,C,-51.0357553722805,22.780150849231564,66.85409356027178,E,37.780314684407514,A,C,-33.46116284191482,-15.462653956838196,-39.90519471425579,1
Both,22.743634175109033,D,-21.644689627305848,B,B,46.40808569851343,77.32836075060447,B,C,-1.442852952343429,46.98221018568306,113.22212034752215,C,-112.41349464818973,E,C,-94.00386593945491,-273.1979555297113,-83.5598902887365,1
No,76.86967093391819,A,185.4877270158758,B,E,-58.90078780411236,111.0264708836344,E,D,131.71782533800751,-32.98024245099619,25.309496509304207,D,142.3110786053213,B,C,160.5547230997442,-40.063251338969195,15.082986680732827,1
No,268.00542632671085,B,26.296646750787534,E,B,279.3415561461999,45.58198467458268,A,B,92.70457505137138,58.551795586527,-88.72093868936017,A,-45.3959170236066,B,A,168.93144140333015,-39.977942880635744,-7.712311853964632,0
Physical,36.59856816251696,A,42.22815374758349,A,D,23.209331103012858,164.93174268342568,A,B,77.41167354160174,-24.384696015365908,-64.68309733163395,B,-4.880432349080313,B,E,-54.57720320543513,56.210036801556086,-135.79951537261596,0
Yes,-22.623629432363163,E,10.942125511475583,E,C,-27.764122948643966,39.67936528836468,C,D,-185.63110211130785,-151.4672207453146,99.11900060116275,D,-25.123908661383147,B,D,129.69462334594246,-31.990610709273014,-59.432880225138405,1
Yes,0.9389093478683497,D,37.146454564073004,C,C,-28.7786718286977,-77.25410730072556,E,C,-54.205665968569704,-13.036804252551368,-134.6986314729436,B,96.4969618631577,D,C,-92.34752283706975,104.08990912151242,-119.13475123155276,1
None,-136.40505081555142,D,165.86588683985914,A,A,-75.34058315923959,63.718756924573384,D,C,257.05335444488077,-103.23868477597351,-123.16353254398803,B,25.128993396926518,E,A,133.33448282548292,-60.815483776739974,-77.4162858269911,0
Mental,23.995081408773537,D,65.19969354464523,A,C,-109.95420390066388,50.085930669060076,A,B,-12.131251023431904,27.490330999390277,46.998057183483,D,-37.21619044944512,D,E,30.785648394891997,3.1455888715384317,52.113274404945585,0
No,-90.37803190555036,A,71.3235487070874,C,C,227.40623257930267,84.06730844669295,B,A,89.0277585327632,59.577256623708394,-42.07174513054825,A,65.83624911727235,C,A,26.9894448643235,-20.009562871391154,51.11693093034527,0
Yes,-100.4606941921562,E,-256.12945257173976,C,D,142.08761880731825,-75.99479605092316,E,C,38.081434405996134,72.11485340484273,-126.12420339298028,D,-30.063906238172155,B,D,-24.680315483761056,113.07909837136418,-161.98821572689866,1
None,75.94017763379199,D,2.5675786265544254,C,D,47.48178879565921,-40.454213514664474,E,C,72.47905906977131,52.23009764801245,-48.29704577948551,A,17.1009353003112,E,C,-21.35410336829683,92.57815966551776,16.79562437020626,1
None,-40.13694860531297,D,-125.81278600681473,E,E,121.8330140823457,-62.33070038231163,A,A,-243.99829591226148,-51.92332611449476,-127.46993260423774,D,70.05139832721909,D,E,167.91446226761423,-144.78718824412633,124.61926784940809,0
Both,162.43363827944856,A,-73.12993368378619,B,E,15.767497683566464,106.41133072763884,A,A,-105.76969734261606,-95.59566831948811,-278.59588675566295,E,-60.75532917402925,E,E,117.70658639120992,-115.31700784312791,119.51110357940111,1
No,-41.770409417652274,E,273.3139098619038,C,B,-175.0663844966856,7.163116295011104,E,D,6.911904309729043,127.41000914545373,-54.09921218308335,D,-79.8712808258498,D,E,6.468675558971912,-1.42985895510349,-16.71736298967141,0
None,1.0559930930697214,B,-16.76571570413975,D,E,199.5801797018964,154.2209343310933,E,B,-30.338799358576935,95.30687799432978,-122.59705330901392,A,-56.53154477049157,D,C,-103.24546015068366,-7.062498805516038,-44.15077224345855,1
Both,14.467903146530434,A,-20.81347616461723,C,A,13.450779662013817,-46.25515592844607,D,C,-34.20835809295757,-58.97066711486627,-97.43624619758027,C,122.99834810798265,C,A,-57.20481382433381,-86.8543766703887,-182.58724176838336,0
Mental,5.9233507716885025,D,8.927127662109175,C,B,38.79108218472525,133.81724355112783,C,A,-36.52502365803987,116.16630568395274,102.10751756104945,B,69.2664456473018,E,E,-58.609678699608416,7.505550890785474,70.18174193685908,1
None,-270.06815148077294,E,-14.155082362658586,E,B,80.69291319957138,-27.11554458286085,E,A,85.53393615622792,57.63910804082592,-124.43363680296251,E,14.930128289047007,A,D,-45.89868795000615,41.997695504994226,-89.7717522315194,0
Yes,34.27949172288493,E,119.57560267719126,E,C,-63.41174995820846,158.383020818784,A,E,-113.32799761873669,-164.68723359457988,-109.25062589566208,A,1.4391907447086751,B,D,-77.21594702004313,35.57380328709645,-163.64650569667148,0
None,-91.48745738895954,C,-61.75752504216134,D,C,117.47346131308778,-34.211678126817105,B,A,206.64008908114516,-75.02189069662546,114.20288049458382,E,-58.10006444591663,D,A,78.10952984995879,136.81722914722613,-52.962750943776726,1
No,-24.24808527563587,E,-87.68618898432554,E,C,-140.2077276319028,19.95227213909625,B,A,-30.993693290483755,27.825272197841404,33.821951377135235,C,85.16137927472126,B,B,24.24343926446851,-13.835346061370002,-100.16634403272886,0
Physical,96.56348498727945,C,226.02340932249186,A,A,36.26852187037499,-148.5581538977963,B,D,-85.1516584380182,-32.45367825211293,-36.800008898933854,B,95.95726562032972,D,C,105.94411762004631,51.380219184960474,-102.13349332486405,1
None,0.11948094308540885,D,71.19106170389237,D,A,-125.78650259582291,59.35745206201529,E,D,-103.2345358341052,-45.86973459328079,-68.02658065299067,D,171.35494660595577,C,E,-65.49592971635794,-97.0132396073421,-53.21568536787941,1
Mental,96.35292826801316,E,40.421648480387695,B,E,78.09423029876433,16.39733338224557,C,D,-53.07371246859759,-160.43324390222614,13.115833419568542,B,22.32990525840579,B,B,-24.1993939594156,95.3144298951329,109.37793521795163,0
Yes,45.84594076608805,C,-32.86533487615545,C,A,-191.3513695674194,-75.28218545890918,E,E,39.315837067377544,180.42114860170045,-14.04780104941257,E,140.36369183417287,A,C,-135.7888680123905,69.37817978215243,67.36960618737582,0
Both,-39.679986653617476,D,39.59699730921409,A,D,-111.67097890779011,73.50713249914418,B,E,104.02555257723702,31.329506979465833,21.656775905114646,E,107.24351272811002,B,A,-182.54404110230743,117.4057040964924,61.146322388593056,1
No,53.557553889853494,C,140.41261816590506,E,B,-99.72682041780644,303.80238959819934,D,B,-69.97075015808734,-33.69791978573398,133.0927122914995,D,-73.06593355439327,D,E,-25.641849285207268,229.62673158474328,-136.22470037166744,1
Yes,-31.061195763717848,A,-64.02512174219991,E,C,-101.12958631171765,-168.14401859327867,E,C,219.55428902414639,93.60260802555746,2.9811337441072205,A,78.85501447056973,D,B,-150.24981032699048,157.80506175288903,-102.85443137893007,1
No,160.16606538266146,D,55.901327732930184,B,C,23.15775041323906,52.13912397157209,A,B,-41.43997792924418,-76.38000145763228,-70.20026282115656,E,-47.108065637337624,C,B,137.65182068194233,140.0529166964988,47.04185404884566,1
None,33.43369180716526,A,56.83986104138885,A,D,172.17059536314957,-84.34034171849734,A,A,139.74187249422874,-61.138148656568916,4.558859641679061,B,-87.26535826985751,E,B,-10.798135375114695,79.63870567897395,86.16874576027456,1
Physical,-18.278269414982404,D,-65.50679298616215,E,B,-10.560015424533205,42.71082949673486,B,A,75.98274420208199,-213.5942692943511,24.95117693328395,D,71.3330388527959,E,A,-4.518295718866333,144.1860801129799,92.99781386802043,1
Yes,2.8369133951206424,C,-157.69897099927036,D,C,52.1213174998273,-126.46683608279434,D,E,126.63032663882858,-129.27760464490504,-21.22656275266511,A,140.9153242244204,C,B,-90.87050963394606,182.62402835553218,41.90692504587486,0
No,152.29812460059225,A,-245.402156758361,D,D,36.80766349209249,-102.68613862454103,D,A,32.33326216301657,-125.25317770278302,112.97560952167267,A,51.550691584054356,D,A,-28.320964225834754,101.59787390568546,-108.21935384149897,1
Mental,-20.19159307398512,B,-11.479449402869411,E,C,-25.42320505140782,277.8921788692143,C,D,81.39766210032262,112.61460624628776,-45.307360290750935,B,150.77392472747079,A,E,-191.61993604327554,0.5513411009737971,0.6234032675474173,1
None,5.259032043102787,A,53.409458320378455,C,D,-80.87649875906584,-24.9396456095571,C,E,93.50290016804219,-118.40322647876356,-200.06962755976957,E,85.82315593466716,E,A,97.92435535666087,-17.466848299369634,-225.93317579682855,0
Yes,-36.455669369752684,A,-3.298238213522707,B,D,176.2143361993002,-138.64908499181908,A,B,-91.73826983047023,-35.378306425510914,-208.13232460783246,B,15.210409278810783,B,B,31.5747250418293,-118.21268427258337,-73.22669359948917,0
No,116.50598632448315,E,36.49582245971744,B,C,202.22481850229678,85.81044109681585,D,A,31.271534581833656,63.882614500793345,64.26776310395613,B,40.90500643247649,A,E,21.112160582621307,71.96961284638135,-106.34335759089701,0
None,28.240793207702875,E,76.82357110075378,C,D,17.003561726863232,90.05508816569228,A,B,-165.87177881180972,-29.737645838367804,204.82891746604054,D,-147.88051594642215,B,D,-49.46116357475833,83.7288819365539,-143.45880114844937,0
Physical,84.42546813000888,C,113.8423920688911,D,A,115.74434758517656,0.10323881422047039,C,D,-171.85996315713004,32.27846896073443,55.87983572736361,E,9.248332250684275,C,E,-80.30005065450426,-61.50467780055786,-9.931075336734684,0
None,-51.78425858390573,A,-48.33755300498972,B,A,162.44993454319078,103.56634762657507,D,B,89.9154234486644,264.1963815190686,81.54222822334297,C,-88.12916300311917,C,B,84.65045358369055,-47.85304817486048,-166.59849127042347,0
None,117.99612346391974,A,-90.47904576138203,D,A,30.738070913148597,-80.56088788912862,B,C,-174.67648864874002,11.044828328547537,88.44210798801092,D,108.1285907688607,E,A,1.0753077308298744,-32.140757067713274,124.45489460893458,1
Both,-85.69886807396205,A,103.47465914815031,D,D,33.12859650477126,-158.07473197231442,E,E,-31.520575490654636,-39.47273063981393,-27.121444387856506,D,-245.40429097374843,B,D,153.15971808263512,-137.86881113518962,-186.0856370797709,0
None,73.84280375268678,A,-127.15930906285453,B,C,-37.86185573780058,24.923902672852176,E,B,24.083807004553368,47.564032040078565,44.96383409216117,E,-33.324993553821926,E,C,90.0786289044282,-250.75647435147732,-113.37747568044428,0
Mental,-18.116845438966752,D,74.54482823706,A,D,-11.225025056302943,-37.275496098106416,E,A,-68.2797912466681,-103.50869158072125,-181.9161514921774,D,112.27728600009532,C,D,-35.59869387579626,124.00800823965224,51.15889498899645,1
Yes,-103.3401794153534,D,-40.0987358789652,C,E,-86.16884045317987,-82.56321151626598,E,C,136.80111971730568,-283.23424616488336,0.11358483453670619,B,-48.30362505936734,A,E,-146.46683852939705,87.7794668969761,-8.245014507067683,1
No,-57.9546626076411,A,51.96532731436017,E,C,106.19882637491564,-34.035315908214706,A,C,-45.746079772608674,16.046472039694127,-11.346550023202504,E,-161.0766160305782,E,A,-77.45181201956196,-183.5613461701035,62.149171720801576,0
Physical,-49.27450517101143,A,133.0516932334836,A,B,82.64941784754942,-64.21778827495316,D,E,112.16909754829096,-164.05678037845647,-12.155946130575364,C,93.5947589020151,E,D,263.99427742708,65.96502024208957,-237.70445987638746,1
Physical,158.8903966965004,E,-9.255801582919435,D,D,46.964108742711105,88.20418949446616,E,B,48.19438344950935,153.85448393817066,-145.07657117971192,E,-78.50464273435178,B,E,28.187388535382784,59.39003527005134,-31.029904281513147,1
Physical,-66.58101392843572,E,58.1831225651808,E,A,4.796989619778061,63.58184420961985,C,B,-35.27718066744553,-43.15215947935942,-152.6917831563726,C,40.680263826789094,C,D,-57.51444095829742,-139.46478004453843,30.269958673150015,1
Mental,-34.29851585921157,D,18.52922347829087,C,E,-57.79658162320709,40.74335245667092,E,B,150.0767989198031,28.260551955756874,150.00037331113924,C,205.11517875337017,B,D,-8.079644143422586,-2.8132137913550777,32.438505769927104,0
None,-7.059769123506037,C,12.515993499561636,C,A,-146.60561400428153,-86.61118596949795,C,D,-119.55753249823053,-8.842002232195176,-49.45450394652152,B,-72.67627401214163,E,C,-50.264557141244616,-19.3503710988213,48.41877221692448,0
No,-15.440697010464122,D,-15.78507744116909,D,D,-13.542744500307935,119.19122805571469,A,A,80.05012597463939,-18.939132519286105,5.512345273333075,A,-153.1846438487502,B,D,-133.92380880113248,185.2302479252118,54.88348047104018,1
Both,105.26577904687582,A,-96.27588556521272,A,B,-80.53087036139743,-15.053492815525226,C,C,4.44981572448659,106.09934144341536,29.90978928043681,D,87.45126192179482,E,A,8.532295211193542,85.48200717162024,46.425088307455475,1
None,37.35404789849973,D,-113.24939247962172,D,E,72.50949398278883,-35.32125150305367,B,A,103.89102990046143,48.07571964319122,-85.05592714673949,A,7.093158470090663,A,C,45.94660143650175,225.5360207897466,-126.68953245808943,0
Physical,-92.72500569476087,C,-206.02119228214212,D,E,-16.3686713198305,-53.37619319042406,E,A,-43.78970937274027,153.27561707036745,15.70728622230672,D,154.1657457351286,B,B,-40.67398427370535,6.136713120390064,-63.07331839176179,0
Yes,-68.88012469116744,C,-136.75358865242427,C,B,-101.63135765617548,107.24259356385694,A,A,21.425218839145256,28.764132670806177,49.075940697838526,D,-56.584705912982955,D,E,2.9594811686707763,22.19708434559001,-130.10426328251802,1
Mental,54.56069214122062,B,105.68074148562678,E,B,-22.22127855709764,185.6026595911874,D,E,-55.87461678144893,27.81752234817384,75.87384102779951,D,98.20105057487605,C,E,25.23141387140341,44.78462191982974,99.5601245432495,1
Both,42.26813714319323,D,24.036078520361688,D,C,68.790573130775,-64.66064811993071,A,B,66.81099313027073,-56.58963186354572,-142.22293840949752,A,-2.219421999273474,B,D,92.68311547943568,-176.94036342450588,-89.38686766419353,1
None,-44.25920800837698,A,2.9301512669653147,E,E,29.9595868115421,-54.43208780959405,D,C,-7.820537369196234,-40.88014544814088,67.18505648025632,A,-14.619287286359217,C,A,-140.5925529792205,223.88095488935303,-0.6272999913802536,1
No,83.02872752610297,D,-14.336190769806153,B,B,57.03471933954633,-9.755931746394701,B,E,90.68629462356118,140.52881793128668,-203.74566450103816,C,98.57690135738764,B,C,-33.39247103783292,-226.89214766395565,173.9927678463145,0
Physical,181.0295299021429,A,5.0290799418656125,B,B,-110.04137587284094,-10.31895666238124,E,E,-1.7350471539023065,107.63604405465821,37.94883898935142,D,63.380684763756356,B,C,-100.41745109957864,-0.219551102794019,56.666742895233526,0
Both,-172.46871249679575,A,-41.85970969605039,A,B,-6.732754508016335,109.5189911310156,A,E,14.349824517742277,37.944275577272656,-11.615160034512638,C,18.138281564509686,A,C,-8.177712655260352,60.28729424391687,46.89940978142411,1
Yes,125.31338920884494,A,50.695827666106105,E,E,-177.16120572516922,-69.79310113471782,B,E,63.52331704020892,-16.057060466286625,19.678861879933756,A,69.24459178494102,A,C,-102.17276764768066,20.121801150802078,64.88251618808418,0
Physical,7.896370151437044,D,-231.18463659339236,D,B,-27.082141341485098,54.090067572180835,A,B,130.52840683894564,-43.347608291679045,56.80181347362646,B,-143.50699841824658,E,B,-52.07194233386512,-108.18092926055107,232.4610986788708,1
No,-34.92227591759846,B,78.4862217652088,D,A,134.05908527646028,111.88653718234083,B,A,65.19726866624522,111.35524177328502,8.566993997663726,B,-75.13175651948657,C,B,-142.32712151362966,-25.06606242545381,-163.13950576926752,1
None,194.5673387421386,A,135.09562736722398,B,E,66.71790737776682,-126.20487805265783,A,A,81.32584812322285,118.60056745738936,3.950995235602698,C,101.47992520035574,E,A,148.6713236194309,-218.6998918460469,33.264319788953514,1
None,-141.3944982339434,D,-72.85154705097602,E,D,8.506296125226614,-52.557445353596144,B,E,71.5819746817829,75.75639036756805,96.8829292991981,C,-24.471713471006474,D,D,-29.032719353915514,-21.873311045131985,31.68479418903561,1
Physical,208.39956734408082,B,16.649003167397762,D,E,-179.17897484276895,176.12682601609507,B,D,104.82847504172743,-22.107222710290685,69.5297171364975,A,-44.561153880472055,B,A,-198.2526931410585,38.01773758699573,-59.27650912424996,1
Both,87.55617634254278,D,190.8505560687214,C,D,-101.4435497679796,6.0997305322155775,E,D,-118.12229691859872,24.790338808749752,137.8273292331163,E,81.10738549727628,C,D,-103.59518043084206,84.3700640937472,-27.289207196910723,0
Both,-49.44575620395418,A,30.37942164739188,C,E,158.078726181951,-32.15124658172418,C,E,-84.548447957827,32.77002772854235,100.3292937192996,C,253.79623798643638,D,A,88.24408867206878,-118.43854807406528,134.24888421064043,0
Both,-106.73733789089279,C,76.6855507066631,D,B,138.60518423600868,143.93978951817076,B,D,-71.2587966915802,-71.48246654366184,-35.57068966431749,E,3.847984544941798,B,B,136.88275677617304,153.36849832096013,73.07982357201402,0
None,0.7008784432882148,E,57.2258568069765,E,B,-85.88285682216139,70.16645906441987,E,C,-46.75121567256749,-55.007802861631426,148.94994801930622,C,-3.3708889988192174,A,D,101.65032838614457,-13.746067670682422,41.828960128697524,0
No,-77.83987720793657,B,105.61688432619647,B,E,-19.37293521603875,68.9489646737571,E,B,121.37511945938886,37.72841820687946,-56.554611683217196,E,-17.010558910439016,A,C,-40.43648000434029,-22.28266973475323,-100.97171465866373,0
Physical,22.257939099428263,A,179.04529543481752,B,B,159.29431245401702,70.5102396538355,B,D,-23.256040999082632,-108.82056588799331,-172.6137827808113,B,-72.0633892965758,D,E,66.98450156506368,29.522356611960976,31.141782987988194,0
No,67.54203439596502,A,162.78315870930297,E,B,-19.97590984056353,54.53433018140723,C,E,-118.16213862705789,18.59939425330496,34.87581338647161,B,-94.09837717735645,E,A,-136.58193459700783,23.35918079159564,140.02676710372913,0
Both,37.232189584204775,E,-31.20242167052089,B,E,-217.141542264316,282.66783269506044,D,B,-175.5933752458802,-114.45105132293702,-64.8098600982164,D,77.2933061785693,C,A,-13.169533371038963,80.13024478835034,99.10595570682946,1
Yes,-128.63724879736324,E,-206.12305556548293,D,E,8.762234632513874,3.5133428616512585,B,B,17.303664532722106,-1.387530843105723,68.56947175902076,D,-51.37043411952366,B,A,58.67834954446587,-103.55648323757516,-120.61131291190608,1
Both,-12.081222833973552,A,119.58531750517469,B,C,16.45172661316309,-22.39179311032889,C,C,-18.734301958989953,55.75041696945243,-10.379895530935958,E,24.822264513325923,B,D,-205.384097174516,-96.02890925535006,-66.27213857888174,0
Yes,51.58086964337589,C,13.93672025887827,A,B,63.35604433621168,-3.4227883659697285,E,A,74.61116024068065,94.4831095108791,30.657372304225,D,-84.15360871159668,E,E,-98.80757006244303,-0.8052470914721092,187.99081939667178,1
Both,-151.29789178757574,A,-45.76758962804576,B,B,-32.14733665215061,3.420496746263483,E,A,11.612351167725622,57.79184440713022,98.08500439002084,A,-48.80752213491666,D,A,-6.621387492035987,92.26964648446956,-126.7115848462855,1
No,42.952054727890996,E,121.2159197707044,A,E,61.164381923121816,228.28291152509797,C,E,53.35198076733722,-255.13839736039245,-247.9540402605937,D,-177.40456954912352,E,E,-52.31915445560234,1.0483832012441159,-75.5349887104918,0
No,31.87671416517162,B,-79.15731136545656,E,A,-68.74383468443533,108.64066897051916,B,A,-84.58737554214676,-78.4118161807121,-46.832297410965765,B,-44.275738017142245,B,C,123.35905195326421,145.0100632466178,-74.90125054193935,0
Mental,43.55350624852236,C,-14.386524733180947,B,C,-156.94348276117475,-16.25519936732301,A,B,-87.83252150525416,-85.82739356431505,-102.11445416314385,D,-112.7925062739274,B,E,-61.076814323199216,-4.6403527947976615,19.961799745599894,0
