Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
No,-5.330938494489796,-10.730902826135722,-4.201316108784372,-17.88952211065406,50.269561598737376,-17.092500761148585,72.79701742294102,D,A,E,-33.427487823381796,140.35369190444408,-38.31672772880358,E,17.448066194866698,74.72978587458377,A,0
None,-17.621018248414217,103.46572489229351,-148.74186101290815,-48.4537483830647,93.96944874417443,228.57746711553676,113.93487037029712,A,E,A,-91.88859819312617,-24.830420242777897,124.19864847071027,B,-126.50619084926238,175.08993526004494,E,0
None,-2.4377223538483377,18.333483028377444,-9.411086621227906,-63.16350386352464,-76.12054542100908,-35.22617645336392,63.61266732772614,E,B,D,39.01395421994026,104.7171384283113,59.5183539831728,C,-54.42967868985554,-89.86702265508649,B,0
None,129.73525459627575,-101.99159822336348,-213.19185291906862,-171.30662811196612,-141.09953570912063,14.172618395471032,-18.07538330628252,D,A,C,231.34090693610273,-108.0786540891548,162.81262748762725,A,11.245219552241187,-2.5490676710250604,E,0
None,-33.626311838508904,119.74457337341336,-80.7243713918612,104.02885909883477,17.16398904539787,-73.8818383627461,169.82711114278518,C,A,B,-61.34459103383981,31.47867480726457,-48.640560596501345,B,207.6760499415245,89.52820722914423,A,0
None,-35.18762951206024,205.54098086306885,-20.275426308245585,3.278252494905414,-69.49047256854833,-41.004787891841204,115.72669041103035,A,A,A,115.20606820586588,-39.74138741432649,123.97993996790552,A,-66.9185231442669,33.37838723636779,E,0
No,-45.636240260096315,55.961740287433784,33.68039910060409,-136.1417600664122,101.83107780871114,14.653393691392584,53.51928972325204,D,D,C,54.17894567020666,-58.412058253709546,145.41238316034654,A,-102.85104687138202,217.18964545580454,A,1
Physical,-33.06883183639582,-2.5486157199135113,-117.84063366660659,-39.05891657310815,-173.81974218492914,103.3931461351817,74.835375157284,A,C,A,88.62909357353819,-197.42069586061615,-73.23803931594504,B,-3.68041791050538,53.67266426186119,A,0
Physical,42.42197363246082,104.28436124571701,-117.27319581693902,-133.17003711203105,-20.4208380914845,43.20312229948244,-117.20441068761262,D,A,C,-152.0423528809584,117.34741821508554,31.162540175606857,E,-62.03676883721314,198.83700203380988,C,0
No,-32.7458503621479,-2.5921221091715725,173.0963867820585,27.401254507432814,-40.18937416882766,-49.509131622481114,2.511358718961783,E,E,E,70.51426761931532,204.9377455430937,-28.896343181315608,A,-37.313928259340784,-53.5849053645315,E,0
None,158.1611334766937,-9.378890713444154,29.128722361674342,-56.61898934261421,-48.5209892615095,-127.23267899877948,-55.810280633357415,C,B,B,163.489216322008,-109.47843302771882,-8.04532019401232,E,28.21740844979532,-88.72179657961438,E,0
Both,7.004575394191795,154.42971674941805,-47.16484409446172,117.01624880711255,76.36831820843393,-28.193143059786053,64.25853568113023,B,C,D,121.7800339074548,88.21465973549131,-312.1857778688134,D,-120.90457953276666,-13.685800728875282,B,0
No,93.94757608049169,-86.56824785772027,170.90187467342963,-45.659966482259925,163.41273229096979,62.134463615466586,31.098426622097787,C,E,E,-71.3046669200055,14.899747553207558,78.85034175476709,D,91.09922112084607,122.52560748973649,A,1
Physical,-132.06324072862415,-46.92090274798255,74.52127653853655,25.531376503192366,96.9264972004014,82.95728891308097,23.126897247825845,C,B,E,-68.23199595143869,-124.66524068916158,124.21058216413847,E,-50.4515194690991,-49.106611905940674,E,0
Mental,216.8418750113509,72.2691906900638,66.78403135235888,-148.92861003749235,-61.33244595573084,18.093031156495357,46.09418987101485,C,D,A,167.50790439852256,-56.056188749854854,15.496795931750926,A,-82.75494594734548,-135.5938528325201,B,0
No,-104.99561731145319,35.27109604204888,-172.55104540254118,-134.26447940982155,144.24442193559267,49.35833606851482,-48.54588479615378,C,D,D,80.18505907758477,51.75674647739798,-46.749229022527025,A,-154.4716559845069,231.87602867578963,D,1
Both,-35.414414895051536,152.33482825214324,10.823890335953608,73.43732588700867,-181.16016124088762,-20.147427213541746,-21.268800542175057,D,B,E,-6.537091919482717,-33.44800986051935,-64.03740289888155,C,39.54952528442381,-117.6300592612411,D,0
Physical,-43.814285587808264,-138.26011225985184,16.16520930699866,-213.29048046557796,-161.13205346983136,11.354287377772076,-171.2310117583387,D,A,E,-83.20434091139417,46.949816857558154,83.52278710965535,B,38.518198860751795,-157.57128205380434,E,1
No,117.01613917191385,69.42139548680277,-17.56149000771778,116.69610091433363,-15.180673382194684,-75.50484563912073,79.05679239532965,D,D,B,64.66986125617731,12.492848570973036,-85.80060398077033,E,-18.866845699325914,-56.29958584480007,B,0
Physical,264.5363295828359,114.9189663214875,-79.92820555749807,-23.48385719622077,3.326815012035951,-54.79959239820052,-128.5583848832494,B,A,B,-135.95554338172835,75.23459742701006,-150.13249160833365,E,21.660150135568674,-228.74031925733496,C,1
Mental,-133.18069475501716,-173.67251939306558,-13.097938765581398,-117.11640392821072,81.99320685901718,-153.5943467052427,16.275471773714823,E,C,D,148.03826129467348,110.74363021710934,-78.82210538799455,C,-122.87637462409036,17.728684206296116,A,0
No,-58.501381836750376,70.35669411958133,40.77476162537753,19.32220159836225,-208.50066388075157,-119.14915030809414,-81.03167473788963,C,E,D,-31.09264658853253,-90.38151679006478,-22.587715118914495,B,266.69323904314075,-147.84396001180207,A,1
Physical,109.4937215839984,78.80353183924052,-15.40470465230557,172.06342677250814,37.283140784096894,-104.59113612611368,-85.27610598842051,E,E,B,29.456177740544902,101.07135970903181,111.55643371812856,E,93.95986028448614,-5.669708569629382,A,0
Mental,168.08840725292347,-4.496817521302659,45.954865232254065,143.035776242712,-1.5685716719778677,62.159521823139244,7.1140684950299375,C,E,D,123.78508644687405,54.2595721299165,26.589329146106394,D,-133.9020969541975,145.33550644851786,D,1
Yes,-84.15600253632323,-50.64387983045576,-80.7711368093226,-94.96384054500017,-147.28785434770717,-109.61001060032498,124.22421661460308,E,A,A,215.14016529538523,-112.0075567525354,-2.242707820564242,C,89.13004782179902,-243.60303070689636,A,0
Mental,-31.473234348668527,65.62920398065869,45.151232804140186,-31.25550027189644,109.13519347860459,78.42928824154725,29.236177665886004,C,B,A,-156.23217366102372,-52.85241289773287,-127.32326987001208,D,104.41462778699176,-64.76839463268149,E,0
No,73.02484276440263,5.418701196520053,180.59878787125058,132.8404451013756,-180.92323030483823,124.81971247637948,142.48806992903826,C,C,C,24.179434289365613,-23.829827822305987,-90.42725547881544,A,-124.66053581883945,62.36697200555007,B,1
No,95.20490586992094,49.355572185297284,23.411688600772873,98.05414461557339,58.465441683854415,-17.9518295391172,-0.7841409949020093,E,B,A,163.67142444921492,-102.28585293082884,191.1583683334574,A,-58.124338912636986,-48.76015477940198,E,0
None,59.734691732503165,-43.97352350435661,108.91197605319624,97.16634147717406,-196.09479270209675,-67.18446148459688,-17.540812193796434,E,D,E,42.72021908930145,242.3962331453137,-14.591865308691077,D,-30.99682368663739,-138.67496206951745,B,0
No,-117.64354956774187,-155.73864881241042,61.43855760877477,-139.83516481143167,-27.38258809524338,62.376393365345976,173.16534867003037,A,D,B,122.00490815364371,-29.816569593665893,89.94513583703161,B,142.79598696447715,-156.62585225550615,C,0
Mental,-221.5237814673622,62.620862778601605,-31.750497235980824,77.93498595774831,25.554836754768033,-135.01729826705693,-87.35425982347097,E,B,B,137.49258160136068,-58.2064186597835,-82.22961994444012,A,193.76778034805002,11.96020583271307,B,1
Both,137.35259253785344,-155.07176137337032,-66.66314283626203,-37.12819388470565,-50.44609942857312,75.23042877903605,-16.526082614841584,B,C,A,-21.594971279053926,-127.86413387550779,67.80379765564409,A,53.587751669407915,-34.33840352733503,B,0
No,-129.9213189272451,40.654750782618365,-71.13493897465445,-127.49722366749677,7.689925446279826,22.920995427850226,83.65753208695223,B,A,A,227.37292252672546,-15.698900336181726,-12.906186880149695,E,-76.8087674826759,65.05640795589785,E,1
No,-222.64574424409696,-133.45051674221364,-323.3290354761819,-135.1783801914184,6.8094269496336635,-80.43982509054925,49.7341832271783,B,C,C,22.696489955475887,58.5991193620077,-7.745174791939183,E,-61.636287805368916,38.71806935246887,B,0
Both,72.35211108522608,90.7379019931832,91.26302388566559,-140.8967726891446,31.875517760304483,84.45272301949021,-56.169074454718995,C,D,E,-53.5027454481302,-82.5302464431055,-18.64955463986089,B,9.780359310532525,-17.976880595779697,A,1
Yes,-79.03836309257372,68.25239756632358,-140.80693023397893,-107.03414358373347,55.98175776238311,-69.92608209903712,-102.76769283313885,D,C,E,-89.6364197517236,-55.328635664420375,148.5949228926519,A,165.2258595955846,-60.36779243864757,A,1
Yes,22.029283017637287,61.46519832557477,47.42412844732564,8.802892108905613,-8.791205428506247,-130.56391035834704,43.751992348031024,A,B,D,34.74607015624932,54.99824107259745,-160.76973875910417,E,104.08225317664103,126.21289205657746,A,0
Mental,132.969235014716,-151.87701454347763,196.59924089594404,-24.505175540495312,106.94040859425174,34.29021672992052,-110.13087897820064,D,D,C,91.03542733611943,105.95337503267963,13.313847417480298,D,-31.46128322519931,-183.52874702057335,E,1
None,-48.50446326132376,76.32878789404441,-68.92240370222048,81.1192786375207,-9.52649724749073,-175.2744297054273,144.69298082045535,B,B,C,125.40031783183497,-37.154501108751674,-114.58102272035913,A,-24.09076215074693,-87.659843693459,D,0
Physical,-24.317212993232655,120.67301536864579,-7.01957363463161,80.26111961970797,-34.00562954765757,-42.025081976424005,-47.862873055180685,C,D,A,-99.80355505000699,-75.60561353309109,-24.54603358971072,B,-41.61399747218824,21.65653466228405,A,1
No,106.84586579999147,-52.48017570678475,17.601492459939866,-189.29827159444207,143.2554725102832,-30.64757381677331,139.38744961593076,E,C,B,56.57512787205695,-66.69645776607392,-127.84689808923382,D,-69.58363357073404,116.96647654210173,E,0
Mental,-94.94720197702647,187.2301230951662,-106.41366677373753,3.435499808119549,30.782969884063498,80.1919933619947,-6.826730958139258,E,A,B,1.8558202919498823,35.990866466566786,-95.46621514148106,D,-88.593014535286,83.68738966993902,A,1
No,-32.908025199420806,-186.01054021010063,-77.3743234890813,-162.95830094539699,0.9376524405398304,23.078095114090264,25.279450373446238,B,C,A,-46.379466241074915,37.32155558944651,-15.550701324965319,C,-22.979834344663086,36.948898964645565,D,1
Yes,31.471301388617874,-60.0750966616588,-52.42819027080478,-111.07293737368518,-45.66457864863106,-10.702058992573923,100.1862612392243,E,B,E,9.66167789831394,-118.82145240162023,34.10665438214843,A,45.126937268489925,119.47907060628513,E,0
No,151.6843558941738,54.63453217900638,-2.66941643523586,-35.04626673465487,168.15898818624476,-49.665558984914824,-94.47547955623557,C,B,E,33.3295284795057,15.834758005244096,-124.72532395208201,B,-89.27525633444138,140.29427187418918,C,1
None,-128.44948150588536,-20.29084527415819,178.88370822134405,-205.5458799058421,-0.6373986196328998,53.16603836481705,-43.2940558578672,B,A,B,-1.90312449679468,26.796205718088707,186.09964188053695,C,90.62849178223382,1.4239270355061977,C,1
None,0.11578326746540084,-138.11542806023215,-6.154078067164203,-112.63347735331773,65.82470856130787,13.20543132607727,39.551452880948226,B,D,D,43.102189263225135,93.61797354348312,-74.05010704120325,B,-147.3290015471108,69.15221495534276,E,1
Both,-112.12651437148683,78.83050053346456,-120.73515099147426,-194.3972481459753,261.22640049650954,-44.28006904119069,19.370496327825776,E,E,A,179.9392498725754,24.06371732379898,189.35365610529044,A,-187.92868756551837,21.48131750144295,A,1
Mental,40.374786557576634,-102.71405161339769,31.008391948249916,18.781849933449433,56.916055244792986,-106.58820443428871,35.32631538749983,B,C,E,-61.57710688562253,3.120369235628483,6.30711929861893,B,-24.50886919140161,-62.65482071882544,D,1
Physical,-36.23903557977414,31.843575716681983,-100.76897539547724,-30.666629071233913,-181.19689398948188,-84.76602770919516,-39.95017423264759,E,A,D,23.556763690838217,39.90845892117006,-96.6813814520488,A,-61.94581960923497,-27.991832217565516,A,1
Physical,-23.055964662961937,21.329789918463568,87.9969059473834,94.42896597529422,-162.32522162128674,-3.137550516532275,203.31007465096457,B,E,E,-66.37533229088248,-80.71359063500374,46.53673568014439,E,-105.56498726701436,49.2821917054799,A,1
None,69.0413626220607,143.0839244709186,92.39740119113556,76.5248031682245,-17.030369546210018,-15.900334340905086,113.00244570978634,A,B,C,-99.42597647095276,10.553597535909844,-42.262000067087676,A,74.9594697393637,134.85167914011328,E,1
Yes,195.40111515718039,106.0502800394404,-26.7169818233486,-123.02005305066399,-0.5361610662907937,15.574713784725356,162.3438896381504,A,B,D,-230.07657183581222,93.00755418329683,66.77474232420047,D,-131.88125358349768,-41.051175254894986,E,1
Mental,36.656763700504264,51.53887193801966,-24.774252322637636,66.9926610134519,117.23500840420833,-149.3423620078783,9.756988221913934,E,C,D,-33.51892662700806,85.29016862890262,-33.13632106669504,B,-111.16132000970731,-143.13008184704734,E,0
Both,75.52078434784113,20.76019478980226,260.6160832243811,-22.520809062604535,88.27725891883102,54.900441186865145,-107.25614656711133,C,A,C,-96.59573073048071,31.109036458997902,-11.843127498146265,B,-20.376682112344604,-75.39574191868094,A,1
No,-18.578308387531845,-16.208543832793087,-181.65322891346696,81.47106057890467,39.97989192088426,-198.49027089634194,41.27142732930197,C,E,D,-177.64403298148744,124.18284649451694,14.581124827870342,C,87.00790392284433,-75.79913906683208,C,1
Both,-3.457846811077526,-58.03258062597509,-53.84723848108087,173.55872343691422,-265.6397134553471,-8.110861752601242,-101.05597133705805,D,A,A,50.370331430824976,19.1271507119452,-40.68227713840529,C,48.9637662913645,31.48323026310666,C,0
No,49.16119602644213,-47.07319619709496,3.0377573345299376,-76.22283592472486,54.684859513756855,116.12248395669289,113.83632305102383,A,C,E,36.64381913442148,46.882002260537114,79.86887506352402,A,5.950802577300877,-62.992346499977515,A,0
Physical,-66.9546348190713,104.85525179464975,57.365273970883976,-18.1084542074579,-135.98902767680067,-23.976102017712606,69.78349583991125,C,A,A,114.15297638018833,53.41262108834034,-11.578622126346842,A,-24.67215215593222,83.573309245312,D,0
Mental,-57.174141856735375,-218.04609677707023,-28.088261864926285,86.73889550980311,150.0987151869189,-97.97917780482551,-24.837796220162904,D,D,C,-96.10797138047218,82.92152181976591,-91.74758301501343,B,113.9357802488387,-0.8008115358323268,B,1
Both,1.668526407437421,-67.3648642367494,14.187106098070892,-192.49648527364826,-106.6091608291512,45.415632133357065,67.60938352188435,A,E,E,-8.169535346759297,62.87400697949972,101.29491405793274,A,208.596648924205,-55.99731579571484,E,0
Mental,-9.903573901538246,192.6407559556461,82.72290975592354,258.11721819102667,-66.3302240454805,-89.6505711477292,-139.16528828692955,B,A,E,-112.99026240971418,-17.979202064259105,-136.62448907122928,A,-14.72851253976137,0.5116827951183387,B,0
Yes,-70.4496909207059,118.83037873314461,91.22690457874202,47.89731298451262,-128.44650202100928,-130.46488464068602,-22.328815344613194,B,B,D,-30.658320820127805,-45.37585502751634,-86.01232310149433,D,-243.8282080234133,84.79173389681989,B,0
No,25.10237387461504,222.10860675131684,112.38296277732364,102.4720192405302,50.456256591770746,-23.827507962814806,-43.02394449555198,D,D,B,-130.6659225439657,156.49801993408806,59.913260240397435,B,-5.025544737175951,-15.451179785719743,A,0
Yes,-47.781587386661656,-114.66052714540345,43.58482897104141,-92.47451314558491,23.135775911888853,-162.05904796123116,54.94642888961021,E,E,B,70.63939601929796,-71.20916089490822,100.47101257138438,D,1.320227353637052,12.241986046659521,B,1
Yes,-158.47227499182753,167.12689823558608,32.779552867726004,-46.63848775010474,-54.265481379185545,-21.921009139651872,-27.259240889688424,B,A,E,104.56572931268991,-72.86286525680812,-107.66045161679088,A,-24.218605081595477,18.908295308420364,E,1
No,-107.94728713151586,59.32425118861574,70.23561737688246,67.9768609841457,-117.55177926658058,124.27907437575828,-3.8446128344645802,B,D,B,-64.22167980949808,45.82795751880624,-108.72884662632796,B,122.26489976359322,-201.53729459954053,E,1
Physical,-23.361597094200704,14.775447083023066,30.492563856953108,114.86859250632287,186.63529392489787,-64.21355778684993,-144.89657077885835,B,C,A,0.009865819108046625,41.58495184199625,70.83783940129766,B,-270.7212353099013,96.93751033710583,E,1
None,54.545252229906495,-66.11579552265376,32.73606114891316,-158.7355025526618,-40.34476078911957,-75.49174454690942,37.98698540358728,D,C,C,-156.49602666857422,290.56470236388157,82.64225957385477,D,126.68218532883691,127.38290661809366,A,0
No,-6.708133136628194,38.32182262437717,59.24177863972175,-64.69800366304464,2.5475314950067425,20.619719913953542,90.7783988736759,D,A,B,218.91284917235282,37.29446333311608,-32.43168080340295,A,-121.27821274808406,-54.74933053504576,C,0
Both,80.05467745598001,98.80323963545395,-38.8474613393054,6.849542626133758,59.556351076817904,-4.2422910364064705,100.51264604682115,D,A,A,26.86174917676407,-46.02027236053775,10.604684152436851,C,-6.884410279295869,105.84455226517173,A,0
Mental,62.48276044857233,4.712407779599371,-107.75685166150069,-26.6720090471325,-73.74048838583155,109.05180916465045,2.102128857358488,A,A,E,-106.21751903306371,-65.56994618785063,14.667580343170208,A,79.68712766037413,-90.42661578112707,A,1
Yes,48.80439953377488,116.92215137040225,46.47268923021678,-198.42800729964424,-142.97654032552546,94.59978315290827,-132.2905350567227,B,A,E,320.3853499419009,84.55036143418504,28.50601981235561,D,-133.34762418713436,31.867639798631075,B,0
Physical,-153.2326561388003,-240.03514722661671,-202.32184221376693,-42.10154618991391,6.9500681335015395,208.06707117169447,-22.039963072367303,D,D,E,91.03740540188097,-280.6573508603324,35.70290555095271,E,122.74734974354817,-86.24506631246933,B,0
Both,-57.8905968760539,-56.67085140639737,57.1490914793661,-45.100556592732445,120.08890358876423,-10.973694958746714,28.89839587447532,E,D,C,-206.7271821306813,17.777059237860456,174.798603535654,E,93.71644934526084,-65.84646318649811,C,1
Yes,135.19313921214427,49.76595238714219,34.17798359277943,-31.700905234518967,-12.082816861861492,6.459340463301502,230.60545730567986,B,E,C,39.59839678395835,-260.35251886617993,-2.2702093117681903,B,-83.83322993385167,11.9400928097672,A,0
No,128.38137215044588,-30.887983889848407,-50.086697139096955,22.07251950346818,-216.4387331626591,89.14886210870495,-0.09135770546841318,A,D,D,100.35575663489955,-53.12817515040812,-88.40193051271633,A,-1.4702067357687911,-27.449946097620543,D,1
Both,57.370194687784945,58.0044206716303,103.50630679176713,161.82374309139317,-59.67670915862552,29.188253203714353,45.33205088163563,C,C,C,-105.84063069810054,-155.52251765250793,-46.277117625352474,B,84.41586233329278,-94.98274042014417,D,0
Physical,-249.21193836744732,3.3851873637522156,-33.18416383179025,-83.3094906587505,-105.54413939957851,-46.07784968703884,26.39523395166277,C,C,E,207.49553373074014,185.04681044858887,32.1065926543403,C,-14.879054667094598,-170.84678358937558,D,1
None,68.85102206599025,-63.65370975988681,88.7586508746833,-43.963774504917296,-63.0373296699878,-7.910384411695741,234.53190704238474,D,E,D,178.32050626687,-71.7619763724896,-92.0791084588107,E,61.04176938041651,37.65635041966842,A,0
Physical,84.07402373066802,-41.769581079382355,-69.98276878449946,52.303088165975694,96.16579532081504,-203.49594899041992,-175.6115354439312,D,C,D,43.4609407216625,-99.39022525166247,-13.161689952218397,A,156.3290113399089,2.2670713219416263,C,1
Both,-23.058454241900538,-76.55756640307692,24.097104020738712,27.231547015528978,66.73842392711981,-41.97898947926293,22.406927486686225,B,E,E,101.25502555167705,-190.3760091258796,94.63487614878935,A,-123.3199914259595,-198.5682376307977,B,0
Physical,-46.52918662021016,43.45218936481619,16.926280475507742,-131.23077884254755,51.329105377131334,-22.193892656039473,137.55163520851053,B,C,E,-12.152495501469993,-99.37401364021918,160.90598301262568,A,-153.58066858424587,112.72438042369572,C,0
Mental,140.66714768158434,-17.0357805888562,19.771604268975103,-12.816434377110312,-3.9803328378150433,-78.2004748522665,120.15030373793908,D,B,B,-6.56716824919102,-139.90809478414408,-68.20138430285567,C,124.67203762477786,50.479142708957426,C,0
Yes,-119.5866015931375,14.481028908130316,-8.4164440947685,2.70517426013415,-69.64381420156838,-145.6897252101648,68.0833438023598,E,A,C,-4.361316888078769,-17.585532586078344,-35.33277876000858,E,38.98756872470487,-72.50430681730667,B,0
None,14.536080224141704,-44.95728888651641,111.16323705906484,33.48002253837601,-165.26066862751463,-94.668606992485,-177.23428509782718,D,D,B,-124.31997778823518,-161.4806415383529,210.84571518653158,E,-8.945460330873308,-50.74972963891409,D,1
None,193.18484720790988,22.84942024076972,6.4780670846870265,9.679947298356465,-197.34761112112884,-40.723036273667475,-44.59843323652454,A,C,C,-227.59712752676523,108.87905672863427,19.435471033330483,B,-73.6850694318927,30.656325356305658,D,0
Mental,17.193982920774953,129.89388413463035,120.16042760756432,80.13206887737887,-51.32789832739342,67.99863725698826,-15.580696911497025,B,D,C,160.94591590937156,64.91051266941366,106.48037164346587,D,23.551355249056392,114.60658664740355,E,0
Mental,-59.21228026158107,56.818907504298735,179.27515324021564,-76.76428598863994,132.87854131439886,26.393054430704165,138.37527528291548,B,B,A,-19.644988742254597,140.72203831807457,62.40249160518856,D,115.24745066730848,-97.03128608020434,C,0
None,-247.13444840360017,86.83540495466815,153.20285488514725,-29.05009415220457,-121.08071733234156,16.69413195505359,-22.755247821943406,B,B,C,154.4073661551236,-87.85831785866955,49.90648151709715,D,-81.46158149790782,-170.18794367283976,D,1
Yes,66.40086985396592,-103.14667153962986,-39.72981878098556,-43.67151159388891,132.02669247855405,-54.46223967713244,-85.8786621656929,A,A,D,20.972771770233624,-149.56108770724435,-18.046250820694343,B,57.31850121401485,-157.39403505861767,A,0
Yes,-30.829187702462697,132.80756826244445,-65.22273539739822,-83.30329320402996,36.40426205473032,9.467354628504856,-78.07426069601624,C,E,D,34.75638893957102,-59.223344720358874,29.942450809313215,B,1.9262448058106885,-224.85261347456634,C,0
Physical,-188.86273315361504,-140.73501312283892,-120.12520760678149,-84.76446954772697,-10.07868583990068,65.80425527305084,-139.25017175087802,E,E,B,2.142844548570118,245.46842363654528,-53.286639129349545,E,18.227878768353687,-131.39674781523806,B,1
No,20.676128807141268,117.75770027494407,49.68916886562014,-56.80753876606448,97.96050069504207,26.411192978891094,-203.8748657893788,E,E,C,246.68445608863627,-42.347147596229924,186.39320319761094,E,-3.4616766001226873,15.18039359213719,A,0
No,-0.971502882022605,-110.29857130281708,19.75876209586288,-35.96632192746883,-356.88409061117693,-186.7622070125258,61.479480147169376,E,A,B,111.65136073767295,170.10392894105323,116.51257350947644,A,45.24037492265439,77.29132125650824,A,1
Both,-314.7716416625763,0.4262382982479078,-48.1170083948576,-109.8240454174806,0.8577302888720278,-57.37221873315347,133.0193070604987,A,E,A,-97.5240774583703,76.33591411157623,49.304982038869994,B,90.57652800653348,-56.90671573389893,D,0
No,63.62062781678506,219.4929454360658,19.301619256829934,-176.42494614141216,-134.06081746383492,184.4022278407239,107.95964736230626,D,C,A,-100.14965488570601,-80.76567997540597,23.738439986061916,B,-197.18602049188024,59.73910754667493,C,1
Yes,104.44646398954684,-30.450787511427922,178.5117178092313,-54.48954320169932,28.367765443764753,76.23489795970876,119.31166232563713,A,D,C,1.994842186981712,-229.8434899435287,-9.245516178737038,A,232.9358799188976,-26.22182865232359,E,1
Mental,-27.14828963841944,36.10660426996395,-88.86417474568576,108.33833508508694,112.48053058512724,-59.4911858929387,-118.63078072816491,B,B,E,50.038893053981084,0.09814188126634382,-79.42664259370244,D,-0.07457561134602765,-225.48455107300148,E,0
Physical,152.93601769239743,-18.392159985489297,173.20293617126507,28.250238342409105,111.91544952522261,-110.4172539879612,-55.71800193187124,D,E,B,91.47980420211724,-15.220391810027378,-220.17782649909975,B,100.44625185036129,85.25253012265345,A,1
No,-184.17174838831409,213.4947290352897,-231.30297578491002,24.96874879863903,-65.04604087664504,13.413170470925047,107.87933275837193,D,B,B,-57.80240558376981,27.673137006819086,-90.58194869497899,D,-26.94878143512751,13.515150129287878,A,1
No,-253.77795512862963,-5.066990041771229,40.89161602707387,-363.147207533685,121.02617446177959,101.43632265486495,-14.623483932679452,E,B,A,135.9301015381957,-45.590631400503035,11.253492357736665,A,-95.4308668431237,33.97049623588145,C,0
Mental,13.99550329384428,52.57820233948911,71.99935388910836,-14.445483231680411,9.653879683021426,-54.765754007816355,29.900156151617846,C,A,E,-93.05276525935132,84.2287093301304,139.19123709636253,E,-9.59503662203668,3.5651009579684105,D,0
No,-53.704589683741474,49.53101385922156,43.19314770194837,71.24378301180548,79.64075800526669,96.07813195783525,146.1821583289307,A,E,A,86.26629623756882,-36.131971522591314,153.36247804218505,C,-46.05577868519176,-2.1218034246542192,D,0
No,-33.94375557034803,29.49353707531056,47.317651328214254,-114.31402291302119,-29.23718232964664,-147.99456171193518,-121.30815562753729,B,E,E,66.76312329409238,-26.21280265917874,-6.13134836161501,D,147.0127523848678,-28.172290071108712,E,0
None,30.669120717598148,104.60972549854468,100.40066483922905,-55.1862870608597,18.816458172322385,4.680761586025827,-64.08259467938784,C,C,D,76.67067557980903,85.70507091782117,-41.701657054644734,E,-173.7436802061188,88.14354878974576,A,0
Physical,84.72065093722082,-46.04404638656632,62.73394091449953,-30.456119323712223,60.44171814562424,-52.714411970577935,35.606442378085326,E,E,E,-41.5760092152098,137.69168942300666,104.79217282791716,E,-161.68490678432553,-19.0518003392532,C,1
Physical,107.78405551929502,131.33327562897082,29.68435068537078,22.428652316907403,-40.708512475394244,35.51472916146583,100.52388784645481,D,E,A,-32.465680061611835,-0.5988237522131776,-44.7683504665072,B,16.545553690169122,47.651764159094526,D,1
Physical,-93.96589851185078,54.956771256325524,-82.94024414525497,-35.98205844897837,22.2531838726944,43.754675577988905,35.21104560117034,C,C,D,-19.718467826818472,31.54863560158649,8.808801971287895,C,46.95847563829751,-101.18469193477011,B,1
Both,41.149794063490994,106.5731458809888,-58.777314509156476,40.47625049837414,-66.74704770074995,-76.66679998218454,-44.53974794027521,C,B,E,13.284734592493386,86.16797242353361,90.25286026757769,E,-46.97922708574737,-19.472242214977047,B,0
Both,-1.7127787331131392,-8.433332954578615,-3.673351923220363,189.93037616767847,127.17399226973589,-22.18998901355137,12.112601972423986,A,E,C,-121.62080587819722,-110.42487854264532,0.28911405555816866,D,-7.952817252694152,29.110997234207137,E,0
No,-38.95268997296788,45.60124434716685,12.915266399136918,40.862081937341706,-212.5299252215732,117.66833584730429,-1.911264618746215,B,A,C,4.334370954498459,-4.150231104480354,127.56607071184223,A,-38.7898937431689,-104.42793122241648,D,1
Physical,32.3349479126433,-23.065321148299674,-128.2250110853952,140.39006866462836,95.649418915735,125.15679420167206,48.96732061000078,D,E,B,-37.67857162316004,-128.51500121116538,86.18300812175748,A,-23.020348865768874,42.00032450756178,A,1
Mental,-25.83409644523078,-159.41471426664816,72.39175409499941,-76.88421108193356,-13.197093415088206,-28.392239012151354,-207.67654026607096,B,E,E,-50.25533525380066,-43.16413082649381,-63.65241564365887,E,45.12577205751784,31.375700795759382,D,0
Physical,-73.48679540986343,86.64582747904697,-70.87818467546643,84.78723402594632,27.45717279194877,77.05357931278508,57.368070455684204,A,A,B,113.57265538670853,-168.705791443696,-143.72583766615412,A,-61.53890953877955,-166.19422552222863,D,0
Physical,53.70368985062408,-77.47817128401122,27.742419478478492,90.9679919697976,-84.33227119257586,-120.88476979775793,3.402714203849147,E,E,A,-9.794122249880601,-183.44518926610831,23.920321348029194,B,-2.6430737938745468,-151.20505270244504,B,0
No,-7.626307373060796,-73.86831672251675,-97.41349620143514,-4.569881275006807,-9.691843958676888,-38.98088654441191,49.202995223247136,A,A,E,-31.439104635357207,21.936885620828974,-21.49944461883879,D,156.67458247085926,17.213007091116435,B,0
Both,-44.75241305898797,-126.50602478698141,-46.94989136962423,-34.42640053623462,-70.06294760904441,-21.62136317510672,-20.476847095314948,C,A,A,67.40015491293049,-176.24894772635264,29.8327485719984,B,31.983437984449537,-46.076349049751045,D,0
