AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
26-35,46.60179258387409,A,-99.51602924701439,-58.831020116275646,-15.477977822303707,-120.73020416465509,-97.44195913155032,0
65+,-48.57542552206506,A,15.913839074141128,36.28527991405108,174.9169070728447,162.6716093229832,-60.346214567309886,1
26-35,-53.177242165979855,A,31.50089710020918,158.92575057990464,53.44629047049254,-24.01899306722706,-95.81841778608631,1
36-50,-43.766917933521235,E,-85.24279162633628,-10.010975995649526,-59.67122910856998,-17.068100549547218,-88.09608282794962,0
26-35,43.724640115454626,A,42.83805141945885,-45.511351617711526,-198.1188197925809,73.67918756112634,-160.19106615375543,0
51-65,-0.6431928000538714,D,42.90057078961176,-74.2258308531959,28.916685840607805,-33.41451846857018,-37.74583891920143,0
65+,-115.11393308045774,A,29.855257541633712,-89.79167031550901,-99.10488777675562,-16.343158135408725,69.24028308957884,1
18-25,146.43136290170105,B,-116.42003390701457,29.04062245963616,29.334144980411274,-178.95337711069786,103.08059340866107,1
51-65,11.021905389076535,A,5.85141845011554,-70.16278599601726,-139.3028854474552,-83.88015526493163,-1.254535256023474,0
51-65,-197.80007836175213,E,39.61006531591359,148.2060303027649,-207.40469428939727,-117.76414364161411,-58.001481530657564,1
26-35,-174.72116435009247,E,-64.85533023041347,-25.46223900950202,40.12423025314168,12.630681882858907,22.912476099229742,1
26-35,53.33719270224621,D,124.7541693018571,-103.74174674101211,14.824671949769364,90.42950594564734,161.4266111504141,0
18-25,199.19071617596705,A,52.76063225773684,45.49007698908065,2.535672522468377,-0.06959442414210966,-15.998647789138086,1
36-50,221.0447631752387,B,54.381895781803905,-90.63697234901508,151.63143750451914,-46.84738483885666,120.11938461175957,1
36-50,-5.559620176380988,E,-103.09716160817517,-129.53346042791154,2.0847896481778556,8.410818525463263,107.31467706426253,1
36-50,63.63007248776166,D,-141.33010867193434,-44.16517890060238,-106.96927267484931,-62.954624983514975,-99.73496424753291,1
51-65,-42.63082012970061,C,-97.50154318924531,-29.483737598623943,163.7439961042994,27.79334645796409,94.75621445351466,0
26-35,-64.64159923553967,D,-178.56649337035998,110.3458242895044,189.0203037392553,-173.5267314261139,-36.55490957798498,0
36-50,-13.19376690856831,D,14.060341115280945,-151.43399071265523,-210.32965655000194,1.4417215609470024,-32.08804054994481,1
51-65,-15.808629801032783,A,101.02868660047086,109.08779470404082,-24.4634439773184,-42.0317551563623,-8.36709567324771,0
26-35,-63.81211218198358,E,-40.00416852850474,-46.904565906725566,36.14837178436931,-41.79586218615235,-42.265090854217505,1
18-25,218.1187392955391,C,-47.24094560585315,-116.97770081150924,66.49874303177506,-172.39844211279458,29.182726831949125,1
26-35,95.21844889310759,E,-162.3166148431564,-91.24297227774423,256.5289648247035,128.14986060235117,-43.38088697716812,0
18-25,84.71144855668375,E,75.49408588873374,-34.59371673432364,-52.903378038608054,7.483215665460033,135.50861714929454,0
36-50,-75.34682853227204,E,16.32608754856516,36.3044959044124,119.68298052530848,41.73556312141632,8.864584639396888,0
18-25,39.258007576055306,D,39.88107927822179,-131.40744421830595,-67.06313577216619,-116.26720447164783,-61.79722603604893,0
26-35,-65.5226151958501,D,19.951815806479203,-9.098191063073507,57.23869037715744,-1.6934367085358344,-322.02979858511003,1
65+,73.92994784694312,B,136.1882654638294,-144.82059296378728,131.21115102825644,-13.855862484585952,7.355049489074905,0
36-50,21.597776885549973,A,55.77613005538771,70.20882138233121,-36.407405676238234,57.2456801631129,105.36877111543772,0
65+,106.38438189917285,B,186.48386018617097,161.49019449634434,96.68672463511756,-85.56282487725501,-64.30861046860704,1
36-50,-13.934891235450166,B,65.34293481279313,36.923336398684526,7.211179518823639,-108.08262482172195,96.05793690537678,0
51-65,72.94194170542734,A,-57.55707756519482,-108.54770347003804,-197.65159648136168,85.1777853054831,-5.746265051333618,1
51-65,64.05668789072637,A,72.3469761564066,-35.13348696119758,-139.25834003747866,-230.46173351945387,45.05951770347869,0
51-65,-74.69881620607524,D,-32.84890318728609,-43.15438870175973,-116.97181660541081,153.76472391630296,-58.501281506049786,0
26-35,66.70124399664864,D,72.04787112945817,-91.5247739470622,75.54846318802184,-188.91126490491737,53.29685009405535,1
51-65,53.18224773677389,C,-54.469805254102596,88.08306977639447,-4.933985188331615,75.94506906630005,59.50703867474151,1
51-65,-10.825907752128563,E,46.35106045536545,-12.768913564996362,-42.43113193680542,-77.41552423707495,-31.753275595910736,1
51-65,-35.22484261599855,A,-65.35378892887609,169.43165442290731,95.62043875744637,26.80959465640807,-54.91992746570558,1
65+,-88.96796777777404,B,-84.97466118873328,-37.89392577696489,-93.71015939287653,-144.37204522549706,-1.5546323709707794,0
65+,91.00916076524919,A,-72.81777029909159,-186.4240464290622,-19.84066040968152,189.03684144834162,71.41533951551042,1
18-25,-7.489558014410252,C,17.066646097768732,-37.875525698774595,-15.618789330009353,41.329919570670484,123.24564434271448,0
65+,-20.74144912548304,B,117.79298504976916,-88.8889198716872,-13.97109169422038,16.549422823183235,-25.878971751903673,0
18-25,6.033542419531963,B,-100.56881686314114,112.14519307856598,-83.62010217891304,58.34028392226291,-73.05445871732475,1
18-25,-194.43820555630916,A,120.36021064955908,-31.096818894018696,129.2676177855971,0.14223803376436656,-129.89476891413685,0
36-50,-153.17662840815592,B,5.5488749050998285,-123.68497505249374,-7.58520754952617,81.48952706475112,-47.96148493652946,0
65+,-3.2215828304669,B,-23.745275341394237,9.579585817811914,-36.77789186876477,3.9035527415226103,-23.49094539184743,1
51-65,1.8867967111714754,D,53.38425896235276,141.87774402164627,-168.39189207062847,-11.503734038967076,-3.18384776570017,0
65+,-122.93530810465687,E,-199.7497492057684,-8.236229820649315,13.93247781630778,76.06061575076902,-33.23886402787084,1
36-50,99.60101947123732,C,-51.86446706924086,20.81013977338638,-98.91410627101244,115.90809252085914,137.6803202469835,0
18-25,72.53003123281516,C,-70.42472383408948,40.63784583960445,-52.349040189367116,42.764028320104366,-12.84885423784978,1
26-35,76.4918772599314,A,140.59857570162336,24.7398351329169,-21.720905809413114,-51.03161193275816,105.15164075164682,0
51-65,-38.68428836582368,B,-96.16790382533885,213.0141766907403,159.97568945975226,-85.47917171376113,88.447773998109,0
26-35,102.54998395276044,C,-276.3371867554495,73.77122592888799,-73.30224148397309,70.75380383550608,145.60661040361117,1
65+,-80.82039546422405,A,103.78100891529152,-22.63457331355312,-75.07646789642412,175.3197750672825,-185.32448049356339,1
51-65,52.301117114147566,A,-6.378892503750569,-48.94745482085893,-81.14414458460111,10.410720965061364,-96.67918290899694,0
18-25,-39.028722364171244,D,41.707202047237715,46.310254884018995,10.513335230131378,35.95410767223508,6.388082471574001,0
18-25,38.74109844097798,D,1.1263981338755538,-46.83692277252591,-104.12923235549334,17.10244464181346,213.35314965181368,0
65+,124.4499944984728,C,78.47319663321585,9.968093360599806,75.96280351721933,-84.10577304882774,-19.743359313646202,1
65+,6.854979052099362,E,21.987322667721703,32.88506134142995,-21.44955238112705,-154.37193291359625,19.832248398235127,0
36-50,16.962691162210977,E,-82.58462668022865,46.48944486273095,89.6195434844255,77.83246250611127,-26.0635993373284,0
26-35,-49.188330880093154,B,-75.91277003338845,-7.930046737440205,-20.35669826486251,-249.7040094760366,45.18962294174069,0
36-50,187.2813675097335,B,-30.977332140112818,-82.13264622277264,13.95557445869587,-26.92399652384456,16.10860047705028,0
65+,58.505434835143376,B,-94.81652296619028,-61.96909037370902,100.17064815875305,-59.59992703375651,14.350845575898141,1
65+,38.72480979291983,E,102.77755422759786,-8.564110357008557,-111.79812937549254,112.8399982445058,53.91831984711134,0
65+,-112.52045805948299,E,58.10153492919342,127.88969821587798,13.534282081589563,25.862234947685597,-87.15150019347601,1
36-50,-5.726450304887192,A,-20.730160051647157,-102.54069469896724,325.3144607542338,0.3682305009169869,-123.16216396166708,1
36-50,-106.5708697437259,D,91.20966351639925,117.01021045362536,-68.09213038404408,158.83832418254394,-42.155383842604806,1
51-65,25.301722928852648,C,-98.01776675642155,-38.720948552086455,6.714486516697478,61.49281600959119,31.862706290671877,1
65+,-21.599781752235735,D,154.7376296532348,5.19506207179337,-84.87887451839336,98.71668232359997,17.985286631513432,1
51-65,-57.67932103726221,E,-99.79558490594074,84.54367179993385,73.95832706709591,66.18566180457954,-74.99696187343716,0
26-35,95.64167233325749,A,-140.2791368936222,-49.622147107854296,-18.529559745518515,-34.29344335311203,-93.15620981710508,0
26-35,-73.61376541918531,E,-41.56465816126579,-85.51897049419269,-107.43024056836998,96.22459845295704,17.825269831980687,0
36-50,1.4380148131565613,D,131.95304722405362,-132.51076721986834,59.22639930777554,12.547697646698971,-37.04878806215864,0
26-35,16.088785019301255,A,-96.43757775019999,-82.09355588820735,150.6491526166044,36.901816718900484,15.430061306571599,1
36-50,-59.71099330124695,D,-180.7517884072425,174.14304703560376,17.430688972334778,-16.03386329239009,163.11490759156814,1
36-50,40.86910463188982,C,-130.3675116160514,77.22068655457883,-128.62241535259304,42.18061993916911,-93.80027326498528,0
18-25,-29.150217816122932,A,-20.484585376145294,-56.42604807249595,-124.08502452771748,50.07054844676935,-126.93716493109967,0
51-65,-6.985961625075546,C,115.19546941604179,-89.43148977322916,73.99942547002492,-187.13390828577613,-48.976848512206736,1
36-50,125.0504388791528,E,-15.728848740692847,-65.46886081307765,-41.03886432380098,129.7272089302454,-28.995511993171146,1
18-25,-68.68234467600718,C,23.063928717770633,-76.83382860779756,-175.38918890372113,51.38639593666758,43.14037303046415,0
18-25,-36.20781520415543,A,-11.303737400129828,1.7926848267485966,154.48084354960992,-268.7861737786037,-92.45411397630305,0
65+,34.64764082359107,C,-55.38108316018633,-1.7774610478631006,111.98517297382121,-75.56004284976426,-29.571772564240504,0
65+,108.59357704544541,D,-89.8358178548053,35.697903949708305,-163.52632046808247,-76.24971521398349,-15.611067143546787,1
26-35,-16.77707106680178,E,224.64096062017322,33.248465586147205,-16.359124840151807,-49.262449350615064,-123.98759555694785,1
36-50,-82.11599417553856,A,48.31113777858679,17.334171147913434,-54.72925198095705,-184.98125857572995,-176.57749231697989,1
36-50,-94.6666298460748,E,-136.43837675309044,-78.74782448141218,56.97961956440453,-58.85150705460603,-95.52494948404026,1
18-25,-160.17998584069315,A,208.12245430532047,101.7174748939456,96.96311464432806,-172.3227084751589,-96.370226536357,1
26-35,56.31140246582645,B,250.33613938006752,-80.55381737261663,2.508573164876557,-120.35535541286913,-112.20333701804388,1
65+,-62.720510234505014,B,-159.76194806929635,112.99977984636871,-44.67495113657854,36.02098421961655,-76.59220936297596,0
65+,196.80639795083025,D,-86.69757503664285,-67.18053663916304,-53.35060921521202,-62.36626664722047,-138.00185613067154,1
65+,-2.749237456532689,B,31.81010699729157,73.92563877217495,102.05584808240542,102.02141745311593,16.414214216857513,0
51-65,-162.80040988311873,B,35.193958391784236,-35.28671458358279,-102.65816152149834,88.19476136244792,-330.3612842674295,1
18-25,-123.93357689462454,B,46.47044269015212,139.69053919513982,183.83658430673646,-103.98713771568026,55.76552046071939,1
36-50,-5.661978294167571,A,-145.06156704786667,152.517416215786,-180.62367593844078,66.646083338429,-27.770440199531116,1
36-50,54.707771553230636,D,130.99572098974295,-255.87873153002215,-115.20095076869595,42.085605182054096,-0.19030739911420647,0
18-25,33.48351552452045,A,56.801351913138106,-3.2308794745159846,200.94514184739762,-66.98068022622809,190.47107417313762,1
26-35,308.7737169505466,E,46.190395433190204,-63.75343957984933,164.97453666462619,75.68563857264596,-31.051644377375176,0
18-25,-8.553991823340374,E,-150.0411250402577,127.26574927008186,-136.65722829949723,67.84986594820694,-138.28186843146034,1
26-35,-71.29310891460544,D,19.682399734805454,-35.227340410868166,43.40053247630028,11.962976489327595,-159.1530628726104,0
36-50,-44.428104358173066,C,17.889401644128565,-114.6809510265246,41.60097513396093,-79.54405387002642,50.602938545931785,0
26-35,-169.0446966800895,A,31.90656250380586,-277.2745827534196,1.927993786869366,-99.01178410606204,92.946410361103,0
51-65,-32.67790424747549,A,102.43767129987383,176.34281329234275,-197.62734502753815,22.239994245080393,94.79518010545614,0
36-50,-269.06196267745474,A,-12.388969084943822,-248.5958344180716,150.88981640818326,-205.07527098161492,-20.577332611763204,1
36-50,-93.02840025917298,D,195.51497721523273,-45.62264825289068,-78.52215737510636,-272.4613266882999,13.381858746207795,1
51-65,42.66128703549265,D,198.53728490628137,71.45243216062569,34.67617797211779,34.6869449478327,-97.88908183798314,0
65+,-24.134965530898448,A,-167.41646435030782,-49.40934321903882,-231.59490451747797,42.67158514671125,63.443764576656584,1
51-65,-43.64403435911841,C,249.69715108219614,-33.696217317685225,104.48483595659879,-103.12974608571778,-61.33767125618157,1
36-50,-13.51163038202131,C,33.07799480723389,179.28672821100182,103.10948318661023,-72.22974881298254,43.67396885949441,1
65+,-22.679618782228964,D,-102.98316896433266,-28.962768992648098,69.55120384238356,-56.39259729930187,40.692732328028484,0
36-50,45.927768316895666,E,172.02751084769227,-61.519506611186436,106.67669654948723,60.20059081590543,135.84859301141387,0
18-25,-47.81754958950403,C,94.03475846427258,-47.95958844783857,115.17667637917322,34.996290479055396,-28.246313525207157,1
18-25,-2.543774723669119,A,97.82351348367273,2.0594932861412443,162.07942565341702,237.97173507123918,-23.54347626162316,0
18-25,-0.1827341233593721,D,-87.03750197562933,-17.694689934849603,-10.639495846160617,-63.466414320990104,-115.34081434008874,0
26-35,-109.90462614129915,B,-217.7255018431725,-71.31651551687993,42.86322377678184,-22.16397278672447,49.450596061759235,0
36-50,24.93805104233757,B,36.00697646682371,-236.3781784853105,135.25907182522167,-198.83420133306913,59.79449320786407,0
18-25,243.2158220623291,A,-111.76711463659584,31.949153174027785,128.9733513434282,-58.13103337333375,59.74217330921648,0
65+,-21.373650268194144,C,-144.90710393692333,11.347083504768989,-83.68628997544573,-22.181766582108803,1.7495718688498099,0
26-35,190.52579936464204,B,-65.13891323195212,-64.50723516434236,-106.81210788988953,35.61453688820799,59.76615080104855,0
51-65,-75.83226458730951,A,-94.46869404103353,41.53847174753304,56.50769193969181,4.276429794954754,-72.6466245075195,0
18-25,265.29304682239797,B,2.021626862883633,-13.783506727597237,-15.712456193807533,214.66767807652855,30.47338484743598,0
26-35,33.05841003947379,C,-108.58492154972473,-37.18927826881394,184.81259304615875,-110.2346379195287,-108.18742281776956,0
26-35,71.0094219582474,A,123.85766838084784,-144.65700448936806,21.293917371780406,76.06215223825204,55.361913262817254,1
65+,-15.938656749866373,C,-9.690542828278286,32.70071138592564,-66.91938603765972,137.26088599853625,16.795079347382604,1
26-35,-91.14681612702181,D,73.44790366623674,124.3432900086132,53.935472680853714,-152.068504129649,161.54675448833342,1
26-35,105.17243670906302,B,229.13724778714806,-84.53923794174982,34.25767319151948,88.76709160757876,-141.27751424356555,1
36-50,180.70641173470327,B,-45.35494632341739,83.7234170164323,20.692022897481515,-150.88140695432776,-66.55107400748955,0
26-35,-33.78579368527343,C,58.584018970010234,8.742457534734609,-102.69794167304256,39.9666790660048,-31.321620622264764,1
26-35,-10.695561765452158,A,65.17864773482546,-6.80525120535618,-5.250671732007685,-174.9431486439477,115.921005047925,1
18-25,37.07224887043115,A,-117.70661453082316,-160.83750084957947,179.37991651966448,58.83618391213952,-36.896169322433,1
26-35,-41.81353373357854,D,-58.10217701188074,39.67530333937121,116.65224522816276,-15.658839265424323,-114.43864303961742,1
18-25,-109.48118849409315,E,-70.7003524619031,161.41021011432593,185.12971277250264,-51.48934737687399,-100.10690526344519,1
65+,29.875398322937198,E,-1.2396721791881586,-83.91186796498823,-35.35237601166305,-41.19649315048301,72.40770760129787,0
51-65,-14.169310902526119,B,5.316766231235164,-58.93486915305511,105.8132017324396,-59.901416595370335,173.0943527805908,0
51-65,-100.11295277580636,A,100.95595384876755,184.99425414407514,-31.82847132979278,-148.89994308627797,-84.41149620849474,1
18-25,-72.62678665615752,B,89.8980373991281,11.27560494105012,-112.94330586445555,40.737858375209655,131.1463455654899,1
18-25,211.04593150222541,A,-97.11170004795898,71.32208188394404,-98.19268680343868,5.557900599369774,-36.25600666169882,0
18-25,42.8833268459171,A,-119.46831113057863,85.68271588649925,243.98090510327037,-13.521800872254474,61.16654366028016,0
26-35,-100.05579478050797,C,96.84079921585285,61.4917157564552,-300.04422562617947,-2.1161991542697542,-38.202436824445115,0
65+,-14.385647759079607,D,40.23524330398763,-36.151274809172435,31.010202965619754,-81.84408365806486,52.39999624152873,0
51-65,45.66457298099521,A,-205.52048324960091,-63.45826443619186,16.157627063239026,78.60586763557366,-50.651449673779034,0
65+,-330.03614976721815,A,103.41899203258849,-197.92353747614732,174.26353563595774,49.756236317380825,-90.10356645240988,1
26-35,91.37602008824986,E,24.08664987935586,66.5454354564103,-9.85692593003112,-26.995030135110643,-217.8638336443274,1
51-65,74.96043793179888,C,-52.25645889944539,-42.242890106770595,114.67100208183108,-86.65126643630423,-25.157783573663185,1
51-65,-148.56079789434972,C,6.477200219015054,-126.18467817192229,-48.02738682930852,-25.83160068604179,102.99947097995832,0
51-65,-195.55475996048335,A,237.272779570183,51.6087356495167,-147.2029321077829,88.81026591442372,137.36443059853679,0
51-65,-35.42696891033981,C,92.25282256012895,17.985579102034862,56.56885521896765,-107.91626778972308,201.10701627024164,1
65+,92.47485995087595,A,16.92760801101864,67.32871682802066,-166.6564058303797,101.10491435316223,153.20869893275818,1
26-35,-220.95392820931065,A,93.15957903233151,82.52326962446844,-26.8563722042042,67.50688999873859,-178.24218012640574,0
18-25,-153.27946066826212,C,-7.740445687386732,-219.8753872239453,161.10190456501329,-113.2517157693972,-101.11568416075399,0
51-65,46.4665103617473,C,-23.383746767279266,-39.65839635605212,-117.00319389900899,-37.91737608833003,52.03357562127182,0
51-65,-153.43503010196423,D,112.38531906409455,90.09574291360359,200.4864145254461,46.404021657191954,231.14583021582683,0
36-50,-49.93886139603323,C,-61.129797786084296,-30.350710619192117,-114.47815669113801,9.605799246352706,-178.01090961228027,1
26-35,103.95619357790325,E,-12.457475244726192,130.7438986994947,34.87905324900774,234.7556974530717,-145.80454028005835,1
51-65,-130.47062147345133,C,-118.10921696478556,-0.6064965725088959,-133.02486441501998,68.77996732620788,-62.037001949458094,1
51-65,-32.80034124866411,D,-58.17931704482411,-164.28617461550095,-224.1041622061489,-86.21908547923876,113.61956698096824,1
36-50,-86.9510668402283,D,42.966851384131715,-168.902004544893,90.47365434902228,241.91885337936947,-314.9975590810398,1
51-65,-205.35106819382563,C,-112.43538358166639,-57.02763551954122,-75.15738585269484,-87.1309772594164,-49.56962012588282,0
36-50,-64.98233358972519,A,-68.44588672159098,31.80899043331349,-58.54083970501118,26.135065260680246,-3.569392244269735,1
26-35,-34.77941153149183,A,295.96858110171314,-76.00953230504527,-89.59833995273084,-24.61693798884265,123.17321698746217,1
18-25,-7.569991109776248,B,-159.66257987758163,-217.19154594728818,101.86659579684445,30.034055242808773,45.87166668717958,0
65+,-3.013556549111527,E,-29.79553842180069,-6.867823111308328,-31.31942057877945,98.03810629335123,-91.3355499283351,0
36-50,230.96007151079587,A,102.32248818783079,35.174831109936804,34.86258807667874,-212.2284916142841,8.05679487841647,1
26-35,-79.86401782472099,B,-199.02920087126307,-32.44177981151641,157.6700500117562,3.023102661078735,-73.93118167811203,0
26-35,141.39598318758019,C,-52.14473798937709,-163.10233253130028,-9.900310598754242,-140.71340648141037,37.491178012147,1
65+,40.7062384395884,D,26.56199846354676,11.339059579738624,66.19245768267699,-9.370365077601901,-172.66399235730842,1
65+,100.61578408100816,B,-70.54680670547474,-49.71461955807892,57.88935397973778,-77.2325457538575,-140.50830607297002,1
36-50,20.784553019946102,A,34.75531762575036,-63.737987663991916,-192.25958949626823,-53.993651133896,-71.22348649372007,0
36-50,-181.45936842240374,B,-24.530423757271283,-112.3600793802786,91.92533991631781,-124.79137158340939,82.05764787269015,1
18-25,103.6020863197822,C,-120.55359175293887,48.11335512457304,70.7178762699652,83.50505263084706,31.051632029575853,1
36-50,70.03002455445842,E,83.28790368524604,-34.66587652133847,-55.24170562638512,-95.45971296848988,67.66241536088128,0
26-35,107.7949237256492,D,-144.97490511017773,-135.24915611302066,-10.567899100035454,-20.58213808848009,-2.2689413753483705,1
36-50,100.16734844677771,B,12.535260006702998,16.070754373089173,-9.463862937038511,27.25656118410706,4.674111282617683,1
65+,284.1751170410283,A,-58.27710458410004,0.4634116895113864,-42.94874711551213,28.44466485399128,-91.84643003133021,0
36-50,20.6769447883367,C,-1.835089491778779,27.443613839426956,1.6224473494144784,177.0491634742761,-190.00511492796238,1
51-65,22.394334486268427,E,-4.102665058381069,-19.516038391066534,-21.18712872323276,-130.40589059798256,186.70992024062448,1
36-50,-46.32778923302489,A,159.85219323405317,-150.3393290762068,-21.101924362097225,-118.79859224398585,65.57495181025249,1
51-65,-112.67091167337435,D,56.18639292326316,47.56819868314151,-122.7425773205062,-17.86925464054118,-31.14183482030591,1
26-35,-47.75566080954465,C,156.84520629432217,63.92775413993663,134.42821496160965,12.601594037345087,120.8723663688532,0
26-35,3.7500191945832255,D,59.003592815654,-22.980752101241517,51.5193930426026,-26.627773124241333,-38.99085756556744,0
65+,101.45199592172243,D,-128.2971644639942,105.46991318003221,49.75492324747389,81.8177654731104,-99.24000246185,0
26-35,-53.534686033285276,D,-11.253700810381908,-127.76911615679789,6.563844005149269,-84.06263456819767,-39.340697569664194,1
36-50,-47.54902893740672,D,-59.09807964058815,33.32964149223844,-13.442385929756085,92.04699426956955,-12.4782281489688,1
18-25,43.938795400018606,A,121.59962400509244,50.82793244549176,-48.06730282238831,12.413881578546142,135.8257269298984,0
36-50,72.1825461693517,B,-131.01248462920404,-152.95726779417933,-30.258107355683926,106.11838925326292,14.269665789616203,0
36-50,103.01626964988829,A,154.4752890808313,58.59919309469982,48.42368807152176,110.9996237698362,89.64627543321141,1
36-50,-98.4377401444542,A,-140.43330440704335,-81.54281359280684,-51.549772519216496,51.49504663286953,-103.64783836013459,1
26-35,-11.732578880666985,E,91.71406525884217,-75.53217629058683,-12.540355902011207,-7.557554989160842,-4.581947088770278,0
51-65,41.735779227655854,D,89.71150026963282,-40.699082240119665,-33.105583385769066,-32.04508396303574,24.0990125907687,1
65+,-50.60959892244108,E,20.835113543437657,-95.39079766244211,132.4624922189689,30.104921139461087,-75.236585964149,0
51-65,-69.40055052908785,D,2.8711173733947457,-224.4539016018392,119.25731009218954,7.7026043172064504,-110.81949639141402,1
36-50,-127.82947980441051,E,-132.588383668103,106.76464146620381,-34.77833347550897,71.4592933184663,-118.62626178085614,0
26-35,56.538614711361,C,132.43173741791853,7.18115719532358,15.554959652719411,160.20986814725694,5.196764181480566,0
26-35,-118.69507461475202,C,95.14784399385078,-291.3036026032326,101.82215225149729,92.24647681830544,-137.12923692141158,1
51-65,76.50299123997306,A,27.361094798056975,-60.871484256079114,-56.23031888657902,117.87725208557424,-38.76335802010935,1
51-65,221.1528920565097,E,12.633955934230197,-65.79852336050327,104.5022215230742,-58.46775503461566,214.25056121369198,0
18-25,123.75981240513947,C,-15.922971382707626,-33.30919506493258,111.66166313237879,84.63688964580486,37.79529364371281,1
26-35,-8.78527560792923,E,206.4523242312601,44.6552486876603,3.7806632592232416,104.2797138793597,-78.86556518889584,0
36-50,63.19835054933658,B,40.70750429684462,14.715293314248242,133.73313308276678,-159.35316608832264,-141.40778945684903,1
65+,23.08548401072613,A,81.9925999468626,-40.224509474175655,1.85675950669189,77.23476201847087,38.878737658699386,0
18-25,30.207615928750403,A,69.67169032958125,-192.0314721626796,-38.75268213977606,-220.53602056534237,-14.909374381609238,1
26-35,22.288505401915202,B,-25.380296800072905,108.71910903117221,-31.309269791542338,-6.948917193394177,-13.569601684124546,0
65+,-165.7326060714023,C,-44.10165015662116,30.348063885744068,41.864724065403635,-17.392699413384445,-6.767897787762196,0
26-35,-12.38108256978465,E,-71.69683354488774,19.110952151451627,-76.93032036489433,67.82450030922078,9.61580488630636,0
36-50,56.51135329647228,A,-80.14740148209431,-222.33285293872478,-113.1324828314935,68.1998036467578,194.2560833767836,1
65+,140.39874151713343,A,-38.94232971983676,-145.70568330267218,120.17975590766623,154.01600742979178,-88.55743040227658,0
51-65,-203.1434113642256,D,146.55576041944195,-35.61536334126536,67.71366066940602,66.67426011612653,37.744967605534505,0
26-35,107.45048429984185,C,37.3835680330981,114.24752901412796,-74.86855245353546,-164.3090226867025,-25.016136733856897,1
36-50,-166.55929219920608,B,-40.89416095202697,-61.55819541342531,7.082759987038845,94.7634855615117,-188.42876653384897,0
26-35,-80.34870618779362,C,96.02358372450034,-21.504537554511625,-88.55613794285902,-84.67911149562845,10.578452620816027,1
18-25,85.88760515906077,A,-50.98424927029409,113.75136766874965,-73.47224281341899,-31.606484926395282,26.189771594805038,0
18-25,-22.041414379736864,D,22.0054413586221,14.178269759865165,-60.784151277735496,41.181278743560895,75.53030267949224,0
18-25,-138.70826401066842,D,15.829631695773378,60.398475300872875,6.835815328237921,231.61431603075303,42.23906038808596,1
36-50,-51.129425643370176,E,8.627669750765955,-188.92504622581828,-36.93965304637235,100.66554578242453,20.5579554798479,1
36-50,-20.209727596087703,B,75.19597986334124,5.681800773645093,44.58709669479234,-100.3082480984131,-57.86028601640925,0
51-65,46.604470445059235,A,-7.563134576660794,224.950253793981,60.33050187611839,-3.8119896373957287,187.19353323644842,1
51-65,-140.00340849609748,D,69.39320819605551,23.116889338395527,137.39213372888722,46.06768491246951,-72.95158484450238,1
36-50,10.758550434817362,E,-55.84607829762038,-43.22556242838481,-85.18718859333298,47.246175483626935,26.28261811641652,0
26-35,40.13309786999595,C,78.34995705237581,113.7051611818706,52.545313432615316,-99.55798983068438,-7.01114520537086,1
65+,64.06269129602352,B,-100.44081639940605,-17.97040912860975,26.755393567287506,3.8991828441960723,-28.375890146754173,1
51-65,-42.30804854180624,D,-83.89007757323262,-36.776825157372315,38.139094430620766,-130.09007683182367,40.452870260959465,1
65+,42.94176174037108,B,41.71844655003763,-4.80124808671847,-232.84346039872506,101.00743069907263,39.737144394288094,0
65+,-1.6049340738904152,E,-62.40969106241715,108.45690612733306,60.35737642861453,-55.48516408587878,101.2782565344994,1
26-35,204.31716975994482,B,-136.55927455602946,75.07694280024799,-54.3688177264531,47.79476638466252,77.65941307861858,1
18-25,-177.38626981347593,E,171.9429460787872,-124.72268482344617,193.39193826923065,-98.30706023496079,185.77208520420035,1
26-35,-173.0047154780858,B,-38.36277815595757,-109.00329923795849,117.8450462733721,21.81673624993665,118.3445111299421,0
36-50,243.18254044659727,D,102.40182232941689,37.832858580740265,5.9883101993678345,202.62496335371804,-100.8569840900696,1
51-65,-32.35996818148429,C,-34.79674388941531,-50.682838533565025,-21.660041762074997,-3.35141565250522,213.78239694125267,1
26-35,-69.20974417261199,E,-54.69472988697096,86.86114785812423,199.33392242333818,92.15525299828529,64.02162011242012,0
51-65,-149.75669831644615,C,207.3066481018518,155.04554885903178,-92.46259184754898,-99.95592406424537,198.13782019984995,0
65+,-106.58795009009982,B,30.823409018557097,8.130792615674508,-109.0308606468411,-39.77474970929084,32.19897839921176,1
26-35,63.71757411064476,B,-179.20947268511546,-56.656584734348634,34.88042134510352,-24.823774300895117,-2.0868847806849615,0
18-25,181.37707310937304,E,4.547245059242604,77.91949892919567,-90.00357441335328,-22.8387464406404,-77.47392116159392,0
18-25,-10.984154145563545,D,-15.438392434470288,-0.857926728192168,148.60863547497786,-238.8843126845503,-108.11254345729826,1
26-35,200.86666830205155,C,-140.4774153866883,51.483354963906855,99.02486032281183,180.68858203499158,32.869947084609045,0
36-50,-57.142674166445296,B,32.70217821712229,50.1880792951642,48.247002976129124,11.757366741797115,85.70020171833612,0
26-35,28.86438511648617,A,-289.8703908718345,77.50219478759217,-108.11072769333437,86.96899534294916,23.361750375227647,1
