disability,faith,Race,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Both,None,Black,Mexico,26.7172271286683,B,E,6.463622197834192,E,-191.89670416145063,E,1
None,Other,Black,Brazil,-0.9474231641641095,C,C,-65.41778140793603,D,-222.9420770092675,E,0
None,None,White,Germany,86.69007221420313,A,C,-90.805054090582,C,154.27155735893254,E,1
Both,Muslim,White,China,46.16774729867172,B,C,26.26588978722783,C,-124.37295360765161,A,1
Mental,Muslim,Other,India,91.10368054508113,C,C,88.07588174582679,C,26.100206953709986,A,0
No,Hindu,White,Other,93.16044358266184,C,D,-82.75236442932832,C,71.85245038218396,E,0
None,None,Other,China,-26.5308794301988,D,A,86.17469606585904,C,81.31400709695279,A,1
Yes,Other,Other,Brazil,-69.2913080111904,A,D,123.47026965561095,B,-45.568861518814145,B,0
Both,Buddhist,Other,US,205.4668243192937,E,D,71.56823794479816,A,63.42085370187191,D,1
No,Hindu,Black,Brazil,270.9005974792206,B,B,8.607792732282563,C,21.392574789192313,D,1
None,Christian,White,Mexico,-40.10842483219306,C,E,176.4131993622425,D,59.529357174549325,B,0
None,Jewish,White,China,-52.74325631238364,B,C,-97.13058098440257,B,7.589996679607593,E,0
Physical,Other,Other,US,42.34045562743605,B,C,-169.64900176107028,C,41.77271155060514,B,1
Mental,Muslim,African American,Brazil,-75.64446100598572,E,C,-58.26062920042574,C,163.14087727782822,B,0
No,None,White,China,26.175854943128265,C,A,-132.51364868769625,D,20.399826911485743,E,0
No,Other,Other,Germany,-84.55434231175873,C,A,-50.984933281094946,E,9.930375466121156,D,1
Physical,Hindu,Black,Mexico,86.34583908419098,C,B,-87.98560359255426,B,43.24983175174067,B,1
No,None,Other,UK,-86.36955926810501,C,D,46.803126929671244,C,12.27688994841005,E,1
No,Buddhist,Hispanic,Brazil,-5.852934064072143,E,B,52.567628304773606,A,76.96328757633583,B,0
Both,Buddhist,African American,Mexico,-34.22523110711791,C,D,-9.126214050761645,A,32.00531426222504,B,1
No,Jewish,Black,Mexico,100.96666453017289,B,D,-66.60539667769497,C,83.77248402335977,A,0
None,Other,African American,India,-155.47205796810027,E,A,145.9590206171827,D,83.5804033866762,D,1
Yes,Hindu,Other,Brazil,57.989008429919956,D,E,74.32844287131141,D,87.61076501195579,D,0
Yes,Christian,African American,Brazil,-121.4238164676095,C,E,56.87383303750051,D,-19.85692309041875,D,1
Both,Buddhist,Black,China,-12.537661216308118,A,B,38.63648507837543,C,-180.34884595494557,B,0
No,Christian,Other,Germany,225.69103469540698,C,C,-26.94978232935292,E,1.6413811689638043,D,1
Yes,Hindu,Black,Mexico,-59.047465213331854,A,A,-26.01386718195964,D,90.32613873023814,B,1
Physical,Christian,Hispanic,Other,-8.048181462309854,A,E,118.64168468849046,C,30.7105748704258,B,0
No,Hindu,Other,UK,25.184412471627788,E,B,46.88047715932555,B,6.927043266616896,C,1
Both,Christian,White,US,106.88469958211383,D,C,-51.967578339352904,B,162.36679502264803,D,0
Yes,Christian,Hispanic,China,24.467338132045157,B,A,11.207300751696398,E,69.82396560800869,C,0
No,None,Black,Mexico,72.44060973188962,A,A,-83.06164432229546,C,-112.76419655036737,D,1
None,Hindu,Asian,Mexico,-58.82882765554053,B,D,-286.38167056303,C,-107.41248210241112,D,0
Both,Christian,Black,India,-58.61262104423894,D,D,-18.55880707553955,A,-97.31788130239092,D,1
Both,Jewish,Black,UK,194.1995745957703,E,A,-32.881234984024054,C,65.79471877200854,C,0
Physical,Hindu,Asian,Other,-60.86061730413373,B,B,121.94104997950612,D,51.03894304692908,A,0
Both,Muslim,Black,UK,-56.879235355102075,C,B,-140.02846068159081,C,20.863563167960592,E,1
Mental,Christian,Black,Other,14.547348491090267,B,A,36.35048913413112,E,-128.75933377382287,A,0
No,Hindu,Black,China,-84.68369299854224,B,B,-19.291486620855256,D,-90.81178105961473,A,0
None,Jewish,Asian,Germany,-144.1379995707065,B,C,-36.06920356217288,E,71.30959973323309,D,0
Yes,None,Black,India,101.8183101038846,E,A,-98.88560069000411,A,83.33576324616307,A,0
Yes,Other,White,US,-86.4620061320369,B,E,29.11771320647144,A,-6.220256845026021,A,0
None,Christian,Black,Mexico,51.73909050619486,E,B,11.20103592745246,D,-0.40677303731943126,B,1
Yes,Jewish,Other,Other,-78.63468652187485,D,A,58.998187843565816,D,33.742143296885075,E,1
Yes,Hindu,White,Mexico,56.80068219975231,B,D,-5.4722690817497375,D,-21.712964466627906,E,0
No,Muslim,Asian,Brazil,112.24306357768792,E,D,-159.02284908502057,B,128.1939768310102,D,0
Physical,None,White,Brazil,86.6676499806892,B,E,220.40394803687664,E,183.04303740871822,E,1
None,Muslim,Asian,Brazil,-40.502632139838745,E,C,-100.61277434950426,E,90.30037540848751,B,0
Mental,Buddhist,Asian,India,-138.5470206736185,A,B,45.5658585451892,B,50.06044361339204,D,1
Physical,Muslim,Black,US,-52.306343250478434,E,A,-31.986096097993492,E,-105.40268145004734,D,0
No,Hindu,White,Mexico,-3.5526754321612724,B,B,4.531601635402742,E,103.56521497025442,A,1
Mental,Jewish,Black,Mexico,65.6079042629748,D,B,8.70862625412416,A,159.0904153620347,C,1
Yes,Christian,African American,Germany,56.747137838447095,B,E,60.93967564649682,C,-47.61860226458462,D,0
No,Muslim,Asian,Mexico,-17.22009766674307,D,D,50.266054567868466,C,-73.00835632326341,E,0
Both,Other,White,India,140.7969762756655,D,A,-25.943358439317578,E,-26.01423997241496,C,0
None,Buddhist,White,US,215.77477141305326,A,D,42.76744485624107,E,-80.67680051234069,B,0
Mental,Muslim,African American,US,25.89035845299884,B,C,0.25709555532385625,A,-91.79293613038456,E,0
Physical,Christian,African American,US,-6.063711879768795,D,A,-17.598952985568378,D,42.277239381611736,A,1
Physical,Hindu,White,Germany,-134.46154496994953,C,E,265.6100627051798,A,-216.25908411947285,A,1
Physical,Muslim,Asian,US,198.67054603722264,C,E,12.104523383330404,D,-18.765447516394154,A,0
Yes,None,Black,China,-70.52775024297323,C,D,195.03279618212562,D,30.151786938102155,A,1
Mental,Christian,White,Mexico,-143.70521439840232,D,B,-83.34243329704537,C,38.464900715120486,D,0
None,Buddhist,African American,India,99.56268737031816,B,B,-35.643101061002696,B,164.33812221557233,B,0
Mental,Buddhist,Other,Mexico,-247.39747572765484,C,D,-70.2313038901445,B,-195.6774458320208,A,1
No,Muslim,Hispanic,UK,119.42994945663146,A,A,-32.19601040310571,A,23.062893593005516,B,1
Both,Muslim,Hispanic,China,-69.52131741675946,D,A,71.29536866362946,C,-171.45758949001015,D,0
None,Other,Other,US,153.4694378216659,A,A,-144.59347609697525,E,137.8518381864773,B,0
Mental,Hindu,White,Brazil,-153.14067396216515,C,B,-7.73913703301489,E,109.81498320024316,C,1
No,Muslim,Asian,Brazil,74.35446285609531,B,C,66.6452480894395,A,-53.31839844775962,D,1
Both,Jewish,Other,Brazil,121.60629975806883,E,E,-44.42314872939439,C,189.11290162319844,C,1
No,Christian,Black,Other,22.813857620990085,A,C,45.92758065059327,C,129.24962027006507,B,1
Both,None,African American,Mexico,-96.95834522822538,A,B,-233.53165676993024,A,37.67512681236921,D,1
Mental,Other,Other,India,-89.84480225024728,D,A,-260.20767440112235,A,42.42531715056516,D,0
Physical,Christian,Other,Mexico,64.69186724209834,E,D,-41.21039589744723,E,-16.563788885183993,C,0
Both,Other,Hispanic,Brazil,-73.95527925133096,E,C,-26.05150548140681,A,-94.92574756215664,D,1
Mental,None,Asian,China,20.05321260495247,B,B,22.522919118396125,E,-75.67967153293446,E,0
No,Hindu,Other,US,179.49667840333066,A,A,-3.8420889098157462,A,117.14523305696495,E,1
None,Hindu,Hispanic,Germany,37.49546861087238,D,A,31.090905191538106,A,-110.50365495919957,A,1
None,None,African American,UK,-126.9226988725612,B,B,60.34471865961005,B,-92.59086933132133,A,1
Physical,Jewish,Other,US,100.39637411725946,B,A,-15.482048033253799,D,-36.349330534599254,E,0
None,Jewish,Black,US,-120.35509578934946,B,B,-45.56626357346711,E,63.5817647334522,A,0
Mental,Jewish,White,India,-50.662115091061565,A,C,71.09257132576161,A,71.40316062648908,B,0
Mental,Hindu,Asian,China,-147.9141787930105,B,B,38.1136416812615,A,-72.21361054230151,B,1
Mental,Buddhist,White,Mexico,77.12723524762588,A,D,12.601513718498532,E,3.815236172176168,D,0
No,Hindu,Other,Other,94.78209600203652,C,B,-52.61023677332959,A,-159.45019017934922,D,0
No,Jewish,Asian,Brazil,128.73383511147475,E,B,99.40477775937205,B,261.4230498170886,E,1
No,Jewish,African American,US,154.89338604310043,D,C,-62.74732474344722,A,-40.082666875776965,D,1
None,Buddhist,White,Brazil,87.01371076449489,B,B,-29.96570894255636,C,70.8748603460298,C,1
Both,Jewish,Hispanic,Mexico,-87.30157370223473,D,B,-122.80027422702891,E,-133.1692623639711,E,1
Mental,Christian,Black,Brazil,-140.29982979731983,E,E,106.45116619223526,E,85.46370530934259,C,1
Both,Muslim,Other,Mexico,134.31657310455026,A,C,-34.79562799671579,A,-148.46931258966038,B,1
Mental,Hindu,African American,India,-108.08821887749164,E,D,213.54303970628234,E,192.98542369731987,E,0
Physical,Other,Other,US,-83.08643718333106,B,A,-1.1876163289406516,E,52.31601478577631,A,1
Mental,None,Black,Mexico,-95.83634677794088,A,C,-109.53517275909522,A,-63.08030473697733,A,0
None,Buddhist,Hispanic,Other,-3.580102042640026,C,D,55.84607547841881,D,-98.89997532031207,B,1
Both,Christian,White,US,35.23751004354882,D,E,39.446809142020314,A,-38.08654054616256,D,1
None,Other,Hispanic,India,-43.73454421017806,D,C,147.16074699686078,C,157.8753365273784,D,1
Physical,Hindu,Other,India,58.63380603455228,C,A,128.66408567670297,C,-64.93608935979871,B,0
Mental,Christian,White,China,70.34890886809586,C,C,-162.5882207131412,C,-73.32852375095845,A,0
Physical,Christian,Asian,Other,-63.59776970301875,C,A,38.1115762070769,E,-38.28085393756809,B,1
No,Hindu,Black,Mexico,-180.97427587790125,B,D,73.99719371516854,C,-62.85625106005443,C,1
None,Jewish,Black,UK,-28.994734268601537,C,E,-45.705999514067535,C,109.42290087455598,D,1
Both,Christian,Hispanic,Other,171.31664388047417,D,A,73.11931253105018,B,-107.32143361670703,C,0
Yes,Muslim,Other,Mexico,63.568306686337614,E,C,61.90649877745138,C,-18.49489997044953,E,1
No,Jewish,African American,US,146.62735516635294,D,D,18.69837618920598,A,-49.24969874373731,C,0
No,Christian,Other,India,-122.08181514362852,E,C,-59.507980957677695,B,-31.09230136386712,C,0
Mental,Christian,Hispanic,Germany,-52.590377268259516,A,B,-8.279059343609752,A,-142.84037790123844,B,1
No,Christian,White,Mexico,30.392841524978603,B,D,35.1125923910605,C,198.79701335725878,B,0
Both,Hindu,Asian,UK,123.4089667061271,E,E,172.72397681242734,C,103.30536288112128,A,1
None,Other,Black,UK,-91.85692278628541,A,B,101.26035109183174,C,7.651383191788902,E,1
Mental,Muslim,White,Other,20.816144326350887,B,C,60.53529396325319,E,133.96057390208412,D,0
Both,Buddhist,White,India,84.0171661280002,C,D,-50.10952388917015,D,20.303393978594045,B,0
Physical,Muslim,Hispanic,Germany,41.10839957069277,D,C,-73.30017024414464,C,119.65043243491064,D,1
Physical,Christian,Hispanic,Germany,41.36774093523359,E,E,-78.60125345030143,A,66.28545627075442,C,1
Yes,Buddhist,Black,UK,106.12198633850043,A,B,20.257462938806178,A,-32.83621894666943,D,0
No,Other,Hispanic,UK,2.1729410499180277,A,D,-53.912689439692244,C,107.0408894201574,A,0
Both,Buddhist,Asian,Germany,53.969951630728694,D,A,9.090425560679027,E,-289.91981840952064,A,1
None,Hindu,White,India,-1.7558733665088675,C,C,52.79661872960786,E,-139.4476148172301,A,0
Mental,Other,Other,India,58.39401323564655,A,D,87.60447228374106,E,-208.5695708102818,E,0
Mental,Muslim,Black,Other,-15.608693295414428,C,D,-5.847006614065,E,-60.294456479384536,B,0
Mental,Muslim,Black,Germany,27.285611607857685,E,E,128.32606349491795,A,-57.83312640182716,A,0
Physical,Buddhist,Black,US,-11.810005911117223,E,D,118.37106511839485,D,38.764514107851966,B,1
No,Jewish,Other,Mexico,-166.55542298000728,E,E,-228.63691025257214,E,92.08993172225382,C,0
Both,Muslim,White,UK,137.8568853423284,D,D,-38.083653426129196,A,-37.036413257216815,B,0
Yes,Jewish,White,Other,-24.963458486937686,B,B,-94.43414010246617,B,-15.803685810253862,E,0
Mental,Christian,Asian,Germany,-32.5854822230844,D,C,-14.410844113463606,E,70.57861901075921,B,0
None,Christian,African American,Mexico,-20.666581110350275,D,B,62.55992039034467,E,-23.2833294857795,B,0
None,Jewish,African American,US,180.76652018498228,E,E,-1.606296963052322,C,-47.48163130706397,B,0
Yes,Muslim,Hispanic,Mexico,-18.9501035075184,B,C,74.63143220195391,D,71.84946119385167,B,1
Mental,Other,Asian,China,-43.76220602351903,D,D,143.88341183746985,C,-107.97212883905986,A,1
No,Buddhist,White,China,1.758959475802893,A,D,156.64465160483127,A,-124.0220583660622,E,0
Both,Buddhist,Asian,India,40.28684022594663,D,E,167.63763460467825,B,-99.93869074665793,E,1
Mental,Muslim,Black,Other,109.57350140745525,B,C,-241.97821829556764,C,53.254312966287124,A,1
None,Christian,Black,UK,-24.15920570451702,E,C,67.09474921663534,C,145.1341019127303,A,1
Both,None,White,UK,-50.20379828383278,B,E,-195.9330619465017,B,95.08352212342726,A,1
Both,Muslim,Asian,US,-173.13270371964697,C,C,213.93200722709147,E,115.9273671648309,B,0
Both,Other,Asian,Germany,75.77539992319873,C,C,139.28736237791162,A,121.32339014490606,B,0
None,Muslim,Asian,UK,-109.47634006681798,C,C,-52.397028753772325,C,163.80380411796483,A,0
Both,Buddhist,African American,Brazil,144.05969044332795,A,E,-126.95198493775621,A,133.6272080302483,A,1
Both,Other,White,US,-25.802410340766972,A,B,32.44990638026455,D,-117.04293779003653,B,1
Mental,None,White,Other,80.20767578713125,C,B,-65.4288106014252,D,149.03638548984438,B,0
No,Christian,Other,US,158.62106770580706,A,D,-62.223499475804786,B,14.066788055318105,C,1
Yes,Jewish,White,US,-12.550757526080023,C,D,-82.97177873690488,D,-86.5162871648806,B,1
None,Christian,Black,US,-76.39503261398673,B,B,94.74971545879318,A,39.74406511391003,A,1
Yes,None,Black,Mexico,-1.3750040024234742,D,A,-16.70238375033589,E,-95.13059638694668,B,1
None,Christian,Other,China,-319.80893253826264,C,D,-134.42220335405455,B,-100.30668614710754,A,1
Both,Christian,White,US,79.36546387973591,C,E,77.5995706678111,E,150.31587907986125,C,1
None,None,Black,UK,-4.7287420202882915,A,D,-141.1904823786196,D,-20.368707227149866,B,0
No,None,Black,India,-42.086977430420646,A,D,20.602832180832984,B,6.131285505170032,D,1
Both,Jewish,White,Mexico,-98.4634715512717,C,A,108.09715329459007,A,35.100864492673054,C,0
None,Muslim,African American,Germany,34.80300519198775,D,E,3.110462758568299,D,-80.62834336807171,E,0
No,Other,White,Brazil,29.547871022318567,D,D,120.4358081276021,B,82.2743831966119,B,1
Both,Christian,Other,Other,-28.11810075334387,C,D,-98.14910983164616,D,130.49286453334244,B,0
Physical,Jewish,African American,Other,-110.4968266070963,D,D,-90.09004532188348,C,103.82963785072621,C,0
Both,Muslim,Asian,UK,-122.44004393941287,D,C,-67.03084970407687,C,-34.04561278278603,A,0
Physical,Hindu,African American,Mexico,-105.65269854686201,C,C,-65.08807421355833,E,51.96089536796937,C,0
Yes,Jewish,Other,UK,-182.99032658486738,E,A,-10.23426514293295,C,154.31188279367433,A,1
Both,Christian,Black,US,17.154491946697252,B,B,19.32835674583177,B,48.024375533349456,D,1
Both,Muslim,Other,Other,-96.36792118257547,E,B,-8.399881190621425,A,-27.691322634299087,B,0
Yes,Muslim,Black,India,146.9955823967561,B,D,116.65982918228357,D,-158.4813987115489,D,0
Yes,Jewish,Black,US,-84.33994605930879,E,E,-46.73778598467723,A,-145.5719066580621,C,1
Physical,Buddhist,African American,Brazil,131.58446767387545,D,A,-46.987072857561905,E,-44.10819996306551,C,0
Yes,Buddhist,African American,China,-63.686300876940585,A,D,-110.74439612393998,E,43.82359348560902,C,0
Both,Christian,White,UK,150.72136403647502,B,B,-121.36250050631952,A,-88.84181037501965,D,1
None,Hindu,Other,UK,-139.74223517171467,C,B,67.3374335969365,E,-79.96320451792131,C,0
Both,Hindu,Asian,Brazil,0.054346831006556816,A,B,-98.11989312200194,B,41.89480496056216,E,0
Physical,Hindu,African American,China,85.27862265913218,C,A,58.57911741387939,E,7.113721937926353,E,0
Physical,Jewish,Hispanic,US,154.79726539776775,D,A,-44.98355596939874,C,59.99236442013428,A,0
Yes,Jewish,White,Germany,-240.314392534483,D,E,-101.0906151614994,B,59.95225775552381,C,1
Yes,Christian,African American,Brazil,-65.19897898518262,E,A,32.39581291899292,A,-117.7937221951112,A,0
None,None,Hispanic,Mexico,8.862340524832895,D,C,-1.8350132006612896,C,106.99880990205142,E,0
No,Hindu,Other,China,-234.38252080922948,A,E,92.73419355352097,E,37.722776048195264,D,0
Yes,None,White,US,57.170345718003354,A,B,-69.67762869307012,E,-50.170417325596404,C,0
None,Jewish,Asian,Germany,123.21827861788796,D,D,-66.34868716863099,B,-58.324943233576334,A,1
No,Hindu,White,UK,-12.719146166511228,E,D,-36.45912928326084,B,21.25009774387825,D,1
Both,Jewish,Hispanic,China,18.807842518292237,C,B,-24.89831690613441,B,39.302162494547346,D,0
Both,Jewish,White,Brazil,164.95939586657366,C,C,61.383769488828385,A,26.78602049079364,A,1
No,Other,White,Other,195.12727481063814,A,E,32.7957032411101,C,30.71362824176221,A,0
None,Buddhist,African American,China,-126.2525704738422,C,C,114.01063402524973,E,-48.120579967105925,B,1
Physical,None,Hispanic,Mexico,-44.16128300256179,B,B,64.27049608609377,C,41.87771530071534,E,0
Both,Christian,African American,US,-10.89909586428624,A,B,-58.52928824513401,B,-20.86695137709309,E,0
No,Jewish,Asian,Brazil,3.793205356178591,A,D,68.35639338349952,E,17.28599351442852,D,0
No,Hindu,Other,Germany,-142.8330957238803,A,C,-20.421759612193643,B,-39.833075679737796,E,1
None,Christian,White,US,-113.82760657296896,D,C,-172.12589450089462,E,45.64865191821931,B,0
Yes,Other,Asian,US,74.56667313414448,D,D,50.84331492456074,A,-145.6202852883446,B,1
Yes,Buddhist,Other,China,59.621814291926135,D,C,98.05224502896483,A,34.06896038775453,E,0
None,Hindu,Black,Brazil,-70.0899044673955,B,D,40.78339862864037,A,-26.72321877170749,C,0
Yes,Christian,African American,Brazil,19.911628263703246,D,A,-66.3512868555438,B,-177.66854507825386,D,0
No,Other,Black,US,-48.03126484799168,E,B,31.994027659726264,C,-77.69743041369495,A,0
None,Other,White,US,-64.20205689941531,C,C,-30.56274646552068,E,95.65763166854882,A,1
Yes,Jewish,Black,India,-12.975981115138332,B,A,-96.45033936334832,C,63.13451140388167,E,1
None,Other,Hispanic,UK,12.195595795759875,B,C,59.95976072827992,D,-146.98664072656013,A,1
Yes,Jewish,Other,Brazil,-46.339459775115735,C,B,126.6539976160939,C,120.31756582722836,A,0
No,Other,Hispanic,Other,-65.3517350461945,B,A,-72.45629183128297,C,197.74010181720988,E,1
No,Jewish,African American,Brazil,-94.79912844054572,B,B,-19.971382535126903,E,81.96794813179159,E,0
Both,Buddhist,Hispanic,UK,12.333989278770202,E,E,26.006059620431564,D,-59.66996177019993,E,1
Mental,Hindu,Hispanic,Mexico,-80.83893445561142,A,B,-142.2471584829077,C,-136.27890108839654,B,0
Physical,Other,Black,China,-103.45992492706569,D,C,7.760346359555009,E,201.57782408344417,A,0
Yes,Muslim,Hispanic,Other,-101.69654707561126,A,D,-14.78358184345527,E,9.707061260041359,A,1
No,Jewish,Hispanic,Mexico,47.643758304827955,A,D,41.48992375873071,E,-178.19027183540777,E,1
No,Muslim,White,India,-77.57035491685596,E,D,103.22179922686641,A,119.82964222934369,D,1
No,Other,Asian,US,55.334386353704886,E,E,119.2916102362435,B,-122.35594345829719,D,0
No,Buddhist,Black,China,76.3632574029422,A,C,100.12256631032068,A,-17.253106163748892,D,0
No,Hindu,Asian,US,-19.32948938087785,E,A,67.56528757892053,B,-28.801124040628206,E,0
No,Hindu,White,Mexico,-2.525734977014353,C,D,84.91552085933945,E,93.47076333576958,B,0
None,Hindu,Asian,UK,-0.5300692763916579,E,C,-95.75804447593424,C,93.33490923619277,D,1
None,Other,Other,China,125.0473905984552,D,E,-94.53542545928416,E,122.82483321272662,B,0
Physical,Other,African American,US,106.9933753424861,C,A,-193.93910202942862,A,43.594341360741,C,0
Both,Buddhist,Asian,Germany,20.51571076794354,E,E,-6.3776966819123215,A,11.168338266546694,C,1
None,Buddhist,African American,Mexico,-196.48433331738084,B,C,37.69066050337346,B,-69.03738448477176,C,0
Both,Jewish,White,Brazil,18.33676152134565,B,D,-92.69947384644942,C,8.345170757992012,B,1
No,Jewish,Hispanic,US,-118.10467652298087,A,C,70.62764889918554,B,-100.5484807062847,A,0
Yes,Other,Hispanic,US,-152.92668403575777,E,C,-29.493421661176683,E,15.291659773786643,D,0
Mental,Christian,Asian,UK,-69.64523020334764,E,A,-3.961197402581271,E,-93.08297896585442,D,0
Physical,Buddhist,African American,India,-14.794264379344952,A,B,-6.768371653179452,B,39.55858598409915,D,0
None,Jewish,Asian,Mexico,59.5361783469623,A,A,-82.7618744186478,D,121.37280909967751,E,1
Mental,Christian,White,Brazil,69.55109128761055,D,D,-124.73263584102622,C,-88.07260601611321,C,1
Mental,Christian,African American,Germany,-133.1570021552259,C,D,99.50021561573517,B,-37.81612277039261,D,0
No,Muslim,Other,India,-186.16359418582388,A,D,76.58443069584138,C,136.55890612284662,C,0
Physical,Buddhist,Other,Mexico,198.23098163311505,E,B,106.74781992725026,A,156.4507313015143,C,1
Physical,Muslim,White,US,12.846553388353799,E,D,86.97374518397957,C,42.81669640518625,E,1
Yes,Buddhist,African American,China,-66.74534704612832,E,D,-107.32745085882304,B,160.1343411385424,D,1
Mental,Muslim,Black,Brazil,-26.592036088086235,A,A,-128.0153431729141,A,-28.55239997606432,A,1
Physical,Muslim,Asian,US,-142.7756830372914,E,A,18.127242363553588,A,69.74641408831887,A,0
Yes,Other,Black,India,-266.10208263871215,A,E,77.58843488963394,E,-121.33492370880172,A,1
Both,Muslim,African American,India,-163.6070253549678,A,B,-63.30903512326409,D,-99.62908589712156,E,1
Yes,None,Asian,China,185.2311600595603,B,A,-70.71600646347473,A,-70.00766633541018,B,1
Both,Other,African American,Germany,-99.27044492455964,C,C,-111.33242631204988,A,131.26884135770754,E,0
Both,Hindu,White,Other,-46.093297800789266,D,E,148.72969200144047,C,199.9730967953257,A,1
Both,None,Hispanic,India,31.623462347066667,B,C,-43.826087907178405,D,69.03723563236471,C,1
Mental,None,White,Germany,-119.2348940738847,E,C,46.01258872403064,C,122.59505708331133,C,1
Both,Jewish,African American,Brazil,-179.91002516775586,A,E,-230.4162803101719,D,138.7881847032874,A,1
Yes,Jewish,African American,India,-43.19793327098409,B,B,113.66413180316843,A,-31.58671949510446,E,0
Both,Muslim,White,US,-8.425315798157863,A,D,44.31371596650761,A,-107.94452385082691,C,1
Physical,Other,African American,Brazil,-32.71202779309515,D,B,-123.30516846806825,A,-3.009564601251781,E,1
Yes,Christian,White,Brazil,-118.73278301676218,D,B,218.55131980425645,A,-32.983052651224284,A,1
Physical,None,Hispanic,India,30.667901723919083,D,D,-71.49952858475058,E,6.072518126296797,A,0
Yes,Muslim,White,US,51.27215247715321,C,A,191.5282069203678,E,148.68694695412736,C,1
No,Hindu,African American,Germany,154.993043305589,D,E,29.179706417270108,C,31.020077442347677,A,1
None,None,White,US,157.67852096393213,A,C,-43.224667570609505,C,-8.52196287107188,C,0
None,Jewish,African American,India,73.75645635723312,B,D,150.48116047187648,D,-101.29696560510394,D,0
Physical,Hindu,Hispanic,Other,-61.25006080426234,A,C,-56.506332010454194,A,-42.18780173857182,E,1
Physical,Other,Hispanic,Brazil,-56.37674593857608,E,E,-81.58443576737777,E,-97.57531912892684,E,1
Physical,Buddhist,Asian,US,-30.323665175853026,A,A,5.016563004433586,A,89.11709658873845,B,0
Mental,Jewish,African American,US,13.849717576112733,C,C,62.83319805579889,B,-102.32126187882994,B,0
Both,Jewish,Other,Mexico,-95.28022704761783,C,A,-71.75242092920868,C,-116.75685953962625,E,1
Yes,Hindu,White,UK,206.85746263279253,D,D,91.55093111630211,E,-160.5353548036802,E,0
Physical,Christian,Black,China,92.41914881068385,C,A,-38.10902377620195,E,96.75907933206312,A,0
Both,Muslim,Other,Mexico,-28.975260527960682,D,B,219.25631115479374,A,-74.7964682141684,E,0
None,Buddhist,White,US,-47.21329125925121,E,E,-28.718298264602314,D,-11.720766278880074,D,0
Both,Hindu,Hispanic,Mexico,13.058183692435973,A,D,49.561356631372654,B,-5.103412913860244,C,0
Both,None,White,Germany,84.55985979642966,B,C,62.547438901806416,E,-168.37438583747192,A,1
Yes,Jewish,Hispanic,UK,-89.01616072878369,D,E,82.03838660041724,A,52.39915990346695,A,0
No,Muslim,Black,China,-15.693762203195757,E,C,-3.486453572838736,B,-117.57282284713224,C,1
None,None,Other,Mexico,10.274558165665802,B,A,-68.15895101471892,C,-18.422651143050917,A,0
No,Jewish,Black,India,39.40918958776078,C,B,21.876775546477816,E,-69.39697201730883,C,1
No,Hindu,White,UK,207.60637703620125,C,B,185.51209600116132,D,-11.460719121166933,E,1
Physical,Jewish,Black,US,-55.046296401353565,A,D,80.15104280404424,A,229.35912853823245,C,1
No,Other,Black,Mexico,-38.043239809987995,D,B,170.64552860843887,A,-24.866900798295145,D,0
None,Other,Hispanic,Mexico,-110.06531905810361,A,E,185.75258974026258,E,35.411450953468545,C,1
Both,Other,Hispanic,UK,224.80777309227338,E,E,139.5548398197059,A,-135.2614771439047,B,1
Yes,Muslim,Black,Brazil,21.65501748742215,D,D,121.34080539420178,C,-135.4580618248251,D,1
No,Jewish,White,Mexico,16.361562431468187,D,D,139.56051599136168,B,-114.84581744860107,C,1
Physical,None,Other,UK,-30.337570062401902,C,A,0.65953496790733,C,-75.30004970719527,A,1
Physical,Hindu,Black,Mexico,-26.527887423445634,E,B,128.35784404065905,C,-204.8583194775463,D,1
No,Jewish,Other,India,-91.45190136552307,C,E,-94.33352849077899,B,-33.91453446809934,D,1
No,None,Other,Brazil,54.10106241890061,E,B,-163.65443116092396,D,92.52819860072795,A,1
Physical,Other,Asian,US,-45.790818599879195,B,B,141.03796259975522,D,42.37986620489256,B,0
No,None,White,China,12.94609541939592,D,C,-0.911368538047869,A,30.33155471946013,B,1
No,Jewish,Hispanic,US,15.347502815468792,C,E,-18.056915580920165,C,47.1802531782207,C,1
None,Hindu,African American,Germany,-185.7809754826003,C,A,3.976202803130602,A,61.20277688912294,C,1
Mental,Christian,White,Germany,27.40509173482945,D,A,185.60998907193905,C,-13.934200309474882,B,1
Yes,Other,African American,India,-187.91295328595854,A,A,-22.32040176085048,D,83.00851601271518,C,1
No,Jewish,Black,Mexico,-117.78520626555273,A,E,31.18100290806181,B,92.55657783056314,E,0
Physical,Buddhist,Black,Mexico,-192.7677024452706,B,A,27.89077283501194,B,3.581501059074869,A,1
None,Jewish,Asian,Mexico,-235.66422848977564,E,B,-39.51091052719978,B,-59.07878453527784,E,1
Both,Jewish,White,India,-83.13686879902306,B,C,-32.992685049637146,B,87.515169234147,C,1
Yes,Buddhist,African American,US,118.45909030869859,D,E,75.51324810032152,E,44.3995931392841,E,0
Both,Jewish,Other,US,1.20037451783415,B,A,166.34544953338107,C,161.0770857466241,B,1
Both,Muslim,Black,India,-0.2804450875415897,B,C,210.655429538593,E,211.59164192448898,B,1
Mental,Hindu,Black,Brazil,-65.18470043469222,E,E,-107.77448132665464,E,122.93404176374645,D,0
