orientation,age_range,Nationality,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Heterosexual,65+,Germany,M,C,110.58552683031238,D,A,-17.43159849352185,-25.474157627245187,A,109.58260477320663,-72.43351022286075,170.827285329032,41.533041464543125,A,92.57051799786122,A,61.214778880859235,E,D,C,86.39559550567267,1
Other,65+,US,F,B,-159.9009325520732,C,D,-13.457307253850464,23.016703575586543,C,31.08387298470136,-56.56317525045329,-57.22167927431069,-74.62765651374852,B,26.78581161967657,C,11.158773094474729,A,E,C,-43.37334867061699,1
Homosexual,18-25,India,M,C,-20.073549954094926,B,A,-36.50520683512769,-17.70901872042605,A,-63.59746781228143,-139.60525608707422,-35.12861980421494,80.07620912201703,B,100.76163253442836,E,-94.90523841338673,E,B,B,32.733229879287904,0
Other,65+,Brazil,Non-binary,C,193.90662947910678,A,E,-105.98713531963915,43.620844515183514,E,-58.8749961648252,51.69989208646646,-32.01006816073715,71.14925155890826,B,112.48994960518405,B,175.63167413405515,C,B,E,-121.70063353388736,0
Homosexual,51-65,China,Female,B,-217.14333405695885,B,B,30.269272719116895,35.91020299675603,C,8.230866474564149,12.202408352731917,37.23980930052514,64.55835088522248,B,-16.15484516507041,A,49.681712967263515,B,B,B,47.89944967070897,0
Other,26-35,Mexico,Male,E,11.98908918031147,E,E,50.168872876834094,46.43686753734049,C,14.884557766234302,7.816164100040648,-26.460328072659333,10.4269858946181,B,18.26433063112243,E,-115.32742990699163,E,B,B,148.46993311319306,1
Homosexual,36-50,Brazil,M,B,-50.14601695238132,B,D,-29.32145134370533,-125.25701459492574,C,-133.25804365175242,32.86756117520914,149.79279812176188,88.87432088837357,C,-76.7652156541179,B,53.05987548836805,D,E,B,2.7048360283694897,1
Bisexual,51-65,India,Other,E,-62.37369217640257,E,A,-135.70054803928252,-98.2272724951191,C,209.92743072057146,-44.12661208708939,47.720175792346275,32.57769348635779,E,-41.954124470252204,B,-30.70405343934547,E,A,C,24.03062203286352,0
Bisexual,36-50,Mexico,M,C,-122.12413800658466,C,A,-75.92905373091584,-18.65264428162364,B,217.25912682227917,99.45334953017243,37.766017971085475,-51.15667946757678,A,-33.191719721452806,C,-129.36306517766866,D,E,E,158.844658036351,1
Heterosexual,36-50,UK,Male,B,49.70340741772468,A,C,76.64174256212985,-33.53932888946809,D,17.342103820031678,169.76177867968642,129.18969849400455,28.8980199764161,E,85.1103798134136,C,28.822496022925996,A,A,A,80.98567120663226,1
Other,51-65,India,Other,C,-171.6853995219963,E,B,-62.243283974504884,68.25153688626192,A,-14.28548503578475,-131.79246717386926,55.71624023048604,0.30878022239715797,B,-55.978495551317806,E,-35.93221915534557,E,A,B,39.63851799331575,1
Heterosexual,51-65,UK,F,E,-10.2007498853096,B,B,75.86089899198896,73.39815746771981,D,-99.31910457323058,-153.31407631342927,122.88646435345272,23.199847064254776,E,-206.4678104895214,E,-58.59019227599301,B,B,E,-44.48721888799063,1
Homosexual,18-25,UK,M,D,1.1278126780706272,B,A,-69.80780308539205,-75.44639999021958,E,25.83336507705306,-61.06122955929085,-80.69729410973171,23.16996805348391,C,24.706671753356517,D,-174.7268332530139,C,C,B,89.30649546518653,1
Bisexual,65+,Mexico,M,D,-148.28318075334866,C,C,117.11738246502333,129.05368530929272,E,16.3098649948188,57.77984095282809,-57.83963930950383,-153.8428486125194,E,-34.10216749525786,E,-7.331580417676629,D,A,E,141.87975950016627,0
Homosexual,65+,UK,Male,E,39.24536572374723,C,E,21.45185425942805,-8.371442837958925,C,-24.759864827715774,31.25160438919673,77.31316998346774,19.455266398171712,C,69.21798717281366,C,-40.429713216681975,C,B,A,-3.547029010631755,1
Other,36-50,Brazil,Female,C,-65.57525964564623,A,A,2.9474938522051555,0.9784993482490201,E,-73.08303689489448,38.24531388005453,-59.0089887674255,-31.024999353734184,A,92.54924105587384,D,-181.46455773242596,E,A,A,-80.54520124397965,1
Other,26-35,US,F,C,132.4729165911444,C,C,144.9566165986701,-119.17891656821185,B,13.775498606235296,71.41130286207623,-61.93166944298498,38.922730810173704,B,125.33316484565131,D,-4.5428763060023725,C,D,E,23.013089213104443,0
Homosexual,65+,Other,M,E,-22.13312740399568,B,A,45.085176768186344,30.43266621827842,C,-88.1258776588966,77.13303943906654,90.88325488589368,13.804997914736097,D,24.688653113363166,A,-55.32038320633743,D,C,A,132.9431587612319,1
Other,18-25,Brazil,F,A,53.34715414319068,B,C,53.07156465523275,45.68347417594943,D,63.50551178240964,68.2218268583283,-137.46803264615838,-3.2236245196521756,E,12.933798987672196,D,23.90992407254566,A,D,E,30.90652746812197,0
Heterosexual,51-65,UK,Non-binary,C,4.890132999268864,B,D,-59.27196902345512,161.04282512051668,D,111.67383585656316,14.118665325950353,118.79595064603893,50.72440518119537,B,-64.84472231743167,B,199.12649522322968,A,B,C,-8.110126571681583,0
Homosexual,18-25,Germany,Non-binary,A,-28.539665212833842,B,D,-226.77736905592516,70.7200544697628,B,-77.5207576747307,86.88116488324415,166.27194853138292,-29.551264224270607,E,-3.325199504346262,C,56.718785707336885,D,B,C,81.32079958722794,0
Other,26-35,Germany,Other,A,7.864708176361826,D,D,140.5591099019733,133.43003520251452,B,-19.156464852213762,154.53095308770568,-2.797608778028778,-72.49444999003607,B,52.14657992114439,E,29.722545136186383,E,B,B,-9.513285406959069,0
Other,18-25,Brazil,Other,A,37.424064430868484,D,E,-43.88298071479143,-58.99981892372571,C,-72.52901062324256,-122.25916101970616,-102.28213145939647,169.5328164798293,B,53.528386156122195,D,38.08287066528353,E,E,B,-12.37210763893616,0
Heterosexual,26-35,Germany,Other,B,-70.94670394515906,B,C,-40.480350096459,166.81628254227968,A,181.22757941591635,-7.52450062817768,87.36279031505458,-83.3339640181573,D,-174.8026311774846,E,-105.50562293645768,A,E,D,67.50682488955059,0
Heterosexual,51-65,Brazil,M,E,22.13339719697264,D,E,-30.373537666940404,-128.78791381713603,E,-87.97554449625464,195.19840315334739,-119.69788638737523,54.66903504657877,B,203.82893456849334,C,79.47393087980174,E,B,E,15.667136359375613,1
Bisexual,51-65,China,F,B,109.24044585207886,B,B,38.62205325374304,-80.7548062051903,B,-58.74378868898593,-42.98677308161648,-119.14194318574955,-126.49578635206029,B,-94.25629570377713,D,161.82598540145122,B,A,E,-68.46152935077049,0
Homosexual,51-65,US,Male,D,53.4068565872603,E,B,-131.85024722683855,-97.63098542220764,B,121.65855936005899,216.58295232785144,142.98781899233018,-19.938872410933172,A,-66.88818427542995,C,-169.42070814940956,E,C,A,163.77309536048426,0
Homosexual,18-25,Mexico,Female,A,133.35317013152323,D,E,73.61409767836858,-161.66985035982884,D,-81.26208108414103,65.0668576763564,66.9115489455923,-259.3194669040028,A,-208.6969484515419,B,159.8180901686053,A,C,C,59.714154208315996,0
Other,26-35,India,F,A,-157.9628386993853,C,B,102.58482475572312,147.2332292469347,D,158.49666589382792,-42.015893288802005,65.25823446065398,-39.81835228787044,A,36.031693482174134,D,-121.67252674887237,A,A,C,-7.912321326981216,0
Homosexual,26-35,China,Non-binary,E,37.530345193730895,A,C,-53.065630594789106,8.48195306254308,B,-151.73833489164292,138.21010537335158,-27.40662751593973,131.5351086017497,C,-90.1473007514697,D,96.34705529764165,D,D,D,-163.18465636667108,0
Bisexual,26-35,UK,Female,D,156.3017397773501,C,D,-151.82560254366456,-150.66801109661648,E,89.4980698469657,-18.10492107454843,70.53219663601404,25.349453495824783,C,-74.25217084463142,E,-40.084480538103776,B,D,C,-29.37269858680817,1
Heterosexual,65+,UK,Other,A,84.80603482124228,E,D,5.3486130282038395,11.12996495196612,A,48.25028783803471,158.13737123588504,-15.776200026473541,-181.1499454631083,D,-19.69439505389087,E,-107.333335785428,C,E,D,-38.672517421948605,1
Bisexual,65+,Other,Non-binary,B,96.46499802455773,B,A,81.54668489720656,52.80367943646734,D,-4.706596070773237,-19.46677788394932,-114.91351380539314,43.732928276802724,A,-41.04875664415971,D,4.98735894799506,C,E,B,70.2985221130448,0
Homosexual,26-35,Other,M,A,-4.835331621319405,D,A,-97.40052468296557,133.45644057490924,A,-61.75163543414223,-58.95897608826958,-49.37571446232622,10.280028280612765,B,-165.6741422653786,E,-86.35113085837037,C,D,C,29.02149200810409,1
Bisexual,36-50,China,Other,E,109.37159944097881,C,D,-101.33890039281401,13.342691232874929,D,-66.5152914121842,68.68223436641406,80.75870572714418,-20.364900567099262,E,53.620151734220876,D,-329.63170508005527,E,C,D,39.911751880530815,0
Bisexual,51-65,Germany,M,C,-95.73442571887453,E,B,6.315881461048717,-72.08638996513379,B,53.123177737704516,-21.456267633214754,10.481333976814886,-53.182163961931735,B,117.35749449653719,A,105.80883244691665,D,B,D,-61.035033192296616,1
Other,36-50,China,M,D,91.42551031228369,B,B,149.14600421226817,-129.44472984691134,E,56.83469759456924,-128.40105059664936,71.82755565562584,21.51748688250724,B,26.93038626169939,B,149.34898148136116,B,C,C,-58.426860314737716,0
Other,51-65,China,M,C,177.15571947611775,B,D,8.351341835544316,75.7355261300452,B,87.17819247339868,-71.23696569318224,-9.596706011793364,32.537141096281154,D,-194.59882715024122,B,-156.9811375848988,B,B,C,6.648776072551145,1
Other,18-25,Germany,M,C,-81.44751445156002,D,A,-9.141673173558642,-206.34229115083093,A,122.8308617793119,-8.843660614461928,23.113115046088918,-58.81672364270673,A,116.96197491558864,C,110.5157324853745,A,B,E,-189.16163690734152,0
Homosexual,26-35,Other,Non-binary,B,-112.53420529234037,E,B,-46.729964828978105,-123.34852021398687,E,204.79099785452397,-16.720162578512152,20.078603667238454,23.099751059864246,D,-56.84109265624397,D,98.66174077024311,C,B,D,-42.63888660679026,1
Homosexual,36-50,UK,Female,E,-186.72132795736147,B,C,38.18557998272733,-112.59393663537669,E,77.6285697643369,-42.900929305601245,-88.92484216829007,-4.344529216055914,E,47.9796895394574,D,-94.1664311077656,A,D,A,-149.890870933671,0
Other,18-25,Mexico,Non-binary,B,28.434995230037895,D,E,-21.68691994446566,-20.486270271037597,C,18.34758640622317,29.56557429895418,-18.535242294412495,-22.10415480849843,D,87.24329758092088,D,88.7580305469928,E,D,E,146.8245243316227,0
Other,26-35,Germany,F,C,-65.11790190881567,D,C,56.72631946401177,-42.452147436906024,E,27.191802131823238,58.02714757333117,44.557613611146465,-15.487504695268035,E,24.43917819817304,B,72.2409052136348,E,B,D,-93.37283155473357,1
Homosexual,51-65,China,M,A,39.497905015340116,A,C,-68.71011209277349,-137.4216135053114,B,33.70354602212861,-95.04592975573448,49.222772378142494,-90.13688756608036,B,-21.61163525230053,C,-53.05061164570943,C,B,A,126.60005307998338,1
Bisexual,36-50,Germany,M,E,210.17120607307533,C,E,93.94885531010672,-5.41708630721687,E,-236.01142883781563,-36.12708497525649,-36.51654177504318,-38.18746509914845,C,-98.30054280302433,C,-155.9087355323551,D,C,E,122.1713857452674,0
Homosexual,65+,Mexico,Other,C,-123.58579412520996,D,A,117.47666573661118,182.14063137389286,C,105.92826013432293,-96.68938675244863,15.082500637175109,-132.75641921779894,E,43.59329855876874,D,-95.49364394889712,C,D,E,-48.3383693998968,0
Other,65+,India,Other,A,-46.24208215182556,E,D,-71.69654067026137,-7.929022116336847,C,93.3205019363887,76.01347708298995,-19.876233000288785,106.5477020461885,D,-26.662538503900375,B,-114.59879329246303,D,D,B,97.29419113168436,1
Other,18-25,UK,Male,B,-157.86316466205525,B,B,92.17976621386674,39.42174139452977,D,-25.58714268727557,82.97431233078744,225.93160509554139,157.14156163557752,D,-135.271645363761,B,116.00095328793849,E,B,E,-56.32092629071559,0
Other,18-25,Germany,Male,A,38.30339553795809,B,A,147.63018795679827,-20.96944785543936,C,-63.191729374019054,-64.2745914450389,-56.755721140405235,7.389305325571441,D,-12.534479266461723,A,42.27815552246333,A,B,C,63.25076815857524,0
Other,51-65,UK,Non-binary,E,133.070360936613,E,D,80.11929189311036,86.70687992629644,C,-73.60204077062458,81.85788949331264,-123.14938735395809,64.02226097492436,B,-30.155042521817286,E,93.73644999469373,E,E,A,-96.20252685650445,0
Homosexual,65+,UK,F,E,-170.0154933268104,B,C,-38.08297279697431,23.785682506621363,B,-47.36597670282389,-32.50608752855289,65.17469562171604,184.62712009338108,D,160.6441985449675,C,-207.58944896216732,A,A,E,-153.57646045198874,1
Other,36-50,Mexico,F,B,80.40978280779504,B,B,115.5365261455156,10.60348194682726,A,-57.39512088590847,-47.804373284467296,47.82321374443643,-103.22926129316055,C,-12.031734369715082,D,39.3797511033521,C,E,B,79.00965187083348,1
Homosexual,26-35,Brazil,Non-binary,D,-31.476886496346452,A,C,-142.9205583549543,59.27408423226181,A,-5.465878864106597,151.75197276111282,96.98838276849784,39.7098090445389,A,149.6575308438577,A,47.50040778109892,B,E,B,-121.10537483146058,1
Homosexual,65+,Mexico,Non-binary,B,185.28701504672145,A,B,136.0404661620676,3.9074106831674946,B,-92.56170689450781,-83.80994826172284,-109.22346421761382,205.5250959308176,D,-64.58501339589878,A,-19.124039884336085,B,E,B,-28.419302112461132,0
Bisexual,26-35,Germany,Male,A,14.58770570797005,D,D,98.1104087788597,-97.2001567028411,C,29.138301219389078,-55.26944360072065,-21.7976046552475,-187.82582495998878,B,-84.46656347422937,C,116.56478586996246,A,B,D,-50.770952178605555,0
Other,26-35,China,M,E,80.99216707433195,E,D,74.80238595542414,-118.86508990589029,B,145.86772571615538,36.33380579712067,-89.03600634480105,10.217189222872436,E,76.44720427762743,B,31.17501552531906,D,C,A,93.84366384946252,1
Homosexual,51-65,Brazil,Other,B,-100.93170126758908,E,C,72.51558217142828,23.674462086038435,D,-64.2526955726187,41.132687487530625,118.06421942742888,-101.7503458627233,D,72.5173284531111,E,-33.89095906217452,A,D,C,21.608295706038472,0
Heterosexual,26-35,US,F,C,-64.52591194859856,C,C,19.585213815300563,-147.1751503857578,D,-42.49176475849012,-113.47730446989262,123.60523280919557,-17.678466291048192,D,95.73004658276977,D,63.296428333713415,A,A,E,110.30181439005253,0
Heterosexual,65+,Brazil,Female,C,-127.69877896094866,B,D,-9.429825456370956,-86.39479972165459,B,109.16232022961734,-218.75281415160995,155.76155923965652,-19.77933266369434,B,24.761141012610587,D,-47.08843559348324,A,B,C,-42.82614360552038,1
Homosexual,36-50,Other,Male,E,124.66719901888865,D,D,-139.70711515774218,-20.146544810015037,A,-11.153775098524012,-84.58090901632852,143.21488508256206,-182.50926337077425,B,28.70279550979183,B,-56.51998160142725,E,A,A,23.301580757221586,0
Other,51-65,UK,Female,B,-94.37993450438246,B,B,174.19351754043427,29.963950050925785,C,146.85525921818248,-47.93137599755401,-245.62771532776145,72.1669631121296,D,-8.599438614066559,D,22.47639107728973,A,C,C,99.93272859929657,0
Heterosexual,65+,China,Other,A,-40.67924926775013,A,A,5.0045071052659225,161.07229672183726,A,-36.92452135201063,60.876511815981594,68.22794732549383,108.57515883939806,C,-61.00870553828126,A,-3.647470979566029,A,C,C,146.11516643933876,0
Other,18-25,UK,Male,D,-34.447688446475546,C,C,-59.75521349486993,125.27650967918437,A,-38.272274758748935,20.584463233852546,11.038941810138052,93.55650142847465,C,43.884387577689374,D,109.80715976304747,D,E,D,153.69176695714248,1
Heterosexual,26-35,China,Non-binary,C,2.651060633203442,B,A,54.80753643118631,-5.920527570792307,E,48.477971641447176,105.86913292605196,-126.11036431148246,5.762469340736821,A,1.0901186012830562,A,-107.97060844337136,B,B,E,-73.0714954757175,1
Bisexual,65+,China,Male,B,-72.96603192851408,D,E,72.36434018340339,-216.55556397771437,D,-108.35941292259908,-9.15471741345899,-4.47305452235741,-131.02043428632192,A,-209.09158118791268,E,4.781990137845024,E,A,A,4.820426409790242,1
Other,65+,China,Other,D,-4.547793385435627,D,C,61.51515683045461,-113.6810074545414,D,43.68724269183288,-27.20981061166274,74.69570584473674,-62.235282164717454,D,-28.96316875257187,C,-125.04217190685449,E,A,D,-80.00190347038422,1
Bisexual,36-50,US,Non-binary,C,-54.96246109317832,D,E,-102.26001474315434,60.251521623235895,D,-101.44017099205178,77.79349837786327,-29.25905646499326,-35.14337213629156,A,-107.25060096924739,E,-18.240953882993765,B,A,C,57.263875122933264,1
Homosexual,51-65,Other,Non-binary,E,14.903442169941785,E,D,-38.00790550772972,-43.48453761558771,A,0.4750548586482333,143.3308912154698,-142.56634475395205,-44.35350629745847,A,52.44159828060512,A,42.182951070934,A,D,E,60.60598822984642,0
Homosexual,51-65,Brazil,F,D,-31.229443313829247,E,C,54.08753885997445,151.7261515581245,C,-95.9536597043677,102.03461857578667,-209.3375829657964,-18.53598509360132,E,145.06315040807257,B,-15.397371192123407,E,E,B,-24.360866578221582,1
Homosexual,18-25,Brazil,Male,E,-8.268984102587645,A,C,28.179245361334644,-6.9002139362164785,B,40.13818713546332,187.9879194350091,-195.36472543315878,-129.68453559970445,C,59.531733009212154,A,-106.13742545929324,D,D,E,260.5982431097708,0
Heterosexual,26-35,Brazil,Female,A,27.005682611873265,A,D,187.7400246557502,-90.026644405099,A,11.792885207096237,110.08241102757472,-14.22216746844034,28.45172622769586,E,49.78582767964296,E,27.100674831344936,B,D,A,-26.220667631132038,1
Other,36-50,US,M,E,-115.3228534493609,B,A,163.87059465730522,-39.371087411191716,E,-10.368839401721319,162.00216005936673,86.35067696384974,100.53846705191083,A,42.67125741679194,B,-291.1798257314978,D,D,E,15.135522699335382,1
Bisexual,51-65,Other,Female,A,64.65977254984469,A,B,-90.90455253425355,83.6565088345798,A,34.63893755984786,-93.53994616723435,23.946339116524555,34.818137869949275,B,237.18215962949114,D,-20.707441565789672,E,E,A,30.83344864157832,0
Other,36-50,China,M,D,34.09926126953138,C,E,50.28341653270937,49.06822098387341,A,-123.9164339431883,-222.85648817467103,-114.48662848199523,-106.3943494523755,E,23.320864578959362,B,152.81442571770702,D,D,B,-49.124514072595524,1
Heterosexual,65+,US,M,C,-55.28292164134106,D,B,50.91628669146132,-51.882110097286315,A,-9.942808847469925,-13.897353339391916,35.157416795350606,50.89931035690891,C,3.0303453699219203,D,-115.52498349045013,E,A,A,-148.53324741232854,0
Heterosexual,18-25,India,Male,C,99.74872926909406,E,D,52.68366062553047,137.75260975491227,C,56.65884589911002,-68.91115230854632,-17.289083588949396,115.88698351494126,A,51.23949468372637,C,-58.76771070254079,C,E,D,8.330894361934718,0
Bisexual,36-50,UK,M,D,2.6978301640565703,B,B,115.46787317799809,-23.28115709760788,D,-8.160629876006881,22.885394943541638,-41.993194759806165,-87.54568064823329,D,-47.245448341710954,B,-117.9889595948029,C,D,E,56.973647670127605,0
Homosexual,51-65,Germany,Male,B,98.78253161313899,B,D,-94.59888051412635,8.226980359506845,A,121.6406129722232,-114.01868469003469,35.31040877471305,160.4312978934547,A,66.5432012045405,A,201.35840413414292,E,C,A,109.86610601142817,1
Homosexual,18-25,India,Other,B,-61.466825702711816,B,A,-171.8858578407152,139.8297789113312,B,40.80365011172661,-214.86608546306755,-168.7645512904052,-277.1960157772087,D,-261.56770437319403,A,3.06456290568425,A,A,A,-10.184343740562573,0
Heterosexual,51-65,Brazil,Female,B,-82.1231260136009,A,B,11.02099683714838,21.04923622597375,D,-31.141709702915715,-69.71016053740937,-22.47859060082802,140.09243000496485,E,-12.80250861843498,B,-32.83298052548064,C,D,D,96.8509605980319,1
Homosexual,65+,Other,Other,D,74.18209537723489,A,A,15.134299618310978,-9.40288535383393,E,-66.15635861772705,-2.4014313223814794,141.75092113670144,71.98260640861287,D,35.814519626306875,C,-61.800655355620904,A,A,D,18.43949489362176,0
Heterosexual,18-25,US,Female,C,-142.98867632041734,E,C,-83.44242063973951,133.14703399292537,C,43.19657532731947,-126.66605592640823,17.04529320187291,-66.23827813618203,B,6.6038456400647805,D,-260.9398224127933,A,D,B,25.36982879788025,0
Bisexual,26-35,Other,Other,C,100.18573501179972,A,B,131.60632514743295,203.62044986792546,A,-95.24390466539863,106.27137327127889,-94.19232621137817,28.752726427281722,D,-265.3949755542166,A,-2.0727206089870593,B,C,D,-183.05693356162033,1
Homosexual,26-35,US,F,E,-14.54456080562449,A,B,-84.8994771586352,82.30295197332393,E,-64.08409218686695,-4.523853522880547,107.28612198751375,-45.968069875527654,E,101.65581313071914,B,18.727244793384752,C,C,C,49.32775305080208,1
Bisexual,65+,Germany,Other,D,-69.01176078806319,E,C,91.78144667564456,38.29123653848411,D,-233.30641639352382,99.8654572073111,195.1064548916126,-14.034643407509792,A,35.59099554632384,E,80.72976248437939,E,A,E,-23.590105926109967,0
Other,36-50,US,Male,C,-37.1215122660426,E,A,104.35819719815458,-36.29737521548395,A,32.32479436078279,48.01948569454026,-12.120240664431861,160.94196327534158,B,143.93869155237272,B,-83.61737619837288,E,E,B,-7.6543707261962375,1
Other,65+,Mexico,Non-binary,B,75.81973913789632,B,C,-22.85591585460289,26.853312131453926,C,-21.47645866232534,-64.34471439594003,-283.36964794550835,-104.29035248859736,D,-143.11016736147766,D,-57.86703579812518,A,C,D,63.75067340497033,0
Homosexual,18-25,Brazil,Non-binary,D,37.49105165054299,A,A,-2.2420702397719374,115.88699692947051,A,-104.43451209591976,47.36389084036551,119.3539368715495,-95.60892518649338,A,0.5533645909461149,A,88.24985013801272,B,A,D,18.02951315933402,1
Homosexual,65+,Brazil,Other,B,29.76059674047942,A,C,46.61822659347083,95.27192235392945,E,35.46561235671806,-28.66480307487045,25.314119836786986,-53.674169748458226,C,2.0868038949878915,B,231.67744974272577,E,C,B,-6.617665713728907,0
Heterosexual,18-25,US,F,D,-16.597968686922197,C,C,-115.76675033454669,123.44466686496862,C,36.22949812907159,-40.50605750596167,-11.74999181691888,112.70735928982529,D,94.49847421022896,B,-77.90926426361364,B,A,A,-8.765470458105364,0
Homosexual,18-25,Other,Female,A,74.17742038280069,B,A,3.0083812204103504,22.554291127174395,A,-59.9461034092162,73.59083101651524,-120.9804859708372,12.380743508907543,D,-28.198790784267125,E,-73.57038399350044,D,B,A,-12.737033166777445,0
Heterosexual,65+,India,Female,C,-133.89934672288453,D,C,-108.47814241206257,153.25231909180926,B,-56.86610314277356,-39.26781668882902,-20.03429336696104,-106.62396639553289,D,-19.831134847088737,D,91.25201802680591,C,B,D,122.49473878933559,1
Heterosexual,36-50,Brazil,Non-binary,A,-41.83157624485811,E,A,35.85701213779234,157.09478426905767,B,-0.942283889021662,116.294960541141,11.712956164841708,7.549199821664512,B,-23.68800539248806,A,1.7766848794017778,C,D,C,232.6087231984507,0
Other,51-65,Brazil,Female,B,180.3885963612055,C,D,-146.05788112030686,120.552045585646,D,-261.5000630722878,-132.81069704145813,-48.529368782453986,-5.199717966142,B,-102.26735340449531,B,-129.11396634496404,B,D,D,-132.01869386686224,0
Homosexual,36-50,Mexico,Non-binary,D,-37.7353536580243,E,C,-12.826211995607299,127.15314668508606,B,206.6866841146585,39.90970881559504,-90.2495664373031,-41.25343748442655,D,68.44255050450944,C,-91.90409455944238,E,A,E,-61.380799362449544,0
Homosexual,36-50,Brazil,Other,C,34.326658285091725,C,C,-53.39368193904341,-67.97948373848884,E,-42.3033955502118,15.910471292206266,-86.14410645890662,120.01751336402722,E,124.48355174203896,E,-94.59486281717629,A,D,B,2.0052795409276514,0
Bisexual,18-25,Germany,Female,E,-188.85310771499493,D,A,-36.40443449419764,31.223959150344932,A,-84.2083939002377,96.43462309964848,17.674720281753544,-45.41223446086987,D,129.03894647119708,A,164.50731102805628,D,A,B,224.9461556363236,1
Bisexual,65+,US,F,D,-103.9033411091514,C,B,140.55404575793608,-59.77426474552332,C,208.59117270398912,-183.2301328915842,45.261926382012675,-45.201964510275396,A,188.58108389897274,B,9.114453473887231,E,B,C,-229.9176789035243,0
Homosexual,26-35,UK,M,B,-89.15257125789985,C,A,76.88249302168711,66.45789319623633,B,45.78492628141899,-13.906516605177025,-79.3169781237182,46.093931974748834,A,-234.27397456952139,E,-24.233321196905905,A,E,D,120.29040327100846,1
Bisexual,65+,UK,F,B,-140.75539101078556,C,C,-90.70144666651557,-20.208575793886315,C,128.39165891859392,116.04026530715102,-111.86819782699206,-66.63524682843065,A,111.27778988631607,A,-33.29884879835519,C,C,A,-80.2820850943529,1
Bisexual,36-50,India,M,B,12.610796890628457,D,B,-31.10218277435696,-24.759348063999937,D,-181.43599377425952,-116.71947199873989,95.31403357177692,-81.47505855263432,D,130.22231083895173,A,19.404492687923494,E,A,A,-29.56805353818887,1
Heterosexual,65+,UK,Male,A,3.7008677681398137,E,C,39.27173512052345,-206.39164168521597,B,-31.931020279396773,25.16327184535916,37.160515832123785,95.86122819164322,A,-74.21761797089901,A,-20.15818052768738,D,B,A,-107.53993243777211,0
Bisexual,36-50,China,Non-binary,A,-26.831110787741018,A,B,-59.14442514469803,-123.87096020286361,E,37.0719659339315,-89.07232552606483,14.927206079853672,-80.40615628914719,B,33.79990094749722,E,156.1812179433167,E,E,E,-63.42530229352805,1
Homosexual,51-65,China,Non-binary,C,17.965499997027933,E,D,-38.3079252362363,18.506546561656236,B,135.26906216324556,59.15714333572974,-6.995554422430013,-112.83942688519268,D,78.17748331021139,E,-58.02811433417281,B,A,E,-61.979588442865264,1
Other,18-25,Other,Non-binary,D,89.93472860916617,E,C,-78.05555212611517,-8.538916769591482,C,145.5086333071587,-52.62657257982447,-162.98514858579298,97.790394168559,E,-71.79884048636808,D,61.611684303145395,B,C,B,-118.58846373949285,1
Bisexual,18-25,Other,Female,E,-40.60770757815987,D,E,-59.40769696240052,-47.71261349789377,E,25.89221492259402,89.87697361000731,82.434921486763,98.41898438900826,E,-72.63636757723587,C,7.761576160929881,D,C,E,40.3009609670693,0
Homosexual,51-65,Other,Female,B,-121.29873345377507,E,A,-110.63376166377114,-118.32383286507728,E,48.884584929433395,-93.96999073916658,-83.0181010874282,-114.8906509930438,D,13.349919469331217,B,-41.72062259287822,B,C,E,-171.2821145228176,0
Homosexual,36-50,Mexico,F,B,97.04944535652743,C,C,-178.32172090081585,8.630572610953655,D,-161.82844718555378,154.45294183382842,-76.55944280704094,-50.55923031913216,A,144.78175798393175,C,-72.6420637339105,E,A,C,-162.93726828620746,0
Bisexual,36-50,China,Other,B,134.59736651339713,E,E,47.37544514847165,-12.8472909412342,A,74.41973374811054,-19.072258615265074,23.34565540453657,-35.085445255034934,E,-5.60588421946042,D,-55.75642996999907,D,D,B,101.73750022970542,0
Bisexual,36-50,Brazil,Male,A,-76.51884677691163,A,E,-207.35636523193529,-83.46639610072718,A,6.751490017858646,57.809843474969114,78.5900225595438,-37.35881898557076,C,55.071051161314124,E,95.24230594382826,C,A,A,-14.78814872461144,0
Bisexual,65+,US,M,D,-75.58078682873611,A,A,-19.229325727713018,41.24246377697558,D,-29.55069017656409,-31.839424781703478,91.23506147630842,52.98728127815764,E,118.66290930429551,B,165.01851735917342,B,C,C,233.33417986797636,0
Heterosexual,26-35,Other,Female,E,-19.983861548149008,E,B,40.928098302699944,98.28386296371,A,-99.36912558858761,53.63256542289656,-48.77521984975673,3.3770913695699125,A,72.6406912086392,E,-81.04156078607579,C,C,E,-5.080953840055753,1
Heterosexual,65+,India,Other,B,-143.03510893595487,E,C,8.009133013500238,-23.049646088443154,A,56.73753590727855,30.117377169578575,-161.5902426836746,-1.9308575953329292,D,81.93672118628338,E,38.21055892690436,E,C,E,-82.75221693938913,1
Other,18-25,Other,Other,E,34.83147450234068,E,E,-85.22898297735993,-123.14867546903454,D,48.80272777141877,170.5011903484825,198.04020706567871,114.49778660954462,B,-31.159955718741394,B,18.947823036656644,C,E,A,-90.9441705915571,1
Bisexual,26-35,China,F,A,73.38031824306425,C,D,-78.7527498127033,100.05781493521013,E,36.78867883765179,-6.646437003830561,-25.77184641930247,28.19999275514157,C,1.7441237060496662,B,143.7644701318817,C,B,B,-145.94473082917412,0
