age_range,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
36-50,White,-58.47731001653174,B,-11.34351895938941,-21.396047390783576,C,39.669253213620415,C,66.81398759453562,-24.63899782172203,54.06926345449846,C,D,0
65+,Asian,87.32428443602744,B,66.30734941183468,-81.34233849283386,E,105.6002571440713,E,-8.352756666582335,-136.7032708103904,71.61557006711554,C,D,1
65+,White,29.592764636853307,C,244.67376857765544,-124.82219807111366,D,45.741083284113806,D,12.98653275639316,-49.23251434384781,-5.55221534875466,B,D,0
18-25,White,-155.23489889607254,B,-27.207837024603478,-77.983945930664,B,-53.9071027735869,C,-94.92500478762874,-168.01888096077593,19.427552063187235,B,E,0
26-35,Asian,94.71911730856453,B,-10.374924520667058,58.174958117829526,D,57.88706162755862,C,-94.47943454797597,38.73523329227258,5.536277358866286,A,C,1
51-65,Hispanic,-141.0988055211033,C,52.435659245230426,119.98392354467022,B,-67.80260596012847,C,86.92220218097326,90.10412644048508,-30.965469690542864,D,D,1
36-50,African American,-141.85410031512703,A,-65.87376640020194,-41.00496198184935,E,-32.94101395122419,C,34.51841012798527,-14.134759430059713,73.66890364176767,C,A,0
26-35,Black,16.83117409716583,B,-69.80843532679505,-38.34050035759896,A,42.73106192731624,E,97.66182301542867,-23.00149519344031,28.013611216482833,C,B,1
65+,Hispanic,45.89487164973699,B,-63.23015302693429,43.41223412072656,D,-54.05566368357347,B,-127.09856998443769,169.07700212832287,-21.6874714280457,E,D,1
26-35,Asian,39.69377584285063,D,96.14894300548073,12.611183844638846,E,-64.57478519454854,B,28.24533622065914,140.71030556142284,-103.4219575494747,B,B,1
51-65,African American,148.29674080987778,B,-161.94017518278858,-9.39294330314676,D,105.70971733342904,E,38.993431767360406,-114.49186320151914,-7.978803926394695,D,D,0
26-35,Other,34.75954077784855,C,-153.6994112686122,-72.44026555815414,C,-44.98854068315086,C,7.200246472883666,-41.64185835743429,-13.128864453164852,C,B,0
65+,Black,-110.31738659255801,E,-96.57421337928305,-145.1604457041997,D,-10.943333777267682,D,45.68935661768677,31.387702127879795,-113.38280268117771,D,B,1
65+,African American,-0.4620231727949172,E,-56.33983432065159,-133.89659147586104,D,-31.38315040544702,D,98.2278097761742,82.16311441720102,-130.52557498246966,B,E,0
18-25,Hispanic,-155.68858712080004,B,-77.84841996160962,-67.46918000149253,B,-106.85768046315363,D,-52.255159428091346,-84.43411534563194,-49.57339399737284,B,D,1
26-35,White,29.835190684426884,A,-103.3740509540925,40.79777737575671,D,77.83076087449068,C,82.74826635532733,-45.641518548054876,102.30112728293501,B,D,0
65+,Black,12.903560625242418,D,-23.43052236734464,166.3114604550637,B,117.56713099797858,B,83.0218287018942,222.7503647075146,225.9587440265711,D,C,0
65+,Asian,-98.58687063379476,E,-75.23343922689013,-10.68403939565607,B,40.92470462001848,B,47.393631626806545,-51.25141205860968,87.9574183671609,D,C,0
18-25,Hispanic,116.8114648591007,C,-150.27122809701194,-42.60395656040718,E,32.12397768510551,B,28.221577059815907,-27.41906691300799,19.170321068301057,A,E,0
26-35,Other,-5.059264793461904,A,-98.8633949875358,193.27682360808987,A,-156.93721073352958,C,39.243159523991885,-115.9752042138732,-81.17623194287756,C,E,1
26-35,Asian,-31.912669577035313,B,-119.40774941004362,-29.89210528498876,B,150.23064073199347,E,74.62683189771766,-51.47351469649068,62.42322077425495,C,D,0
51-65,Hispanic,-70.402167656924,C,192.83010334456327,127.54416501953874,D,-79.73186400365488,B,-89.75077209171697,33.796503000369405,-3.2634461924258216,D,A,1
18-25,Hispanic,-38.03665443062312,D,174.4927281996238,-18.647140204217532,E,-48.27925711506633,E,-123.71960211734876,104.73767610387326,-170.2890441272431,B,E,0
65+,Other,32.69610216927145,D,132.06537884946803,26.5130101876967,B,82.4615625776414,E,-125.97280138409339,46.479259958779345,115.80874427022418,C,B,1
51-65,African American,-36.06382544111171,B,-82.92179064438785,-122.63849448719021,A,78.6807714461178,A,-163.49382711314055,38.25044436529198,-111.81765698437556,D,A,1
51-65,Other,169.73005987428027,B,-6.7707254575636435,14.830737170249256,D,-116.0390073867583,C,164.88792012631285,-43.53095273143613,-46.43173538913022,E,B,1
26-35,African American,-51.40864577550852,B,-56.61734185850046,-29.110354479456703,A,-71.35325881532182,C,94.77172826453099,-142.98942031838456,164.24058204733316,E,E,0
18-25,Hispanic,-138.02693998697447,D,-40.653252098031004,12.60818272089762,B,-174.6230255046757,A,-34.741857858523886,-162.87118068090012,42.081080863956785,E,D,0
26-35,White,-20.037279503524225,E,28.76590898428698,107.82406656746642,B,-183.84948439183876,A,38.02998728322105,-46.704608906624024,135.87814864101358,E,A,1
51-65,White,2.0658831178491073,E,-52.87875910730554,64.01037131477186,E,91.08774754183803,E,-130.3161480914475,-50.22992251631757,-33.469793856117334,D,A,0
36-50,Asian,75.56622469977637,C,-31.652679940141,-80.87450765994656,A,-74.02661775468637,C,-142.41263614598626,29.312744353501074,30.53771068419283,A,B,0
51-65,Other,-110.6513326706322,C,-9.5706168089507,-114.0225749952753,E,33.923527086863,E,-85.71354131963372,-95.32194258848405,-111.98178687591269,E,B,0
18-25,White,96.9530229223881,D,228.29452470903396,-107.47575302309318,E,86.36069081215783,E,-212.98162297006584,-3.571479506273987,27.36452312279288,E,B,1
65+,Asian,-65.06609984460148,D,-54.68579048841002,-59.07019576659809,A,51.08222324607561,A,-70.68695963383517,193.108552573339,-45.28561856210781,D,D,0
26-35,Black,-104.4382704627006,A,-68.0249462624273,22.6269393801939,B,104.21727609776951,E,42.67117565885539,180.00017575169437,-192.66483379806067,A,B,1
26-35,White,62.29338214250929,E,-66.7581459665707,-53.702957081700156,D,74.8148369677861,E,112.5872083478171,32.21737695068032,151.23496254290845,A,C,0
65+,Asian,60.39578755478796,A,15.632621186453955,-71.00148709288118,A,97.2984579140265,A,-184.89694634362002,89.65366525737043,213.1507558325452,E,E,0
51-65,White,-149.12867035767067,C,10.296944288930101,61.8329845727543,B,-7.1461399641346475,A,-148.4919180283839,103.42765572453094,166.45430165978158,C,B,1
18-25,African American,-101.9640796967339,E,1.7926003621591475,-42.22342252949783,C,-130.16073799382033,D,60.232375762482896,-109.16867975890821,99.58755638874405,E,B,1
18-25,Asian,-132.88988241998413,B,-26.096185565705387,-145.15495616431076,A,-6.207012647010075,B,-118.09984673340392,90.44050843415015,-40.85180844596935,C,D,0
18-25,African American,-109.78404286766799,E,-54.43847920982068,126.71592509410623,B,64.72255258244411,C,67.53715755900147,39.49539706454947,9.328428797416528,E,C,0
51-65,African American,-5.394069464162742,E,-52.67382875521791,37.3683312182218,A,107.66541147510978,E,212.04964876425194,109.71025198768638,115.59611975753708,A,C,1
65+,Hispanic,-176.9488882274648,A,-22.597800327058597,-136.756572150662,A,-80.13772634082832,D,201.91085313753678,-33.70028387872148,-113.05863185012117,E,D,1
26-35,Black,-3.8776908219266937,D,91.719817310864,36.70830303757528,D,-42.574102475406946,C,118.86641233572792,-95.70661771003074,-114.55283369182747,D,A,0
65+,Black,66.05197760948654,C,33.87080980373148,-95.77739770830945,A,-16.130942108572807,D,-8.665654362641146,-2.049548478629401,28.82745368989595,C,A,1
51-65,African American,12.45973926414561,A,44.607043365479306,-130.5266866749064,A,-30.905552923323178,B,35.678436824746115,9.669490803680624,4.425090861356691,C,A,0
65+,African American,138.27152919416204,C,178.2492114991182,-98.1800476797134,E,-54.41060772621973,E,164.46030936108446,64.20812583227466,226.90739098301447,B,A,0
18-25,Other,28.835401532397725,D,6.510904388873316,140.2661154290877,B,-28.454584660671962,C,-246.87134321093868,-99.40539111388802,-105.01961134697122,A,B,0
26-35,Other,-139.18988922611823,C,-5.793237770180594,134.47900968029458,D,-57.240342842725155,E,17.742114615897478,-96.2013306897108,-166.28344765330775,B,B,0
65+,Other,71.78029150810167,E,135.35114384067083,123.3953157505126,B,142.60150551304994,A,-33.495548860137994,-32.56116778702965,137.78525588221822,D,B,0
65+,Other,12.428521403139921,A,-107.54325206299869,-12.815771748234676,C,-32.83631777373727,B,55.13498314456804,25.22564896093512,142.49226441294653,A,C,1
26-35,Hispanic,-15.057922778829495,C,146.5642905905044,29.150009527212937,A,94.39705865010359,E,88.05802410588339,-152.6637855213147,62.419855800421,A,E,1
18-25,White,76.04026914127267,E,-102.33406192759209,24.15060867542986,E,-110.57276960092996,A,61.68890531683952,-200.10812975932492,-144.66418221943783,A,C,0
26-35,African American,30.385227990982244,C,-63.137087117130044,94.66584918349115,A,-38.976175893137146,A,60.516944441289944,155.61289375901075,56.09854269165962,D,E,1
65+,Other,47.10547900166305,D,2.2186965714645037,136.32500349167506,B,21.939726807164632,E,26.495723368424567,-106.31311321998591,14.11584109508114,A,A,1
26-35,Hispanic,109.47368380588287,D,19.160030932868548,-13.075718273093104,A,-72.07380462984126,C,63.587101474828614,48.69882638830248,63.3976140423481,E,D,1
18-25,Hispanic,166.97177859979473,C,-19.175449625242994,146.45494510313068,C,-99.57275549537583,A,-175.3583394004801,146.4795669667304,-83.71641261339289,E,E,0
26-35,Other,-114.18453739003182,A,46.41526168895753,-66.46526584685621,E,-23.853934972330826,B,-13.820086123372496,-171.8325479679279,19.253525780553716,C,B,1
26-35,Other,1.7256909283353914,D,-67.14260385834035,-46.87914712760018,D,-16.626458665623517,D,85.09960745579798,-75.30090885080433,117.84060249840134,D,A,0
65+,Hispanic,-137.4773925386304,B,4.2963309454670116,-134.65686588920414,A,33.64487465645953,E,42.35699895954493,-48.99396291239576,14.228903574489566,B,B,1
36-50,Hispanic,161.36590323058982,C,-111.80522975939718,24.0095923981096,E,8.002156600350503,A,-13.515023707852428,44.4901715869754,-27.190697643065757,D,B,0
65+,White,-79.20342876983668,D,18.958142392415787,-158.2140560649098,D,43.53116255265191,E,18.749884970215582,-140.49956974353296,-160.38463510512443,B,E,0
51-65,White,-68.23790698382876,C,40.031321213297424,-9.183900850954899,A,-40.11134464846186,A,-267.2694337867833,-59.9441433217135,-38.57688982890489,A,A,1
65+,White,-145.8099993302538,B,113.60921730443476,60.024616949457744,B,44.63810702726144,D,-77.85128215564566,-100.61428441450337,100.2983857063916,A,A,0
18-25,African American,70.00815943194453,C,24.565931028273834,-4.489250063387283,E,96.26981229206078,D,22.015864230891395,108.31951529497519,-13.010239970985134,A,E,0
51-65,Asian,87.07105490184736,B,57.60835651131462,-17.724966409551683,E,39.30160584652559,E,-69.51653842670208,143.77266194492094,100.96331131691237,D,E,0
65+,Black,-9.67124986358434,D,172.7351253911995,3.769451018235491,D,-34.289276899985595,D,-145.14228387375925,-2.8840238374503135,64.25285360769084,C,A,0
51-65,African American,6.87995597855585,E,-108.88834173115083,142.92046235929652,D,124.04175095363317,E,18.217764779747434,36.241757809259234,67.7397994759427,D,E,1
18-25,Asian,77.10062835523635,C,-340.16230665086096,-13.012175056914801,C,-39.20621674218689,C,73.93413885239858,143.97589499109284,56.46699338302953,A,B,1
18-25,Black,-12.992780359265755,C,71.6620013545078,331.39278237123244,B,139.897843078424,C,-77.1695399030732,94.49006287467625,-45.460001792408214,A,A,1
51-65,Asian,-88.37396693135199,D,-17.79436207481543,-68.48742566343547,C,-63.89500183961104,C,15.84608587863548,57.969642015501286,-55.975737455758335,C,D,1
51-65,Asian,130.4474597712631,D,129.1054521713995,-171.72143708944742,A,-25.295645081178918,A,36.692230978348285,105.97098178259093,-123.16241831982259,D,B,1
18-25,African American,-37.63815817534778,E,25.69602113377875,4.632687194917738,B,31.10434488198538,B,14.081891093076464,66.84061429673798,-94.20152442281471,A,B,0
36-50,Hispanic,-82.27284981008405,C,15.190132313147453,-114.72984637553006,D,152.73263098234128,B,-122.47218988886914,-1.3503550402670852,-57.34650706791492,B,B,1
26-35,White,-8.186096046538998,E,5.888073812390715,98.91159984647791,B,4.745670034388735,A,10.757647269018152,74.2240489579229,-83.1074623270992,B,D,0
51-65,African American,106.57819913366846,D,-140.92867218707732,-17.627015405337527,E,18.992992170311847,B,18.246436996907573,-34.13829302595778,65.20776785525753,A,E,0
18-25,Asian,-55.83615227180208,B,15.52149583493955,164.2517008722113,C,58.63875354269992,D,-153.983954368482,-168.84159219363005,222.5685196332258,B,A,1
36-50,Black,0.7464629287403246,C,-137.98736017933282,-67.18547420849472,D,-9.930912735745729,C,-194.83931884651474,-60.714566216052035,-88.19237584790129,A,A,1
65+,Black,-144.84053664386153,A,-164.10466552531886,23.375202458295416,A,36.144953822096156,B,-101.56381489954262,-20.52170791246226,7.17586439268765,E,A,0
36-50,Other,94.47284180192779,A,-116.47947144523161,32.187027185481156,D,27.069507362849677,D,-87.99008480466318,52.44558792982008,295.3474642385676,C,D,1
51-65,White,186.77466878835997,D,-132.7007599328508,8.103339010796457,B,51.77067852274805,D,154.38573117064124,-15.074733624748257,-55.86086488819121,A,C,0
65+,Black,-118.6571536006264,E,39.21650815929285,-112.68501110689411,D,-61.37763727907674,B,-99.01459574257636,112.51768395125757,-18.90531883345591,A,D,1
51-65,Hispanic,-4.830413403687882,D,57.411345548620154,-89.29406560758262,E,53.37276316865464,C,-3.2752912516611903,-142.10099224111755,-148.58290396115925,C,D,1
51-65,White,142.94774349305087,B,-124.98154133406669,-98.22410174939562,A,67.49946122899703,D,18.604707612957156,72.74809212526817,-124.22900914127806,D,E,1
18-25,Hispanic,144.71755737690316,A,-27.35065854753597,183.03491977996305,E,-85.4336293803014,D,-4.351036104596229,-220.42618815342303,4.491265126243763,A,A,0
36-50,Other,2.0215163201086113,B,233.39744315125137,-114.82560844685372,C,96.26193813561514,E,-71.91685619159568,182.24332862125326,-32.737559415462925,E,C,1
51-65,African American,-130.96242064618949,B,-115.26643140085879,154.26868431413513,C,171.47245265655027,B,78.4472115225743,159.69378897813,-21.818225280016836,C,A,0
26-35,Asian,50.490943400124,D,-169.98353912992744,-29.37122188710025,E,-37.64957530714762,B,-93.68225972783827,166.39187004705042,46.50558858983327,B,B,1
18-25,Asian,-153.7940103211547,C,-68.51159536390088,-18.941278609637177,B,-49.801384511277085,D,-11.719162088815837,-10.782175573432824,-175.6388164198734,C,A,0
26-35,Other,-156.59262519112326,C,-25.13880707232819,-4.936413291378941,E,-42.459898066231915,A,21.765419735504633,60.6916300372142,-9.648523152706705,B,A,1
18-25,African American,169.63032705661522,D,209.9657458422577,-25.51190202148952,C,-225.7792690446119,A,-32.32390685888104,49.48743641321313,-158.13309037026556,C,D,0
51-65,White,133.9590302589756,C,-124.95244358998076,9.737983590409982,B,143.16649751368035,C,81.58065013778005,42.04460740242547,-94.67533925479242,D,E,1
65+,African American,-118.07108549775339,D,120.72523974849321,76.44128172513757,E,-91.91175253397587,E,116.03729387717301,-211.09518883101828,115.91784579492035,D,B,1
18-25,African American,-119.56762742214167,E,5.928568455063468,38.763867390405224,C,5.953278449349493,B,206.60116469823825,54.99646024158421,-244.16443203224327,B,E,0
36-50,White,-0.4145611867807332,C,-55.28582234984463,-171.57336112801912,B,28.052068491046985,E,-53.63482947743231,16.865072148944165,-25.43632222984078,E,A,1
51-65,African American,26.38165476737328,C,266.21894211162055,-75.91998824282093,E,0.9586441474596237,C,146.98132561610063,-73.70626796121584,-42.26066516280713,B,D,0
36-50,Hispanic,22.428494468990287,D,-114.47575224840062,-21.933209399752787,A,-13.762775485662965,D,80.14569808504646,-156.60658453803367,96.9878665991769,E,E,1
36-50,Hispanic,63.24417508323269,D,-132.68003148905694,110.32042507700066,D,-23.879506912054357,E,158.30731607925455,78.07248146123872,79.24339048354442,D,C,1
26-35,White,-49.95503586651254,A,278.3363608622052,66.98906259617235,A,21.559070075605277,D,37.36879058534085,-131.5838713680683,-76.88468583897827,D,A,1
26-35,Hispanic,12.05613584837357,C,82.9906922731152,36.236064783954674,D,56.751871872712655,A,79.23974378238381,-225.9792235397347,-40.29397246184043,D,B,0
65+,White,-49.614854688280694,D,148.2316010289001,18.746161150814185,C,132.46113073378422,E,76.11485223280962,-152.07926255241793,1.332479993940653,E,A,0
36-50,White,-30.374557667659403,E,117.37688427438104,-24.79708556701068,E,99.92052433374104,A,4.105473381685551,-98.16133766462342,-8.295071115733904,A,C,1
18-25,Black,-99.13809688828762,A,12.504331674082229,98.31381681015465,E,139.39592709460103,D,-64.29637763105173,147.44280377647226,-4.041624866724045,A,B,1
36-50,White,-226.9677528387316,E,-204.2445568925721,87.79435019072956,B,25.483865285572854,D,153.90498318561674,-80.3490711465591,125.01056780746734,D,E,0
51-65,Black,16.512352185556207,B,69.02842352327822,-18.77448759145356,C,97.18193582338894,A,-156.29980426019836,-57.89997664906332,-56.334186162195785,E,C,1
18-25,Hispanic,70.28193917313882,B,88.35530663725673,140.84110792018052,C,-222.9515982719719,E,-81.64131958467051,-19.896269840502324,-67.44135446800526,C,B,1
51-65,Hispanic,-231.65826687209693,E,53.39425184999601,-83.63890885566933,B,-129.21363416551338,D,0.14457353572416937,-80.11288315404867,-69.29087073531853,E,A,0
26-35,White,3.572776032557281,E,-75.57556773888003,-171.40360290758528,E,-91.20054357238547,D,21.018507903317076,-137.77339177668054,40.42275464200379,D,E,1
65+,Black,49.19974026684885,E,-29.433046818856585,80.19613131917588,E,-61.354489840511874,D,-45.062026439192636,-57.29751768034254,74.4052088092376,D,B,0
36-50,Hispanic,51.58509326005313,D,145.6048027839847,8.560537580077744,D,-1.9342456891831334,E,16.866570446658848,10.203888423560596,-165.92559715949912,C,A,0
36-50,Hispanic,23.428317691616346,B,-75.31176163306445,26.20537489284406,B,-42.32784172199408,D,21.89982930302909,-143.4746818847028,129.6486197428947,B,C,0
18-25,African American,-51.465443973631764,A,-44.44260980330022,-2.2294196972302385,E,183.0908680478513,C,108.01917542537566,-228.2680182143253,-115.30239259378487,C,D,1
26-35,Black,0.44461868432281465,C,-13.569599893352361,43.25653042660964,D,21.86711247675474,A,59.804226330843576,92.39370105037473,90.26033448033301,B,E,0
18-25,Hispanic,-93.20613753461741,E,-84.76113829781438,102.20128682503957,A,-99.83741820389298,E,-111.67695801532291,65.52118025815493,-87.51048593959267,B,C,0
18-25,Black,-114.89942528698795,E,58.40759141817764,82.16510522380838,C,23.812641527281635,A,-65.37330980157962,-2.1246781166290885,121.53021735793901,A,E,1
36-50,African American,-130.5476633467652,A,-93.77238198905683,-36.70423877059541,A,174.0457398816024,A,-112.98751323494753,60.867382209082756,166.13870082782705,A,E,0
65+,Other,78.25700429041221,C,117.70026835547517,-87.81672170065048,B,-30.53047647821131,B,-8.58118497529386,90.95483254525182,35.315906095316166,E,B,0
65+,Other,-62.12471996961413,B,129.17614916933192,-40.49667645985831,C,-127.59962629576142,A,-83.41810275709663,68.21324094113515,-124.53973913652385,E,B,1
51-65,Hispanic,-22.267489711058616,C,-157.20797342294424,-201.18088180606776,D,-213.23248818319973,E,-98.16928103708517,-160.54690234106695,-34.12983110141589,B,A,0
26-35,Hispanic,-82.96138944505466,A,-93.36273182247304,9.154216266867849,E,38.957421737222944,A,126.36409376517929,-59.187335446240795,65.85553068371976,B,D,1
36-50,African American,21.22404777677857,A,64.83941366396638,-17.085002180901245,C,35.39954192114693,E,-7.4989253131671845,-83.67869511736788,105.45720790889932,A,E,1
18-25,Other,-3.826471863687923,E,24.48004959290667,21.827654951370853,D,90.06765410349949,B,51.58169599582991,181.89465814632763,-86.81168041809663,C,A,0
26-35,African American,54.56014044912993,B,-125.0281472219691,154.73186908522553,D,-17.863771207281392,A,14.818846535663319,-134.07977856146022,-20.921345743375824,C,B,0
18-25,African American,-43.31422962467691,E,102.40188998607363,-103.02735034577539,E,93.64968200478762,E,80.95133357055333,-71.18703253980196,-13.032587076727875,D,B,1
26-35,African American,60.03382842105643,C,-51.7615411100895,-119.747948829135,D,-230.16581219619053,B,11.120893326161143,-57.1373291475515,-127.28152715422713,A,B,1
65+,Other,70.73317589293498,D,2.5203306531054426,104.96697047431634,E,-63.8982446942215,C,91.74506995355144,-16.30572688819491,-187.34067257196577,E,A,0
65+,Hispanic,5.706001248893071,D,105.40666709656476,45.942143959691755,C,-40.30422169245767,B,-106.9555726847945,105.08622891120025,83.35774877628005,B,D,1
18-25,Other,-32.28882614236314,B,92.86724071023367,176.71511322163346,D,-49.13887850775194,D,-104.6742500119429,9.488389183225594,-3.020809365088456,B,B,0
18-25,Black,-23.069121101502954,B,-28.26862327788111,33.13185988241625,A,-35.734543722127256,A,85.07855804547859,-71.29071598053278,-3.6929455087252214,E,A,0
65+,Asian,116.81476349535436,B,70.72915252645134,126.67010983175385,E,62.394984816134745,B,12.09302063749586,-130.5006672695458,-65.1360927261654,B,A,1
18-25,Black,11.11907388701674,D,-63.83206866705245,-134.17552097145528,E,-119.6328772154578,A,-130.72145354324692,70.09361788328539,-64.03788882436685,A,A,0
26-35,Asian,91.65442330270591,C,181.01088948213268,-151.50114643600529,C,155.3817487858667,D,186.260938951569,129.46737841713121,-188.0099152031155,E,A,0
18-25,Other,69.0878371190255,E,-241.89810382621656,-125.26656020354801,B,-52.688438519419066,B,-94.38484045428812,-130.131139015817,8.222146243433514,A,B,1
51-65,Asian,151.28024692643876,B,-120.48913779652126,-87.11622654631033,A,91.19759695134088,D,25.570078251506338,137.02116507560908,-25.65112272576519,D,A,0
65+,Other,71.16196965220163,B,-97.08611496262094,85.42071954623896,A,-173.87388164600233,E,-5.801808517062441,123.20348984305546,-67.35904355468317,D,C,0
18-25,Asian,1.3627252891325932,C,53.0955922108587,21.624614673055003,C,-84.30894901515452,D,-70.56348396420177,-44.83594364325095,160.20602748903806,C,E,1
36-50,African American,-76.67967980174947,E,79.06346064181471,149.5107618533279,E,95.18233232905109,D,82.93420262367384,110.75230543602837,-5.272944987871943,A,B,0
18-25,Asian,117.12524682908341,D,-183.57786788830336,-2.735368563029132,D,-59.66759643985788,E,9.242850261633329,58.2074496312608,30.549337206719258,E,E,1
18-25,African American,-9.734440464381304,B,-112.52116033339132,69.58649133197456,B,7.973712585857105,A,-78.28597794585235,-96.08018048849144,-66.24790517718215,C,E,1
18-25,Hispanic,71.06627739815589,E,74.81091010915087,-28.9648498653951,C,-23.643544883866806,D,-30.651642874902667,33.14634459168625,19.645643965162513,D,A,0
26-35,Black,-61.95902983105645,E,-191.23413573440894,-71.94578129173614,C,38.80369759090097,A,-3.805687098614751,-35.51457067683592,71.0451390807061,E,C,0
26-35,Hispanic,-184.9585693909782,A,83.43950590003621,-58.38604118002026,E,-185.10446200386158,A,-33.625866816491325,-43.24249463827537,-28.763337413237593,C,A,0
65+,Hispanic,72.50045883659055,D,7.757028829439655,111.73277547129285,B,-99.59823110181823,B,-10.308403851995111,-50.96431937471301,1.3010556727641411,E,E,0
51-65,Other,18.155942969635557,C,-44.20405716573295,-40.78397469612828,E,-69.17288621085311,D,158.5926199069982,20.786642609427826,-149.54890786493144,A,C,0
36-50,African American,-117.02632825974699,D,2.8834510995910088,209.0996381761002,A,290.00785924627263,D,-19.0062432067113,110.01081752220408,31.703658637246594,E,B,0
18-25,Hispanic,94.52586808160494,C,50.56140252912415,133.141387672561,A,-42.47279169448077,A,45.475601717279716,-116.40658375679574,-107.16789663569848,E,C,0
26-35,Asian,103.01172544749551,A,-93.47961652071808,-98.51329048243002,E,-86.84433135395682,E,82.21585290170297,10.494486048702283,139.0957373695844,B,B,0
65+,Black,-108.07670223641455,C,-45.91899958510791,-185.753090833626,E,-98.47088078730658,A,119.70609694294745,35.620547654886515,90.61979891193623,C,B,0
18-25,Other,58.095058725811036,C,-39.75587265751304,-163.04575282919686,B,-111.093661493902,C,6.216772641272763,-166.8344868166653,-130.5345816530646,C,E,1
36-50,Other,82.56693352584836,A,-17.82949883410028,-94.1616862678171,C,-169.38574416575008,D,-161.49292881837155,-11.204247444962116,24.374996505505607,C,E,1
26-35,Asian,112.07768360080226,E,107.545080781172,77.86600293253565,E,-8.839166784089374,A,-39.5618419168592,77.21022126773718,-114.92800128847908,D,B,1
51-65,Black,16.549587430872574,C,106.54778877427222,8.068548365896705,E,-4.412466280583439,E,-172.6667469991546,26.1557276801897,157.89142831898383,C,B,1
51-65,White,-83.74215216057401,B,52.543135690478934,-61.459006672606954,A,-148.18955593214434,A,61.07358065850422,5.940328094376877,-113.3547064550761,E,A,0
26-35,Asian,-244.47899339611152,B,55.02409805532744,-146.99095534708619,E,-25.572107407377704,D,-59.36161149917795,-55.081683068621366,-66.64880282912311,B,E,0
18-25,African American,160.84276777358392,E,-141.769112137107,-160.75797513007532,A,-10.57441308885757,B,-197.22886227626555,-130.12742585840417,57.74498995258094,D,D,1
51-65,Black,49.614463035131834,D,-64.17899390836635,-15.344872723726569,A,-3.874670191929103,D,51.16332950253606,-166.81801727584903,-84.82345765876107,B,B,0
18-25,African American,-27.54356360857929,D,40.127447689254716,-9.416837330670724,B,131.15809534933854,E,-41.28883523800669,134.62114784264554,-67.504223587242,C,E,0
65+,African American,16.18385480774572,C,58.19898176816619,117.48198253818065,E,-84.0992989830463,E,123.51604835134542,-151.50089209759707,-45.040254408131176,A,E,1
65+,White,230.16582093942267,A,2.197444690603231,134.2261636349452,B,87.49584867003415,A,-222.65592094806905,146.47545694025456,-12.817200366938522,D,B,0
26-35,White,-63.006437141109394,A,-0.45502412251880237,138.7901808419211,C,-73.89853873568303,C,141.83655504638358,232.31340747747203,-50.03806973288145,A,B,1
26-35,African American,40.07998709126133,D,-74.39722682326646,40.690630433525286,C,53.34991680210839,A,85.62649982116815,-285.6777215418023,-5.319649828822021,E,B,1
65+,Black,64.36861418564337,A,-46.66522823293797,39.025198017987506,C,46.320421664588906,E,61.2399262292314,-166.7588160897407,114.48523852176449,D,C,1
51-65,Asian,-72.16049175551565,D,41.06350476266882,-71.32529822716623,B,-79.56920133130491,B,-127.43599495907073,-26.186602327566096,140.4863068782357,A,C,1
51-65,Hispanic,-83.11536413369916,B,86.59076251604311,18.484389560228397,C,-84.79007999803416,E,45.46946503451462,129.85749497883668,-5.624288116098418,D,A,1
26-35,Black,120.68159062592527,D,-0.4441209095522991,-169.21700100555586,E,4.843321185757559,E,103.70314103923404,-68.82851988325255,-122.11051940977258,A,C,1
18-25,White,-110.05118329029786,E,139.6209726246155,-216.73210452854397,A,-119.96239885140068,A,-19.079362468845044,-69.19822829364027,-91.28752285982567,C,A,1
36-50,African American,7.683111778017894,A,156.5333956188282,-113.00590336622014,E,-144.77079203580055,E,103.65858773329688,233.17662964243038,-58.130675570800506,C,B,0
26-35,Hispanic,-70.90800067848475,B,57.43785777940952,219.80500657014161,E,-106.9851535262656,C,80.16122193746355,-89.07558596375854,72.99655319658798,E,E,1
65+,Hispanic,-63.68678144460641,C,-171.28104120391922,20.341749306025854,B,52.86560555403555,A,193.94961151999317,-26.39199942367091,6.2710929742496075,A,B,0
51-65,White,-42.34895354500859,A,-43.159730673623756,29.462942869492263,C,55.070282268218804,A,-123.90919368897666,166.13702814713452,-87.76809469826634,E,C,1
65+,Hispanic,-191.64637265297893,D,12.05695236658609,-118.28781449087636,A,-48.812416130986065,E,83.38310779197509,-75.61081333538766,-91.39053933416179,C,D,0
36-50,African American,4.634899766375487,E,90.56583490228388,59.09343837341234,A,-141.06801068326348,E,-139.98710126704395,125.68251208603773,143.60939408576465,E,B,0
26-35,Asian,-158.56892102547306,B,84.45254065757125,-89.79483155814857,D,-132.68583562122382,A,6.330449932899879,86.75451624507335,-7.821167723037611,B,E,1
36-50,Hispanic,-130.1171132512195,B,151.8439542237653,88.10787650406863,E,-51.281996946715566,B,-47.96606651748462,-119.05301446249834,-28.236401225680368,E,A,0
18-25,Other,-35.27070650018129,A,75.14655521057388,-53.06042532891975,A,-123.57380632641917,E,-4.408454220623779,-73.92389526612706,6.510942947033091,D,A,0
36-50,Black,55.8312566777334,E,24.983928958445613,-81.74517916680084,D,-79.76388556567501,E,72.2237269828992,52.03115708146305,-79.47020540854079,C,E,1
