Gender,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
M,Widowed,E,C,D,-19.638736660959886,D,26.228169206613693,43.65478614402548,C,36.8639159477624,B,165.43736611121156,B,A,142.97183331307522,D,D,31.9365551559464,-90.36011627287513,-21.781647872835695,0
Male,Divorced,C,B,B,-172.46884341153998,A,-13.193004596239202,86.18945399067242,E,37.08561428048523,B,-176.72012393156356,B,C,-43.667468311455934,C,D,-95.90815241489807,-63.79331044403261,-58.84428622669786,1
M,Married,A,C,E,67.43249663947729,B,-7.780985705007539,69.0100761737701,C,2.7841023637957143,D,-36.51287917916665,E,E,152.7026099969014,C,A,-63.61913376330368,59.60878750060215,2.0331247558382333,0
F,Married,C,E,B,50.725302628138905,E,111.27140042324592,-135.33670304010286,D,15.303985830225612,B,81.69431841847714,C,E,-114.20173965682193,C,C,-12.386588942094681,33.724219549109144,-3.5034480687769745,0
Male,Widowed,D,E,E,34.26394859263153,D,199.64102219594787,-275.2671151452482,C,187.2536325190615,C,37.5337370302362,E,C,5.683666820506826,C,D,26.61740556326166,-245.6817903444375,178.82389605027973,1
Male,Married,A,A,A,-103.46955852591691,C,259.5160096934376,10.753022632724353,B,126.21704421898679,B,-17.14375141681269,A,C,-123.06770915739062,B,D,4.634120507441445,78.25166957689656,-71.50437489556005,0
Other,Single,B,A,E,-90.87136912246791,A,-9.831118384936612,-118.06940932337572,D,-362.32926248383126,D,-12.535194761829056,A,D,-20.90336338810483,D,E,126.2678039106057,11.952967456800172,-27.88810157086836,1
M,Divorced,E,D,B,-54.575214534088566,E,134.02846769904465,-172.11705285575925,A,11.820751970955081,E,49.01051916667621,A,D,110.43781973951468,E,D,-16.456760999469353,205.51763887448323,-130.44149952345674,0
Other,Widowed,E,B,A,57.79965353805103,E,-0.3976517492535964,14.915828072081231,E,103.86362884115748,B,36.706781694145185,E,A,59.83228080602342,E,D,55.81901196054622,-31.581271567204155,124.26838951416117,0
Male,Widowed,A,B,B,-35.81703794167925,A,-14.304642028693584,-61.325685606675485,B,52.61863190575209,D,21.35881586564468,A,B,172.40187909872995,C,C,-80.37059763807623,342.5759737059362,-84.56803776441063,0
Female,Single,A,C,B,201.83146072843928,D,157.0137252374686,-35.283147743503875,C,15.630846804324502,B,144.17378097739302,C,B,-55.797542847585134,B,D,95.94324360835341,-44.554949472189755,-3.365416088564562,1
Male,Married,E,B,E,-62.23388491841184,C,29.506816449810806,-160.0238551409007,C,16.88803187623011,D,-67.55723387907186,B,D,53.7397682476993,A,A,169.88674420254023,227.64299016057876,219.1995756317496,1
F,Single,A,D,B,-45.42126629926019,E,149.68727823787015,130.8619642648963,E,12.63059515783556,D,-1.740439728155096,C,E,-8.851932756639238,A,C,103.34635562385787,-75.19420193065027,120.85413462961205,1
Male,Single,D,C,B,-131.89978625258465,B,-82.59558557524136,4.471642658569264,C,-24.618979844804727,E,23.70664030105746,D,D,18.875585019850725,C,B,159.44168787815326,111.55184433451966,-4.964154508735,1
Other,Single,D,D,C,151.57719424804145,E,-25.96704876094179,312.7551161746335,C,-4.3822150780742515,E,-101.79855142245364,D,A,9.857808653675933,C,B,25.27053952327696,-221.25966115388448,-25.418617322176136,1
Other,Divorced,E,E,B,-8.902543892326683,C,24.327870471876974,-23.950194969568262,B,100.15360686927654,B,99.40173667779749,B,A,-163.5363417329143,C,A,62.44292348308916,8.61761000934926,239.89091843089554,1
Other,Divorced,A,A,E,6.39712238641578,A,-5.729912125095952,41.2117107301552,E,56.90217070431599,D,-108.64017407977593,C,D,47.47435395352891,E,E,-97.69637720165373,2.6094091372725843,-150.1453207406817,1
Female,Married,E,D,C,-33.373345353167004,D,-144.35444387349207,6.227861247972314,D,15.865690816337628,D,15.945467646838104,B,A,262.0219900365197,C,A,-12.834277720364785,129.294870197084,39.00302056386465,1
F,Divorced,E,D,A,166.88856657393342,B,63.6130435786449,-40.76436892946673,C,2.847007941812445,C,-66.61921214986751,C,A,-102.65673283589642,E,C,-141.43680638764758,59.56259409683938,-156.98376911402846,0
Male,Married,C,B,C,-21.55749905037153,B,-153.94802575897046,226.0501997634894,B,-82.72546294815585,A,-0.9426824628500348,A,D,29.187178322519408,A,A,-27.226893853950468,-189.14613762494398,152.74588508542874,1
Other,Divorced,A,E,D,78.74114811589902,A,-0.35114252444207433,197.23427850653042,C,-54.53448885749703,B,34.77688863170916,D,E,-33.01010240700068,A,A,-114.97674046661398,50.45678360419134,-26.759472181476674,0
Female,Divorced,A,D,D,-127.22139378656824,A,26.234248715156543,43.50632445404137,B,-35.10407035114475,B,125.9308113156423,D,A,-22.544749828829165,A,A,218.02858609670994,128.2115643257288,100.61059610658877,0
M,Divorced,B,D,A,-63.72437363549608,C,50.43965809649439,59.60913102666374,D,90.99224351271103,D,1.4027349049730706,D,A,-53.15266358699049,C,B,-96.79799920185083,31.385815932481847,-115.12610832928627,1
Male,Single,A,A,A,-127.65130552002655,E,-17.125317025490816,-111.80648015983878,E,14.668815672341706,E,-8.476348030186273,B,B,85.60232119587499,C,A,-32.32053052825452,-56.53684061115336,-119.3040401284256,1
Other,Single,A,E,A,-68.4313208061348,D,-35.446412706384386,59.8100027169946,A,67.21051964797786,A,35.03798463809578,E,B,64.04741565052738,B,D,34.74756279326764,75.22005817932998,68.95172855143008,0
M,Divorced,E,D,D,-115.1575353781422,B,114.74572421279505,64.58412439432458,C,-180.96754349807637,C,-57.7299125707102,C,D,-99.28593766364867,C,E,81.75263116048541,73.22259694917479,140.0913814940025,0
F,Widowed,A,D,D,-7.4955800846960825,A,20.128863817801975,134.57433182381664,A,-9.906496028701563,E,-6.285297567937931,B,A,-17.713365352157346,E,B,-93.59354000207885,116.4156680318512,4.331104675089413,1
Other,Single,A,B,B,-41.81106837984977,B,9.422902464734708,-61.14097656591216,E,13.266371313851009,B,94.85368355149745,D,D,-90.56382019503891,C,C,-12.979550786396816,10.899520115498657,96.576724606913,0
M,Widowed,A,A,D,46.47619274315461,A,-60.89676847228175,21.727587240394012,E,111.5100820520355,D,0.979783581439658,E,D,-194.09476210082036,B,A,55.20621876797771,106.27485439407572,6.15912693937749,1
F,Married,B,D,B,95.69244643925717,D,207.24301051550776,90.50442823755581,C,-137.7306411263887,E,-114.95860304398258,D,E,-69.8778997383916,E,B,-103.20838518383209,-27.542770359958148,-21.08683146220624,0
Non-binary,Married,B,C,D,34.02157788298298,E,105.38611352844754,61.18307895626188,B,-14.310338002427628,C,106.29089785176194,B,E,-84.55362947277798,A,B,211.6719937479341,-57.46485218896255,59.28527493731648,0
F,Single,E,E,E,-96.05200712853093,D,-128.65540021086807,-160.03194685922304,E,2.529064622238838,B,110.32761922191861,B,E,37.67801653227021,D,C,46.949044679182535,10.552318407975129,2.9955785804435613,1
Female,Divorced,E,C,C,26.939967833815643,A,-117.13710225324002,31.35320024624873,E,28.756063927500108,D,59.041732743031616,B,E,-99.10036320282141,A,B,1.4444600418128954,168.21066280175566,-39.312578627054165,0
Male,Married,A,A,A,-206.92065015567556,A,-17.003970008023018,82.11390300352669,B,6.84300044849747,B,97.22354814929697,E,A,-112.971229501747,C,B,156.7835892415177,26.69800278522012,-18.255057422932115,0
Female,Single,A,E,A,-191.85512452045955,D,-98.5417638012283,55.542884174890986,C,-16.57144749480539,C,-137.4046908216685,D,D,183.1755209665158,C,E,163.5842036428607,-225.14727191637016,49.644199992919994,0
F,Divorced,E,C,E,51.672199027025655,D,55.00720869151374,-51.19861573851745,A,-64.37218165644323,E,192.17755629185322,A,A,-96.70527081826104,E,C,-3.3014789383661154,37.38909428331161,-5.17266500402118,1
Other,Married,A,C,B,147.5532815520411,E,108.08739686927036,57.530004194527294,D,19.284322927808574,B,175.94088227769018,C,B,-48.896452159870975,E,C,-7.0965886103064815,18.649369920846425,59.986402451617536,1
F,Married,A,B,D,-48.69266387921357,E,6.263412845073681,103.37700500034181,A,-100.00505880768316,E,-124.47929965363204,C,B,-33.292417164125894,A,E,12.467117568976063,-64.89260773999719,-81.64248835492721,0
Male,Divorced,E,E,A,-49.57525203224847,B,5.32478062921113,-103.07509237137955,D,-17.03493036316192,C,196.6489685111714,C,E,-92.34943813155276,A,E,8.36493375893627,4.956829885703099,121.66928665722023,1
M,Divorced,E,B,C,3.8180437622890104,C,55.05079581706222,217.6277824543959,E,131.34877591514697,E,-56.52304290002,A,E,-52.79911947512678,D,B,-11.984986011330042,111.64641705419518,-186.43286045782514,0
Female,Divorced,D,C,E,93.46593106856974,E,12.023235883131205,205.1030833660549,D,-69.2552063245329,B,-124.6693770230025,B,D,41.59936393025481,C,A,-101.62065161205042,88.59595609559989,133.2157938891027,1
Non-binary,Divorced,C,C,A,128.58862476847764,D,-102.72672622145569,-71.65649738019805,E,9.415731775155885,B,137.59468201066764,A,D,117.01279912317916,C,A,102.55432533207083,-82.75962075665252,-2.5946005575475954,1
Male,Divorced,C,E,E,52.693523207058554,B,-180.79646026657747,20.430204496754758,E,62.42007145190224,B,32.536218874283605,C,C,-133.37955630213895,B,A,-58.7521064461268,96.9722278012929,65.32904097488523,1
Other,Widowed,E,E,D,28.7185159582522,E,86.19496026531307,131.3898825876328,B,20.701360118647024,D,61.40580890548338,C,D,5.779157030232911,A,B,2.158876623644729,70.57151925931045,-192.75407534621982,1
M,Single,E,A,B,26.375494595109345,C,-101.96672955649035,13.105424185424827,A,-34.92161144833813,C,91.55799808886074,C,A,150.86326689018946,B,C,-11.338293770604322,-0.25354583615125315,-33.354977551515276,0
Non-binary,Married,D,C,D,-165.1164044684363,A,-22.364046173974135,40.9916372308517,D,162.36033120062388,D,-137.40211156768714,D,D,-96.93479509637517,E,B,78.0265399997095,-33.019569649734706,54.30980809497268,0
Non-binary,Divorced,B,C,A,109.83117978483743,A,-218.6615654824583,36.6315351022515,D,155.92749874132892,E,-117.92855901350963,D,D,69.03322881016449,A,A,61.31869235351376,-37.28002852205937,231.62548746742465,0
Other,Widowed,C,C,E,-141.48948018194812,A,-101.94118860085153,-12.258076987405223,A,24.231838956872725,B,-152.61396643210512,C,A,2.745568753097831,C,C,1.9338779913779132,-1.8664078983191386,-24.32248253287391,0
F,Married,E,A,A,18.403911829077565,D,51.67532507699958,4.383740849740414,B,92.93254439867272,D,-42.72597086672509,B,A,102.36208843769596,A,A,-22.982237766774404,19.76958930354017,-165.64706582537102,1
Female,Single,C,A,C,-209.6755359431467,A,-108.3481450369461,119.62456569360944,E,39.96232651420748,A,-111.57917302487309,A,C,-108.476749106189,B,B,-41.88784886568774,74.40898203840588,-2.973003389854465,0
Male,Widowed,B,C,B,158.18186911277556,D,22.886272527144396,95.92169345508327,A,-36.69195543081746,D,12.17522043549618,D,B,20.41355023079361,B,A,166.73534296840126,32.975076493859376,67.09950383221374,0
Male,Widowed,E,D,D,-197.69667120554791,D,-58.42037325674727,178.1596326002338,D,-144.77905568436776,B,104.88035335787187,C,C,89.89215332232948,A,A,16.04552072446904,105.95224034521577,55.68922460397865,0
Other,Married,B,B,B,-7.829454844564783,D,4.093793640493675,55.30130048165035,C,80.68045723762408,B,-8.41441773884819,A,E,28.198725015273524,A,A,140.7682534953077,-18.565743061900104,24.639961935248884,0
Non-binary,Widowed,E,B,B,-137.13247585405466,D,-32.887997160941374,-38.85495574931492,B,-143.34766877588334,C,60.3758089591872,A,C,57.85705007993962,C,D,151.90532079756125,-83.21770994718159,149.86372133608626,0
F,Widowed,C,B,E,53.722220518376716,A,44.7857540132508,65.98449673013792,C,-15.583645190970802,E,-100.11635435933486,B,C,-43.09166843317201,E,D,-132.33030658531356,-40.79800056979189,-35.57179759162594,1
Non-binary,Widowed,D,A,C,48.51444633290563,A,181.61247484500572,-147.263999764591,A,-139.99332446784769,A,-181.26843063143048,B,E,-33.89798966625716,B,C,143.73495290907715,-47.03930642506198,31.00090255305281,1
M,Widowed,D,A,D,-145.21006203613953,E,1.9063206545520854,21.845972618225403,B,16.92345546017701,E,-46.10805242438162,C,C,-71.24191009758711,E,B,-68.0421191825336,-110.11221440812258,-56.398582541276,1
Other,Widowed,D,E,E,173.10394424999274,A,-233.61231463529788,-82.4786899881389,C,-94.53302389725341,E,-51.100864225935915,D,E,-50.212032112353064,E,C,-36.04909540788807,312.45415071875306,-36.01046408554649,0
Female,Widowed,D,E,B,-90.50579808590649,E,58.768596011731766,-92.72488062470107,E,73.92711011759963,C,49.5143191737786,A,D,-96.12466649561694,D,E,-11.85670030900102,159.2471511312016,-206.90368643925532,1
Non-binary,Single,B,D,D,41.664254537034296,D,87.52637894614536,68.50920222797399,A,69.70835402465131,D,-84.98120645516929,D,C,-52.29870663411703,D,A,17.30459210978515,-75.86898952946363,53.41113261167649,0
Female,Single,B,A,A,-55.46160029867363,E,8.39183079032349,93.9778090419961,E,-43.22678929804754,B,-35.32000883510858,B,D,134.7817476080408,B,B,37.32048543665656,34.66628492327393,-127.65182993503008,0
Male,Divorced,A,B,D,111.20087518302853,C,8.894302317281037,-18.188013129375875,E,-62.54301603062119,D,-127.57150462024345,B,A,-23.063368238936025,B,B,10.800735755002062,-10.580608134018119,-109.01797969656688,0
Other,Married,B,C,C,-29.94708029062506,C,-47.0539782641837,153.47016472743022,D,57.707375240035915,B,65.3578150616345,A,B,-149.4302958751412,D,C,-16.30920773543644,-131.88760773086076,40.863090657972315,0
Other,Widowed,C,C,A,137.4598130244085,C,-201.37150695600258,-101.08507108212501,C,-33.5423986458789,E,100.23591653106547,B,E,143.14665741284028,E,E,27.98305460172411,-199.75997894088542,-49.90000179946371,0
Other,Single,B,D,B,-18.85071237441203,A,75.41000888331567,-75.91388487026765,C,13.789843656128632,D,110.52935696111672,B,B,-152.1233904752534,A,A,-53.76427904692381,62.70343963360813,110.97333066712002,0
M,Single,C,A,A,72.75534412326482,A,-87.51883715024348,148.79004375125933,C,-78.74650431452885,E,198.4014796642465,C,C,25.04125463989738,B,E,-76.45759728618438,-54.60169361756218,-54.19304477339417,0
Non-binary,Married,A,B,C,-127.77933419655672,B,-100.94723739814033,-114.66954135762069,E,99.75495775580747,E,118.50000934399188,A,B,-112.57077901056279,D,A,-55.16555313986602,101.17151249500264,-8.766082595250921,0
Female,Divorced,D,B,E,-103.05266308761136,A,-272.21778137326027,-1.9425804847542631,C,79.84414882571606,D,106.61693455043068,C,C,63.282492728279095,E,A,-91.43291670912299,-21.186360584105053,-49.51351221871867,1
M,Widowed,A,B,D,-68.27365487354407,B,-42.54027826785103,114.0542962212304,D,-130.73148126605173,E,174.5609846675989,D,D,-37.21759246025414,B,A,-95.35033228571258,162.66016011431716,-20.69482989420301,1
M,Married,C,A,E,21.957932756664462,A,-248.80897822238262,19.6409074106609,D,24.274990006626503,A,-97.6263735812755,B,B,3.1721604296218113,D,E,35.62063409209904,47.20998465018417,115.86353979175436,0
Female,Widowed,A,D,D,-96.09172204023437,D,-10.904503789559978,123.9687256715946,B,28.91921007839206,B,27.760385950949956,C,E,34.218971822167084,D,E,-54.295179454553164,100.35690171486118,-123.71192477593935,0
Male,Married,D,A,B,-136.89259820087983,B,35.03912278579544,-49.50785723591654,E,-18.549815232502883,A,125.27830111401342,C,B,-14.017422910355911,A,E,-160.8835923398237,-251.20002421207604,-50.136249122891826,0
M,Widowed,E,A,A,-128.6011856923727,A,39.93381072867973,179.64560458591808,B,-29.41302917941975,C,36.103773403434126,E,E,-120.683973055933,D,B,69.12444258628486,19.72355995387913,-114.27701651435875,1
Male,Divorced,C,E,A,-57.388776120735066,E,136.74535548609867,-26.13582375083529,E,-145.20081056035764,E,-218.4692693653493,E,C,-49.88206104560262,E,B,-29.215617717021956,-25.068353194510912,-43.95536302902169,0
F,Married,E,B,D,-79.63355135470222,C,21.82255647049707,-1.8750903331252777,A,44.62861025080884,A,-8.881883710133234,A,C,-77.27511083674626,B,B,-34.661833427858326,-57.45619404599721,25.928170549027165,1
Non-binary,Divorced,A,B,C,-14.413847613697598,A,-121.47417786272912,53.221032044565874,D,-1.8096935395965852,A,49.42044983365059,B,C,-10.471308839685168,B,A,88.05062436413195,-86.90510371421587,62.29256965877513,1
Non-binary,Widowed,A,B,B,-82.02704944213548,D,162.89490368046972,-164.56198412349988,D,70.70360286340889,A,4.802928613974559,B,B,47.742950963890266,B,B,241.97837319535088,77.24772494090936,75.89048242982089,0
Other,Single,A,A,A,181.2989350191814,A,147.13658339184417,-20.47856025277611,A,118.63091834772324,C,19.89579186969107,A,D,15.02942523650654,C,B,-99.53699002457577,73.8675597386931,35.73543909385202,0
Non-binary,Single,D,B,D,50.01901647494883,C,-106.72092522944898,23.329464313352915,A,48.79011148119744,D,137.3086198116792,B,E,-99.42633270573528,C,A,-152.9059387011784,88.62428312955,43.902974725089166,1
M,Widowed,C,B,B,88.60541731850384,A,-52.358127041886945,81.59797873818063,C,-29.201141888710392,B,32.57046615876206,D,B,-36.045350982132476,A,E,-107.34222826994879,-131.08510334798837,-260.1288125631411,0
Male,Divorced,E,E,A,-11.441010398399616,D,-112.99647067342526,-3.0011306051847937,C,146.35784252858136,A,-51.91937579207359,A,D,-23.8490131856401,E,B,-74.30571862348559,6.659390214566095,-174.60947716567998,0
Female,Widowed,B,C,D,-1.2114443132629074,E,54.76459473802632,105.69982559367288,B,-31.467897674686814,B,-14.553750328315685,A,B,122.42785769135551,B,C,37.27793176990144,-88.20686694834146,8.779717871806847,1
Female,Single,D,A,E,85.05082631322047,B,-148.78160960530963,-27.148831685431883,D,-138.4834457450726,C,-21.917820740448686,D,B,-80.8478370134412,B,C,140.49662831013393,-4.847718445106289,58.69943905318794,1
F,Widowed,D,B,E,59.25343757659836,E,70.02742434636163,8.406456838659704,A,-30.043342989338033,D,97.92258330907897,A,B,25.397656667260314,B,D,12.958507119729623,-194.2210724444557,-36.26994083503428,0
Male,Divorced,E,C,A,40.69772667915587,D,31.101541199756184,-100.18910894504126,A,-148.79216830584232,C,59.69318042130429,D,B,-37.35259138559618,D,B,-187.76357566209703,76.49710141141114,31.63274361638992,1
Non-binary,Married,C,A,A,-10.060142958040066,B,84.82598362577384,-19.618335102365652,B,-41.563823611887386,B,5.728978737904126,D,D,-10.408176995289457,D,B,-132.85291091605606,199.672844165027,-9.807592094987958,0
Female,Divorced,B,E,A,-15.069894502575258,C,59.01674369180358,6.1782245645839255,E,-119.45996813715709,A,-52.72075393686879,E,E,41.970459281347416,D,B,-10.608314433731044,-10.593123695692912,4.483319831180919,0
Male,Divorced,D,A,C,8.153719120012672,D,-203.29844570142254,-151.31599154259683,B,227.1358472540062,A,115.53417528202665,C,E,-149.18791851575816,A,E,57.63295225809614,-41.72846451398024,-76.23906188797697,0
M,Single,E,D,C,21.71572345458474,B,49.2362051645915,-62.00150499953355,A,-54.62827224514816,D,72.57222946766704,D,E,22.133070650019707,D,B,-95.21211502902874,64.50295788898998,164.84292282660041,1
M,Single,A,C,E,-84.5366775794766,C,-24.7624930806938,-70.65884338632875,A,-65.1156375563626,C,-0.7808769108420273,E,B,75.71968143342961,E,A,19.341045934108735,82.79855742404646,99.31863045009251,1
F,Divorced,B,B,B,-67.4727915053844,E,20.138001409809743,-56.551193038883895,A,-58.25865223541673,D,19.919137167490565,C,C,-65.68429612993314,D,A,11.285868715961431,95.99345833331866,-42.620096676642305,0
Non-binary,Widowed,B,E,B,66.28344602161977,A,-48.66486767449135,63.72260646239285,E,85.47048475456087,B,32.45391869536097,B,B,-2.7911336524978085,D,E,-138.19856190546412,48.99685732190318,131.58225967800553,0
F,Single,C,E,B,-66.06636339283908,C,41.04014804399551,32.943349583119826,B,-32.56091425765708,D,-0.2225231379757011,A,D,-23.37118739189722,D,E,35.316248069516156,-147.65943635189706,-150.8754836159445,1
M,Divorced,D,A,C,44.37282821581802,B,-196.55025583280505,-87.47046204586407,C,68.64254256282155,C,27.24938777331537,E,D,101.14223114900386,E,D,-49.4596171671507,123.60209765312679,38.85051322776463,1
Non-binary,Divorced,B,B,D,-71.60676951755063,B,-42.699046360435695,40.03785192128639,E,80.65124995766239,E,82.82149336486752,A,E,-167.26574094971727,E,E,69.90328718484105,18.36070015731095,-27.696522908817233,0
Non-binary,Widowed,C,B,E,-67.34190363616392,A,81.41213748579081,-55.20213780228268,C,37.265417879776514,E,-65.08199640524367,D,B,-184.43686799210312,C,A,12.511852922135377,88.55602016619709,-21.510615580610082,1
Non-binary,Single,B,E,C,-125.08397275588553,B,52.41512985210044,-36.7184498730203,A,5.911561457977403,D,68.13745644091766,E,A,136.88563951254181,A,E,167.0158003224512,-84.37700426008465,-62.14252089580808,0
M,Divorced,E,E,D,-40.91970251832122,D,-174.29832806276832,-38.25889631778935,E,145.83525016058715,A,-11.484013164659917,E,C,46.20969600675745,B,A,31.664402432208,-70.20521874290081,34.85656249042278,0
M,Married,B,A,D,91.65850882155038,B,23.099472156612798,189.68961952203676,C,76.72965149259493,D,-33.2712363797017,D,C,-59.99477798247674,D,C,-63.25894284090986,52.02835646005817,17.576486370215815,1
M,Single,C,A,D,15.46437001472268,A,4.745087623605832,-3.8022470175474354,A,223.9616956191294,D,80.86787877142882,B,B,15.147504026882613,D,A,-118.81779616983373,297.03602659142723,-9.181827327288456,0
Non-binary,Married,B,A,D,-41.65203070288985,B,-24.20959271150148,-15.713215544924442,C,12.18231278251842,A,53.0328713219321,C,E,-77.86829507419888,B,A,165.70231622517403,-91.63578357461265,-47.59521525136159,0
Other,Widowed,B,D,D,-46.736117123541746,D,-198.7773397250112,-152.19963263739135,E,113.85060362407489,B,46.12106424976183,A,C,-64.64378062342718,A,D,-45.82030864070295,123.2260565779342,65.79238586568682,1
Non-binary,Married,C,B,C,120.12118199149353,B,3.6555300745452795,-101.55246033465377,B,-31.428218880814846,B,273.8378847918609,E,B,54.63296883531038,A,D,-15.533395375911601,-10.400047436939005,45.66913421492828,0
Other,Divorced,E,B,B,30.462375455316664,D,-135.96722275790265,4.480011424096697,D,103.90537938198077,E,26.22964469430107,C,D,-65.90575859844579,D,D,147.16205181348542,-40.52742783121946,36.52357896723059,0
Female,Married,B,B,E,44.64534932930998,B,117.58682979755137,-15.442380934515935,E,51.71291121172607,C,-106.4257319673636,D,C,126.08949644782331,B,D,-28.898967677090187,35.312941708540926,-74.93565839027957,1
F,Married,B,D,B,-26.26956871292107,C,40.29007530922015,-0.6098613381476424,E,-123.21843456035575,E,-67.35351117369586,E,C,22.063191923311777,B,B,171.0883424632857,-258.83017752290266,25.677374373322394,0
Non-binary,Divorced,C,E,E,-84.21973633928273,B,-50.810699496982004,-165.67121004068304,D,12.130653260494908,A,203.46019754521708,E,D,199.99006426651744,C,E,117.12261356670372,1.1359943872399394,50.546151805585296,0
M,Single,C,D,E,-12.49359086008569,D,50.75965807628068,52.26277021636256,E,-112.48841153874048,A,13.732025207810395,A,C,-123.72410478131435,D,D,59.50098245485521,80.8712793544048,-3.306290334453222,1
Non-binary,Married,D,E,B,206.77499266290752,C,56.38760491522245,86.4965874198818,C,54.95421196012701,C,5.206619686890982,A,A,-44.3850127983507,E,D,126.07847628454553,-23.30726500009117,-108.50306649410561,0
Other,Divorced,E,E,A,-35.36697696539326,A,45.13930351597503,-159.67578740122778,D,50.69328986226015,B,78.52093356712943,A,E,-54.56863307394415,E,D,-84.60075041406348,-23.759733378128058,-59.46391717227324,1
Male,Widowed,D,A,D,-78.64238115419748,D,60.771733662993356,94.75821543407172,B,-177.37892748701015,E,-98.14143757750855,D,E,-30.91431580596746,A,B,147.15906070468094,40.70384900975131,67.73510442221485,1
F,Single,A,E,B,-148.3087392073451,B,-147.11834650829218,31.517784902079594,C,63.819859577403435,C,-132.5559009336045,D,D,-24.466200713182033,E,E,130.2944119635726,157.04604634015288,-85.75719707644379,1
Male,Divorced,B,C,E,-50.23144730623944,C,-12.159195384165205,-51.28034114098661,E,-16.30820662962632,B,87.8137822739259,D,E,53.2641645609393,C,E,76.44945051591763,43.66195627651279,122.40350437227738,0
F,Divorced,A,A,E,75.20558107769199,E,-104.80936634589317,-7.214995189679365,C,-183.99888109875252,B,-53.18301898764351,C,A,-26.13168224554963,B,E,63.37651850391271,-47.39182496911455,85.23075288725944,0
Female,Widowed,D,C,C,-110.19228225161753,B,75.52469861625272,-50.8013280460339,A,82.18354688734647,A,-253.34625558227003,A,E,57.94874943526811,D,C,5.424892118037026,-76.87439605711273,45.113026103011066,1
Non-binary,Divorced,D,A,D,-138.73264124253842,B,-156.97151835938428,-21.535385142747145,D,124.28560398174547,E,-13.898122766927354,A,E,95.89261401792774,C,D,-11.454442951633315,-156.1314249079991,-160.18024192400316,0
Female,Widowed,A,E,B,-4.811734275680976,A,-2.113679905922526,56.31675874789407,C,9.006047869721693,C,-31.104324906106374,A,D,169.4765570985763,C,B,13.961092473035631,-163.11983490216377,191.65312386886566,0
Non-binary,Divorced,B,A,C,143.62672226425477,D,47.670109843837054,-196.65285965369515,E,3.2091866433332275,C,-76.00420168487427,E,B,-53.6377036932993,C,C,-9.128849343808163,59.73187022912466,56.03727980891623,1
Male,Married,E,A,C,29.773138771435598,E,-92.42930415893782,107.63917692120745,A,-22.788109523687748,A,72.47872087752265,D,D,-87.82227152613243,C,E,17.036349645477543,-29.513949779635283,-42.153284853902036,1
Other,Single,D,A,E,134.06627596014656,D,-96.04857523809183,-187.7110967420927,E,10.0827752225367,A,37.58173320020601,D,B,17.527834533723286,D,A,122.29149173498159,-127.20122476964242,-99.07097006403997,0
Other,Widowed,B,E,B,-134.26522902117435,C,-18.211147193021272,-39.764076643468,D,169.1162588559255,B,-10.241752434769351,C,C,48.01424712040185,A,D,226.14019962369355,-72.83396551551797,-28.030853182306952,0
Female,Single,D,D,B,0.28301664773716306,C,-117.45141681081365,50.61771113705716,C,32.758519742627605,D,52.77448146059655,A,D,194.22446241098635,B,A,48.996175364387696,-4.783564912473943,-27.25236249753722,0
Female,Single,B,A,D,63.56201897554726,C,4.589046007069593,118.07601422779948,C,-82.12257100541014,D,-72.3567855884496,A,E,14.794047926090265,E,B,49.52458850549596,-17.36154044208202,-20.27182571450674,0
Non-binary,Widowed,C,E,B,155.29707147831067,B,-166.2169202681041,28.976532309528984,B,15.1319132871049,B,-18.191520395268427,E,A,49.98392155460927,B,D,-21.041286455477724,-19.60304157820976,154.39572010863708,1
M,Married,C,A,A,-12.393013703417934,C,54.24837090876945,-4.903855736593956,E,-74.71463077794391,D,-178.99303709538086,A,D,-158.409927434127,A,B,22.710089929756517,66.94558125288835,57.75663581410484,0
Male,Widowed,D,A,E,-92.3452841710129,B,17.824769882535385,-44.59901164186427,A,-183.10635737607873,D,28.42548414547909,B,B,54.14169346557186,C,B,84.40320931034134,-67.293097505086,-106.07535688111373,1
M,Divorced,C,C,D,55.930402720828724,B,28.926721586532228,53.722427927703144,E,32.37348326173179,D,-75.68788313972755,A,A,-140.08790887658463,D,B,48.37592191317491,195.368984013631,-62.71872777023254,0
Non-binary,Married,C,A,A,-225.20423684199366,D,81.16415379896819,37.49418861748389,A,-48.38823352081362,A,-115.55228103646134,B,C,57.8814191808667,A,E,126.27737360265927,132.62878292813306,115.60500544267272,0
Male,Single,E,A,C,-145.442043901187,D,63.47145540088491,0.6570933720398237,D,-8.750362860030735,B,76.52162241571237,C,B,-9.978594724667559,B,A,-98.04937569476732,120.14251214187706,-103.74610994803031,1
Other,Married,B,A,A,137.8479904273757,A,3.9064547279249364,43.47029388703563,A,68.99753876832968,C,121.64380402637036,C,B,-252.54968022608205,A,B,81.53676127290404,191.7242106542032,-6.500960732265769,1
Other,Married,A,E,A,123.61191279002995,C,207.4236396392256,-84.38648805375827,A,-25.023882596237453,B,3.5946806608916497,C,B,-1.9076276944231079,C,B,70.92215391581485,15.663495191087327,-20.306454350904517,1
