orientation,age_group,age,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,26-35,73,Other,-119.53446604156663,C,D,C,29.799967428322404,-83.18430478753321,E,147.07189642779284,E,B,70.30062343665925,42.06924211737024,22.951907593540966,B,256.69306323690955,E,A,0
Other,26-35,29,Hispanic,46.27411936702095,D,E,A,75.03732532025738,304.49129381691114,E,-122.4676864327809,B,A,-56.398601710573246,-27.013125036649367,64.02472107484272,C,-104.77177240301268,D,D,0
Bisexual,26-35,32,Other,-149.6638768992815,C,E,B,116.30049467798686,63.666237019823036,A,37.512475372107865,C,B,97.94831491408436,153.26687228609833,-55.03836394298529,C,19.89007266720932,C,B,0
Heterosexual,51-65,70,Asian,21.81034260219979,C,D,E,135.4084540938066,-49.06090619662757,E,240.2793293082842,B,D,127.24735753008693,99.8545035453368,-221.0000767890892,A,-128.57644129760357,B,B,1
Other,18-25,64,Asian,38.474629465826595,D,E,D,33.25399113011284,-0.2867427233210549,A,19.847590868647096,A,D,-79.32537272627607,168.44846738860883,19.491884154370997,D,2.760662601871748,E,E,0
Other,65+,75,Hispanic,86.74721309216713,E,A,A,-51.18863292912069,-130.10543098398415,C,-163.3426038944636,A,E,56.64662911942195,-19.463913287645866,-130.14211857908776,D,29.564158753181985,D,B,1
Other,36-50,67,African American,83.95930334113679,A,E,B,34.3570160744519,52.74453973723235,B,111.33500763429005,B,B,69.08132968552536,-85.94808415045505,-0.1623347686254379,C,-53.50524773676988,B,D,1
Other,26-35,28,Other,67.02565834278434,E,D,A,6.605707535295833,-60.15322916951965,D,153.95954106617452,A,B,40.670497511141946,-69.46535773766334,-18.22976781392966,E,-27.247776135487538,B,E,1
Homosexual,51-65,43,White,3.5215197384196455,E,C,D,77.30046827548163,-60.998295283147996,D,18.370281805110785,C,C,-30.05355869076253,-18.25635952482589,48.644757737417116,D,-26.621782178718377,C,A,0
Homosexual,18-25,34,Hispanic,-2.300283354712026,E,A,E,-186.98162607802152,32.69446196877939,C,110.63118301605057,E,D,-36.595652278565964,-45.995871712912965,170.14301145981247,E,220.74547717771628,B,A,0
Homosexual,36-50,72,Black,91.76679667837567,E,D,C,-62.03149440305209,-3.4521674643397957,D,42.51507105329564,C,E,-282.83447840775136,73.8348871600897,135.3414356742072,A,68.72726225801928,C,C,1
Bisexual,26-35,37,African American,74.90134519797417,B,D,B,-26.368177586460245,-63.33608901247276,D,29.457157927126264,A,E,16.556880130979728,-19.175201367903647,88.84545412584956,C,-117.08219409299585,B,D,0
Heterosexual,51-65,88,White,16.615564430744044,E,D,A,3.1195463745659904,-201.97349599704947,C,-207.89983691719408,C,B,-117.4928389849321,14.368020399678331,-30.35241433864748,D,17.712501153457584,C,D,1
Heterosexual,65+,20,Other,-101.51656181067104,A,B,A,18.30041123004993,101.81244570631772,A,38.65648168253546,C,B,-78.34936082994606,74.74340959799011,87.98614847653621,C,29.277997320104987,E,E,1
Other,65+,60,White,77.67594011137818,B,C,E,64.75044742791958,22.20931809518274,D,31.68223259627855,A,C,66.53698387172636,80.23419976366807,-7.91842579453953,B,30.94487566667109,C,E,1
Other,36-50,21,Hispanic,79.25907673302287,B,A,D,139.94611389777037,-44.20422662130633,B,133.62251592949846,E,E,-60.6885448517738,-26.315829789687413,-31.61812842149142,A,-73.81381325735862,A,B,0
Homosexual,65+,99,Hispanic,-56.34093981216962,B,A,B,4.690527763184084,169.07778535572422,E,-105.58836231920404,D,B,132.7986509026401,78.5483294352979,-191.47690285308863,D,84.63156525920968,A,A,0
Other,36-50,80,Black,-68.79729571948202,E,C,C,-134.53907812651863,182.0797488650979,B,3.4749118348431898,E,B,27.948609076150234,32.1460978037256,80.8131492096626,D,100.31635497529439,A,C,1
Other,36-50,71,Hispanic,-232.72607448520733,C,E,E,29.464861513845143,111.3702149234739,B,34.93549439424192,B,A,-21.533545982344844,-115.0288438750092,40.29657121840305,E,-4.2379342534437905,A,D,0
Homosexual,36-50,64,White,-139.92085160066674,A,D,E,217.081284947086,-1.4298760643137154,A,39.39598976523419,D,B,52.78173273331143,43.613728916210896,-8.59655904138749,A,151.04197365368273,B,E,0
Bisexual,36-50,56,African American,-116.50740237808577,E,C,D,11.006548150614792,186.5557672542933,D,-19.289367619898943,A,A,-122.88000571455065,-59.58433892198156,-225.5470963801391,B,-66.77862419127554,B,B,1
Bisexual,65+,78,Black,-25.798148837245517,E,A,C,135.29440281603559,116.35322658953453,C,5.257559658983961,C,A,-43.65977881824505,-52.379276625457116,51.70470557876064,E,-79.2323043116717,A,C,0
Homosexual,51-65,73,African American,65.18967746687689,C,A,B,-110.03975083805722,-108.23607646578812,E,-34.487973345392916,E,A,-76.74388556929927,20.355059911900415,-5.98203027696565,D,23.311053118473225,D,D,0
Other,65+,31,Asian,8.342815076085767,D,E,D,-53.470332878389506,-37.33152709957386,E,31.236303471385323,B,B,-56.23415976978466,-13.216685028126744,130.5319349327642,A,176.09288616413693,C,A,1
Bisexual,26-35,79,African American,124.07861796276211,B,A,B,-79.42627483064499,-88.67800891924182,D,-5.098386204033916,D,B,-21.108850879153,97.02991775501624,-20.524498835527098,B,20.23550877503449,B,A,1
Heterosexual,65+,57,Asian,47.61302871200725,A,D,B,-20.232625854777893,-14.097854493321291,B,-202.3483498644631,B,B,109.23341664858044,104.27953768395697,-60.498862780582016,C,217.01609023058975,B,C,0
Other,65+,43,White,40.234937330542444,C,D,A,-75.96404218580449,78.45438242764658,D,64.92929130552788,B,D,-75.65446457167096,-158.35625326516254,-2.917381467573104,E,-100.1615299403338,E,A,1
Other,18-25,54,Black,-19.242202053043147,D,B,D,-132.06144902558324,86.95845014183439,B,-121.1138758492616,A,A,-136.5482318184607,95.6728468950974,62.480572495912945,D,24.16519464590451,E,D,1
Bisexual,18-25,37,White,-51.10290126276388,C,E,B,105.9689548443086,3.217971997530749,A,37.740242934331846,A,D,6.362044525879888,193.687995529915,-149.33075740502036,A,-97.36200766655851,B,E,0
Heterosexual,36-50,61,Asian,103.64801794218741,E,B,C,-54.10308900287306,128.7063142877566,D,-66.08960982256261,E,C,-45.755142000899475,-31.235189126939495,-45.87498830883605,E,36.50167759312244,B,E,1
Bisexual,26-35,30,White,181.3634138025616,D,C,C,118.18979095647882,-77.69276003850814,E,-89.2179838790008,A,B,37.820968717228446,33.698508593888626,-167.73655190801188,D,-19.3875243765098,D,A,1
Homosexual,26-35,71,White,112.76220154077426,D,A,D,86.02552997431097,-3.6120713456856137,B,-4.6696664698513155,C,B,-73.06105366743184,-119.38008390586153,-115.51198026218647,A,16.577703422420143,E,C,0
Heterosexual,36-50,19,Asian,-9.66891684916088,C,D,A,-47.62944771707435,-138.2054066534376,B,61.828074329680824,D,E,-30.026938882029825,-57.83180440605859,58.20637002496728,D,13.014916248269415,E,E,1
Bisexual,26-35,86,White,61.39558974697499,C,B,C,-89.65896682306114,-4.459061617246228,B,23.012728279952572,A,A,31.56709094106595,-29.85765468409451,104.27119379917458,B,-23.017922680242382,A,A,0
Homosexual,65+,68,Other,148.77499775374062,A,B,A,-3.4292698578328027,57.76462342115003,D,-27.694174813233463,B,C,127.53621418340092,11.71452739163233,-17.34997920776859,D,-131.62747980301688,C,A,1
Heterosexual,65+,49,Other,-22.795818356127977,A,B,C,60.816929427554555,20.623355611825012,D,28.461756872094995,B,C,53.20234077178316,-50.49031670074564,120.46819212227548,B,-82.22346246107963,D,B,0
Other,18-25,38,White,-0.4419463948644652,E,E,E,127.01209767715407,-24.243336347306197,E,98.91525479237046,D,B,36.113180885327466,-4.512231519354982,67.90004543429191,E,64.29369199665545,A,A,0
Homosexual,26-35,83,Other,58.80283733930095,B,D,B,-34.571569229536294,8.344119896492062,C,10.742742859274323,C,E,40.25518053616931,-47.57542155666447,72.42827896842724,B,-66.43945551324235,E,B,0
Other,51-65,23,Asian,76.21934970249931,A,E,C,-135.3360270778575,34.49378156396037,D,11.322940387351032,B,B,91.23391497816205,8.878414825784334,-147.73938048005994,E,18.607300042337847,B,A,0
Homosexual,26-35,71,Asian,-112.93314327776012,C,B,D,-6.832764194422608,257.132362977781,E,-27.71601330582998,B,E,-87.42405372164883,-91.34461974882258,23.721325879789372,B,106.26349639684365,C,C,1
Heterosexual,65+,57,Other,-15.316971845512537,E,E,B,7.615012120356256,-21.146441209872123,C,-105.68832905654213,D,E,45.414129658062244,235.89485420426345,-5.0340832585894075,C,-37.04473076838398,B,C,1
Bisexual,65+,60,White,54.644355348124584,A,A,C,-31.60674625904757,-90.00073704308984,A,72.27154359212885,C,B,43.48127420684732,113.06545633665475,46.524958457137686,A,18.359637668978316,C,A,0
Heterosexual,36-50,65,Asian,-81.98681338487968,E,E,C,79.90419240397173,-224.46868118956854,E,22.02681896416247,B,A,143.09775633123775,-39.27966104547221,123.83175145204608,A,-53.308768860150494,C,E,0
Homosexual,36-50,43,Asian,51.29313459397823,A,E,B,60.77193795266946,41.461169677139004,A,-35.74110711966117,E,C,-123.2117467435207,114.08408029536392,69.81709643355212,A,-63.2471257858623,E,C,1
Other,65+,27,Asian,8.053260361078127,B,C,B,-200.23561863642283,73.58130245198669,D,70.45443545273427,A,C,116.0301049198327,131.8479992651092,-51.98030255197601,A,-26.424724056742516,B,B,0
Bisexual,36-50,80,Other,-40.960120754726475,A,E,A,91.79216068912733,-10.708077767860784,B,-107.52732438624261,B,C,-63.971484096335494,102.31418433461236,21.001007788843232,A,-162.8540978117281,C,E,0
Homosexual,36-50,21,Other,-39.761584815639345,C,D,E,-45.19747194906277,31.796764030210944,B,-45.57877112164892,B,A,102.87407567854774,127.23291308934657,144.56471725714752,E,-180.3807801864693,E,E,1
Bisexual,18-25,75,Other,-5.719320993348443,E,C,D,62.52610597839215,205.56895479049157,E,12.300511853949622,E,C,83.23546597972317,232.93367407474457,-255.44534655848946,D,-136.83367830288466,C,B,0
Heterosexual,36-50,63,Black,16.617551075710853,B,C,E,-31.909232463834623,73.3447282193349,B,-137.19266242802354,D,A,89.89598913976718,-84.92837849661039,148.72616144319034,B,-140.41211162941158,D,E,1
Heterosexual,26-35,63,White,-93.14185806139695,A,A,D,108.38957296000227,-142.96413264417117,C,127.20536030617897,A,B,-84.02335320701914,-2.699721986010507,130.32250984684714,C,43.619706883581124,E,C,0
Other,26-35,44,Black,-104.8986286851406,B,B,C,-61.61849518823499,-61.8518467328261,C,-11.513781360379767,E,B,101.27140147258191,64.5610460248184,96.19879292991207,E,-43.283181084386136,C,C,0
Bisexual,51-65,48,Black,14.668635195991511,B,C,C,134.66870927777143,-138.40623636935914,D,14.997195309860542,D,E,-27.394380045451516,152.8097722059047,-8.48849814743373,B,-186.72444881266387,D,A,1
Heterosexual,36-50,54,Hispanic,-159.376737643795,E,E,B,-71.0507582906625,91.85645493145579,D,36.26716873885782,B,E,-88.8799638251452,-16.255929114062585,-89.62359041640578,E,-91.22580341271464,B,A,1
Heterosexual,36-50,61,Black,-113.48772700151584,D,B,B,-60.497584145786476,153.75269257701962,E,-22.842196490162344,E,C,-133.03417405715712,-141.9400573477974,-55.686127854456146,A,-107.79094454826638,E,B,1
Heterosexual,65+,63,Hispanic,49.12876117198038,B,B,E,-48.38067420854527,-20.6518595708392,D,7.866765848427416,B,A,170.761885445079,10.425439350595111,-134.39355356365607,C,4.3675770120114965,D,D,1
Bisexual,51-65,38,Asian,-15.236973495447433,A,B,B,85.500666489697,-82.59258317629153,B,-125.81245806520647,A,B,4.812520350623208,104.3177065655895,51.24072887779554,E,-240.12084431044474,D,B,0
Bisexual,18-25,47,White,-7.098289156417084,D,B,D,3.8141193705835033,132.32284033417056,C,-15.3441154471022,B,E,125.55969402688356,23.37364314809596,-44.27951195507783,D,103.6890346981358,C,A,1
Bisexual,18-25,51,Asian,108.24017861527784,A,B,A,51.28459798949101,32.11899749088399,E,-85.91678199354611,C,A,-78.20309956857078,-2.21596079876989,-178.925119768013,E,40.33573842613961,C,A,0
Other,65+,60,African American,157.46240182829382,D,B,A,-90.22167536117482,0.2740238758576193,D,52.69617115443446,A,C,129.463324514343,13.006417086545147,-26.572400885949605,A,-95.50705316856485,E,A,1
Other,65+,53,Hispanic,-23.856000386157806,E,C,D,8.871004581133429,-103.56189613096807,A,3.5350128435617765,D,C,169.09377634585772,16.166833502358525,98.70583526408974,D,12.328826343410709,D,D,0
Other,36-50,40,Asian,-139.97310639006454,D,A,C,-135.18638290677484,-75.64916041742129,A,-106.73460016812304,B,A,-169.72153889096356,-81.81776445693318,108.07440731289732,A,3.7018990045581344,E,C,0
Bisexual,18-25,47,Other,-3.397513743007974,D,E,D,-109.11441322648845,-114.04453148193348,B,-25.97074350703039,C,D,-151.07858663921255,152.2236478759187,24.846342153935723,B,-28.673219462840155,E,D,0
Homosexual,65+,92,Other,-144.11091316602815,A,D,B,-108.76138227221522,-87.42000873572056,A,-31.132429343433305,C,D,-182.4045800983341,50.2987921860631,-116.83249307799366,E,-108.2469551683698,C,A,1
Heterosexual,36-50,99,African American,-69.98860575235177,D,A,B,-162.3327629972875,7.236881460929334,B,21.572796728288456,A,A,-50.700194069530944,48.78435557814973,-3.3171262240227644,E,-53.37374399360076,A,A,1
Bisexual,26-35,30,Hispanic,-55.139095162420126,B,A,B,-83.30617053796597,-55.06523074836007,D,-244.21870564911052,D,A,29.02048042102908,171.12431551626074,105.66409291193794,A,45.99905415670255,C,B,0
Bisexual,36-50,89,Other,43.088069443105326,E,C,B,-80.88611777048516,86.78410114260802,E,16.85368846088381,C,D,171.89550200762667,-36.34457913113082,30.303781819358328,A,56.82136354175669,D,D,0
Heterosexual,51-65,78,African American,-84.85221974999205,A,A,C,-29.743745222057115,-38.487241307887885,B,-10.680994850200856,C,C,23.568846632589512,-20.145502943772115,-62.746102430305385,D,41.46150985246811,B,A,0
Homosexual,65+,18,Other,88.25330479177906,E,D,B,-21.208245360243907,-43.58986644181867,C,-12.877996892344711,C,B,44.61840741517482,-26.86497858435153,31.06549549167164,E,-180.46406064326385,D,E,1
Other,18-25,52,Black,-2.7473283987278165,B,E,C,-34.679128798360374,9.815774125855443,A,15.145413400195626,E,B,-6.891296252976711,-94.89478150732744,25.89691596359881,E,-93.32555054022708,D,E,0
Bisexual,26-35,36,Asian,-88.20851993304188,B,C,A,-18.294821283472515,-136.12962692992815,B,219.69707637460192,A,A,10.611708182583266,64.88520273475069,-44.774024964973606,D,-212.94522562664366,A,D,0
Bisexual,18-25,66,African American,-209.37938499247912,D,C,D,268.44109320015673,76.22807996677462,B,-0.8978291544781133,B,C,-91.44514982366637,12.513174626019246,-42.72675979527207,D,-71.73232787328723,E,A,0
Other,18-25,21,Hispanic,52.36531748165439,E,B,A,-38.825875484018376,155.53262591515326,B,99.36147657314561,C,A,-151.93445419530437,77.41155874527055,145.44503868135982,E,-63.549200698706606,C,E,1
Other,18-25,18,African American,115.3571349847804,C,C,C,108.9009586722941,-85.74119538528639,D,29.16923546014828,C,A,66.30300416838061,-118.64605875077628,-80.34522674441796,A,-75.03064771528307,B,A,1
Other,18-25,83,Other,9.381508120586863,B,C,A,16.93492176836042,20.98024539981082,A,41.640014572556375,B,C,24.665533741123774,-49.72713093256308,57.167827866201904,C,-89.08474852361395,C,B,1
Bisexual,65+,79,Hispanic,137.163236647404,B,B,D,-30.56767032791082,-79.35471603242036,A,-188.03805514573997,B,C,-34.48729010240856,135.87810782668248,11.532558995366522,B,-74.48917504808247,B,B,0
Other,36-50,64,White,-6.689467800380093,C,E,E,-63.93978640222482,58.083162886673634,A,-15.28588723026838,A,B,-24.809680788129455,-82.73220510553644,15.958739299832159,C,-225.07077787392618,B,B,1
Heterosexual,26-35,90,Asian,-82.3529389339489,E,B,B,10.530976263680342,-85.08196346554713,B,10.454976293348585,D,E,-34.05273380114264,-9.53905613101453,-90.1942352080358,C,7.960929274383265,D,A,0
Heterosexual,65+,71,Black,20.595225450465655,E,B,E,-22.580089238715757,-39.16030138133749,B,-81.09782467829878,A,E,-198.49928639585522,28.612160131199428,-2.642273499875943,C,-128.6401699436199,B,A,1
Homosexual,51-65,27,Black,-173.0547262729337,C,D,D,-11.011345567113,-57.87172684214757,B,-41.94267337045304,B,B,-112.36818465426508,37.65518123637606,-155.65822201678807,A,-99.183831730478,B,E,1
Heterosexual,36-50,60,Asian,-29.017080397968183,B,A,C,129.919690856456,-10.227207364398607,B,189.28716365919945,D,C,142.4743153303257,28.237310615907546,-53.052436107162904,E,150.35182111169382,A,C,1
Bisexual,65+,50,African American,-157.27792092768172,A,A,E,8.779388966606252,33.65389342609754,D,-128.44435673591443,E,D,17.529206013978307,-75.67150790900652,-133.9058420623479,B,46.261335897668445,E,E,0
Bisexual,18-25,21,Hispanic,-164.78020133648275,D,A,A,-74.06609379490735,133.08030055361974,A,3.8583633573949365,E,D,80.52105518480694,-38.63650541863269,42.6866525444473,D,-230.01913890145946,E,B,1
Homosexual,26-35,30,African American,-1.1068178871179937,E,B,E,34.9557205730958,-73.26988546348362,C,76.43515667598685,D,E,-56.946616871033385,-105.0966450495592,-87.1462643815413,E,-36.74040869553598,E,B,0
Homosexual,65+,98,African American,117.97243506765871,C,D,C,32.91463311044537,-82.5081815730911,D,35.836648394065094,E,A,-24.957311121237023,-119.62656260265267,34.262445763687055,E,22.977644310623578,B,D,1
Bisexual,65+,55,Black,40.417732234130874,E,C,E,-70.5881636619602,7.388820708699402,C,-77.26251475754813,C,C,-171.15581110079242,-61.34422888630009,-55.10913814225601,B,26.400425156518896,C,E,0
Heterosexual,18-25,44,Other,-97.04858376622926,C,E,B,-81.02182749527836,85.32494973017693,C,81.41877176045472,C,E,37.63782677647152,-34.93227186301342,-146.7895195747708,A,193.1691482002315,B,E,1
Homosexual,26-35,44,African American,249.1065713878317,E,E,C,-127.87622829051273,-3.9597516629375336,E,77.64323967195253,B,C,16.13263106776121,-73.53379614120126,209.17686361408556,B,-87.10305661335065,B,A,0
Homosexual,65+,19,Hispanic,-81.27107041184846,C,E,B,-50.64719626073406,148.8768832073903,A,-122.7606547110312,A,E,173.59824120533472,280.2104713262987,135.4782998904316,A,-70.16676231008638,C,A,1
Other,65+,52,Hispanic,-92.08841827881545,D,C,B,100.20236345821843,-278.941105240919,A,182.73774658064497,C,A,108.52773413734447,-236.97375495857634,-167.98326919050365,E,-114.528133390421,E,A,0
Heterosexual,18-25,98,African American,9.095945563452508,A,A,A,-107.08680920648203,58.23070881446327,B,-83.0130752276547,A,B,72.72302461915426,-39.424319518105804,-127.95591299500009,A,78.18894426489533,A,D,0
Heterosexual,26-35,37,Hispanic,-4.254303674880438,E,A,A,-0.7258677816598718,-13.072503340634611,C,-45.61874269410773,B,C,161.69833100394547,-140.6343600591204,-105.55397828903116,D,12.366930478847582,C,B,0
Other,36-50,62,Hispanic,49.143126487063824,D,E,D,167.22167943489146,138.61708932376195,D,-88.67127789376727,C,D,93.99594410512523,84.35738833922653,91.1649856574711,E,-20.76105151991687,A,E,0
Homosexual,51-65,90,African American,44.59705031978506,B,E,C,12.626118671737702,14.990932338295899,B,19.735632326124357,B,A,148.58297634699824,-188.1387243877872,93.44062305832338,E,26.447778572517596,D,A,1
Homosexual,51-65,25,Hispanic,94.67223417898755,C,A,D,-45.784321948235174,-21.42147948699207,D,-146.42781220820513,C,B,-165.0395854460913,169.1737945692082,188.96641798573202,E,91.40241256613129,A,C,1
Bisexual,26-35,56,African American,79.77444917526064,D,C,B,-7.65559653916884,125.87437745149272,C,86.42374034153606,E,A,62.704188170703844,-4.713072447484236,-100.73958226389641,A,51.37016518644635,D,B,0
Heterosexual,36-50,77,African American,118.12736182224273,E,C,C,-153.99228590083234,-3.15653905401507,B,-106.3757235490892,B,E,20.03240458650108,-174.27587471932839,-50.845961882461665,E,-94.09074479926079,E,A,0
Homosexual,36-50,99,African American,-179.22944132506296,E,A,A,55.29069014708805,-63.21184393592688,A,32.409888992384076,B,E,-30.77723386083944,125.9798103307912,-37.61586629950682,B,-104.08725186562702,C,B,1
Homosexual,36-50,47,White,-37.20036545359925,D,D,B,185.90486856922922,75.82353698399687,E,-62.32683357201401,D,E,18.564136375470717,89.59889099784183,-62.47095204341373,E,-179.6100924025649,D,D,0
Heterosexual,36-50,97,Asian,-9.190854354990833,D,A,D,-93.05890092800333,-134.94361391420117,A,106.33180243619897,A,E,188.86698295502933,-96.23002307635208,118.10450862056369,B,30.455138628117734,C,D,1
Homosexual,36-50,78,African American,-47.704733169407135,E,B,A,42.57262348727887,-82.945336242916,A,-139.29937988181254,D,E,-86.02022748837955,145.87834753654,67.67155945320582,D,151.02614458132774,A,C,1
Homosexual,65+,52,White,-92.64482727424695,A,A,C,82.46385664291608,69.60080719843026,B,100.17135351091659,E,C,-23.703374495141315,-36.29587728123808,-60.10947160623895,B,209.14730485973942,C,D,1
Bisexual,36-50,52,Asian,-49.41285756130433,E,B,A,-173.48996954214678,139.8424398605262,A,-51.33504702343645,D,B,-23.753351839043148,-98.38029600133015,172.40012137973048,E,4.790775548532492,D,E,1
Heterosexual,65+,38,Black,-84.47193245977321,E,E,C,52.02017505046451,-6.048789743134714,D,38.69905633531157,A,C,60.862652213982216,45.176489468833715,-109.418272888349,E,-42.545610342586656,A,A,1
Bisexual,18-25,52,Hispanic,86.73286307384433,D,B,A,-18.465430218915188,89.67100093775741,B,11.950960393806078,E,D,114.14159574873428,-36.12129568923474,-28.817796715433943,E,-48.018645480576524,C,C,1
Homosexual,51-65,77,Black,-106.27807090346401,B,C,C,-143.7744008122727,-78.58048159899802,E,-122.55755954711248,E,D,-100.19300498387673,-42.36051952085855,51.07413844915367,B,155.93651550637344,D,E,0
Heterosexual,26-35,34,Black,-85.74794912817893,C,A,E,16.906073966067574,153.07841559306934,A,144.36186175296774,E,E,-55.063701167581044,160.58696263719392,-186.9751596003832,C,-89.00887612505038,E,E,1
Heterosexual,18-25,49,White,187.15191780692066,A,B,B,-0.047016471560179275,-157.5648655887484,B,-75.05191680213517,D,D,-91.73756234715556,-194.34217933246813,-164.91968432443974,C,-78.9113874670061,C,A,1
Heterosexual,51-65,79,Other,136.3503017775397,C,D,A,95.04094218342675,15.565657907034652,B,-66.6191400701662,B,B,-87.62752699239887,23.894396732050684,-155.7346560226258,C,47.29727061813204,A,A,0
Homosexual,36-50,67,Other,-179.3606954160831,A,D,C,2.091758826435577,-138.26598415582646,C,49.637377985815235,D,A,-26.886088087890226,-17.779804312644114,84.08281156345637,A,29.749979705576514,D,C,1
Heterosexual,65+,52,Black,81.12571275169684,B,B,E,-1.2913482755479382,-131.4601210819705,A,-124.35291233950805,D,D,-88.24540920192476,-31.35009109920582,6.5268364441873645,B,3.5651059351398104,D,E,0
Homosexual,26-35,96,Asian,75.51567703990436,B,E,C,-110.41080372945625,115.9634838001008,D,-60.855827662173276,A,E,47.89668044137805,-65.5602258736608,13.832593032654819,B,0.8325109118853681,B,A,0
Homosexual,18-25,29,Black,28.96584223840736,A,B,B,51.45570067190136,-8.106995583467064,A,18.089469400030257,D,D,-0.5238132822428578,-69.06485849536342,110.52687112552606,D,-64.1643279129161,B,A,0
Bisexual,18-25,27,White,-99.52770383189284,B,D,E,48.92057909344911,55.50939389820924,B,7.648419124832446,C,B,54.96763541263549,11.668901875703783,-70.6296209057672,E,89.09953760076485,B,E,1
Heterosexual,65+,81,Asian,-143.89307058978315,E,C,D,-110.9648197315972,-130.156805835409,C,-98.08817203329264,C,C,3.1517867586227393,88.91421640501878,9.28249613439024,E,37.17697639645682,A,E,1
Heterosexual,65+,93,Asian,121.42041656317599,B,E,B,-22.93766685219481,-76.29665113714358,B,-69.8914813243953,A,B,65.18053734289832,-76.4013903714272,-29.353041749430215,C,-144.47030467257923,A,A,0
Homosexual,65+,96,African American,-48.59643772552686,D,C,C,60.085769390326114,106.24963074202202,D,-107.57915897054897,C,D,286.35896633513045,-204.11280205012866,72.8347046814281,D,189.46476943456034,D,A,0
Bisexual,65+,81,Other,110.02488061515889,E,B,C,-48.73402010752231,-29.45005472716529,C,54.75773903562732,B,B,-1.187146365944758,-86.35111057118998,-80.4066945738934,A,-30.049007948798533,C,E,1
Homosexual,18-25,31,Other,26.11138812465147,D,E,E,-17.40402250697277,-217.00230912900068,C,-31.052801708815363,E,A,54.33443764675297,-131.98060148248695,54.8991626125169,B,-226.09823965574313,D,A,0
Bisexual,65+,82,African American,-11.659359789152266,E,B,D,-105.56043195196455,-4.5481742556886005,C,62.47097027937393,A,D,171.07486110159212,87.14765220053826,-55.23964107331606,D,-78.2576441108149,A,A,0
Heterosexual,65+,24,Hispanic,148.90953410474538,D,C,E,12.68264600435455,157.5038778474642,E,-38.321261124602856,C,E,78.76092651114526,-71.04082759670156,71.67938300910396,D,78.98579411803756,A,A,1
Other,65+,89,Asian,87.79401671373012,B,E,E,11.46547811071119,-26.468633123086217,B,96.37001108700869,B,E,16.361102311691226,46.382117961329584,-5.367809352991115,A,57.87197190260199,B,B,1
Bisexual,65+,77,Other,16.08970348727051,E,E,C,44.5595599788522,-37.886017913684334,E,101.9362533176272,A,C,27.901057336019363,160.68176522419355,-27.20810396051792,D,47.6275216649553,A,B,0
Homosexual,51-65,88,African American,-130.27580311909105,B,B,C,-68.25475625903098,-104.59348592458224,C,21.16936913641206,E,C,-23.313007776141216,-23.09717185964711,-34.36170089287388,B,130.28373253852922,B,A,1
Bisexual,36-50,55,African American,3.780714041300469,D,B,C,88.32098819533965,58.64590289862356,D,-152.11823759757849,E,C,-2.6158177394172957,24.437438761929243,28.497834386683785,E,77.10773062174108,D,A,1
Bisexual,26-35,61,Other,13.01837869364978,D,C,C,87.23235475187926,-77.64750232854544,B,86.31377968591126,A,E,36.97645729229902,-137.14279131689185,76.11917502162375,B,-62.185932982575174,C,D,1
Homosexual,26-35,80,Asian,14.120341475631465,B,C,A,78.03686970565738,-22.266512272571575,C,81.19244871915133,D,D,-106.56621968436227,24.167510890357576,10.88129901206627,D,-74.9228833439018,A,E,0
Heterosexual,26-35,32,Asian,28.5014232487388,D,C,B,3.7411703873015365,118.06770350733015,D,91.3734995999186,C,A,-110.45223408919445,197.6164542593269,-37.60706744469877,C,0.9698110109965845,A,B,1
Heterosexual,51-65,48,Asian,89.47107437465037,A,D,C,-118.40357541166846,-18.928623878009724,E,-207.297138961921,C,D,-2.2618166617760673,-206.58424036788156,65.38345916432957,E,120.57041097483045,C,D,1
Heterosexual,65+,93,Other,-37.26761853230771,C,E,C,86.981184481633,-95.78723850443082,C,11.215677762205727,D,A,10.433583674330011,2.986302671212328,120.15180479792286,C,-38.3498503643042,D,B,1
Heterosexual,26-35,90,Hispanic,130.40989203804997,E,D,B,-104.92596108022572,9.101763492165,B,297.38418378970675,C,C,78.31353629137114,-70.1470986350258,-21.591682088754478,C,-96.25178291133271,D,B,0
Homosexual,26-35,76,African American,-100.42627609523231,D,C,D,-160.0234970579094,-193.34061980500542,B,135.5486499885602,A,E,77.50313429205961,-81.86345710981873,-249.63584204054484,D,-46.96651881904752,B,E,1
Bisexual,65+,80,Asian,-104.0712502666317,B,D,E,-38.62597619035837,-99.55559690170736,E,152.77216581762937,B,D,-100.47720877863253,-48.18076560679459,28.812295503589525,C,-98.11855611149139,C,D,0
Other,65+,92,Hispanic,-106.82448662413442,E,E,C,-186.45204386109376,-223.81521931491076,E,-298.64592712112255,A,C,168.6083423914166,61.21911915946119,7.35957573344651,E,-67.76869715285677,C,B,1
Bisexual,18-25,76,White,17.185975011038575,B,A,D,25.860100845274005,-117.31227184391375,D,132.55188343069665,D,E,-84.96017455458272,16.15157031362657,-28.17203468103332,E,-39.35038082951632,C,B,1
