marital_status,gender,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Divorced,Male,51-65,50.71782728495753,B,71.16353394071635,E,B,175.60444165822446,-63.05008206135698,0
Widowed,M,36-50,13.546038565759936,A,36.84701324188907,A,D,-123.65113570819119,-106.25409652722394,0
Single,M,51-65,11.827351787000946,B,45.69887673101712,B,C,-143.45885072436303,14.00421782195134,0
Single,Female,51-65,-119.86077693176026,D,-60.629594999499325,B,E,72.60122666447204,-66.93867609793807,1
Widowed,M,51-65,-172.68502220568195,E,113.92287169159796,C,C,41.20401234144726,119.45392032108745,0
Single,F,65+,154.72416820836918,B,127.74165072199395,D,D,-132.89148338869467,-35.22272509618021,1
Divorced,Other,65+,117.77605486502172,D,6.4616807799474065,E,E,104.44304032799904,-128.1960480894729,0
Single,Female,36-50,-30.449615336482655,C,129.2200043359052,D,D,90.57522463178346,-80.93600467121492,1
Married,F,18-25,-106.26459430424786,A,51.14392810032309,E,D,-55.04921427979722,27.10303287556495,0
Divorced,M,65+,-5.701960947931343,E,217.9071274561322,C,D,-92.92223923422311,-98.54473828493566,1
Married,M,26-35,-25.70917066564397,B,-0.5688492183638107,B,E,35.08719114088253,-15.866154227714931,1
Married,M,26-35,-47.10614227939291,D,-70.57006841707954,D,C,78.3037184815143,-95.8444309182005,0
Married,F,65+,-10.98613626421389,E,120.98751136271547,C,E,59.467136823649845,-44.622667479160036,0
Single,Non-binary,26-35,62.6712323588265,D,-47.458616447825385,C,B,-14.049344569347102,77.94559332000512,0
Widowed,F,51-65,7.485394458266774,C,125.63872327628009,D,A,59.49235215805814,-83.1804558334306,0
Single,Female,51-65,-48.89936260821347,B,83.85853673289361,B,A,169.59373225494008,272.77749386554956,0
Widowed,M,36-50,-79.05739356032245,C,-114.33815887941876,C,C,135.14621129934667,147.2661712555236,0
Widowed,Male,36-50,121.46363792556612,C,-132.97255167417842,E,B,-95.95826252703658,-74.82884693017535,0
Married,F,65+,-23.02882743401114,D,8.017080908378198,B,D,36.404365082383734,-8.653894253331973,1
Married,M,26-35,166.99501637323428,C,-11.975486839782032,E,C,-157.70312129938935,58.30376251972752,1
Married,Other,18-25,-138.0126451774455,A,121.48342762402218,A,C,-17.45893756877406,63.29327091188578,0
Married,Female,36-50,124.49265843212048,C,-128.0756196049659,C,E,81.95182697606472,237.6145363599397,1
Widowed,Female,18-25,8.3742055383306,B,-133.2488783772051,B,C,102.81108799688012,104.52701883808125,1
Divorced,Non-binary,26-35,-32.57328670081744,A,-77.43147585418792,E,C,102.3086187399004,-86.5764596217046,1
Divorced,Female,65+,103.32145881183597,E,-116.41486956547584,C,A,100.08195663912996,-35.728626593071056,1
Single,M,26-35,-61.74275570722407,D,-4.1285229318179715,C,D,64.10956793871858,64.12564629988893,1
Single,Other,18-25,1.9338994022235538,D,-38.1558028676695,E,D,-311.8886384052968,-92.47970489355698,0
Married,Male,26-35,-37.9403741340043,E,-241.1653443696141,E,A,-151.8887869368442,-16.212044540549726,0
Single,Non-binary,18-25,-9.254207578983465,B,-119.11312169081829,B,E,-66.96532456757505,-149.43259479712853,1
Divorced,F,51-65,-121.66660902135663,A,-235.50342389530493,C,D,9.383921949920339,19.614727365304503,1
Married,Other,65+,121.56644063221005,A,-145.5762561615265,D,B,-13.897209384911685,-12.242679295678329,0
Single,Other,65+,136.28599412704813,A,23.84273753773259,E,A,8.648774600905135,-188.74778102699335,1
Divorced,F,36-50,-107.92700997037767,A,114.05800421414068,E,E,160.8139002527319,-8.742649087270886,1
Widowed,M,51-65,-163.97016421755114,E,128.17881598991397,D,B,-62.61439873722777,-113.99119108796299,0
Divorced,Female,26-35,121.25672516177434,A,-87.2624223090204,E,D,-36.7431340912693,8.130533998117,0
Married,Non-binary,26-35,-88.9561697968263,B,-100.52225429510351,B,E,75.956649342855,-63.69006272200777,1
Married,Female,65+,86.52473725598823,B,60.83275048429619,E,B,-13.591584627532354,-51.694875095880235,1
Married,Other,36-50,154.55424262478505,B,11.458027496494202,D,B,-8.280812296698992,-164.47515968034918,0
Married,Female,65+,88.62381307477403,B,74.41905090832846,A,E,32.61959305226445,108.32966788515854,1
Married,Male,65+,-32.53643449354111,C,22.003690244987347,A,A,181.78406316216257,-27.008611747404853,0
Widowed,F,18-25,71.6932821260752,E,-55.129792790307505,D,E,158.2217985702049,-35.89065792653634,1
Divorced,Other,51-65,170.39484036176643,A,30.526056659315326,A,E,-26.33175782525444,-102.89124804080228,1
Widowed,Other,26-35,30.922119805849697,B,-105.8906465883361,A,A,142.63025768444786,-66.74397373906599,1
Single,Non-binary,65+,89.60492427796551,B,190.7036158783181,C,B,126.74258113109009,-9.499674536908229,0
Widowed,M,26-35,131.73475739798312,D,-10.709349695958208,B,D,8.340196715785197,97.7836805693746,0
Single,F,18-25,-85.33654556078979,B,152.9699792382494,D,D,-41.02313239669553,-251.26652316729786,1
Married,Female,51-65,-10.731946066553865,A,-10.783002477373806,B,D,202.34336114070612,-94.14751796757872,1
Widowed,Non-binary,18-25,81.60740379280733,E,-126.68974763138239,B,A,53.60749256467112,88.9729826635684,1
Divorced,Male,51-65,137.6519820451582,E,157.50720325951417,E,D,167.44401778403233,-64.56023328110632,0
Widowed,M,51-65,-30.935604434575275,D,-34.35576892233549,C,D,-150.4053582332574,17.372431516094743,0
Divorced,Other,51-65,-57.18956006952308,A,-5.034696189270456,E,D,-79.16621620243951,196.66335122988906,1
Widowed,M,51-65,-74.30237031998388,E,-106.78844147494866,D,A,-7.770901161398617,-165.00872247939452,1
Divorced,Other,65+,-92.45389542874656,B,-78.39767393495201,C,B,75.60488154713217,33.140528955102,0
Widowed,Other,65+,39.38959554843001,C,198.14977904707135,C,A,47.941245256756396,35.72244259698603,1
Divorced,F,26-35,-134.14475062131362,A,250.1759463363164,C,E,80.38285835155364,92.1741626773742,1
Married,Female,51-65,1.4470017520394018,D,-90.66643718397141,A,E,-35.905345544548254,-39.68382662671438,1
Divorced,Male,65+,-61.24991945281828,A,130.80994099288438,C,A,52.69190922034742,4.656330196399476,0
Single,Male,26-35,-221.56767299527846,D,103.79932933633815,B,C,30.816045524386492,-123.05502223107598,0
Divorced,Non-binary,36-50,66.21549407273152,C,-14.90285063516435,D,D,-114.00851005822106,-62.80709935768822,1
Divorced,Male,65+,69.00627184763928,B,141.74542510389742,D,A,131.30665247886608,-42.94109121965166,1
Widowed,M,18-25,-113.60721737128401,E,106.76874885641519,B,D,-12.807422353965933,-113.29173365690994,1
Single,F,51-65,2.5676400244082256,E,-30.342110319555882,D,C,170.07887118032065,95.36721720979328,0
Divorced,Other,26-35,28.073579341831973,B,-42.01088550490819,B,E,-29.301769437299008,18.06512385157525,0
Married,M,26-35,137.6194166825921,A,20.08568798862408,E,B,-4.332845255416174,-71.87150611075099,1
Widowed,Male,26-35,-191.67256769894036,B,-63.028267546899144,D,A,-148.89022348585033,13.604205767952468,1
Single,Other,65+,-170.0232868652745,E,91.69578772783137,C,B,63.0830215179914,-107.89583234784537,1
Married,M,51-65,-12.358948546832476,C,-127.2227843563311,C,C,116.02672339221584,-48.055479984800655,0
Widowed,M,26-35,71.42909264406735,E,-137.77066370296475,C,D,33.48698667652086,8.519211921956579,0
Married,F,18-25,73.64031616973828,E,-27.331899616189233,D,C,-63.270868691595325,71.59578218512806,0
Married,Other,51-65,-172.7745307704415,D,86.69076770987328,A,A,75.93608364053588,38.51911575184213,0
Single,Non-binary,36-50,96.38628774055624,D,41.260081880886304,C,D,-59.73777916305076,-229.1455376276197,1
Married,F,18-25,-213.13594225846296,E,-133.58748618772168,D,A,-19.21844729207637,45.32475355390549,1
Single,M,26-35,-17.023438108969263,C,54.07838000126725,B,A,-55.057150127893195,-143.27765580022037,1
Married,M,51-65,9.66743075099469,C,-111.18306658277692,C,C,-46.31919410122092,49.452081564484715,0
Married,Male,51-65,158.34331811591204,B,-122.07589951105548,D,B,73.97103402096073,131.4832008018047,0
Widowed,Male,36-50,63.38683210426333,D,-148.57613586308457,D,B,-40.42422139563592,33.60928367508886,0
Married,M,51-65,-46.50943584608428,D,-4.733131586001162,A,E,-93.43823446799752,-55.85729232776713,0
Single,F,36-50,-1.8391047921295953,D,52.21767859523548,E,B,25.68384793681532,-153.29915478349162,0
Widowed,M,51-65,111.33951562258572,D,-61.611358319664866,B,E,-59.72497366704626,72.15861692198173,0
Widowed,Non-binary,18-25,-130.20934710138175,C,-60.044780625573836,C,B,-60.99790914722052,76.94654937911858,0
Single,Female,65+,107.51837109271149,B,25.639685759545266,A,C,41.209497691489254,-58.15002017877254,0
Widowed,F,51-65,-2.743145079582176,E,64.4874808063975,B,B,24.477508346663914,49.237905010441516,0
Single,M,65+,-295.5196569667028,B,-121.42859363137173,B,A,-208.78170945552517,-22.27099499972213,1
Widowed,Non-binary,26-35,-56.465865169406,E,-177.26323764448318,A,A,13.99741160655585,-58.8684375725111,1
Married,Non-binary,36-50,16.793335400299032,E,41.64477525101171,E,A,71.64531463772968,-166.1387524095995,1
Widowed,Female,65+,34.173854581361425,C,-45.70644616448388,D,A,41.703543908469136,63.09730447351147,0
Married,M,36-50,-93.31746028352207,A,143.24404753338683,E,E,24.09621673524384,121.55331324541838,0
Divorced,Other,18-25,-70.54617446416789,E,75.4751830679077,E,C,-24.2765839251209,-59.726848090662564,0
Married,Male,26-35,-121.33484713961586,A,-125.46565836997294,B,D,180.83312905022976,217.62938905499269,0
Single,Other,51-65,-12.50038294928783,C,39.220887131001525,D,D,16.70916141643876,107.99307275722212,1
Divorced,M,18-25,-70.07603375049968,D,-53.15797777949855,D,E,-79.44152211814057,-61.78236886563163,0
Married,Other,18-25,141.14484645723775,C,-52.815580825172106,A,D,87.57448492134607,22.037087448490713,0
Married,M,51-65,-24.25877960953727,C,-74.92548293000696,E,B,-19.89763999332171,-87.00828147996063,1
Married,M,51-65,-63.45788168473457,B,8.197210778305067,A,E,-161.91693210658144,-10.43603467743553,1
Widowed,Male,36-50,83.76899491077963,C,-83.24293545880003,E,C,23.84459900737933,-51.4996688849799,0
Widowed,F,65+,28.903018692278266,E,-268.804433386436,E,B,226.72813286507588,144.05421484198502,1
Widowed,M,65+,25.79617142042726,D,87.59163960745762,D,B,29.13172186764025,22.20411513604438,0
Married,Non-binary,36-50,67.50871572726699,C,-230.2865178464773,C,E,-138.76020188503074,-51.828170670584626,1
Divorced,Female,26-35,-160.75332529126797,B,-45.02884401666456,E,A,26.875830557740155,-120.13034015759779,1
Single,Other,26-35,-68.28108217401801,A,-34.021509207160605,E,E,-42.49384271403276,-8.166246918769893,1
Divorced,Male,36-50,-73.16604479999172,B,-33.430314939206276,D,A,62.46970523985883,-27.329057216761786,0
Divorced,Other,26-35,16.12161753166512,A,94.18624820928227,A,E,26.059159036011962,-5.1489448754608365,1
Widowed,Non-binary,26-35,-122.65953624708128,D,-19.575478980693582,E,A,16.00832749517211,-56.19630546405562,1
Married,Male,18-25,-85.92895021975802,C,26.608537988430697,A,E,96.6450408426268,25.608655247091676,0
Single,Other,26-35,-5.2853706192446035,B,95.71784297316756,E,D,0.27576466440361297,127.54278167715924,1
Divorced,Male,36-50,194.11883199810546,D,-61.76965528631835,A,E,54.18335759724635,-53.84427392005334,1
Married,M,26-35,-61.909058816137076,B,-41.276391644283855,B,A,62.982074930763375,78.88894062623633,1
Divorced,F,51-65,68.51026014898802,E,-3.6929403717107205,D,D,-205.33431850414655,-207.56690916471635,1
Widowed,M,18-25,-151.48174489862373,C,183.13771644558153,E,C,-15.941593592872378,-58.82334687945018,1
Divorced,F,65+,-54.825079966456514,E,-119.72365831838567,A,B,62.60032919498539,194.37804462166807,0
Divorced,Other,18-25,40.05193654114476,D,117.13620628749271,D,A,161.94862672347276,228.60257108466575,1
Single,Non-binary,65+,6.737595724061221,A,-50.187514754754716,B,D,-52.721603852425815,-56.617074962528804,1
Widowed,Female,65+,-149.26599103751442,D,-98.39205618790143,C,D,-63.01950778481542,-64.70619209878146,0
Widowed,Female,65+,-83.17901839441585,B,134.4631488285687,D,B,-65.68668430189909,61.704712764892676,0
Divorced,Non-binary,26-35,182.38364254643088,A,24.381282165209942,C,C,81.8055403549997,24.413477731570772,0
Widowed,Other,26-35,229.43514547601703,E,-150.63626207870107,A,B,123.3195437509624,49.038333469407306,1
Widowed,M,36-50,93.1250298528665,A,108.03043151235543,D,D,7.736592928583322,37.605702038160246,1
Single,Non-binary,65+,-237.05601758689195,A,108.88903851362677,E,C,-244.2665760523912,11.570180548209636,0
Single,F,18-25,54.7272460577784,D,-2.197333425446103,C,E,88.63042155877689,23.216941163222003,0
Widowed,Female,18-25,-89.09590196381177,B,-108.5800156006935,C,C,280.0459486338827,103.9761108760533,0
Single,F,51-65,-104.80635475315042,E,-38.098580506771846,D,A,-79.88149538404473,219.04893479383594,0
Divorced,M,26-35,4.619807732493585,D,-13.62229315273136,D,C,134.5781336574398,-168.61168708025303,1
Single,Female,18-25,-54.135273907972945,C,220.521685416203,E,D,-101.87381083369233,-9.669793344557196,1
Divorced,F,18-25,-89.51656663209029,E,107.85492781851092,D,E,-19.856860344473507,-147.5427566720153,0
Widowed,Other,18-25,-55.23598519848987,C,-109.64150960884456,C,A,-244.8996345547966,-107.9716091709689,0
Single,M,65+,-25.119983033338922,C,-68.70220661332253,D,D,-3.0060207887729735,22.338256963713448,0
Married,Female,36-50,-176.7957738521004,C,43.818362434291835,D,C,-107.97444988933431,155.73321523540343,0
Single,Non-binary,18-25,-173.4652494375056,A,-21.046148373398424,D,B,59.33069267530955,227.6432949038532,0
Divorced,Female,18-25,69.67490133778095,B,0.593481386747957,B,D,-118.30715448626495,-21.902711426812658,1
Widowed,Non-binary,18-25,8.551765042107826,A,6.654274318228677,A,B,31.40808344989742,100.1369778948474,0
Single,F,26-35,9.438789981876312,C,39.83018395318212,B,A,-37.73160736243105,-37.72253635921501,1
Married,F,36-50,88.742974331389,B,-137.71950717279745,D,D,45.9540704607529,-135.33323582496402,0
Married,M,51-65,19.708355297056368,E,-134.7434528586101,B,D,25.003071857873692,47.56026977658688,1
Divorced,Male,51-65,149.75261086238208,B,44.173080358740705,D,D,26.07342529351072,174.35593151746258,1
Widowed,Male,51-65,-156.56291717544838,A,-31.314771643299178,B,D,57.93087995503227,250.00912817249196,0
Single,Non-binary,18-25,-110.82677753023651,E,40.59720020940085,A,E,179.16222220878538,88.8975296345068,0
Divorced,M,51-65,19.659622651249787,D,-8.13364906168412,A,C,36.13867945478164,5.92687275725272,1
Widowed,M,26-35,-104.65034648020028,A,202.9847736508754,C,C,100.94711501561903,50.51019911575203,1
Widowed,Other,36-50,-212.8499793197114,B,47.990987336570306,E,B,57.27656560412093,9.452144021305108,0
Single,Male,18-25,74.44142370265855,B,-169.94560263174083,E,C,-34.79074619448901,-53.20657948317085,0
Widowed,Female,65+,-103.00718168020187,E,-64.77078027618602,C,B,-40.97375849825632,-70.04438932970837,0
Married,F,36-50,-35.211137657093275,D,15.970951990996662,B,A,181.01485567817664,1.557556342131527,1
Single,Other,36-50,77.29377868155112,B,74.52067272673456,A,D,-117.49128189806402,-34.315652762590894,0
Single,M,18-25,-38.70643469066774,E,-21.548012540218597,D,A,-123.30587523194856,42.7095231778652,1
Married,Male,18-25,69.504935959402,E,14.84591753399907,E,A,-180.78622263673495,19.777432625321072,0
Widowed,Female,18-25,-16.62358701023268,A,130.43501806270282,C,E,-61.85483576974272,-247.9443952964215,1
Married,Other,26-35,-44.03061805757729,A,-64.4626747797267,B,B,69.8248893482702,-4.210521134639757,1
Widowed,Other,36-50,-7.196356577371871,D,-58.38218859619355,B,C,-27.929053516786357,24.10444510107021,1
Divorced,Female,26-35,84.73629997387461,C,100.72155022106091,E,E,139.53283811350545,75.04053523433497,0
Widowed,Male,65+,-19.755601954324504,D,-109.29780151832982,B,B,-24.322411678164887,-148.04417267733888,0
Married,Non-binary,26-35,21.10928540740078,D,70.17575661981446,C,D,-206.88677183826573,-134.24952042201738,1
Single,Other,26-35,-67.31101531395271,C,-240.77382574320262,C,A,-58.2284261406688,-210.55552545532618,0
Married,Non-binary,36-50,11.072283370261246,A,1.556024771078373,B,D,-8.66284739814126,-17.306532727261946,0
Married,Non-binary,36-50,122.86492323638538,B,-47.71262227048493,D,E,40.095483925044476,-38.324433048081055,1
Single,Other,18-25,-68.52999091652701,D,-152.42417666017332,D,A,8.25383650477027,-72.1711822835525,1
Single,Female,18-25,-188.65350055781795,A,41.5288665198455,E,D,118.59918623685269,-117.29423461102897,1
Single,Non-binary,36-50,-94.30285886366238,A,-81.24734047906725,C,C,-84.26785002916066,92.46174172974636,1
Single,Female,26-35,-125.44896516363553,E,-27.0172319671176,A,D,50.35739111743509,12.288157896920161,0
Single,Male,51-65,217.77086680120047,B,138.94261052087228,C,D,-162.4609473985594,-118.27287996763252,0
Widowed,M,36-50,-5.710025140452506,C,-64.52197555987296,D,D,43.66371600368555,20.107729300475324,0
Divorced,Other,36-50,59.388975866581085,A,-41.09031230336785,C,D,-1.5102332826179035,-87.07325526553274,1
Single,M,65+,34.608152655887686,B,-18.270323202832348,B,D,-159.9532938330011,-67.25654868805181,0
Single,Male,18-25,156.59429147693717,D,61.84053192217866,D,C,91.82795202271198,111.61715943653114,0
Divorced,Female,26-35,28.7185597691324,C,89.59224969443449,D,E,-56.8016646724251,97.8899995866434,0
Married,M,51-65,-208.3435746442095,B,67.90632469403664,D,D,-181.3147253321704,-24.250711872539124,0
Widowed,M,65+,-17.64852168572056,D,-181.99773866858442,D,A,53.41554512432478,263.61141767116857,1
Widowed,Non-binary,26-35,30.148157390492447,E,-11.092672855336936,A,B,-139.74502253730677,-51.73226038406627,0
Divorced,Female,18-25,-138.53284809711806,B,-170.24881938335847,A,D,93.56608067409762,222.82707895899955,1
Single,F,36-50,-158.84114198958352,C,97.77840243120555,D,D,-269.7726933651701,90.772501802988,1
Married,Male,18-25,-22.705376408068734,C,-36.12181493174394,B,A,-159.78923534384367,-53.33611608774663,1
Divorced,F,65+,103.96358321014576,E,-32.99615959397554,A,C,-39.99269668540875,-104.87414647763013,0
Widowed,Other,36-50,26.42173400578517,C,64.51176854767678,C,B,28.39981502346165,-48.659979947960586,1
Married,F,65+,68.54214403208488,C,-28.13757253848539,E,D,58.83090518839773,-39.68995095815251,0
Divorced,Other,65+,68.0922748351888,E,102.78076206953757,A,E,98.51402607135284,-104.8794970567806,1
Widowed,F,26-35,4.437663704117648,D,8.36113634832607,D,E,-32.98241375521913,-62.21658226613158,1
Single,Male,36-50,-168.5611199436014,D,-172.10821955341495,B,B,41.34847227465899,63.191952201898125,0
Divorced,M,18-25,43.516084057242736,A,-0.4458381022189214,A,B,36.83721133766053,19.608482582403592,0
Widowed,M,18-25,94.7433263232268,C,1.1743990223024505,A,A,-3.9075515543847654,3.210349373729478,1
Married,Male,18-25,93.06835876015556,C,-169.1952071938409,B,B,-25.41994871045487,-62.10755044544849,1
Single,Male,26-35,50.070985406559956,E,-24.144641199204237,D,E,73.41587875236813,31.344383982102308,1
Married,F,18-25,-66.1085853163169,D,160.8178461048835,B,E,-77.7490329858267,62.36129518968529,0
Married,Male,18-25,92.3255177397028,D,118.5706946327905,E,E,-163.0190442268401,97.07150211759352,1
Single,Female,18-25,-32.3203664927166,E,-207.2671094402627,B,C,-32.304215542531516,-60.981965128823866,0
Widowed,F,36-50,139.93122073842744,E,240.76765411002884,A,D,-101.53596772900117,21.00452782339875,0
Divorced,Other,18-25,-109.15728485164915,B,64.23885384038181,B,A,131.3963604364107,162.6368496059358,1
Married,F,18-25,112.56451302881804,D,-72.74013177770775,E,B,-13.533489871600699,-41.57381086805502,1
Divorced,Female,18-25,68.1151444693715,C,-133.46110810240395,A,C,-60.72648930799275,-58.240076869636106,1
Married,Non-binary,36-50,29.729141129615112,D,-105.87464745130288,C,E,-185.93350500515427,-117.87013600572129,0
Widowed,Male,65+,48.53405635542613,C,29.225696016377917,B,A,-134.7913981905553,-45.216965335218696,0
Married,Female,18-25,-71.4313335441329,A,203.29589974264118,B,A,-92.07491460118258,-46.28892456884303,0
Married,Non-binary,51-65,-76.53226024685026,B,-17.91164145290045,D,A,-103.79256613957672,39.55791288002452,0
Single,F,26-35,-56.90235300750869,C,7.097257053369427,D,D,-147.0499499472241,-130.80654638517356,0
Divorced,Non-binary,36-50,46.695248412459165,E,-39.132541448699904,B,D,-28.198412182067827,-29.069666187034183,1
Divorced,Female,51-65,58.10082003376462,B,-101.72637603863006,A,E,23.9253495215893,163.78386215120636,0
Widowed,M,65+,179.74847082165718,B,98.93010318267554,E,C,-9.768816560171205,199.70853225832963,1
Divorced,M,51-65,-6.133966813273982,B,86.46891461659946,B,B,-77.889326227112,-136.8807614423038,0
Widowed,Female,18-25,85.25363896461752,C,-86.71805137653737,B,B,13.4545661093548,58.387940486616195,0
Single,Other,51-65,217.74740909575124,A,68.89010349917083,C,C,134.1168631322192,104.81178788032699,1
Single,Non-binary,51-65,70.80656971060797,B,-86.12538239404417,B,D,-121.55642814854343,-216.82389606835724,1
Divorced,Non-binary,51-65,92.35718233576944,B,67.80942756078005,C,C,37.45592471187454,-40.08710603462483,1
Single,Male,36-50,-152.3345322725555,A,-44.88104662831064,C,E,44.21442449216024,140.1565693817198,0
Divorced,Non-binary,26-35,33.909184406999046,A,84.56320373672298,E,E,-59.83087218034308,63.95950481508738,1
Married,F,36-50,6.630681500798248,A,112.81877950033608,D,A,-230.84685862620248,-47.412203992744054,0
Divorced,Other,18-25,-111.03614661700621,A,84.63018271010284,C,D,8.23466461231359,76.1999954930986,0
Single,Non-binary,36-50,-277.6264337377332,A,-8.907869484263653,A,D,124.97073545342283,70.69904706738215,0
Widowed,Other,26-35,-56.0551067023552,E,47.892818668161894,E,E,-80.11258666700071,45.75233973340423,0
Widowed,F,18-25,43.32812794787249,E,159.12638324200418,E,B,24.048348178225147,118.228299850879,1
Divorced,M,26-35,-57.57895311097791,D,37.37408646913675,D,C,-173.15381161665812,-256.54581584801394,1
Single,Male,65+,-356.930869982018,D,30.81152643561309,B,D,-27.30492040727393,-186.26260728074953,1
Widowed,M,36-50,-14.424423095758343,C,51.14371226208848,B,B,49.2621436829039,-93.93856155196647,1
Single,Male,26-35,-40.60115226744199,C,-35.01859929599398,D,D,-218.12667066015976,151.73281717806591,1
Widowed,Other,65+,-60.278922019171965,B,-120.47310773133783,A,B,-72.33373028007472,-169.6338303454737,1
Widowed,Male,36-50,106.81201167812605,C,-9.45819081471103,A,E,-82.46403313907452,-133.60840446811724,0
Single,Non-binary,26-35,-74.16699136189276,A,4.24102155093544,D,A,-43.13346816668383,-75.33234179529332,0
Married,Non-binary,26-35,-71.39925702075084,A,115.8309641892326,D,C,34.41840187893482,-22.07045775454046,1
Married,Female,26-35,176.96958230070155,A,0.5123544080048463,A,C,16.55673692480527,-156.67443672400594,0
Divorced,Male,26-35,52.06922192288651,A,-86.01495980834325,C,E,-33.897702323942774,70.68350236250794,0
Single,Other,26-35,-42.92048924359359,E,-94.47880842781724,D,A,-49.177632224557556,-16.946861770471585,1
Divorced,Non-binary,18-25,217.3916800205519,C,4.792708558041048,B,C,85.16836984938145,-282.2299706839914,1
Widowed,F,65+,23.752013925537444,D,21.890491857232846,A,A,64.92979594896966,-92.77031809806391,0
Married,Female,36-50,47.96995717007692,C,-85.11353253506826,D,D,-15.753667710064947,100.07396312614559,0
Widowed,M,51-65,-187.7319195461549,D,54.11235847156425,B,B,-62.36163557988671,93.7136182283115,1
Divorced,M,51-65,239.90787127906196,B,-159.65877680534035,D,B,-115.72116728521391,-29.86090069994435,0
Widowed,Non-binary,26-35,-30.98445323310825,E,-81.48454022691195,E,C,-29.012598994044307,20.341219018918093,0
Divorced,F,51-65,-31.98045057107087,E,66.79775373685223,A,A,126.24089607746679,7.281765668021796,0
Married,M,65+,73.80287522218856,D,78.75102295299308,E,E,233.14261040837877,-25.153761178793683,1
Widowed,F,36-50,74.40059905762311,B,-84.86714052905239,B,E,250.1898647837161,142.9688765121027,0
Single,M,26-35,-132.07629809187145,D,-76.0324765453562,B,C,92.10416920120042,-32.97040517456527,1
Single,Male,26-35,156.7979017060636,E,-100.3807506528015,D,B,-104.36621392386873,32.22589887484922,1
Widowed,Other,26-35,165.6779247477689,B,4.050936522395203,D,E,-22.489951006230548,-90.5598556589273,0
Single,Male,26-35,-28.6800403842626,B,-82.6246592730699,D,E,38.29216669890088,20.882055659420534,1
Single,Non-binary,36-50,125.54524209044044,E,193.2195457820881,D,D,-200.04513769662498,42.18234400894081,0
Divorced,F,36-50,-39.72827628593588,E,-113.49228095241584,C,E,-226.8173089347536,78.96102735628779,0
Divorced,F,51-65,57.62848967105728,E,2.486900913206972,E,B,-184.56275168207927,11.904778686619913,0
Divorced,Male,51-65,9.644967252417466,A,50.04515404796142,B,C,193.48316452700612,-9.656442289292501,0
Married,Male,18-25,66.65035486155956,B,-127.76796924742906,A,D,92.81594621142608,146.48835950877813,0
Married,Non-binary,26-35,-57.12108998807809,B,-87.9402516278371,D,A,135.14174558902334,35.42717664015557,1
Widowed,Female,26-35,-14.38428290964317,B,91.99303417427454,D,D,263.7801030331467,-55.54297009479326,1
Divorced,Non-binary,36-50,-19.73745908394311,B,164.27218026858264,D,D,29.084345125861542,2.7974926584451856,1
Single,Other,18-25,47.53027989810663,C,42.887077689343165,C,A,-160.94800264623552,142.43852096476516,0
Widowed,Other,36-50,-8.616882414797287,A,-15.087320385353156,E,A,-38.15539245697608,101.22677492587877,1
Single,Male,51-65,67.56834473749821,D,13.472947075070374,E,D,97.1695549231323,6.680299347245229,0
Married,Other,65+,202.8866782234354,C,-21.38460284899667,B,A,184.3862564719063,27.11352763860039,1
Married,F,18-25,-154.8423035293419,A,69.41096886150709,C,A,33.805651715304045,-60.27262778525526,1
Divorced,Non-binary,36-50,133.2649663552469,D,111.79849706164742,D,E,-72.68393886477409,-107.60394414134228,1
Married,F,18-25,-88.3834516815553,E,-23.945750108347195,C,A,174.53006239211604,-138.25154345367213,1
Widowed,Male,18-25,22.895564599544414,E,128.70540803529138,A,A,64.162103631655,-143.5820069783182,0
Single,Female,36-50,-181.72467667528545,D,-17.364561931087124,B,B,97.6573254499042,99.22872243134839,0
Married,M,51-65,-24.94937645848625,B,56.873601676547345,D,B,32.65612763716842,-88.32591367477237,1
Widowed,F,65+,-98.035558123805,A,40.06555832278589,E,B,23.138920548889462,73.57786314709554,1
Married,Female,26-35,-16.192108477764673,A,85.34059640193506,C,C,108.01012851518499,-32.709985656713116,1
Divorced,Non-binary,65+,-87.77002367301924,C,123.83296010483609,C,C,191.25975990562725,48.9675987290757,0
Divorced,F,18-25,31.11047482483698,A,-95.80824210534887,B,D,80.38398632841403,104.7862086607102,0
Widowed,Male,36-50,40.73817742839499,D,-34.87817390517806,D,D,111.8534151260991,-59.71702259837838,0
Widowed,F,18-25,-20.020972519380216,E,125.75747088571345,C,E,-11.624695456949091,1.9288488326254054,1
Married,M,65+,-114.50914183224452,A,-96.63684313127538,A,E,-89.17310893434608,100.97858707644292,1
Single,M,18-25,-179.19993015697534,A,17.389758876065265,C,D,24.90386804395791,16.621483091297353,1
Widowed,Female,18-25,-14.525079458773371,E,-12.959389513475003,E,D,21.331383932490006,113.15059840424799,0
Single,Female,26-35,-178.61146265536158,D,43.334131550694735,C,B,-38.89417895340388,-171.49444220559764,0
Widowed,Non-binary,51-65,55.11921860169849,C,6.049284497010806,B,A,230.74051237275205,-91.23520662377584,1
Divorced,Non-binary,65+,-118.43932652134497,B,-37.36402824587774,E,C,-23.64612984034264,0.9382137450987713,0
Married,F,51-65,142.14230896462465,B,-218.02001902251504,A,E,36.76703540966367,-74.04982735164536,1
Divorced,Non-binary,65+,90.3945494025058,C,-58.52951901948422,C,E,-179.10157543702806,215.81908449713944,1
