Gender,religious_affiliation,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,None,Black,117.47914240995583,26.58736214866974,C,B,C,B,C,D,-48.37689347491707,C,-57.13157532329015,E,D,-57.84868681575232,-23.183982130622912,115.74373010129071,D,0
Non-binary,Hindu,Hispanic,34.02115898634297,20.304669002092336,C,C,C,C,D,A,45.06966767068415,C,114.88890358477583,E,A,-61.37266986972797,86.18755366955469,278.53202736532734,C,0
M,Muslim,Asian,-17.81475019982973,103.66747363949949,C,D,E,C,B,D,63.84137917484131,E,112.03146827589165,C,B,121.34589963423335,96.36873677093469,-49.57888367198298,E,1
Female,None,Black,-114.5262725629743,11.911939774364079,C,E,B,A,C,D,-11.10000512910255,D,-161.65239776335528,A,A,8.232901335581614,-112.20070671826001,80.30260849269844,C,0
M,Muslim,African American,-55.09361339023084,-147.74796027796626,A,B,E,E,B,D,76.7414802733145,E,131.48320850674637,E,C,-5.31459759704621,83.60600842067713,37.48703306053513,E,0
F,Buddhist,White,-21.220780604623055,59.692174971752245,A,E,E,E,B,D,-146.70870097338496,B,211.72760451819278,B,B,-132.020302130774,-48.230014868238236,-88.97144103221056,D,0
M,Other,Asian,116.30204627327868,-85.30675064938981,C,C,B,B,D,C,21.290306132119227,E,-89.89989279668583,C,E,-110.05516609569261,-67.19282399332924,-86.0864228649945,D,1
F,Jewish,Other,-92.60970424431686,-144.71785150614232,B,C,E,C,C,C,-94.3634506515358,D,-137.99549165234183,B,B,-1.0463535537928428,92.25370277126348,107.65694521640441,E,1
F,Jewish,White,54.75446107073206,-10.413707387247294,D,E,B,A,B,C,-209.71583621703,D,114.63550623853888,D,B,-115.26425523877337,-203.3016276478272,32.00251554978408,D,0
Male,Buddhist,Asian,-63.9967507188301,59.5685440154737,B,A,D,D,A,E,49.4530108449471,A,79.19069832055278,B,A,-137.69958246729738,91.35543980152899,53.731705479601544,C,0
Female,Buddhist,African American,-80.24599791669846,-62.633574619867495,E,E,C,C,C,A,-109.79280172285672,D,71.09433236594869,E,E,56.370112631156786,-116.39042110606046,118.75905801865893,A,1
Male,Jewish,African American,59.49690279767068,-78.19412548106564,D,B,A,E,B,C,-141.80205757604625,C,-233.01061553558813,D,A,-96.27705875279162,-101.95207547627108,57.374135765228715,D,0
Male,Muslim,Other,-42.11267927834372,23.79155412115566,A,B,D,E,E,E,37.21998389762934,E,-222.3813901850431,A,B,-218.58548703794946,-140.0839978759529,124.64015108520891,E,1
F,Jewish,White,-53.78464421551023,16.370839709279558,B,B,E,B,A,A,21.567682542423434,E,-17.207237887021883,D,E,58.64184490153585,-75.18536039705866,-97.04534028994743,B,0
Other,None,Other,-18.075932537607052,-46.6243751848058,B,D,D,D,B,D,62.83119910263132,D,-169.68873044402076,C,D,196.2889712677768,-89.27521213303451,-95.19685535827293,A,1
Other,Christian,Asian,-33.71475604163304,-56.009393763528905,D,C,C,E,E,B,36.11113898962604,E,120.83441997669848,C,E,-22.288164398367698,-156.0749519146424,-90.07314962310268,D,0
M,Christian,White,-37.200408705149826,69.58275635815956,B,A,B,A,C,B,91.42023299313405,B,-60.372968374956194,D,E,-22.127059818651183,-40.55237315900122,-90.08675643886387,C,0
Other,Christian,Hispanic,125.18670130418221,-13.989183080946486,B,A,C,D,C,D,30.606493920856142,D,-164.97221287114576,A,A,26.83612335437338,-75.88074014166885,-145.45608098148298,A,1
M,Other,White,-76.72025574956706,95.07149373848642,C,A,A,E,A,C,-84.16084693316367,E,63.38011513986933,A,C,10.481469006672102,-155.3979845743008,-156.80108439512125,E,0
Non-binary,Jewish,Asian,123.67367281873045,-89.25314364258884,A,B,E,A,E,E,-50.09548990456,D,-99.17442995369865,A,E,197.02919520292366,155.85782288788084,-83.39780998328101,B,1
Female,None,African American,-9.426755801581159,72.63011874023991,E,E,C,B,E,B,143.02983000518134,D,134.87000059232582,D,C,-58.67369855270055,-6.663199324969199,123.96233660895194,B,1
M,Other,Other,122.37086381991648,65.91952385480077,D,A,A,A,B,B,-140.86089852872817,D,98.57249060117812,C,D,-54.696980453890106,-83.11241189015892,140.78859416349704,C,0
Other,Jewish,White,-29.433030720253793,51.38061608079569,E,A,D,A,A,D,56.801774236735895,D,64.76106555564624,E,C,36.124487974282225,-97.63023119841132,-64.6295606956581,A,0
Male,Hindu,African American,27.963672314453074,-95.02633995387275,B,C,E,D,C,D,-78.79235423867742,B,-29.10315492671821,D,D,-140.12071390171045,6.004543404974327,-10.208831023847287,B,0
Non-binary,None,Other,8.14407466100837,45.00504803080956,E,B,E,D,A,D,-2.991143160572296,D,5.054154214286711,C,C,25.227369395460713,-82.73404719731732,101.81431957160154,C,0
F,Muslim,Other,55.97478290191113,158.84009397905018,E,C,E,A,B,E,-134.46211952364965,B,2.0640903206920584,B,C,64.12472020695414,27.207871651029397,-53.204918628658504,E,0
Female,Hindu,Asian,-0.9127603290724503,240.22442400297354,A,E,E,B,B,D,-154.86388634842072,C,-11.055001318023038,B,E,-75.9369683710863,-58.25566092060186,-137.5279665807434,C,1
Male,Christian,Hispanic,-71.71476193965259,143.19418813723462,B,A,A,B,D,B,301.84649952923667,D,-109.08519631348608,D,B,3.676016877689644,-57.28333796666002,80.26348639823658,D,1
F,Christian,Black,18.05863182280979,39.30341008912821,C,B,B,C,E,A,45.72903176880725,D,-106.39855211241264,E,A,-4.360952531929466,10.168961232446328,36.22412057312971,E,1
Other,Christian,Asian,182.64359053550572,86.12139662894613,D,D,D,D,A,D,27.48787009932055,B,34.412897570884525,E,A,69.20245783028103,33.6773504821352,-233.07983790148495,A,1
Non-binary,None,Black,35.50799429141203,-15.794807026275318,B,A,B,D,B,C,60.68211202766462,E,78.9101848505797,A,B,-50.01404844835632,150.09677237914863,-0.32405021759246555,D,1
M,Hindu,Black,289.3257097127182,-58.79975790053903,B,A,C,D,C,C,7.015386910299304,E,66.83045567635186,A,C,84.48237154632436,139.45902292014569,-172.80250107429146,B,0
F,Christian,White,-86.39807242047277,7.613133683416677,A,E,A,A,D,D,-23.40935961448713,D,78.32087723791906,D,D,-46.280809552748394,-2.780950727393486,-93.20500007666276,A,1
M,Hindu,Hispanic,-140.3633073466183,-21.854264579991693,D,D,A,A,C,B,209.24161430601927,A,18.51838071695574,C,E,2.6727314366627737,-17.640220185595396,-110.24439354958955,E,0
Other,Muslim,Other,123.01897745859624,-19.660169443166545,C,A,C,D,A,C,-97.60119513807524,B,80.55227873286556,D,E,22.883544588785565,-10.842280217237384,-80.50223267274234,B,0
Non-binary,None,Hispanic,17.65630967771062,-41.51731923772512,A,D,B,D,C,B,54.8484377815051,A,-72.94188999151523,E,E,-83.96716957421553,-32.87244365399242,75.16545533614519,A,1
M,Christian,Black,-13.874523289032439,-176.35126427997903,A,D,B,C,D,D,-161.81772754448474,A,-59.81647458103711,A,B,64.65133061274399,4.417839171678569,-3.8132083598705617,D,0
Other,Jewish,Black,-161.82393380095982,-59.634986678471535,E,B,B,D,C,D,86.92017552599033,E,-183.49325072344973,E,A,-37.26014530995535,-56.7175153754658,-31.300936643094573,A,0
Non-binary,Hindu,Asian,239.2654052516663,76.00862784362134,C,D,B,A,A,C,-62.849331849539226,E,46.778094042217226,B,B,-30.946184696539667,2.759954207139099,-52.17282502911848,C,0
Male,Christian,African American,34.48728898464573,-0.13412017925628753,C,D,E,A,A,A,-101.09612496698746,B,-102.24366727573366,A,E,116.55698248519926,109.8195955428313,124.61837423109192,C,1
F,Buddhist,African American,11.941527915300352,140.62529747190752,E,E,C,A,C,D,-31.478685009782232,E,108.50101444754512,B,D,105.82565780157776,40.33125840215465,25.870986548542934,B,0
F,Muslim,Other,2.8366664508536803,-11.46146228537981,A,A,B,C,B,D,-68.05513113501553,B,-77.85885443884099,A,D,-128.169556648542,17.102129712094737,-284.57228872666025,B,0
F,Jewish,Hispanic,-68.71556110261321,53.33346066507936,E,C,C,C,B,B,-51.49148328856273,C,-138.7134337426823,B,E,-24.475372885431042,-66.58092062088589,-52.36035301542231,B,0
F,None,White,-83.64948961255452,166.03751005017446,D,B,D,C,C,B,177.94783276430704,D,-0.8703124617837827,D,C,65.7660240529556,-96.64554401936545,4.9361482393755045,C,1
Non-binary,Christian,Black,-156.67213045521595,-186.75354732514936,E,D,E,D,E,D,74.84114602388514,E,217.07933016498467,E,B,-30.64351620604156,-14.804638466877504,-20.590373964395248,B,1
Female,Christian,Hispanic,129.92125641572818,-103.81767754735023,D,C,B,D,C,D,-66.01946621523453,C,137.00002028518293,A,C,-41.06873392571384,-14.522877902494516,39.9559481464004,E,1
M,Hindu,African American,-59.41186534063208,-1.2026767419982425,A,D,A,C,B,C,-45.56899195202831,E,-130.61617296508788,D,B,6.705676163617735,-83.51873871659382,205.34331630269503,E,0
Male,Christian,Hispanic,-8.261815690464674,-98.61507880198005,A,C,E,C,B,C,95.29579355523366,D,-6.804184353169777,A,C,36.90499836042148,98.51228344698873,-139.23254591835163,C,1
Other,Other,Other,-27.09117582999474,18.375083109856995,D,B,D,C,D,A,-130.08211434191975,A,23.414359460730306,C,B,-10.357296971425427,18.27482969924245,-10.715574311102145,C,0
Male,Other,Other,-27.80922553412269,19.820968994711723,A,E,A,E,A,B,-54.498669862647105,E,-55.89026560744696,D,B,169.74425401481437,40.498133424461955,35.699004510727676,E,1
Non-binary,None,Black,-78.38295119749932,-262.62366312126375,C,E,D,C,A,A,-121.3079446993558,A,-163.3194517233161,D,C,-22.989473552322565,1.5095085587137034,-119.97310822615317,E,0
Non-binary,Other,African American,-110.76517636664865,-86.22038473004797,E,D,B,E,B,C,1.1848149218554909,D,-55.529564936669665,C,A,35.81057136605475,79.93654106676394,-82.01845655469029,E,0
Female,Christian,Black,22.875903932887766,-190.3707830824413,A,B,E,B,E,A,-22.89208524202737,E,-193.21207555933256,D,D,-195.25376916520406,56.622270357757266,174.4814564997172,C,0
Other,Muslim,Asian,100.1945576030736,43.35130381694931,A,B,A,A,C,B,160.15776454665172,B,161.09064527368773,E,B,-246.6712757724677,-83.60453873929482,42.42076401581813,B,0
Other,Christian,White,-77.24071378180356,8.421230225547234,B,A,C,C,B,B,2.8471749274013325,A,-185.93954593571056,E,A,45.957667988529266,199.6378128743156,-54.21356624607677,E,1
Other,Hindu,Hispanic,-105.84422459385291,54.715026024389054,B,C,B,D,B,E,125.88912300974333,A,-12.391299462591013,D,B,-35.67066004628402,165.97538067724975,215.24498874453917,C,1
Non-binary,Christian,White,25.360825973677496,-112.34442654654988,E,E,A,D,E,A,63.01229021622532,B,-23.16836006876865,E,B,191.3412948721286,-87.68507140286181,-65.85234269479689,D,1
Non-binary,Buddhist,Asian,-60.22901641289396,-50.3530279201032,B,D,A,C,B,E,-12.586844834664216,D,56.38994348663174,A,E,-135.8134417650378,69.39758794868153,-87.22820689182464,C,0
Other,None,African American,-68.18898199643021,-22.630102505815586,B,E,E,E,D,C,30.35220448235619,B,-160.81978893406958,E,C,-32.55828255399473,-67.79904373276067,17.169493380371488,D,1
Male,Other,Hispanic,134.03307377299117,7.127067017656986,B,A,C,E,C,E,98.84317501274576,A,-83.95544700567413,E,C,-152.2388302365833,-102.78021859112005,1.2904115029911707,B,1
Female,Jewish,Black,91.88851797353821,-155.15254478689414,A,B,C,A,A,A,-79.84150646782243,B,-190.04736720814273,A,D,-92.90336135605523,-143.81247872845705,155.28528169450496,A,0
F,Buddhist,Black,2.2379306500105964,108.37881313462532,D,B,E,E,C,B,15.411838088959694,D,67.01106380096911,C,D,-84.38424262818604,-180.42534344716648,110.4274303721364,D,0
Non-binary,Jewish,Black,-129.33368452550144,82.18143962816369,A,E,C,C,E,E,-109.61141070981468,B,-77.21192002239314,E,C,67.53202240235152,188.94514016420538,111.0188416042594,C,1
Female,Jewish,African American,74.22885325429223,153.51879410573864,C,B,B,A,B,D,113.48820729104973,A,-6.281201562889718,A,A,51.66256451806789,174.68696889257356,-130.63713425293,B,1
F,Jewish,Asian,31.893033350665995,-65.02994991103517,E,A,E,C,C,B,-3.4122099031892965,B,1.8239333775706186,E,E,56.65531184708197,155.98490188069408,27.35428188742905,C,1
M,Muslim,Other,-146.82133091166287,-218.90026660603974,E,B,C,D,A,A,36.38480914101698,B,-15.844729225548127,A,C,111.78991819371369,-17.668361986207508,46.55536872432402,C,0
Other,None,Hispanic,109.15422339811556,-19.48844352602871,D,C,B,A,A,B,38.866244885979654,C,23.733583934470406,D,E,16.9639025765075,-98.56630202616373,7.333871441588744,A,0
Female,Buddhist,Black,-81.67277474977983,75.92608139988315,B,C,B,B,E,A,-79.48496207838683,A,204.00588726424184,D,A,-99.56680269176846,31.180476654759747,42.04891067234991,A,0
F,Christian,Asian,331.3664436062948,-237.88578960758025,C,D,A,B,A,C,-68.60934014587116,E,153.5172562328514,A,D,-45.60751554932494,-1.5676860169238125,32.834092121383186,A,1
F,Muslim,African American,278.1802343627156,-25.471246725999404,D,A,A,A,D,A,-0.11279969545670816,C,-75.33598389319344,A,A,56.9269708094198,51.92142424529158,-106.98715649552986,B,1
F,Christian,Asian,-181.03087222728726,-111.45108744039986,C,E,B,E,E,E,40.161236532744724,A,-46.67807937671123,C,D,113.05977761132657,-104.44157119224356,101.89894525865037,D,0
F,Buddhist,Black,-56.40869621684166,102.4671042076155,E,E,D,E,A,D,120.31599903942498,C,-48.33291974629363,C,B,-84.40081706522693,-188.88312078598432,84.23459119458029,C,1
Non-binary,Other,Other,-119.92817491926246,-95.98395248872359,D,C,D,E,E,D,-108.42649774180853,B,51.04389480534349,B,D,8.805084596673371,162.3794280585194,-88.52360439486571,D,1
Male,Buddhist,Asian,-71.18664630644021,171.34699744794997,B,A,A,E,A,B,113.37741560910895,A,130.29407604722664,D,B,-95.66215533805827,5.0026324655878165,51.84080387908014,C,0
M,Christian,Hispanic,91.63293957266426,-22.803176336170488,C,D,A,E,D,A,41.48203778601886,B,-105.49088297377291,C,E,111.82276265415835,73.1930502370308,-97.60309049738152,E,1
Non-binary,Buddhist,Other,130.12381766064692,-88.58303621342873,E,C,E,C,E,E,-39.72836143619457,C,-120.3682206158308,D,D,7.428392777561776,107.97418970265302,-13.586581216231572,B,0
Female,Buddhist,White,-87.91788536212934,17.37026023995025,D,C,C,D,A,E,-65.34417448782463,D,119.89099657660356,D,A,87.15473289915721,48.17703610568799,-14.016515662475001,D,0
Other,None,Hispanic,-140.1923104173712,-55.30771401208807,B,E,A,B,A,D,-234.28079390327787,C,12.379464953591144,E,B,-154.76724509575666,-111.64065262935674,-74.16793780215836,C,1
Other,None,Black,72.48038658154557,-133.12095930249507,B,A,B,B,B,C,6.043354439791354,B,-11.023598679520598,D,D,-114.2148958400459,-152.60767886161074,-132.93432086414305,B,1
Other,Muslim,Asian,-57.35152587053973,-9.557178332625856,D,D,A,B,A,B,-12.089890651751091,C,102.03941099151163,E,E,-111.12460149826751,120.95943073407315,22.99152666830811,D,0
Other,Jewish,White,3.5098108312323384,113.6514382648305,A,C,E,A,C,D,-40.33988665120183,B,-29.0070680756832,C,A,31.09208302881907,-131.97883992291403,-56.105870942833256,B,1
Other,Other,Other,-181.1048471798369,137.80476768106408,B,E,A,B,E,C,79.25459409404468,C,41.321180557705716,D,A,47.79784068925427,105.88980241881345,167.8534480799955,A,1
Female,Hindu,Black,18.38277082352664,-239.41538666773062,A,E,C,E,A,C,-207.42998903546757,D,77.5770502387214,A,C,18.31202298711325,-16.335999657784754,20.682270467450024,D,1
F,Muslim,Hispanic,117.97853875650269,-135.5007509149573,E,E,E,C,A,E,7.220128979580598,C,-88.73344383184714,E,E,-206.76629189918856,-61.137278958173816,-123.99190563738,E,1
M,Jewish,African American,-6.60055115643789,43.91862181275747,A,A,D,A,D,B,6.063930252057473,E,-125.2828510582218,B,B,-24.04472829585559,-12.291332801501314,-14.484011157851207,A,0
Male,Other,Other,281.5700469491857,-11.505948265984038,C,E,D,A,D,A,104.34138566590204,B,123.66551820226697,C,E,149.59980883167282,-32.25408253986333,55.921774984834414,A,0
Other,Jewish,Asian,5.213069076283765,102.87459122936768,C,E,A,D,D,D,-94.42955975375492,E,31.051486686080516,C,B,93.25585912035844,41.41377104883625,-26.152647313673118,D,1
Female,None,White,76.94935347270503,231.03737093324912,C,D,A,B,C,C,190.87476501235753,E,100.29420170369572,B,B,23.927598892078763,65.1219666732676,162.92018719554275,B,0
Male,Buddhist,Hispanic,100.85360550612353,-161.6404919302857,C,C,C,E,D,D,-35.4605065809678,C,-14.025577910510531,C,E,-50.602382582229296,-11.605458628879749,-101.6392360624965,E,0
Female,Jewish,Asian,107.77101157570243,210.8321166474025,A,B,D,A,C,D,79.32275117427362,B,11.915533556911358,C,E,152.75325755193535,22.43445227407464,150.85334204679657,B,0
M,Buddhist,Asian,189.98940930177045,-243.1242468368477,C,C,E,B,A,A,18.467384442073907,A,-70.28601971499246,D,D,121.73238583139572,73.0029526892553,-85.27213764694176,E,0
M,Hindu,Other,117.52806677189747,164.3635939017621,A,B,B,A,C,B,-73.63573145949492,D,-47.54982092907342,E,C,-61.95361186385719,92.54359535195104,-51.08309485771909,A,1
Other,None,Other,104.4391402554336,50.62111144872631,A,E,C,E,A,C,139.98990020884824,E,-257.5060960732245,B,C,-47.52462632788494,-29.346468269763935,135.56463946325977,B,1
Other,Jewish,Asian,-129.52849470578406,-21.861943506652747,C,E,D,C,A,A,6.9390464890911066,E,-22.929897050036683,C,D,-7.354540787538595,-100.25756089804617,213.26287322095894,C,0
Male,Christian,Asian,-0.9185433185185785,-35.3163964448901,A,E,D,C,C,D,6.616537145480976,B,-11.003788809698108,A,E,-139.77021979191576,-96.78692538452333,17.47485143693534,E,0
Male,Other,African American,-50.24101168250152,23.514962115066755,E,A,C,A,B,E,15.968705136741324,E,150.9250190571007,D,E,71.10060027653456,-200.8412570106473,-112.10749725344525,C,1
Other,Hindu,White,-129.8479336882293,-25.121266350022264,E,A,D,A,E,C,69.99093390164266,B,18.811970236258418,B,B,64.34036222841931,-24.563768810814004,-115.83082484589782,A,0
M,Hindu,White,30.782572249911144,82.10817239376692,D,E,D,C,D,B,-142.54682137029303,A,22.021850144996797,A,B,1.7839777544140154,35.94694754106905,33.33598693282344,B,0
F,Jewish,Asian,120.70241763192271,30.226739280443983,A,A,A,E,B,D,7.347774174224531,D,-86.58551142521799,A,C,-156.8848774174956,201.31335813508443,-6.890658688992433,A,0
F,Christian,White,17.608832722983504,77.63866746755555,B,D,B,E,C,C,22.03605498073249,E,65.48008906193387,B,E,-32.67631310438804,172.1633338373778,-252.96681916283603,B,0
F,Buddhist,Asian,-58.1245458438724,256.0135328662617,D,A,D,C,D,E,-34.09868543323225,E,152.21627471295392,E,A,-93.40555305339483,-117.4885009941762,-45.94595949785555,E,0
M,None,Other,-13.64840582657309,-48.54546450589878,B,B,B,A,C,C,-83.89475145216389,B,-48.12619675344529,D,A,-114.12324793819306,59.31143162367054,56.67780924785848,E,0
M,Buddhist,Black,88.18675377719032,-57.476717282742776,C,C,B,E,A,A,-114.60332108988442,E,-79.37438313600657,C,A,-116.63386760936778,-37.58203230564031,52.351862966999775,C,1
M,Buddhist,Black,88.83630683662703,57.468229469940205,C,A,A,A,E,E,132.68056133066347,E,-126.53499916796305,E,C,39.79094256697708,-119.7268362761653,89.935550133321,E,1
Female,Hindu,White,100.19763470597962,-4.211565579057264,B,B,E,C,A,D,30.343021757450334,B,109.68979589904522,A,B,43.95179805685743,160.87262772891296,-51.224035713127435,A,0
Non-binary,Other,Hispanic,56.62952014669017,2.1227082182660046,A,D,A,D,D,E,-125.07717492109371,C,29.191422897798148,B,A,-34.81949809803886,49.61001685592855,47.84549577431847,C,1
M,Muslim,African American,-219.60562945707608,155.53822698893737,A,D,C,B,A,E,-97.91148463941832,B,-148.6197686898379,A,E,-116.018025391462,71.69187133326876,45.95599298894652,D,0
Other,Jewish,Black,121.7320493527018,-20.404763586492532,E,E,D,D,E,E,172.72754178973267,A,91.982270073143,C,C,-79.00295037857762,179.27773448622898,10.021762234554146,B,0
M,Other,Asian,-268.1302234852061,-18.363117348418868,C,D,C,A,C,B,-64.79199599322692,C,-34.98980934638306,A,C,24.910293574699935,238.1571965144333,28.264704716876597,C,0
Male,Muslim,White,-49.76383619341084,10.198198800010907,D,E,D,A,A,A,74.71993350131741,A,-38.16085469376477,D,C,133.18480175730625,-83.17763276545428,75.07665303510832,D,0
Non-binary,Muslim,Other,208.4703967658563,110.63648348352193,D,C,C,B,A,E,61.830283700595466,D,4.657948106842232,D,C,67.72691658907969,109.39904052252238,175.2091007357116,C,1
Male,Jewish,African American,-15.650921521153435,-14.76847450267208,C,E,A,E,B,E,37.763245879052306,C,-80.33184311405036,E,D,54.132531902809575,47.311130407605816,-189.0246389898697,C,0
F,Muslim,Hispanic,-81.58603369570213,61.62320991710669,B,B,B,B,E,B,27.61078542205987,D,-21.01009755166928,A,C,-80.2394957508431,64.61323721621281,116.42142605613593,A,1
Male,Other,African American,175.38180372109423,-21.15132055474991,D,C,B,C,D,E,102.03765626292613,A,-38.462989174947275,C,B,-1.8432693821674797,-104.55317507823439,-77.95981022053877,B,1
F,Buddhist,African American,-2.516852094725888,-105.0985442264921,E,E,D,B,E,D,146.6652143002889,A,46.360204679332114,C,E,31.127251508804342,-149.9212029667378,73.17009269264909,E,1
Female,Hindu,African American,-138.2706554043464,40.025986356762374,E,D,B,D,A,B,-61.905727115524996,D,17.237742775770318,E,D,-107.37624027220704,20.41156975427437,35.23815903196733,C,1
Male,Jewish,Asian,34.89708256864853,138.98868826314333,A,E,D,A,E,E,39.42716696695321,B,-55.40587727082878,A,C,168.31914101821621,161.31700881410103,-105.80994531663181,C,0
Female,Other,Hispanic,-37.64895135340279,-76.35873257698616,D,B,E,C,C,A,35.05306671328448,E,-52.8935025290289,D,C,174.94368375255064,-57.414595321631104,-105.12723398375854,B,0
M,Hindu,White,-254.43943702068515,-111.51152335610837,A,A,D,A,D,E,43.59545693526476,D,-68.08595231199942,B,B,-40.73430668216695,58.137294522991525,-118.63385535026192,E,0
M,Muslim,Hispanic,15.156964930819704,-40.32064199993144,D,B,D,D,E,B,13.593752965765619,B,-189.311956066631,E,A,-7.234727941230005,2.6590071091015672,93.76213446770008,A,1
M,None,White,-2.658964471154796,31.057042715544274,C,B,A,E,A,C,-66.59279917431313,A,134.27873713871887,C,A,30.375809871155212,-100.14137322054847,-90.4820664338934,B,0
Male,Buddhist,Black,-179.93590964383287,33.24699501701105,E,C,C,E,E,E,-107.92746499445538,C,102.30445866066435,C,C,-86.82298856693082,-18.49652388828272,12.19251277753974,E,1
Male,Jewish,Hispanic,93.3064797674744,150.0951339122366,A,E,B,E,A,A,49.772795307768355,D,86.22274701038174,C,B,-50.1827972834334,-31.617664968779085,14.757861393626548,A,0
Male,Jewish,Asian,-23.193047281595256,-114.73070725148014,C,C,B,E,C,B,-76.03720425182213,D,26.499091185149798,E,B,118.37528241203788,50.066789388816666,-68.73111701316104,D,1
F,Buddhist,Hispanic,-108.05110769867746,-32.62859506646023,D,D,C,E,C,A,-84.73297046040061,A,113.10347947680246,B,D,-38.81593314072699,-64.38534591420856,38.11541246923955,A,0
Non-binary,Muslim,White,-8.073144792317573,-38.92601487105367,C,A,A,C,B,E,-84.97035808062553,C,-32.783712064894154,C,B,-144.2762921840386,164.49460204347736,-2.8307940300151575,E,1
Non-binary,Christian,White,41.27500518340007,8.981083840390289,E,C,A,A,E,B,173.4980212143763,D,-58.39490067401141,B,A,-46.62095744517005,11.120862909853606,185.15381475818882,C,0
M,Christian,Hispanic,-128.879866328313,100.60821052850639,D,E,C,D,C,D,-200.78614939095706,D,-24.094645458527832,E,D,16.402041456875306,-70.55143792629796,60.70693731171022,B,0
F,Christian,Black,31.049592468367198,-112.94393132014568,D,A,B,D,A,B,-85.93672317876168,A,76.22567897598655,B,D,-185.23620938108235,-85.08514861580807,146.45983408011767,E,1
Male,Muslim,Black,1.9433949564129134,21.675011370131376,B,D,E,D,B,C,-94.43300251956921,B,170.16616400765093,E,E,-297.3437896601404,-93.09618626536235,8.780511163009942,A,1
Male,Hindu,Black,70.01404368754689,73.1444184431883,D,E,D,E,B,D,133.2954619938056,C,20.593982885029536,C,B,-81.55812945111163,-79.26613154841392,99.17507157614095,E,0
M,None,African American,27.63776285729093,-59.918190860122266,D,A,D,C,C,C,73.18131285287298,D,35.398378651000925,D,C,-136.90378580099292,-2.428854907899197,70.24812117771575,E,1
F,None,White,109.38177513401828,58.01632763689568,D,D,B,C,B,D,118.9049188465923,D,66.83069817232955,B,E,-115.32254683263841,64.84130853330832,-7.4825795730277065,B,1
Other,Muslim,Asian,-26.355626045780262,-92.94375436237694,A,A,C,B,D,B,-61.81514347381839,D,-28.96190042336962,B,B,-8.233202185977264,228.16575424538166,159.75231001703833,A,0
Other,Other,Black,-47.98244945129254,-67.35490528919293,E,B,B,E,C,E,-0.12592175031056826,A,-7.390373748644322,B,C,17.479907450480983,125.3205518764299,79.22677088553381,E,1
M,Hindu,African American,-101.01434687323764,-9.89981662978839,B,A,A,B,C,B,41.07125971860969,C,46.181337182446946,E,D,-47.394351625507625,184.71803257173937,65.05382347578626,E,1
Female,Buddhist,African American,34.77850351918818,-34.875722632611,E,B,C,A,A,A,-230.92003696932554,B,98.38210641475295,D,E,-184.57689488880015,8.228534558868603,-35.258256087522646,C,1
Male,Jewish,White,85.2370174187641,86.53607140542452,A,C,B,B,C,B,-166.01633204478352,A,-7.958415174047732,A,C,234.0238186015224,-57.952800401876445,47.40553294244457,C,1
F,Christian,Black,-187.33211498341277,-50.142402918719675,B,A,C,B,C,C,-38.17746291693499,C,-257.28933334537777,C,B,30.70024651344678,8.596278461826671,144.41787128413634,D,1
F,Christian,Asian,-95.53064523647919,-36.96387842170503,E,D,E,E,D,A,88.23017183014318,D,101.8322284036667,A,A,-45.847959949831,-123.24976017619554,-114.30876386159665,A,0
M,Muslim,African American,-166.21422912369889,25.884727596518747,E,B,A,B,E,E,86.99762785266245,A,48.90530226777345,E,B,45.959089974897076,-33.573192736137045,82.47277013479555,E,1
Male,Other,Asian,58.254551721719984,4.961775733189178,E,B,C,C,C,E,-112.00460405047725,D,-156.2641658092647,A,E,180.50710204369688,-61.03927005787539,102.75745540417498,E,0
Other,Hindu,African American,69.08980664359349,-179.72010029556017,D,E,A,B,B,A,-100.55524164814985,C,-146.01581271492685,B,D,-147.03688992151368,103.56379278928345,126.97695698919685,C,1
Other,Christian,Other,68.13211441707584,205.5899300543389,E,B,D,E,C,B,92.04671975060046,E,45.330914706751315,B,D,71.23761076664802,-124.99172968560879,90.88223152785318,C,1
Female,Jewish,Other,-39.075882250782676,-55.49674579347933,A,A,B,D,A,A,-100.56179148117725,B,112.3948247195033,C,E,5.513629283190236,-110.86048256992551,-27.932107880630642,A,1
F,Hindu,Black,155.2536405639612,-45.08076934227455,E,B,D,A,E,D,-173.57312648281305,D,-40.63677223532239,A,E,-101.37446616911936,81.29121494913686,222.7562281655671,D,1
Other,Hindu,Asian,159.81666550631505,-4.175465398770952,E,B,C,A,A,D,40.55491028923976,B,36.16836403033146,D,A,98.85703804548152,-27.49053780662345,-128.0613054333534,A,0
Male,Christian,African American,-16.573800125528514,-206.34836595708657,A,A,D,B,D,C,56.712259087437225,A,-68.26275068894574,E,B,111.43452004539407,65.8060798602605,38.461084902927944,A,0
M,Jewish,Other,-189.62679261879168,-135.13327292246623,D,E,C,B,B,A,140.32607280361623,D,-45.06349257997878,B,A,-34.06512309322509,37.76206520492234,2.035289257531566,E,0
Female,Other,Black,-230.13370794106348,12.217374136782778,B,B,D,A,A,E,93.33293272321693,B,64.25134308553878,B,E,16.066776646496862,-154.66262554313397,-144.54370546167084,C,1
