civil_status,sexuality,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Widowed,Homosexual,Hindu,-21.937874300111947,-71.97009539762492,99.72060929809541,-198.62333855181956,69.51429926041229,E,C,-19.206550407029177,A,D,C,C,D,-16.37114853783757,1
Single,Homosexual,Hindu,144.7277736493678,-14.546250273285516,-121.07376216251559,-78.17594292058078,15.060956908121314,C,E,33.686663277685795,D,B,D,A,E,46.94543149431569,1
Widowed,Homosexual,Hindu,139.6535655341896,106.69401093624826,-128.0291733634014,121.99824796690422,7.926774345669299,E,D,-81.91070807983961,C,A,A,C,C,27.071663981934517,1
Divorced,Bisexual,Hindu,-121.11419748785192,112.62082605370874,-152.6118433194635,-32.523107612306944,-62.454147201887544,C,A,-132.8132931296851,C,B,A,B,C,-166.12743258792077,1
Widowed,Homosexual,Christian,-53.381040263579095,-163.88560097873724,23.021210083760195,-103.88828760050882,104.16463394217497,A,E,-161.07206275211746,E,E,D,C,D,23.53454823841734,0
Single,Other,Christian,83.67706063371261,-21.407777306339767,105.99412889481145,-40.837290327540614,-57.90743582314827,E,E,67.48505761870594,A,B,E,C,E,-41.5057602968652,1
Divorced,Homosexual,Buddhist,-21.281950614729844,-111.13897716115886,1.0218514426164929,-53.49247952250429,-2.961215353985825,E,D,92.45016340747915,B,E,B,A,C,-99.18075601335661,1
Divorced,Bisexual,None,-15.34451621314132,118.07866241145265,-13.290795235339894,-177.4707633787023,58.623572445387694,B,B,19.33178436303523,E,C,A,D,A,-0.4082768760426166,1
Divorced,Other,Hindu,-85.29882349543276,-114.20138524601636,20.17886934154534,-0.9409090061209149,-59.88402112865715,E,D,-65.27861106629115,A,C,E,D,A,72.39624261935838,0
Widowed,Other,Christian,51.01190711512885,-97.31018583403905,-0.6377343606681524,-76.70186172822456,18.34408337555084,B,A,-1.3709848249921635,A,E,A,A,E,-18.574584949530074,0
Widowed,Homosexual,None,45.7668671676199,178.57305648113282,-23.144224961796585,-131.80290550291554,-90.77971670387758,D,A,-11.549364732320472,D,D,D,C,D,35.75789665224487,1
Divorced,Homosexual,Hindu,-202.0309705800545,42.806683030640194,-49.17634390962122,6.530667438386898,60.395295998278606,B,D,172.28257508987937,C,B,B,A,E,31.255831094403142,0
Divorced,Homosexual,Christian,-7.10585430276936,-101.93750769049308,-3.1514227201086027,30.94801137743728,-231.03158254361819,C,D,-41.581147451177884,D,B,D,C,D,-201.1861611063721,0
Widowed,Bisexual,Muslim,-98.97940740148462,-115.13324017897915,-103.07916745080281,-64.93341372167907,33.033533806417005,C,E,-39.79293408893622,B,A,A,D,D,-201.13815874930415,0
Widowed,Homosexual,Muslim,-96.56814079016404,-131.7037473230297,74.47515662008412,86.7201232171786,161.24790177930416,E,C,19.651644386642435,D,E,D,D,D,135.13773853773756,1
Divorced,Bisexual,Hindu,-71.53256782955613,36.15800445547712,69.50157855266517,85.88524789278233,160.49227739404202,D,C,157.16474331517583,C,D,B,B,C,-26.842061672684586,0
Widowed,Other,Other,-15.677141576746138,-130.06577062388584,49.96346775239351,110.02464861910025,-69.71084389342691,A,D,-15.096560517483052,A,A,B,C,B,119.64631954702045,1
Divorced,Other,Muslim,-48.83372296136091,131.59639591925577,-134.13839725878455,-31.012183752637394,-0.7493908956674845,D,C,-2.7023399096747998,A,B,B,E,B,-79.23270670667026,1
Widowed,Other,Jewish,121.9408820899411,166.92835791399858,21.220571885610468,-25.57383000425873,-36.093016118131594,A,C,-93.27992509882745,B,D,C,B,A,-98.90629903472949,0
Married,Homosexual,Other,90.28707708547267,-56.35481478685374,-9.978912362526735,11.104287907149816,-65.55532071196612,E,B,54.077087296529825,B,E,B,C,C,129.1878334969387,0
Single,Homosexual,Christian,99.51852979257932,88.61411044316962,190.84719717335975,71.18277229914956,-5.622774161921434,E,E,114.35255703031135,B,C,B,A,E,-17.936108625515885,1
Married,Homosexual,None,-115.26589153464867,-21.623293689425495,-138.7240144419526,-2.8613144849344523,-295.90986236860795,B,D,-110.94856202041801,D,E,C,D,D,-241.96243799358564,1
Single,Other,Jewish,66.05248118515986,27.756572247128403,1.6199247693736107,130.328121372581,-12.145082957374893,B,D,-115.01657970009373,E,A,C,D,A,-6.284550789706198,1
Widowed,Other,Buddhist,16.174706129726207,-73.94619572243843,-169.99865803831173,105.1828816375482,95.63482126651007,A,B,35.644975149282644,A,E,C,A,B,113.66801957254025,0
Married,Homosexual,Christian,31.718765451490842,-66.88472353352799,-46.15039033709433,9.433644225582189,44.61517725653892,A,E,-51.71376099036274,C,D,E,D,B,64.32694278312101,0
Widowed,Bisexual,None,98.75559083093519,82.59117815214192,-27.489222513692507,-60.229740638163385,-30.69298373822596,E,E,-48.10096269128961,C,A,D,E,A,65.8824594829366,1
Widowed,Heterosexual,Hindu,91.41944513494786,22.848204344014082,145.14371552969635,14.296860280565785,38.8500090990745,A,E,10.217978278012371,E,A,C,D,C,24.34703676668437,1
Single,Bisexual,Buddhist,-79.94745914474068,100.91427878995046,112.19857994911091,50.14810083347157,-19.583646681898585,D,C,-54.38309771696891,D,B,A,A,C,81.39024703715866,0
Widowed,Other,Muslim,-15.159816316472558,71.4509424766778,8.61857969780911,68.05981464163841,-134.198814980804,E,C,-205.92028519456704,D,C,A,B,E,29.648268411219387,1
Divorced,Bisexual,Buddhist,187.8163656419408,-30.285605038830738,-36.91911790445862,116.87027150540474,163.4936954091029,D,A,63.28148647002716,E,C,B,C,D,-177.5646679523899,1
Married,Other,Muslim,51.38294399792422,-145.33840449308133,-125.21878622376464,-184.7135357482156,135.94039927525253,B,D,-80.69344882218053,D,B,C,B,D,-39.55043695894119,1
Divorced,Homosexual,Muslim,-82.67723141285,-48.85828278678067,44.369902032266,-47.88154763225838,-31.839704870478208,E,A,18.655553520295864,A,C,A,A,A,117.51281201571844,1
Single,Bisexual,None,217.9418361557364,-123.65343610362696,141.72246805078356,-103.85627887363285,33.017426090319404,C,D,-25.26185597700425,A,C,A,B,C,-1.41049645258989,0
Single,Homosexual,Christian,133.44592929520078,86.99480244927652,82.14726163701927,43.92145143533752,-123.32659555321723,E,D,-19.026470118230897,C,C,D,C,E,182.27096955447303,1
Divorced,Heterosexual,Hindu,99.82838493712332,-55.96084997462773,-51.689766949872286,-26.24501214607056,146.2717899725456,E,B,136.84880195244875,C,D,D,D,C,-120.54892326133097,1
Divorced,Bisexual,Buddhist,-99.4238408497224,-12.524133642439692,-65.08250378811339,-52.96476103559867,11.713202434076202,C,C,89.15300858906875,E,B,E,A,C,48.365122480767816,1
Divorced,Bisexual,None,-5.206639296988762,192.11992868309483,-165.08776567140617,77.75961175135515,-25.313935092977513,C,E,-193.37280653813605,A,B,C,E,E,-12.309903749389408,1
Married,Heterosexual,Other,-137.22718310254712,-74.50652882021387,-103.08652030799996,43.62246099516777,114.1043924592374,C,A,34.72985006349392,D,D,C,B,B,100.58016763314752,1
Widowed,Bisexual,Christian,46.33280893933678,-138.2383507288885,-93.36743248875251,-80.31119058115446,52.52251835502487,A,A,-26.8726457175399,B,D,D,B,A,-123.0108536267545,0
Divorced,Heterosexual,Jewish,-128.20452792465704,-240.00882959958386,-35.69506652616292,-41.16040035943614,-26.458226742267932,E,B,100.16959942649615,C,D,C,C,D,-141.51300109900723,1
Divorced,Other,None,124.62054353715466,7.133113820364597,-60.10705273938116,53.26777881618274,47.045988618010846,A,A,-36.19400646735429,E,B,B,D,B,-70.29837988517892,1
Widowed,Bisexual,Jewish,-65.31636272160256,-22.04364298754872,85.41575377946997,-40.39137205684445,-82.8808858101447,A,B,-82.19247048413445,E,C,C,E,A,74.95171143715703,0
Widowed,Other,Muslim,146.23428623064117,53.239836477541004,-141.13389031854118,-4.115748490775326,89.7273466377812,B,E,-205.18514900050428,B,E,A,C,D,-2.843594621998425,0
Single,Homosexual,Buddhist,-67.56609321255004,128.08377528594175,135.54749457335612,-59.97902839115421,133.19714823563245,D,A,-15.809838342725794,D,B,D,A,E,46.695535314799386,0
Married,Heterosexual,Christian,-122.77022695553856,30.363943810980594,62.75264403081192,2.7768396560475233,78.91321779124786,D,B,-67.78824487322265,C,A,E,B,C,-104.32341637098874,0
Divorced,Other,Christian,-25.25471246257766,66.28803373259234,165.77810213579474,233.91907978238743,-165.8761988728364,B,C,-30.66509233985529,A,D,C,E,B,93.10797304958125,0
Divorced,Bisexual,Hindu,104.73404936250049,-134.8789010583545,40.938422936863006,-33.80344733727248,-41.83930216729721,A,C,-24.644419744239183,C,B,C,E,C,-116.35233034589017,1
Single,Heterosexual,Buddhist,-27.475590926342313,120.65324465581146,-68.921146168327,95.36833380033491,113.97436432098682,C,E,-58.3948855917658,D,D,E,D,E,148.13804687613973,0
Divorced,Bisexual,Other,108.57008803041455,-180.98675597839633,-198.29140950135366,8.16090899476103,-26.856243790134776,B,C,38.419958395842855,D,A,E,A,B,-6.9316272079577415,0
Divorced,Other,Muslim,-37.43379832790557,101.55497999949554,-158.18596177694485,-121.36546604223572,-102.00318821130057,D,D,107.82086288748573,A,A,A,B,E,-71.73526536821612,1
Widowed,Homosexual,Buddhist,78.28048440784137,202.41070573975804,81.84992640189456,294.5508429078844,27.996602265114923,B,B,122.36229574196442,B,B,A,B,E,-113.83951061346424,0
Married,Heterosexual,Christian,88.68933249864172,-84.58114567982135,47.787309319992275,98.88448880345291,122.21876087786585,E,B,157.8895480403151,A,D,E,D,A,-80.59089659858674,0
Widowed,Bisexual,Hindu,-45.10823994604739,-108.13014545843458,14.19119336842635,-117.76445981451256,-21.048397743142832,B,D,74.75713567271058,A,B,A,D,D,-23.774491641882083,0
Divorced,Heterosexual,Other,148.04294974299637,-107.43126259625878,-100.61280175986569,72.18114278744942,-41.80522792749434,E,C,41.36137257861821,D,C,E,A,B,96.52165323033917,1
Widowed,Other,Buddhist,111.31826148196487,-12.408033993145487,-6.83806159808973,40.08136687182541,127.4735742193019,B,D,27.070580695119776,E,A,A,E,D,121.75671099241214,1
Widowed,Heterosexual,Hindu,51.928894635340036,-45.743437993308014,-119.01105062600763,42.00596477062362,120.02009598973072,D,C,37.20444490500302,E,B,A,E,C,14.705188214335788,0
Single,Bisexual,Jewish,62.023648417633105,-174.48343493517507,-69.74446358875547,64.86449040452524,192.6016287448867,D,E,-64.14907514623576,B,E,A,E,A,278.1451630259227,0
Married,Homosexual,None,-70.64281450621543,67.1537819534154,88.85247909301198,-36.204907609399015,-100.17454933995474,E,C,-203.2002869715109,A,A,E,A,C,-184.8046013638724,1
Divorced,Bisexual,Other,-53.187625392583094,94.17942416468915,56.84906449944196,-173.15587254490396,55.8293585923052,E,D,54.179314395153746,E,A,A,D,D,-169.88897427396358,0
Married,Bisexual,Other,76.180640042437,2.4180721446475393,97.44385620994149,43.51516213263539,-37.585763059204346,D,B,73.79546760480879,D,D,B,C,E,-44.52971639550753,1
Single,Bisexual,Jewish,-144.24896628729329,118.60532964731209,-96.48164930690942,-41.230490818991676,240.93526732884644,A,A,48.77832106027523,C,C,E,C,E,-167.06396948724304,0
Widowed,Heterosexual,Christian,0.9301308929911384,24.099004707658587,-4.782634265401882,52.06558165617054,-64.03112307706256,D,C,-70.26674121452776,E,D,B,B,A,-24.55648449948815,1
Single,Heterosexual,Hindu,-164.33459585859907,77.54773365285546,113.95123887364214,-9.27671367265266,194.29056633245645,B,E,46.94977550171906,E,C,D,B,D,-55.64258048962954,1
Widowed,Bisexual,Muslim,-66.8084213510725,62.485800233700516,-55.790792347482984,180.07122846801863,56.349134148206595,D,A,43.7981167821874,E,E,E,D,D,11.779495235758214,0
Single,Bisexual,Buddhist,68.69996204686773,-32.780602051874816,14.633618235730367,-183.97063440558776,72.37990435766606,C,E,26.621272753327563,C,C,E,E,A,-59.354634234280276,1
Divorced,Other,Other,108.59283475310144,12.956497319662827,-117.670262287926,-11.345187066592759,23.3266036298847,D,D,-67.95111300534441,B,A,C,E,B,-57.221800195480874,0
Married,Heterosexual,Other,-99.83327736495733,108.5789940516275,-137.14106563404283,59.11609703869273,118.30176912817483,A,C,8.228708904825584,B,A,E,C,B,42.014541823990236,0
Widowed,Other,Hindu,178.4385046326677,-97.28327624545967,-9.42940073527282,37.686630518347684,127.40306446219091,C,B,-69.88257361523557,D,A,E,D,D,247.89233571948648,1
Divorced,Heterosexual,None,4.0194254196323564,62.66454776102592,-229.23127092264352,27.49319137778656,-139.9211813177231,A,C,79.66614737434955,E,A,C,B,D,70.71750723272086,0
Widowed,Homosexual,Christian,103.74310632193993,211.0662034803709,-84.63790108900608,-139.17838737312712,32.85791644534119,B,E,123.1224636035815,D,A,D,A,D,-48.30145540927418,1
Single,Bisexual,Muslim,127.70541674280167,33.47338372741312,21.948665205228917,114.25374894988866,-163.38422243759393,E,C,-7.815393871332656,E,D,A,D,E,-20.936777432697916,0
Widowed,Homosexual,Christian,-57.47914230143797,42.20045871510617,6.299341779700356,-165.57454691105033,38.93342492280812,D,A,-19.293011757785504,C,D,E,E,A,-117.16599382497233,1
Single,Homosexual,Jewish,72.42417464299122,57.68201120776385,26.265253503288804,-5.0107553863883885,23.490007956952912,B,D,71.41104091581411,B,D,C,C,A,81.7082563055477,1
Married,Heterosexual,Jewish,83.14477229089943,93.16523419528005,-45.612148672485844,-3.920359171687177,65.39591773099994,C,E,98.78575044069021,B,E,C,E,D,-24.76072207626322,1
Widowed,Other,Buddhist,0.7889225795596908,-208.6561647974658,-3.240643207771485,58.79915618555734,169.68795220526508,D,C,-106.84715256978723,D,C,D,E,E,-15.808018593655406,1
Divorced,Other,Jewish,169.78858517175442,2.9296681017020583,-34.4190313016281,-58.66072894079113,-222.8875645674533,E,B,13.626488640290631,D,C,B,E,D,-116.53813115103794,1
Divorced,Heterosexual,Other,-56.37217485047833,-8.741904531480541,109.88277137153553,76.69825137349197,140.89867857843223,E,A,-92.14698015237806,A,E,B,A,D,-34.28954859659521,1
Divorced,Heterosexual,Christian,125.40644160809731,-183.58175034284562,161.14052203737324,-75.08902333042856,-32.58533299725247,E,E,55.41358928820923,E,B,E,D,E,-136.92159820568764,1
Married,Other,Buddhist,85.66978601864844,-7.990891215130406,62.23778840430933,135.9868074087034,71.22127675223884,B,C,88.90148555974184,E,B,A,C,D,88.50365590526134,0
Widowed,Heterosexual,Muslim,85.80413694609696,12.094158671026477,48.55521434476938,-70.41606494246527,-111.48373908012647,E,C,-4.229755515264729,C,D,E,A,C,-88.26286042011053,0
Divorced,Bisexual,Buddhist,-7.11868813058652,19.012310478147825,138.7334368520314,140.6054736489804,22.156118094830884,E,E,-80.65597941006743,D,A,B,A,A,65.26039916923196,1
Married,Bisexual,Hindu,115.67366900449456,-104.67668537970167,-87.28818772629764,117.06139967812443,110.71731170285155,E,A,70.21115652310208,E,E,B,C,B,-130.10785420775795,0
Widowed,Heterosexual,Other,183.32989217225168,-7.765243912180096,98.93041574066011,-89.57060421197552,-43.20429201227075,B,D,92.56894020428982,D,D,C,B,E,-45.740752923401985,1
Widowed,Other,Hindu,-79.56156119916635,-171.89780662077933,38.99724604510093,50.145600686591926,66.97977548493444,D,E,-25.948606517273014,D,C,A,E,A,55.30634600539581,1
Divorced,Bisexual,Muslim,107.12935950263565,74.19664980138002,83.51864977779296,-8.403350298803286,47.06351577558692,D,E,37.26785840929529,E,B,B,B,B,-119.37412236156493,1
Divorced,Homosexual,Jewish,-78.15492183720053,-63.16348998416637,113.80150418331041,167.39869750667603,-61.30779364265526,C,E,21.334502120034347,A,C,A,C,A,3.265591851443681,1
Divorced,Bisexual,Christian,64.39549401263301,-13.77415134237171,-109.90787071205304,1.4587694125649031,161.54587210286505,C,E,68.90226777019231,C,C,D,A,D,2.1881169272683083,1
Single,Homosexual,Muslim,-25.001601515136407,42.77885178233267,-83.66830291229124,55.42846630509574,2.7088571395847287,C,C,26.377130294184,D,C,D,B,E,36.96987227030171,1
Widowed,Homosexual,Buddhist,-161.09138315456696,1.2391992366141957,-199.4218728728195,-33.760593859501945,45.33779085224941,A,B,-93.90780524715599,C,C,C,C,B,96.11502648520457,0
Widowed,Homosexual,Buddhist,86.1404125659993,-51.96650035080253,-81.44664494725198,252.77211602520754,54.42141320342382,E,D,75.77895132101892,A,E,D,E,E,71.53551639906466,1
Single,Heterosexual,Hindu,9.226312239452449,61.45561523904982,139.51025539720868,13.302861929184079,39.705344593762945,D,D,174.2886129751254,C,D,E,A,B,6.869925209722481,0
Married,Heterosexual,Buddhist,150.0765800897917,-206.56666170680276,-109.8337033978164,45.74814329228553,28.989573864264944,D,D,43.016720406170535,B,E,D,B,D,140.44406251308317,0
Married,Bisexual,Hindu,117.02714225237156,-168.32820836305012,-71.26920164108276,176.15833011388722,-66.57962889144446,A,B,-80.54667924137095,C,A,B,E,E,25.78521843854978,1
Widowed,Heterosexual,Hindu,-4.938877877120184,37.38532370652203,229.20937720594736,190.35062088106807,-131.0871708010118,E,B,-46.234470497703185,C,C,A,B,D,80.48939960829759,0
Divorced,Homosexual,Other,-311.1059519227677,-24.931710296248568,-61.17961166361052,-160.91566329633517,-21.19259224300446,C,C,-172.81073026452225,D,A,E,C,B,45.8705058478151,0
Single,Other,None,-250.62917924571954,-95.17152415691858,60.303557710229505,-103.61905092058852,-67.43805005592661,C,E,126.72581368198131,B,E,E,E,A,43.863739499265755,0
Divorced,Homosexual,Jewish,118.26058366216716,-149.52743056076494,41.414334340408956,64.40189116272366,98.87801515124535,D,B,25.566967158607778,E,A,C,E,E,54.921350760882405,1
Divorced,Heterosexual,Buddhist,163.6240556254699,148.38750383726423,117.8063543937385,215.61882293703195,-8.575544563476122,E,E,31.722597350770176,D,D,C,E,C,41.02145096229758,1
Married,Homosexual,Jewish,127.53800768694137,113.03678694611285,94.36265549619812,105.62949530027814,24.225762077179457,A,A,104.65575443570398,C,D,E,B,D,-75.53442568982366,0
Widowed,Bisexual,Buddhist,69.64450015418583,20.970846137285296,45.31707432836518,62.7400062211353,33.26483150674102,A,B,58.81538510833379,B,D,B,D,E,102.03871156750151,0
Divorced,Homosexual,Other,66.58871924334852,39.741464452135155,135.51706313765527,75.12887511674683,41.29705088797555,D,B,-21.241402929020083,E,D,C,D,C,184.2704362734193,0
Widowed,Heterosexual,None,140.00565461889906,-23.43935637265524,58.325900237427994,46.79019241015091,123.11218063397831,C,B,-6.1866592476907085,A,D,C,B,D,-10.648993930326313,0
Divorced,Homosexual,Other,137.32818645579115,-62.87740346746295,-153.69363493356528,-118.50497579897048,34.581182718724065,C,E,-24.202992803734283,E,D,B,C,A,-48.07270792019976,1
Married,Other,Buddhist,124.75248157623324,87.88920347541904,-2.395405327047656,-13.862427530877477,212.12600300533754,E,A,17.892856571127147,B,B,D,B,C,28.550914179978932,1
Single,Heterosexual,Buddhist,36.59947312800511,-94.01364799071824,106.99428603732737,147.5838916508861,32.967311635068846,A,D,174.65604994320898,E,E,D,E,C,51.98861130167794,0
Divorced,Heterosexual,Buddhist,-151.81124789135356,15.200799108034,-49.4662255483299,117.47184544389329,98.78612294132829,D,C,187.98738276355093,A,A,B,B,D,67.57788727030687,1
Single,Bisexual,Jewish,35.43209648604872,-140.1240522377906,-62.41086820982168,134.2892990464899,-52.95947504466828,D,C,0.32396244031110183,D,C,A,B,A,276.8419071315361,0
Single,Homosexual,Christian,48.87494484597102,-133.14768120078577,-43.241388774118704,-114.35532646529123,7.645268675233373,E,B,-68.53384026642381,C,D,A,A,B,72.08434454894153,1
Widowed,Other,Buddhist,-3.4003447640317095,83.51088156597818,206.5026502397714,-204.6693169574059,92.31545143343818,A,E,-146.75773221473042,E,E,E,D,C,-81.36099258722929,0
Single,Bisexual,Other,-37.96050297917128,-66.70190522614843,-4.627196437321233,-148.17067887732355,20.677489771961945,A,C,-20.103094291062035,C,A,E,B,B,26.427341041120094,1
Widowed,Other,Hindu,70.99573886199094,-94.86492963955601,27.269436724319245,-115.17843617589858,185.22483622144358,C,A,-143.26286509534776,B,D,E,C,E,6.753514896318842,0
Single,Heterosexual,Jewish,148.4568526274693,168.91569842888802,15.633164072820415,-125.05628362279546,-287.4789474635064,E,D,-188.3758020709386,D,A,E,B,D,-104.62609320503186,0
Widowed,Heterosexual,None,-14.21568529842358,-46.25339481290299,46.94886592553756,244.5893014806591,-169.12521945702943,E,A,-4.357279244880402,E,C,A,E,C,57.40301708704598,0
Divorced,Other,Muslim,-90.26666570413265,5.39486215147161,-16.44944052125583,26.58811376721043,67.32294533183516,A,E,-59.99168036474401,A,B,A,A,D,120.14134263421663,0
Divorced,Heterosexual,None,117.74754892499182,-21.74779247631603,-12.625909761416656,-84.65981539449346,-47.408795391967224,C,B,-78.77482963500516,B,C,A,C,D,37.3990787346922,1
Divorced,Heterosexual,Buddhist,-372.6868582486525,7.35770042301578,-171.34257814310098,67.51085053303292,22.87008543914085,D,D,23.468227263312105,B,C,B,D,B,-122.20631922310206,0
Married,Heterosexual,None,62.96728832860675,-242.6346529787713,-67.60273427964233,189.1698069871555,-17.155821762624843,B,E,111.62799927635155,B,E,A,D,A,121.83348051415621,1
Single,Homosexual,Buddhist,122.43931478224286,12.12209207880159,42.212054294662096,137.4288555154568,42.27060587595825,A,C,-181.23478105549992,A,D,C,D,A,-30.262356798129463,1
Widowed,Bisexual,Other,-35.261495384331376,-103.26427999116872,-108.7922048039341,-121.13903339467178,82.42348778097768,A,B,-144.04378443843288,D,E,D,A,B,35.218565413870564,0
Divorced,Homosexual,None,-64.46294622457765,145.08878421759033,-93.8268902398145,130.63079329472563,81.97790640143427,A,D,124.10704284905442,C,A,C,A,E,-52.453486892186184,0
Married,Homosexual,Buddhist,-25.025174961270864,-137.66390183503617,-44.991128768847666,0.7407473899672119,111.5290458878662,B,B,-134.41235081899245,A,D,D,A,A,49.51032012214719,0
Single,Homosexual,None,18.910331089557612,50.944531697498576,-18.398585192326703,125.67824724237435,88.01628731510868,D,D,260.8960824667507,E,A,A,E,A,53.969408127284936,1
Divorced,Heterosexual,Other,-20.844011825119384,12.147208772472148,5.006334207971172,122.23713857346058,13.05817602549825,A,C,-186.60057115283726,B,D,A,D,E,57.31214803546399,0
Widowed,Bisexual,Christian,162.20554585909542,10.428426509924261,-15.443074333496012,-91.69056498712973,188.7127418991301,D,C,116.70739258827274,C,E,B,A,E,101.72955587388802,1
Single,Other,Other,48.650795658082814,8.909315039601145,285.326927001999,-139.6793065047125,197.50813097505514,E,E,77.71671226091324,A,A,C,D,C,115.73462444005445,1
Single,Homosexual,Other,-48.45891621921144,223.96963879307398,130.77073786737293,-49.40752236309264,-61.67122068754017,C,A,130.03113746089267,E,B,A,E,B,-75.8257086319485,1
Widowed,Other,Buddhist,4.302075331636884,77.63536850033952,128.61375637025796,-43.7097119685775,-95.47372107480497,B,B,44.02904728322299,C,A,C,D,A,-12.899176920633625,0
Widowed,Heterosexual,Jewish,-126.03576798705392,-65.04876938829851,-3.2789246316887075,-45.45221209402348,-92.50646594427265,A,E,-63.11190389049608,D,E,A,B,C,194.9817944357776,0
Divorced,Heterosexual,Other,-36.47260480500272,55.63036718879376,-5.063740822057771,-40.45682545748919,193.53305837649253,B,A,180.51184390130084,E,B,E,D,D,-78.02372105162517,1
Married,Homosexual,Muslim,102.88077053443257,-228.91929769481206,-72.77713229035827,-97.07592207273976,-95.3803203082268,E,B,-160.93054529322356,A,E,D,B,E,-22.067633284945323,1
Divorced,Heterosexual,Muslim,50.93729269958788,-23.42610184227877,-21.265850611621758,-109.12884474748483,-8.955489004179315,B,D,17.040539155698735,D,E,D,D,D,-35.731290139314375,0
Divorced,Bisexual,Buddhist,-48.17677008973929,-77.4074463035158,-12.710061605828116,-232.4084066889874,56.57966960283582,A,E,-43.64406432366682,D,D,D,D,A,-97.88524320767542,1
Widowed,Other,Jewish,-114.82788016095178,9.290202739765121,72.52607924629662,77.4202205359593,16.083135595783464,E,D,-58.30611117050694,C,A,E,E,B,118.79461568441513,0
Divorced,Heterosexual,Other,-88.97122001446883,-30.629449139956765,-156.3633329674974,-53.818758164625514,19.043336536434754,C,B,70.94858994114082,D,E,E,C,D,1.864333294494572,0
Married,Bisexual,Christian,35.79032052716325,7.449835980611969,-80.4557105370386,29.06725673261512,72.44570370220467,D,A,34.76667610461745,C,D,D,B,C,128.5357790194659,1
Widowed,Heterosexual,Jewish,95.76468718086312,37.346305966659685,74.80802289604001,-38.40316856039678,155.22728468505872,A,C,231.19702200137695,C,D,A,E,E,-6.5543444670111874,1
Widowed,Bisexual,Jewish,-68.83231380541164,80.59229045406202,-41.0836044749236,76.83421926540316,55.22910288910832,C,A,-6.530884849062184,E,C,B,C,E,69.50154695436095,0
Married,Bisexual,Muslim,18.44807917272508,236.30008364523079,-47.26982711629798,146.6677821334271,241.9538272362601,A,E,-27.82808946553384,E,C,B,A,A,104.35643095590773,0
Divorced,Homosexual,Hindu,21.556333974550025,-79.85746170107801,-23.540958485102877,-134.99961522538243,-18.915310634775135,E,A,-55.932438953291275,C,B,A,A,B,-122.53928392468971,0
Widowed,Other,Christian,83.94192995807937,-147.71787860364068,-11.52915098261492,-95.87326956456651,56.504456157777604,E,E,48.22516770381506,D,A,C,A,D,-108.69123250421356,0
Widowed,Homosexual,Jewish,4.394371602035498,58.03316828620893,-57.75352425920316,118.8189956573628,20.088005666093256,A,E,120.06360258174868,C,D,D,A,A,-37.01046983745169,1
Widowed,Homosexual,None,-256.4495772836605,56.76250041857398,-178.27294293314236,98.03522956479995,-160.83560902076763,B,E,37.16641099321987,E,C,D,B,D,-92.10723205121859,0
Married,Bisexual,Muslim,-104.97075590950145,-8.148498048398304,-245.1198209545511,87.84572033812867,141.53451396650408,A,D,125.60071037471599,D,E,B,A,B,-87.13805583817336,1
Divorced,Heterosexual,None,88.47758515347422,-69.74053972539959,41.41998571442715,-97.20603578043315,-34.18955059836942,D,B,49.15117306102423,E,C,B,C,A,235.20842249294324,0
Married,Heterosexual,Christian,171.9209193460254,55.47764444357107,141.95895513159317,-78.75855003689028,28.4249973147503,D,E,-48.99838438152464,B,A,C,C,B,-121.75906868223174,0
Widowed,Other,Jewish,293.5842087753006,121.80874921949163,125.1053355181595,-160.63643701670705,22.48427609422585,C,E,-78.3776970583468,E,C,A,E,B,7.832774905053197,1
Single,Homosexual,Muslim,79.63153975580107,79.26442967947699,-5.562971578247355,94.14385071827527,-115.78222737291613,C,B,-1.4861935435044504,A,E,A,A,B,50.54386605218798,0
Married,Heterosexual,Hindu,-94.3457361806793,-21.792387327501082,43.10511859083562,-126.20331677482245,-97.04812072627537,A,A,-94.67389980597295,E,D,B,D,A,15.624574762835897,0
Single,Bisexual,Buddhist,-38.923859872646496,-77.82986931421254,33.99085212159606,-234.78609389509052,80.70256501016877,B,B,121.0285085787743,B,D,A,B,A,46.68791784101624,0
Single,Heterosexual,Buddhist,16.625966368435698,162.2924104672909,-48.3179523924485,52.76328297962798,-44.54918641631874,E,D,-53.957735468486554,D,D,D,E,D,-147.06443256552723,0
Married,Homosexual,Other,95.71710480659856,-80.83502177183006,-72.14530421675069,-30.643427472840408,96.28266130210275,E,D,159.99344032185923,A,A,B,A,C,82.60673991109778,0
Single,Bisexual,Muslim,-5.131365328118552,147.4057219689876,29.42209064856989,-46.9353198888657,34.640130592587276,A,B,114.3868987542437,D,E,E,E,B,1.3446183349496514,0
Widowed,Bisexual,Christian,142.49944781394558,-27.374006324161815,68.25658093573976,-7.965378402316962,32.77351615443189,E,E,52.792362484892664,E,A,D,B,B,83.25354789705214,1
Widowed,Homosexual,None,-135.6168049826274,-59.76175040837957,130.64522659668305,124.38715122271982,-140.54196987246684,E,D,-27.666650085015355,C,B,C,B,C,-247.53874159662078,1
Divorced,Other,None,-141.679644718037,17.34275095214427,-24.521401200793214,-111.78113491521387,8.004654882198345,B,A,-40.693609804960765,A,A,C,D,C,84.01726508611178,1
