AgeGroup,sex,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
18-25,Other,Hindu,A,B,197.72204710689698,129.61939090803807,A,-12.649645879263716,C,D,8.589338540826933,0
65+,Non-binary,Muslim,C,A,224.10170459795484,-140.87137741923317,B,3.9414821096495927,B,C,26.87039577678732,0
51-65,Other,Muslim,B,A,93.16170767407151,-81.46727494485243,A,-50.22557449351688,C,D,-12.875281470373375,1
51-65,F,None,A,A,-61.56105442987023,5.667321728849654,D,-31.8596299825159,E,D,31.097083053289452,1
36-50,F,None,E,E,39.083472529269784,-29.49488600066175,A,74.4390142954187,C,B,-132.706658612578,0
36-50,Non-binary,Buddhist,B,C,-13.703929982656394,-75.49899866002706,C,222.79209462642368,A,B,-53.99649756415433,0
36-50,Other,Muslim,D,D,-9.569060957700676,-50.888235090501176,A,316.69100453493405,D,D,-52.98390104600485,0
65+,Male,Jewish,C,A,-37.06719265578752,-128.1586555159158,C,68.057206595214,D,D,-141.81308658816405,0
26-35,Other,Hindu,D,D,-2.2588588966455725,-45.39731809745038,E,-54.90433089344747,C,C,-183.1286039466177,0
36-50,Female,Jewish,A,C,-27.917311027052993,-27.27643089243688,E,105.15558689454829,A,C,5.710883172954654,1
51-65,Male,Buddhist,E,C,-208.39525961559886,-91.27743725830196,E,-80.86458805572995,E,A,3.7174788928622102,1
36-50,M,Buddhist,D,E,92.51604488734358,43.603766437461296,B,-70.40472414624031,C,A,17.68064630858575,0
65+,Non-binary,Hindu,E,C,-32.17942716405954,-149.66390832962654,B,-60.83031551319999,C,B,-57.34318535066847,1
18-25,Non-binary,Hindu,E,E,167.36232978343054,-59.39753018968968,A,-22.629087259267532,A,A,269.74443814250424,1
65+,Non-binary,Christian,A,D,120.03402897441428,256.77250167032105,E,-53.4725563446813,B,C,-146.4435269877249,0
26-35,M,Christian,A,D,-56.17944565490942,-42.705513363176436,A,-27.488527373589584,E,B,10.363172881443127,0
18-25,Non-binary,None,B,C,176.2392327271483,107.07132865223461,D,34.34623770469638,C,B,47.610786181976,1
18-25,M,Christian,E,C,259.4435810282898,-92.45300338271302,B,-33.756587439211685,B,E,158.6181654007619,0
18-25,F,Other,A,D,-124.27312622002964,82.12120220370713,D,-25.48175148889485,C,C,73.836167111524,0
65+,F,Hindu,C,E,44.46068852851371,85.90221403546305,E,-22.119195783952534,C,D,33.35435041370273,1
18-25,Female,Other,D,B,96.03288415216076,131.80349469451303,A,105.88954542322311,A,B,202.84979449220032,1
36-50,M,Other,A,E,96.74440275020994,-44.099312773852155,C,-5.726791300931766,C,E,-139.27179764479393,0
18-25,M,None,A,C,107.41949712653943,-49.699265359301144,B,-87.80442499637488,B,A,100.5906120458687,0
65+,Female,Hindu,C,C,-74.53579793885143,215.1972711587557,B,168.36221297445923,B,C,38.54484321666378,1
51-65,Male,None,E,E,-96.65688564329542,46.328859050098856,A,-9.582466272851887,B,E,25.467585037701866,0
65+,F,Hindu,B,E,57.353204890244584,-4.849039380944865,A,31.68232895930255,E,B,-80.4340751668974,0
65+,F,Jewish,B,B,65.10482351185902,2.251796205680451,E,-213.84534234166495,A,D,-28.65593262787031,1
36-50,M,Muslim,A,E,13.862423253323913,-59.55630701563525,D,-246.5475213220172,C,B,110.08894745526703,1
65+,Non-binary,None,B,B,-105.32642059380002,49.64549443912794,C,13.162799985595097,B,E,-82.22358355316295,0
51-65,Other,Hindu,B,E,48.95331593160788,-176.70789269738404,E,95.20098088043572,E,E,-38.738737698215864,1
36-50,Other,Hindu,D,D,4.053709850618055,-56.8250445882147,E,-0.4624732552094734,E,A,-70.88993528924512,0
26-35,F,Jewish,C,A,86.95574892041031,40.849433549940386,B,84.31398739957848,C,C,-17.669211872120183,1
18-25,Female,Buddhist,D,B,-31.18702823569246,-52.25041859221883,E,29.518234096260137,C,D,21.31850616935073,1
65+,Female,Buddhist,A,B,-61.93424869771908,54.141311499132584,E,107.5385014405871,A,A,106.90561251947321,0
36-50,M,Other,B,E,30.37340185017559,-96.86858442498585,B,-84.92503090781764,D,E,-208.91699910405367,0
26-35,F,Other,E,D,-7.598424459565678,204.78632619309428,A,-146.0364761435597,D,E,-80.88391928598104,0
18-25,Male,Buddhist,B,A,-42.424676797456016,100.08538172580785,B,195.1516199196712,E,E,-99.9305636005157,1
51-65,Non-binary,Hindu,C,D,-14.424836511873874,-67.76112326859447,D,-139.25892829655743,C,E,-124.52005789201787,1
26-35,M,Hindu,D,E,-117.15335525567284,73.94405477905448,C,-236.9842387668705,B,C,-15.573087113599597,0
26-35,F,Hindu,B,E,6.30019650685892,17.122539571727962,A,140.97233868763445,D,A,109.64541527556761,1
18-25,F,Jewish,B,C,-135.82480315957253,104.48515875584035,B,108.68968074149323,B,D,-44.7231964591876,1
65+,Female,None,E,D,94.97249995733978,-52.776823159111395,C,49.323939820693916,D,B,54.91170424987666,0
51-65,Male,Jewish,B,D,120.39852364319601,40.47754692988633,B,-162.41240654025165,D,D,189.71362556691912,1
18-25,Female,Hindu,D,E,-54.65973808367589,7.881503370596822,A,120.47187814597098,C,E,38.80371564221386,0
65+,F,Christian,C,E,17.66034307205499,-173.0182529757179,D,56.19013531033302,E,A,-90.77819192119262,0
51-65,F,None,B,A,-63.81146114397439,75.57042129760232,A,174.9021698910497,C,C,-114.2312244126314,1
65+,Male,Jewish,B,A,68.34375181664214,-97.80578473493,D,-48.530850963519065,D,D,-198.99013076721866,1
65+,Female,Hindu,A,B,-187.0762658862929,-12.234765057510657,A,-186.21005145658629,B,D,-96.44158868648944,1
65+,M,None,E,D,-80.18129615799727,155.1908246775908,A,103.65752934075671,E,D,50.78176860879082,0
65+,F,Other,A,D,98.72190609166641,-69.83938932037178,B,-42.13343436544595,A,E,72.45240783005713,0
26-35,F,Christian,B,B,-149.89535039112948,-120.4786009042994,E,71.8200982512436,C,E,95.8237481724793,0
65+,Female,None,E,B,39.98745609050873,33.79704490439418,C,-73.51067896187106,C,C,88.39452548217635,1
51-65,F,Jewish,A,B,33.07911916754626,92.39491625525622,E,-22.623736542650168,C,E,173.23144071520966,0
26-35,M,Muslim,A,D,-38.59491988679587,67.77139280211466,C,-75.90055985734598,E,A,201.74517482140914,0
18-25,F,Jewish,E,A,32.64060954224089,14.89659122378167,C,1.8914058674923189,E,B,5.2768478773910825,0
65+,Non-binary,Buddhist,E,D,15.63574685852711,34.33849932623344,E,-91.1619925533606,B,B,53.055990911955064,1
51-65,Female,Muslim,E,C,50.41374665169206,5.297986480057223,A,16.168622945175922,D,B,160.2265503361197,1
18-25,Female,Muslim,C,B,-166.5056348335724,-250.70289454224485,C,131.1599967316011,B,E,80.21236812083127,0
65+,Female,Hindu,D,E,-103.31601557958423,-176.70734208705767,C,-115.71828384418652,C,C,7.854484601470818,0
18-25,Non-binary,None,E,E,91.17334567534105,138.12025822943536,D,-238.61657685502945,A,B,-20.14085312561469,1
26-35,F,Jewish,A,C,-5.09444829259248,-48.52135425397625,D,-175.74371649689516,B,C,169.77069774252163,1
51-65,Other,Jewish,A,D,16.241152452546796,-58.526114769807904,A,23.101233255888452,D,C,-28.44070555733964,1
18-25,M,Buddhist,E,C,76.1213073084495,-90.44384355365474,C,9.041226968343082,E,C,70.19338129824189,0
51-65,Male,Jewish,D,B,110.0521920002141,0.3415500376090266,C,-43.03157769987169,C,A,48.266473866832214,1
26-35,Non-binary,None,B,B,-45.816233597680764,-6.295110464620568,E,108.55972451328103,C,A,69.7412956591656,0
26-35,Male,Other,A,B,225.47206560127358,-45.13948747963947,B,32.8367292087409,B,C,-85.62504182221552,0
26-35,F,Hindu,A,B,35.39988927261201,94.7070052229775,A,94.51227541069997,D,B,101.06528812209592,1
51-65,Non-binary,None,C,D,-22.041582359603755,268.24542204556036,B,18.10884890403163,E,C,-37.28027058755711,0
18-25,M,Christian,C,A,24.251008310242526,33.87721954153887,B,-68.0442604240324,B,A,109.86658378944823,1
18-25,F,Jewish,C,D,-81.05969521069387,153.14671186704282,E,-106.13185998823333,D,E,76.7500810225649,0
51-65,M,Buddhist,D,D,38.40183763904825,-134.15608044120265,B,20.528536981573676,E,D,57.35727006396534,0
26-35,M,Other,A,D,23.281286299792587,-7.307815131603043,A,171.33999085713697,B,B,169.57994512374094,0
65+,Male,Hindu,E,A,-142.52193756351554,148.44593763385748,D,-81.14009075149784,B,E,-6.890345149755328,1
26-35,Male,Buddhist,B,B,12.7209613426406,-38.320252713181986,C,17.93314641546366,D,E,83.47481085154904,0
51-65,F,Other,B,C,-13.537051692481494,-68.79253930717636,C,-40.06724878468893,E,C,-16.868048339905826,1
36-50,Other,Hindu,D,C,20.314687738033186,0.39985085206636106,A,-54.114080698177034,A,D,-54.31159564813392,0
18-25,F,Hindu,C,A,-57.88199793940567,220.0757716893422,E,13.682354283516121,D,D,119.1255596601218,1
18-25,F,Jewish,A,E,171.94333487346825,-36.93921464249949,B,-111.17711191750716,B,E,15.346830769535444,0
26-35,Male,Hindu,C,E,165.97087992026448,107.75469349747712,D,20.15015846474015,E,E,-79.47157600434632,0
18-25,Other,Jewish,A,A,-42.96592777815518,-51.55339315881098,B,77.70368811371704,E,D,-47.736077550106835,0
51-65,Non-binary,Other,B,E,108.26763954921981,-55.663311793395195,C,97.55482257112004,B,D,62.72998629452348,0
36-50,Male,Jewish,E,D,88.36539254262587,136.34816697778362,E,167.01791594694265,C,B,44.642374579029834,1
65+,Female,Buddhist,A,D,-54.006722472977245,43.82229132924,B,62.14141253380059,E,D,-105.27145937053008,0
26-35,Non-binary,Buddhist,A,A,3.198231743497381,104.42446059573443,D,-188.69903095514076,D,E,-3.3591203813614863,0
36-50,Female,Muslim,A,B,-136.60114310391788,56.14603245714569,B,-26.76606808421636,E,E,50.62440973823167,1
65+,F,Christian,D,D,50.973297131721736,-36.70882231219351,E,-129.43521432237787,D,B,-32.69052239740709,0
65+,F,Jewish,A,D,132.99122948849825,-62.239703830973966,A,-55.282345593728444,D,B,82.08182551621873,1
51-65,F,Buddhist,E,E,11.073927930376422,-186.93404594411078,A,-93.22099655507895,B,C,23.40657763695251,0
36-50,Other,Hindu,B,E,36.27185801888796,-98.92780848980102,A,83.29075931643169,E,E,48.967538302571526,1
65+,Non-binary,Jewish,E,C,-119.81169333401411,59.00909533148653,D,69.46258736880763,D,D,139.78630800349475,1
26-35,F,Buddhist,D,E,-27.030252953211946,98.21030330886855,A,6.00293275912668,B,D,113.5179639639712,0
65+,F,Other,E,C,24.514924615804258,16.56626559604191,E,22.49868979332269,C,B,131.221169545278,0
36-50,Female,Hindu,D,A,19.6857003419818,-209.08444817985705,E,70.85087330181766,D,C,47.287784261958016,0
65+,Male,Buddhist,B,C,34.81676991872944,-50.13364845113253,B,-165.66310778184595,A,C,113.49151119822648,0
36-50,Male,Christian,B,A,136.64764027506092,71.98137335060458,E,-39.20482163617686,B,C,-41.511075277323336,1
51-65,F,Buddhist,B,C,-57.45659341852502,-81.40792003357559,E,40.242931451985584,B,A,82.68049310263594,0
18-25,Female,None,A,E,-64.21434487981904,111.29805267127529,A,93.5727045852366,E,D,-13.100157643123145,0
18-25,F,Buddhist,A,C,-212.53221982705463,126.26375932594867,C,126.21593946120322,E,B,-2.495166170508068,0
51-65,M,None,C,A,-86.9421087617673,85.39190480082894,E,45.305712754939265,E,B,-33.77458903060499,0
18-25,F,Buddhist,C,C,-13.575469662129397,-76.36149565295723,B,-57.34667780531959,D,B,-9.431061519114586,1
65+,Other,Other,B,B,79.08098885763593,17.08493546280838,D,-140.20506179123612,C,C,53.99708242172125,0
18-25,M,Other,A,A,-35.16364273602874,14.440495136164088,E,200.03208829816435,E,C,11.128065623194008,1
36-50,Female,None,E,A,-19.703383716706625,-1.3833758194491206,C,-60.47128854778,A,B,-44.535510816785475,0
26-35,Other,Buddhist,D,E,-70.44988610774385,120.33388027142502,A,-53.90883270620764,E,E,5.016411451122001,1
65+,Male,Jewish,B,D,-83.07875887360815,68.80324865934524,D,-53.33803627752059,C,A,114.80751578716163,1
51-65,Other,Christian,A,D,-90.50446119799032,-15.232421632667847,E,-97.25037509105465,A,A,-82.18823892402614,0
26-35,F,Other,A,C,95.18818031308143,-9.454641619467857,A,-20.471596670684317,E,E,-20.63179400092647,0
51-65,Other,Buddhist,C,C,-144.60670836831812,-16.20912596336163,C,113.89667950868034,A,E,-134.3874481047229,1
51-65,Male,Christian,B,C,-206.38649116217147,14.044552667101845,A,-17.08099170649903,E,C,-58.56840660405898,1
26-35,Other,Hindu,A,A,88.99844175321118,30.292978127909358,D,55.29625705818205,B,A,86.67284307896375,0
26-35,Non-binary,Hindu,A,B,201.52970084519967,46.641658847621066,E,126.38287526686409,A,E,-124.17557006169598,0
51-65,Non-binary,None,B,B,20.046398407394353,-18.201023795813235,A,-45.025901080769856,B,D,-151.88809327062893,1
36-50,M,None,C,E,88.32833337995481,-29.479614776975676,E,-23.62503385531069,E,A,48.06408725564142,0
36-50,M,None,E,A,-142.3919979884278,63.036145477276136,D,-62.65551807279868,A,B,-74.69187569843368,0
51-65,M,None,C,C,54.39562144105822,52.69394476092799,C,-40.52675536992144,A,E,-122.68436914270589,0
51-65,F,Buddhist,E,D,16.118399326075718,14.77157691372089,C,-152.57597374814335,B,B,-17.510212145079123,0
36-50,Non-binary,None,A,D,122.84402766586832,249.67983895347908,C,16.87195999540091,E,A,-91.64679735592568,0
65+,M,None,A,B,7.324385129928977,80.68227471725439,E,20.580865459143354,B,A,78.9023189183614,1
18-25,M,Jewish,A,E,96.1319635930199,85.44049950700632,C,-91.42693610623293,C,D,-38.11743067724769,0
26-35,F,None,D,C,-154.32440738564623,127.08909679988194,C,137.63898889429024,B,D,-77.81710488045714,1
36-50,Non-binary,Jewish,C,D,150.0741732832214,-155.30499101753165,A,23.156469842102258,B,B,70.57050732634076,1
65+,F,Buddhist,A,D,81.81861503081613,-66.17404771553427,A,71.2187727528268,B,C,8.644246125924223,1
65+,Other,Muslim,B,A,169.6976730839493,136.540462720719,D,166.45140414748133,D,A,-104.4002598482706,1
51-65,Non-binary,Hindu,D,C,33.09942110616934,168.07956571676021,E,18.105896514465872,C,B,86.6870992124291,0
51-65,Male,Buddhist,A,D,54.339348723747996,-2.195976641465016,D,-113.25690068017869,C,B,36.81418123737945,0
36-50,Male,Hindu,C,B,-26.756977805700284,122.33979411131715,A,8.66923558069467,C,E,21.20223066960728,0
65+,Female,Hindu,D,E,-35.35861994065003,27.378816761550162,E,-7.2005111833017,D,B,-48.01028359052223,0
65+,Non-binary,Other,E,E,-94.36373647440811,-61.02051084339678,C,-75.70367775289436,C,B,124.80520247908491,0
51-65,Other,Other,B,B,118.21138927694564,39.48633618109641,B,-0.8891643821054985,D,B,94.34513920165088,1
36-50,Male,Jewish,D,B,39.29682406081088,-5.799827821587573,E,49.86117947445855,A,A,84.01452756129932,1
26-35,Male,Christian,A,D,-146.0683164598354,-27.152081139621565,D,45.49755949140109,A,D,94.87780036476764,0
18-25,F,Hindu,E,B,18.1290774962344,52.16151309307404,A,-45.316690986084254,E,C,-60.721713706601285,1
26-35,M,Other,C,A,-29.42450625940789,27.307020387346164,D,162.05972096369243,C,C,-12.936994490505066,1
65+,Female,Other,D,D,-130.14586665315565,106.4901237355039,B,127.71194942964263,C,D,134.2380175461208,0
51-65,Other,Muslim,D,D,-69.06032494214952,-121.92964754411852,E,21.37054552208262,D,A,172.73343889776163,1
36-50,M,Other,A,A,31.71466437342822,-154.40107847068438,C,11.504901392926186,D,D,-208.65133438942385,0
51-65,M,Jewish,E,E,-76.18401994497792,-25.935063757307393,E,21.002010721515013,D,B,19.109695604867426,1
65+,Other,Hindu,E,B,-142.74965301481737,-138.36975849356065,E,-35.96313498047635,A,D,-19.876174251302267,0
51-65,M,None,D,E,-0.5625221912697005,-143.930039520442,C,4.42300626259268,A,C,-55.49582242962372,0
18-25,Female,Other,E,D,-56.31084917587278,-133.96489855775422,A,-213.14782066459153,B,B,106.20172102483241,1
18-25,Male,Hindu,D,A,-151.50092748484815,-43.910227534984976,B,-120.38526048512286,C,E,190.97677712143687,1
51-65,F,Hindu,D,B,9.284552361449885,79.92419584106943,D,105.4301227020247,E,D,111.01276634240591,0
36-50,Non-binary,Buddhist,E,D,33.477574423665274,-178.29297202584232,A,25.150944078947894,B,E,-0.36722949879052147,1
65+,Female,Muslim,C,D,-63.74417839806635,89.39608901641851,B,76.89437048517216,B,A,-134.66285512897798,1
51-65,Male,Jewish,D,D,27.732277206835228,10.141327536115096,A,35.52370772464318,E,C,-150.15611343265195,0
18-25,Non-binary,Muslim,B,B,137.95918118637107,-26.990139310519545,D,-15.600103607146057,D,E,-1.5039955366036295,0
51-65,Male,None,B,E,-74.15625529102273,183.82515439339065,C,96.05063240932628,E,C,118.78547799653423,1
36-50,Male,None,B,E,7.6676553275494514,86.53498275438899,A,-50.85290323197379,D,E,-25.353149800848197,1
18-25,F,None,C,E,28.554512209090205,62.643072965692134,C,48.11976537778981,A,D,-97.46647701848539,0
36-50,F,Jewish,A,B,-161.01648893724882,150.44497775302042,E,-238.02939051058263,B,D,24.795832081521237,0
36-50,Other,Christian,D,C,-146.53278425025235,-100.85732875710482,E,72.31059298820395,E,D,45.51839865706474,0
36-50,Male,Muslim,A,D,-170.69710534130448,-60.9968330859403,E,115.3040468779934,B,C,-205.58499805277165,1
65+,F,Jewish,D,E,-45.3303317712938,21.625082233276434,A,-38.409169288346504,D,D,-44.2912679596363,0
65+,M,Jewish,D,D,-123.60376809801036,-97.93168743992562,B,62.28778219673325,B,C,-145.06678379388802,0
65+,Female,Other,D,A,99.69932081838327,81.6257085757805,B,-1.71513633126786,C,B,6.763925124262986,0
26-35,M,Hindu,A,D,28.820602878258413,209.7069392344594,B,118.93753258500487,B,A,14.709300848346206,1
51-65,Non-binary,None,C,D,21.449014122803476,41.026578213886864,C,118.89023410300621,D,B,-79.49134154760893,0
65+,M,Muslim,D,B,0.5419587716735738,261.2271658764518,B,-49.91721170383337,E,E,-57.121266479124266,0
65+,Female,Muslim,B,E,50.91445247158403,113.0776153802985,D,49.2499907620244,B,C,123.12751301073813,0
26-35,M,Jewish,C,C,59.071007871807005,50.840006605083886,A,16.22126064611257,A,B,70.20609573743324,1
26-35,M,Buddhist,D,B,104.50766176806248,63.69860150523067,E,26.928736357525796,D,B,-40.84153373170255,0
51-65,Non-binary,Hindu,E,B,107.60520579610291,-179.2884023576529,D,-174.4606096366858,C,A,11.245172872005469,1
26-35,Female,Jewish,D,E,-4.402759737669286,-109.38470619175473,C,18.043804684563884,D,E,167.48859378361877,0
65+,Female,Jewish,E,B,-178.12882156273798,-258.504537336386,B,45.524957381574566,A,C,-130.35331612784304,1
51-65,F,Muslim,D,E,-106.15689763544356,-60.62752026709642,B,74.35790962495797,C,B,88.55193826020177,1
26-35,Non-binary,Other,D,A,35.966481374229595,37.66471294422318,A,-38.4965194489152,D,A,-179.38284825486502,1
18-25,F,Jewish,E,D,-135.55050025063883,-47.09946480422103,C,32.72690065354059,E,C,-0.3414037446987138,0
51-65,Other,Other,E,B,-43.233450350530156,74.11857163734817,C,35.711206339053646,E,B,-11.992211744196322,1
18-25,Other,None,E,A,85.60987502497899,118.11985492548975,B,-125.3847648498702,C,B,-19.369051733093116,1
51-65,F,Christian,B,E,-67.37864245194143,-92.30375437297052,E,20.708597202007752,A,B,74.032751578989,1
65+,Female,Muslim,A,A,178.5998175254845,-20.26410386120158,B,143.826867393351,C,B,-82.47945190045216,1
65+,Female,Hindu,E,C,-118.26526153089954,-8.776667528156892,E,1.0894687313388167,B,D,-187.95822972885307,1
65+,Male,Christian,A,C,-16.801131857883597,78.45249354411216,D,110.22891979362244,E,D,-15.518129455380997,1
18-25,Other,Christian,C,B,-111.95051178022022,4.76871495894879,C,45.053481249117475,B,A,241.53478458473492,0
18-25,Male,Buddhist,C,C,-37.46449162695342,17.00837931190074,D,-12.618651224059976,C,D,67.26532655174967,1
65+,Other,Hindu,C,D,131.29750599219474,-97.58148262353772,E,98.05752800948561,C,D,10.25269354171354,1
65+,M,Buddhist,E,A,13.992684522692173,135.13939853076113,B,-31.03460720962016,D,A,103.21517114560505,0
65+,Male,Buddhist,E,A,-56.46027773650485,-81.3192009794746,A,16.93243852990763,D,D,83.81378301732168,1
51-65,M,Christian,A,A,170.82713999859135,117.76422229333758,B,31.873630601048024,C,E,153.06165303342354,0
65+,Female,Jewish,C,D,-151.17756893266096,11.886323586468432,A,-171.92804231385892,D,C,61.31073955324353,0
18-25,Other,Christian,B,E,226.8297670936483,-114.41982766922933,C,-186.48793098448408,A,A,-173.35455188201985,1
51-65,Non-binary,Christian,C,A,50.62536166279858,122.1371472900757,B,-282.7897460024297,A,A,214.24239521920668,1
18-25,Other,Buddhist,D,C,-74.23906545920931,-309.0616882494216,A,-103.27308974509577,C,B,105.94613067195424,1
65+,Male,Hindu,E,E,-69.15173504180291,39.18041791727488,E,-126.93830969740691,C,C,15.2756230991933,0
65+,Non-binary,Muslim,B,B,-219.09715691411753,-78.9459281478762,C,174.02895939851513,E,C,54.413456098286616,1
51-65,Non-binary,None,A,B,80.83923932061877,-29.779018535959395,A,11.293854240435776,D,C,76.85448447136967,1
18-25,Female,Muslim,D,D,-65.22207549209793,195.7540867579791,A,183.71871692951365,A,E,70.51254474290538,1
18-25,M,Buddhist,D,E,-145.96553301559686,-109.46842221929487,E,-69.13538140793594,A,D,-139.93313973884435,0
18-25,F,Other,B,D,26.88329635114579,229.17582931409234,A,-278.62648711112865,C,B,31.5393819090792,1
18-25,F,Jewish,C,A,155.23226089448215,-14.870723389532836,E,22.36723669248271,E,E,7.0536898906847085,1
65+,Other,Jewish,C,D,-42.44699750413191,77.34391597050963,D,9.095794625460133,E,A,-61.5790744859684,1
18-25,Female,Other,C,B,117.99010091196762,-116.17300033618592,A,-76.81649139762628,B,D,-2.452358524865949,0
51-65,F,Christian,C,C,63.030311568876755,-150.54660341320783,E,-143.03470681179297,D,D,-37.50447213190587,0
18-25,Other,Muslim,A,A,173.55764221447234,-204.52782767168705,D,-201.8058271007115,D,B,-78.77546959028466,1
65+,Male,Muslim,D,C,-132.8083540739793,-32.37029124543997,E,-16.0048398432968,A,C,-26.293974562641914,0
18-25,F,Muslim,D,C,95.31321547713112,176.22410877531132,A,49.72162808935898,A,D,-48.25576339803389,0
26-35,Other,Muslim,A,A,50.42235877565913,176.336133776705,B,-33.192281946379985,B,A,-39.08622079847976,1
51-65,Male,Jewish,A,A,110.6093060332048,40.96693393142029,E,-104.63319214124107,E,B,-0.1571748052305804,0
65+,Non-binary,Buddhist,B,A,-141.8482460277696,32.382931994867455,E,168.3192317952924,A,D,-123.02891465499475,0
26-35,Male,None,A,B,52.52354135964327,22.6631311365053,C,-151.77820076349852,A,C,21.65926927791871,0
26-35,F,Buddhist,E,E,92.12141833025862,10.548633121546954,D,81.03359477216733,B,B,-2.419990742910373,1
26-35,F,Hindu,B,D,29.75775165718874,-256.98037196250164,C,-22.975745407349415,D,D,-64.98506657948087,1
36-50,M,Christian,C,C,102.7874813819191,93.57993078828594,C,64.9127695502851,E,B,54.44208098254391,0
65+,M,Jewish,A,C,23.29549801768083,46.450252162512484,E,186.2186810777998,B,C,74.97006665969941,0
18-25,M,Christian,E,D,-11.268645641967018,178.74952121812936,E,28.572572641947858,D,B,23.895892236127082,1
26-35,Female,Hindu,B,C,-62.39864859196966,-5.55330927960759,E,67.87679514123337,B,B,71.27332504617426,1
36-50,M,Other,C,D,88.75929547397382,-63.46234536032382,A,158.15124406945603,B,E,-143.2374682171264,1
65+,M,Buddhist,B,D,-89.86681780983744,33.7771452523807,B,-89.25816688904729,C,A,-4.832169276007252,0
51-65,Female,Other,D,A,-68.93540499006768,-131.50744222431805,E,-29.27797267204143,C,A,4.917684383976143,0
36-50,Other,Hindu,E,B,-17.916205666912873,-51.4789347015471,E,-25.048175162528803,B,C,133.56133764169016,0
18-25,Female,Hindu,B,D,31.720792177203684,63.464493315858775,B,-18.39147759239958,C,D,-17.199376080430735,0
36-50,Female,Jewish,C,B,85.00453800549566,67.7486807575409,B,-110.67803494057553,C,C,13.022357997318393,0
36-50,Female,Muslim,B,C,-130.7428548201622,-181.56240499266707,C,39.7286193086154,D,B,-44.13043732260051,0
65+,Other,Other,D,E,11.096346054278124,44.360718734672616,A,57.77767040429087,A,C,-52.114408072484544,1
26-35,Other,Christian,C,E,-111.42628896990603,104.05636406517702,C,-130.60686322999445,D,C,96.99087189769376,1
51-65,Male,Buddhist,A,B,-129.38715045280978,111.8057193017387,C,75.1299463095483,C,A,61.96608648070294,1
26-35,Non-binary,Buddhist,B,D,46.42148463881607,27.625273751522446,B,-63.774246979559265,D,A,214.1578745642317,0
18-25,Other,Hindu,A,E,138.80592609350614,-28.13176263894772,B,84.48345893075019,D,E,-23.428551860721896,1
36-50,Non-binary,Other,A,C,-124.36328881011531,-3.615155264574261,D,179.7648853862195,B,D,60.476460098772996,0
65+,F,Jewish,D,D,-26.088462854341447,182.99476057070115,E,12.551498978951908,C,C,193.4563510825688,0
51-65,Female,Other,D,C,-109.16345135493759,-37.66814902283194,C,-114.94663119167097,B,B,88.89312759888381,1
36-50,Male,None,E,A,238.71983291909225,15.867835769127073,E,7.116208064497444,E,D,97.35534525742065,0
26-35,Other,None,E,C,72.9328931072623,139.66832164966758,C,-22.93460991319802,A,C,91.48093027492337,0
51-65,F,Christian,A,B,43.64509994575768,33.030056833133806,C,76.7659938661747,E,C,25.233525209076436,1
51-65,Male,Hindu,D,B,-90.636850074025,-22.053088251243206,B,33.596418595027174,C,D,-44.689822748786355,0
26-35,F,Buddhist,D,A,-28.128796965949753,122.21580657458875,B,-15.825160707805367,D,A,-49.71724195941828,0
65+,M,Muslim,A,B,65.33083212310767,-154.94212030981208,A,-14.804752138034175,A,A,28.72582102078809,0
26-35,Male,None,D,B,25.694578477298908,-2.656395902643285,E,-135.80662842761143,A,E,-38.36739464971614,0
26-35,M,Muslim,D,C,182.33869155070525,34.34331160291088,C,-95.65321205039557,D,D,-83.45983730367612,0
26-35,Non-binary,Jewish,D,E,16.612930856124493,340.1549425637506,E,-246.02059941422013,B,B,102.2219008746332,0
65+,F,Hindu,E,D,16.150880775923593,-81.69274268824864,E,45.66942909759975,B,C,-87.69924656509586,1
26-35,Non-binary,Christian,C,A,58.53600808841601,95.4183580540677,A,69.34392701366397,B,E,97.7651345560975,0
36-50,F,Hindu,A,D,130.96904781413537,268.78875688991934,C,-208.46915970509312,A,D,36.97629604797216,0
65+,Non-binary,None,E,E,16.445239200978136,-26.159539091328792,B,-92.22758015540529,C,C,-0.7719604513949464,0
65+,Other,Hindu,D,A,-70.84836682614566,9.337529828812942,E,34.287214481652,D,E,-162.6103119456922,0
65+,F,Christian,A,C,40.384900333930815,-10.105007331309181,C,-262.9821825985265,C,B,92.81287498131955,1
51-65,F,Hindu,E,D,44.63835210596406,-106.54564975874415,C,-46.27665874037105,C,B,11.982932866229328,0
51-65,F,Hindu,A,E,169.8791555079468,55.719843585561414,A,93.83219091946978,C,C,-128.85392192854917,1
65+,Female,Christian,E,D,75.98633813979731,108.71396384433241,B,-104.98576955009335,D,D,26.274107003169277,1
26-35,M,None,E,B,-34.4621038082166,-88.84798671260604,A,94.65277151546212,C,C,-3.522769439634145,0
51-65,M,Other,E,D,19.72969710009074,66.68324293589878,A,23.838960730287262,E,D,-49.607311031472996,1
65+,Other,Buddhist,C,A,28.463577780609867,-37.69756778605115,A,-3.750687961256828,B,D,120.85912230261357,0
65+,Non-binary,None,D,C,-57.39096606042852,67.30055243886561,E,-92.9690232520544,B,D,33.55848501377846,0
51-65,Non-binary,Buddhist,C,E,19.573212187661316,82.3406628996841,D,213.4272737103959,D,A,-31.656997368751107,0
